,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.02734512387330529,,,,,,,,,,,-0.03820705715724381,,,0.07008001184110878,,
BMP1,-0.021344274209454527,0.01850796039143929,0.0020491462773728256,0.02169615432246204,0.12584290270965556,0.007500456149216406,-0.036444786469646696,-0.15872616849576163,-0.47454576387181185,-0.14072459695765377,-0.05273132430522906,-0.17343974696207465,0.11254195356964597,-0.2757456455843368,0.08316302940586899,-0.025776919734444865,0.029201670557445693,-0.07170377884454524,-0.16370291624788802,-0.044668819561098964,-0.1416777167067731,-0.08374988389848527,0.19171399070389725,-0.08625462271602394,0.01899720664179904
NDP,0.024557295645517622,0.10913568821947417,0.1015162734356364,0.06360504551956268,0.061774736395650634,0.0002549023952633296,0.12782183869778663,0.07422299939696796,-0.07441386907557476,0.06129402329498902,-0.014540900021882323,-0.11909764098033498,0.0741113792827866,-0.04790230474597166,0.059447164790327335,0.0480673970403313,-0.033279243295858456,0.019040683636430078,0.12506798844372594,-0.053794588244007506,0.03576605884712399,-0.05994383858119311,-0.013774073555743893,0.017247996294079106,-0.013992829148713207
TNFSF18,0.04752002489420085,-0.022942309976894053,-0.012670657841984496,-0.0166060342371256,,,,-0.05101826986650475,-0.11651051714638998,-0.02278873924912866,,,,,-0.024263912998043487,,,,,-0.06513140892294082,,0.06761225314711947,0.07537376275103687,-0.10817910178733921,
IL36G,,,,,,,,,,,,,,-0.05308621607488764,,,,,,,,,,,
RTN4,0.14803386969410395,0.17873956250370834,0.07620408976464522,0.004331021518890437,0.03997072792990899,0.025609249321662968,0.17640466409358077,0.42204239164719265,0.579732885839367,0.22776073175081168,0.22336361794634219,0.49572265654438097,-0.01218481205857422,0.4963712105882089,0.1077794716434353,0.0031972430936053056,0.0060755587557200785,0.12648031938362694,0.050364193285081744,0.17664969422453294,0.3317562946222924,0.06883418124671517,-0.059694588547353246,0.47298831807413627,0.023095691454810077
HEBP1,0.029667322272397184,-0.08160106988459288,0.007819435352511646,0.004294709766936212,0.004744541836110904,0.006306601176843747,-0.03479639127827369,-0.13365349821645744,-0.22764231828952644,0.04602075400095649,-0.0023841028014292484,-0.17337593773936105,0.06746640821745417,-0.028945924041224855,0.12115468929145559,-0.06362751448893053,0.06623937779752893,0.0688415022605391,0.020332643591087694,0.030922253366157518,0.04512073460085048,-0.05065515862701254,0.03213728222758168,-0.03293989671961479,-0.0017358923537367486
WNT7B,0.0016153201678443085,0.26548266368903956,0.0030728957537205608,-0.017814658534318798,-0.03552189753268108,0.03394632714644357,0.038873724016371035,0.09246146391984617,0.196886408089225,-0.020983181495665984,0.06380703527804624,,0.06310193024440829,0.1400807225038503,0.021717908318037906,-0.05820462529655364,0.046874146623719144,0.05337517482995994,0.02216437920106643,-0.0046074919026132585,0.04396218321752886,0.1242914652182914,0.027818839088636943,0.009343310058766879,0.01246663701621365
PTMA,0.10170195650679204,-0.15997744486356338,0.07981051427460226,0.0016990633405268435,0.18446506092508688,0.02501614758064808,-0.09986742919148592,-0.43061867809431853,0.1892909617473183,0.1536090869993714,-0.16730164965782643,-0.5892904851802119,0.18285385069305693,-0.44526422994483156,0.07642114771109981,-0.030902249021747714,-0.08088258105140154,-0.07337155583889089,0.07200978552651173,0.17817490223910692,0.02657724071886719,-0.050353375357562985,0.13743606128120317,-0.24654322599494208,-0.2424152569057032
FASLG,0.007221159139506763,,,,,,,,,,,,,,,,,,,,,,-0.021247911913866508,,
