,UKF251,UKF260,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.023810562621787556,0.03944573453663236,0.08053506474752935,-0.06918314971690324,-0.01863248744020214,-0.018088035905650796,0.050707618770049964,0.03214125960028048,-0.026080624486623613,0.012508289642035694,0.05975436617341094,0.053434501213599425
RARRES2,0.020926468557833013,-0.0489445898668381,-0.012859122534200755,0.06449331469132191,0.11800947075124874,0.030767191627976326,-0.05816452689805474,-0.030790131117019743,0.08529251847264144,-0.015977986448318698,0.0459785503495358,-0.11241741745026348
SEMA4A,-0.03225438374102867,-0.02136242929431458,0.0079453862828932,0.10132821677627525,-0.00967067630648989,-0.04752403166205878,0.021506764613119254,-0.0214777723317061,-0.041343888956287815,-0.011289353500003945,0.010989351104476444,0.031714487161973136
GDF11,-0.03129339108865651,-0.02696530720774951,0.08621142346821349,-0.027929138683768624,-0.002196682903982238,-0.0522514200821969,0.009475232808669963,-0.006927335833780488,0.05553785151361081,-0.007681552161157822,0.04616749705775304,0.05294618677267504
GPC3,-0.017267645434233227,-0.040533899886611914,,-0.04920515259612192,,0.030603805186903192,0.07406656291350189,0.12085417592553445,-0.035671113816227,0.005347937084729031,0.043943091771943624,0.015012941986989197
OSTN,,-0.013511378053206971,,,,,,,-0.01905740266968504,,,0.01616438304471297
GRN,0.056311924500443505,0.03870459478615187,0.0407999948493169,-0.07474061793398414,0.009162533410267352,0.017150419963217717,0.007225103384683894,-0.00660661687112298,-0.09717380369192521,0.04171583631080454,0.03598218860962196,0.05033576834833093
CALM1,0.03430924981032283,0.059849204080295426,0.030584373585679236,-0.01953235240982904,-0.08561742601508195,-0.03432840600231956,0.00846400723283249,0.06305137802599417,-0.04586939272886376,0.02113051268333699,0.02771632828331853,-0.008054866603093982
ANGPTL4,0.012652786752188077,-0.006053016231314716,-0.06924367764491006,0.06745102790069998,-0.09315793735104215,0.004335258813687742,-0.030186121389098076,-0.08523781350800698,0.026807670456678836,-0.03312253658164517,0.03305170325560895,-0.060431805422159215
BMP8B,-0.00930586587332271,0.03344280608877897,-0.01900815595815096,-0.04216843618335806,-0.03948564437171303,0.13688265798288746,-0.01964201695798525,-0.032546312738146094,0.02944655030232419,0.05610643174910063,0.06676348781432653,0.008374503915157823
TNFSF4,0.018173199567187673,-0.027251641695788358,0.050079747240622995,-0.03906703286896083,0.09329789373203567,-0.053091407022115476,0.04035738633154898,-0.03987821248183246,-0.017262889467584613,0.023272869143745278,0.04953842778261759,0.02217535423686266
RBP4,-0.03084633351884715,0.07204891895108434,-0.008699224053055385,-0.04393354927247415,0.0073290547584417345,,0.0385401204184997,0.016442457948752518,0.0457205407730026,-0.04060311203325057,0.011001664354471842,0.07490965917516289
DKK3,-0.04336874846006629,0.0716546465210768,0.05348323064687216,0.02436963425490293,-0.06377804754622098,-0.021124041239582288,0.02319019750870558,0.03446138967984621,-0.06989353706215944,0.012536889720211785,0.08738823417576083,0.022729660773704613
COL11A1,-0.015973235398885285,0.009702386768544442,0.01659951406060407,0.011064403214795538,0.037379188862111265,,0.06374503690669545,0.029624015175850494,-0.019997313628722403,-0.005930934987452468,-0.04451321734140326,-0.03517119268793603
COL5A1,-0.0023006956656876744,0.013006395085972587,0.017494896723373354,0.005022696222722,-0.10358748025460618,0.03165716534618526,-0.027944026626515555,-0.04968093037963653,-0.08707977171805371,-0.0006578940325550753,0.02408262503304207,-0.06136634822619634
KISS1,-0.027886343543737754,,-0.013609609973769235,,0.025574742567348926,,-0.028149002987260557,-0.017086918622338448,,0.0718131799719846,,
MEGF10,-0.00777815667854114,-0.0027049226607781997,-0.0021305606536311593,0.023487801562251255,0.03149475526566837,-0.02843672033492765,0.04276346495047726,0.02382477121407298,0.023265560017713908,-0.019891233107939613,-0.03221557537547677,0.02072781950948139
CEACAM1,-0.012055896488437145,-0.014122257253287812,,,0.01323275175811549,0.030158212619144545,-0.023840003618257676,0.03338033786729179,0.061901773625605234,-0.013320730149735917,-0.027621156301223554,
EFEMP2,-0.05074033832933593,0.0062314171063050545,0.017870153549480666,-0.040496139288599096,-0.06208674634988669,-0.08264168927035466,-0.04587290821614358,-0.05287132110542468,-0.058095011150264546,-0.007532423523755765,0.01036872278793373,0.031678881498893675
IGF1,0.004709634500595829,0.0008824147562668691,-0.024553819011739166,-0.0035753932051883416,-0.057687228276070895,-0.04167040562754661,0.09712346257805447,0.03984017402073906,0.019590993004868655,0.03134271957601077,0.06484561478786968,-0.014259617304188215
COL6A3,-0.016944648706972425,0.02577261420339064,0.08909112925461643,0.0013883229042421816,-0.02566415274533901,-0.05927024428764352,0.016060531264634238,0.008396495065775568,-0.01933883248099864,0.03550501380774305,0.05060861771894306,-0.01190220570287382
RLN2,-0.011600951258197906,-0.018454022932020385,-0.011596590794398213,,-0.019044151496379585,,-0.018380818955405907,,0.022422880739974265,-0.013831099177813309,-0.008197394197013323,0.03327158746958421
WIF1,,0.012584295417071317,-0.05219697628287857,,,,,,,-0.015417786285884813,,-0.009544325651563604
IL13,,,0.2170291274051804,,0.01669382022895849,,,,,,,
PLAU,0.04122048278953971,0.009721057909442764,0.030227345548695682,-0.018421962367494573,0.1524459643042825,0.014325886176015722,0.0674176864652717,-0.004244436709165666,-0.03179628304621226,0.025431109890525643,0.08950318428936675,0.08528029351455922
CXCL12,-0.014971888806799406,-0.02530605359632951,0.1435307443155849,-0.014404521340580905,0.023420455423577128,-0.10912803776830825,0.08789438102041136,-0.053687384729658054,0.004081795327087964,0.07016946977227471,0.06847154611233197,0.031018416175211807
MMP9,-0.0109664786776792,0.033243401719394716,0.07489790467211319,-0.08349261855868367,0.012166211539798239,-0.08468651716398878,0.0011127876937311561,-0.02505497147622285,0.018870252997539968,-0.012152698685190772,0.025962305751435846,0.03649043159997241
TNFSF14,-0.016505134898404213,-0.011941667198516729,,-0.03386940627586352,0.1305742940838976,,-0.025138608583654676,0.00027922350676485224,0.016774977014545063,-0.018208165991708436,0.007985513226664638,0.09246028263930707
HBEGF,0.005599836924640614,-0.01886330598549986,0.012445366798665636,-0.07999518836496863,-0.08394200282565636,-0.04736985809457565,-0.06888206158206248,-0.02319469856930387,0.04655212538115836,0.07764898789908706,0.025227218679708976,0.037148159460309464
NUCB2,0.01571142050305956,0.013576333698769587,0.04656971595260656,-0.036263198218952616,0.009638336333168879,0.014086780110617293,-0.015409429126131325,-0.01780275308515452,0.07169828837921048,-0.026285288274196426,0.030402189333916762,-0.017295132724742448
VCAN,-0.024504562628870272,-0.003644374518083339,0.02725522438956779,-0.0007193218487292476,0.013261009550276459,-0.0249345174147416,-0.06495887771167837,0.04327523432268082,-0.02307884858400366,-0.02866171225737914,-0.04609917295806096,-0.014976566558473835
VEGFC,-0.01694465158546525,-0.019816422908662798,-0.014035394310368043,-0.003299778448016974,0.10850416730574508,0.1176215944659341,-0.01851312691550907,0.025422934091931283,0.01167056909871894,0.04335014490669276,-0.014470053311863998,0.042174858493510395
LMAN1,-0.04553794518921308,-0.051725760009848826,0.019317453503597388,0.023257150910666356,-0.039556166546239134,-0.05943297471976734,-0.06631909222917133,-0.044044849806830134,-0.009312844486225009,0.009659224537265651,-0.04557273232388657,-0.05341769357472366
IRAK4,-0.020713637888526926,-0.03548922068859339,0.060022201551147236,-0.03275572461670901,-0.014598578921094176,0.033036659660100116,-0.04327298500823402,-0.009382765275381821,-0.0029358786005861614,0.03617763392755826,0.0350086377655932,0.05840110980407639
MICB,0.04427122540472885,-0.012544727000873144,0.009311578348150646,0.02049983658716953,-0.023391420795682967,-0.04694825909263795,0.03421670906626282,-0.020849549083768786,-0.03607246851016552,0.11873764670474546,0.02196267900089787,5.377623795083193e-05
COL1A2,-0.0064289224128144,0.04425338085823485,0.11693902695565683,-0.044566650911295316,-0.007400842040051112,-0.0593775243711168,0.059262215223938416,-0.009647132297011302,-0.0730124333559372,0.017559758379090615,0.00426992334732764,0.013283552490687996
ICOSLG,0.0014660767555129245,0.03308040777970563,0.029774676526591198,0.021759698558144306,-0.08595782095761394,-0.08590090253451528,0.0862450503134443,0.03486015960385968,0.027518719635716605,-0.003932559906591761,0.1167743826750609,0.04155761814495846
GNAS,-0.015455260690847782,0.03759029675316284,-0.04351242197758443,-0.1286707567190962,-0.026601413971552714,0.039967188122922354,-0.03627565148814457,-0.0018587636271555432,-0.06953923143225935,0.005191202350519313,-0.040184617357254315,0.09818666732477956
C4B,-0.01277996206904574,,-0.02011814009615956,-0.003414973501414846,-0.047410343612222385,,,,-0.01439907437243365,-0.016011428482790975,0.05006123306493481,
COL2A1,,-0.011497895912889676,-0.01142784454038692,,,,0.0009607527048609298,-0.037283897830330814,,-0.012734184277036972,0.03008386796560465,0.05403265219448084
GSTM2,-0.024030384736872582,0.06472497096213797,-0.008852292952451357,-0.04828024776977559,0.01891460985662514,-0.02803003015362936,0.05199335636177348,-0.04493802361522277,-0.03110629493406024,-0.03521157794917897,-0.007076688901756595,-0.020714655826314404
NLGN1,-0.0026956263147668693,-0.03894230526467496,0.04853031107304564,-0.09512272026108318,0.08345698671184593,-0.0040917100329462145,-0.02471372843565648,0.016631608742059517,-0.008589040301346036,0.020343413444101528,0.003811460905195631,0.0669734960542955
SCGB3A2,,,-0.01876532548352732,-0.03251107704207945,,,-0.022937332688198565,-0.010016427743686518,,0.06256413903735648,0.006202015289321523,-0.02920603787411171
LEFTY2,-0.012203962492385409,-0.028824935342867553,0.17726672169536437,-0.011846102981862552,-0.042266900437654534,,-0.021518584233670986,-0.018236480779117957,-0.0942475066926722,-0.022555122138295976,-0.05081163978113809,-0.00940946951651209
ACE,0.024668137117544967,0.006951303909045434,0.09919658248395825,-0.007003246779719975,-0.07322643664486342,-0.03095779688778984,0.08151709470141921,0.03782483204166579,-0.06861913529203391,-0.01683515682786252,0.09078286777072724,0.010948593157108453
RPH3A,-0.03683762472244249,0.03751785276806385,0.1019602961323785,-0.014552037959332687,-0.0243467192161702,,0.029706218674583836,0.02848634182844352,0.023221952395838987,-0.03591387556503619,0.019234934724644145,0.03351311114899172
NCAM1,-0.016409904563849286,0.05524681799061304,-0.04489318815325592,0.054243389755308555,-0.10729449215861993,-0.04605126703498299,-0.012424293494098156,0.05136623891519069,0.03153148481703834,-0.0663017657094085,-0.04540954242512295,0.017433485658923737
EFNB2,-0.015029583328451793,0.0021666013361723575,0.0030113582346452494,-0.06922273110981063,-0.02063544562481264,0.029077716973165222,0.022985056959841675,-0.01166542376519211,-0.03711577309259601,0.05958391908701145,-0.010737738945901994,0.010735210689943781
ICAM5,-0.01570924095177265,0.0933252486905973,-0.021300100972264126,,,,0.004523306632030668,-0.04565716870693229,,0.0684309669816655,-0.0028050376979790524,0.05631433351339216
CCL5,0.015598034753654155,-0.027939770344844277,0.005817304934356617,0.04891086631908485,0.04948569439582657,-0.009214558756931852,0.059997720427091866,-0.04654673016937028,-0.006742813737573982,0.01569748214887367,0.04770906113628516,-0.003955225651871934
PSPN,-0.011837391267226112,-0.029116695743461162,-0.00294658238705602,-0.06673334543416504,-0.02554142717210451,0.037009624363976264,0.06128699688062704,-0.03934347179466363,-0.045989086778138275,0.08324099251289503,0.03470728072943559,0.03998204061179795
PENK,-0.020521077108298157,0.10107516859831488,0.11686877209127769,-0.06750589770924045,,,,,-0.009373271528751982,-0.017946959125392892,0.02582580347999517,-0.03788073507876618
EGF,-0.01277639389701696,0.007696848368091849,-0.021107078680201074,-0.03746004814595669,0.0017054984131156838,-0.03580117160105355,-0.022473582683323015,0.08336952589746,0.09874037177201281,-0.017413963474101835,-0.04911162891494774,0.027829052092275434
SERPINC1,,,,,,,,-0.016687430589079733,,0.15049622400763366,,
UTS2B,-0.013196372796037973,-0.013196018432228297,,,,-0.03399158272887836,,,,,0.0689703944078546,
F10,0.024445800647694638,-0.015135892176298099,,-0.018358026790415077,,-0.030603847290802826,,0.011455909624288026,0.06693581721415094,0.0059719691123929055,-0.012274907948984752,0.020283661472770283
FN1,0.02019384290523161,-0.036211849055570185,0.11021109640568455,-0.0790409836595579,-0.026179762782284028,-0.053792865029864974,-0.0027588438113921006,-0.049359337630718925,-0.060573887377648974,-0.004784590641856253,0.008863751293678949,-0.10709657693022459
FGF2,0.022321338576701093,0.013311409946022978,-0.023506288150757854,-0.03561184544381739,0.024398245069862576,-0.00971237283238733,0.0031283976603519188,-0.024704598569529394,0.016033691534145404,-0.0020559374629258646,0.01484941939919562,0.016912491318758095
GDF9,0.06964000773675073,-0.03963361808229642,0.016209780143184565,-0.04828357158710967,-0.005276408337226844,0.045219714838279794,-0.03769223484333696,-0.008575428057985788,-0.033390766946228584,-0.00510249167345951,-0.041958247919128396,-0.03913004519697815
CSF1,0.013256812686849676,0.011513536488249862,0.008109313103288957,-0.09153060189942643,-0.03457976722162571,0.021815152558858502,-0.027692964526928494,-0.05056780908755523,0.009429783019251813,0.03516115362669502,0.04666333349091146,-0.006891484927564638
GZMB,-0.01112833965172396,-0.03400835584497161,,,,,0.04697609094885398,-0.0211818963665632,,-0.014302852935042696,0.057406552597018295,0.012981916707334099
WNT11,,,,,,,-0.011054952094118484,-0.018966987540007783,,-0.02971145490413553,0.036810785113929594,0.03539337595070181
GDNF,,,-0.013752911436744552,,,-0.00048318956703191233,-0.006927065663807718,-0.002176091098948419,,-0.019830701356555427,,
FASLG,,,,,,,,,,,-0.019852010083203437,
SHBG,0.08559674642803122,0.007021050216880886,-0.011082992171002526,0.10172447757670929,-0.060605959471049214,0.07044857138265853,-0.030367104089904607,-0.032225864425096874,-0.047578120496641854,-0.0016334605454672846,-0.011954825211944013,-0.008137319563140366
EFNA5,-0.021509667486961623,-0.02088368759061221,-0.017239401706701615,0.056564371569645465,0.04272050068133584,0.039013028428826715,-0.005946109034391039,0.008750508227008296,-0.0030131124509840527,0.010019804048175991,0.017842316923488432,-0.012485874386999617
THBS1,-0.022714901588127393,0.016099823921918475,0.1452672476743051,-0.05472995324060153,0.0660792714363289,-0.034328295118071395,0.05108382260412632,0.005521989043929418,-0.030921504618189308,0.06919156031680698,-0.028361797206636997,0.0005658090378055079
PODXL,-0.00861123829158493,0.007636828461478423,0.0857354619730966,-0.08687320134128182,-0.0024712650940977255,-0.04169366974481,0.02278658632310791,0.014690244012655658,0.008460049578021734,0.028020612404827085,0.0507229030797771,0.11833982003169242
LCN2,,,,,,,0.03637908218863626,-0.016132742166452524,,,,
C5,0.05271318621562339,-0.00812545548614552,-0.007682132633390111,-0.0058323617510767315,0.00022647447916654035,0.10830845822448061,0.0552022122683517,-0.006579912380113005,-0.005699512281711568,-0.05177414753434639,0.05791569718635614,-0.0259515648868309
DLK1,,-0.010747629767520004,,-0.05676256191907999,-0.037103043547555004,,,,,,,-0.011679548042419914
CXCL5,-0.033804620115802195,0.023138637379566465,,-0.04920519553445227,0.049124834111373764,,-0.026861652865077756,-0.029166687933460615,0.05052175702216137,0.01577839606093563,0.018180341907790287,-0.014792589911243378
BCAN,0.05841814619906021,-0.019896469196110954,0.09195201438446265,0.019593015852889577,-0.0405070838347824,-0.1061126505393091,0.04637782467801258,0.10286051677318593,0.0030130252765341327,-0.03560064647462051,0.021279953598489616,0.14960541734795954
RELN,0.025408413127491754,0.0057220951823065596,0.017270294252147735,,,0.09564649299372575,,,-0.03860272861014744,-0.014324341774131734,,-0.018776059833806567
COL4A3,-0.014818236104893525,-0.03012284542608396,-0.015246115668290318,,,,,-0.013830618127870564,0.04378349989806177,-0.019344363166309875,-0.013556956579638001,-0.03414918685203572
GNB3,0.06150131737694073,-0.036750306901115054,0.02581938040536041,-0.05176912069800429,-0.02395200327889514,0.004748822906659047,0.02705063397113171,0.02067458198962198,-0.009713543512761259,-0.04016818847319312,0.07673619378899399,0.0014278959126580151
PYY,,,-0.011256683334443162,,,,0.09250015335391634,-0.0205234913272006,,,-0.02222172262806894,-0.026615756635640125
MSTN,0.027416340889172327,-0.03412120360332735,-0.027059154314543806,-0.037460070681195494,0.09407549300443327,-0.041400372239446176,0.0932966451370365,-0.021453104101920976,-0.03606346399860664,-0.021456349088011344,0.025188051480960014,0.054197619888488306
COL18A1,0.010732520720312645,-0.026241765623068514,0.1417130216394335,0.029869146160643466,-0.028457383938165264,-0.03798372658814366,0.041296723184094025,-0.0012878810761627162,-0.06201622589716874,0.03381897377553329,0.07254529937718282,0.001640897458565327
FABP5,0.028929937323720217,-0.023144210580464935,-0.01818236378051168,0.013335142693769595,0.12248349719207983,0.09477124433456963,0.07314443230771274,0.010321444600467026,-0.02742148875259639,-0.024156241609801374,0.026696921565958494,0.04156789884891183
TGFB3,0.03310593107370664,0.006765244544041719,0.07100147135079357,-0.05368575255417686,0.023409880060208353,-0.05650950138628059,-0.028273309538094083,0.05261811606692883,-0.008352431046162938,-0.009166793427459857,0.04056755026935776,0.01925748291378796
BSG,-0.00010806603797973704,-0.013582268660290652,-0.02462472430821711,-0.044510937918713814,-0.02843128743286071,-0.017990609675790446,-0.006371652789406912,0.04773637195943864,-0.005831281402893459,-0.013710874144746813,0.07080556050142428,0.02409480944895133
BMP8A,,,,,,,,,,,0.07955475859723725,
S100A10,-0.0595069080007294,-0.008447295496256531,-0.0044778758853647686,-0.017910429146931174,-0.03312083862375209,0.05527311995932469,-0.03978748388791694,-0.055752856717296934,0.03207345553051224,0.020628641839031493,-0.07422497914997227,-0.030827696357316785
PLAT,-0.011982180890647898,-0.03633080489769943,0.07643866655240837,-0.003539535492995082,-0.06156700018600051,-0.03522294499435728,-0.00728666443438989,0.04823485534460476,-0.03089451916002815,0.033758002309267905,0.029598059950053837,0.10891901462158658
