,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.04055971635671365,-0.04156027875674411,0.09100466647982788,-0.005732384571472401,0.02525703572730629,0.003950925698096104,0.06103916684162638,-0.015377714643642964,0.035656391081958304,-0.059505286961865446
MIA,0.042270146579368444,0.0008577006832311044,0.036299223270381875,-0.0027627831534328532,0.07071731638433564,0.0973451441308276,0.026335755465559267,-0.027224422154705274,0.014511051880125393,0.113536341279589
COL4A4,,,0.05418353177197514,-0.03063660734083339,0.017970914537870357,0.019083700005183578,0.019639692251562275,-0.027242747705821333,-0.01470202315159642,-0.03025155216470473
TAC1,,,,,,,,0.09230477795565795,-0.026339448048549048,-0.05586217003599995
RARRES2,0.04561332768643648,0.11800930532964238,-0.021801958958822015,-0.052113718713612346,0.01289659313487182,0.0045969949610194455,-0.008956261902691935,-0.021558418640030313,-0.0567304214170959,0.005287006894172564
FGF7,-0.048162140271452665,-0.004979691562960659,-0.04400979298585615,-0.06042141498268342,-0.050171037294379134,0.04139384145243297,-0.03528720179109074,-0.0027103091740319015,0.04965562066500386,-0.008929174947499365
EFNA2,,,,,,-0.01605573551231141,,,,
HBEGF,0.057860481645973835,0.13242737551816985,-0.07701523123033989,0.07402647781627913,-0.01909631832295712,-0.007450176227719773,-0.038209227996979386,0.023855958220602665,0.05320337320908219,0.002117308248343915
CSF3,,,,,0.003046309860913338,-0.036857021474794395,,0.12126559388611698,-0.021094888122602736,0.013082702931943732
PI3,,0.03724610990488118,,,0.0029229145452759593,-0.09985328304191103,0.08386498386174376,0.04176713347869686,-0.04583218380086919,-0.0670504668394745
PCSK1N,-0.04104416367487177,0.01445608620722278,0.06259339159616104,0.04275100132145424,0.004190009180395551,0.025215082855736207,0.002582270657254122,-0.02850273525739467,0.017132931760596312,-0.08338960669707524
NTS,,,,,0.03212694789347191,-0.019560866930408562,,0.0379009949367134,-0.031238652784947522,
SFRP1,0.0003801727448275132,-0.010478263731749647,-0.04535183968205576,-0.011688230295771524,0.0688610890970829,-0.008894840068796369,0.021657246232351105,0.010888970710800262,0.026969719918946925,-0.0768324520244151
CXCL13,,,,,0.06712247477088733,0.026753866465520103,,-0.01825307575503696,,-0.00807589692412302
MICA,-0.010057045457063837,0.005900527297297877,0.05760205212440732,0.03962961676678226,-0.03772928111047099,0.0024027801331097613,0.0375772241500925,-0.0010190992390310427,0.090381906787544,0.09456354518783895
TG,-0.05541580479348922,0.0424919458387898,-0.00016276191994454587,0.08943566027298765,-0.01690256268336249,0.043128151624688714,,0.007909096947862048,0.18905510754575033,-0.025670755253200003
ADA,0.0628214667625877,-0.05168832526620678,0.08763064995097092,0.09993277824259497,0.022470660865357976,0.03495406619942362,0.055469427473885294,-0.03700145240757757,0.04723092736150672,0.02044592013668011
LAMC3,-0.02295936349325933,-0.12812892277750335,0.007904197072692885,0.006434238741043588,0.011560591493635404,0.07819155398273353,-0.013503878595532974,-0.029496264125801426,0.04548063327520492,0.0635244406637078
CCL7,,,,,-0.01906532130523691,,,,0.035671449426491884,-0.03925409885452917
NGF,,,0.11151714601533726,-0.03601003267645522,-0.022018919813175945,-0.015839919415089613,,-0.03327020422799707,-0.03595274826777749,-0.05552283088228905
TNFSF15,0.05762275013235979,,0.04506512762227751,-0.03636708840936221,-0.018586547421665777,,,-0.012034278091913351,-0.050651099161418925,-0.03611887515666368
HMGB1,-0.08323792146710057,-0.022275023374209647,-0.01612920052348589,-0.05369575304585796,-0.047500395058140216,-0.023437198743010222,0.056119575786258355,-0.013030090687848382,-0.0662165547080189,-0.010977274440446955
ITGB3BP,0.11787422873447692,-0.030414846369415747,-0.01902771064718761,0.03922255367926687,0.05384631603953171,-0.003862877730678039,0.0388694213405784,0.020207357270243153,-0.01896925364668168,0.09387155371418997
AANAT,,-0.016674507709581565,,0.16376362072625586,-0.016725666349691543,0.05231314345467644,-0.0024260861334774834,,-0.023388432848995017,0.016753168067001476
RELN,,,0.06422670848919587,,,,-0.018097375196513645,-0.014536103752299129,,-0.009924591231123586
IL15,0.004483392688858712,-0.06584513484140447,-0.021802585159674866,-0.04266406740592195,0.039462586030419945,0.0404456041070713,0.030961806044337938,0.040157590816183544,0.05910747130931004,0.015387034976799803
UTS2,0.00831768088535164,-0.03326246229251947,,,-0.014243129007945202,,,,,
BSG,0.04040394986473245,0.13614245724998705,-0.00827970707826113,0.014986409315992702,0.07492576132049976,0.05090006221064713,0.06442541331902102,-0.04603844769468984,0.05156592691958801,0.030944500048998506
ADAMTS3,0.0629907081529644,-0.04249094893388134,,0.014874547685620547,0.02183954403735116,0.06525670537631809,0.049689530763040085,0.04401070697208929,0.08093674351560488,0.07940239084891423
CD34,-0.08080344742810591,0.008414447370172764,-0.004353981812573518,0.05617546679937372,-0.022807894202705885,0.087693032145584,0.001254490388087593,-0.0192842695273218,0.05610626636050742,0.004136628509719654
CCL23,-0.048198954875261706,,,,,,,,,
PLAT,0.023690069113924142,-0.020377009391487406,0.0026949781956656627,0.08400071175826795,0.03471632814157538,0.04562077638461525,0.05414871620225895,-0.014903513219233715,0.08343398661885823,-0.013736531127290107
NTF3,,,,,0.11066727918842939,0.0769818641383417,,-0.033356039826132486,,
LTA,,,,,,,,,0.022006641950350722,
CKLF,0.09895392289918273,-0.0027603330892801226,0.013855612279613265,0.057481104082006976,0.05576118074137876,0.08750905878903138,0.007674309177374081,-0.04391297744224964,0.004233222745550842,0.08356900264247354
CD24,0.009140450203266894,-0.006149248192254983,-0.032944377423501266,-0.0426169716181235,-0.04336735501809,0.0033537218750833648,0.0003592545932594723,0.04180465520500163,0.022313176488501955,-0.03665100617873051
HSP90AA1,-0.08505739086584443,1.477577188948519e-05,0.029754487850246827,-0.042345263792231365,-0.035180223238169044,-0.10280381754269449,-0.005498504721413961,0.008681476041536271,-0.08302827273731385,-0.15362248121613994
BMP4,-0.002292967205319828,-0.04317566070853671,-0.0001712679781520644,-0.02194802643263172,0.02106097455567398,0.0704415494456748,0.0740520263087601,-0.04170162544205806,0.02916408056063422,-0.04812428309502745
SCGB3A1,-0.059481382437559134,-0.0472589624085115,-0.054282806376695164,,0.0465050527718422,0.07476811726428577,,-0.010033067598275729,0.02983343964121175,-0.009756589880632875
IGFBP4,-0.055678786524259775,-0.06138770840826671,-0.04924115370607248,0.07490021482100163,-0.0329761692981505,0.007575906798053375,0.037326350112989314,-0.026519287686358032,0.05445733126996744,-0.0018467558085395227
RSPO4,,,-0.049633690632785644,,,,,-0.016830643147507516,0.022088975403626084,0.07371343885250646
LEFTY2,0.008132864326274815,-0.03514184738107649,,-0.03225262454410393,-0.01618429881100237,0.069381618685399,0.029637351204316976,-0.02288856274988752,0.01235472159427124,-0.02039626739063907
PF4,,,,,,-0.014716193187386893,,,-0.03147729860924128,0.06263872103234219
ANGPTL2,0.04292063714093205,-0.04377597980748715,0.0227506681686409,0.05508982780232882,0.033725003632190935,0.07629650566807637,-0.03560682411467424,0.008789003713272967,0.018739191264300598,-0.02468372301422162
LRIG2,0.04844937088597806,0.01352893234239504,-0.09682055556794295,-0.02756511513814125,0.008019449257971798,0.02803503828718362,0.012850641176468,-0.005724990731876697,0.054739260303390685,0.05550121159862882
ICOSLG,0.07894539854250396,0.04317734295353399,0.059454906937617555,-0.009142554788221171,0.027761594762045632,0.029576874356219904,0.015196892304050766,-0.022352365228154952,0.061430945603924994,-0.025835548215953578
WIF1,,,,,,,,0.0077798737987222625,,-0.05169088178625905
NPPC,-0.04258543084561319,-0.05903973055857618,-0.01447038293224414,-0.030220439315267023,-0.028461086589835538,-0.027844024084209284,0.00035144047999074865,-0.051034537252549236,,-0.020875480173639428
LYZ,-0.013768395401530732,-0.04720557229290106,-0.08484370525112171,0.0035032751526896566,0.012627676134207113,0.059772998880854133,0.007356866177496452,0.05889278673801381,-0.010046805048978862,-0.10128901799367153
EREG,,,,,0.06597701229456468,-0.03732768585320814,,0.05384639851960777,0.024908521894161515,0.0392057689002414
SPTAN1,0.01886420971438234,-0.017278076281586775,-0.019142805236382177,0.03397756703918031,-0.02323064451916087,0.048518696003513904,0.020414893299113092,0.0447360388968795,-0.04689506734959629,-0.022267766603446492
PTH2,,,,,,,,0.0017018146792140742,,
LIPC,-0.008508749651446112,-0.04256555124108463,-0.013188634353607932,-0.02092779955563508,,,0.0440087071025806,,0.014027594905579224,0.0318242057909948
COL8A1,0.11267226746457151,0.04362883307481417,0.05611274703485041,-0.026665786224639484,0.032695320032036096,0.039237005795071826,0.018578623139753468,-0.024900581556571596,0.0991291474273522,0.033527983362744505
GSTM2,0.010594770953903862,0.060594420226403004,0.036742483137457455,0.00396223306727556,0.017524531450602523,0.0721297253805711,-0.04746662268328563,0.040162989381962846,0.07309705818552241,-0.0009310964000876041
IL4,,0.01385902709046366,,,,,,,,
SPX,0.0570969809636613,,,-0.04687737885240345,-0.01922253517260926,-0.0182720348451614,-0.010965459310571512,0.018628791605409936,-0.04164791467439115,0.06764073400531505
MFGE8,0.007507757753920023,0.059916674846455485,0.0002495342375540328,0.08751942805355445,0.04147337330660649,0.010660769797628863,-0.007171305888919732,0.016226919442422678,0.06486506068598631,-0.029945156708906254
TGFA,0.0281981906498011,0.024285809211263915,-0.07414409619411287,-0.01398578877912668,0.011024982529864754,0.025029045025455342,0.0030096881452750046,0.0016117598145729448,0.025936269234835354,0.04146298500489371
SLIT2,0.10395999457295178,0.02133218892284898,0.126346097173353,-0.03417664425065016,0.055946438637962746,0.05776708238001058,0.03019321890529799,0.024674774873641406,0.017118035115386215,-0.043577887217928706
PLTP,0.05424602814133506,-0.07949980933705095,0.0705400374396089,-0.07917614340669,-0.010118151751537095,0.052835204800258856,0.07580767397934024,-0.05323662967734868,-0.02310263852052529,0.036716710995672995
APOD,-0.11520224079241481,0.0012383981888555032,-0.032262494484827056,0.010228358918720626,0.08207964763604587,0.08440417901156615,-0.08233279300981226,-0.01876768003303582,-0.1024440820762496,-0.030625978301529376
B2M,0.06220119590899572,-0.04630672185083587,-0.008083757618785239,0.02402408099573628,0.043397331760677366,0.0861968694558059,0.03893872944565987,-0.039810393446867834,0.04764767480846439,-0.055926478295795515
OMG,0.02428624131924473,0.008536944002347262,0.006997035341801801,0.07714192760370561,0.03626526823229768,0.07227544027473681,0.006261030306577917,0.006449619333269432,0.01944918769368349,-0.0046385876536924765
CXCL3,0.025053584471737486,-0.082462479848157,,,-0.006882680485824388,-0.05291209320557525,-0.0029438007218293254,0.0040838824172761785,0.02340536012046412,0.007336658025683717
CXCL10,0.08290733119416202,-0.07330454607147634,-0.03319829042966045,-0.04076373998471981,-0.019687390091836676,-0.01973868123701542,0.03002547759044538,-0.006528907764329475,0.05389942060209152,0.014938769878405138
RSPO3,,,,,0.02163258867950174,-0.01382458840642685,,-0.006468383541813921,0.016204259000899085,-0.03039188610775941
CORT,,,,,-0.021739511682272464,0.09200527383197482,,0.026256483049110532,,
NCAN,-0.06491234546406038,-0.08233501418300666,0.05555195189042995,0.09311206551269947,0.04014336277346714,0.061509080661234686,0.024387176759270424,-0.021016347635336226,0.006739609011280411,0.005736400820145007
PRG4,,,,,-0.02088180273991998,0.04898414907945545,,-0.04013468617439195,0.04403433896457316,0.04900005711425502
ZG16B,,,,-0.0014319077708734359,,,,,0.10616495716843295,-0.015391183041208548
TGM2,0.032676437190418704,0.0997379458141234,0.0699628121292563,-0.04801787317126529,0.039591743033795056,-0.013325040668179506,-0.06648086718796661,0.017768739713237246,0.018926397020895016,0.009232247235410728
VEGFC,0.008239486189759478,-0.046123383665757724,0.07230410066851857,0.08139864452861766,0.047187579132625675,-0.0048003186828268745,0.0017094196971876076,-0.028725140018035514,0.022594720012505884,0.049771377802198105
WNT6,,-0.051595917210673824,,-0.02668195163142248,-0.028461090429746583,0.05954566799035975,,-0.02233701020109272,0.004645551954743466,0.0017575443338829972
NRG4,,,0.00727879080018788,,,,-0.02520304521095549,-0.022225300958911696,-0.02243265890944818,-0.04924069843454612
PMCH,,,,,-0.019378586735855394,0.11378635808248877,,0.1017758604730608,-0.022275176275011188,-0.02097703500104171
COL9A1,0.08419494744200949,-0.07952426199900617,0.028656889748165035,-0.055882339006605934,0.022943184675431584,0.10428210806762193,-0.00029126217197904714,-0.026355501237628916,0.06165008966397906,0.09241195814065878
GDF11,0.0026287030485297883,-0.018223401228261542,-0.026065356324291616,-0.009152444683909883,-0.024954809423643396,0.018866073804521634,-0.00764751968923904,0.024818595274659443,0.0660813254456906,-0.0014955173650413685
RAET1E,,,,,,,,,0.026511717947641022,
IL24,,,,,0.10472310351146974,-0.014481550969001727,,,,-0.025445132752840664
SORBS1,-0.06970820252867616,0.0634559226204789,0.10464115049163641,0.004874370152307122,0.05600367223421246,-0.009666451338176658,0.012799985704558276,0.040097373897785185,-0.0020797307851149432,0.012000640388973848
DLL1,0.051625933476438825,0.11162787312769927,0.07626926106258292,0.04154598032872981,-0.002749929381947983,0.06754103217659237,0.11112418730072282,0.05159542441313838,-0.02295229179601517,0.015309744769889324
TLN1,0.02330298780060383,0.03131369280492464,-0.09266509656960291,0.06285484521472764,-0.01227153122250386,-0.015581993714730041,0.0595206922573567,-0.027264094039067707,0.06610608539448701,-0.07442167667271465
COL2A1,,,,,0.06962652629372888,-0.037743351840141263,,0.0017833953419562783,0.019938566020237688,-0.044363226320437245
SHH,0.06815595127579067,0.09404127695556626,,,0.05690599497067456,0.0046110600577648885,0.06166267726732381,-0.011827465918891139,0.031626747811554494,-0.007521065385207489
PON2,0.07690387923241056,-0.06281974406008549,0.016542614332766624,0.036833623436673124,0.06257595088666094,0.08657548129572604,-0.024558839634844076,-0.0031165173092315927,0.015440880594642057,0.15893635150738403
ICAM5,,,,,0.024653594240334968,-0.006911306285443235,,-0.04674261825103733,-0.030720700348944058,-0.05321898434928239
HPX,0.09402280327528253,0.10770009704803159,-0.05153352921742854,0.020996033085938417,0.047629724864043654,0.04266959277170536,0.027503888307187186,-0.03542104780848941,-0.03331112258383992,0.06718456431364672
SFRP2,0.026638399702646795,0.12539875441340007,,-0.01189821506583246,0.030225776623848757,-0.009663157430087973,-0.0573282519099153,0.01057093423683355,0.0043070987410592215,-0.0013426030113710269
CFC1,,,,,,,,,,-0.03147345106773122
CD70,,,-0.04299221760127806,,0.03508595910854818,0.01730850824067597,,0.018614517246129534,-0.010170081046705984,-0.03492158946972961
HP,0.033825060183624696,0.06487941059114438,-0.02122603852367012,0.08350665611518371,-0.008236473650693254,0.0020246370223708063,0.051521457899039655,0.021786876735412714,-0.009028916668209888,-0.05575868053168547
CXCL2,0.08625665229656161,-0.057609813390628414,0.011810774340238774,,0.037684217149390235,-0.010299965129421922,-0.029210323524052954,0.03656328716962869,-0.0231088780160771,-0.027329186544830315
NPPB,,,,,0.08201580735707376,0.11966981933527697,,-0.019125558302933488,-0.022755434133468005,
CCK,0.02383602913530452,,,-0.015027684967667083,-0.01755429158411303,0.0667898443586366,0.02209165873724229,-0.015389620722078981,0.0696724284579229,-0.11676318063089616
SEMA6A,-0.06061185881143184,0.06953669909866762,0.12864843647343402,0.051604086559635054,-0.031069162879600067,-0.022463222883134383,0.014565776562941014,-0.005274523645071358,0.017852150943060616,0.12398796452747245
IRAK4,-0.08504675170721572,0.00829894896821096,-0.009983053975106598,0.01830895222242272,-0.00029368274407089113,0.05855029978832939,0.15024361807661182,-0.07261859509254043,0.03759648898494823,0.010075112424362452
GSTP1,0.08050008858565301,0.0048839398602855775,-0.01149435214179325,0.07061104347553698,0.04456401901348987,0.08457831629578505,-0.12580879813925944,0.030625042756789116,0.013582452129428739,0.11289904816198185
VCAM1,0.0472690959599993,0.10541093954713536,0.049909366670896294,0.06406770553101628,0.05056336444596195,-0.04251045077357415,-0.011797501878149047,-0.012572616357356547,0.03850275642951596,-0.008546818561460027
NXPH3,-0.02567374203210047,-0.07485119994390489,0.03882091259476497,0.07006963583879859,0.07871703529267848,0.02038522174364793,0.010819936048158877,-0.010485792845832056,0.054413749477248634,0.07439982051397724
MTMR4,0.015619115646144143,0.00478756962039844,-0.02439019707359628,-0.057273612100289924,0.0519608171078603,-0.0041968356338148135,0.05496591507481426,-0.01884794946341977,0.005955454840118252,0.010915628090230499
LAMC2,,,0.009286884946537014,,-0.017762752880544824,0.13137711072841723,0.01798465423122538,-0.012420912503603334,-0.014194307904938938,-0.03557784386769011
IL10,0.14077609906600047,0.005697158647365381,0.033927670322297446,-0.004020246878363954,0.05773400232724198,0.01665793420149551,0.0190891653059879,0.03089256022620538,0.05385990213170006,0.006938467104935832
SEMA4D,-0.03525824648691358,-0.034197700251944685,-0.05968689259500038,-0.023487715623187494,-0.030846052558605064,0.03305541184312478,-0.051635734212721336,0.03757750953342424,-0.009373590917528405,0.05272835003031115
TRH,0.08973944339751648,-0.06278980830915477,,,-0.009918237465806985,0.013672580585546318,-0.03306502296432626,-0.03566642828462824,-0.025487612242440293,0.002174727436908975
SEMA6D,0.004968168745286309,0.017369194206217825,0.04220277569846747,-0.03166970299118948,0.033368139465725456,0.018438957520674794,0.024419542291777296,0.018702261215498946,0.035303757355518,0.09756594035323701
CEL,,0.03195891951182175,0.028804650765997426,0.07108929754513756,-0.021879601492770216,-0.023643052257709487,0.01992514601887104,-0.007365022742742807,-0.009792913670790965,0.054511959685546445
PDCD1LG2,-0.042035994038562785,0.038804297393200404,-0.045583204470548463,0.045445444127299665,0.00038818228283000984,-0.0030018762359005,-0.04426500535559281,0.0014121078971839698,0.05113523456160855,-0.02000966829713575
SPINT1,-0.018695989959485914,0.13633712666301498,-0.08799392929542527,-0.012841394010918696,0.06748170989419332,0.06411784428786713,0.02517341124051695,-0.017901435498115018,0.0283440956281829,0.04944705854265591
CTHRC1,0.04686325468905993,-0.04787990919401616,0.03550969453874496,0.0396735272427733,0.07776121311322619,0.06658399038660079,0.007062684724304954,-0.04813873269731896,0.06932703701610334,-0.004941521683334374
PODXL,-0.002446522147465432,0.04618565866794931,-0.02149337427949836,0.02122717017199504,0.004556002386260125,0.0042109998110615564,0.02922761982579753,-0.011447057897618587,0.037093294192163964,0.027237167284182053
JAM3,0.041818605747560224,-0.05654319732695539,-0.00893049220620806,0.012303964790228107,0.025675061678915454,0.02736223096536029,-0.009332160145588223,-0.011212662009984855,0.05677533337575362,0.04314706010677603
TGFB2,-0.012097829935094671,0.09625307324698436,-0.021273491197245527,-0.02301419215577592,0.02912970820324979,-0.005860993393780875,0.03808816481623487,-0.05011350638886499,0.04243987370782802,0.07266991454908259
COL18A1,-0.017068201099357104,-0.023694778634669393,0.024073924476828337,-0.05565780802836696,0.02235436844703252,0.00589800480371691,-0.003274874656100791,-0.03305175508773071,0.0461568523828236,-0.0008258123686711534
NODAL,0.0902423141487817,0.05015827853386316,0.01671381060848449,0.04652877857612766,-0.000567681487430178,0.07509145312450886,-0.036656465113177585,-0.014204245033525732,0.024980231961816708,0.005905399658241925
INHBB,0.09978511749367237,0.12677414510052137,0.04153582709773507,-0.050551745204956366,0.03408870755161261,0.01550993883749121,-0.020780054890794424,-0.04410387752371871,0.029034712237115783,0.053132631165367886
LCN1,-0.03265829246644789,,,,-0.02297363254878489,0.0553310204648997,,,-0.025774460761471905,-0.018552175685610125
ARF4,0.06697865837499561,-0.0310738589377861,0.020892120217921233,0.0017522283933211738,0.02653537680990191,0.045457942568089944,0.015660713568471808,0.002080878618319542,0.030949568354296738,-0.021972719308973487
CXCL14,0.07123367613926941,0.062498371008080034,-0.04357251697088672,0.06835192098757926,-0.020455721474077596,-0.038909856892314416,0.048791447135191596,0.0161230595868163,0.08353958722161418,0.06450902110786841
LIF,0.06929907392318667,0.04376130641481075,0.052866427254478536,-0.017915096150324286,0.04306046420899047,-0.05403559359668348,-0.03762755062996428,0.042715770646419446,0.004415727653410795,0.010505585995630526
IL17B,0.010518471174664014,0.11800738357923807,0.012199722781083673,,0.022425322346613995,0.0497245572663414,,-0.017671400708904172,0.024237057117070113,-0.03760381840191644
MMP1,0.03196658890110544,-0.03278198295347731,,,0.028380690886388477,-0.027844022279044114,,-0.012796409648564957,0.0716924545696659,-0.0717710700494861
MATN1,,,-0.041332847753851064,,-0.012612898677805653,0.08007669255620772,-0.024648852110808625,-0.018212275544688773,-0.03099838286631949,0.04319280979625244
ADAM28,-0.06773942640451228,0.0807882534984759,-0.04349120076447321,0.02771302342262549,0.01288695136309606,0.04285681372001299,-0.019612599250909513,0.02216273982406635,0.025006165194992398,0.06654634995279117
TCN2,0.007936714599577795,-0.026924548681786627,0.0399057569111218,0.05013763219237472,-0.0333865148903448,0.0886447077629569,0.06258409785498144,-0.023181245755346004,0.10431623135685089,0.044134676013354995
THPO,,-0.02922687117717506,-0.03961360717174776,-0.02893990798946813,,,,-0.015798305482072627,0.06407352692459142,-0.01893163645716535
CUBN,0.06687629176780996,0.025572787699096287,0.05009283133462507,0.0948647821849874,0.050171742482867106,0.009746891142098152,-0.018925398350945647,-0.05026794600318163,0.03943010162278272,-0.041050648025683825
TIMP3,-0.04217833759040724,-0.009518144270514622,0.035885044795626306,0.016324391423991464,0.021405470968169946,-0.021413498686364378,-0.00035970156092333597,0.01487015527517889,0.005283419301764896,-0.0013722322808267266
PIGF,0.03755202589681913,-0.025931640505537038,0.1123731564248309,0.02109642338850297,0.04022773445903367,0.0366358957920373,0.06880024793958527,-0.05499202509033582,0.05308669098800481,0.07170885552740533
CRH,,,,,0.06145161710297102,0.07182225044916289,-0.02868515013195086,0.01728161341560776,0.04115858567938953,0.033571341259007396
BDNF,-0.03865768203725707,0.09993808943255396,,,-0.05398747897516238,0.027232404270605394,-0.05281037977398039,0.08077519146989041,0.08425176839603604,0.0280808618851818
CCL5,0.004596038099868575,0.023448470827654784,0.08969582287190424,-0.010406359221941443,-0.03733306028897133,-0.029032209684624853,0.046837663832008755,-0.03219924222049338,0.03039081330341817,-0.008062428292646378
GAD1,0.03470538365378867,0.004114969109897424,0.045106594216686946,0.06476636561199998,0.008112859024874918,-0.001875586798233187,0.03682381429938927,0.0284852549356947,0.018867382558244248,0.016925517451836566
COL14A1,-0.0019965967432942905,-0.05711618260851074,-0.020241465002136375,0.026565304206520837,0.028878237054955062,-0.030230397137144503,-0.02744130755744094,0.017027739084574625,0.0946664543460857,0.03656375625970331
HLA-A,0.004071966698346872,-0.009038668015284525,0.03598072556204816,0.04670430703358782,0.04913587807979919,-0.04631332064475505,0.05944463676040325,-0.031802135106979774,0.003993838365261943,-0.08768206362867492
CD5L,,,,-0.033034109691907426,,,,,,
FGF18,,,,,-0.023635238925171536,-0.026370148588964387,,0.06251002579367239,0.00828772421752264,0.0004009360504743559
ADM,0.02443927324274025,0.003532009379240867,-0.09997096243540243,-0.06801442402588553,0.04162303726931032,-0.09161533126731197,0.0019410938228722192,0.006486997642379701,0.03476099919420524,0.02580075581297684
CCL15,-0.04388855706744616,,,,,,,,0.015133095099166712,
GNAI2,-0.017462073290860157,0.09491176029400007,0.012140902934685956,0.0038601986983708885,-0.027303633319577855,-0.06156775588249109,-0.04662609828406597,0.00978807721413289,0.03505122935953258,-0.01886885792380501
HDC,,,0.14822728592739529,,,,,,-0.00837758336152049,0.02317942133770256
COL11A1,0.007693283177851732,-0.029462154711154077,,0.031739405042413814,0.1012476294383282,0.0052974135893040005,-0.011207009620119609,-0.06603531439396819,0.009844155385190354,0.07094791082872008
NUCB2,0.019727933333056898,-0.020767290780998048,0.08804512149021404,-0.04003269129689273,-0.008620489391602502,0.011661347686486877,0.000584102588876356,0.010757192474670624,0.038659994227212974,-0.0753544308222651
FGF16,,,,,,,,,,-0.03376737041829578
CXCL1,0.1339137699495821,0.08326818020739914,0.08360542569211418,,0.03763767953467967,-0.04963555281257488,-0.010059026430274825,-0.03650204219870031,0.08306046287587181,0.03803820071323315
VCAN,-0.08335533960483492,-0.08214407170029686,0.05619149547574836,-0.0565521977143041,0.007516597525481553,-0.006635436305775536,0.05629977291168214,0.007272809288052911,-0.050482296445378994,-0.06627156410947287
MMP7,0.01749186074512587,-0.05877766632682201,,,0.013621144432339784,-0.02862133057052429,,0.036012546530159194,0.09745741947330055,-0.11133352159491114
PTPN6,0.03493333046850647,0.01817794109714826,0.14570279336631906,-0.038935807339993085,0.031034940970333574,0.027712987305601244,0.09108863389043663,-0.028392560386403757,0.05041724525532933,0.11601101886564913
PTGS2,0.028118259249296826,-0.06136797336769891,0.05578763512297107,-0.020530921961563302,0.10583009536740103,-0.06722128901210365,-0.030472258974352653,0.014812202580485774,0.010668506415705029,0.0397152496887518
XCL1,,,,,,,,,,0.0036141590010382073
