,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HBEGF,-0.03226827648193921,-0.06295562841162457,0.0730579674131604,0.03306982536437157,0.027930316765254034,-0.02784586756572709,-0.009276306824311673,-0.026222363608087287,0.08652466394018468,0.03909031787777406,0.012406640895430714,0.02528291531187081,-0.03944051694077415,0.04988882027096942,-0.017908944195080788,-0.06386221536200816
CSF3,0.01914235437022061,,,-0.025227941219226425,,-0.017357883117507217,,,,,-0.011049261214578856,,0.013638487902219488,-0.006275585177319588,-0.029705151978216132,
PI3,-0.0468078191978642,-0.01492841612562412,,-0.04353580999191113,,-0.01954520548957244,,,,,-0.007872609839713655,-0.0555900409234836,-0.06011331390301759,,-0.028950949845346845,
PCSK1N,0.06434452132832642,-0.002163024941842684,-0.025726795845063,0.006270204861714322,-0.005624412006830276,0.0463823318553711,0.03073799611649766,-0.010791360628552423,-0.03096960349099633,-0.0035196401260956687,0.06404799515824197,-0.021747662850717372,0.03390265065833543,-0.05467341964874216,-0.027957178754783638,0.055861396908171046
NTS,,,,,-0.020023123292082577,-0.0033815926834320645,0.015237007636134486,0.03818225962157822,-0.04199190354969871,,-0.017040212580118303,,0.018535362502476296,,,
SFRP1,-0.029526404219627208,-0.010610373382165722,0.02168316362723647,0.029225061098859105,0.027398428264630906,0.07611117991549987,-0.04910762069649495,-0.01392045166018463,-0.05208336365781913,0.12335156853778848,0.00924116374035187,-0.01912204561174354,0.005985276645500417,0.038693337717268184,-0.007164841787338175,0.11354638989321908
CXCL13,,,-0.005500550310282617,,,,,,,,0.07487614720783903,,-0.012910064751307857,,-0.024094913370175875,
MICA,-0.07982798228283951,-0.076992226064377,-0.017148622038973986,0.029496903484915658,0.04090207751079283,-0.023687566193940555,0.023336888888819504,0.060966522701971865,-0.01621719935268048,0.06134245441301395,0.09626567239697718,-0.009285367380490824,0.08183433888723878,0.010796827290755547,-0.00604711749935267,0.041864884487981584
TG,0.02521230061066788,-0.005268067550485053,0.03425558592972144,-0.019929995878414986,0.07256918942903719,-0.002952939387777312,0.0033412263190677164,-0.010074170313772947,,0.017941577698392403,-0.020986884567554726,,-0.01749404955065673,,0.012974431732777547,
ADA,-0.022296984773981874,0.014477027906587196,-0.025161729896259134,-0.0449818060928693,0.03957729418802916,-0.04079755188546152,-0.02206382814625862,0.05279353313878874,-0.03256882275679859,0.0015696528298707998,-0.023271674813733892,0.059002145926152015,0.007215638299499613,0.05845731596566828,-0.003976277122771492,0.005340743397327205
LAMC3,0.045483345763504775,-0.04844832187588066,-0.042848964421123306,0.05025447232539552,0.057633146034080374,-0.001835769777618819,-0.004317398999933893,-0.04684188599180348,-0.022283243559905196,-0.030472648924510983,0.04331152774681929,-0.005640369157304642,-0.018014614339548655,0.07450888022355602,-0.0018682701387118478,0.07293729345039247
CCL7,,-0.01663305300857907,,-0.01440935517735555,,,,,,,,,,,-0.050300500824608775,
NGF,-0.022763968456673615,-0.028558126033516575,,-0.033015513033430324,-0.022055011380552245,,,,-0.02819458237619015,,-0.013798754167969413,,-0.036491979789414104,,-0.03366505441830021,
TNFSF15,-0.028161870001709974,,,-0.01604552174251937,-0.026779619003570537,,,,,,,,-0.013199637426353389,,-0.03287605456999039,
HMGB1,-0.015595762324105965,0.07428525492675277,0.05506754568554959,0.04528117413270939,0.02668901848744784,-0.004446055618434179,-0.01669823174119412,-0.007626326233146497,-0.012852961867124885,-0.04795637917898554,-0.011762029543862018,-0.011653134984279397,-0.010530877809424789,-0.041036147894932956,0.02149218915152914,-0.023211716901416567
ITGB3BP,-0.025968137742331223,0.051217192614447904,0.0010674669480413297,0.012759629349567871,0.03397879730254489,0.004275974754403181,-0.023595658281325715,-0.0038825577588666948,0.011081212335457582,0.05348119791083603,0.008441846700881075,0.01348393825706638,-0.0935626901865451,0.05579340062192694,0.02810831968988298,0.0415651435774935
AANAT,0.01849212840699059,0.03453610624393035,,0.1253024441566054,,-0.015657280309645614,0.007037552181042733,-0.011612657489394614,-0.03947859092027319,0.03686586712984004,0.06642937238480791,-0.06476619342637231,,,-0.018137929211588147,
RELN,0.0428044908517601,-0.00231722396922806,0.012876960373064659,-0.025341957752094663,-0.017123409773356784,0.04582939014941052,-0.02439024990784759,0.031671105082647207,0.09670950079329924,0.008525631079936133,,-0.00023144105623455947,0.006878404684794232,0.05537266770473276,0.020534172846909858,0.03769537891965715
IL15,-0.04003161209372389,-0.014590690353882961,-0.021645285338492436,0.04536416960784911,0.019891311927823042,-0.010767268561874032,0.003758083948178015,-0.024959406640112543,0.02044862098314875,-0.031449794166903085,0.015780584671665793,-0.06957781250359661,-0.03219797814723113,-0.0387170543504378,-0.048628523803421767,
UTS2,,,,,,-0.051647798211348885,,,,,,,,,,
BSG,0.015866927793248494,-0.03486546868112417,-0.0545416558557146,-0.04220058274314069,0.007334358285968731,0.08062897582438514,-0.019286297093669143,0.021277823707783052,0.04798310663509691,0.10323962379853358,-0.02852768174252418,-0.09474401075800253,0.004851343166143562,0.0005601226250651748,-0.0760466588827494,0.0972746866743359
ADAMTS3,-0.002042928536692219,0.030970117422757515,0.04933604915872626,0.029225741429470476,0.005911623503790542,-0.04471654238329779,0.03983936675195077,-0.00724490915839152,0.023735354111010323,0.02597818858694415,0.02461577111689014,-0.055728988753741195,0.014266769278375216,0.026812836088292356,0.10616290145814651,
CD34,0.0030591416354984907,-0.03999876873654685,0.05553416241300497,0.02480206866736785,0.045467703310534666,0.0008445295215958883,0.05324647888855677,0.017183765391865814,-0.012580667581604475,0.009396332829310497,-0.024888219867695457,-0.04902942092654746,0.0553269151566755,-0.03610333402000658,0.025583643037050546,0.02070006250568168
CCL23,,,,,,-0.01781549956271641,,,,,,,,,,
PLAT,0.018281676254041927,-0.016895973623150397,0.019227825173037356,0.03201179425848275,0.03941144294320791,-0.03122987563387245,-0.02969420012825597,0.02134654269186667,0.053073821618660574,-0.009304441274288507,0.04578678624676145,-0.014812866134960233,-0.0040560468129334434,0.01377217349436076,0.03369360219835046,-0.04819007292775743
NTF3,,,,,,,,0.059134757550069854,,,0.02374438690597965,,0.06273335075019698,,,
LTA,,,-0.022527928785988652,-0.0184680898685915,,,0.00958799990325394,,,0.0773636425942967,,,,,,
CKLF,-0.028485226741423775,0.007335470084077829,0.038048323938933835,0.04437906740501979,0.011416216655801177,-0.028791599602594902,-0.05699360187634717,-0.03306297974349299,0.03380538806642206,0.011546104436910874,0.07687751208852364,0.04886310277015193,-0.011378288963702923,-0.0533668035981998,0.050021862425169754,-0.07587816144031126
CD24,-0.021442515389621976,0.07512544506430292,0.09258574957852331,-0.013910607760412618,0.10608700027788218,0.004237081050109037,-0.01871906710429565,0.05310093129966953,0.049330514860358894,0.0759125669446374,0.02682347308034215,0.06379538645343265,-0.015625867343697294,-0.003465956206109433,-0.04052436587419483,0.2382388677511633
HSP90AA1,0.08201792121498652,-0.0015969950853878046,0.0819799571644434,-0.0036620776146529662,0.0036027403056108024,0.055071919297954505,0.031654575440250264,0.037896858080875784,-0.012703030485917918,-0.04768334287831771,-0.06054910499465271,-0.03245338980333203,0.007837778743182153,-0.025379490007565873,-0.008920417615410967,0.10924341552478396
BMP4,0.02938063445362103,-0.015745176293399613,-0.009689067885623263,-0.03582784361528566,0.06343009100583522,-0.011608113859639061,-0.037471599204251575,-0.009522959658769724,0.010341694801660712,-0.0018658001460018152,0.025111462661063653,0.05106102342192803,0.0009340829006986148,,-0.03918662270392049,
SCGB3A1,,-0.016633051345295993,,,-0.024324415916795596,,,-0.009795390172101136,-0.022328769576670238,0.00958918238485137,0.0058607060039657915,,-0.02741148186780059,,0.024434929799539547,
IGFBP4,-0.001281085357939135,-0.03249036814107774,0.008282244522848512,-0.05701701187626414,0.04965330575616487,-0.03561970798216069,-0.001797371613326146,0.008314065472297993,0.09790325875304552,0.08583506403843107,0.002829236473526721,-0.05898886339835914,-0.03505580773347584,0.03522066518315482,-0.06742263506460551,-0.00828405055590632
RSPO4,0.03366978049301936,,0.02129394958991879,-0.028268647160652607,,,-0.009706616686342708,-0.009795388739303738,,-0.0036847187464504935,,,0.06153673946149017,,-0.02287121027606085,
LEFTY2,0.08979686232840241,-0.013257656650041326,-0.022804606027123912,-0.017821958253151814,0.0540112213272171,-0.06382814436539044,0.03548064448710234,-0.01074076355288304,-0.04199193119858108,-0.00418707480659377,0.0877402628959585,-0.08500911290503359,0.006242400396079067,-0.05994776486701046,0.03225344539310285,
PF4,,-0.017254120775456776,-0.02049221309662125,-0.012571878511018533,,,,,,,-0.012819833659485138,,,,0.037446921657927484,
ANGPTL2,-0.07091465883778153,-0.0180493686271474,0.048601799196671985,0.003538521900675464,0.0263291554699473,-0.042507443858980566,-0.00719715899074515,-0.002254605448465612,0.08693432438153265,0.07406831385554233,0.028900210683411427,0.06381617104799465,-0.009563228845550574,0.036611022455147586,-0.03217462532386739,0.056297224932968425
LRIG2,-0.03325214974342537,0.04280711714818431,0.04766755509768705,-0.027770943266221194,0.026900977493325085,-0.013456427144448259,-0.011392820261618605,0.015378932605601565,0.060209166096304605,-0.004277600741190695,0.011919704790907284,0.024966911240046706,-0.022147231697253748,-0.10415893605782066,-0.007113067258835277,-0.051993943651190734
ICOSLG,0.016347278725252764,-0.003785954114708097,0.06426174209978455,-0.01642509575448817,-0.013763521202493969,-0.013963556775112473,0.047528161081141294,-0.01858981861767428,0.03138470176826379,-0.02430899816535242,0.12437527775613907,-0.036605958411949316,-0.027715653838687883,-0.048985594383083225,-0.01322837986426512,-0.0030989226893701712
WIF1,0.18086525490150543,0.026893188380373016,,,-0.00719303518523629,0.060207390647387754,-0.017366317106943894,0.04434474622389322,-0.031227365757157382,0.04656888018818501,,,-0.017160791699294898,-0.039397957572487326,-0.03287605187201634,0.0934847885534541
NPPC,0.041543778611540044,0.08632677837006192,,-0.01950208387661104,0.016533898245574177,0.013779776675064413,-0.01743313697268069,0.028435737580387307,-0.038630133916747494,0.08076291196290229,-0.024255984725465845,-0.03956464884598754,-0.055976551548034936,-0.06724904706105392,0.02221791408871664,0.07506004817397632
LYZ,-0.0730375643100172,-0.031851836526068766,-0.014117329295618649,-0.01741796559955469,0.03938243965443033,-0.06996678586652945,0.011747427435720636,0.041790880935902906,0.06306521399757718,0.0399406895451158,-0.01221779165969245,-0.021242607341168816,0.06306364667342476,0.007931027896681212,-0.023173321487324802,-0.06265184533889984
EREG,,,,,,,,,0.039064484090633206,,0.0060929511413616326,,-0.022992822232427997,,-0.020626983857597796,
SPTAN1,0.09040074491590028,-0.013261408629055066,0.013104296969710029,0.014342607869823016,-0.012349457288039021,0.05990618180300119,0.009210743618787199,0.049337541304897724,-0.023201890260487773,-0.013435420147235167,0.034017612566560086,0.06016637825473911,0.05894953783386146,-0.07737915202045183,0.07523496113770128,0.06683089598294839
PTH2,,,,,,,,,,,,,-0.02935829164201951,,,
LIPC,0.05757879437215216,0.011563925412621075,0.036339058796272465,-0.022592602004530303,-0.02954987023346838,0.017717234787227656,0.035893096218886415,,0.07768859706861472,0.0358899645951618,,-0.015119353739143363,,,-0.02793941793595063,
COL8A1,-0.07403063971513998,-0.04043038393876045,0.018336137666596797,-0.02852076960170496,0.021003007940418185,0.030076145007217506,-0.02045883478931907,-0.014196282931514152,0.01515660634426535,0.05250348321895586,0.04527977073219002,0.030919589726968177,0.03451668228587312,0.014783846966338485,0.027689044475291334,
GSTM2,0.016349315388767716,-0.04918492827560018,0.02106584980663785,0.024215114983314065,0.03024248542529441,0.020689360978211953,0.03315494554417817,-0.028951991935115374,-0.009675333839169931,0.09862774540767211,-0.039629631516231105,-0.060287659866206114,0.0017049787109334818,-0.05338930897412338,0.04514820065651013,
SPX,-0.02003469034524565,0.06146078520059826,0.027384192822027132,0.02817223779654853,-0.07081331367522932,0.050185002425216535,0.043555310916822354,-0.02609525805399363,0.0633456661681727,0.01350370316339904,-0.015917462101275898,0.06537510407598904,-0.035848484981307625,0.09625480874179548,0.007566958178540672,-0.04492980098168406
MFGE8,-0.06813174628957387,-0.041919080390524464,-0.029182043860315178,0.05886446691669127,-0.01001218482062622,0.014265489512905712,-0.027034464963708354,-0.010590825773210338,-0.04619357296042445,0.02589467599618883,0.005233898870159118,-0.029460549325482234,0.011053798550313928,-0.04093949491685561,0.015828357016262496,0.05336882356934019
TGFA,-0.02671562394701348,-0.020709586532895924,0.00804437781965563,-0.02818157302157421,0.02604282551706897,-0.06829993961112005,-0.012313558470135454,-0.032687396798690566,0.045823593936082097,0.029017039358038767,-0.023298200248061975,0.1102527464389478,-0.026808514278303063,-0.02087954620900443,0.021568486067013046,0.011294440087564842
SLIT2,0.024267870116581373,-0.016746011741633735,0.002563986575479081,-0.014944127558502367,0.07726933533584682,0.004488542039817874,0.01667797499190833,-0.004308868221813987,-0.09751793587417502,0.008790212164609927,0.04603000336485715,-0.036965381942571776,0.008189296292574734,0.06680922798462953,-0.043963659994864304,0.06406110731735541
PLTP,-0.024746225194246567,0.0156224628575259,0.010136872361941423,0.0038234531687333004,-0.0011031013353329704,-0.06449415871873809,0.010181376307245004,0.055314018422605395,0.040081594421656305,0.05806608133967679,0.06484032986162705,-0.07206240686530417,-0.007107076270099651,0.036247962913988664,0.004154073032848402,-0.002201532158341469
APOD,0.041034656422893674,-0.0009612681545706998,-0.004137137657672054,0.036659385096653126,0.014891789540968233,-0.038169633270721474,0.027726229013011253,0.011476105357325206,0.12801325502060334,-0.07718758277769189,-0.03111059671902055,0.0884795370247365,0.004577924572036375,0.12520336403315957,-0.030834230385488836,-0.06055404855622048
B2M,-0.018516028722059572,-0.07716677467069244,-0.04526530225381466,0.05789072591972431,0.03250353919488122,-0.06592736770691378,0.005459839200026002,-0.0178163166928871,0.05184820278347705,0.03373200994922513,0.047561582111788694,-0.019985289491620952,-0.03574239607380138,-0.09217988408869453,0.031150520949572245,-0.05864633187628014
OMG,0.11649193209007339,0.11360435049305366,0.03587123087574844,0.08498782260408262,-0.002634721740329439,-0.05567480958444423,0.04080137076478791,0.006609901184652437,-0.04225603453020195,-0.014047178290561875,0.03157292796254657,0.09652013973947608,0.032081125231953556,0.0604172994208483,0.03608901294312294,0.0279165583864842
CXCL3,-0.07564889356353727,-0.03428680106141687,0.005837038018349386,-0.0345363517709095,,-0.002217411668446406,-0.05504437387690631,-0.0104789954342268,-0.0073946367948098364,-0.02264954972570918,0.0338108492606119,-0.02860676476098248,-0.05178525775046366,0.1379537152794052,-0.03966794890776543,
CXCL10,-0.06907213312344837,-0.04948898977596124,0.023317612064572196,-0.00404610177842472,0.09173595537709488,-0.04896282977341576,0.030541009396158204,-0.015918361040088366,-0.07643602124116004,0.04140772644465618,0.006589104827416267,0.020059934057793306,-0.025224528650761312,,0.021425669380644982,
RSPO3,,-0.022593886856178774,,-0.014599784233236733,0.038544090581087556,0.02021846463879538,-0.025680688506532604,-0.003208972829001653,-0.05386825006086069,0.0809764121927447,-0.013641903916084039,,0.014589903973000529,0.0956363201460877,-0.03382959643650178,0.020180596689501413
CORT,0.06018103490187145,-0.01700070121556891,0.017524561956626033,0.012486548492924316,0.06284091736341108,0.13847005153535835,-0.02408012464471973,-0.034428854550731795,-0.016896034609994413,-0.006830111551557042,-0.013415304342453029,,0.08693558289448532,0.07114798364369686,,-0.04363469310079713
NCAN,0.03511639364591998,0.037134523037307444,0.04314061935996559,-0.015226013803002505,0.026658392023189797,-0.020081837853249164,-0.038636561826562194,0.01849679445028665,-0.028211739141376552,-0.040748650062511736,0.005615869924811397,0.004383194783275951,0.07395952111300502,0.03078818160311124,0.0438561219936072,0.07124465763333405
PRG4,0.0813787590496467,-0.02501412531396918,,0.06670499788588652,,-0.02227191825753457,0.01165304338214618,,,-0.027672205413666023,0.06276950589779741,,0.05838679346831639,,-0.024937067062540796,
ZG16B,,-0.023065022040555164,0.015510712914509282,-0.016723821549887274,,-0.007808930931962431,-0.015374947075292356,,,,,,,,-0.015284452627337615,
TGM2,-0.08044934742966532,-0.07450734591749063,-0.021069452648089546,-0.04073684890225191,0.01678165312864363,-0.058993793435090994,0.0023564811009382865,-0.03899851045031151,0.022366631159636788,-0.06455483347224399,0.03913927688026323,0.030387429510606967,-0.04830420337836057,0.034737391288010205,0.020347725762997183,0.018550645936028284
VEGFC,-0.030531187427981107,0.07879618849440806,-0.03166316709958079,-0.025681333173237335,-0.00968720682230661,0.054326185038942015,0.06055225196000445,-0.0028551899017724347,-0.0488129027843853,-0.02824058863497195,-0.02687938058316212,-0.06767867314196267,0.052862474722139716,,-0.042925089116338216,
WNT6,0.03820426935668494,-0.02683706332249644,0.034089340302593536,0.0390920306911004,-0.01954485716395858,0.08398722926004641,0.05682852731535761,,,-0.024646959697677794,-0.024932942734033816,,-0.009119865307408995,,-0.01579342523072379,
NRG4,-0.028856769108951068,0.02916169477457475,,-0.017536847152232107,0.03947931294399705,0.030319460955308478,-0.0009427236056462786,0.011500747125853278,0.009283667854247427,-0.011427121272996643,,0.027430586132777875,-0.008679784020228544,,-0.02375088916836275,
PMCH,,-0.017656693135634692,,-0.024299010230874243,,,0.05323607400891923,,,,0.06954805602082452,,-0.0140355723714019,,-0.030416431745259896,
COL9A1,0.10390644575693891,0.02110190906109916,0.017203700814713813,-0.018315956910975602,0.07668284883120173,0.0055451366888743005,-0.02633590126520772,-0.020749703793175023,-0.04259858947956144,-0.037541116078452036,0.02272248240442092,-0.049047194128917025,-0.0694291820445369,,-0.010237951916331532,0.041108381534465076
GDF11,0.03417651699348029,0.03249308528482039,0.034616160199391344,-0.015321658543396576,0.04047003505631121,0.0022575405456924913,-0.023433213505556858,0.00691002454146223,-0.008352059737449376,-0.0034769981045318287,0.034291789266157405,-0.010397804022339942,0.021763419356633423,-0.0288714497928015,-0.04634468591898874,0.025908900729265313
IL24,,,,,,,,,,,-0.012615427929627731,,,,-0.026552703976328876,
SORBS1,-0.07215448024322141,-0.025309753635330383,0.01684834607002509,-0.002141671830168811,-0.05347622610516641,-0.014765523353381237,-0.03181547771687722,-0.06633554535393708,-0.026217582476274127,0.01568444986205763,0.03384204733864063,0.04146216661835737,-0.012003581526742652,-0.029211482765046017,0.007485431740950133,0.06242111760330431
DLL1,0.01668466728214186,0.03503780266729895,-0.02585976420178791,0.03679198279025564,0.03885448883658456,0.04017082414044543,0.030432751181335864,0.18879398193446642,-0.020148354232033223,0.03206907388488116,0.07979933046621707,-0.05206231960787991,0.007377632946445586,0.11458796352092317,-0.020265816150072655,0.025333022902240952
TLN1,-0.04914001598473523,-0.01975864353751029,0.028578080022722874,0.03844504120529302,0.053420737830178804,-0.04348489202142412,-0.056272783579764944,0.015747719468728424,0.022668102842207112,0.018505853945293672,0.05454645727550541,-0.012960626666873256,-0.0450323844629756,0.028279098065600024,-0.03177817990890073,-0.06242153303416203
COL2A1,-0.010010221020004808,0.001351672989229282,,,0.014307819562283554,-0.02055726758399484,,,,0.00662697420516761,0.048345447114185244,,-0.02956819437778414,,0.0026263874868507975,
SHH,,,,-0.01497368817803845,0.00949021723699374,-0.016160510159656027,-0.0009413996806608828,-0.011246854851120803,,-0.021945251254311644,0.03988940823370469,0.013056536854994447,-0.002576369680224902,,-0.017155832837708558,
PON2,0.04710675763295186,0.03512526945052317,-0.034661309800270636,0.133521838950815,0.013345504379220415,-0.06541334531615,0.003784583314862289,0.05675554114090486,0.03827801300696572,0.0024127016183567124,0.04374731072488595,0.024352386389239734,-0.027334869584664977,0.14639295395719326,0.07278319760446936,-0.04842601599643527
ICAM5,0.06442928424685826,-0.028635879824399753,0.04764359509649242,0.02587614046236176,-0.023162117796222834,0.10183560400967638,-0.013765611174745273,-0.0009932030592408204,-0.04094845197643239,0.007579492160403923,-0.040263826184763436,,-0.0004873903184854016,0.004875603772013935,0.032678818087369645,0.00899144005048797
HPX,0.06966002708583781,0.04595964369952428,,0.007664844746776295,0.017685667614363763,0.02489699401592574,0.016280040181403485,-0.0097953891734847,,0.030742353766060347,0.04961986232904893,-0.052626065354736004,0.04067614023739565,,-0.037903667116840366,
SFRP2,-0.022038982079972062,-0.022113686089655412,,-0.017053408138289605,-0.012123303754832518,-0.01640661039156679,-0.025146706283331124,0.016861521257321505,0.002723177137305143,-0.026166153927494225,0.024267383098072626,0.0882163263759612,-0.0189521403794759,0.08010226234592871,-0.04383627063564723,-0.0958333702757833
CFC1,,,,,-0.033026027710468864,,0.009289100221256568,,-0.04437258129301338,,,,,,-0.02101579988895055,
CD70,,-0.030800387213535504,,0.011950031497531918,,,-0.027837757648259076,,,,0.029159390587516962,,0.04926159316526831,,-0.029408833117645715,
HP,-0.03862294202304293,0.02208661384195837,,0.0009921014620930075,,-0.052942435873810055,-0.021226313970058232,0.05176087221944028,-0.0008213987017456956,0.024008312549462923,0.07317206587201944,-0.013000700936517921,0.020315698251078047,,0.06229138779235071,
CXCL2,-0.08133494090518702,-0.0291043600357759,0.0400691338997296,-0.0028778634181046005,0.008811905129075233,0.007052840399796961,0.04008543520471285,-0.013613192142558083,-0.055443716735953115,-0.043434926652530306,0.06455105135901672,0.020768763808675945,-0.0075898048679500915,-0.04681319321701149,-0.10596838845519657,0.13205483347064464
