,UKF251,UKF259,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,,,-0.018395384699350453
BMP1,0.03630516951996338,0.00026164559288963926,0.014442163180685324,-0.003223459794700802,0.2281230433972676,0.0002536764777623966,-0.06503007239788797,0.02978499654522446
NDP,-0.009015385002351583,0.03382797610508063,-0.03494070377052018,-0.06545432538521666,0.04717261693395877,0.10770602891261913,0.042656486218916025,0.05662842898275132
TNFSF18,0.0026490121390650417,,-0.018434064391085796,,,-0.04699223023338244,,-0.01684753227416771
RTN4,-0.008317574210546104,0.009893457213605846,-0.03875557298517864,0.015203741932199432,-0.1314503219266655,-0.045502249612444805,-0.03288139090050628,0.013556689018373718
HEBP1,0.012865883396084413,-0.0072250966168992846,0.031726949945115414,0.0364233227030777,0.03071090334758579,0.02164600952287156,-0.03587810343460528,0.056361086844380015
WNT7B,0.03865808796502365,-0.005110523774427096,-0.004344399597612459,-0.016555690932338888,0.09933912576220136,,0.019690513769665685,0.0069701216289858375
PTMA,0.01261247383500167,0.006149592956959787,-0.02485806120915826,0.003420453135625653,0.25323319871461397,0.0014918010969768372,0.017392827235529113,-0.0019186117565603699
FASLG,,,,,,,,-0.015954310874070475
CEACAM1,0.11577507295401816,-0.012245936656704193,0.020797759284372955,,,-0.033745149697882025,-0.016055733565895666,0.05482182696363208
PDAP1,-0.03602145263221949,0.01992912543676472,0.009146030007457845,0.02203135880608178,0.14014390989628475,0.065915939699287,0.012317261348533752,-0.016311603184937174
QDPR,-0.02148433497647993,-0.01068746781225855,-0.013421641762056733,-0.013369006913374908,0.15733728837016364,-0.0012746719295657167,-0.04531547668965089,-0.01703804256466094
POMC,0.015931947684630104,0.012143391114823881,-0.008411985620603852,-0.001974631992606622,0.04895653245772121,0.00033222503780616224,-0.03761285131482034,0.008890656433040453
CCL18,,,,,0.1776085177480881,,0.005336633778912035,
CCL17,,0.009098736885930391,-0.022990867297781006,-0.02049130435120307,,,-0.005262917725947586,-0.014460790825227348
VEGFD,-0.024012284664974,0.019159117235446405,-0.024494824511475246,0.04061229317253892,0.0677333225291102,0.04165614968953477,-0.016055733565895666,
TNFSF13,,-0.02108566089660463,,,,,-0.025193105925493533,0.012971796291293657
WNT5A,0.03571325574909999,-0.013930465504092684,0.010923597021495729,-0.09319159522190659,0.038586521660534764,-0.02849030459575634,-0.06309297315355542,0.026567187580986508
CXCL8,0.03635764382978337,0.03541656244075829,-0.03914980802203842,-0.013997166479581602,-0.04235128104634548,-0.0009716227439380713,-0.040058464023184255,-0.051330774301904726
GRN,0.00535539914318753,-0.022278568608586468,-0.02108581587266083,0.011360361519227001,0.022745082984170047,-0.01643743458273623,0.020060621508710273,0.05854051516787006
MIA,0.04005358155687341,-0.005947649365343619,0.06487509837274805,-0.01709416432102215,-0.001055266685288578,0.010810183247184859,0.00915949516948636,-0.003478780428293102
COL4A4,0.008960508857279227,0.0389521132164643,-0.024003176765774136,-0.0077150570998868115,,0.014372409045180763,0.02312213773328343,0.02114301119118544
TAC1,-0.04581112832599069,0.029279421074645363,-0.06663192160417071,-0.02964364216419903,,,,0.06689465173285875
RARRES2,0.05093137739023058,0.06535367672102022,0.0617461127163098,0.0023076142180704137,-0.17358304530795127,-0.012731490684047277,-0.006115735757214452,0.0012991300479200342
FGF7,-0.027102303306326344,0.04038817739978776,-0.0016985818107493873,-0.059610251547686524,0.03552445361134688,0.06575675770729986,0.018276037443852883,-0.004719486922008277
EFNA2,,,,,,,-0.015259900255287262,
HBEGF,-0.004969605710271106,-0.024006602088500733,0.028406182917168975,0.0657631565634925,0.13216316410078935,0.04085993467400527,-0.021929359477539222,-0.049558182476623844
