,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01258379771782298,,,,,,,,,0.0027721271824648983,,0.03550973708888748,
BMP1,0.10764520001041687,0.08000619227763947,0.0019685780721770277,0.007338993868367616,0.028768239210925133,-0.0068248075519185825,0.016753586739720622,0.02210105941050968,0.07417177560666502,-0.03181376821508092,0.06535484543600446,0.006612263608178178,-0.020101609600194723,-0.03257181111740313,0.08201380779105975,0.0487678780526397,-0.008064711807423769,0.04813378379927816,0.05331013246409279
NDP,0.01593866072291717,0.028042222952737443,-0.004964162864498139,-0.014836658218629955,0.042330080320262996,-0.03739617352242709,0.0007199268825941935,0.03401302854605562,0.024441604524974004,0.07233119800889219,0.05776917443739453,0.05377795154733101,0.047862767274916784,-0.028862220677287154,0.11605566161090244,0.03325931943181866,0.048215981566654145,-0.003977579720832373,-0.04754590045425668
TNFSF18,-0.030759829723520284,0.029445105470084464,-0.03996365099973148,,,-0.016828652703637995,-0.010687986272669371,0.05116459868654026,,,,-0.03644541098213425,,-0.03650458210408236,,-0.0391456921623267,,0.05122455524032135,0.021274901328310735
IL36G,,,,,,,,,,,0.021995142245123164,,,,,,,,
RTN4,-0.014857927269158099,0.04191558858879571,0.08415673734527218,0.013466646016164544,0.019468324482441547,0.03970572497317287,-0.022327867757456907,-0.013723816740854364,0.017612857029842464,-0.04037170930331173,-0.009998585374322999,0.035418310725923365,-0.1389333860549749,0.004076075249082243,-0.12868460650831004,0.030257362189217808,-0.011215716727000554,-0.012741676096320641,-0.04977362962551284
HEBP1,-0.03908111259374462,0.01135684655039032,-0.003501435844608371,-0.022575921586557288,0.014664353022939933,0.05131858014567246,0.04229661268063536,-0.03764305377677733,-0.054320832620792084,-0.02494190677210134,0.02408207636613115,-0.04048251855935147,-0.07405177094234035,0.01589761985427082,0.009426001300740748,0.026310754445150363,0.05019498181942958,0.0027113020919683037,0.05077026393281715
WNT7B,-0.027098446561763582,0.04632511250310411,-0.02482418117754723,-0.009135582419367174,0.05693717687972242,-0.0027302354705402727,0.010084400490165128,-0.013526148562766975,-0.011246855396774986,,-0.01901142498721695,0.03282043210696686,0.023967198078868126,,0.058831842789920416,0.039848822369974155,0.004343739198490541,-0.03867934135072678,0.019384877082687074
PTMA,0.045940899273980935,0.029110917020376624,-0.023480228121582108,0.025733697354924992,-0.034725276501906155,-0.05805153873047259,-0.043712550661958,-0.04999551626441205,-0.040715526207505286,0.04426091590941993,-0.0428648078958423,0.030172047387154136,-0.00460219006884751,0.0005208322499100569,-0.12564091756145906,-0.0027206493419701322,-0.01632419237347488,0.001997902469702826,0.04304093668476211
FASLG,-0.027098454222425003,,,,,,,,,,,,,,,,,0.036244700932396956,
CEACAM1,0.013440138874031905,0.028009089681677996,0.04870540871533325,0.06224175697000824,0.004883252502069947,,-0.0062125252832001,-0.0025179375448753025,,,,,-0.027931506608674782,-0.05811073936350219,0.004467507823486884,0.05265473880826391,0.004518970094038845,0.0498516590762499,
PDAP1,-0.030728971787909946,0.027040705681042235,-0.013443017687405244,0.07192361112487754,-0.05354923130962963,-0.01219337998445059,-0.016552886381919395,0.0047049429648859525,0.00834174534906368,-0.016481512407798504,-0.012001413391213897,-0.01087292783829169,0.05308271824043329,0.007087062774726207,0.030471969621704682,0.13054177646436377,0.02904699542588564,-0.0320901092437893,0.0032061607914174823
QDPR,0.0375029971637248,-0.06884516491709082,-0.022640070763990286,-0.045239745569234054,0.09234649021633204,0.011814536910939215,-0.06064217403424329,0.04016435059437473,0.028372143585489423,0.025876801558177755,-0.07529977687407849,-0.004954055757849797,0.008413748920153591,0.014994396554621748,-0.014112440784661414,-0.014049391259417772,0.004043839250858994,0.019740122570030032,-0.07367960047264209
POMC,-0.0003858325334601134,0.03540226021195147,-0.03385070478956651,-0.004018377669393058,-0.010685186202560745,0.03238398951016409,-0.003487360626607881,0.05715202293032184,-0.03024957849072425,0.05575418276781579,0.017570236968713727,0.006511193810569248,0.02132227552472878,-0.04821517208262506,0.004961717106567952,0.05866689964985564,0.027687610771219024,0.1458904035737789,0.0070366794171981585
CCL18,,0.008724965743061633,,,,,,,,-0.05885289568057001,,,-0.007293280710406831,,-0.038234526188221825,,-0.03105015114050094,,
CCL17,,,,0.009459312565544937,,,,0.03861458818408702,-0.013920454173200043,,0.09088403004196255,,,,,0.0784138591132268,,-0.024701191928121657,
VEGFD,,0.06540815667004987,0.009005948285791526,0.014448659117185084,-0.030400709081383214,,-0.04504987821813293,0.0849303020131933,-0.010210821482018302,-0.01920353231084244,0.042714438034247536,,-0.01876111025012331,-0.05493403926899343,,-0.042425197258016585,,,
TNFSF13,,0.02712717783731561,,-0.011928864835052743,,0.005973831605508207,,,,,,,,,,0.0636589497672383,-0.01927393801496765,-0.029920231353613942,-0.025267187436472435
WNT5A,-0.028923385662400172,0.03718702785115997,0.0077509823684249425,0.0018340180754041612,0.055512633802751274,0.009424564044430794,-0.010867614873302442,0.03557627709424322,-0.0011395583946069222,0.07222174694124708,0.05645844809085781,-0.011100594901286362,0.0627197374554718,-0.017233484201817882,0.09532561247252415,0.0009331868533675968,0.013188254149577527,0.017836940228120657,0.01547331774621828
CXCL8,,-0.07448748685959872,-0.025549770094708095,-0.06515999917057905,-0.0838140637227254,-0.023214543290334025,0.012247122996913036,-0.0542130761497647,-0.00950876094533376,-0.0035920774990718346,-0.00031135034124228715,,-0.12162784760160424,-0.023884861743068992,-0.06731790312178837,-0.0018933217952840024,0.0061919870783729266,-0.0025117758439749047,0.06109792123104531
GRN,-0.002905221588151516,0.12517838252649935,-0.018524830153233692,-0.00208691370663609,-0.005865607552215105,-0.03069102801136335,-0.01641918148389976,0.0028314617062831613,0.018954385918506858,0.0025716261709001357,0.017507271272545723,-0.05218974205965395,-0.028156552345603197,0.05767093641343424,0.05609521938691865,0.06732638092517702,0.04435860282806325,0.10484595279282949,0.009814938672630964
MIA,-0.035469539277124554,-0.024410628415519345,0.029272471920659612,0.024762936369098855,-0.01830272435497063,-0.004966502729311139,-0.0516911511435053,-0.015837057654544996,-0.011612659056814467,,0.07933753293327352,0.012964202722072441,-0.051587633410561946,0.04781295475251091,0.04250733563319683,0.04628930240785057,0.020552828600334912,0.013420644777595536,-0.04628566230722063
COL4A4,-0.031383311918627026,-0.012131126185050134,0.08959230833839006,0.05482679620239064,0.044641796694546515,-0.015528027730996848,-0.026499225610263768,0.027382620007277144,-0.019508343691309497,,0.039654064526795305,,,-0.01298774670963009,-0.04834038760470341,-0.009567943393865913,-0.034591242370858595,0.004825568851893177,0.007855173827090845
TAC1,-0.01034065407395949,0.033405336703527425,-0.05150772307467059,0.07559987158513706,0.06808055221631877,0.042226097751482346,0.013820716765484355,-0.009200129069037562,-0.013097700953915208,-0.06358432751355793,-0.031108861388472832,,,,,,-0.01627209364033502,-0.0324722285124298,-0.06285075951503177
RARRES2,-0.007408198557430254,0.0004873311338755943,-0.05627088472633139,0.06050423652905962,-0.13378881200737,0.0415265746393202,-0.016200539502773226,0.007337454268159107,0.002882031686397702,-0.017414486877542636,-0.03809883121809077,-0.10858297613792078,-0.01223110396788653,-0.057248101953443695,0.050874506861553516,0.014818043509110531,-0.032222907294636685,0.00758075330765961,0.015649348811934104
FGF7,-0.07876517639299964,,-0.01948716004647328,0.0283542797891802,0.04643160546658102,0.016186280154926153,-0.05001913841396547,0.0007947458547146983,0.02064635907425928,0.02283669762630354,-0.01539285734708369,0.024776569594182875,0.061955523332934796,0.04200747150425171,0.015845559391073977,0.05450718213854604,-0.01207213607203167,-0.03862160566450186,-0.02502429757596406
HBEGF,0.0075302744565447464,0.08863803439932263,-0.014309951050751286,0.01663519526764418,-0.0631079642013709,-0.019313620782524472,-0.04359578774364156,-0.019274640628807543,-0.014283690689136555,-0.01596565598197034,-0.024400864541100187,0.03917249613274669,-0.041718650726588945,0.0574059400340158,0.08462976774945011,-0.0016025793972534457,-0.019255183763117023,0.0488967077845464,0.08836119569837207
CSF3,,,,-0.0434212342604349,-0.0686756838133272,,-0.028035670648902247,,,,,,,,,,0.03619582217845398,-0.02600654449169566,-0.029705151978216132
PI3,,-0.0536594754141604,,-0.014157342904742054,-0.08388660129621832,,-0.03156853518146415,,,,,,-0.03264655942247252,,,-0.0050012951922095645,0.009260412769788841,-0.024330520733019834,0.05156592364919227
PCSK1N,0.01293347784171241,0.0037804935743944454,-0.003632550748776185,-0.023291175210621042,-0.022822277797919434,0.0083666944610352,0.0884772371620429,0.05942490472024498,-0.011059193110434682,-0.062012821516109394,-0.007506046223415887,0.02699590034215679,-0.03810302195900114,0.07358426948286863,0.06520863638855114,0.0905851085772694,-0.005795914895091659,-0.010216353407853242,-0.07502944447335529
NTS,,,,,-0.040305799811062575,0.04016639417200952,-0.0344592116765862,-0.023554226294188674,-0.03859313030501552,-0.017289347774695502,,,,,,,0.055443699138159504,-0.026711923847560288,
SFRP1,-0.03942891394314718,0.03330791946605159,-0.021193838323883277,0.14058518380947507,-0.024386234541565327,0.007360269333521642,0.02133609784659963,-0.011360110200696773,-0.013920454313390451,-0.012893379325071588,0.0380309699067134,-0.11554910435880787,0.02380857736622246,0.05429210074137119,0.112104019009067,-0.03375913935952331,0.03394670826251541,-0.03761722140086255,0.07559263735051039
CXCL13,,,0.020999789219265964,,0.045597664017312176,,,,,,,,,,,,0.05895820055806414,,0.06110395067868521
