,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
IGFL3,,,,-0.017079224887390637,-0.015471712011551769
BMP1,-0.003466946367748461,-0.019158453810492117,-0.0417577199747512,-0.03241986284385247,0.025207155218682015
NDP,0.013652581480996804,0.07158222589590192,0.04816510643964419,0.02985081155460567,-0.0035701040685218333
TNFSF18,-0.003973553970331841,,,-0.0176135031603431,-0.026098012105309654
RTN4,-0.06888470536342141,0.01247731626101776,-0.08095049180882523,-0.001019247087830686,0.03416572320000241
HEBP1,-0.052275937761685834,0.028330328986507437,0.011299050647445113,-0.08362593221060678,0.005195893090393465
WNT7B,-0.00820097165312208,0.03938124143001221,-0.022077524700028463,-0.021730924154433402,-0.0052053967884242375
PTMA,0.02326326576601853,-0.033443449624696364,-0.009858630559654061,0.012759450211915746,-0.05273120661827262
FASLG,,,,,-0.013418610549368028
CEACAM1,-0.017949802270147374,-0.02203426189359524,-0.016687431139824963,-0.025308765166794017,-0.01867002574429144
PDAP1,0.06011474438731261,-0.019581342390067383,0.024202517201688516,0.009235267337836762,0.03728082707990667
QDPR,0.034232776664566665,0.02502015224276833,0.03829746729016786,0.026764810892388694,0.03054652871731822
POMC,0.01916414629119451,-0.008258337431248312,0.035459998426301674,0.0187251337046478,0.0055413305594304105
CCL18,-0.022399657263538566,-0.0403224289799312,-0.020962338707855802,,
CCL17,,0.01222234369362614,-0.024089354477817414,0.2293036793448857,-0.01216246328977875
VEGFD,0.03938505444614335,,-0.016687431139824963,-0.02374950970450433,
TNFSF13,-0.016903505539504447,-0.029995925023338445,-0.02618430472856051,0.05913579190773212,0.0014505751299875194
WNT5A,-0.0016406496633304083,0.05279750735759324,0.05916437560794094,0.0005030302130702982,-0.006196250771176729
CXCL8,-0.037095908979521496,-0.023949898693911818,-0.061196085217922754,-0.015120407078929518,-0.041673280845759914
GRN,-0.04818050483402016,0.029951516912626666,-0.027779058304946657,-0.010390152477015977,0.007144967918068919
MIA,0.0039052398264596156,0.0372080322261895,0.059969394259558426,-0.04615406715927973,0.000418578325251253
COL4A4,0.03535360568445029,0.11636291447438504,-0.02671918648344811,-0.034687114750612105,0.013594626414672439
TAC1,0.0014344737828511965,,,,-0.015988794725735594
RARRES2,0.0023345223504440044,-0.028936589460759787,-0.003707184182110403,0.013024364223275669,0.036820208701644604
FGF7,,0.02351111890818251,0.08914923426852855,-0.01673286180627546,0.028005184003533173
EFNA2,,,-0.015860286524161563,,
HBEGF,-0.045737068477970905,0.04001422414015662,0.06650063236996004,0.036391064352045435,0.05393501805982921
CSF3,,0.003721298729998217,-0.03713601951522859,,-0.012805197562719344
PI3,-0.02356538385008633,-0.018808461834361537,-0.06150791340553231,-0.019132689329885093,0.001770710934176749
PCSK1N,0.060528037051844286,0.007040669154318089,-0.016039184762526755,0.05282987211286292,-0.02046632907700128
NTS,,0.02513807472593184,-0.01932274942741715,,0.024514721513721832
SFRP1,-0.012369191036388052,0.041850431167932946,0.002291892026602823,-0.004155524152877993,-0.018522105155200953
CXCL13,,-0.009601002850431941,-0.04074959737328404,,
MICA,-0.04482649521753693,-0.0101446924153306,0.05950917254513552,0.03835812832556696,0.015370584808860527
TG,0.014522854932093916,0.00012149688204685086,-0.02379807821377381,,0.07711908007885694
ADA,0.015686775150881134,0.04093019968127168,0.13543987686056178,0.06844162463785378,-0.03969852765937662
LAMC3,0.0038009441949642658,-0.0014231118779738665,0.06437170239173132,0.03979623348883391,-0.06736677848149364
CCL7,-0.01424807429259794,0.03172302599690897,,,0.07801274730427801
NGF,0.003956437117838897,-0.02705876720107883,-0.015647097590161037,,0.04408046088181492
TNFSF15,,-0.022840768939706,,,-0.03545427967068012
HMGB1,0.042740904820461716,-0.08036657947742847,-0.03752744715486377,0.015644281570464217,-0.021924111653066056
ITGB3BP,0.016513418134392634,-0.03578526658062089,0.03141349238382002,-0.022699160819394285,0.03455874845870006
