,ZH8812bulk,ZH916bulk
IGFL3,-0.0177712249075508,
BMP1,0.042190314823126025,0.08818808863993353
NDP,-0.027332997524302367,-0.015614511304392509
TNFSF18,0.03609106469992106,-0.028861148393898486
RTN4,-0.03447315974408499,0.08285692436471023
HEBP1,0.014171303064237794,0.04832619221547323
WNT7B,-0.03832355446269771,0.09347342641618968
PTMA,-0.014391412177987327,0.01243473588185
CEACAM1,-0.0065648309558493535,
PDAP1,0.007196220279582835,0.03810165426073066
QDPR,0.01537385335455872,-0.029607939852267857
POMC,-0.036998078531461816,0.004692300401277267
CCL17,-0.023430333485459517,
VEGFD,0.059532532162393306,
TNFSF13,0.014996517713975357,-0.03139681270741147
WNT5A,-0.014934235371454717,0.018171880918614294
CXCL8,0.04885962446870058,-0.011133131702741658
GRN,0.007369818586721716,0.04601346906369477
MIA,0.017149034954916438,-0.007564927302647628
COL4A4,-0.02201642662117233,-0.019730244219599676
TAC1,,0.06752135040696193
RARRES2,-0.006400327524471549,-0.002033292531041849
FGF7,-0.04951640275230053,0.041660811260896914
HBEGF,0.01800019745834426,0.010743542399891611
CSF3,,0.06446897795567091
PI3,0.006313395180616041,0.006481069846783261
PCSK1N,0.0012146668003802875,-0.003322312166768648
SFRP1,0.046872897790421454,-0.021034311724231786
CXCL13,,-0.02994015397189503
MICA,-0.022764383085601317,0.0532494008742493
TG,,0.01539457834683567
ADA,0.008005057190113582,0.05269097541246732
LAMC3,-0.03760008774144622,0.06887268627970071
CCL7,,0.016946396258667503
NGF,,0.012470539392242885
TNFSF15,,0.1035525397002351
HMGB1,-0.03536320304019601,-0.01252662302280407
ITGB3BP,-0.014431035433298591,0.035840132847454735
AANAT,-0.02898257082772616,-0.02253805128838767
RELN,0.01998045464239125,0.0021654442011334843
IL15,-0.03609253016885971,0.04795194891363507
BSG,0.05175784734553314,0.05660518169796651
ADAMTS3,-0.044906586121970744,0.007514963556662477
CD34,0.05252178573314044,-0.02869976981955295
PLAT,-0.004952482100187467,-0.006667076828025242
CKLF,-0.05314968404156747,0.029294676217470665
CD24,-0.022588915331794326,0.04700134105723303
HSP90AA1,0.03725204349968665,0.04719403962305478
BMP4,-0.04035644094454451,0.0731319854179987
SCGB3A1,,-0.001852358122575817
IGFBP4,-0.014340940742051852,0.04722493213340124
RSPO4,,-0.028419589922096963
LEFTY2,0.06959994585116938,0.043350248424271084
PF4,,0.06562197668926761
ANGPTL2,0.09340137100502538,-0.052035933216718476
LRIG2,0.10574223625184415,0.05393966628976715
ICOSLG,-0.0797417318721994,0.0234286040557901
WIF1,,0.011570810348867915
NPPC,-0.027496007279654216,0.0992375880059734
LYZ,-0.025283413942461277,-0.09747231085342596
EREG,,-0.025630931441185063
SPTAN1,0.05465957235646397,0.07363616798379201
LIPC,0.027430719723197924,-0.020349611897489184
COL8A1,0.020798935154989946,0.02022053547152991
GSTM2,-0.026222270411260216,-0.03255812800509097
SPX,-0.028763029290257803,0.05820197775757716
MFGE8,0.0470832377011796,0.054745619175830866
TGFA,-0.011999831335425447,0.00924375975212713
SLIT2,-0.040879810974489436,-0.023495144140661565
PLTP,0.03229514867530086,-0.04043582138215553
APOD,0.01660864419179558,0.03786896062687586
B2M,0.045110613531664505,-0.05283641074036713
OMG,0.027309261420246547,0.03268557268385193
CXCL3,-0.020409540334202572,0.04520381328882278
CXCL10,-0.027496004289916106,0.02928809612071744
RSPO3,,0.1235759102110974
NCAN,-0.037351036516812035,0.03769545578046056
PRG4,,-0.014213708288300963
ZG16B,,0.08402984682512939
TGM2,0.006380601323259626,-0.0199909920976755
VEGFC,-0.026920520012266046,0.01283242700632106
WNT6,,-0.019624788679953268
NRG4,-0.021616788730056232,-0.02951267214558174
PMCH,,-0.011007002550637857
COL9A1,0.044721057415909427,0.033840095110266824
GDF11,-0.01632397300140715,0.012980517384616514
IL24,,0.07479179706638264
SORBS1,-0.023391944969311945,-0.019125503236099826
DLL1,0.0565617026310761,-0.006375317499229461
TLN1,-0.02533285727563386,0.012891297502194827
COL2A1,,-0.007135524323921616
SHH,-0.010483209315426165,-0.01187913893225208
PON2,-0.010966203099382886,0.01890222782361074
ICAM5,,0.044734282614536776
HPX,0.007984276019353937,-0.023605210262470897
SFRP2,-0.039189777494628125,0.04622580209100595
CFC1,,-0.026114071250264097
CD70,,0.03336878316865184
HP,0.00872925500309297,0.01644101093841949
CXCL2,0.026338100658140802,0.010824539299709158
CCK,0.06885050950194588,0.025755535923965255
SEMA6A,-0.04713947780642334,-0.02278887372285475
IRAK4,-0.0035597920121089744,0.07234483324729898
GSTP1,0.028552942909582237,-0.01670591689861265
VCAM1,0.023019906425730968,-0.008333746330697035
