,UKF251,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
EFNB3,0.028522442994607235,-0.06150100838459934,0.09657662452434541,-0.0761622966985395,0.01675017330460672,-0.06985656314059285
LTB,-0.020975361649247144,-0.011882857494728529,-0.022288864152366326,0.03781942394126786,0.06888495030083455,0.07446473939385248
ANGPT2,-0.03273263802622221,0.07272170620466097,0.023802528455643488,0.03261527170729335,0.006319059758762775,-0.04021067685577534
ADAM17,-0.0038091730837011544,-0.017903483045483087,0.08008949914834809,-0.05001680310072028,0.0056032733690192455,0.07985061646301245
LRPAP1,-0.04373538515286901,0.021043651407357315,0.05349044000970016,-0.028898366090407294,0.043222964229479945,-0.06984255379035179
NID1,-0.004118553498391238,0.10024244896850618,0.016514373264168828,0.10518624679235548,0.025198707455984324,-0.05677632752043536
MST1,-0.005878598389377417,-0.03852274560093741,0.03803796994475758,0.01984140755795729,0.03538765908008697,0.11516179053470199
IL13,,-0.016129554205397054,0.005534098412625043,,,
DCN,0.02231439749946727,0.04355336177298577,0.12073661805276906,-0.07477410100982614,0.016180056178588337,-0.015580530644223167
IGFL2,,,,,0.019405189783110174,
COL7A1,0.025153391302586564,0.004697998135261947,0.12392747788001125,0.050998820332410016,0.04320620945861437,0.0420195034103713
CALR,0.025220396086397114,-0.014276907508700722,0.0687604951468209,0.0065536177228220265,0.008388717805748243,0.04405921081507949
PIGA,0.0495542968231253,0.04888606563316536,0.054011167974009344,0.012436530062608687,0.05435832893586633,0.07214244408535628
CD200,0.05581769803190501,-0.030786934829737298,0.044647532360921255,-0.0227661676882899,0.08361953905294336,-0.06311087745047368
GRP,-0.012203964122937332,0.08367138950708475,,,0.11030728848755363,-0.011709848076583776
CDH1,0.00477045971200715,0.10055273203107215,-0.06455182913075358,0.00016009879557809986,-0.014136580447667373,-0.030309491772293244
LPL,-0.0038171350911666915,0.0384421801948098,0.0029142300883794325,-0.015775492736168992,0.029932218541264047,0.025117591028380307
SEMA5A,0.0902223440041641,0.021487974932946616,0.08365677581450766,0.13022303786702372,-0.008394051141528299,-0.08628503426892341
SEMA7A,0.012848921757909627,-0.017205641528470046,0.018513110774299193,0.08973486333745102,0.01700122394392719,-0.04777599626662777
SEMA4G,-0.019870133461412948,-0.036068597750590826,-0.04453486442628519,-0.039362149262411085,0.03885018405434251,-0.04217866216323757
SEMA3B,0.029028294801399818,0.021252411582933204,-0.030538881369562194,0.046773199980693896,0.004459814178541965,-0.03510851118675067
RPH3A,0.029140249323629415,0.06278286667392016,0.013915874579729266,,-0.044316609082427315,-0.08620909130586392
JAG2,-0.021573473788530667,0.05393426559955997,0.08097196825829198,0.11213631973433945,0.06698031013551252,0.05027223738670465
CGN,-0.016615998748336934,0.005601498360347276,0.11779095450958965,0.09201495375300424,0.02278737284944437,0.05371546926561243
GDF15,-0.002573182952746021,-0.031048776465393512,-0.0250879327703988,-0.011203735230392349,0.04846527949102087,0.08054923287614808
SEMA4F,0.012305208603453788,0.02432405263061408,0.12438661929474389,0.06396931669615322,-0.027400797666038056,0.06348555630478425
NXPH1,0.10053592703362861,0.06080243129472675,-0.01096021404658353,0.07744324835367476,0.07228429633207965,-0.07646021583972953
ARF1,0.0339395018233799,-0.02144406526703046,-0.021938114359628683,-0.0017540243858783899,0.027682979877899562,-0.07687437709410064
DSC3,,,,,-0.018429309637204367,
EBI3,0.017020188537301337,0.02512262323533512,-0.06286442582570949,0.007839609537420317,0.08174523048684434,-0.010551381163300821
TIMP1,-0.05626902517880461,0.05267481888327342,0.007042248676580518,0.015206347617028623,-0.03548623888811113,0.057702762855746215
SEMA3C,0.029051574886950284,0.14297137554797493,0.008067735487854453,0.04800696789445736,0.024068924646092504,-0.0020853030719453587
GNRH2,,,,,-0.019970668690511756,
GAS6,-0.02275188363266222,-0.07874663648175238,-0.018490508428516673,-0.046587653659964826,0.02826729632651535,0.004359576323123579
MEPE,,-0.025479074057916086,,,0.04099360934637659,-0.07217025688767491
SERPINE1,0.027031709834783733,0.03999961587172232,0.04815211442600538,0.08559914285087988,-0.08124782366834905,0.12247119551088938
RSPO2,-0.01910274928376188,-0.030127251119922427,,,0.033097484159796506,-0.052422269616220055
SHBG,-0.018408410257796767,-0.011082992171002526,0.1311908275713178,0.0031828019565168777,-0.004828078811379639,-0.0352970902844532
LGALS3BP,-0.048774951502298554,0.03720249864038041,0.02108246825586665,0.07503336026689823,0.034288257408365344,0.04380005982738325
LAMB1,-0.008811667247414766,0.025363328707728956,-0.09576577693523311,0.04211787565667942,0.048389328854413625,-0.00823050875571922
SPTBN2,0.0516729994184178,-0.04977047099653286,-0.00558345725139502,0.06463113979633707,-0.002902415377773512,-0.04949123778694527
COL1A2,-0.005272446105540148,0.07675514963090813,0.07688825294658616,-0.032910357502032334,-0.024445777610314585,-0.007673532067761823
DEFB1,-0.010802296650251104,,,,-0.028624256521750793,0.10010253444121431
CEACAM16,,-0.02011814111505539,-0.055279756298462046,,,
WNT11,,,,,-0.024458001018220613,0.04711770846022375
LGALS1,-0.04070054160511081,0.02956176814387375,-0.1005208548418075,-0.07112865326781904,-0.037966083616524086,0.12369669395379408
BCAN,0.030464797517165385,0.06519904751202234,0.014215930784792276,0.05825030465544383,0.03725561175501421,-0.08314519415398386
ANOS1,-0.013389798625790815,-0.0354179946392459,0.13649053886984308,0.041573480145213615,0.031936783863750505,-0.04193733349957147
EDA,-0.007933974222346497,-0.02421029687809124,0.03128174579334349,-0.022083221283364853,0.06452974203444205,0.07183818343667697
FGF22,-0.014874595120777243,0.0029738426167514056,,,0.052179259017091445,0.03684411332039385
SHANK1,-0.012055898491443588,-0.015503242796015506,,,-0.005659055956872474,-0.03287538195810356
RAET1G,,,,,-0.022979359187002172,-0.02007024071052122
TGFB1,-0.02246120011142968,0.02481820154577826,-0.06392549197245953,0.026228330610844734,0.030446495513044493,0.02304288923873486
MSTN,0.07034118196752963,0.02366810221565251,-0.05965783435782512,0.02753958641137062,-0.034308069210549644,-0.027139123715742813
WNT4,0.1501809711415708,0.027423198307807966,,,0.04037315333798715,0.11227986996336702
TNFSF4,-0.01769006464794317,0.006050231264279469,0.03843626423263099,0.03161965066420956,0.08980871551335863,-0.009349645269769691
NTN1,0.03041206481781612,0.01811957530407888,0.08440472243152342,0.02434234563566186,7.476271299469639e-05,-0.007547363648486162
CXCL12,-0.0008515841025655598,-0.010108543158670626,-0.07698842171981221,0.08419930698045769,0.04135968888943271,-0.02367451125228657
GNRH1,-0.01948973723395221,-0.0013088571200403228,-0.07149506420746851,-0.0049392232409192815,0.08008234127204061,0.1361115809953294
RIMS1,-0.02908294427045049,-0.04048373718797952,,-0.029786638593615657,-0.016987982025251355,-0.017335739798014806
FGF14,-0.049287327556155835,-0.032683683651378075,-0.009863905236557054,0.0024893964095437124,-0.014665928492843911,-0.0886195162147557
IGF1,0.057633043280344236,0.04364519374896322,0.10215034531745806,0.09004947773187516,0.07168939761404297,0.01978021163942843
TNFSF10,0.05936572154164877,-0.030345409801078367,0.04281724377096725,0.04891168843551827,0.07339688589707642,-0.03043331721599281
GDF5,,-0.011256681632660623,,,0.0015767721821378622,-0.06790570589543543
RGMA,0.019951953301357548,0.0006215033257377909,0.032223044359337934,0.008404001840108137,0.0020666094420061292,0.021240023621998644
WNT16,-0.01096647658212209,,,,-0.043174272183546226,0.003232628776080459
CX3CL1,-0.01985612185847257,0.017913676412592467,-0.018316842491270826,0.13862698004308024,0.08245127083607356,-0.0581271241981224
FGF1,-0.022293045747574618,0.07086715456124724,0.0033275541858435852,0.005325821678457616,0.011537094959137921,-0.06593309947749787
ALOX5AP,-0.08669065160376,0.014802578300503473,0.03012868028923217,0.011491708583693588,-0.02148437208549497,0.02080248425794936
IL1RN,-0.023625755987906154,-0.012089328102186356,-0.025587285755274643,-0.07167337884517476,0.049493542836229934,0.06336721825270746
NPW,,-0.013464879369830297,-0.04223814619777773,0.009864594918214977,0.07083660083225672,-0.005125929164261956
CXCL9,0.11479346092353333,,,0.04008577983140322,0.008203327397275615,-0.03650815635025712
ANGPTL4,-0.04271810730275245,-0.10407794963316516,-0.011442457158401224,-0.04806943423918074,-0.028370795149879165,0.07993809119492214
UCN2,,,-0.051465968427616075,,,
OBP2A,,,-0.062179217087962486,,0.1216180047926717,
COL4A3,0.026632571998663257,-0.015246115668290318,,,-0.007297564108386508,0.10247200715250919
NRG3,-0.030713287524698103,0.0029331756100007605,,0.03216956485487133,0.10237801150725447,-0.019539415638599126
IL23A,-0.014628087617166191,-0.018549513851298563,0.08009802466666947,-0.048916338096118055,-0.029883447276273335,0.04895344752517807
COLQ,-0.026944545901457364,-0.026656092380616565,0.1352524262062278,0.026450054620616986,0.017383092568729414,0.0012601947363422676
SCGB1A1,-0.011128338539056174,,,,,
TNFSF12,-0.0207806597631783,-0.00020083989571068137,0.04438546195483319,0.0024360281618559334,0.038324635951783,-0.0008188900147366687
DKK2,-0.013058953796578197,,,,-0.0076846008716223635,-0.03402255073443472
FYN,0.0008565007376585302,0.022928763753332356,0.0021050494338305113,0.006915041505942886,0.03127781985605794,-0.051104954627176784
ACE,0.08834513614248106,0.1514675789324291,0.008757281074822498,0.02075328031382543,0.01782539732414387,-0.027963254714896416
IL18,-0.025174557151172013,0.02629110055372854,-0.07815543278827107,-0.018900704485084432,0.055498672531267314,-0.010315324762381579
PPBP,,,,,,-0.022494181475631748
CCL27,,0.009849047540840601,0.005025449507651619,-0.019027800453847492,-0.045340437472184365,-0.015768171804849036
SERPING1,-0.04047068259154526,-0.05767481895049609,-0.007217807879302794,0.00727504295028898,0.002126701090534854,0.02253789719103303
AZGP1,0.0811385228380993,-0.010311844569718115,-0.0014489243944752939,,0.04276328673085116,0.04830941981120954
INHA,0.002302422658047643,-0.008782133909385998,0.013045775115094568,-0.06242358489361951,-0.01908519869484141,0.06596369875622544
SEMA3G,0.06513538391993628,-0.017204292635347517,-0.07684471970591666,0.09078212306428712,-0.007497514180220862,-0.00253656540877658
COL6A1,-0.006865830865218256,0.016935606818746382,0.0769869560462251,0.04348193296705812,-0.006672568089036799,-0.0020637341512838377
FGF17,-0.012203964122937332,-0.016006086063895638,,,-0.01972163908126076,0.044071838662736514
TNFSF8,-0.01080229776234616,,-0.0033604818590274063,,-0.02625456318041929,-0.02533027796242258
FGF20,-0.025749342949741457,0.00836484569033509,,-0.03580120184171794,0.05484268511884666,0.0904949881655378
ICAM3,0.0642145248378733,0.006265240091638988,0.07909755513515716,0.03499566750258682,0.041054242318189,0.014423767642729719
LAMA4,0.016014175865636807,0.049051741522103634,0.0629347604442567,0.006238982112679112,0.020808356120142195,-0.06354614711828684
DLL4,0.023977330378526424,0.0014051018926052462,0.03747196419162623,-0.004480745356398712,0.04292710495755918,-0.03653504252859415
SEMA3A,-0.020336926471450915,-0.02395001758812993,0.05820957719958714,,-0.0011145906350930757,0.02629882899934386
RLN2,-0.011600951258197906,-0.011596590794398213,-0.06233484265347745,,0.10705126988996455,-0.022028915272882133
C5,0.014596045752761045,0.07044241645096977,0.0028461972563498914,-0.007582938512996121,0.11775030052302027,0.07879152432453516
COMP,,,,,-0.013221985012653408,
EDN2,,-0.030562425992110034,,,,
C1QA,0.02161301122534095,0.04851250758826473,-0.08989282402631191,0.03867136819503838,0.04502206386102258,-0.016507980887241334
UTS2B,-0.013196372796037973,,,0.10476349739917608,0.04565717728056393,
COL9A3,-0.01759537742098156,0.05206282998785649,0.010658482797340003,0.10294286109894243,0.046933595648548994,-0.02895470854680259
DLK1,,,0.059811571271515006,,,-0.014972148296312753
HGF,-0.038675724151874875,-0.017662896602207632,0.03497092723117497,0.09855038725226319,0.033137296876611946,-0.03990142293095703
P4HB,-0.04144520238959607,-0.048906503737387,0.01822957953061138,0.04121395175622797,-0.02893330414207621,0.07877528964401266
ADCYAP1,0.003126964113894991,-0.017087905114290234,,0.05901607744930455,0.0019370108434394564,-0.04539632440794769
GREM1,-0.009997987924933267,-0.012469321801824812,0.044398475041423274,-0.0032268105888146282,0.06265876486849173,-0.020896940320020596
EGF,-0.023121833035087008,-0.004578981923542988,-0.019177608003624728,-0.03580117160105355,0.05885527730288947,-0.058388185560791575
VEGFB,-0.06028933188248568,-0.013249922655305928,0.03259286968929785,-0.15132930604665498,0.07402110072416083,0.02226871558888448
FARP2,0.019721636780940056,-0.03455526485825893,0.04456490296268267,0.058159351273379616,0.01913797236619204,0.08007264266634019
LAMA2,-0.0021484978894747886,0.06545751306001704,-0.02194379849939307,0.02994564553095346,-0.022063220364471944,0.00913317211269164
NRG1,-0.020449345475074078,0.020651877831540818,0.014140925595914226,-0.0332780394428848,-0.021363684493659413,0.04142636882086787
SPINK1,,-0.011596590794398213,,,-0.031727884295582987,0.10089213666566908
EFEMP2,-0.0290738823305644,-0.02816818435041051,-0.007940247764917828,0.14733065373481463,-0.023800750425288876,0.07719813788789037
SELPLG,-0.021117972255628028,0.025045293691402126,0.00523757764932663,0.006807692949409652,0.10086538753070105,-0.019317783210357996
HLA-E,-0.037132587375147914,-0.008099511556748255,-0.10060944574157414,-0.01594097006146347,0.05707604602359224,-0.07423255522023608
PTN,0.04105413770260242,-0.0035960319687001144,0.11513136514816384,0.009576454869567125,-0.009315898920433725,-0.001413375058758772
CD274,-0.031961453229512334,-0.019084987542115257,0.0077408314718526465,0.00601475371854068,0.003873468345707649,0.017440284377065518
FGF10,,,-0.07406583176805086,,,
CD14,-0.06596241448271288,-0.0752088845852366,0.0026002954010116005,0.08119887779031525,0.07014434679012907,-0.040591404894754074
SFTPD,0.05175952236672048,0.05183460598511585,-0.05650410716968492,-0.043857753373764914,0.017916739429238604,0.04137366563376623
SLIT1,-0.0010748479215658545,0.06922434220397324,0.0685748980738052,0.025404868539729657,0.05359822149002677,-0.09870079446128525
CNTF,,-0.013464879432259033,,,,
BST1,0.02107168991548613,0.021938106805886235,0.023891243677343025,0.057000137127667695,0.019265501660800044,0.034558895639560605
AGTRAP,-0.05724983697734823,0.04050290826581453,0.032586698968336984,0.021835587633183752,-0.024902704517027616,0.045048814370016885
LAMC1,0.034931422547827586,0.07855060358125496,0.04833641964988123,0.04527303942856516,-0.0182052042271751,-0.0019820400675643834
COL6A3,-0.016944648706972425,0.12279985167590336,0.0105586314396464,0.003998856271299654,0.007794893760927376,0.026278253431163367
FN1,0.06441439969982848,0.10590034692405179,0.05229259348024972,-0.04158027527031858,-0.05765977295725267,0.06821001369550911
MIF,-0.000971583646069552,-0.07754957780864793,-0.03763372764455884,-0.13722897161276273,-0.045459349766378686,0.08419834292484571
JAG1,0.03626891869494321,0.11491243676396509,0.0290151553167261,-0.02597263866561447,-0.04880950912243237,0.04559046537560316
NID2,-0.02024431258713821,0.0184051859473325,0.0074433147109842735,0.00015630391160121937,0.017434391464694103,-0.03583286388037539
EFNB1,-0.06256203124986166,0.03794784728609504,-0.053144011960519696,0.04638670897557771,0.07269205670452071,0.018910072737118866
COL4A2,0.02746558211136793,0.07031215407042267,-0.004964571016063931,0.014838407509032094,-0.013890763054262258,-0.07158340244497616
SPP1,-0.08371935578607002,-0.004506616715212368,-0.0720672923081313,-0.09781944640326154,-0.0804010849275275,-0.007097843370720995
PODXL2,-0.034547960533029255,-0.01579517855521748,0.058663219579142604,-0.0006769607152440988,0.09821948436422213,-0.06404772306775354
FGF9,0.08366323441047965,-0.025145784763038248,,,-0.03221530604916756,-0.05371202859408102
ITIH2,,0.07330917040238726,,0.010826127684167497,0.09782421568632209,0.07108532980213557
ADAM10,0.01877260178495469,0.05248337309201822,-0.01620623321863409,-0.03957536581315021,-0.044257641512220676,-0.00877084282948796
CFH,-0.025775223876535677,0.05342855472394206,0.07107548116836651,-0.09049551875880568,0.03297925287715827,0.013915314439608603
COL4A5,0.03496142064939058,0.0573382261227829,-0.021887599060865,-0.0519824121621938,0.034075567547611485,0.05941034391692653
LTBP3,-0.02350212204732207,-0.018656486486244715,-0.022899838145895045,0.010102944062720429,-0.03741718215908355,0.0695439488458569
GNB3,-0.013210616933762801,-0.02439588963943021,0.07187076935546363,0.012562232490040303,0.0558422914686723,-0.010071487684846626
COL6A2,0.01869793074941341,0.08232401782688457,-0.026433079191445767,-0.01789118574430652,-0.009940234896808125,-0.055521093375152014
PLG,,0.0027611134111276948,,,,
GDF9,0.032231491510601507,-0.022826677044626296,-0.045976502869083245,0.07260259494487085,-0.009803669934883113,0.06988155145555118
NCAM1,0.0010312455937331714,-0.0325443749372417,-0.07175602005317433,0.0330043979286369,-0.008402907694985135,-0.09767292305766057
APOC2,-0.031509239435868405,0.028400105869274668,0.05525737594071057,0.042037814117150435,0.06642045241002871,0.02385621338376742
BST2,-0.09939141789177872,-0.008818543201509927,0.05747389807404756,0.043036665428420225,0.020928300845450516,-0.04687336780323815
COL5A1,-0.014192751122407124,0.05537004124186986,0.004892639786990273,0.01877395474268033,0.0021279975089079643,0.10408399193172796
CALM3,-0.016691527895336143,0.00844669926390617,0.09793965313696094,0.003005131026060069,0.05413898822371837,-0.12122801612412445
THBS2,0.012491267162654416,0.02043015749902486,0.06390412773424244,-0.031239716788321145,0.0248782124260432,0.0632432537631905
SERPINE2,-0.036651439685694474,-0.03266369920096353,0.016991798668832516,-0.10133973984305085,0.029284973332739155,0.0367118050849784
EFNB2,-0.002507431643301958,-0.04079110059736121,-0.017442855291732427,0.02485110368259955,-0.032185095257703286,0.03190548333984537
PROK1,0.03140147627635036,,,,,-0.025122268951022455
MMP9,-0.0109664786776792,0.1099714691629035,-0.00785281851667716,0.02967969069088964,-0.011176183877245675,0.06316830790545516
DMP1,,,,,,-0.021313751334670134
NPPA,0.10928671442445775,0.0523055986047064,0.10039951261667462,0.03179628001516099,-0.024662637372687223,-0.05262667664407974
APOB,-0.01112833965172396,,,,-0.018694491830334437,-0.004874591291264949
C4B,-0.01277996206904574,-0.02011814009615956,-0.0024434083641677404,,0.09804196135746344,
NTNG2,0.015933473972251682,-0.0029671838398493823,-0.14155175580404503,0.02056785402185795,0.009712997798480037,-0.058550583355128645
LAMA1,-0.0015464832340900388,-0.022428461508737098,,0.10002320926613764,0.004213936696779317,0.1076164835559357
UCN,-0.015139333537853438,0.017447390062920363,-0.05340093587812879,0.07394057409898688,0.08383243442188508,0.060167844500047134
ARTN,,-0.013464880368690188,,0.0020086093287039614,0.005472199557123048,0.033725483887381134
PDGFD,0.005388797815290573,0.07282830102790303,-0.049103970964139036,0.13642317017891634,0.055751238019874944,-0.007194909917060269
EDN1,-0.0013478417597525701,-0.002622138388652595,0.0326006637098118,-0.03472064046343583,0.05815925628652203,-0.005545191798171905
ARPC5,-0.03729119797751704,0.07110971608924177,0.0471635296591857,0.030484986753868074,0.027106482706445275,0.01861752365187574
GSTO1,0.008167929791485838,-0.012532481893078984,-0.03827220277625147,-0.011915933394652568,0.030084497712540837,-0.021502137932380563
PROK2,,,,,0.08227332767335697,
SYK,-0.0248349316466972,-0.04140717844381013,-0.006712113849032721,-0.027196531250141653,0.05199086251210223,0.008623688647195864
CD40LG,,,,,-0.020216828513373412,
ST6GAL1,0.0002721000573570606,0.04843331332197162,0.048539511852707114,0.05636537929088825,0.11870718073120791,0.006206054934663658
WNT3,0.06353833853970618,-0.05245032913348899,-0.0588274559620643,0.1222843756523951,0.0148562769987784,-0.01641970084997397
HSP90B1,-0.002988301734315841,0.004874399194936942,0.08006664094426548,0.08398126336841916,-0.046560950948089756,0.03901712769258291
ZP3,0.05677301183220492,-0.03408465879783942,0.0007917537353087903,-0.05018360202823082,0.06908114053497227,0.01927357567881645
ANGPT4,-0.015592521137293074,,,,,
NRG2,-0.022966269926576265,0.027441298539454317,0.040473922606043974,-0.023747751085783142,0.004689230861823652,0.007327245555201048
MELTF,-0.015861966501887568,-0.04600301548628715,0.021226701650832198,0.0641974712615521,0.031648867551529125,-0.030756555287983975
NLGN1,0.017578918122978664,0.034689974109397316,0.028789229355273015,-0.02723703832614747,0.02337064305520485,0.02641056743889623
SLIT3,-0.007581054420818312,-0.022056569568236453,0.08642302648471628,0.055311788414044404,0.07152323444915386,-0.02214452338913806
CCL8,-0.010120083866275071,-0.012563675742242127,-0.02225218031453525,0.031726552250941065,-0.028117184378607378,0.03849429948545607
S100A4,-0.09255966439805072,-0.017891248358564486,-0.08391608825125431,0.04743006390639418,-0.022985665515242674,0.026900495045261923
TNFSF13B,0.0027490992701507564,0.008643289391771085,0.053472983348301605,-0.027058659369204898,0.038206532173041055,-0.020818838439238756
HSPG2,0.010527609498663056,0.08250643526234018,-0.006853079316366723,-0.007459887056578757,0.009770680553787449,-0.02127023142197945
FAM3C,0.004705276590977687,0.04509264381634263,-0.025874111478262376,0.018468708696701735,0.009822431556952364,0.03882133560856501
FLT3LG,-0.024754865598677456,0.03370608529912264,0.022657795375031427,-0.03615756527622063,0.04548978244873873,-0.04399709945752308
A2M,-0.003949670527800805,0.09247233536922275,-0.060892894764335063,-0.0038372896817781624,0.05556360851529139,0.0210821200938254
VCL,-0.01415493658468734,-0.0066723969996256936,-0.03834192069571975,0.025717444990534532,0.006015336714156874,0.02240447229081519
FGF2,0.06551751830000693,0.031739527115039724,-0.009853752625141423,-0.04805933711416527,-0.027569080213647363,-0.0020335813073212882
AGRP,,,0.03520690263780539,-0.03257770436852876,,-0.01875106017981695
CNTN3,-0.011445484702031782,-0.028793077820516717,,-0.005408077046266958,,-0.04540334415838
RNASE2,-0.03342889676831746,-0.04944207981773392,0.006599245090154519,0.02426500600013325,0.05440267435293323,0.011088474391172042
ADM2,-0.019004929195011865,,,-0.030092439598821345,-0.019214517174399055,0.18177807828850656
GAL,0.03120294510761997,-0.01777587962524586,-0.00892652528779429,0.06658532942374754,-0.018956184862391104,-0.006448032661018387
IL36B,,,,,,0.20015731675362852
CXCL6,,,,,-0.034717772149336044,0.028293880283875132
PDGFC,0.05311517155045544,0.03162088402522752,0.051795845408075754,0.020549223505813306,0.012375796826728694,0.0219962513805023
COL8A2,0.02145233923308567,-0.02622515640874981,-0.036414536232937125,-0.008680061894318393,0.06092979553039202,0.013626361803365199
SPON2,0.08591425773558227,-0.002330591227475955,0.008904618443424463,-0.029273401020297345,0.02610649296968514,-0.049298078911536536
SEMA3D,-0.02795779420462132,-0.013609605214744967,,-0.035801168720994266,,-0.03714433703638783
BMP6,-0.0109664793547056,,,,-0.01737562467122957,0.22067591515142837
TIMP2,0.01446313121175177,-0.024664147865532674,0.021311802623003705,-0.1015188493150446,0.03740875803720988,-0.04084758668536909
EFNA1,0.020441628945924366,-0.025093025457107655,0.005891358166419586,0.07065649917575062,-0.003779014703698203,-0.013849241324115835
S100A12,,,,,-0.02093906704494001,-0.0176298296127636
TFPI,-0.02664965419440172,0.00959011902536941,-0.06622195059623352,0.06256070612827244,0.03940228839131155,-0.0560003139267935
GPC3,-0.017267645434233227,,,0.0005079163688650935,0.0546451223216101,-0.058150247611943505
NMU,,-0.026378250434754818,-0.03192424321105399,-0.040338093064871954,0.07845551095352726,-0.019449357609283752
SCGB3A2,,-0.01876532548352732,,,-0.030225929081818023,-0.02057594366276595
LAMB3,0.014495420853650558,0.05349437481264875,0.12498146439275679,0.08947465999365621,0.027045461165595686,0.013245074432347381
LGALS9,-0.03731069608573379,0.018136240132620617,-0.03045693927237381,-0.04540391858235064,0.08373576771307235,0.03117258897416566
VIM,-0.08914071721156781,-0.03594482442626162,-0.038492873967599525,-0.05881931168720377,0.02723539515897578,0.04798229303625718
PLAU,-0.04041914904516146,-0.04111054326293153,-0.02568324433841191,0.12726873150903864,0.010262198426386314,-0.06552952337114329
TGFB3,0.016804708122406573,0.010732746356044235,0.11496277732156353,-0.040509866218760834,0.005485152010760125,0.07053835569407726
APLN,-0.031569379637845084,-0.03337379234421633,0.07064732166396905,-0.04352557677878667,-0.06490421409140226,0.020300667496125583
SHANK2,-0.020915983872617793,-0.04458593760796164,0.01683426825363254,,-0.015514300801766735,-0.043312487501094434
LTF,,-0.0006873211142683141,0.05143146374821142,-0.03762818603009257,-0.07083123254898731,0.013057499251925151
PYY,,0.018109226404647058,,,-0.03172789874503445,-0.018751064811918676
PENK,0.1370561140965573,-0.020118134503074512,,,-0.022760986656475586,-0.009695858208160492
CTF1,-0.029496642447652797,-0.020518655761542447,0.04583286988263354,-0.01712573000395266,0.03424369179264428,0.03527789055079512
COL3A1,-0.03612440585287984,0.08144401447092467,0.07456368877599419,0.0845408632322639,-0.004125166219392388,0.011675735721968613
S100A10,-0.042051176543029534,-0.055487468647036756,-0.027759679063876917,-0.11641088764766254,-0.05301354826140951,0.1141288521492554
FGF13,-0.0068666126161482976,-0.013845176700780166,,,-0.017826457997101863,-0.0686961642865161
SEMA4A,-0.023933691091142115,-0.021944831677854607,0.030342936255508473,0.07263136115792591,0.019775125017843672,-0.03983834043586466
EFNA4,0.0400527547838524,0.035000034273952055,0.08490632577554069,-0.00791408042132073,0.00892613491098575,0.0103117550962988
HSPA8,-0.04257634384401176,0.047262323441072104,0.06522970145277338,0.0912916543429317,-0.03906893289257336,0.028842778361792415
NPB,-0.012920167608913494,0.08352888371933233,0.00638621531439765,0.019201601265469645,0.05603228215074073,0.02192380024926974
ULBP1,-0.022032965952632225,-0.01256367544234811,-0.025902629150074935,-0.03257770436852876,0.08785118953876016,0.11599002007837214
SEMA3E,0.0015228471009331012,0.031116122049232767,0.06656850106628691,-0.036677082151304954,0.026017000861074637,0.03633365118203954
ADAM9,0.007892259944385912,0.053779104912981775,0.01042043284631133,0.05313360264454294,-0.012477070694099658,0.007753896714675119
ASIP,,-0.01612955301724283,0.06146208370251558,-0.03814893712971634,0.1675356235671766,-0.013560242957141744
IBSP,,0.03475690721422141,0.04899453107005755,0.09580780644046302,0.01830681300387978,-0.039130332265190436
FAT4,0.0701421487984941,-0.02395002127452363,-0.0806490406068705,-0.03625609249927839,0.04523656450988989,0.014322720104126574
MDK,0.015827235909626137,0.07518188619841541,0.05256958333286557,0.06695437912721923,0.04640038080750641,-0.010214839854222025
BMP5,,,,,0.029085176336205436,0.06273789809606532
CAMP,-0.0109664793547056,,,,-0.024865776230051928,-0.025741822404298488
HSPA1A,0.03151078035219508,0.03301015114361803,-0.071017104944218,-0.04106268781531082,-0.005909141356491608,0.059595213957199
SOST,,-0.015503244603069552,,0.056748044428222934,,
SEMA3F,-0.021772643691068162,0.07512651304888263,-0.034621055776388576,-0.06504979709635485,0.053254418064952784,-0.04491590032255188
ARF6,0.016950109350058248,0.022810018881740026,0.039240724559712246,0.07253206242767304,0.014285396955625175,0.02461919018899294
IL6,-0.014503379351223585,-0.016006091488159704,-0.056504125932192305,-0.04082617297057169,0.018144976664071746,0.06924684956914827
CALM1,-0.004313790513083978,0.04498495294010661,0.050018676025875695,-0.012248365128904246,0.01180447462348171,-0.10926655277114557
VIP,0.03120952063526617,-0.0235993266660305,,,-0.026248006450878054,-0.03252264338841422
NMB,-0.02360877736185725,-0.03266877691203238,0.0869421216733148,-0.014037119071677632,-0.03515049972792942,0.05222284836849662
CCL26,-0.011445485444799312,0.0008931219962139517,0.02319868817206981,0.035217959181727786,-0.0031318255401114993,0.13532617961267082
FBLN1,0.06125486575177838,0.07772159277273358,-0.0018003625189821125,0.06468474900016415,-0.0011496923411245578,0.00910674528982732
SAA1,,,-0.02579225338109631,-0.04891634426598427,-0.01936724916254971,-0.01070607778246383
MICB,-0.004838789571250735,0.007436653804887123,-0.030264621571229906,-0.011462081558103578,0.05616005336068057,-0.012421321921650545
MMP13,,-0.01072753226799983,,0.13737474786412282,0.0149169121035377,
F13A1,-0.01605473859210828,-0.0229750387945429,-0.05306846886953207,,-0.0030870023615726353,0.02838087874933545
CXCL11,0.008107524800290845,-0.013170941500268287,-0.04669280696141579,-0.04876103868940126,-0.037080825471311675,-0.027082747347385593
