,MGH258,UKF248,UKF251,UKF266,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
ITGB3BP,-0.05704820203523042,-0.028809761819937087,0.05584841757558078,0.014823228825553258,-0.059223006350318914,0.02482359281041763,0.028338218918306336,-0.034693983240639346,0.036874802910004396,0.09659313562593459,-0.03363749790870422,-0.0034900168124981606,0.0293619234679464,-0.016023571547594248
AANAT,,-0.026820926508873428,,,0.10488715506036878,,-0.05039594016075146,,-0.02574615335882764,-0.01750320050782655,-0.02160667137370279,-0.02934982100768605,,0.05235056980762874
RELN,-0.018742224608860644,-0.027085648377662825,-0.029082268450101745,-0.024463716966081826,-0.02708891705926922,,,-0.062151560813500775,,,,-0.0367037609003396,-0.013670360964204379,
IL15,0.04831151760954285,-0.009390462719676293,-0.020885183044233493,-0.012890039571226529,-0.017696221970727826,0.028751240234507994,0.041201692625186484,-0.02840616482101659,0.02172716119846967,-0.004009040939799989,-0.03917269423475769,-0.03654987359358589,-0.027606961557740856,0.001926584581248582
UTS2,,,,,,-0.003664517026137574,-0.053982755230079414,,,-0.014905256249447019,,,,
BSG,0.08821111978728086,0.03891024071525521,-0.029004876686473842,-0.05598933818251681,0.03040562426240289,0.061123334917693777,0.05141763231441679,0.08680224723895345,0.06988567132602627,-0.0857313464343504,-0.07890063744473602,0.023422839383843166,-0.03290974397627817,0.04514114490105711
ADAMTS3,0.01330017006098503,-0.04275713116761242,-0.004516912937663772,0.015696208370389857,-0.03197804028799432,0.08031743014481074,-0.00368126087504892,,-0.030828397580136044,-0.0069059744203165616,0.04078045743718259,0.01460139033582088,-0.040892142619868926,0.030190610832840702
CD34,0.05008428951036952,0.019440745076557908,0.03383051995396904,-0.013643304212938133,-0.004704337448740409,-0.06086361278161831,-0.0316621314980381,0.028694783800227643,-0.0043020257617922475,0.041415627741905735,0.0864527760785907,-0.007305094460533065,-0.007153764705627414,0.043276004905427955
CCL23,,,,,,0.14095767636147205,,,,,,,,
PLAT,0.03126026945471243,0.05020792622647815,0.024128892178141133,0.09606032385094902,0.035923243714074266,0.03815653169058876,-0.08402203814026557,0.027920733792212674,0.12893365942717777,-0.032477696731032166,0.11758840603661104,0.025399520667213876,0.0736872279533704,0.005698639228279464
NTF3,,,,,,,,,,0.05467594132399861,0.10201838232803807,,0.013037008149223246,
LTA,,,-0.012055897725588065,,0.0024437606506358535,,,,,,,,,-0.02397145748966456
CKLF,0.008030937702605264,0.03824151568520528,0.011247274724221263,0.07237268395395996,0.03885490641439378,0.03410815351154305,-0.08299278046424943,0.029180656341342853,0.0463736245457612,-0.04660397225544485,0.047481403499428365,-0.012072583659426536,0.07827549205653768,0.06361214708140055
CD24,-0.05223906138883148,-0.020078817158748034,0.03853187261683774,-0.03178880434644468,0.00857948948398758,0.15651045335931277,0.011421628867538886,0.10781390879825094,0.03221548267145233,0.0587566756786665,0.021111121427242956,0.024523360936716063,0.0016292717534532454,-0.038090989862483354
HSP90AA1,-0.026374559060476033,-0.043409950487982456,0.02773735792894893,-0.03349631324640848,0.0480692592026444,-0.039846972983286995,0.018596416369224156,0.018858516372057498,-0.036824316622707236,-0.07507098194149385,-0.08753860511117022,-0.009535591064697393,-0.059970424675145746,-0.0948842447561111
BMP4,-0.023266409155140416,0.017083663681486522,-0.012779958305916658,-0.05165368062429455,0.00792253435750623,-0.06034690414231193,0.053312636526773004,-0.02348171666606742,0.06557212839571525,-0.006904247028160486,0.007039111795481651,0.07095361167954828,0.09270407497246715,0.07971302659843897
SCGB3A1,,-0.018486379278470546,,0.02877587217321637,,0.036048926643915936,-0.04169040741907964,-0.04464149748880065,,0.07649570718685739,0.038434807915155265,,-0.023502957940548762,-0.03529703938359286
IGFBP4,0.02933114964596805,0.05415738773484684,0.03774902331170117,0.04084066276343005,-0.018383490910241853,-0.06945026194619279,-0.001923385935860852,0.07442543958148683,0.059894333748607545,0.030806479478743074,-0.007839431536552803,0.04016006786406946,-0.004105789991425285,0.020297331591473892
RSPO4,,,-0.019489735583127124,,0.01192114068714748,,,-0.04081812315242913,,,,,-0.015828241942050635,0.09385928221174406
LEFTY2,-0.02238398259293748,0.04063849998893182,-0.012203962492385409,-0.0027740569565002267,0.11235301979439787,0.1354720833991391,-0.06448776300932804,,0.12068041035003942,-0.01693666615397823,-0.018461211150843752,-0.022891996945078538,-0.021525363334952478,0.043057366384274785
PF4,,-0.0013853734852152051,-0.010966477549302144,,,,,,,,-0.014716193187386893,,,-0.023971451942491492
ANGPTL2,-0.01580502442745903,0.013097496327464275,-0.003944239147257817,0.0535893002617433,-0.06545971234694933,0.055028049404860516,-0.0584454638114748,0.021571207694409348,0.04902035965767648,0.025667755019672694,0.0941647757510296,0.020579914056333755,0.04632918845445438,0.042810997361283326
LRIG2,0.03588514720944788,-0.07467169978033958,0.030742400059363493,0.0049973489226144,-0.039906800244788924,-0.035951336176553265,-0.02173114084325031,-0.013445693208235505,0.13418773886375876,-0.016325045147415132,0.026247437347164636,0.054678404724371174,0.024192357706055902,0.011224535604393382
ICOSLG,-0.03110277357675309,0.011198628964820647,-0.041125366074757336,0.0003112142011787717,0.007241446418835823,0.09300888739192092,-0.02203042036129154,0.03773327224289694,-0.00546855136240854,0.019775019545800066,0.08083126646192644,0.04033726766724369,0.0072886263364592896,-0.009619462198678286
WIF1,,-0.03450527085503498,,-0.022633937634508425,-0.013892228979330158,,,,,,,,-0.01471388403882041,
NPPC,0.05221595406294084,0.03756156938289456,,-0.03156763818698927,0.06016749791980029,-0.03746006881638556,0.15614212622043444,0.10251187024741379,-0.030828338372352437,-0.01563817743803999,-0.027844024084209284,-0.008854469845725434,0.0436617485591681,
LYZ,-0.02132878067449597,0.07319150273361076,-0.037594796653541374,-0.013994137593542528,0.026416009936955715,0.10331999262651988,0.03971411602216353,0.06569620078832535,-0.025265845337154796,0.004985598631158101,0.008645764758822371,-0.002217868466293605,0.03575639076805856,0.06788089217849488
EREG,,,,,,,,,,-0.04049821134092019,-0.028471603091092035,,-0.0010075175686197074,-0.013136760372047574
SPTAN1,0.02228923459739562,-0.01822743633172696,-0.010319384005755253,0.008373781723142066,-0.010210628349859504,0.004064288030938347,-0.01809991160795066,0.034406638948572786,0.006936764008431648,0.001393982913887599,0.04241993590104579,-0.006646010065792803,-0.044650928513681805,0.006003959095312432
PTH2,,,,,,,,,,,,,0.004923376279885798,
LIPC,-0.028944379479085066,-0.023477261311095555,0.023994299730254062,-0.01998914619638193,-0.025151243534741668,-0.02117105538107334,-0.03755002401277693,0.013388628648334247,0.0055788016182271956,,,-0.03417762170345709,,0.040385504326939284
COL8A1,-0.03856559247321659,0.06436458449266233,-0.05419602595873169,0.04280811239426178,0.03382843327941257,0.07379464578867354,0.0127223555817928,0.06598296118600377,0.0005219687875621081,0.0028630544603315544,-0.009574492682320544,0.05923734213975019,-0.040769492348600854,0.05687336231481449
GSTM2,-0.0016785426756581096,-0.021325656900089196,0.004892340501650534,-0.01090026413496021,-0.029357565899385582,0.10226159310593233,-0.05101553935961586,0.054170486708191315,-0.004593700724413195,0.09411265774774148,0.00611781166591884,-0.002767016260773777,0.012255120841809797,-0.011507203705673704
IL4,,,,,,,-0.03589423925313529,,,,,,,
SPX,-0.016315522572245375,0.02925090247085598,0.0042403346998897236,-0.009160277435342088,-0.022637083221834407,-0.049660507081283244,,,-0.041815405857665335,-0.020116142481888807,-0.0182720348451614,-0.018368761591588754,-0.03895244148096807,0.013375140374682253
MFGE8,0.011787102182940113,0.03293680340260496,-0.013174360563239841,-0.030710480598615253,0.019427397381538244,0.06116992165594623,-0.05227019895019578,0.05019820741540872,-0.009248619653311457,-0.01285821441019076,0.022931636413759983,-0.018030879612800012,0.003456225755610672,0.0023696246036719023
TGFA,-0.01297089120176278,0.019408829112690353,0.012453924036268493,0.02141453922463353,0.056445170940156705,0.026463090818678526,0.007355751343216215,-0.012826763921175472,0.06586929438412598,-0.004023610589804762,0.08479661607938672,-0.04927216019311263,0.03474104339643618,0.03961953821268624
SLIT2,-0.0031997605956857723,0.03817057182160456,0.07608575723752764,-0.053771536672508995,-0.004716412996834439,0.08448831590243444,-0.08002227718432318,0.07442668647392751,-0.013996564679080545,0.032111675446744606,0.05795521841055599,0.07458913701832744,-0.028235562728930345,0.03747846903979473
PLTP,0.04002871500670445,-0.0015774825359067567,-0.01870659339587907,0.07400004170893212,-0.030223711684583526,0.09359103224533113,0.08040275271314799,0.055065532245546146,0.009427197512341012,0.0038522575686592603,-0.008876425881033172,0.022433890990131142,0.0432493018927784,0.04772766244988827
APOD,-0.08095707087994278,0.019207424815543408,0.01999671921285021,0.03450910975177264,-0.027730571507773628,-0.027882844060857653,-0.0313644112494306,-0.02517799818478399,-0.09897685493951547,0.0506134773587576,0.0983201668134411,-0.04095817444950009,0.023393921359912948,0.014252713933915528
B2M,-0.028990417952583433,0.06404490880142,-0.013522850282010343,0.025565738732898594,0.016166756574391622,0.17582666463662142,-0.04915202458104222,0.0006544007743061365,-0.010325055336640328,-0.028907518455498132,0.041591817236560205,-0.01867647361776319,0.03747573601370817,0.0240059553223679
OMG,-0.04069977999647791,-0.023808573405526876,-0.026491771919858256,0.009551374893188337,0.009028435877293052,0.06839888831530555,-0.02862999633970605,-0.010088243024586803,-0.12269908139578425,0.11810625800202686,0.14420285532474134,-0.026191305539739095,-0.014554181456731126,0.06590677732706875
CXCL3,-0.018205898966869236,-0.015975192692040674,-0.007520544507971389,,0.012026712138607535,0.14213156139354208,0.017398948858167444,,,-0.0751565944227058,-0.06829188243900063,-0.020668158087789296,-0.04440134760752651,0.06328381867433186
CXCL10,0.118475149328498,0.017508439797396108,-0.036778510766978904,-0.017619223807300397,0.014630190513406196,0.009941804631882045,-0.07736635395038705,-0.012721443192340684,0.045878265155045665,-0.02060260733705059,0.0010142340922250838,-0.02784441756849212,0.012362090725606078,0.016126704233392148
RSPO3,,-0.011552078089988942,,-0.023590561761619038,-0.006363111129731588,,,,,0.03256620563887658,0.005616747548046706,,-0.03443516819765963,-0.017083529034606155
CORT,-0.02260751406145902,-0.04820331605643693,-0.0195854344553293,-0.016587732169134548,-0.027425177742970343,,,,,0.015135278506519896,-0.015399748203835727,,-0.026324489182188892,
NCAN,-0.0527541297067203,0.014819195312689711,0.03714898367738969,0.05423688663495152,0.046232411167860206,-0.03392393556964186,-0.07719209478200276,-0.06457083699040704,0.016962969543493463,0.0004913631697316818,0.07421049523234827,-0.022794791112282886,0.011531459922397595,-0.0419916630310325
PRG4,,0.021946480713659476,,,-0.023006689211107906,,,,,0.09921679458543753,-0.02272327084765531,,0.026251508212984977,-0.03869879733508643
ZG16B,,0.0012893552630074308,-0.013196373364018434,,0.032640553970089775,,,,-0.02862110294587038,,,,,-0.02130132217878883
TGM2,0.03992200951000439,0.0352410610808493,-0.04094765105958885,0.019318977481898297,-0.041474354363004645,-0.004803587785545721,0.07560082139931992,0.0049896645406169015,0.014003680624564196,-0.05108646511391683,-0.011258579676489496,0.007581781199815779,0.042866494032017054,0.030635322121704434
VEGFC,0.12057298739280328,0.006840499344791155,-0.01694465158546525,-0.02642473660719242,-0.024676982651969125,0.014711878325193339,-0.04068863467526407,-0.052603450629128,0.1062325314661793,-0.025676588945081635,-0.030855482834322233,-0.027261641090788886,-0.027014325123522066,0.03454615792418521
WNT6,,0.02856025867162322,0.0139063876905854,-0.01322120889706238,0.0255807428894152,,0.2243260271105867,,-0.027218672261745888,0.04469228140303553,0.03014908633451473,,-0.02100666021056405,-0.025725724448416892
NRG4,,-0.017026606029323505,,-0.016185203783346053,-0.023628807491739814,,,-0.032577696556338895,,,,-0.02189070402895972,-0.02090160415911623,-0.017083530949262175
PMCH,,0.016349874485972138,,,-0.01800266258161389,,,,,-0.020279448489790085,0.07506718536864744,,0.2005046864847202,0.03320496574585771
COL9A1,0.051354566767824385,0.013417925371648005,-0.019536836830146027,0.0308183318845049,0.05706131894356737,-0.07944309493257957,-0.06696906178852584,0.03537182928507723,0.12058363862442913,0.05848562820778562,0.07540667945689189,-0.0032371230366354375,0.10474175706464935,-0.0011924382281026252
GDF11,0.004666535960315331,0.006750920919326817,0.034489625274118654,-0.004722561713854322,0.004516394805782897,-0.026243410288013958,-0.04703590065512836,-0.06923073368125437,-0.015907761289645304,0.05363146574824667,0.019735386994578816,-0.016106309306112395,0.008744739925690498,0.049622618988333415
RAET1E,,,,,,,,,,,,,,-0.018740512069578996
IL24,,,,,,,,,,-0.01511986812153059,-0.014481550969001727,,,
SORBS1,-0.041350602414854,-0.006528082858824174,-0.06912985049384168,0.03266044252950896,0.009592843879267806,0.04335178346790585,-0.08064085955790976,-0.06203234569255069,0.058441132873397125,-0.011051256231145867,0.01952079195418495,0.08442590277890719,0.052522256873715444,-0.005624102893035879
DLL1,0.03739678806014273,-0.047816777186614604,0.04955122819757148,0.028015101670644204,-0.004197561074749447,0.05510401014758516,-0.006699150557049791,-0.05636920236762711,0.06271133557380888,0.013532597787644629,0.048977932794759996,0.07789176127947733,0.02157519673159665,0.032613910840040894
TLN1,0.01663090307795567,0.019702548819787603,0.008200819226421109,0.04220845224002989,-0.012864333412002656,0.014569818078322746,-0.05484157823124818,0.06130779491155634,0.0014436673912857215,0.01687241019122704,-0.0019639563166788483,-0.01183837545405305,0.06919341054269681,-0.006986733740355324
COL2A1,-0.021234237370535272,0.03491901053698771,,-0.014323534424233553,,,,,,0.01831777511874806,-0.016235738642483823,,0.005894285012052088,0.043560693406217
SHH,,,,-0.015634195542579086,-0.012005615372625579,0.1331936337561477,-0.07394821876286785,,,-0.013774906119845543,0.07440056571259955,-0.016038491670499585,-0.0061480470439134564,0.006912945803154416
PON2,0.0026763685809577204,0.015819991863831834,-0.03729236660145495,-0.0008602329118621811,0.05827162297236809,0.016509020587725604,-0.01885463214162629,-0.07643184038422829,0.048825768183189185,0.02558618326879946,0.0379495112858403,0.031218815494282307,-0.011382228300927185,0.05883267112834772
ICAM5,,0.011065064876740702,-0.01570924095177265,-0.052299013545042315,-0.03205831896965747,,,,,0.004264154922754334,0.009854084182957037,,-0.01735165236725646,0.02191567406603558
HPX,0.014993695373886833,0.0553499713526031,,-0.01322120978892623,0.04486132822030457,0.061039555952464596,0.04371200941447838,-0.042380526518550496,-0.04690564972157226,0.039847485753172,-0.029796301678754036,-0.029349808988465984,0.0028495020984641095,-0.00761718228310989
SFRP2,,-0.024577690515818783,,0.0198971403607226,0.036756695777580145,0.13932797224950577,0.05504186136854019,,0.032850913529627754,-0.028606507602822132,0.03007184148160825,-0.0405526618355123,0.03426267866075443,0.10097441040163034
CFC1,,,,0.012151880911522639,-0.015478694943652564,,,,,,,,,
CD70,,0.023058645130089487,,,0.02045067960476704,,,-0.03535625923182552,,-0.02917633613117691,-0.036970824446170114,,-0.006423983505687394,-0.010195559767121389
HP,-0.04213345294596624,0.01106620958619064,,,0.02607226781034597,0.053941999564031694,0.08062340923194988,0.09824365242686815,-0.04841973557655317,-0.01706457830570336,0.025998113004462142,-0.010305392166609839,0.04390469986322857,-0.025555093801059928
CXCL2,-0.04921868172008046,-0.01038286591349558,-0.02029856381958733,0.01644042987251748,0.046631401153246176,0.20636502488557693,-0.050821610741920986,-0.03209426344539067,,-0.10342886157729186,-0.02435848715922073,0.03651899458148997,0.007680214662746517,-0.0014267039336526939
NPPB,,0.048462460661434975,,,-0.013553774790876555,,,,,-0.0187089869555067,-0.04221744817651193,,-0.01798647630054812,-0.01732933955141924
CCK,0.11616580804425905,-0.017490645852368335,0.010699520139775983,-0.04842081465787745,-0.0013730208662490642,-0.039722600474314994,,,-0.035622500209340414,0.01647337526190418,0.09862102070572852,0.051738425330580755,-0.02862567457984966,0.051533809203222855
SEMA6A,-0.057570875417678566,-0.012444808539067084,-0.010137236329585497,0.051481073808404595,0.01598564254863268,0.11995645393560735,-0.054685993780585786,-0.0792294284486519,0.08999025648520255,-0.0002973601900113709,0.02526079858940883,-0.013412118517216293,0.050142639988486976,-0.04280681635514178
IRAK4,-0.050345960264162576,0.06148470606773337,0.08922421042769446,0.024864955630311738,0.032547837629006315,-0.005234576631345018,-0.045148387955280436,-0.025050486394005714,0.06733100026776408,0.002082527498631522,0.01584996885207841,0.003215417286737545,0.03975594142945393,-0.028506553266945976
GSTP1,0.0006924402389986118,0.017673663330683667,0.0015884588601536107,0.009212144807410429,0.02073806081531564,-0.017723378199310916,0.08203156766416221,-0.005048456571665838,-0.07554999676500215,0.031503932780465246,0.061181272469800346,-0.022883420716847007,0.02746124591927618,-0.010218561603424674
VCAM1,-0.007956789465395245,0.012563899173192979,-0.014862700630284454,0.005211530650584406,-0.009466852808958131,-0.0006787642635633691,-0.06122908910325025,0.009976193905927777,-0.003992442316812109,0.016368720511377034,-0.017423265294832097,0.01511638894621587,-0.048993392138010475,0.06139438843841753
NXPH3,-0.024862842577273406,0.014988391725814338,-0.03438984767619621,0.01775804105002377,-0.004904316535519669,0.08861613332484317,-0.007061284332185853,0.06035209677415831,0.009507630584521825,-0.0272300436394866,0.022450531870252893,0.03253398171414233,-0.015802772010802563,-0.015415960010387341
MTMR4,0.007203869547723836,-0.04028094212644338,0.022929246665651472,-0.010182445925563522,0.012185382370441457,-0.013294528280883176,-0.05862753703632978,-0.0716803629199728,-0.029847460040859017,0.06508787452383362,0.03559571459380751,-0.0029079050735843636,0.004679969582275455,0.033716006101705207
LAMC2,,-0.00016362141334191899,,-0.018115195177006244,-0.01706269034587219,,,0.07951164108550693,,-0.018588498582891043,0.02508864552052254,-0.021164926951883323,-0.011681146497196721,-0.019857684511329052
IL10,-0.023482324817759685,-0.03012271494499791,-0.017480000604705042,,-0.0018309583770039473,0.08545873852516768,0.018697695861003165,-0.040267485106846246,0.010026647968666876,0.018540179936381764,-0.001851825639318132,-0.020415604613773758,-0.003710728392013559,-0.0007509553845694922
SEMA4D,-0.04831659288694777,0.010821099092937285,-0.01144342664811304,-0.0005893982983585914,0.008968461192131185,0.03511228955341077,-0.07883440841385742,-0.09340863811444444,-0.08760516564887853,0.018292494682732644,0.04252008594798691,-0.011042495894488287,0.01246706266353172,0.10477774941576999
TRH,-0.02075803750365641,0.023733197280813724,,-0.024781935472483873,-0.009585405410711742,0.07993086274363133,-0.07003306727904772,,,0.06384225029084027,-0.0013600333597070316,0.031569288712882844,0.01629640231586408,0.0660969314545244
SEMA6D,0.025685630235385847,0.025773784265256925,0.00033383562606250895,-0.0008095291174886139,0.036697800324829805,0.04500411212247231,-0.021434192714884295,-0.035673448229222665,0.054163160277721334,-0.0143122019587364,-0.0009112688263370519,0.05525869466054896,-0.0118863850528324,0.0067430167219479685
