,UKF248,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,-0.02081494106390589,,,
BMP1,0.04737286037381833,0.13618417705385305,0.0205610016527829,0.04638039771960093,0.02227802724141411
NDP,0.041289198928126616,0.04121705325820476,-0.016830463821153805,0.019784831389312026,0.02104653520711482
TNFSF18,0.04309736248073201,0.008116643536759524,,,
RTN4,-0.007448131607849157,-0.15254612452954738,0.0011477852947119392,-0.038405343980245595,0.04612009422098754
HEBP1,-0.0076989505462917735,0.05409415233506005,0.0400770610819278,0.06268326804583375,0.06168911983619671
WNT7B,-0.02161397758425495,-0.0533788687889759,-0.037463095685737614,0.009761047763942127,0.030534967421550062
PTMA,0.057102533565440046,-0.09289897875621461,-0.028450226117051333,-0.011719856471984133,-0.015335218447594315
CEACAM1,0.008707062441552543,0.07508590246161212,-0.001650670441273513,0.07379508776121019,-0.017163925094578557
PDAP1,0.017791207628999765,0.12989009973082113,-0.0011995750024745469,-0.02689368341666306,0.07823251352131999
QDPR,0.008224725098001753,-0.10777201169655441,0.006067405513591774,0.026562810096807245,-0.011237586883689957
POMC,0.0422688160615791,0.038097809776500645,-0.005695924080259714,0.05218318881611935,-0.028077926704870953
CCL18,-0.04044136497940251,,-0.005955103615848779,-0.032016903129935693,0.022408544503280604
CCL17,,,-0.021471757075639114,-0.029725792785709557,
VEGFD,0.10015923478358595,0.025015016022252836,,0.029522582881653076,
TNFSF13,0.11487867182598933,,0.043405269343684355,0.004451190719982829,-0.019273937511437012
WNT5A,0.040733054722955866,0.0670137280585162,0.021960199376919183,-0.026703210325583912,0.018010814355985283
CXCL8,-0.004233594271422668,0.03795880081822764,-0.08202335257988555,-0.07822082082609048,-0.04767674686685461
GRN,0.0774851832529071,0.0795620102340141,0.0376475789342954,-0.02277769036102894,-0.07467040849785875
MIA,0.038156833755172724,0.052312005696659086,0.09287672477948235,0.07881810296469974,0.010077666222842393
COL4A4,0.053919985236356334,-0.02051157942599996,0.06898946315810231,0.004899451152911971,-0.013394074153117991
TAC1,0.020529551207585317,-0.08076335878461646,,,-0.0042932458343251795
RARRES2,-0.055694928576567326,0.106008552593886,-0.019752510980907294,-0.0025881463884439514,-0.032741232409959464
FGF7,,0.11889414441233935,-0.033499611932788505,0.006124848710908903,0.01843804533437388
EFNA2,,,,-0.010369604285652893,
HBEGF,0.019813329151784947,0.04373806444593148,-0.02103855071180885,-0.023305798759828432,-0.017983159915765077
CSF3,,-0.021700856233829027,-0.0009346751330612147,-0.080308368437995,-0.02460683119234766
PI3,-0.0425460210372213,-0.024435450539591473,-0.05029889995292349,-0.09754804248799571,-0.014826019491228058
PCSK1N,0.014509547929049764,-0.04856264142150549,0.03774844899873249,0.0494182612366068,0.039345439116396326
NTS,,0.0026385991024779837,-0.05009137412992824,-0.018973990976709987,0.02348538410834392
SFRP1,-0.00029925481254989,0.04434187798197037,0.031427676907594494,0.012501815258809093,0.02398512821504482
CXCL13,,,-0.04822996871890864,-0.022706020795556732,-0.003305341931618152
MICA,0.06171193090723115,0.10048554949503459,0.0070449320092112145,0.08965999639196427,-0.006744868040089019
TG,-0.024795912203702624,0.07517518326104394,-0.028530596906591453,0.06539177873246867,-0.02025180019416234
ADA,0.02130941842905715,0.10586135209618328,-0.01456832418271599,0.045481290297118025,-0.060635144231582776
LAMC3,0.013240698799449793,0.12600869945340312,0.05928011441120113,0.06266265177084641,-0.09909087121658072
CCL7,-0.025724124523036063,,-0.03218121460302464,,
NGF,-0.04416704436953494,,-0.037166726565471916,0.005132952853086905,-0.04224455185431216
TNFSF15,,,-0.03137307059921527,,-0.015280419723280187
HMGB1,0.07087172320401726,0.0956223482576995,0.08284135388995323,0.028861171479214624,-0.004646900971898285
ITGB3BP,-0.0006074016089150535,0.11299413917823237,0.03620857378996272,0.08024299473063837,0.02125419183610022
AANAT,-0.0011073861166782256,0.17832085419299468,-0.028232005616929352,-0.03578046470158269,
RELN,-0.000176855819852477,-0.05032975777362057,,,0.021446825678591172
IL15,-0.01190567673326242,0.013307747875258584,0.019050703609306552,0.10576024960638565,-0.037273646573686044
UTS2,,0.10942435684930348,-0.024041619015219333,,
BSG,-0.03549394468742986,-0.03015660436163605,0.04319123263455816,-0.01232357832070967,0.06185182359162262
ADAMTS3,0.014930644786682717,0.15570799128136054,0.007887373794286426,0.08530321492288767,-0.006366085969368604
CD34,0.04285249087699074,0.07189377638337249,0.07113386461873247,0.09931328681689172,-0.0479966681739093
CCL23,,-0.02227296912458265,,,
PLAT,0.05365660887554743,0.13603743592954778,0.031135626686417277,0.01723921266596743,0.01876501896752775
NTF3,,,0.05440928036902916,-0.0026164985859511497,0.013828399955933766
CKLF,0.004774622365665859,0.14036363443992747,0.09327565528656771,0.09563047976164132,0.033292836913775395
CD24,0.024911696103909226,0.06465383170287867,-0.00225763424223579,0.02544947159363374,0.027881581307544336
HSP90AA1,-0.057048496783754225,-0.112787104025101,-0.13887077060688394,-0.09409797541511124,0.014220931446850124
BMP4,-0.004542678813309766,-0.0532034032219499,0.0017861250759469004,0.05701150162819458,0.026989359055766837
SCGB3A1,-0.012532268962061867,,-0.0394489984289428,0.20547004528584858,0.0163772591889014
IGFBP4,0.036104548646774634,0.1219949698852479,0.010464604790347911,0.014666933424408739,-0.040668220190007966
RSPO4,,,,,-0.021370562450229617
LEFTY2,0.0756381161430122,0.13192785138988752,0.004480729620342968,-0.017311599146235878,-0.003527924233334324
PF4,-0.01375464502252063,,,-0.024369891214425028,
ANGPTL2,0.04754769519205316,0.12983862055311055,0.0886835217379811,0.061551956674828136,-0.0009030530354312688
LRIG2,-0.036491246417631934,0.06688848189228742,0.0161416589697423,0.08723752463659115,0.051115393419689334
ICOSLG,-0.006056837910941182,0.02603867255618536,0.02410949741073736,0.05938653902744712,0.01550442959302632
WIF1,0.06102366262521998,-0.1030518642479338,,,-0.01986600779090129
NPPC,-0.031089982340664603,0.09970130637267459,0.019409764915148918,-0.027667427246595128,-0.022260867269225566
LYZ,0.009677568798357305,0.06230917868498381,0.06901159407042072,0.012187853801216113,-0.0071338815717381645
