,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.09020707357590667,,,,,,,,0.01135556326114138,,,,
BMP1,0.07641561031581214,0.011724547845578486,0.09865765593010686,-0.07462393586227438,-0.042017079790813996,-0.027368798271573493,0.1818143783846536,-0.006642358865682976,0.046657226703124666,0.0016338149131440941,0.0485999111243293,0.10625841543970051,0.041159923417357656,-0.032327525950558884,-0.007788545203199551,0.05220828276516037,0.05501741074072528,-0.02057835070000892,-0.062983861780084
NDP,-0.0059594699111627375,-0.02657779778236746,0.053857275728944255,-0.051275738625533286,-0.022246120406477683,0.039566830483625234,0.026692990426345813,0.014245344825911584,0.07170521205435018,0.00108007389304326,0.07589596507903934,0.004419759241391423,-0.0491651977517107,0.0524759902017072,-0.07625548193841811,0.03633944272998865,-0.004985003941104209,-0.013370784902887426,0.09324883689000495
TNFSF18,0.11941083060015696,0.01474781977914795,,,,-0.011239801970027092,0.1038289223223037,-0.01619555150080404,,,0.12353742649520538,,,,-0.027179346772014727,,-0.03642674954843338,-0.02395308944107709,
IL36G,,,,,,,,,,0.07339366208969167,,,,,,,,,
RTN4,0.043646661437260266,0.029375239573504186,-0.04332237613938179,-0.008641998097479219,0.03197747260325015,-0.002829473840933147,-0.17266559986879312,-0.03294062201764139,-0.10280793612950138,-0.01640094137828069,-0.04071269938516327,0.05365317921194765,0.03808817747528559,-0.03559041490126569,0.05779771858882166,0.016342330800797483,-0.06559273178497532,-0.0006128422027577134,-0.03250350792283063
HEBP1,0.027531271733017174,0.03470148838518044,-0.006811746196490756,-0.04755275815938322,0.009454811663426788,-0.07383029184472777,0.07768825333621368,0.030688585230414817,0.15125427935646893,0.016705915626019332,0.03658777878786419,0.018280745395545295,0.027259582662058177,0.0075017076997555025,0.004990120617265556,0.044664181033777575,0.07373356889587665,0.026562555625426466,0.13449834302091693
WNT7B,0.059406814263281774,0.05088380514689416,-0.03783818560733034,-0.012763657806340157,0.060396450500441165,-0.014091619741122212,-0.06219290517132211,-0.04642304077100025,,-0.016577858746195134,-0.026980661727399845,-0.04527341114528425,0.012832675560914863,0.018271854362003525,-0.04631495218154331,0.00825030541733722,0.048047985356375236,0.023132495886435227,-0.0006593375928340526
PTMA,0.04437847363873676,0.011868922062731664,0.17807271971419297,0.01677989269865398,-0.029920793246366664,-0.052268853573999186,-0.09753998089236426,-0.0274114370247481,0.09431572591445857,0.04173361587159667,0.026122526000395923,-0.06434358429617934,-0.02489865711028556,0.0020796821569238444,0.07849045210248103,0.035694875434122926,0.023870136638016605,0.057431552440100446,0.12182674471221037
FASLG,-0.022365598905409737,,,,,,,,,,,,,,,,,,
CEACAM1,0.10330367662323339,0.030675497070429127,,0.015312682310658217,0.001966549676289659,,-0.014176647814353242,-0.003408289683402187,,,,0.10875213817896724,0.10608009819329445,-0.01626885740120931,0.028077999093052166,-0.015698626459769553,,,
PDAP1,0.0383552731663232,-0.03440420721902241,0.060414802351808385,-0.003645234035429939,0.04085121826803376,-0.025427093853031185,0.18205148127981052,0.00797479151800471,-0.016378420151206604,-0.014991991101724276,0.08162568844403023,-0.027885053244232683,-0.023482317110438113,-0.09997608670876212,-0.012595693970923208,0.007311707963889788,-0.06189311081543805,-0.054946682723007165,-0.03458305817094135
QDPR,0.03676524099162161,0.015454782344038517,0.0901034694239236,0.023988185314306118,0.03302611139923157,0.032325113348551045,-0.0953919253970717,0.046251395947156645,0.12204835920393377,0.05219071219332561,0.045951078050274714,-0.06379337037246136,0.012907594786549416,0.07376593121079215,0.021763127896150328,0.027965078918638368,0.08359635034394299,0.05246996968278593,0.11772799752514775
POMC,0.047384493930307095,-0.02540224596777595,,0.06173176027408681,0.008035058558635039,-0.01673950160453189,-0.02808302343410199,-0.01879203724748842,0.007428613756563501,0.0007448170742885942,0.15386449397971966,0.02888339172934646,-0.03615749621676376,-0.0040215104805152785,0.0955208648377356,0.004155833973701908,,-0.04020754180590624,0.0184710161921785
CCL18,,,,,,,,,0.047680689382467785,,,-0.02878742903463947,0.00011075758438460354,0.0041930880251286945,,-0.003433215065929295,,,
CCL17,,,,-0.01669895566143044,,,,-0.006692704962698587,,-0.01377866855036642,,,-0.016284309647407423,-0.023485117008303365,-0.03474741785257328,,,,
VEGFD,,0.10599805241131233,,-0.01860448066783937,0.03625484957041741,,-0.0033592167335852762,0.029132062432387765,0.04695989295964067,-0.014767025856768812,,,,-0.01626885740120931,-0.03664780106761444,,,,
TNFSF13,,,,-0.01151856588159125,,-0.010900263155967678,,,,,,,-0.0312471442725404,0.006026322597360934,0.004659283655213567,-0.0176285053525759,,-0.02605754465073063,
WNT5A,-0.017320177439401355,0.04688712638897352,0.08249079319755892,0.0303777460538846,0.11585198064642109,-0.01068479188128115,0.1448763194193402,-0.02018835175185401,0.04619039513094138,0.06269329502659225,0.028205460145268674,0.12332939422962415,0.03999903754917007,0.01958082320912566,0.036288195945955004,-0.04157346954639991,0.1257460528852333,0.001917682422843697,-0.02181219436123214
CXCL8,,0.015562903319116137,-0.09108042966661047,-0.04749560462003179,-0.026863744624882408,-0.01550491735749998,0.04685879601250676,0.020210380213499017,0.008751774406063105,-0.014179140342723315,,-0.05068480120138621,0.02022214577644543,-0.10488484801219411,0.014798205257835722,-0.06555738873509875,0.028263934431271193,-0.020946051033409192,-0.021298167466270255
GRN,0.05641588237641064,-0.0397142343837227,0.008046445486894038,-0.0050520262507124155,0.04823966922106965,-0.04766006797243006,0.15471068776575864,0.003505203041464586,0.1004921220688323,0.004047058689230517,0.029443145212815228,0.01684228615759697,0.09460532318662915,-0.030576791022226057,-0.014378755582911374,-0.013908975702569059,-0.06015944180206579,0.010912104912366135,0.041410128361415804
MIA,0.08011874976646824,-0.018210440839124563,0.07449682065781152,0.030228018802095073,0.0008617264055286326,0.03549297198252742,0.11115388694271323,-0.010951566109706852,,-0.020224118647612078,0.061609168967596835,0.0041495315161297446,-0.04275822949844115,0.07940685014639899,0.0004215050477545246,-0.06169363419853402,,0.02004179845927996,
COL4A4,0.06173212181316528,-0.03062453757471164,-0.038370956526422334,0.05440497341250002,0.020163281823406314,-0.010371118814744075,0.08233997351496268,0.018672835328012664,,0.04867196586669662,,0.09461120268681714,0.008697831698908729,-0.026048984480189805,-0.05352558839346692,-0.031638158263940785,,0.0045881674700572255,
TAC1,-0.02236558673720763,-0.025440614927289662,0.18434383575664684,0.11619973412272357,-0.02098163717854403,0.0532040324520661,-0.11752333150747286,-0.03925163354854595,-0.035817295684606364,-0.003987148158109877,,,,,,0.053871319680156474,-0.002712553505117615,0.09952497394652818,0.013211258849681043
RARRES2,-0.023476744645938182,-0.00290490742313394,-0.04880289925496185,0.03665477984760852,-0.032160252223286646,-0.028155221851286168,0.19816010841870593,0.03332416811361858,0.06713501758097563,0.017438513817851848,-0.024564567621348114,-0.012990068284904763,0.05365392585836774,-0.060242605017876455,-0.019773664301565203,-0.040684050036231496,-0.025145069164769576,-0.06461523115290949,0.06149215394916074
FGF7,0.05316136257988753,-0.023111610076521946,0.08157485886001302,-0.009579776293898891,-0.015065001021887603,-0.02972537063600809,0.171034700731126,0.01787617469709506,-0.017991726343527355,0.03380622641037869,-0.03397576816706624,0.026946753709022553,-0.030176295348165617,0.009340954533189684,-0.029308365032837073,0.08216445414600705,0.04151302917215886,0.0233176074063702,0.04204445251107056
EFNA2,,,,,,,,,,,,,,-0.01546246019785,,,,,
HBEGF,0.05011662309746164,-0.033661475246179164,0.048554438872894776,0.02388928713540847,-0.019418324073279536,-0.008151927255748771,0.07658512474670284,0.060626162635593464,0.04978240296420776,0.0699248371651041,0.08725285292078716,-0.0037970011924094225,0.06235626893388795,-0.01808169592798709,0.0445592629220285,0.011876420675256679,0.040259543489367215,-0.03565799865546529,0.10256665338480848
CSF3,,,-0.026858210989918457,-0.019903699115760336,-0.048392334719576956,,-0.03438725781691756,,,,,,-0.006284923093625381,-0.03762953195789147,,-0.022506125441510313,-0.03273933361454196,0.03435831878205912,
PI3,,,-0.06363085817033405,-0.03434777556004161,-0.02916841741832534,,-0.038720506164526,,,,,,-0.011120622365920318,-0.09316769858129896,-0.029523598641580138,-0.044909637025987006,,-0.0438032785472881,
PCSK1N,0.027159670625893178,0.0488935097175366,0.06875453123159528,0.009083890157088943,0.011983761402287556,-0.004880841601092859,-0.10301637621601001,0.14056404596914296,-0.1268689962572574,0.008564166750439053,0.033213550438221925,0.014777532177795238,-0.019703083211821466,0.018802017200335638,0.007804525728419475,0.022838728217662977,-0.1407766068381507,0.04699277079506816,-0.06866608954358229
NTS,,,,,0.0102887296535933,-0.012660779669795296,-0.02166378103423376,-0.0008278395013066424,0.07130027973824234,,,,-0.026901464192821887,-0.018838073541692278,,0.05354692958224459,,,
SFRP1,0.09429740227153226,0.005407763717894053,,0.00578235595128009,-0.02814879683923478,0.07709274011753357,0.0420808122309534,-0.03844662021490001,0.0958949110172225,0.07753492792423784,0.05038787126408685,0.012752322319002213,0.042812800441901805,-0.0029814844996713876,-0.03780021573510063,0.07916702570328961,0.0901102454403875,0.11214391522040254,0.019557938521044854
CXCL13,,-0.024752615888882005,-0.019502239117199754,,-0.0018226777251056576,,,,,,,,-0.03657789821935682,-0.019161582947214276,,-0.004228140462155046,,0.054820282367486116,
MICA,0.08690966175526907,0.08362168380468668,0.017905511704016767,-0.03389995291200042,0.00238887723727646,0.04833146794447987,0.06565636467812283,0.06608809074125559,0.043818635175333645,0.026560468271052462,0.03872048266789912,-0.04822673861792014,0.05267678778301078,0.00013063919992955628,-0.018976799441783328,-0.043155785487263953,0.02616227986951359,0.03028361532317505,-0.04877997043440931
TG,0.29743853669142234,-0.019440088848941064,,-0.01572386101169452,0.0045715101910636735,0.08797793623321626,-0.004358323008317857,0.03301300478247553,,-0.004279003233980487,-0.031407850517580334,0.030482997182326124,-0.02163777621065837,0.012932646518950286,,0.08296401508053776,,-0.027383287851405865,
ADA,0.09395843603074168,-0.04016063525614562,0.0485897941310851,0.0046992452334256645,-0.030542974506505203,0.06161101613551721,0.1586002533083131,-0.01054856193788266,0.037936371715864205,-0.013278626234672443,0.01023795871769152,0.06716516950948483,0.061851039896758955,0.10953086279718029,0.043083150079183695,0.0849399287500751,0.04963342534759861,0.03526880766635648,-0.06055908690013873
LAMC3,0.03594801451727673,0.021640526640172367,0.13956718884470146,-0.06572535182032334,-0.039933131729686204,0.04730991486505536,0.07222318206818258,-0.01713586139906209,-0.012284694756914209,-0.019018892956105232,0.04857495100398097,0.07279000961697134,0.10000682977742625,0.08045755127367821,-0.011308413847290531,0.046162899574983665,0.13332528391755608,-0.010971980611226007,0.014698536986307496
CCL7,,,,-0.011368326388981598,0.012530319070500246,,,,,,,,-0.006892589433096171,,,,,0.016718200904707665,
NGF,,,,-0.0023055167121565925,0.11051634137267366,-0.013945558623934191,,,-0.02015884551260277,,,-0.04277993704438469,-0.028187468861565115,0.09300142755153364,,-0.007604276531215441,,-0.03471809677589524,
TNFSF15,,,,-0.012659187451852199,-0.02738334875139374,-0.016932965496913015,,,,,-0.028950087508329336,0.10632186188943234,-0.005965835024179057,,,0.03910240711424499,,-0.004340760482946458,
HMGB1,0.017728999231457574,0.00019906105362751272,0.15407693988942683,-0.020144729771751572,0.06221949581989602,0.017077708722699873,0.14812923012432877,-0.09706863235207507,0.038841068891946356,0.02462541952038354,-0.02292862264149235,-0.01887767953066242,0.039833302833196964,-0.049632624695002334,0.038847814034235977,0.04025744310627133,0.03295796190306978,-0.03478318787317708,-0.010040582677558188
ITGB3BP,0.033793567433805446,0.03402958208878676,0.014849940837903634,0.0009554741367747741,-0.007381948671077967,-0.017198636771516087,0.08799440707589994,-0.017750821355473227,0.06330618539266528,0.035649812562113296,0.07752711950639321,0.026839075320777627,-0.09193428736422515,0.021081673797983518,-0.014647658417272794,0.02304651598427394,0.0596999673582355,-0.002324429076760359,-0.012321773645375468
AANAT,,,,-0.011518567110945862,0.00648096048474977,,0.07473833432643678,0.14431934955358475,-0.03316586296474998,-0.000682664920800224,,-0.029983314055067066,-0.0214113227815446,0.05650593924725394,-0.005305141078750513,,,-0.01870528334390405,
RELN,0.08535989015776406,-0.013185589994068306,0.005162659415303201,-0.01999365297861071,0.012813839992565098,0.02140268296575897,-0.056146623767075035,-0.040292090250664124,-0.008730444113138612,-0.020462017182447383,,,,,-0.05375094237872079,0.004925751851138817,0.051753699256215514,-0.017970562825950595,0.07760001096057516
IL15,-0.02557830958823491,-0.02476637577752912,,-0.007709471462816182,0.011006259680389232,-0.01204881160422045,0.034571017761004214,0.07401460510180084,0.01594929255103058,-0.01714191112794847,0.05623142174743623,-0.050684933670612616,-0.03922642059373997,-0.03772522442108231,0.014517758143690654,0.02306495034151429,-0.034626820754207234,-0.025530503941833132,
UTS2,,,,,,,0.11885395494357041,,,,0.07674445924203399,,-0.018233308391561932,,,,,,
BSG,0.003040575660705317,-0.0022974510070159033,0.02308288129152574,-0.06724131489050575,-0.01583218846891156,-0.01787170423870519,-0.006124205329487726,0.008587018010191195,0.03684067866424424,0.07807963908738107,0.05422938649742522,-0.031060312347996506,-0.00020242300734950119,-0.013281902775068384,-0.027813353902374525,-0.03536490799804201,0.09273438015649292,0.009668628699952104,-0.0636390783199442
ADAMTS3,0.021495163700409204,0.029127643984578035,,0.02767584688065505,-0.007047364660364182,-0.000758251311907858,0.15633728344096967,-0.010040690815371109,-0.0021922272440360927,-0.016409464926182983,0.11396512164723015,0.08548973629400658,0.023832906276878535,0.07024271683679469,0.01101056371780991,-0.013170343093290843,-0.03981071498762529,0.05459613327009109,
CD34,0.11400835487311488,-0.04870207987628491,0.11600057472781757,-0.05104067618946173,0.009855598442756507,0.01713004196536041,0.14556606277030074,0.03804938328116181,-0.03325686009028825,-0.013784201894259978,-0.01883816570048653,0.08571984304078756,0.06600745096856145,0.06104033558083609,-0.014214547613148927,0.022886545855070026,0.036337728965722675,0.059034000871751896,0.009480990156780023
CCL23,,,,,,,-0.011846048499043856,,,,0.08014338792186437,,,,,,,,
PLAT,0.03331066369294143,-0.004479701742977901,0.03506788514705839,-0.013576210209038977,0.00025662319428793073,-0.05982910577887246,0.12633174571463335,0.02911147845975006,-0.028892311805911803,0.034412056973255965,0.04300670496698831,-0.0027468526656695964,0.0005786010578168128,0.06204224230314865,-0.03169592148365178,0.07399595494517879,0.04986779200547447,-0.05244918796124214,0.0403325101529558
NTF3,,,,,,,,,,,,,-0.004478330922292009,0.10430054211781126,,-0.02748818887961748,,,
LTA,,-0.014296302444417042,,-0.014570483607561633,,,,-0.017625418486763644,,0.11721086980078178,,,,,,,,,
CKLF,0.000539769309148984,-0.032138638246523216,0.04936714870413439,0.023579344287449486,0.002386433597162489,-0.04408880419511194,0.20055771006143847,0.017305409688268544,0.04953684111862877,0.008990933935228075,0.0601201614543186,0.09678529083929584,-0.014695505951446789,0.046528695461163276,0.00264144348157723,0.0007300631880854967,0.01938375550168727,-0.01199994454897986,-0.03499370071322648
CD24,0.01850530991259954,-0.016317010798000506,-0.05415433951310286,-0.007550788570239461,0.04524714464873727,0.027608537996540932,0.09150666469816847,0.05424257398355144,0.0003484918049909775,0.022140698594685544,-0.017183196539597472,0.008118894550763112,0.002755995831123855,0.021472071304067728,-0.0160855558783358,0.05341478387907359,-0.028304839955585057,-0.005010363457432639,0.09091145836309329
HSP90AA1,-0.08647945446260201,-0.01727255356132716,-0.08065967382367338,-0.023740013884189917,-0.02437443206826238,0.040889852956820905,-0.18046258087848557,0.12170474191343378,-0.07301476045042327,-0.04643884280635973,0.030624374154877912,-0.11657397974900979,-0.0015390897270119081,-0.139585500351699,-0.006879515976623352,-0.0460947094739791,0.061982218071576556,0.024857175599976643,0.027712200054700493
BMP4,0.147913934735287,0.006125054806451193,0.03784143617525343,-0.02456737028119184,0.0028763386900380783,0.0059041952322404865,-0.04120069831206981,-0.02228091793285164,-0.05290027109070907,0.07862968899056025,0.12545850652104565,0.10167748379083737,0.0410865572764562,0.084887739470628,0.01990685046238874,0.03947453558007478,,-0.022556046462977045,
SCGB3A1,,,-0.028708771529050534,,-0.02938372957427676,-0.015380521111847966,,,0.012779275039415667,-0.01196140036930932,-0.03371208584157164,,0.021710326874507756,0.026585181564697663,,-0.01614378019713361,,0.017369085318047532,
IGFBP4,0.030671554882499497,0.0158469894072325,0.039415446620127706,-0.04220507531850542,-0.02387059688097455,-0.03586350480864545,0.0980908773638006,0.0816444225471191,0.021580058814260814,0.04785098203281946,-0.0011636103938965669,0.09692237565543775,0.03683407467495638,0.005852034126704747,-0.045603672399241506,-0.03762309713754346,-0.023544388746496,0.06011424566703276,0.05673279943516827
RSPO4,,-0.023111605688784242,,-0.022302677915961747,-0.03391360040566513,,,-0.020499434708271785,,0.03403515306185134,,,,,,-0.01954613966751117,,0.0604264549069698,
