,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
LEFTY2,-0.007501598966366495,-0.014471882789877684,0.014241687072891548,-0.0037843262653217084,0.02760703140879995,0.018763174379184917,0.15898970402070262,0.019506549283792023,0.02611941676941155,0.04357424515101645,-0.04469844650912108,-0.038316134281518914,0.12248808786300568,0.005060645906301277,-0.0044285062757945404,0.0327316096226228,0.0805821663318119,0.02701708967843689,
PF4,,-0.013004430143926543,,-0.009918640805001794,,,,,,,,,,-0.01417241528731952,,,,-0.018476735155664146,
ANGPTL2,-0.0069238774857256855,0.06075980048677651,0.04958216970816845,-0.002754966382441319,-0.0018075966479499973,-0.044786515429091685,0.14245458764950283,0.07430315351392554,0.04539891866007887,0.016409012161593413,0.02229760763426585,0.05760202567784487,0.02296022801438916,0.04484987564414386,0.03946692522048563,0.03984867617881005,-0.0006673964863853833,0.03515828172377968,-0.07306184095816864
LRIG2,-0.025803977762471727,-0.009375901212359651,0.06666144125927072,-0.03574675454716158,0.060842861847214914,0.014154077866972224,0.06741978690064983,0.037129084597868886,0.05162289233773855,-0.04927907133340417,0.03408760369419942,0.015496359289485494,-0.03956184700453506,-0.006564957005392131,0.002629555438430139,0.03055232246526475,0.036855633196157,-0.020034993836598694,0.07080433683846614
ICOSLG,0.033886632997224296,-0.01924973636865037,-0.017857942540114555,0.002276854177850042,-0.025489814695602492,-0.021646117687008384,0.14299609868462795,0.04325829392162106,0.007718617785162205,-0.027249029534712182,-0.010039446228609271,0.10615232135589578,-0.009508119808464305,0.019404608900687847,-0.014984154805881982,0.03006817302506026,0.041608415014084646,-0.05276950751480407,0.09133313992809171
WIF1,,,-0.02434996514047139,,0.02812001747534556,0.019690191777434682,-0.12648546034927277,-0.015818928221269915,-0.011697097811510066,-0.023524276021815126,,,,,,-0.018170030097296265,-0.03523579047611492,0.06977815273938154,-0.05799644906006912
NPPC,0.03885540951299805,,-0.03601753029052373,-0.015386257889112421,-0.03509646200670127,0.07912516298301435,-0.004556651966157351,0.00585890437986281,-0.022409951780252856,0.0524404430520392,-0.024136017715706233,-0.0359018972011673,0.06048008621076402,-0.02681515984240836,-0.013734644727496017,-0.011862037904584738,-0.060144572916044414,-0.04440386246796554,0.06104707817005831
LYZ,0.026041165992611023,0.0005210717916214168,0.0015230954054012856,-0.04839339172609483,-0.042718704364324095,-0.024021029576770537,0.10746777932699036,0.007077343911599775,0.10521369140375311,0.04022094312613867,0.021590269041655733,0.019559478682920274,0.024915227704814517,0.007576738680027499,0.042120831323000166,-0.02341111684683405,-0.05305869780683513,0.05637940787963418,0.012618234693896781
EREG,,,-0.03620289054629812,,0.009091044211969148,,,,0.027645631487189213,,,,-0.049540669702544955,-0.04503345764103615,,-0.024345046505177565,,-0.02127219557897472,
SPTAN1,0.02052336031930464,-0.015020698558605642,0.059529761565783164,0.0566626087531611,0.022974823338387965,0.07652778261194294,-0.006109146262527341,0.021582221820839638,-0.10505840479792147,0.045237778666441776,0.0802485776349097,0.06204682309848156,-0.054045711111183864,0.09041823137380314,0.019132322185561608,0.10725705326132348,0.01807912176552731,-0.0068181967453692935,0.009518708002922817
PTH2,,,,,,,,,,,,,,,,-0.031084873710262084,,,
LIPC,0.037837379119397045,-0.019572362382831172,,-0.01782453624069779,0.012040218457350007,-0.01868461732166029,0.06741586481086201,0.028699366070110643,-0.020145705305055252,0.15841941185098138,-0.025593776125271438,0.025508586487235158,,,0.03633446415134436,,,-0.011761727787629746,
COL8A1,0.007122630201234712,-0.039640728847308494,0.06043355101566167,-0.008450865076228836,0.05571816146125761,-0.0284843598255002,0.11369191622501015,-0.04134581185657568,0.028480887576628557,0.0530749501872714,0.042872176787225796,0.04578302440801009,0.007405248098307997,0.014980046009835176,-0.01687005613258907,-0.03227211081551013,0.08347255189000992,0.025201940185734635,
GSTM2,0.08288027936487,-0.028496065234932637,0.0068230421943069105,0.011371590061603598,0.03732845527673399,-0.010188892615314105,0.054866077430545446,0.013898697942774879,0.030305687375524807,0.08015623942625176,0.01389736726850235,-0.0030357901918534077,0.014732905944630127,0.04311607105208215,0.07876710013714647,-0.0136011996196079,-0.025310216525768873,-0.030573489577919773,
SPX,-0.023594170385317623,0.01136607180196982,,0.03218479914218404,-0.053368991367469344,-0.03790660611156835,-0.043958935900937766,-0.082288266801728,0.024670708203881245,-0.03092108325285167,-0.031996921430120805,-0.009969725484447871,-0.006323493961705646,-0.017596865077304874,0.04690659239797346,-0.016858931937455884,0.09093273487446002,-0.022104188985930886,0.06972671718315271
MFGE8,-0.008703518939044124,0.031945588111628294,-0.0808000971545719,-0.012824393953405209,0.03613084580828659,-0.0026556781998919826,0.07243244597071602,0.037074083559510786,0.01141663779744882,-0.023335526603848404,0.04325400605554375,0.039801168821606676,0.04098698256129004,0.03455891019193822,9.362572001648827e-05,0.017100045335806995,0.0734319867200078,0.014145242232711486,-5.828989518136568e-05
TGFA,0.08495871263159716,-0.045076524432547456,0.017301066084611814,-0.017217228052741732,0.05139966653236996,-0.014441108052527985,0.04702728729660387,-0.012888538203350336,0.004062913012508797,0.01427856751826307,0.01056297146367045,-0.0004106513584818052,0.03969117812337768,0.07923317374427763,-0.009001024340060513,-0.017461133809660644,-0.01875473061302638,0.02321833236561048,0.014424420028722571
SLIT2,0.025762589816047086,-0.033908646562910115,0.1723824287928476,-0.033757911395749074,-0.020207546036189118,0.01839987877997914,-0.04536837861439104,-0.016880452785514203,-0.033820685438208195,-0.012524481104895777,0.2149558944245238,-0.023447703398937633,0.003281288671538705,0.03199732122285315,0.03944757231577159,0.04427640245607782,0.014476651219925672,0.026221554677870067,0.12107422542190235
PLTP,-0.03744032390173596,0.026437022375716303,0.030994986039483426,-0.016521983133649092,-0.0001243926238832086,-0.06396285579335376,0.17891687794978145,0.035099271176174264,0.09812672915844853,0.08177270235459717,0.004310149006725351,0.055978093273876824,0.08653202894363299,-0.016955117674938104,-0.1089768222090088,-0.030180253587178737,0.058075115091744296,0.038870174783703,-0.021984871341353688
APOD,0.05586379437632574,-0.0027039523270120766,0.14983023082700736,0.06658660521202026,0.10435420265365623,-0.00777274793764106,0.1325518564524195,0.04780205363302633,0.12564196074634107,-0.01749888303407602,-0.1533477463363156,-0.06622252747463045,-0.03344790310731475,0.10415588631423403,0.09856321822812972,-0.010044061259135323,0.08450562461381003,0.11874222733301569,-0.030192992464482066
B2M,0.060059939713579646,0.014202946913001314,0.004163013925238917,-0.005196039232291348,-0.022121210632517083,-0.06133788357002384,0.22037468892498613,0.1348850762164253,0.13213005611700923,0.04331296885629148,0.07185606926690358,0.07377466661414445,0.11024164798048763,-0.01137476756132287,0.0038479849125710253,-0.0076356802068374375,-0.03544100970870074,0.08294724157947646,-0.082394052523475
OMG,0.09935293837839915,-0.005439022552355403,0.1594397223183613,-0.021545125984801593,0.08805839415334223,0.005462531378002416,0.011073351502228138,0.01777330259707037,-0.00951819582072156,-0.02386028765397536,-0.035620648931393516,-0.005534186968925876,-0.009406833522053347,0.12868812762299459,0.0021544598576200545,0.02674533913190082,0.013708629064566777,0.011718125937708867,-0.027659334462703248
CXCL3,-0.020859029534832697,-0.0021691687793442506,-0.05057031359314003,-0.019418049454286296,0.0030645297277290735,,0.019937471895084942,0.014722451009125106,0.012464417573152064,-0.012345281702821037,0.03413697822992634,,0.013626419077409647,-0.027869436085756556,-0.013431747730944195,-0.05483078568926576,0.05760786494696989,0.02323214306425769,
CXCL10,-0.04526632723269832,0.006143061445491536,,0.0067002597862118604,0.03884794752489795,0.16422445711841052,0.1404703022092198,0.1179068201306478,0.06686899704888645,-0.019618146624135347,0.16503866077613288,-0.04842734373246463,0.027391889030893755,-0.019009317433721296,-0.027396329014831498,-0.012956240493598054,,-0.01986513444205889,
RSPO3,,,0.3247787881340268,0.03805834528649051,-0.03283392680824024,0.08905360393102046,-0.042185514367620164,0.03442151404062222,-0.033399519043094884,-0.012900581447450212,,,-0.019111600234854555,0.047202895950181345,,-0.05618097590290417,0.18151864946819457,0.06205145277602741,0.0024662357144089146
CORT,-0.025902088349236435,0.004399839097382767,0.17299849803450984,0.10443954467812729,0.018717539987813236,-0.027720647678072856,-0.07960391269999444,0.02032422177876733,-0.032277929763983144,-0.024216502530043874,,,-0.027829785194231123,0.09772524457131698,,0.02722693636128568,-0.008193915933868057,,0.0831080013031627
NCAN,0.005497265776958462,0.0004361871199501646,0.14933355158973358,0.046282308356987344,0.047282335620354006,-0.05147241702181489,0.11838176535625754,-0.002282773944080925,-0.044912707493458694,0.02384819783175839,-0.12412139669626941,0.05366731307952908,-0.005563189199366882,0.12349848722524606,0.011676930417891404,0.04252901009034752,0.040425236347402346,-0.033385948488895305,0.05440252871751809
PRG4,,,0.04388559623805874,-0.01136832816056651,0.07055130459811863,,-0.04412232701502036,-0.026197463760572786,,0.030122657597601205,,,0.10857603582126743,-0.021883623504972236,,0.021757214929593052,,0.09005542706497331,
ZG16B,,-0.015648718086006673,,-0.013194335173927912,,,-0.030793641002180627,-0.014004994996470743,,,,-0.0333314070753874,,,,,,-0.015762550058259685,
TGM2,0.03085871908954397,0.031496225841671825,-0.0512389862445366,-0.006804289717532125,-0.015655349179625043,0.05394069090718261,0.08924492314466835,-0.011340789000639022,0.0599717803992433,0.00885284520704318,0.009068935516199556,0.06972797461843269,0.03757253510480037,0.010621245308077495,-0.025890159517452164,-0.05211846232011174,-0.06412729766794792,0.03646997342322773,0.12254483810617861
VEGFC,0.09880694568644195,0.012105000971278998,0.01107196663182353,-0.020261404762674656,-0.01639795458333633,-0.024700209127512668,0.01267466084515391,-0.03020327611053469,0.05457582164452387,-0.015392713160936744,0.1613499813782452,-0.04320412328858332,0.02320366847375544,0.0664796792666653,-0.027150537577345674,-0.03335972332373317,,-0.008998593166664206,
WNT6,,-0.014471883169685059,0.05213912396030739,-0.01572386166455757,0.012056271032819161,0.016936316910815746,0.04507084319739409,0.06067903667037937,,-0.013433982762162046,,-0.031698172041923676,0.06143684285594553,-0.027563541629905545,,0.07751918399139508,,-0.016287443316445986,
NRG4,,,0.18528796699450892,0.006888243197773839,-0.033485458728665936,0.03358932076824995,0.005555209694797449,0.05729611947431896,-0.045684886697534885,0.05883152838736419,,,,,0.1432343634352203,-0.025811184569003942,,-0.024493816597324077,
PMCH,,,,0.011212907257427325,,,,0.0624407798195983,,,,,0.04437943688118382,0.01806326480100101,,-0.014861014391989327,,0.03878589502454109,
