,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.10871205159882187,-0.01870736856245495,-0.008452635558972525,-0.043448507661920203,-0.014352702758534668,-0.037853165913391315,0.0026939126749679744,0.06910510365043569,-0.05350263901473992,0.03920142835223662,-0.02834160207200904
NDP,-0.019593256586324093,0.041424775593318613,-0.01735426045602336,-0.017233944258524987,0.05165378274793933,0.01788341216010433,0.0198553891378998,0.048433776830645245,0.11678013277945638,0.017021357639106203,0.04677120347988622
TNFSF18,-0.01958115322186589,-0.017372890174704492,-0.018273285603273667,,,,-0.012358478754683386,,,,
IL36G,,,,,,,,-0.01970448497654535,,,
RTN4,-0.03527271828539007,0.04262488381068857,0.007365493108943123,-0.08200332600814442,-0.015642096753590923,-0.016516722515277197,-0.016937689913342463,-0.015420647711465849,0.02525729023247065,0.032323986959013506,0.0335108427369291
HEBP1,0.0809771563436855,0.010128964911492401,0.06143014738557334,-0.011349367587425527,-0.0012506973908430862,0.031224590242565832,0.032120367808647604,0.036306788687239896,0.025344683397499308,0.03633017196565988,-0.023092141566087073
WNT7B,-0.04570262928722102,-0.009643789745145456,-0.018238662187093673,-0.01663851714982451,-0.01846324711490013,0.01710488412478833,-0.002403647979955371,-0.02165749976164817,0.005895221388798306,-0.0329658676609009,-0.025860403808525306
PTMA,-0.09485335497584875,-0.034563798438047647,-0.007256185425004696,0.030200974020123596,0.046713622545861457,-0.011674433940736233,-0.012320051451064289,0.020272889376594282,0.04644013940302442,-0.028575601367915485,0.04782153149319701
CEACAM1,,-0.018743062859971224,-0.013997076246930995,,0.04403861712745944,0.035850093135125174,-0.019436942870826875,,-0.023400518421889734,-0.020606749552566153,-0.01716392611368468
PDAP1,0.02907837965814214,0.05180627110234133,0.018607341688126378,-0.013545664006054224,-0.00520963909203696,-0.03109231616714935,-0.028041155906186437,0.09526124837646871,-0.017450840520616233,-0.009714369203032383,0.0928817804082926
QDPR,0.07097822785258615,0.0031817672530774894,-0.01693816488370038,-0.044018140143513525,-0.004921793353849781,0.04790716800263507,0.048043416884005236,0.03908334131846954,0.02527360962131575,0.06581701966105695,-0.04005429121572632
POMC,-0.03697248511666082,0.021020805975974964,-0.024870571360893486,,-0.020849926749828378,-0.0168258937609286,-0.014339801461455316,-0.010393313478686446,0.035960092782104824,-0.013289161624597503,0.025759005632811093
CCL18,-0.026259936515701125,-0.023389571529183608,,,,,,,0.01069015316349564,0.08999301739104114,-0.015079643944294344
CCL17,,,,,-0.019144494625295185,,0.01981509464076795,-0.01800060643621299,-0.016601535203402087,-0.02974713665920052,
VEGFD,-0.010062963417656655,0.03632929043599648,-0.02004800349919375,,-0.021329081133768874,-0.01393217557766719,0.04988837317632798,0.08656698449471832,,-0.020606749552566153,
TNFSF13,,0.021290017227902466,,,-0.013205443926086965,,,,-0.017047082075276037,0.05670494717747889,-0.01927393865582488
WNT5A,0.0543745562462081,-0.020822887429071832,-0.009854757924383412,-0.045808397064977205,-0.012406311103254878,-0.023883080600178474,0.01171550959519308,0.012810414439176104,-0.04103533283177078,0.03479000498333915,0.004926144076763639
CXCL8,-0.007050643577807967,-0.0327998186542012,-0.018771762193581124,0.060665566738523274,-0.004077725782235706,0.009252106825836897,-0.00404221697216105,-0.05800308328106868,-0.01541222274154671,-0.07750179980857683,-0.05072703994734978
GRN,0.034820926769482285,0.010221484343878711,-0.02394854544450955,0.0018231730321471443,0.041779593381693035,-0.007428021196607912,0.01922736520722839,-0.05714747857479409,0.08630887937557188,-0.00222398928015837,-0.028995069466343663
MIA,-0.0450914067723277,-0.0031495170425372156,-0.017829292298693136,-0.029373921499883916,-0.040311882982227175,-0.007613249307031949,-0.030295298840478116,0.0765964996868858,-0.05523126104225759,0.07393298110708317,0.012584384015307057
COL4A4,0.011531604129106901,-0.01496329934524254,-0.02998355925347788,0.031158522932183352,0.06515136252989505,-0.011281255979785782,-0.016092096881693538,0.05533744385152219,-0.03378791161031595,0.01909034254504134,0.008851961397888856
TAC1,-0.037303082272340714,0.0625283477762481,-0.004182915896557878,0.09030817128444886,0.03148834937408826,0.00466219912204788,-0.02696222228701886,-0.04542059708347511,,,-0.017156840497982877
RARRES2,-0.07938185257434169,0.044123942660175226,-0.016692739276299877,-0.008934724938277615,0.04932480030829586,-0.028355906856959708,-0.0017678499556453742,0.03556857051687607,-0.052880122920206774,-0.05977991039057887,-0.029179533155315792
FGF7,-0.021690055756951307,,0.0645803210339833,-0.03925720827125985,0.0029138841917006456,0.06127289896342158,0.016838230679910686,-0.0015279550887932723,-0.02022087537729865,0.01861054870504537,0.05063669733392324
EFNA2,,,,,,,,,,0.022624749636205956,
HBEGF,0.06721934964107046,0.011868589302735117,0.014491575387868676,0.026079060120558026,0.003504549247706341,-0.025352189514456724,0.04794130956426046,0.019018904292274617,-0.018784303486713387,0.07370161181990358,0.012703383907644606
CSF3,0.03192945920247367,,,0.06636406272056115,-0.022818568326716887,-0.030455279435549574,,,0.020409074955303762,0.00795797826367414,-0.024606832653375498
PI3,0.017277321345895137,-0.024606815394066863,,0.04391518834648646,-0.024561919320865624,0.02795518659865373,,,0.02071515031090036,-0.047498507461908694,-0.04533894854124467
PCSK1N,-0.012438305643725913,0.012586259021644656,0.030109264435873737,-0.02164706851030197,-0.016370726787244504,0.01492687533489494,0.011179684219125149,0.015192752983837278,-0.008657227444867223,0.02017100063263733,0.0036884648764014616
NTS,,,,,,-0.04667108765656444,-0.0183833501009091,,0.009026057175231783,0.13336925891082238,-0.05689440877408543
SFRP1,-0.018936119755006194,0.017260976777043014,0.0037357671966625045,,0.0906544742105501,-0.015894199604145627,-0.001759821256270739,-0.04484773888714129,0.023744356248287673,0.011467193565551561,0.028661140455575763
CXCL13,,,-0.024309583171406527,-0.016778583917522457,,-0.01575135478590944,,,-0.025772295110557963,-0.05032031235983154,-0.04013886463788932
MICA,0.031162494701278232,0.00340612649484404,0.006090506992138983,-0.014333774258373814,-0.022460262893114535,0.026970544667890055,-0.003664551260291063,0.004814836890906276,0.04052820681929614,-0.002708780412060016,-0.002954461013816268
TG,-0.023743184097045095,-0.02743021622040202,-0.019033203504643856,,-0.018026598712550163,-0.03371098741843938,-0.015528446549462093,-0.027039450805660073,-0.02205928966364083,0.012739913075123102,0.05288193759992836
