,UKF251,UKF255,UKF266,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015471711537982222,
BMP1,0.0027515897521445377,0.02718627081937039,0.03362447629731004,0.08116612391073426,0.04143544311436335,0.029881569576029873
NDP,0.06441360507193153,0.07457078126169936,0.024913091430609904,0.07010571500478228,-0.03675304862937198,-0.08488503813028908
TNFSF18,0.01650500505309371,,0.07882622476532548,,-0.026098011306482496,-0.023953091470484713
RTN4,0.00067142651490706,0.05553504449614016,-0.1060201831743742,-0.031050087204125644,0.06807975300947425,0.06564166334617712
HEBP1,0.0491312560097294,0.04048301046004682,0.03985389645627835,0.016342832122920963,0.005713577303196764,-0.017119332861713885
WNT7B,-0.020824296808864634,0.0938805810182948,-0.03957330038977951,0.010337850399528004,0.1400451303063635,-0.02019735518300813
PTMA,-0.013033323549253233,0.02873734036264498,0.08928544966848316,-0.11612655851167221,-0.026394531739768377,0.0551038242504863
FASLG,,,,,0.07795917165152133,
CEACAM1,0.04580839200415718,,,-0.020833078654471388,-0.018670025172825552,
PDAP1,0.023150982196092244,-0.006506693051313591,0.03797294309221426,0.023733293460821567,-0.0264205482905601,0.007178529078125236
QDPR,-0.019168588082134473,-0.027507302725508418,0.00948666384251242,0.023866926934711753,-0.0025888987560511545,-0.05585446197359311
POMC,0.0063458381853867376,,0.035532295748081304,-0.014052229757990206,-0.005440816435868985,0.0829365040697853
CCL18,,,,0.04519166768548741,,
CCL17,,,,-0.014780060955996589,0.05483882645867349,
VEGFD,0.005017407577155992,,,,,
TNFSF13,,,-0.015208933051782286,-0.02836071697534284,0.020914859357637865,-0.026057546858436652
WNT5A,0.05543825272503955,-0.009943542035466806,0.06796968305058886,-0.014571547275437266,0.04122636224066137,0.061778483616666734
CXCL8,0.037765546377002975,0.024139960361455222,-0.021633720827605084,0.03909258633275069,-0.01400708041776282,0.03258985304267851
GRN,-0.03137894663175077,0.03868072624749333,0.07802946427855162,0.12444979129482271,0.05631469108695986,0.02325933959576614
MIA,-0.004635219391205075,0.1526144705986798,-0.014096340590895847,0.03228122352248282,0.0008216074348019755,0.03569657142082483
COL4A4,0.03564148908365346,0.03446350142314596,0.0861126745067212,-0.03905310144768809,-0.035717330157266095,-0.029123254191953937
TAC1,-0.042110314756032725,0.04323728411298498,-0.045825126346718086,,-0.0159887942363388,0.1018897549839962
RARRES2,-0.0027251530489044193,0.08112554165184596,0.030418720899016788,0.05573693765993856,0.03919222341813702,0.01772941704874079
FGF7,-0.02583575830716926,0.08110493294865222,0.0886230985468966,0.03631272551389243,0.022621198035291296,0.053054933799466825
HBEGF,0.012170553536943999,0.12193914556715468,0.06995896590435069,-0.013016374681188185,0.10462578988889272,0.03732657758907504
CSF3,,-0.0013698928622791619,,0.01568211132200184,-0.012805197170768435,-0.03063433124701646
PI3,,-0.02347433362692328,,0.03608347449850824,-0.027821439342367898,-0.0016673845126280772
PCSK1N,-0.06477042311683984,-0.02386833588338946,0.02796071732729864,-0.023181497361156867,0.08686321565565158,0.04483185053487246
NTS,,,-0.017665348774250623,-0.03448034366269642,-0.0189627508776317,
SFRP1,-0.01612257615107057,,0.0008558784053902107,0.020042176255010712,-0.01852210458826273,-0.03821879477510984
CXCL13,-0.005396350406603573,0.14345008280123497,,-0.005988760069990574,,-0.02484860397588378
MICA,-0.005538255443721091,0.04696776788714916,-0.01657477641025869,0.09774621665158749,0.04977834156296442,-0.03813858711948994
TG,-0.021731477612689145,,-0.002637600996993588,-0.01963900578350027,-0.008698639397391475,0.009697092351661237
ADA,-0.04489433936038018,-0.03524211273811126,0.06394490093849389,0.004062099907041549,0.051130764277322285,-0.03547680816628842
LAMC3,-0.03864438508496735,-0.004772061488413968,0.05363648920547307,0.04066612208167424,0.020733993000524857,0.10267311349103421
CCL7,,,,0.17219601754251965,0.1971708268272017,-0.010826263336321367
NGF,,,-0.01945797678884489,-0.02558367637252071,-0.040174900038881495,0.08251752262571185
TNFSF15,,,0.05445164588391059,0.038500712387698616,0.08529404644145926,0.014565033385176106
HMGB1,-0.021898228678489225,0.008140308823233912,0.05870638787595782,0.008566335026057203,-0.0698521097700374,-0.02403592277843876
ITGB3BP,0.004942792732438094,0.020946170476113312,0.05608687444575215,0.028767237678546075,0.03962670610453721,0.02317108742255618
AANAT,,,,-0.0194334707894805,0.07226139510130457,-0.01870528492869522
RELN,0.10125838270829293,-0.03874537528856668,-0.01631719107994472,,,0.04503961164120816
IL15,0.07043354302479427,,-0.016811481192708713,0.07653248614587403,-0.024528162214987395,-0.030171555516184306
UTS2,,,,-0.016549022666102038,,
BSG,0.005209965537809015,-0.060548228956896294,-0.006982170855237306,0.06765654905980414,0.03337050492901022,-0.0045032137530020945
ADAMTS3,0.0055803841287992316,,-0.02707843285162637,0.05402961086595162,0.024143605244513526,0.02809051591618881
CD34,0.005983304259937625,0.038642148188103825,0.026193026148349202,0.024121964432899316,0.022085890425383864,-0.022713387777159255
PLAT,0.040555279272608984,0.0045342200742343654,0.09980441721653047,-0.016012800227548817,0.05434043167558214,0.06557850258229206
NTF3,,,,0.014546449223593591,,
LTA,-0.01598139694366702,,,,0.09029528735125121,
CKLF,0.014297151457696026,0.04423801896523323,0.05761330545711525,0.06200501533084147,-0.05164115577538391,-0.047656293441227446
CD24,0.042487587270404956,0.1266012733423152,0.034235916636112536,-0.04819166774172347,0.07967990461894157,-0.013068429231352173
HSP90AA1,0.004416594265437896,-0.04111612800445154,-0.06898114455322576,-0.06559263383591364,-0.037442494068599744,0.10919876031621252
BMP4,-0.016941217589866865,0.07039594302942333,0.0055830855953002065,0.052219758004866994,0.050576631577463435,0.06906413273823907
SCGB3A1,,-0.03677562663862389,0.04886361940659789,0.11075900392194964,0.07490495075673848,-0.009904378190899297
IGFBP4,0.03112061392163054,0.06400928430912796,0.07997422814084265,0.08783053849719177,0.002732158045801451,0.11113101469857735
RSPO4,0.039234082595592544,,,,0.14869035517641987,-0.02358662336186068
LEFTY2,0.12047479084285051,0.03886672208646575,0.10971668563620904,-0.018804458466172794,0.09919943384378811,0.043670319098147295
PF4,-0.014537252619291067,,,,0.10976312822917496,-0.018476736721091742
ANGPTL2,-0.027712442258956946,0.03128864072361821,0.10884352773172802,0.06521366751819815,0.08360610848718296,0.09706397680692049
