,UKF248,UKF251,UKF296,UKF304,ZH1019inf,ZH8812bulk,ZH916bulk
FGF2,0.01132984198579406,0.05790858810124368,-0.044694614401284305,-0.01569505896651176,0.049918266451939045,-0.07786698005774083,-0.03523135259371589
GDF9,-0.025496211273776926,0.04297721352355214,-0.018238188511108346,,-0.012988715004163941,-0.02799339390419898,-0.03165748727542385
CSF1,-0.025904038997276394,-0.00793981246674952,-0.01775363214090208,0.06363327485297983,0.1113958901727147,0.06958354412986642,-0.1013526819018748
GZMB,-0.023337917428395763,-0.015825172989604,-0.013293791709530482,0.0031125749892092084,,,0.03375058090900845
WNT11,-0.015090149177957073,,0.02428005546479227,,,,-0.01981161234021981
GDNF,-0.019547495906969165,,,,-0.02771705261090809,,
SHBG,-0.01363696789916062,-0.02617787432001188,-0.02054675755596988,-0.016779379923162512,-0.0377207575695302,0.08697643666684575,-0.03208806078329936
EFNA5,0.03499750572403576,-0.008103553480888918,-0.006163504590666546,-0.06391356845249324,0.0889463512577597,-0.0360343493454686,0.010406405753509505
THBS1,-0.0044838407433848305,-0.011759782051062947,0.057126285491628584,-0.037212345295947136,-0.005652985606612214,0.003094195650667056,-0.0917963287921229
PODXL,-0.006120641864506408,-0.053758200692071545,0.028895605590564366,-0.09012557596847125,-0.03519716337261235,0.11748486353293086,-0.00500690045427874
C5,0.00847926667492672,-0.04572697200859999,0.07865827723597509,0.03149644054194375,0.029855397622662115,-0.011013513298749805,-0.02718494204526771
DLK1,,,,,,,0.020227321816154324
CXCL5,-0.0004852409159000796,-0.0189915804835533,-0.03296657010280847,-0.02729693809082227,,0.07982583777100069,0.03717320166895559
BCAN,-0.007910892997522892,-0.0026688687193338902,0.034689198651861784,0.05131124498964805,0.016566848051962145,0.09904018707496848,0.04407189009181621
RELN,0.05332291573483631,-0.010136871379856716,0.04431547127078385,0.022196225170513985,,0.01661765666800626,-0.027521702006931152
COL4A3,-0.020430613908527375,-0.020797065316492423,-0.007268604658026007,,,0.022467532287146205,-0.021871171738662574
GNB3,-0.01579117712134052,-0.0018081133761868942,-0.017596473795113317,-0.0035261188754845798,-0.006084897437772451,-0.0024753467003647343,-0.04784209581759059
PYY,,,,,,,-0.017046314656181383
MSTN,-0.0036952329105433067,-0.0887629422098611,0.025238795304089935,,0.09014255714565134,-0.020941569158250815,0.1877389215618186
COL18A1,-0.04157763085475304,0.0458112317270401,-0.027921145388159284,0.013276610001137836,0.029140442791538206,0.1249524875900469,-0.05896249762902599
FABP5,-0.013776621881803829,-0.04004454823639907,0.007378343299296256,-0.07818833083949864,0.038335156808626245,-0.008862006549849637,-0.0785931948873283
TGFB3,0.0011339106224732575,-0.016827425589485436,0.03075274145719841,0.013436215438094177,0.033479107707281866,0.0580083927086445,-0.04831321873020034
BSG,-0.03152617470032356,-0.027582305456021246,-0.024255899101364376,-0.07905163565266506,-0.05938813999735096,0.07565570034798133,-0.03347919098214092
TDGF1,,,-0.01563406327989045,-0.023365680933648263,,,
S100A10,0.026290540102993552,0.016407889541009753,0.03259083035560261,0.0017635109678525794,0.004502602741080916,-0.07335941491429852,-0.08896847496095688
PLAT,-0.00017179677976951964,-0.0394412170041322,-0.00569998172510037,-0.013329951657476432,-0.007541275142266928,0.11726601685671696,0.012186898473084838
SFTPD,-0.0201399651989124,-0.026177876135668705,0.005570383588703946,,0.01425395980151382,0.00988258086419705,0.05177190168426628
EPO,-0.01677156068320523,,,,-0.03245512501760199,,
FGF7,,-0.003922491726528139,-0.028551646438868553,-0.04458255798284676,0.012250917178936827,-0.027524962807578334,0.03809498715441668
CGN,-0.0066542139873225535,-0.02362895659342498,-0.012677612035031345,-0.017553438954045212,-0.0438604140223285,0.05628799761042143,0.007394199364979457
FGF13,-0.011243246849609055,0.054826718881305005,-0.02149884010147851,-0.04250315529110023,,0.034567523625942176,-0.0006398356164804115
CXCL13,,-0.03296506772732612,,,,,-0.02484860397588378
ACTR2,-0.026932242573124893,-0.024229745400566455,-0.010884833717047852,-0.0699095957246843,0.06546872385899924,0.015407423807688905,-0.06869613742222747
SLIT2,-0.029721312907145376,0.1046783910514538,-0.014940450250782451,-0.041738587249810694,-0.02937048261517283,-0.041909930795921715,-0.05012183738610359
LAMA5,-0.002749430981869058,-0.02379731046742866,0.03416144499709502,0.03863703857998948,-0.05638935611445418,0.05368846521593952,-0.005795436706061593
TIMP1,-0.019459852325003066,-0.003178092351958571,-0.018860742228757266,-0.0470097466618131,-0.004510768069512864,0.14033471751458038,-0.08805294351175168
PLTP,-0.017291416348846674,0.05562010889796657,0.004860975540867284,-0.059267627963785735,-0.035570776846040035,0.1266393376636365,0.023550920704736484
TNFSF15,,,,,-0.031252891011126896,,-0.033904419897620594
PRND,-0.012481861741801744,,,,0.10774853485775526,,
NPW,,,,,-0.0043559069525016675,-0.020668150515337172,-0.038313065767880655
SHANK1,0.07600189636885311,-0.017144217838700196,0.15016693933385944,-0.027464238474796947,-0.015538082850715482,,-0.029886521694691925
PTHLH,-0.02101574860964261,-0.030713140583175473,-0.006133239064951184,-0.04183717411975128,0.009492492924895027,0.015664488438673022,0.033536165765268786
SYK,-0.03380478028248576,0.0035988853644780827,0.024141991514001166,0.04621016467969538,0.02766710898256014,0.014546747867195356,0.021761288251549785
CD160,,-0.017972408425809428,,,,,
FARP2,-0.016154124830232663,0.0513313782407001,0.0065085423211439265,-0.09467976443677359,0.02764060819498367,0.007553318198732874,-0.044013227255767215
P4HB,-0.034157605250589966,-0.026175546879007697,0.019613662556112223,-0.026690377239598065,0.04593242194588262,0.04820664405951051,-0.0837161691061804
TAC3,0.02852428362268779,-0.01758923050575526,0.0003118510056737573,-0.054411304703572236,,,0.04142239889242773
C1QA,0.008917179689224718,0.002324453901751472,-0.03343951611438615,0.0066626384817062775,0.061851277664832,0.06355855897055901,-0.009812943171850321
EDN3,-0.021742807386943612,-0.005650749301030288,-0.007743127613654879,-0.02610095929698991,-0.024870118672131614,0.13236162573137272,0.007289795765539533
AANAT,-0.017666971686239437,,-0.012423088261246178,-0.016254531493799643,0.07938786121015202,-0.013191508722271858,-0.01870528492869522
GDF15,-0.03845518178337885,-0.027165269928635754,,-0.03871395052390435,-0.07999113852644593,0.015604430236889351,-0.03874524524037383
LRPAP1,-0.015187849042193521,-0.004837551703127445,0.001886766540555925,-0.10867337352239158,0.009007724134251806,0.07524010403393765,0.06793364400031371
LAMA3,-0.020334128620752442,-0.022173507695945144,2.8508852888629464e-05,-0.024856724844954187,-0.036930723748149,0.14688948269073035,-0.02705697903259988
VCL,0.051801325892625885,0.0037520649019805344,-0.012084282385372692,-0.04994912136002054,-0.00024032147770507593,0.030888212507362314,-0.02226732861446333
COL5A2,-0.014004850763678772,-0.082210031098677,-0.012494623838368343,-0.06776114552612343,0.011746066934602178,0.13783140989462697,-0.01842852193377588
DKK1,-0.021374888339260056,,0.13510234380384503,-0.042684419088693,-0.030946052042273457,-0.01878897224591301,-0.0071653878803317915
COMP,,,,,,-0.022161501055599084,
POMC,-0.036359052046162674,-0.01921551815101984,-0.03236064717948172,0.025819987531062575,0.06488152337498759,0.10529006851921065,-0.013276829608132444
CD34,-0.0665712111703874,-0.004182165565667552,0.012770190242101513,-0.03800610522568819,0.0021964924711464426,0.020804808151007423,-0.07398701609790378
SPON2,-0.014532875694933924,-0.04919473012576482,0.01647303979031714,0.00785127943108845,-0.002255585283660801,0.07037519452584094,-0.013699318650793596
THPO,-0.021095396049902973,,-0.012927403065636592,-0.024674608524584127,-0.024870173275517105,,-0.02554544623480991
SFRP1,-0.06791504887343097,0.06912745413851354,-0.014891940089408414,0.04451527932167066,-0.04777265865507185,-0.05895625904103955,-0.03821879477510984
ARPC5,-0.050803902909338866,-0.018757632579864635,-0.0624301820611024,-0.013898728343208577,0.16221971273434485,0.037692332145263976,-0.05610225440244478
VEGFB,-0.04713611444278435,-0.005332926437406478,-0.026848117059539735,0.0006217372838025622,0.05944293326902618,-0.012313438517242389,-0.03774306899327407
GDF6,-0.021188907241730694,,,,,,
LAMA4,-0.03003037251071153,0.003223848281955197,-0.0001714833225613777,0.015501734624135888,0.013315457956828213,0.1016787931189862,-0.010834097672247611
NPPC,-0.03777630605168571,,-0.014563238508880492,0.05666233158368116,-0.025970627221982172,0.09605480613196019,0.03915814197863704
HAS2,-0.023327130162734813,0.07950329492588724,0.011339219887690813,-0.03244198851663711,0.07479653095510412,0.027893426224854113,-0.0336461741206608
JAM3,-0.03064604726824532,0.03377296678585813,0.005204009055063197,0.059002702411441364,0.06487735128832052,-0.018004366834801208,-0.04512378517236614
MEPE,-0.028192625407423486,,0.019199077451650382,-0.03177227600799602,,,-0.0003870573727415142
ALB,-0.021924808380278188,0.023036652682254924,-0.013050606316258024,0.040108919189908845,0.02236524677110839,-0.0106106577144068,-0.0027694203893510135
SAA1,0.02706822912121195,,-0.012803082958414001,-0.02853848064134688,0.012768755354622432,-0.03352607420729356,-0.039295331181659336
SFRP2,-0.016189349846377266,,-0.012140920605781912,-0.04713050059596097,0.0442612076246575,0.015617367654485603,-0.014352285044537049
CHAD,,,0.08019507805164197,,,-0.022401532185550046,
CXCL8,-0.024820454279406958,0.00577859682811142,-0.010172361844986938,-0.043758405367836845,-0.03666424842246713,-0.019629892481676924,-0.0888523235454326
VASP,0.03633152118896953,0.010401310064433058,-0.035852436500605066,-0.041644472779067084,0.10668554395626999,0.10497066917278526,-0.03223279451978164
PDAP1,0.013139342964739127,0.031333573863252424,-0.04153310483924891,-0.014129744179883922,-0.020303126432037757,0.06611604269852651,-0.013854643989750266
VCAM1,0.021015429068908974,-0.013921507882323129,0.01977469231015428,-0.0015160941661563217,-0.048507577122122114,0.03858187276152208,-6.256647210840193e-05
CALM3,-0.0675520676252616,0.011963346354130273,-0.06237276385443436,-0.021489819408314403,0.11193983551611264,-0.0038068843681797284,0.016191850986621736
JAG1,-0.036352361299654995,-0.006920665994675656,-0.014832838542331354,0.023163033287992192,0.006491352877840312,0.08599477674396562,-0.05546497659888014
CFH,-0.004964281335377894,-0.022512250511275367,-0.001851207105597215,-0.07609286483865198,0.03440943373353569,0.0975152432981271,-0.016647167030501363
VIP,-0.016232383196864108,-0.025960923061884182,-0.028515738685174992,-0.04879841594213793,,,-0.000485435420373688
IL7,-0.016370078801096977,-0.02982823778544666,-0.007636920096512694,-0.018507089010051637,0.01710222044273655,-0.01961479044908839,-0.018553948305362004
IL27,-0.01699938204318839,,,,,,-0.01801164110089277
PROS1,-0.030499804214823928,0.019037310703095965,-0.03656789246206566,0.01204366555509335,0.03428104364779508,0.07289558264761582,0.017212892154416168
TGM2,-0.05632762746447277,0.04663978352434397,-0.026878488410863044,-0.07488578079583508,-0.04049125893722745,0.09223491335010514,-0.021057098524325822
C4A,,-0.015594997706389353,,-0.01753913401554273,,0.04094568831142613,
GPI,-0.035377905785346025,0.01447661195749294,0.044652327749941954,-0.0857000043819487,0.016137761320012885,0.029519857827918432,-0.038765468969648456
DLL1,-0.014989931562547612,-0.02671867605464851,0.0008501428948943672,0.007494408654446764,0.016466664050725645,-0.04246743808055187,-0.0474067690498021
ANGPT4,0.10372050318376329,-0.00729483235507485,,,,0.04938449965064026,
DMP1,-0.014963453096769995,,,,,,-0.019376014930280468
DRAXIN,-0.06690569042922159,0.009488683665829582,-0.010478996454729642,-0.02074542458683956,-0.041126835847779854,0.10926422800443279,-0.09492731069425617
NPTX2,-0.04166697664733918,0.015188992356654395,0.006241411564688998,-0.0022827703161541705,0.03278110643395599,0.06883304123394932,-0.05130112233036046
PDYN,-0.0013499378608566928,-0.020445972866452413,-0.007049104001488213,0.015047554647861486,,,0.007864351169979187
RIMS1,-0.027009075539776647,0.03268169338032059,-0.029081540627494053,-0.04942099454547397,0.004502060079626639,-0.05850660856366969,0.03054968731229122
FGF9,0.0029558057024628034,0.03168008143258916,-0.015826980717807575,-0.02344512526170385,,,0.054130832307415645
COL4A4,0.08500691282709143,-0.018780450957833907,0.007013041749214599,,-0.02632827075392885,-0.03700202122415426,-0.011910997896255758
WNT5A,-0.025414545215016234,-0.012113999209631373,0.030726502863427405,0.06429211629731091,0.007113656942876701,0.016842257136450496,-0.0440975751463055
F12,-0.003186734293007551,-0.027068382228900383,-0.007441026078058789,-0.00046560725855279337,-0.02514983321535007,0.011045678132624364,-0.010464392194503274
BMP1,-0.03958817578914788,0.012768226145304293,0.006534814708854138,-0.03545182496665545,-0.0071474456438126634,0.05385646808362025,-0.03581476912891749
CORT,-0.036109149793345466,0.032225191618048474,-0.0022268561277011393,-0.0037682447638620275,,,
FAM3C,-0.014025683976774802,-0.0247219584066052,0.004311507819075176,-0.06610173181341655,-0.03361881132728948,0.05765142655906969,-0.05611689129229216
DSC2,0.0186538308870726,-0.030735898571650353,-0.040398060772876644,0.017537071334917734,-0.0683672005539625,0.09620144880774104,0.013279095035890755
IL36B,,,,,,,-0.02449379480743119
BDNF,-0.02321179386476617,-0.01876603860513262,-0.007195446082291499,0.08410362508655188,,0.17607118886030845,-0.03975389224839368
NXPH1,-0.030603520814003412,0.02391229548583931,-0.017313210476669016,-0.0664016791895118,0.0066886236108783855,0.04787705833621928,-0.014371886330613913
RAET1L,-0.011047445263418809,,-0.012550956566571247,,,,
HSPA8,-0.018931192697285833,-0.008420731118610351,0.038666473609508464,0.013386164525533826,0.0285704932141839,-0.0574258555259663,0.0901750041877401
LAMB3,-0.026679987351405712,0.02222553455537876,0.13627291445517697,-0.04935229506984678,-0.0477841682285828,0.12597157772612586,-0.05899810352506535
PON2,-0.04802195130894846,0.003318972554885067,0.06724665824051648,-0.012032728395155956,0.020524610668080083,0.024368130342335526,0.058737689850960596
CFC1,,,,-0.01826953554510197,,,-0.021673175605741668
TF,0.011999483096169206,0.03101837731301378,-0.055264013330578725,0.003334616635012872,0.02384338911585025,-0.10465904760284228,0.022689564010654202
HLA-E,0.010713291326038307,-0.02958497673154713,0.02304505936236448,0.005831483818918472,0.027068104737193503,0.05881817526512005,-0.04141952321730949
OSM,-0.014204864447024552,-0.00698543211529636,,-0.07358591840532262,-0.04711692043178474,0.00021910569026452003,0.022351923650339008
ULBP2,-0.04978937337945169,0.0068925413140104135,-0.020949888095434292,-0.00533392186717194,-0.034752969928477505,-0.029338195769971088,-0.026065952145766447
VEGFA,0.001099226563264609,-0.03543548771398084,0.02432961609239926,0.009489139732816714,-0.0017566908326106926,0.09350584843317679,-0.04110181110010125
TGFA,0.02729205013749738,-0.02973079837603554,-0.026298908226458473,-0.03140461705342698,-0.03853664924350774,0.007970865093578977,-0.07520223073033236
HLA-C,-0.03706428175019387,0.00560096825379426,-0.0053741337407510375,-0.007597066892959329,0.060616928520791175,0.04614460890790632,-0.04296272024138639
CD200,-0.05419077037557994,0.0431316512456092,-0.016675653911230694,-0.09808173533488782,0.11335687710945958,0.09727647545325016,0.010166840406482197
BMP2,0.013880437290721291,0.003981043861597909,-0.007693492281442242,-0.04700214024939345,-0.00686476172487209,0.021944200550683426,-0.026802928323434644
TNFSF13,-0.014446440348651376,,,,,0.05104039229509864,-0.026057546858436652
CSF3,,,,,,,-0.03063433124701646
APOA1,-0.048354425076720664,0.019365715340391443,-0.002606636372602943,-0.038842085611184476,-0.04636310687689161,0.1917409307376168,0.028563367863350314
IL15,-0.007919127712298116,0.014990503321127327,-0.02670128796286548,-0.033309165736088754,0.004205271479141022,0.10263921438432483,-0.06118096699166004
FGF16,,,,,,,-0.01679691544533634
IL12A,-0.003322399392605283,0.01965181552590864,-0.014673565212964687,-0.017289349803067407,,0.02584322672210988,0.00258781997996108
ANGPTL1,0.029043461425610904,-0.011091946075215154,-0.029240349869156714,0.005762015782744302,-0.01581314793689057,-0.018613379467165087,0.004565684561391588
FBN1,-0.023754486097003275,-0.0020606009654934687,0.001998493536407721,-0.03415586870154655,-0.031065862921756875,0.057903597626523355,-0.056797590772135295
CD274,-0.03361232202937071,-0.021029089668974193,0.006015085570841462,-0.03170548759004495,-0.029737262702105957,0.16395363657585543,-0.01881760390945289
NPPB,-0.015709504563274156,,,,,,
PMCH,-0.01292640137623353,,,,,,-0.031367859895814434
MFAP5,-0.012021820430010618,0.0019041942347969689,-0.029781235568560285,-0.020531587828116624,-0.001984618670174593,0.013139094335597491,0.0046055607893416405
GDF10,-0.014446438331512934,-0.020445910288387284,-0.02792585713258995,-0.009110427456994042,,-0.02575913268310435,0.06524434092172639
COL4A6,-0.015340647616095746,-0.013534072748678032,0.020817708718059682,,0.08382097844672795,0.11487974290530255,-0.033387453094827865
TFPI,-0.011975575059602112,-0.03789742234136423,0.03715283299899651,-0.05045016385521197,0.04558741168409787,0.12629591951133506,-0.003079550431061818
CNTF,,,-0.011898600369703074,-0.03034483389993884,,-0.019067962845172377,
FGF11,-0.061278716460813,0.03152480015626967,-0.02375165964118151,-0.04048275976877054,-0.031073177398645062,0.031342632044762765,-0.03902838650317592
JAG2,-0.03506729854124822,-0.04035428646092131,0.0816084332645017,-0.06326160394456934,-0.016440748244729846,0.046409307946794875,0.023231335734615808
CCL18,-0.019143680683967292,,,0.030714849388216385,-0.020824180514716073,,
NLGN3,-0.057087609763266677,-0.03277696203478543,-0.020751180586167064,0.047408699716202846,-0.03500121255786549,0.04563334041195959,0.019303418186824628
CNTN2,0.002886796794313708,0.030846062575352513,-0.031878805403937414,0.029436112245160385,0.025292512098416844,-0.0386433443425572,-0.00397228472520487
FBLN1,-0.020173222985802382,0.011450585881493475,0.04935377500631112,-0.0666800524299068,0.07799271410922502,0.10147714475238498,0.0832108449541475
NTNG2,-0.019573385408454477,-0.004817671894539325,0.004294846031800876,-0.03993499296782289,0.028960127696547485,0.031242130570437763,-0.037553731289020516
CLEC2B,-0.033226823836673185,0.05749944640647041,-0.002071631943234126,-0.03409367182612567,0.008779817035822058,-0.013498051955157471,-0.07745902776126042
EDA,-0.011047444447002647,0.010337532112109816,0.026301705385873335,0.005649886943145736,-0.030848474288525544,0.07262544632060126,-0.004643665834095556
C1QB,-0.002978439782534805,-0.004354324073932592,-0.019381592179439466,0.01305052906019306,0.07978988490165706,0.015318953050188704,-0.0042008516602739686
PSAP,-0.03435957091321317,0.025478859618579968,0.016947876822656707,-0.11634215390654466,0.006021372966061545,0.047780222010525654,-0.017222956787283437
APOE,-0.02048179381371335,-0.04301051611963365,-0.015615666040977689,-0.001937127716023889,0.03669934796159402,0.07830764432090696,0.0374042941311854
TIMP3,-0.04593315350407607,0.020213343835146856,0.013885481409158712,0.04652411766667637,-0.04525449603546733,0.06628921958622284,-0.05047944665948426
COL8A2,-0.055385764173872,-0.012525769616454826,-0.027981234573612127,-0.05905595994482278,-0.03336576037336999,0.03797183337793124,-0.07009127733015333
PTMA,0.05696758654901111,0.04111232969432259,-0.032458319058142046,0.050329383669286666,0.010929025135932389,-0.07696581954389296,-0.048814337647153615
APOC1,0.015634089250105464,0.016319665896755858,-0.005077257599416995,0.11556864001553645,0.03920887155089369,0.010035770395720563,0.05788996945322445
PF4,-0.012631679602985117,-0.015594995276535238,,,,,-0.018476736721091742
WNT16,-0.02106487310140283,-0.01559499390114662,0.02959678884429305,-0.02592633239711126,,0.09161542944844694,0.10337632428191372
LAMC3,-0.025634774718488827,0.024287245262605617,0.015076724045704632,-0.03951974521255328,0.03231596430944108,0.1003498128389918,-0.04570773214131165
C3,-0.011142777521233488,-0.047438627331475886,0.04196546171515975,-0.013159721139210667,0.07151840236868351,0.0947955580946041,-0.07261640081846948
S100B,-0.05764801714703218,-0.009213399512969967,0.011332321952528234,0.1413688563214158,0.06134235437794008,-0.0889044002349451,0.13085747605717024
F7,-0.012176997521523729,,,,,,-0.02283831125054338
CD5L,-0.01444643766873906,0.01468730930624956,,-0.025750700806333203,-0.028388619353564012,,
COL6A2,-0.06624247563715378,0.011879924557010778,0.0006431720357991403,-0.05744108087065384,-0.04404941178016481,0.14167893506234014,-0.016538308027982347
MICA,-0.002862869455956531,-0.01675880813824885,0.03176034655318845,0.0010630749116501558,0.05748845403573565,0.06184841253955015,-0.012020703523028652
NPPA,-0.015326628194800048,-0.006877844526391425,-0.030677805254606276,-0.017539128200620636,-0.04823734603394457,-0.04357077947526142,-0.023176645967153596
COLQ,-0.04350981087770855,0.04978569784033673,-0.029981519274078997,-0.03780848910711627,0.01862572081135629,-0.013948248607973042,-0.012291367278904265
SLPI,-0.019652097348388332,-0.025889661555419868,-0.019465128301685224,-0.050340926678996555,-0.0704950777248902,0.07563859332878171,-0.03856550106835023
