,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,,-0.022612176168618228,,-0.0029046102551397368,,
BMP1,-0.03724055417221244,0.01776450141015745,-0.05366559970437664,0.0671792165323469,0.004013715996126842,0.046065079097537855,-0.03592589943294301,0.0401423667390687,-0.028434918603976445,0.05778703595035221,-0.018675069854473116,-0.02411843025177185,-0.24019742681416395,0.05508386506965981,0.010189504226495286,0.027226915633416577,-0.05826610771134581,-0.0484991505645201,0.05587310934126228,-0.008090702363366883,0.0013778679834662985,-0.005319689683901783
NDP,0.0629950332126086,-0.016681784261639746,-0.06029276632934442,0.08566196269612338,0.011068547216263505,0.031157221176924137,0.01157343676771859,0.03470579902231646,0.02046000227753219,-0.03195966228805313,0.018970758079170875,-0.04967793474038118,0.010321135829081519,-0.07528891534151683,0.03475990404175924,0.010341649733223107,0.01866676909663417,-0.02322303660571941,-0.017522466006227585,0.011622632625398973,-0.06321521558096295,-0.001990273401058703
TNFSF18,0.039250568060157844,-0.03667383157961676,-0.026437503185889753,,,0.025888352072520725,-0.012490943243147092,,,,,-0.03617472976530061,,-0.004487601791589112,,,,-0.02331953815434777,,-0.036848709499333145,0.02697226818281959,
IL36G,,,,,,,,,,,-0.016810362645758494,,,,,,,,,,,
RTN4,0.03455465045393898,0.04808828360889937,0.10165926531700455,0.01275283748784328,0.009221537634435164,0.0030498041684836634,0.018185029764191257,0.016431886803089196,-0.05109737720067631,0.10790583300015621,-0.017645910044060607,0.09574404492042604,-0.07951935842457143,-0.09400310366424557,-0.042935905594563784,0.019715908329772505,-0.06573600870207104,-0.02156165681429946,0.11322044912516499,-0.006848989555394435,-0.03668381893905679,-0.02597070567754397
HEBP1,0.04033982697374669,0.07656705566396121,0.06249351492652789,0.05128416840579028,-0.025225441612398536,0.03198967204546875,0.10070867585518611,0.006099254352489512,0.08435443057749396,0.025955291168283805,0.022806943735582976,-0.037784755417888075,-0.05533248399685936,0.02352156270259275,-0.08189653284745096,0.009913966556793044,0.01422050517168867,0.018480709309858935,-0.04431315267332518,-0.014010792034930747,0.07103965012592554,0.004997042364930987
WNT7B,-0.024743161789405683,0.01156575925918305,-0.023439401987837095,0.01644317629067191,-0.036139201426726955,0.02624369191892194,-0.035804126053754916,-0.012913395262645568,,-0.016762357914305928,0.01787080468188107,0.05510161021084831,-0.01920031940885521,,-0.029991932732308994,-0.02300129512924243,-0.022711400477309903,-0.04876304078229047,-0.019463671577823246,0.08550914799197536,0.049489625344863196,-0.032705240911559505
PTMA,-0.006421108182800694,-0.005950486890231994,-0.07659415449513982,0.07800578844875265,-0.027921599081620986,0.08906179569279636,0.04363020696614293,0.009077251291962359,0.0973921369609163,0.08764627855548769,0.03183990293862641,-0.02370731884490075,0.029220153000338676,0.059298728678603335,-0.04987622982434389,-0.10673628800133612,0.04954038143065681,0.10308024957844968,-0.061427308220811196,0.0033918190339104707,0.0015932884270510397,-0.019350801457344715
FASLG,-0.024743168784234135,,,,,,,,,,,,,,,,,,,0.002479214079418298,,
