,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
QDPR,0.1725842653204772,0.046035953354417236,-0.0378608944261559,-0.07155582343282546,0.009768877090169938,0.13644187984405196,0.0002895119608161693,0.13845131816590672,0.06984605013896737,0.043253276916388604,-0.24148731738431573,0.018552159335984614,-0.006821311743867805,0.04962282786830694,0.027506267058254392,0.05231188763179821,-0.10614534292761034,0.24168662720973016,-0.018620562337250846
POMC,0.09688933827506527,-0.007869314636866414,-0.014067399640510899,,0.060117105162109996,0.08940471579271078,0.09876916951280519,0.03533017666772726,0.001830762293253549,-0.002279684583613255,-0.034739065771574075,0.07010987390688209,-0.036972433344529106,0.004870045167693339,0.05423660146681694,0.04230873171913153,,0.010016190489391435,0.14442496956501455
CCL18,-0.04415831538906127,0.029170726179752308,,,,,,,,,-0.07038671044638323,,-0.04194782708058659,0.04937746551589599,-0.04060313287842196,-0.041468080589158525,,,
CCL17,,,,,-0.021800932207998166,,,,2.51302008368241e-05,-0.011630014959107463,,-0.02857802454121393,,-0.01579757074544096,-0.02925173522068986,,,,
VEGFD,0.03781689545719789,0.03164989032059076,-0.0211041073231481,,-0.00038860062411629674,0.0074263418691861505,,-0.0837023179916404,0.032320752065578794,0.039524043904665566,0.07081706109225183,0.07105886234749653,0.04363619894829515,,-0.0202635698546905,,,,
TNFSF13,,0.0446941402746972,,,-0.015037795117806832,,0.04424525587801208,,,,,,,-0.030313165428971472,-0.01875659600934046,0.009620452988514546,,0.0009986186547545411,
WNT5A,-0.11387497274432948,-0.021789561915242537,-0.02478300184154271,0.13680785400505083,-0.05100110481543519,-0.07346308975228084,-0.12658957015871858,-0.3210158293186244,-0.021882033795555044,-0.03951697031361927,0.10251559816668793,-0.03345417258970555,-0.043258213926908734,0.004047694140189451,0.008835905680149476,-0.02530360029425402,0.05987545454883601,-0.0833132394772041,0.0021639416744971066
CXCL8,-0.1601261361941654,-0.03657704590845971,0.048121732306310026,-0.0667531546425027,-0.036428290764536894,-0.07086307258242559,0.01139510137621749,-0.09335916464031888,-0.07867356467358987,0.011570940653408609,-0.06954650107629287,-0.06640867281702545,0.05719562013913612,-0.06296098152666373,-0.08378305629479395,-0.027271066224828173,0.010474366547817216,-0.1703072212711291,0.007451745428252
GRN,-0.035698572819027094,-0.07102123488429422,0.0283445599082143,0.017927957750085023,-0.009714229808136037,-0.11243086681158382,-0.12197197107506966,-0.3854567611458208,-0.051676943381468755,-0.0506119444729191,-0.168383128473855,0.025370663010254993,-0.0064412076602604635,-0.04999522389597616,-0.07070940675468793,-0.024468307984476682,-0.02832356121812001,0.0937350561054028,-0.07833224284179302
MIA,0.01905713433254787,-0.02056781198777173,-0.018768517183395835,-0.03410681504656416,-0.03278894332479744,-0.04840282313342127,-0.015505213199003106,-0.1186353838495379,-0.02471691178301602,0.020319447078390236,,-0.04194638668628909,-0.03308041937301259,0.044534988589744,0.03762938629678709,0.05468984178879134,,-0.11587370610687232,
COL4A4,-0.023325688436953516,0.0029226418364803547,-0.03156305576467078,-0.0055558910205671915,-0.010521823631470466,-0.11385201897989725,0.010894022224230483,-0.029441975874585042,0.10293022431560735,0.0037216747237109583,,-0.04068955125882793,,0.03670291561466183,0.0046591001486068736,0.043201232866832015,,-0.04634240959248224,
TAC1,0.3201564771546599,0.09100674081169718,0.10460860280762851,0.14160666782126735,0.1264345355771679,0.30238913031276454,0.15937679697559734,0.4297223460551287,0.22110164263024815,0.10127393990660875,0.26570862084630187,0.3625682096938044,,,,0.010300493424908427,-0.03164005460784422,0.1050762759562792,0.1651154288043778
RARRES2,0.01043383547549212,0.052474721432859264,-0.025737252407096938,-0.024788419497388713,0.06384786864466648,-0.12228228800650524,-0.0781811616871734,-0.42153940813565677,0.11127645914254634,0.02935353870315296,0.022659142481957616,-0.11736557174702436,0.08366739370685043,-0.04857145840827817,0.008906199035912402,0.05177616621360846,-0.08477678578375435,-0.1795248382589926,0.05842940396988943
FGF7,0.02326804074489436,,0.08865154134140038,-0.04148160224319079,-0.03864417509140047,0.04295116825602726,0.011880156199725139,-0.0840055296394739,-0.02404361290972553,-0.03230242194590096,0.009529349608993317,0.004868806012265883,0.011257294784832199,-0.015778626147790367,0.018552409063142317,0.04088424681384467,-0.06244617721942576,0.026603937985692425,-0.006867039414671185
EFNA2,,,,,,,,,,,,,,,-0.019259167046434045,,,,
HBEGF,0.012005469688997147,-0.032178931374052304,-0.011107992155114911,-0.04061232490063723,-0.01867211296368175,-0.1112879758637721,-0.01515219059904488,-0.1864588046570962,-0.17233059991602528,-0.011861330496112064,-0.10455590146566898,-0.009205921839671399,-0.05568658528077587,-0.02695296628678348,0.04147000624510392,0.016922453162707816,0.021627833481449716,-0.13003652453197503,-0.019600765468367237
CSF3,-0.05008555586470399,,,-0.02441653426653526,-0.02598481030243746,0.017171401687773927,,-0.03727757103140938,,,,,,-0.047063170937318544,-0.07713694503956937,0.011891775259858779,0.08846553002178105,-0.09600444012691173,
PI3,-0.048861027882243294,-0.016091899530745066,,-0.0578461845246575,-0.04484193752364629,0.017882525525798887,,-0.05865408908532032,,,,,-0.06714750501113588,-0.04645838539022559,-0.11641200633267675,0.041193318343308596,,-0.12877801690770868,
PCSK1N,0.2690424068406382,0.08481708977042614,0.02111255449948765,0.05691867179270767,0.0006539908588117615,0.0357405482630009,0.04183470906123832,0.2270018451897536,-0.04172068094573244,0.08858133566605784,0.27284925053835096,0.2990433004420717,-0.050556853742981765,0.017932270657280983,-0.014503717066452579,0.1469970131086795,0.14142426928126675,0.23167958667382665,0.015627695599842895
NTS,,,,,,3.194666136266405e-05,0.04344951861001096,-0.06402494318694753,0.03488546371861972,-0.04753499871878799,-0.02637881808526335,,,0.0918431153793401,-0.023463640360601078,0.0820435683057871,,,
SFRP1,0.19246512238182686,0.009441740461368494,0.024817694556501173,,0.011615401813401476,0.10260273450048633,-0.08697822367184668,-0.047054115645678865,0.04469421608761739,0.012922297113028279,-0.06706820957535138,0.03858431913477357,-0.019227855008187588,0.04731428622221086,-0.010347827074283292,-0.03296743050768156,-0.003581947964876409,-0.04255285046630161,-0.01357706367713315
CXCL13,,,-0.01583035830114892,-0.017729292910015893,,0.08408228174066218,,,,,,,,0.07501190693201998,-0.04948229035405116,0.08210238841531708,,-0.004822339618173534,
MICA,0.0022165737327745406,-0.08301903244211263,-0.01669264294414847,-0.05715254880140346,-0.019468426287764497,-0.0002880221742593572,-0.02660548024167655,-0.13306942464766525,-0.021100145217357136,-0.05617978142846622,0.02317260162506303,-0.11604616090802562,0.0010167350961151145,0.030980683147729508,0.0956816099719446,0.02452109082105365,0.081019870268389,-0.10590905440703266,-0.0737481397133116
TG,0.0626461975992309,0.053048780779843006,-0.020035848930367372,,-0.006292556961224876,-0.023543070289161708,0.024468210274918085,0.0027935377312671103,0.028463401444940417,0.013424327394443747,,-0.04292822530415092,0.00014553731496103322,-0.020991021901644813,-0.02889803806538746,0.007453261240644031,,-0.052996559496271106,
ADA,0.0346387338204957,-0.010131762521671948,-0.041391396263271193,-0.04817660033971699,0.0019917765269590855,0.0008030444924093101,0.07202255798802377,-0.2898898868191076,-0.015922644466667055,-0.023736026510352927,-0.116789501774043,-0.09590177038770478,-0.01567562519418931,-0.0251302813420445,0.056701166924844316,0.02713631154069217,0.03509999217827602,0.046019365366967525,0.15708709191920991
LAMC3,0.06253311037064278,-0.015405707382181187,0.026864677181002262,0.1262978815917913,0.06535212183864147,0.046200215918247224,0.013277620442849783,-0.2073492148308901,-0.052215944510049274,-0.08303959159016913,-0.08317557089521585,0.005267875545235176,-0.03916370018459871,-0.022903644379366855,0.007903551127711565,0.05136233336098928,-0.0032943403772326485,0.07616906555077813,-0.0020986476092636087
CCL7,,-0.04028244261262793,,,-0.014841653451240689,-0.02440413752004601,,,,,,,,0.05353850188513957,,,,-0.08670626362544984,
NGF,-0.028855712490633192,-0.03962541247839869,,,-0.034006018793064426,0.0226650688676897,0.02522379931472299,,,,0.06385430118683985,,,0.023126887473139214,0.002747413920213215,0.016082139950416238,,-0.033211515095981976,
TNFSF15,0.028479851525659763,,,,-0.016526907013928203,0.014919838919010189,0.006282463783164885,,,,,,,-0.02308233557910001,,-0.027690826507635668,,-0.024292740184524445,
HMGB1,0.13618463301487316,0.04258642552257437,-0.0632711851535535,0.04721713227867954,0.024041895901168755,-0.028303780982537417,-0.014387138181053572,-0.34924411548009915,0.10996104079868411,-0.00222837491162789,-0.11350599680899531,-0.029598047770050342,-0.1275569768793576,-0.012879916175319896,-0.056497430258308196,-0.050265316443357584,0.11595792885025194,0.001682338409164652,-0.07319083429369375
ITGB3BP,-0.15641390315426568,0.025387208809118322,-0.05795027079947793,0.03985856773021118,0.016727228200958125,0.023674046957692083,-0.01956629496020814,-0.26257863378652285,-0.04713218847055277,-0.02024565611351488,-0.021447011878160487,-0.11957919365910744,-0.038739095497254246,0.01388825306177936,0.017051210786747966,-0.000273989263578239,-0.076926181120029,-0.07792343603016443,0.01822265701488179
AANAT,0.148130807807868,0.023871148405645953,,,-0.015037796722762084,0.007943263329140629,,0.006530719004850846,-0.03730436206779098,0.028924059399848576,0.06589258695507975,-0.029081033887834597,-0.03753900044885124,-0.0003312553351092228,0.038294635232593764,,,0.006891427765447815,
RELN,0.04917063118486264,-0.009360484073635395,-0.033414591301469135,0.05061463915125919,0.0441492634081213,0.0902427446240046,0.06815467349503072,0.19300984323172896,0.015071209111996022,0.022591869500278236,0.05118155846674335,0.12888358914200598,,,,-0.03344751750189198,-0.031716018180961855,0.005888051964052961,0.022729421576420147
IL15,-0.05074425802827905,-0.040438475278069305,0.0005208058443320533,,0.017990006206480398,-0.018376358746944533,0.05147269708223869,-0.11361249584663972,-0.02209499106993842,-0.021534155328100896,-0.01356798646184832,0.0035089094672084357,0.012252313019584599,0.009661413567086765,0.007328330275351209,0.05569149557156596,0.0014087505525688362,0.02848101258421846,
UTS2,,,,,,,,-0.1208876043452238,,,,,-0.05151317333043989,-0.01768831381101871,,,,,
BSG,-0.13655074161074954,0.12782895125014843,-0.06065862472500055,-0.015590887990649114,-0.033349178804387127,-0.052104747416474376,0.013544243120652033,0.16160749745964217,-0.1297082638143917,0.022478371921309095,0.22099909628934794,-0.17930232105338983,0.07844606174064976,0.013394633186566076,-0.03727025999915038,-0.058790644620790256,-0.049829653048991236,-0.08220498726327581,0.002744179143368682
ADAMTS3,-0.022983230008096843,-0.02859704793600194,0.005656381581020834,,-0.035154623789253214,0.012044884187244817,0.0703806513635963,-0.3337023200111329,0.01644585252847014,-0.011104101266336344,0.14264229804368744,-0.020309841001857853,0.058345506841326514,-0.0025042056250257497,-0.05178783031138797,0.09707921231903678,-0.05124454545304228,0.01673732233070876,
CD34,0.1730311950764352,-0.0168017201416543,0.037358850142454235,0.037862996868670534,-0.024686016927237535,0.08356146030255615,0.011738534827234644,-0.12057872881032755,0.01991890236618277,-0.01843311202143076,-0.019435534407184197,-0.005877194589543302,0.01008887226273294,-0.029707810673490796,0.03446954556668253,0.03595330655011633,-0.034217460388326106,0.006514484615268042,-0.020611029386552245
CCL23,,,,,,,,-0.053463336520485565,,,,,,,,,,,
PLAT,-0.020573664995031972,-0.037421475576593366,-0.039208871166118014,0.018651352246929688,0.004460702326926005,-0.015694812766020725,-0.133105248172847,-0.34187555594303487,-0.18617440871339316,-0.03224206774744999,0.0028372086572533736,-0.14062325464072972,-0.027688618735491617,-0.0022944724539470684,0.05665323358530124,-0.057057333687565534,0.00698094937201797,0.00016655717004053153,-0.03531044601024647
NTF3,,,,,,,,,,0.04580033853984526,,,,0.04914110517037346,0.020765053791507473,0.1090237963115002,,,
LTA,,,-0.01473442628091612,,-0.019022155145897883,,,,-0.020162191829998816,,,-0.035553654228517556,,,,,,,
CKLF,0.022473075232312168,0.008565412662945568,-0.000309509542184855,0.05250751195819816,0.043073183683981386,-0.08713772736263851,-0.08658530659970737,-0.3657845525046291,0.02704373881540458,-0.012180178457538013,-0.17119885142997937,-0.16855331256697956,-0.0243801910666613,-0.016469538370638085,0.013902564803398612,-0.03412995118341165,-0.0007868320784123764,-0.021740397338708063,-0.03977572122663043
CD24,-0.04362087028281003,-0.0023669085270089135,-0.059410639485903666,0.01093754834694852,-0.009831325211532052,-0.026465313844351582,-0.03788418950266533,-0.04999258120762035,0.06039586991731545,-0.10928796980237171,0.03675143025807359,-0.03772558781384155,-0.05634804150082543,0.051274312673670906,0.011043761822286623,0.05965937416410759,0.10790002263149157,-0.045181549449312526,0.011430514720793289
HSP90AA1,0.015009974038317976,0.01194819033332344,-0.010486294643508698,-0.09593152617605465,0.028554621738822717,0.1934336843848328,0.1763065415438912,0.41836930973862574,-0.03628197848427894,0.005055346833259859,0.2886792430800017,0.2855174335043145,-0.08687886757480223,-0.07375960850450976,-0.057269337821958644,0.040467810209997124,0.04989146623145191,0.14496158116176525,0.10495485143661518
BMP4,0.1335540568009282,-0.05523877936920711,-0.015619355589923561,0.08169192948368453,-0.0367401148499688,-0.0007415860700473834,-0.026397213984087693,0.06887930193464081,0.04292454980937107,-0.047298673601360725,0.05026071849353377,0.049473360966997164,0.010659062382723355,-0.03184770972061521,0.04907950124349148,0.04445913316644242,,-0.028454958168002052,
SCGB3A1,,-0.04028243858443749,,-0.005565839169683456,,-0.04245343586262096,-0.01817421126514448,,,0.0012916590625093463,-0.058448950224772485,0.21997672028540424,-0.047258870251763285,-0.010809238109950913,-0.02455137816391294,-0.004079627971980475,,0.05684851463247303,
IGFBP4,-0.006462430506953343,-0.03127228691407208,0.03909455914895398,0.04044789905482941,-0.0029375238792832335,-0.0521525791801643,-0.06888346872655722,-0.22056769747743635,-0.12334174980695202,0.04407194997770839,-0.08450382699278498,-0.04493514678235176,-0.051592268488759,-0.04547815019240775,-0.018234944563920913,0.014332838164906395,-0.061299869634702714,0.018567967688124073,-0.017426761968901406
RSPO4,-0.03525021120388304,,-0.02381988290881314,,-0.029116741140029476,0.010761057575549618,,,-0.03489686427741578,-0.009028837343565011,,-0.03537834468415474,,,,0.010619604601931221,,-0.05605948070503103,
LEFTY2,-0.049248690842714535,-0.001012456695887474,-0.01491538745368271,0.07671421954572878,-0.04250335132468742,-0.023823450060315436,-0.06507996615961978,-0.2514025909338302,-0.05269829866721311,-0.02214460585723061,0.03156645366337801,-0.012475955378695582,0.10719077273358965,-0.02009902150156866,-0.02214458186365612,-0.016401790516721006,0.07495425746002378,0.0270164986197116,
PF4,,0.028590450245286652,-0.01340296332047992,,-0.012949050238199483,,,,,,,,,,-0.017652359972307304,,,0.015030842394317435,
ANGPTL2,0.04147146229404839,0.025780476102115785,-0.015130946727105035,0.03326540170573927,0.01461738499264715,-0.0661188903834835,-0.14879490276708981,-0.26763852605313687,0.016473931629517168,-0.043295767577868155,-0.14410119188209058,-0.25111447477798,0.1448164964101748,0.038764252113525306,0.07023236467606135,-0.10354019055642999,-0.04799871823710548,-0.04115658995473263,0.0022476336075194737
LRIG2,0.0026981060652328252,-0.004234637004067699,0.007429657547173764,-0.02022794384165727,-0.03432549898420636,-0.0040714600433456125,-0.02377497280558453,-0.12659949264227266,-0.033627452977638514,-0.06164540293038525,-0.025457335533399687,-0.048958444513552316,0.015248274601348828,-0.027135300619592892,0.015943418671934797,-0.03893683604170749,-0.01811850829141664,-0.03735147783475074,0.004234340317614706
ICOSLG,-0.09823695509595437,-0.01506813091825393,-0.0502624266144928,-0.04675827959063186,0.03237692289424949,-0.011809330999988963,-0.03591257390310397,-0.18642635264147925,-0.02797315400102972,-0.03485150224197594,-0.07483158125365842,-0.12257151326734345,0.034018328573082665,0.0317388569878973,0.014094855979476517,-0.0510340581637897,-0.10024547563215568,-0.0052076250993733884,-0.00023976662345412815
WIF1,0.3848933433771406,-0.0015546526186812637,,-0.005458995949096666,,0.13346196549610004,0.10942945056612119,0.42316501370049403,-0.00461005572564405,0.08503711653901483,0.1402042087140824,0.34957211576136665,,,,0.006800685251002022,0.15974951462802484,-0.02074432285023976,0.12668736421029228
NPPC,0.028377768659508862,0.016996907745365174,,-0.03274318095366241,0.03770945703219308,0.09458639641287676,0.09966014447226715,0.06211952238798331,0.07564812698415015,0.12275998988128148,0.04096014668500789,-0.1537896138304389,-0.038505706789191026,0.08798755381186676,0.016279517358329876,-0.0004969988485424217,0.09303686336041553,0.04973925958496609,0.05720811050705119
LYZ,-0.05711002736277453,-0.07489164181538738,-0.0582140673967739,0.03456890011516429,-0.055909832868790386,-0.05010783145288685,-0.010601537284056594,-0.23552689446512276,0.02060522139835985,-0.06059679759807775,-0.19695159616386268,-0.024861729064356217,0.06703001998338189,-0.024378119121088886,0.06137145410918727,-0.019618803626293153,0.024118147622967816,0.05966216942133182,-0.01744612263916414
EREG,,,,-0.032911690130929205,,0.01120582140474721,,,,,-0.021113438953778922,,,0.024288712876984257,0.0017534870555511231,0.021468747857008738,,0.01188267971442231,
SPTAN1,0.17816577796677707,0.10139192669142641,-0.034349491337942774,0.06493800417901947,-0.004174987581019032,0.13016456093415854,0.0890457148320101,0.23278443151892866,0.10103197909112457,0.0005101334280535338,0.2903580391314331,0.21836796211775347,0.0054968500683221224,0.07098558750353336,0.0008523729764257172,0.060980802851432,-0.025698665507032193,0.23159073562775237,0.15146955019992006
PTH2,,,,,,,,,,,,,,,,-0.0018702863312130248,,,
LIPC,-0.024310667160915896,-0.037297381872882375,0.07532994850648,,0.04079289217782441,0.05145593333111244,0.037477565001325715,-0.08029625746117955,0.026624510137011923,,0.03493571279672288,-0.03696958453554539,0.1390618517172786,,,,,0.009089590267014674,
COL8A1,-0.16745643707511776,-0.038515704319680794,0.058067790083377535,-0.030484488643694213,-0.031805086546434366,-0.09722773683479055,-0.07895885392920532,-0.12559142781421195,-0.09955913903054492,-0.030505057989436816,-0.1392015325558487,-0.1687865948948183,0.013531059944962601,0.09829605794713785,0.05628928010223571,0.013117703183262936,-0.027646781129949383,-0.11243491314217409,
GSTM2,-0.015371427309968235,0.06819329257660021,-0.02936935435807456,0.018036448135228283,-0.02514639545068075,-0.0022672781676047237,0.021445596372833275,-0.06792754457482228,-0.06794693165738404,0.0026258569652061747,-0.04842257556392708,-0.053709538236791504,0.02922323562997744,0.057096415886798584,-0.013620237321365603,-0.0028017159766482043,0.05883117150749747,-0.03869561815748526,
IL4,,,,,,,,,,,,,0.07169966764590516,,,,,,
SPX,0.20408744360770775,0.03893299843214392,0.02696633017108751,,0.004385679105319467,0.16018576844858606,0.03356722670779033,0.2416651853289679,0.07694475188526423,-0.04060226139083754,0.10242267687786931,0.27203543300365485,,0.08529183167721702,-0.02191766120532999,-0.00787413164299666,-0.013937377670657173,-0.0014871364893868026,-0.07076547130464632
MFGE8,-0.1714146661883017,-0.025887038462767468,0.021637331950740153,-0.039368851116728644,-0.03398001846397029,0.08144472537495435,-0.0262566187191,-0.12075254333962822,-0.04220319095046872,-0.0529997630606889,0.06548220891328195,-0.11380293055024594,-0.0089894323042021,-0.03690805119727749,0.023926209403851668,-0.03771557179189692,-0.06365869514897127,-0.06764412730828404,0.12444154154687383
TGFA,-0.21385297903961384,0.05565281318336825,-0.008467104275122872,-0.032304154211140516,-0.021847046814971613,-0.0913325379871456,-0.0734549109546102,-0.19436569554974428,-0.13207722786749848,0.023925801077665922,-0.05762623937697934,-0.11582571357684564,-0.05730069954347689,-0.02292334174831899,0.07071273634838264,0.13198876620988445,-0.0347807930312802,-0.06853148188528066,0.0006425443978587552
SLIT2,0.3203454196057481,0.03964861354424769,-0.034947809408015916,0.17107065480025502,0.00015577247424583185,0.10477092693162415,0.09165255560068376,0.19520501230098272,0.1272496328592996,-0.06187156329697088,0.14874929148736815,0.3239128021385184,0.06998865748070854,0.007198687711677531,0.050102041481794174,0.023811720484592167,0.047802298629854446,-0.020699846634079054,0.2438766255032224
PLTP,-0.058114931755953614,0.004972965486476692,0.003478773867996789,0.046971956263726924,0.044761908414640006,-0.11581884021507079,-0.07841227957442547,-0.3961683923597745,0.03994054726449256,-0.13948292165217027,-0.26172739344067303,-0.018451123581881834,0.07532941581716264,-0.10504615042093997,-0.05348290759566741,0.04199515953632682,-0.0661403728917822,-0.02202766745447064,0.10880494035390689
APOD,0.09211423287886548,0.06175589667899573,-0.06887974012958517,0.12948216247763158,0.026378136704931304,-0.06953632722202205,-0.09514375389220656,-0.34788029220738825,0.02518542136189812,-0.04706220280620932,-0.17321066123028098,0.07684437914410122,0.06905044521408839,0.03980189920289642,0.0597111900637394,-0.03681201911524259,-0.013938104189724607,0.08432679747752708,-0.1153997652929872
B2M,0.05668815403729264,-0.07312203879398119,0.01690612950862243,0.08880188514278493,0.037184432914290695,-0.1073953217034405,-0.18370683857551634,-0.4730484444598547,-0.021368452174675426,-0.13568785593006846,-0.3198974132934535,-0.29537657501133563,0.07204300520536906,-0.027609143414491957,0.02342848280618613,-0.03219766651101774,-0.08631466649622127,0.1197750417818629,-0.050823041669141
OMG,0.24061370639145155,0.08318328443957701,-0.005598546686910946,0.06656147496496771,0.0815226561273278,0.09513482451775634,0.028300433594306822,-0.019155000795885727,0.10754884273039872,0.025304304197265867,0.042117417628452815,0.16679186327727086,0.020327605864459933,0.10162505161897013,0.09887781481242931,0.051414338910791356,-0.09135371757659348,0.1976754598143886,0.006114361625261631
CXCL3,-0.05501169272148162,-0.03508357343277057,0.02076885543810588,0.005434082634206675,-0.04275993794654231,-0.03716905245057074,,-0.061691210897203516,-0.07461698478783889,-0.0022662279677785097,-0.040733486569228636,0.0004272448325865195,-0.03506820600675944,-0.06581602499055325,0.004743456998013749,0.002944082084166067,-0.025677810264499324,-0.1486064594049374,
CXCL10,0.014967299819284956,0.009667773485810015,-0.029043197214899036,,0.054034287641489376,0.06837301299696757,0.06450636312003258,-0.31315028732593087,-0.01893675891950578,-0.026743820107797182,-0.07455119693735235,-0.040689553829405645,0.07092234875580762,-0.024449454461171544,-0.023676932080034387,4.186924421877021e-05,,0.04210836895335205,
RSPO3,,0.11826644702892948,,-0.02441653502811419,0.11968766128478256,0.2649093974570307,0.04513130623093685,0.18965295030465112,0.06154451023370193,0.03901923109737498,0.10555829016682253,0.06548458345695564,,0.003517020809546691,0.019228127509409436,0.17673202462386395,-0.008138286948005058,0.15060030852038087,-0.04149516929926082
CORT,-0.023813022356369035,-0.012203239898663856,0.031236572176251514,0.03270817824478379,0.11402469736604967,0.14974705268511315,0.022586660954784538,0.22279740829183245,-0.002481567571676631,-0.0366585160729776,0.045231244433939354,0.008191346544936863,,0.09014671740692475,-0.01847229751033672,0.11618477088216157,-0.047110937096964595,,-0.006708166515977298
NCAN,0.039959417524920625,0.07179136221181712,-0.042641883876365624,0.03147515903484861,-0.016396956965248694,0.18905687478687336,-0.10237670739419477,-0.17555477149969279,-0.0698495935172239,-0.01881984388519759,0.20987241763237996,-0.2146511868590496,-0.028493363314467734,0.06555007478278115,0.04195155155240431,-0.035991443598206094,-0.008168238604594815,0.11996514243349007,-0.008943564125482301
PRG4,-0.05393783769659046,-0.049243561166494594,,-0.008750883100259342,-0.014841655764092064,-0.011923567224403308,,-0.048133325290072276,-0.03677965484730234,,,0.03422589433238663,,-0.025932776400287738,0.03290836542769724,-0.015416660306026021,,-0.040277857283708654,
ZG16B,,-0.003423085528958255,-0.016128287990937663,,-0.017225556644885894,,,0.11072198647675595,0.0022092361574382324,,,,,,,,,-0.055015111024669765,
TGM2,-0.01666941056790658,-0.038764490735308264,-0.021996147379597757,-0.0038856161427064093,0.015448193156980379,-0.013095663020778836,0.013153857428047682,-0.15262066753338335,-0.03230586005785414,0.0018232588427012472,-0.07068902683977539,0.1860122898716074,0.056488124022105,-0.05283274078242168,-0.032076697854077345,0.005181857330302824,-0.029226938426659948,0.047288228676339715,-0.05181322004872542
VEGFC,0.052292713348078,-0.019716209651064624,0.01083073522057995,0.04979382475828856,-0.015189818767955885,-0.005877481074841277,0.016655745148271388,-0.01965707078051499,0.09459306765275442,-0.037838163885557594,-0.0026462296018024646,-0.008935949064553613,0.09583449305688302,-0.030470832252480578,-0.01528610944669808,-0.014566397933006944,,-0.04644208797458154,
