,UKF243,UKF266,UKF269,UKF275,UKF313,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,-0.013231777819693775,,,,,-0.0044871152462270724,
BMP1,-0.013027963828488974,-0.0015797688640374454,0.03823372908800723,0.009831690827087784,-0.06365305306133912,0.04512463541705071,-0.016908632661085235,0.012781878844854676,0.08972266500253356
NDP,0.054318516545581084,-0.0037808129143532235,-0.006090087269271671,-0.0597086436719518,0.0026809879173798246,0.003235055481891697,-0.015802910997719504,0.06238281037349583,-0.08004973730406205
TNFSF18,0.0013681959002364874,0.12144527860497768,-0.019648792833389835,0.004665643462280265,,,,-0.005793161074945012,0.1250328638063731
RTN4,-0.09514064175936036,0.04800042051861999,-0.03873127597453146,-0.06923433232090136,0.018335155165009248,-0.07876571425962284,-0.011035556215990488,0.05701306618412383,-0.15876341914611503
HEBP1,-0.012731967727241172,-0.025300617310890783,0.05390369818031673,-0.004557011050683907,-0.029085225654871837,0.05291631777318538,0.015338131082162993,0.037149752859703,-0.028235675892695156
WNT7B,0.0076173675050828235,0.017226204459271123,0.003809316081991232,0.015426023279929932,-0.0343038241480095,-0.004382557997277175,-0.020366673885378588,0.042920028452299905,0.0512917995664382
PTMA,-0.021660434793574546,-0.07110394892818654,-0.044108277567689404,-0.03374029809821697,-0.05822281389136281,-0.07413586143183044,-0.004747433998677827,-0.022465623607305373,0.037239947149495876
FASLG,,,,,,,,0.025913564174576104,
CEACAM1,,,-0.025856692257180226,-0.022733428327031423,,-0.015175142431838467,-0.01351765766452986,0.025116903061293362,
PDAP1,0.10893040950559728,-0.06713674055932861,0.05363593202523604,-0.0528060196659988,-0.05277740260517098,-0.03812249686547318,0.01963876453359453,-0.02164059582550043,0.04149870444398278
QDPR,0.019328962095344064,0.03462802057870251,-0.06105596296798951,-0.055340546612957564,-0.09266941265584244,0.0443621493051847,0.09153272119661081,0.029590426101483585,-0.07121141935976924
POMC,0.1021291858627973,0.0636336772407673,0.028532552681720877,0.04960329265490163,-0.03606977593001617,0.03554228808449111,-0.02211311218353496,-0.05286921462189263,-0.046514061680724944
CCL18,-0.030987518797849726,,,,-0.020933876098150055,0.06430584269269625,0.05022701814222971,,
CCL17,,,,0.07405479062123113,,-0.02190627078720994,,-0.0364015555553024,
VEGFD,-0.001410779943888473,,-0.02216677718988254,-0.019206809284233784,-0.024370198683211036,0.11646453444728627,,,
TNFSF13,,-0.010900258410148871,,,,-0.02381136739412697,-0.015179423569579693,0.04875849416121371,0.034101907907764885
WNT5A,-0.03639699638532339,-0.024595767346320255,-0.013969199645328157,0.021194913345272636,0.008300122047588666,-0.020511600478362743,0.043004816282844804,-0.01738334435505359,0.046152550076907405
CXCL8,-0.030600974015905558,-0.015504910606880536,0.09696714823811073,0.04782278312099376,0.014455538937823123,-0.018944321683091167,0.02937478295118118,-0.001453774602073131,0.082735113480767
GRN,-0.026004719209330264,-0.06234695073549958,0.0073655130651316195,-0.012443952149197059,0.042263273381619025,0.02743666809928324,0.004445840470134407,0.036218706331482796,-0.020019232179194636
MIA,0.0094678845119182,-0.019709769442603955,-0.015482503018844695,-0.0028812783343555087,-0.02130808375788085,0.08975548899777282,0.058661718115141745,0.08036920374027196,0.04438571985321277
COL4A4,0.03127465853776832,-0.010371114299307153,-0.013038934910388107,0.09677924020907801,,-0.0242977758021437,0.001502880621544118,0.02038446023855013,-0.001180303041379916
TAC1,-0.0012088441589706235,0.011465645451879877,-0.0049524779871545545,-0.09487115349207118,,,-0.02332181041532054,-0.04785354624340889,-0.08687655049521714
RARRES2,0.0011167951170919996,-0.030011903723421406,0.02181029127059513,-0.06800619211603602,0.13664926820284873,0.02834208851247081,0.07540994817599098,0.05680064560862481,0.07697417123386624
FGF7,0.05966087673756937,-0.02972535769400651,-0.0004933828803426965,-0.028350865205641316,-0.028982746682848483,0.0029627098261161386,-0.04291432779350235,0.04704180864670256,-0.004271388285874149
EFNA2,,,,,,-0.01442295731423432,,,
HBEGF,0.016189238459356492,-0.02641267274197072,0.008675192803753246,0.07689936725347059,-0.019866345655070512,0.010048549202193537,0.053718835848112864,-0.020662528715968506,0.18125937266873476
CSF3,-0.0009952686288793903,,-0.013794942166858136,,0.016720872844993524,0.003395894926257153,0.0983414290779217,-0.0015950143254800239,0.033510616476800995
PI3,0.016553507451906237,,-0.015533286953411118,,,-0.021470528133833936,0.03460630761209757,0.0053468568427863915,0.04445634176012347
PCSK1N,0.033591327575364975,0.07866816913748156,0.02801466543790954,0.009620765448170617,-0.03157106739008553,0.0065806196422642325,0.028634912108100066,0.0765862188407781,-0.155667350846138
NTS,,-0.012660774157472758,0.030055119373963175,-0.021501147310413637,,-0.017571636537632846,0.004559211047118753,0.01896431229055226,
SFRP1,-0.03223788325349136,-0.03853250760084794,0.017777216931765188,0.011835814210857627,-0.002491307981538261,-0.0003460312255752898,0.00651222083364949,-0.0021332819330915744,0.044641970493136056
CXCL13,,,,,-0.026203741468209158,0.007527496730682837,0.028520410360226275,,0.2007693648659163
MICA,0.03264196800140481,-0.02687290842993894,-0.0395441845148266,-0.03250926735457066,0.00018303748488670513,0.07780959994576048,-0.03305219177983338,0.026891275748947563,0.04486043108342142
TG,0.012027144031329403,-0.014613870925861675,-0.016649260989851755,-0.0181620550622793,-0.021279391179649044,-0.0031644020696786693,-0.01594955120152648,-0.0009689753875414722,0.0068980115957901055
ADA,0.04481304267229857,-0.028549632352660646,0.007796777722294049,-0.04867786472532181,0.011428740968792548,0.05028919723662772,-0.000985615957878285,0.025248447209479975,0.0809364883284167
LAMC3,-0.04479352538409164,0.017318734175993788,0.020710769279156844,-0.006753860235552164,-0.03122101949235275,-0.004572502868161957,-0.06378583894373319,-0.047509517178418524,0.008826799921862891
CCL7,,,,,,,,0.0516080446582183,0.07388169291025232
NGF,-0.020249117869436267,0.01240378608428978,,,-0.05296619474137855,0.18144059191839962,-0.009822287634623405,-0.0329636285075058,0.16138604818611307
TNFSF15,-0.025050685963377707,-0.01693295812454182,,,0.009336793823726335,,-0.012034280134144542,0.03889445743633751,0.09767067119948121
HMGB1,0.06381469847368998,0.028860560543334524,0.042183413737801954,-0.041969537837594224,-0.011898099787267242,-0.061867777656580004,-0.05882253891802442,-0.062131213823498684,-0.018376321851398123
ITGB3BP,-0.04761616050849449,-0.004581899735796845,-0.0023045452970117818,0.0005133010472843366,-0.03645228295262532,0.0022026289430654316,0.025366156589099405,0.05281847612016407,0.039447964225037734
AANAT,-0.03629334199783475,,-0.01244341115213516,-0.016333242256887936,,0.0017461439806604586,,0.0006620887379337841,0.007695339871844645
RELN,-0.018721013836887505,0.007044418760061791,0.045604284779528145,-0.035960527061582294,,,-0.014536106219093087,,0.007460053324592658
IL15,0.029213136911093868,-0.012048806358340061,-0.020144249820242842,-0.046328170776296036,0.06257072609937749,0.06128867271600652,-0.029355313048465385,-0.0077091781135825875,0.08595206907382803
UTS2,,,0.07782639813554768,,,,,,
BSG,0.018055538920081226,-0.02263551042600301,-0.007509280869644928,0.0814408939629841,0.035247478499904034,0.08901200621718001,0.03548900426067534,0.0628333032636828,0.07484164902108832
ADAMTS3,-0.005433749897986666,0.0006095071636634732,0.028545050374599937,0.006246092179803635,-0.003470629256824981,-0.03930005769160141,-0.038165960887433625,0.039551794026308144,0.02284539778305983
CD34,-0.0569443081460887,-0.001365151275304184,-0.042226355605453104,-0.023661438720214666,0.007215568392811219,0.06260749263822837,-0.03923046709698855,-0.036051856454302256,0.08355236794227351
CCL23,,,-0.014158626629619434,,,,,,
PLAT,0.023992182691082258,-0.04574614475404859,-0.0010710981146578443,0.028056529780049508,0.04597782999141706,-0.03603706147717278,-0.05014418897228474,0.01730476449885486,-0.006424973499404691
NTF3,,,,,-0.01798938310036247,-0.01582309790556305,-0.03554674858937189,,
LTA,,,,-0.015730614483435237,,,,0.08933094782216312,
CKLF,-0.03595263764324409,-0.06914188103835121,0.020124508172023055,-0.01963705059850659,0.04456733988176679,0.023874680058029334,-0.07579940200750025,0.08305373091548952,0.060238130417738615
APELA,,,,,0.1483839832693922,,,,
CD24,0.05403802043382901,-0.03822970857103185,0.020940533662051026,-0.05913052051279654,-0.11568743878300015,-0.0555784590086346,0.02760315573645769,0.0752989110417347,-0.019807575722736875
HSP90AA1,-0.005504663026772008,0.03709188858198773,-0.033991643041271224,0.008815754860990385,-0.009120577904884136,-0.06343208836225801,0.05755864000820269,-0.07897844968911702,-0.08217220865098937
BMP4,-0.04382404426486675,-0.04828264429280159,-0.004566058196247705,-0.026197131116309256,-0.0025756734013799966,0.005168029890222145,-0.003435635270473568,0.039464614687826416,-0.030450831222586097
SCGB3A1,,-0.01538051441538887,,,0.05456609160275988,-0.027609246688767006,-0.02499140249341454,-0.0062144682628613775,0.04915877727584623
IGFBP4,0.013811559918779059,-0.064958836549874,-0.031845976358671306,0.04636857546496524,-0.09327663473646175,-0.011160960779224476,0.006746976998122281,0.014499852551352914,0.020171050040850878
RSPO4,-0.024736373493520612,,,0.011965889385468822,,,-0.016830646003687517,0.07544281243843279,-0.006105430719926523
LEFTY2,0.05325918562646827,-0.03453711002050254,0.009357662726819045,-0.006316078713158908,0.033625990158634,-0.016583809579668023,-0.022888566634103626,0.06653397831609908,0.03182949091706287
PF4,,,,,,-0.013219638926348446,,-0.017948053417561723,-0.02985334301879129
ANGPTL2,0.021966774332213654,-0.059020866204573454,-0.013919018961468094,-0.0398047740021386,-0.0903368032062441,0.050463901778022915,-0.05427712537536019,0.02055984041806024,0.0349666708799952
LRIG2,0.010065148341238455,-0.018782072229627272,-0.05529404422901272,-0.08702383732191372,-0.040494298521333114,0.013930056581398164,-0.036676592121593334,-0.01409549160330301,0.06938227747481279
ICOSLG,-0.060748603737383736,-0.017262350614151756,-0.003979615479121498,0.013201778042213827,-0.06280176673119842,0.03870668415954613,-0.027521027226941407,0.10696087730750485,0.030419554293303088
WIF1,0.00024171645908547935,0.04352543862099736,0.028728962824808416,-0.014118329251405074,,,0.08011135270247845,,0.05301484768958072
NPPC,0.08157606791188547,-0.01570620424033425,-0.033503392122048246,-0.02754037445737953,,-0.02501244309331854,0.03523682748018282,,-0.029985413428719573
LYZ,-0.01866815169815751,-0.03447149738946944,-0.007329604824502039,0.03112332800424131,0.03641804139414835,0.08808709662035384,-0.03506506760790601,0.013473369664222667,-0.0727388090302413
EREG,,,,,0.032778397422927784,0.007602182401424885,0.052649002723354904,0.06951509330598339,-0.01539382678483002
SPTAN1,0.020834416462119684,0.06421373066486209,0.04269145584765887,-0.07152925474987813,0.0843702967386644,-0.07722782890449126,-0.03600516416944902,-0.016114263135299813,-0.1323610177535287
PTH2,,,,,,,-0.026766334139950953,,
LIPC,-0.028465867399102045,0.12115403589831095,-0.02093030344491388,0.0011700477792266025,-0.03854469574825904,,,-0.005291929541881378,0.022570836660922057
COL8A1,-0.006153444788939561,-0.03797673498465883,-0.03343933149140021,0.03199268363481804,0.04961129963529241,0.10658552233624899,-0.027683992009470977,0.0940770920346542,0.11159432384547784
GSTM2,0.02699019668998439,0.06328365252548271,-0.01726813101315416,0.03897626201011425,-0.028790748505290273,-0.0311381775367759,0.00810670076789877,0.019339420244018336,0.06414445797796048
SPX,0.02113943257301816,0.052172041463188094,0.03215572227382209,-0.06895459001417158,,0.0079529047651735,-0.031865706282782506,-0.023108366603481756,-0.0383535956862731
MFGE8,-0.03586125607293591,-0.03826886843041784,-0.02447573886221013,-0.014601284602153944,0.08796497343798382,0.05363698592131859,-0.11235310870974259,0.007924341304523,0.020752587133104024
TGFA,-0.027453675237520188,0.02101348619168754,-0.008748360646557048,0.05641591306173514,0.053186242387573655,-0.006990942257550649,-0.0166741526993031,0.016362444180423995,0.09264301810044544
SLIT2,-0.05012993184080112,-0.0198801955805885,0.1250767854263245,-0.017011928498633668,-0.020589638874791358,0.0027872974715336513,-0.02736719658151353,0.02369744140870567,0.12792989824645332
PLTP,0.02268884771914364,0.03308932459618983,0.024036697503555745,-0.018646719677118086,-0.029397782054182767,0.0229636087424923,0.031758806064692745,-0.043932344924862726,0.048438810874353956
APOD,-0.011264560192483702,-0.006433169509871552,-0.03379042197795415,-0.05991580467639306,0.029755477494318994,-0.002150482091659066,-0.04115381972112188,-0.06505191964137942,-0.15972568654077668
B2M,-0.07071521597488804,-0.04380261108107248,-0.0007223802297716433,0.009943219390784177,0.0582353221831726,0.06622924633559253,0.03365061966637319,0.0034940631310453794,0.01754666723316407
OMG,0.004982006890120044,0.014766837367284798,-0.0257597974102878,-0.08173500962316475,-0.01952265131126433,0.02774000009441865,0.04214346728220098,0.07180473309217432,-0.1159534219961871
CXCL3,-0.0799309953253843,,-0.016337604015565492,0.019302046578560075,-0.03448139599583004,0.012585095735503114,0.0035545858301720508,-0.012534737173750156,0.05716320352213474
CXCL10,0.026602792124341534,-0.01646935330689737,-0.01641212925811567,-0.01294061315600428,0.07382118836997202,0.07299249335407283,0.05882131107583014,0.005502143552557058,0.0030110839431480877
RSPO3,,0.005224811634184871,-0.020432740915917198,-0.0276328322587198,,-0.0235827982640208,-0.03470597415051352,0.015793254820331986,-0.05638838617542359
CORT,0.037382021163809016,0.0016000355789552378,-0.023723123313898548,0.01711167297443884,,-0.01383368023368143,-0.0005492796334917921,,
NCAN,0.02559499714627121,-0.005501551568301567,-0.010197633045806563,0.003764469626267375,,-0.01546475050702801,-0.011459980446790037,-0.0027419270642906435,-0.18552270958962952
PRG4,-0.02172530592346859,,0.06957769638043076,-0.023381130108815117,,0.058987330343880255,0.03961707485240197,-0.004095787567976696,0.004886722728830658
ZG16B,,,0.0007233603835271054,-0.01249940120839498,0.06754046486133944,,,-0.006527501299225254,-0.02166661846651842
TGM2,-0.07135350946549884,-0.04607534436664652,0.010843530328732883,0.053718904378541696,-0.04886083557639708,0.03428956200328284,-0.024373547303957792,-0.009986793878793285,0.0796031272235242
VEGFC,-0.027158252924998957,-0.008449651334423365,-0.023336740737008164,-0.01722469919837614,-0.019527968754111637,0.23016710212313912,-0.02872514489272567,-0.037134524642113274,0.1002501853669988
WNT6,-0.01699995196047416,-0.012358362822986238,-0.01740593215469631,-0.027816971565261455,0.03518850950447013,-0.025710513027708614,0.08224164754988178,0.05261546746853351,0.04711281393817482
NRG4,-0.02566881605596997,-0.01512892068160296,0.04850307589691454,-0.024013373554582364,,,-0.02222530473057149,0.07442696771054191,-0.003694015663772203
PMCH,,,,-0.018295661416705942,,0.12926269912249908,0.016138410104205206,0.13678223818045143,0.05202174644358552
COL9A1,0.05894683012139345,-0.0657506558222692,0.0036137751603966804,-0.0248505116847443,,0.04845407700034071,0.00992175403772356,0.022454426772850204,0.14055764502445922
GDF11,0.011475928457189739,-0.05110991892321103,-0.002467200922418281,-0.022300476244177293,-0.0698114606076293,-0.038710298428157736,0.00641689165850961,0.017656405355147047,0.029782269487027033
RAET1E,,,,,,,,0.012976742615560569,
IL24,,,,,-0.021930042775240393,-0.013008858504779376,,,0.05329407321072738
SORBS1,0.020767277447762498,-0.03557030584757733,-0.06014215273937359,-0.02259356521326959,0.01254031151125933,0.007614315869229474,-0.02110611694076665,0.015256996284474878,-0.0319640051956909
DLL1,-0.03403869276017219,0.0169264801964592,0.007019586247044815,-0.02266321078668128,-0.07476762651334733,0.011279589516410124,-0.04765294505731785,-0.005463024443793141,-0.015941400073482305
TLN1,-0.032579217917321594,-0.024065433547640184,-0.012714735010940512,0.010536888222261457,0.06690274375894793,0.030366481063669987,-0.0038028414254908226,-0.014418938951146822,0.12828745808854838
COL2A1,-0.026273723572169085,-0.013388748086534098,-0.016337609575433204,,,0.05303580944178511,-0.01229767605363699,-0.0077490345692388315,-0.028079861234097767
SHH,,0.010749671507858771,0.04680315529423764,0.02075607933632202,,0.029505297103452302,-0.007029011967821073,0.05896324813477248,0.1353900863639675
PON2,0.006701766075805697,0.007624367326067122,-0.002910250030496678,-0.010280025402311892,-0.018126561272417643,0.038285996559982695,-0.023359300067168094,0.0616006378210752,0.028936898497857612
ICAM5,-0.029742838608140226,0.001979783829809906,0.0077018156261926705,-0.026264218444166685,-0.0207594800031544,-0.041519512506467536,0.08535441647769784,0.016904013357307415,-0.07879482493165668
HPX,-0.011535732444663582,-0.01235836365664503,-0.023790963296583017,0.023162770163524932,-0.003565064056221676,0.006056793607201959,0.02252526869848376,0.045465150873787746,0.17734366295615228
SFRP2,-0.03420686781764794,0.014365653850467286,0.04703537219406783,-0.006704758433852444,0.049912099404073575,0.024523212648326284,-0.016870304170710202,-0.006847940881547206,0.005653084752559973
CFC1,,-0.02088261017330997,,-0.01573061543411753,,,,,-0.04898971127996997
CD70,,,,0.018364656927762908,0.03778287740159007,0.07610580729082224,0.019426886624377165,-0.006587395490466221,0.003704063050251022
HP,0.03326653300284371,,-0.005111480172462959,0.018848591450637765,,-0.00900033710193817,0.06417766435559279,0.04563492803122292,-0.006970798839815751
CXCL2,-0.0005928363667148665,-0.019100386032286493,0.030410827133360987,0.07284509847357969,0.03748712442275786,0.008224757162281895,-0.002311292717164853,-0.027793618432521913,0.05698708532295399
NPPB,,,,0.006268411488942002,,-0.03792417061795961,-0.019125561548563298,-0.018694525009567604,
CCK,0.00874841306577767,0.07064505297647039,0.024371448809249935,-0.08392061432188495,,-0.00027097880528928063,-0.01828010665981113,-0.05363187035170709,-0.20519192691633106
SEMA6A,-0.020545014331647644,-0.009750423900280095,-0.007257563411659953,0.012581872995748882,0.016180186411352493,0.011589664298805629,-0.018767347502228263,0.030329355139066778,0.08526479482024223
IRAK4,0.03511225440605782,-0.04750475444616681,-0.013898884909678897,-0.008572639540784825,-0.0743904429746978,0.004851073373587485,0.0008264121330218493,0.05718258562733322,0.07047272176205298
