,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.06338403977340301,,,,,,,-0.03408033949646517,,0.020633956017797644,
BMP1,0.029793925533422173,-0.07115959542612983,0.09710850784377727,0.050394011292659774,-0.07653943549615287,-0.03495651710088673,0.08308189549389987,0.02296918067389294,0.013848865677393149,0.06025157889265126,0.1126467700267632,0.03756266887731281,-0.015360310377567413,0.02605417682473462,0.0019456199609577216,0.05799530614766667,0.15090869014156674
NDP,0.009184529846196936,0.08039866942839556,0.03371858144371071,0.11844296673852825,-0.001075771217764869,-0.0187634326444991,0.04131507397181993,0.09799077009612912,0.02336525876520772,-0.03613491733393439,0.0826741990762556,0.0649050835204608,0.14714516759365134,0.05948566147642306,0.06122474735446712,0.007840517296044831,-0.023584253182089752
TNFSF18,-0.030575536177001497,-0.02817056811997061,-0.0022322103325697535,,,,0.055348771180455836,,,0.0030347414154362523,,,,-0.03514645256938617,,0.030610239465274743,0.008661350822477962
IL36G,,,,,,,,-0.01631018824689685,,,,,,,,,
RTN4,-0.010711557367193886,-0.012690339566566877,0.0647826972655775,-0.001740565424095738,0.002957805551193834,0.05303019670121395,-0.13444448483923097,-0.09997914367366403,0.14543868294978124,-0.040639634816894976,-0.08123083079426144,0.05030055232025224,-0.010481030772207226,-0.04821635844887609,-0.015807820979984337,-0.021231312345952782,-0.1431801180460197
HEBP1,-0.0001244035250477204,-0.013385118799798321,0.06630561173882299,0.05215026011465217,0.0006170193785887079,0.05156655700381837,0.02717040470284909,0.0023027288928251966,-0.02504126831660254,-0.03936566418705968,0.03030342645978528,0.03436119436716041,0.016731848744339535,-0.03630164052157915,-0.018092965733612344,-0.004468868906614929,0.0028471789314899057
WNT7B,-0.026936089719514923,0.012954505893635048,0.06203485935887742,0.060812830878820834,-0.03280664674502062,0.028285462044915666,-0.012944195562649755,0.0009885617974962633,0.03957655799308394,,0.12597294682367646,-0.05476529905310362,-0.0426129049710375,0.033025667115860295,0.02019522297417312,0.06145761885627995,0.12449285089943234
PTMA,0.006760295587268366,0.03200654763755072,0.017011103122057128,-0.07167072624817858,0.00046692714764141424,0.0018291338686077009,-0.058296991134765046,0.09468132610124778,-0.06840697323589019,-0.03312347736024614,-0.040682943369365586,-0.14424815604690777,-0.020799089777280688,-0.05825308653421706,-0.012432856374912607,-0.015819541801847928,-0.04194609289605684
FASLG,0.11742270357596968,,,,,,,,,,,,,,,0.08222461066380611,
CEACAM1,-0.012543500261350463,,0.017845141618087694,,-0.022726634799998226,-0.022666103298460038,0.07348416557226385,,0.013188373329472659,0.006857281270374044,0.031135054825163683,-0.004616645744903629,0.005494323733378565,0.009132041794874535,-0.02020353948150301,0.026330057733317296,
PDAP1,0.054401544910745676,-0.04591491516444371,0.06970586953491442,-0.02782682198130031,0.08802459308515943,0.03253240617405433,0.07117617608961992,0.004301074553218619,-0.024077834592429702,0.036227508614164176,0.004234765849555223,-0.03302252425017829,0.00036422598732366236,-0.03496994792981282,0.005386237852801087,-0.025903119374679744,0.012307415546120267
QDPR,-0.0318005738219073,0.04699392314481489,0.06565648456102559,0.026679733572514224,-0.0547218944813101,0.010644869245560278,-0.12736458381232707,0.011603718766445047,0.03836932563310343,0.03816654483831368,-0.1062988029568617,0.07950053249955127,0.08536473935942651,-0.03427868127853966,-0.015030519276679003,0.0059004069785044905,-0.09482296799643747
POMC,0.020483627644647905,0.05575510698059233,-0.008886406126974052,,-0.0032073804971199304,-0.04560955973833381,0.06680256857013654,-0.034944753133750235,-0.09710863314218729,0.042071273097164005,0.010423403437042027,0.0781283967525966,0.03951133025825071,0.06792360456446607,0.013150149679035248,0.030814330323795748,0.025861310987572966
CCL18,,-0.03777904815205621,-0.04872516304701164,,,,,,0.06584664700536423,,0.022644158095893752,0.10540572211414342,-0.0007295685525791591,,0.017996112973635837,,
CCL17,,,,,-0.021957033087532513,,,0.030029552622688985,,,,-0.04571833769804265,-0.022379107493314898,0.04887392063261326,,0.007988874549009003,
VEGFD,,0.1263535961700313,0.03335474227411278,,-0.024462559568537462,0.012361024336248711,-0.006227382427439463,-0.015968598601460732,0.010176794865647163,0.01717220075659035,,,0.08929100001665742,-0.003911189817642375,,,
TNFSF13,,,0.01230612003519263,,-0.015145470010868783,,,,,,,0.10840233371384482,0.08056715763146893,0.0367789498271164,-0.02268722074529077,0.07649634751669161,0.10255213475366619
WNT5A,0.07886552746854196,-0.03514238321487527,0.04849111021742131,-0.0011054781298212252,-0.015605061312357657,-0.029695515056391234,0.10315766051667438,-0.010005204926026617,-0.0783257198334966,-0.04010790908274455,0.1286924085558057,-0.015729889677485127,0.05235969916887698,-0.020496279302052386,-0.0089829541375454,-0.0032898466805768188,0.0806298786105588
CXCL8,,0.04303951319977768,-0.07158569914744596,0.029268406669585037,0.07386742174898803,0.024793809651496242,0.08019373594094262,-0.023455512241057172,0.05010970564055663,0.03525430395504293,0.04814623119989514,-0.05592528589100896,-0.19797724986550258,0.07551978445224848,0.03655280241678746,-0.001298007314167328,0.05303058904881988
GRN,-0.08032652538995858,-0.020733615535841913,0.039104892414922945,0.0070402735686850735,0.04181216175553405,0.03245137815233917,0.09856043142262881,0.01705532219481311,-0.04358574258974286,0.037567187687850896,0.07857179091748082,0.0230777757024317,0.010072955165975823,0.06481096370235391,-0.00769425092401582,0.016652244053941324,-0.05598369825414779
MIA,-0.035257028114171966,-0.055169691549983364,0.03700665552472415,0.04236117615595221,0.021346555660952365,0.0241623518029216,0.049760205321538846,-0.021869727586615012,-0.0489071950718854,0.11590160610416085,-0.008436050349511975,0.14569730945534823,0.13250049942861036,-0.00534291641667268,0.026589071356119504,0.04295994704023395,0.050211876526077934
COL4A4,-0.031195282859071912,-0.014519809626488378,0.02288593205392489,0.05198374933814455,0.0026907199852442493,0.05240606359467567,-0.018287466949168454,0.010315256187183703,,-0.03742460085544034,0.07941294770573348,0.010974115637652429,-0.011887024797611445,-0.03157373017342813,-0.04071711504478664,-0.00908256190186255,0.025503361647240916
TAC1,-0.026936082679456238,-0.03013882910109373,0.04455181964218068,0.02020831365967719,-0.03668589213434378,-0.013365701694468483,-0.06298472436989977,-0.037596440079491776,,,,,,,-0.034856861240274956,0.018134432298471233,-0.04521015239605688
RARRES2,0.10678759455470051,-0.014350595474200593,-0.01624006397326883,-0.007039021707111075,0.047826514030213145,0.012914906820496851,0.0855683695648034,0.05683717218875989,-0.0008354144685213008,0.016536682884125187,0.0401430624216178,0.009200967790042387,-0.04786742802607288,-0.07108138225946223,0.05076393301927994,0.026729506262381516,0.07623331311360107
FGF7,-0.012735330839749022,0.10796805465846177,,-0.02254701121352641,0.02619131275562527,0.021194500478037035,0.03823258850277303,0.00842715058067293,0.07159676583942784,0.013415650085994272,0.08375578515220113,-0.007740954943010409,0.030458880336179908,-0.011774253557723062,-0.040439862951713305,0.0187322144160275,0.06356132618776937
EFNA2,,,,,,,,,,,,,0.007896367638178359,,,,
HBEGF,-0.002090382795338325,0.023706213951606343,0.08565466515249022,0.018649712182282216,-0.03464477332818061,0.016420711564069348,0.08503350867024184,-0.00045779474497604686,0.13486508876856668,0.0772852540258302,-0.00999413399001146,-0.0035578500726760358,0.01361704301393595,-0.015640819037079135,0.08154510600012009,0.016683699594236504,0.17760196824347102
CSF3,,0.06699516888157961,,-0.015158728082956407,0.029827410233713197,0.05083663587832608,-0.01934778804219059,,,,,-0.028939641351773897,-0.09571120074768995,,-0.0017021782389208338,0.0684718089766044,0.0538779785084461
PI3,,-0.03767704426674737,-0.0512609258638041,-0.05298983439461054,0.06517131357115326,-0.016908681450372644,0.013325576661642052,,-0.017050124128954874,,,-0.0675209162382668,-0.16427089691337657,0.10577684844024045,0.018164547454075763,-0.05812292139300421,0.008121377199168287
PCSK1N,0.0154252403575033,0.0022550326990629418,0.07788362355412724,-0.016622449391841442,0.04507323253898872,0.009286942396715363,-0.01705470094636105,-0.032905250378049346,-0.002780735036544034,0.11233877428827066,-0.0032262678389415786,-0.04142443227248186,0.06617527455406255,0.09537096058801955,-0.044759602424359314,0.013123157087637003,-0.14465183168715665
NTS,,,,,,0.07020517328348169,0.057226546644168035,,,,,-0.04410952964158334,-0.0011222302040368882,,0.04098709822973653,0.004567383633163983,
SFRP1,0.009447494087325195,0.014889093931621838,-0.03744644710174466,,-0.004297873396101002,0.005171308166865478,-1.3322317425218473e-06,0.023543264045573775,-0.04803917001846701,-0.03727264934672593,0.03229298829786695,0.07146919433039069,0.14781648055052227,-0.003376292866918732,-0.007016017046494844,-0.0034412827492474964,0.04697265056552704
CXCL13,,,,-0.023039287466353406,,-0.024517224577556625,,,,,,0.04970862381886779,-0.028387023128407945,,0.04414721626973154,,0.10385216973233181
MICA,-0.02223926200371606,-0.013106804919505716,0.026635908211066775,0.014152405538206838,-0.0023733266568521285,0.053450285568559505,0.008045237045223705,0.03879958490914602,0.05144583046633482,-0.039761428151020545,0.061660341604933736,0.08531199383816811,0.09406978418092715,0.04056108148542023,0.003207495012368764,0.09371163761694987,0.01896482265058634
TG,-6.22261625743322e-05,0.0016756481277793286,0.02510242583834528,,-0.020674905874201524,0.015541533223572107,0.009036962259047052,0.036960903539663616,0.05828709522831947,0.04568249898913066,0.05978701059165829,-0.0607482405611863,0.03229162239989782,,0.04230084567195654,-0.05217124501504686,0.02504762941585631
ADA,0.003533017535720469,0.03817224760391154,0.02860662121901558,0.03850724638313587,-0.010762769085466504,-0.038206117719032255,0.07570340432945313,-0.01050649925286457,0.06315832908621703,0.07539501027825338,0.0490956894071373,-0.05023472179121427,0.08251370865092335,0.09248483341595447,-0.016245605544910623,0.031116039786062484,0.030052486346913886
LAMC3,0.04773027896037942,-0.025825223548925934,0.08240733926426813,-0.001621646825868297,-0.0479809881903873,-0.01921952846363717,0.0963146905160361,0.003656506771014381,0.10223196423412245,0.06556574212690745,0.07265582400077247,0.021932439275734995,0.10573032403204219,0.06085086376725808,-0.005459949888150948,0.036720653038807165,0.029365908743541592
