,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.023614284558969474,,,,,,,,,,-0.01582652206681461,,,0.02911074379239505,,
BMP1,-0.016588013791740595,0.05475024189615008,0.03938719599540268,0.052597355877644775,-0.011924009735661083,0.018454756657434863,-0.03505406397969275,0.051392742111646676,-0.20970106088573967,-0.02672723165240831,-0.01796863527988863,-0.06519758594488742,-0.06819886532457224,-0.021385976401635746,0.04119126779045824,0.10972333086913263,-0.02332566735638967,-0.0472663087270628,0.1003154526000046,-0.006419349654111859,-0.08528331480173965,0.08429304187942722,0.05352089751998965,-0.009642374591333394
NDP,0.02266845778319839,-0.033513487877974785,0.028051252327945923,-0.009420547343162096,-0.012818609845630345,0.051574826753633805,0.10459908967277484,0.022935865341567874,-0.05253420710036072,-0.0074183534331552945,0.00539295638660007,-0.027811643615096138,-0.013003612713312983,0.04450253859580708,-0.02892250001553082,-0.05178571294471425,0.060367782395799874,0.05670647312754156,0.027878567255578454,-0.008992470467785204,0.009825553160056818,-0.004607042460953345,-0.020099728753633885,-0.06093468007440396
TNFSF18,-0.02848147966189099,-0.033666195804080395,0.008155114773841123,-0.022965383154116455,,,,0.022946877122889595,-0.02219731165469169,-0.023304517656128735,,,,-0.03423129393243161,,0.2533688714046072,,,0.028061256720361385,,0.09841417415967735,0.11055106257471253,-0.04455219135653361,
IL36G,,,,,,,,,,,,,-0.018234098967481828,,,,,,,,,,,
RTN4,-0.023743815160564497,0.16790595256393404,0.018015544891244108,0.01671057992235636,-0.0521776074774466,0.04027707766560207,0.06658766700106485,0.08077460995487604,0.24015496673493864,0.08132301052994767,0.08146297515359002,0.18236362160046762,0.13059465811426527,-0.03862824947925167,-0.04479615742971985,0.034651986064777436,0.004898056195827018,0.09075315750365877,-0.017491763696627492,0.10229368852630222,-0.003380483630936239,0.008676754207227527,0.05624960212231345,0.035008362967482394
HEBP1,0.02250254288214121,-0.035352874844775485,0.013972136631825194,-0.049961474628622944,0.015261868821655502,0.0015189024871526016,0.0220907709242658,-0.01509999911764184,-0.00370962379158529,0.0018040520645394484,-0.022865736976617573,-0.1073923101175484,0.04674372906928827,0.03909383845278401,0.11277714034705011,-0.010288146310498899,0.005596497032118403,0.03972061260499518,0.020112515688097757,0.03550217286678704,0.06029337371353078,0.0160240992980594,0.04946220652117886,-0.11165544706847966
WNT7B,-0.025091291517376477,0.18153707102101033,0.052805436888115474,-0.012501854945489145,-0.03700568708538994,-0.025837060057136926,-0.010306562037104176,0.08755952244321127,0.24226767512440942,-0.003058506866428357,0.05715053311711847,,0.08102206491194033,0.0005225630103824172,-0.06439804426574597,,-0.013860962325615516,0.01500613544528244,0.06545356117914126,-0.006334510948522669,0.04292064612607584,0.05202057370071916,0.03137527995377946,0.1019620770671835
PTMA,-0.02430800209106606,0.04445120673027279,-0.018432486835254697,0.009938856947706317,-0.012897283156278192,0.022718344795203117,-0.10108888024336561,-0.04342789117467189,0.0075660131706623305,0.06633929880301474,-0.013969889888968965,-0.21355251734664765,-0.12809680861794473,-0.02839195603689025,-0.06230688176247953,0.024643189741243663,0.06196356281415489,0.07935955976261456,-0.04533934367866827,-0.025267179095493274,-0.040388838545243146,-0.03213022459204347,0.009412654522306945,-0.19171759497108054
FASLG,-0.025091298610620316,,,,,,,,,,,,,,,,,,,,,0.051401618193960504,,
CEACAM1,0.03222310081541941,,-0.022315899631631345,-0.0193897309948691,,0.03911285639964004,-0.029201491251801624,,-0.06763445639111572,0.06532268977466928,,,,,0.10097162459915116,-0.036443146233903795,-0.020863176540408146,-0.006876284159334754,-0.0042296663896307625,0.04995526298527505,,0.10861038962771792,,
PDAP1,-0.028532901051508158,-0.04610428779991533,0.03316356316223364,-0.02051984270786789,0.007888576274754937,0.02511372909485424,0.06270693902740708,-0.004098416675540852,-0.11865380716790438,-0.0037965446912505206,0.002118271168577549,-0.028173779552294314,-0.06339104939272298,0.03424577781871809,-0.05604815144158905,-0.04026763928753421,0.06366852916219115,-0.004005996543087461,0.02427227065061561,0.03540956990716018,-0.0027457561300080493,-0.028587398213133296,-0.015581329021608782,0.0304844690326241
