,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.07536216537561988,,,,,,,,,,,,0.030679706352258543,,-0.018338903396054044,,
BMP1,0.016140327677344767,0.00864723645785721,0.03999521733204251,-0.058675570847631024,-0.019772222290239755,-0.040187854504798524,-0.007354233785670165,0.13420630390500646,-0.02901352859196271,0.025722566782694738,-0.007923302690770614,-0.08764886683393659,-0.015664079222593257,0.03580618947908175,0.02578761658019442,0.03702474523305503,-0.001720055062736696,-0.040710084629204564,0.03387023410197515,-0.06397374437825741,-0.06525001382406083,0.07185685664743365,-0.008550823699261901,-0.014864787999661996
NDP,0.10489014287741823,-0.05880062471445132,0.02202116189053151,0.03612168157678831,-0.012026142538044704,0.017059176070238498,0.007891356784430379,-0.01244156402251634,0.03106860750617807,0.0026147746860078033,-0.019908324495106877,-0.04953534250482103,0.05364169299934925,0.09789136004342507,-0.0183430261431659,-0.08630502446591133,0.05893399431668211,0.01799185646683399,0.01716160229754211,0.023699710968357632,-0.043996746833218275,0.002591315331649506,0.07814739780478296,0.09174143171049162
TNFSF18,0.15312031827468245,0.024848417313614462,-0.036340293123526816,0.059051515894685165,,,-0.02271892624416987,0.0427135495677097,-0.012464182904553435,,,,,0.013454688066306406,,-0.05182695654980271,,,,0.009492173830288714,,-0.005387421679681789,0.003320002892132183,
IL36G,,,,,,,,,,,,,0.02910228043609071,,,,,,,,,,,
RTN4,0.061833617942108066,-0.022640235975231057,0.015090113192259913,0.051660529938635756,-0.011908786397305878,0.035562387973075746,0.015245357862591232,-0.12795366235777636,0.006290243458114188,0.024383570640050863,-0.04630357309731661,0.02328204002350622,0.009448462494388918,0.06955737672819212,-0.001349306523127933,-0.06047289927984437,0.018266731511396874,0.030314158371368527,-0.06089848486022603,0.08247058139827135,-0.026804160006847887,-0.017800469908386893,-0.02786495829905709,0.042267187051332755
HEBP1,-0.03322660384119818,-0.025509781889748916,-0.0037538471439155677,0.06188539427562295,-0.031069857445645648,-0.03717342596583312,0.04377916877774755,0.06658573771047033,0.06867571357692825,0.015146864504803462,0.05222373657085793,-0.11311194478659556,0.005236444791603283,0.023488017937768137,0.09920401343529044,-0.031022188516829193,0.0265083374859664,-0.0015265724992132915,0.039130238578296075,-0.005487002996151652,0.0448671566108017,0.032066574671305026,-0.028036332333545945,0.07408948446727448
WNT7B,0.13435537404096942,0.046836372564874,0.013910714079188634,-0.018628561181295435,0.04587798389382556,0.06441035240128568,0.03669146617529434,-0.0423612449775258,-0.0007133458205211453,-0.02045666438425026,,-0.005367789986838325,-0.009325362600831045,0.09089845907132958,0.07146148043580339,,-0.04050523680173769,-0.025280049321424285,0.027803677986283214,-0.028258566132461464,0.03642183421349878,0.022457875217583734,0.007233078203499633,-0.046813667201344174
PTMA,0.05037795780767527,0.10970887964535163,-0.007970185706919123,-0.038536312409730905,0.05608519878696408,-0.03046952921114335,0.0061399389170501625,-0.09970963264940218,0.05579600161383713,-0.0440965701760877,0.10713842318404983,-0.0961393724693293,0.04946075329104133,0.07622691769754535,0.011124728835144398,-0.07613696988403909,0.12160005687795772,-0.06785141406934757,-0.10875471592778194,0.0720145776997389,0.06077637979445542,0.0215203560832019,-0.0964302140759221,0.007709564984225248
FASLG,0.06458981685915476,,,,,,,,,,,,,,,,,,,,,0.011702941504430518,,
CEACAM1,0.012493379494511637,,-0.023129600642060724,0.00874749309353174,-0.0029393670054758316,0.023957514549590657,,0.09833390651858585,0.021388682381031008,,,,,,0.09438809746681297,-0.036443146233903795,-0.05746966788942385,0.0354348741473269,-0.016025516322253474,0.0026438186037785355,-0.019238778207324374,-0.03075548255716115,,
PDAP1,-0.04508749199739192,0.044583097527899025,0.012602749873196374,-0.035062855219495016,-0.03999216323527795,-0.07140200224130988,-0.020124721526350937,0.06032154294831342,-0.01143722874888339,-0.0376000086458347,0.02320880006271637,-0.05141377745192583,-0.06689368150366173,0.05262122599981774,-0.020342534596969997,0.03998685417451212,0.11140198185760844,0.007878908061394463,-0.031853993943638664,0.03999563841320904,0.08058128849017121,0.02775719065131969,-0.03760103490472374,0.05326880346542257
QDPR,0.09356801771727256,-0.06616637225083997,-0.005063913960410899,-0.013111124354249656,-0.004445922426271095,0.07136516414921928,0.023500019464909625,-0.17251344101294427,0.0069413925271977475,0.0626378412157529,0.07519547207458163,-0.007655863290387717,0.06825274712886525,0.03373740910554973,0.02647853203909737,-0.11389763492633181,0.01907856132735256,0.04674530243667516,0.06063131094265451,0.07336281255600695,-0.0069551743459605915,0.04441104828152456,0.012037834689976677,0.0876583514157237
POMC,-0.01348592196449596,-0.07335894341363333,-0.009062680679934553,-0.025402244718257243,0.04419496512194886,0.07398458728073302,0.04729647178944672,0.028101594036022144,0.0067849032289453775,-0.01252252668007677,0.10526604533490827,-0.02911815913794308,-0.0029551177522405703,0.016184019368964138,0.056285702781839336,0.011465634955971938,-0.04015213505126938,0.020717964468100362,0.12448911101560071,0.002938382091623727,-0.03147211383293363,0.016463527235768088,0.0005383679368963749,-0.03537152991367071
CCL18,,-0.029949869146099792,-0.004677647396550636,,,,,,,,0.12517751641517771,0.025382208558203792,,,0.039187026899929756,,-0.0007573021615034498,0.03210525338218258,0.09581079113286634,,-0.031680462723161114,,,
CCL17,,,,,0.021461550752560628,,,,0.05853737857589491,-0.03692847082925493,,,-0.026322728937188764,,,,,-0.0264953645294533,-0.005629665862622,-0.05722086487825389,,0.11369790566329524,,
VEGFD,,-0.01601509004700396,0.09285247006599116,-0.020476581885037225,0.08623993284623752,-0.0014255072870456326,,0.022205090778546436,0.03739265825824569,-0.027087479944970887,0.0289066353640342,-0.019673405370131777,0.056281546751179114,,0.006078705145440345,-0.0118105230381405,,,0.07941551432798452,0.01588105088729562,,,,
TNFSF13,,,0.12025034376859796,,-0.030828373388917592,,0.044347013114383174,,,,,,,,,,,0.05468908334818805,0.028139675698283503,-0.00973352311516581,0.012151532026559796,0.060856446858228316,0.16951082899355308,
