,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.04642418299239603,0.0416679356110763,0.036071609759782255,0.04085028159859505,0.06205900519485808,-0.009443509846990508,0.0787590529108824,-0.020376422150360608,0.09929744063166565,0.007349775165312257,0.15326375576338683,0.03182297027809475,0.09394485087997498,0.037596851225759405,-0.01257819524951186,0.06177282725774719,0.0011696440161676812
LAMC3,0.06497765186852107,-0.03903485216021094,-0.012894556366450524,-0.02216068825009224,-0.019855363695138354,-0.0032165926893663755,0.025088918576078808,-0.021138551060484893,0.04536003365182902,-0.03479486647845637,0.031026008037792173,0.007194273878843458,0.07326939652282409,0.15071615836706306,-0.0018136147685235663,-0.02170639916182151,0.010062754216610056
CCL7,,,-0.01797465097187407,-0.0004955633400174107,-0.0177631047444401,,,,,,,-0.025116511809586958,,,,0.07943210448291677,-0.052644100091325245
NGF,,-0.019114911708420737,-0.008517372907612807,-0.009459262360663592,0.006833409719529507,-0.016491232713074507,,,0.09384163795455054,,0.024915210868218598,0.09273998031690019,-0.021741639023064665,,-0.00864054357010798,-0.0287263831544944,-0.03523357551759907
TNFSF15,,0.026812451431334865,,-0.019182357982835945,0.03892499271303313,-0.02002397193704354,,,0.05040508012339071,,0.07637884487482215,-0.02448577867331754,,,-0.019491772935135473,0.019003000938438805,-0.03440781461451594
HMGB1,0.046459234209219616,-0.043162157738665226,-0.02918572665994118,0.022202123036660942,0.016314150171303547,0.03207537804089103,0.07839223224351446,0.0003320120154450341,0.08222143070205515,0.015486657745315838,0.039472406798695236,-0.005353468785465968,-0.09829320550662778,-0.08971045913458843,0.03838530070749955,0.028920061113651186,0.0430322465979318
ITGB3BP,-0.021204637284011497,-0.015980798705451164,-0.020376831143059063,-0.02110582476014581,-0.01708054124730645,-0.051649571523876996,0.09603962729493117,-0.04195008895031373,0.021496881398098883,0.01034401814870033,-0.04878118581349497,0.05150551885349038,-0.02720675647094208,0.007013622254409723,0.007162824463094614,0.04874625319255489,-0.02990007974366925
AANAT,,0.03407077841743054,-0.026078483907971375,-0.017453985780039594,-0.010095064694540445,,-0.015657283991524495,-0.014462478528488223,,-0.023080457858101738,,0.017358595039928225,0.03853783858340084,0.09332431449704436,,0.02155419780883677,0.03291126495468394
RELN,0.06884660041938453,0.04128906932091151,0.061906271495785044,0.037067863807302856,0.09823473381011529,0.0370232147372843,-0.04594338386128136,0.014794873584492326,,0.027157939544486965,0.11490260509309928,,,0.014142713017835441,-0.02354394933683451,,0.014715623694293113
IL15,-0.05776965488924552,-0.033614557680207525,0.03655457149577108,0.05562999088522485,-0.01242615637039335,-0.014248246444582847,0.09320929150752985,-0.012564930751187956,0.001087873632099028,-0.02140605790198029,0.02569831032890109,0.016240527813428027,-0.04480965715267124,-0.03221880837295356,-0.022413461078982705,0.018137663677992102,0.0338337073349056
UTS2,,,,,,,0.11561158037389552,,,,,0.1687821486822744,,,,,
BSG,-0.0022582188247702107,-0.01684507324255289,-0.004936800819978524,0.05289391469430108,-0.019553423794592985,0.05583312881049711,0.010045253441316708,-0.011375564613033257,-0.02714623330356989,0.026532867480374554,0.07990651268144223,0.11109448735223534,0.041732304638195106,0.14139557386771542,-0.07522105338504514,0.05254840105136448,-0.01387970116923903
ADAMTS3,0.017488077502100328,0.10300016893372603,0.003275018290733365,0.028729317742869857,-0.002692648785830798,-0.022949803183933276,0.08028133893740706,0.007679977556295012,-0.0019034428113974852,-0.035569959591817,,0.0774381591981195,-0.00037145897941620186,0.12311025317412619,0.06513671398104084,0.17211988996374408,0.014105926172965091
CD34,-0.01754214567870097,0.10086251753170401,-0.04623147380796896,0.0030081451744139952,0.018911142311918115,-0.013098433265226073,0.07986221830083935,0.05009313870076376,0.033120191824861964,0.11229733906409706,0.10240313736573574,-0.007896153780840659,0.01385458607343297,0.1253214679035578,-0.05563666836940605,-0.02238397759490125,-0.0762470542315163
CCL23,,,,,,,0.11130731515707344,,,,,,,,,,
PLAT,0.009983113971391979,0.01927263240367208,0.002861782657312715,-0.01039976558593485,0.03412377861456414,-0.04914171392344376,0.051552609442313484,-0.036275339429323795,-0.03271792632175427,0.027896258724053775,0.09896238362519616,0.056146933700578036,0.048173709525198234,0.1317004151540627,0.01987736119489071,0.011052857829568719,0.05750543396932708
NTF3,,,,,,,,-0.02334589043464225,-0.03731411539295255,,,0.07411873260556699,0.023049790248856804,,0.012500822301219282,,
LTA,,,,0.03043396156683051,,,,,,-0.021406060544354073,,,,,,-0.035587716156176265,
CKLF,-0.0050143914897610555,0.028223298166567833,-0.04152633438349286,-0.03229467666738872,-0.023075585469170254,0.006435330988430005,0.09449689153080823,0.02567878891020642,0.0411456566118057,0.015293754701767241,0.07982987792693357,0.06369406491440562,0.026309423267192978,0.022985274531721916,0.0018718059710628536,0.07534845104501316,-0.014098892834066918
APELA,,,,,,,,,0.011804185365054985,,,,,,,,
CD24,-0.049376202145021496,-0.0016212919720951606,0.009560188429495848,0.02250521038834452,0.02507764106846512,0.04668729152177678,-0.007732825423521633,-0.019710205268844417,0.030806217580563712,-7.983368965301332e-05,-0.1626441798976046,-0.0038427919360299575,0.07532662761550082,-0.03406573778150857,0.02714701672328162,0.03759547187847236,0.016047349296429425
HSP90AA1,-0.01184310735959666,-0.06684370760779862,-0.013339783487137089,-0.02359652722708739,-0.005234153591109251,0.050013289698093606,-0.0763911245854449,0.0393719302690161,-0.01019375759306706,-0.008848642020930686,-0.013848002497939523,-0.06598230935580326,-0.117497400375367,-0.07084446448733188,0.022772993493878475,-0.00523432501277578,0.04879513816496471
BMP4,0.04616003146874617,0.06235091085802674,-0.03335743246754174,-0.0032397493732088983,0.0012238134186648097,-0.0027676927859304405,-0.022870507222947135,-0.009699853843443398,-0.01031859831853263,-0.01824017449645457,-0.02869948944524563,0.010046636578633462,0.08760509773921189,0.1883395861465097,-0.003332891603942172,0.07438760144701703,0.037762182794153755
SCGB3A1,,,0.05942022337467259,,0.04429275282748822,-0.0181881385854649,,-0.012199242091791214,0.08649066460362671,0.029322897217694623,-0.06167696732009967,-0.026723882446743924,-0.01332006734607581,,0.11068990195152419,0.025057070593190834,-0.024493630098843183
IGFBP4,0.07368519534162514,0.054637029998637156,0.009476287483910611,-0.014183626102063824,0.0726940379555107,0.02021381871020735,0.0715790477948557,0.0561448211101669,0.06477194739836466,0.017137659847180926,0.010293321177220953,-0.06070152042548925,-0.00928581922572825,0.17579757298526924,0.021399206702801498,-0.017001141232997424,-0.052336417699643194
RSPO4,,-0.023350824384742893,,0.011204178404207206,0.01968097320729227,,,-0.012199240307376093,,0.0993775504576961,-0.03882606457361661,,,,-0.0006503309877677641,-0.0038755351944624638,-0.023936824946952373
LEFTY2,-0.005521066975810432,0.07109447012542962,0.013353561360390629,0.015276921328852664,0.047792888128499765,0.01915328874349919,0.08864419145317269,-0.013376616197025019,-0.00787234030046012,-0.026425542686948342,,0.0821761417627178,0.006198642588893733,0.14510139738212405,-0.037072324947534534,0.07376874750570493,0.0052012492229375875
PF4,,,-0.018645813165233886,0.02401411569104594,,,,,,,,,0.1218723548708861,,,0.052112784476512124,-0.018751069438741823
ANGPTL2,-0.023168740099119768,0.08816034274504873,0.0009483240514148082,-0.001368114834639255,0.05019823736446721,0.005165583438247159,0.11540106530897878,-0.037272459987090924,0.016294583977639613,0.015713370155218568,-0.02248183447365797,0.040544768110288995,0.04014358842974176,0.04350756303099865,-0.0590311831275163,0.07875957924747583,-0.005602251846415455
LRIG2,0.033345787251600444,0.061170826802266313,-0.03166563935545127,-0.015257804144142574,-0.012139331204656274,0.0333154972807757,-0.00441754987813905,0.037546438602754785,0.025682397972553974,-0.05384351252527046,-0.0955593984415453,0.056897487360842394,0.031729250579944766,0.057107188101806525,-0.03553509491055049,0.0503961220321919,0.10198450613037881
ICOSLG,0.034439457016121985,0.026802206105098165,0.03431289151086052,0.003371003760263826,0.0705976713811065,-0.020728829414112856,0.04430295827298114,0.00214373510032337,0.10379281985177712,0.003522306244609877,0.08501130577665265,0.02483285320488037,0.016079739566274707,0.00922241198620277,0.040313890437403396,0.026232558573518337,-0.030670034619425905
WIF1,,-0.042985753362535246,0.018139836690171433,,0.028727729095363398,0.0049788712709981624,-0.08242820541356129,0.0031938121790128595,,-0.016336726967768295,,,,,-0.025341169941682493,,-0.03440781179083796
NPPC,0.023436754687582533,-0.035103847621673324,-0.006996719140234375,-0.023314664386457504,-0.004851104871702789,-0.022913103294176847,0.08261009089104508,-0.016953958614056356,,-0.007223090205621952,-0.03633238911631723,0.04665398991826126,-0.03821829548019655,0.015757129656917414,-0.01554581755065682,,-0.03257209356938082
LYZ,-0.022171994221921603,0.0006248555235580045,-0.002908603088133202,-0.024513166398404448,0.024800688573799662,0.009954256010136463,0.1325046430923205,-0.04290496113796781,0.06086266986757526,0.024586053287822447,0.012898253762687016,0.03146780160018298,-0.003198991341103905,0.041860781295755836,0.01120414805891458,-0.04741595043242802,-0.07882962783549934
EREG,,,,,-0.008574075489976752,,,,0.013707186557648693,,,0.038345830802452796,-0.001909190561525608,,-0.033953271261651284,0.02903057250114533,-0.021588035605607195
SPTAN1,-0.009087332055142292,0.00018659074731620863,0.06412495324420238,0.0034605926566979098,-0.0018167657639159521,0.05802610919100662,-0.07049570728273213,-0.007887231871122695,0.04649348230021316,0.03248770368305073,-0.05383282273371129,0.07373682502795607,0.03190214035079899,0.1262087578268382,-0.005676255827777431,0.05898953669331505,0.100740430239165
PTH2,,,,,,,,,,,,,,,0.03815881178512339,,
LIPC,0.058767673493586345,0.10629619607257415,-0.022827376269126547,0.016243945464500698,-0.02261452433840941,-0.005119847683644383,0.06849406013306959,,-0.0012871481355156995,-0.001581012656833674,-0.03141487537350834,,,0.05338848146931196,,0.01923908638963438,0.0961642613202135
COL8A1,0.004816280208996111,0.057687093460349566,0.0692078643681216,0.0642201227876075,0.03399217756543172,-0.04490916885285362,0.06474399986181004,0.0261497228737081,-0.06869969418766582,0.10706616405774776,0.07998880623958779,0.08212442748899369,0.03570479327544655,0.12502513832086445,0.009006258317141424,0.017539258392974825,-0.02040597629159964
GSTM2,-0.0017835596693010808,0.017878213761481708,-0.01673142003852992,-0.014957476675047545,-0.015882976073346954,-0.012048810932485176,0.009426362360147204,0.024155594508219972,-0.013214594392584652,0.023166884441824503,0.06415274205551307,-0.013824396085877275,0.021750134021407606,-0.03200334359331677,0.009424234491940025,0.04554957175682059,0.000491008398151255
SPX,-0.015581464052605866,0.030896600062108308,0.001726495536642441,0.02911396291039011,0.10225662115792032,0.00021433684395023189,-0.05491152813730835,0.02896062549904069,,-0.01842475141151848,,-0.025323624183581084,0.03976846103282691,-0.09874395515169548,-0.028493373580855536,0.04544793403968321,0.0071075326097177465
MFGE8,0.05216659499610658,-0.06695445632718806,-0.006776530502815425,0.01010528534996053,0.03825626686069876,0.019877027344038265,0.007267643627943472,-0.005445812534509713,0.06271771030716151,-0.028281015611380394,0.0885572330986768,0.004200160330261339,0.07994233274454163,0.11152101186500722,-0.06421458903791637,-0.014908885120258607,-0.0625663657035244
TGFA,-0.017922066931341078,-0.10653075572573524,-0.02255206094793177,-0.01647111936461154,0.003040724727336358,0.02641588152653526,0.08442828102028205,0.005786149100796458,0.05800182462002544,-0.012038019937984682,-0.013418674011281682,0.017591502739237798,0.036222565090727285,-0.08966425567788394,-0.00013648616559910301,0.06323995459645682,-0.046954688010363906
SLIT2,0.08274952494378805,-0.008760079096649023,-0.0063082599585279195,-0.03432124968354203,0.0016299122042143655,0.0020176488037185808,-0.02211843065784337,-0.029873846577199017,-0.020866444799343475,0.01402277475039909,0.17945365917382455,0.08326731469568968,-0.015159205292431073,0.05543068479815272,0.10496675992363927,0.022130313565484123,-0.01585336028079467
PLTP,-0.017699934547937644,0.02984328407826189,0.0753771434246348,0.036700931941829815,-0.0035532954401949614,0.050914984464103676,0.11619041892353929,0.018220523413326407,0.062494749696554476,0.05662377988109637,-0.017262133613655438,0.018089881986692757,0.006471673346605893,0.10498586609024657,0.026353775611309332,0.007851635238774406,0.06825152739588525
APOD,-0.06279440760942831,-0.052188882889995514,0.022493523868622554,0.007433205682119515,-0.03531286721015449,-0.006071117620996989,0.07623001673161736,-0.0055381744455925514,-0.007239178670572561,-0.012544215875188893,0.08455584825640432,0.08247241627238028,0.16314234862429564,-0.12249089804592424,-0.042795170161489426,-0.0726308137435369,-0.03789803045406921
B2M,-0.0021194000794018384,0.04606921530535726,0.004602442738027701,0.0967513466243343,0.05706951619858713,-0.01818416115736025,0.12544503804814597,-0.023621894494521137,0.051618694497377694,0.02918929260057024,0.11575406376633038,0.06760480088957758,0.017599520953153133,0.15204004791579112,0.03696412925048423,-0.09418874149445734,-0.04017778065029556
OMG,-0.048531346875085056,0.03056762191297134,0.06119500095931954,-0.014243213531768033,-0.03633184865811807,0.031181773601049855,0.02646321203060591,0.05505220391500663,-0.017923995937166707,-0.024638397005839422,0.049435767932612645,0.014171046705614568,0.10210092194103858,-0.08920200214262694,-0.019618032556288367,0.12206398896166154,0.0981290759837865
CXCL3,-0.02013337372696552,0.020496802316297358,0.06442742626334522,-0.007470763017049269,-0.03732029953586355,,-0.0016791424488107995,-0.013050608493881613,0.05209040926216135,-0.01541623993814696,,0.02687182198886312,-0.027916803717540028,-0.018219034961840536,0.0013526757863566966,-0.0063793580318010435,-0.04813642866626486
CXCL10,0.07714826501823537,-0.006832703156781969,-0.05037553008609865,-0.008044314363662548,-0.02010578278905755,-0.019475738734663156,0.07457082481834375,0.03964651917592181,0.08888767714936639,0.03156570685588347,-0.02704605594880134,-0.025936020580242546,-0.027093021814094932,0.01760903305029233,-0.0060073027287538645,0.014201557591798067,-0.004627641599601714
RSPO3,,,-0.02441627704356847,-0.017453984490387656,0.00011721389504848787,0.0028890111044643373,-0.025710090531796237,-0.013471188662333737,,-0.01610967361644357,,-0.032403134468228914,0.024858740457686924,,0.04395136608801347,0.00846255778259607,0.015539589138139586
CORT,-0.025000991737089424,0.01869532114507905,0.02695665883346424,0.004481255889573996,-0.021846709121365965,-0.010331236888719042,-0.035996328704554895,-0.01150358386614961,,0.03416571491256557,,-0.028639470227678123,0.13903449282406347,,-0.04533767917660651,,
NCAN,0.021206095628907653,-0.025851347371599876,0.017792933584885366,-0.022156104884852864,-0.005091367379588748,0.011360030655792323,0.04450017799973193,0.008103731672272931,,0.05438872557259055,0.13580830285493228,0.05146976869975846,0.12912145739573866,0.07478885050412441,-0.06114582621765043,0.10422976914004645,0.1141130791324797
PRG4,,-0.001681860995228254,-0.027031728429736186,-0.017226329989326057,0.08286167748530728,,-0.02227192349487489,,,-0.018834871484907954,,0.08415150521954333,0.021766160737229742,,-0.013703023055742385,-0.011838272025583069,0.012035906723696045
ZG16B,,,-0.010915971321397487,0.05164765913909136,,,0.008053266167154672,,-0.007984534660266952,,,,,,,0.0752194209608511,-0.015996585337397357
TGM2,-0.04536390966946167,0.07197614674201933,-0.012166790409104431,-0.03089706542045538,0.01699239114441281,0.020185787993357882,0.01763613853923332,-0.009647374760930241,-0.008844222769861874,-0.03332285132407193,-0.014371278072370344,0.013281793849590901,-0.0419530192518661,0.04132325510758572,0.05230449373907162,-0.043514092063768106,-0.04125416782050875
VEGFC,-0.025000993346824284,0.06367164895044972,0.02906309583014303,0.01616900396823726,-0.03672614061262905,-0.029209077080951266,0.02326765287359298,0.03917940720916496,0.033508013663448036,0.10204728162316094,0.008975382238574626,-0.03232350781701598,-0.03297005596207553,0.016933328770470477,-0.028417244163020643,0.04908223105629668,0.0033748009828529356
WNT6,,-0.03251460679763781,-0.004484130073656229,-0.0110283840690014,-0.010817638866191385,-0.014614310655892833,-0.021901520375023915,,0.009714634006227692,0.0650978958370335,,0.04268304380143942,0.07252542522854356,,0.003910213527644098,0.012973376559989737,-0.016529271975445615
NRG4,,-0.02423103839551201,-0.016555284590790673,0.03378703011828496,0.008319286834702308,0.04511946022689764,0.00089739060066997,-0.0027802261264830803,,-0.022424398341997418,-0.021804727485305337,,,0.033152342173425546,-0.015505223482930599,0.06826204399640944,-0.004093410255992362
PMCH,,,0.03445467673811293,-0.029049370930834977,,,,,,,,0.043037063984016646,0.040850760153048095,,0.015844020594307565,0.04875312581580271,0.001371189703343418
COL9A1,0.11870617775286713,-0.03774893436153586,-0.03584228461731888,-0.021896654275410696,0.02815871174465138,-0.01812252659655645,0.016702356225230728,0.007408354591160682,,-0.025552068805779406,0.055925412869972935,0.0559540492138963,0.09959860646173622,0.14694249122204237,-0.02874815057992546,0.05671358524029367,0.04172663350161165
GDF11,-0.04994384170102747,0.017925860379603385,0.0531586714202616,0.011131823234497889,-0.04591708699253915,0.06089243081253731,0.12394262500943994,-0.00039949257884772425,0.04438550102186887,0.044514147778734366,-0.0020665883571385425,0.04564992616999508,-0.06569538626123136,0.006030797057489504,0.05415945296410419,0.09566574513548184,0.014610352955793597
RAET1E,,,,,,,,,,,,,,,,0.02559591943503252,
IL24,,,,,,,,,-0.02013425283985388,,,-0.019033960331096108,0.13049865247748327,,,,-0.027789846679644056
SORBS1,-0.029514404402376092,0.04831601771311395,0.06763181816264331,0.012274419480609155,-0.05054745523492363,0.07041757726485086,0.04830304266042869,-0.003432141188711666,0.014281721257147183,-0.030782115665911103,-0.016661721605242652,0.022716909922457992,0.05807098254388251,-0.054249451825499465,-0.013385298939063952,0.017580753602374946,0.04117761926570392
DLL1,-0.0757385831545873,-0.000525427007870764,0.018783183012349866,0.010928971110134172,0.06379808780747691,-0.002876297636837497,0.0692437141195924,-0.02217479737589848,-0.009578784578078436,-0.0025673380686783267,-0.03791622271248149,0.01751582997870758,0.06948021425267054,-0.016142186597452268,0.0179391063829841,0.05321061045297738,0.02046171884768064
TLN1,-0.014076058577308825,0.10845397995528314,0.060827963030159825,-0.03335321337066759,-0.022439026084074158,-0.004274582867079447,0.04960475259307545,-0.04139571369290928,0.06965858758591946,-0.0140711778377066,0.06359218381558007,-0.020366670067579064,-0.03010229186867579,0.01292859073575765,0.03180530868054784,-0.024575880286785357,-0.048190394025169794
