,UKF266,UKF269,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GNAI2,0.014876310306003306,0.12376496500998262,0.05366885974101545,0.054852627202461424,0.14299412150432725,0.06294947918084726,-0.014496695808579471,0.00816554351628123,-0.11426337385088113,-0.1376472680798243,0.09186841265497248
HDC,,-0.03493480041463704,,,,,,,,0.09614503181066103,
COL11A1,0.10711804567490679,0.003822211005145704,-0.02466509135283495,0.03218334799638489,-0.07806346961803859,4.195720557033956e-05,0.019222148640523913,-0.035752638679863474,,-0.026441561856512,-0.03258307173291029
NUCB2,-0.06984753997456508,0.009033604135464739,-0.02348440952971476,-0.049868533507969215,-0.07271211777100212,-0.023213245266750254,0.0127835836936111,-0.014281228850405931,0.008418820775064752,-0.09348742432698637,0.12818332161544252
FGF16,,,,,,,,,,0.10160834630369313,
CXCL1,,-0.034573469041163145,-0.014922035995751893,0.016016332595861337,0.02170301240652149,-0.06410042453797656,-0.015461978424846062,-0.04003677501170353,-0.040478503522154,-0.04524170073716726,0.004613686421923149
VCAN,0.06767668630705534,0.07491922776645335,-0.029195900957051584,0.05620651296054931,-0.11317712356052811,0.08824623432168938,0.013925991296267771,0.038468594772234625,0.05205710163713437,-0.11663094343679363,0.061075949371726994
MMP7,-0.019920920568164996,-0.015749255704663165,-0.02885938625010031,0.04380176603565347,0.12174964338132686,-0.06869790287748513,,-0.05905467532978576,,-0.0925046782915927,
PTPN6,-1.964513787703982e-06,0.03937617945795374,0.025543972230773405,0.037319702286993876,0.07868642366568694,0.029308039921702497,0.001374834565635832,0.07388040190475428,-0.0293772256402045,-0.017134016151704616,0.10104515238574072
PTGS2,-0.03217954927690397,-0.08050264229295848,0.012151747322174755,0.04700093301623943,-0.01573135421589626,-0.06666581456157503,-0.0015362410639648226,0.009024540271691125,-0.09037695487854222,-0.03576323905196359,-0.0507657039592614
XCL1,,,-0.00811418845482487,,,,,,,0.03540297960480667,
CD58,-0.020063813118251412,0.040424403017801105,0.0695663701195631,0.09551561395885401,0.024434484992305706,0.026196490108255886,-0.010179406281353883,0.015973792156543962,-0.002926355919721681,0.03385517300892868,-0.021459305498549592
TNFSF14,,0.06262192931337783,-0.008660038572190502,,0.04368162639542631,0.07236273467116645,0.009624107512451623,-0.020266626700132316,-0.048667209148306884,-0.06028988369615933,-0.05214901772930743
CNTN4,0.009799640753370207,-0.05592235418222899,-0.07080633581297162,-0.026463742829949666,,-0.028243957568104706,0.058235257803111076,0.019030385196569466,-0.03424797802134646,-0.057490269534948395,-0.011943322505563103
INSL3,,,,,,-0.00033510703708351656,,-0.020266624742049853,,,
MFNG,0.03129070262851426,-0.003982095276114322,0.06606638513028094,0.009357158078337667,-0.03490992053771333,-0.04629646906894959,0.015145162019153884,0.10138004405424528,0.0034221066665897863,-0.033332847944685225,0.030166276013532767
ICAM1,-0.02887184017469409,-0.0012931600853270861,0.018485993643202064,-0.002518575951724035,0.09052082868357049,-0.04870240370830042,0.044337017120791106,0.00934470473362734,0.018184635353409105,-0.019251425409340862,0.05113669806898645
PROS1,0.07328218429917337,0.046627646427156305,0.01625134445587825,0.015034857683792343,0.024167077530353506,0.021379262394928964,-0.07537568653937055,-0.02656409974926569,-0.04436100908346059,-0.0030111982461460515,0.06502088763062064
CLCF1,0.021152232791774025,0.024256681329104402,0.020079433063543817,-0.0036495699739636047,0.005038866283664426,-0.02098287514844349,-0.05542065731938641,-0.0009495147784878902,-0.02770718041095603,-0.04491041603451533,
PSAP,-0.0304843390751773,0.02960809191924602,0.11487711973941374,-0.057225595638749675,-0.01148852083623787,-0.04444644405437385,-0.006601717834088135,-0.03394524861695944,-0.04919678187680795,-0.10676606611607026,0.11336664605583276
EFEMP1,0.03861844398524754,0.06553500105856479,0.08239109155110222,0.014428817997773026,0.054972749750977115,-0.03415199677057089,-0.01980966898611368,-0.0044046857038633905,0.03443079583537284,-0.11106254327229646,-0.011711322051606087
C1QTNF1,0.004985413167673172,-0.001836024263355568,-0.009794322266557156,0.08273547681536411,0.09632352200428558,-0.10086136695310527,-0.042500703038098366,-0.04470966601869305,-0.023294061721439514,-0.04327783248185703,0.06532905524321012
ALB,0.096720784304307,-0.026417394947055174,0.046848114778632835,0.021785869758228223,-0.014358497918937538,0.010455328294477612,0.06244533845771245,-0.011728405540163538,0.03329545275299726,-0.024492831404494726,-0.07025485013483733
CCL13,,,,,,-0.01425583647481942,,-0.02273323097371401,,,
EFNA3,-0.006078125688210267,-0.07121744910657546,0.012259420925422895,0.021098174881743332,-0.01308314623714994,0.04045208945448539,0.09907985369349431,0.04413955269510675,-0.012075981013659481,-0.0033899946131918557,-0.11857347851957702
DRAXIN,0.06527577559619518,-0.0203240938995894,-0.012682885008524528,0.004404687866853908,0.13072039169234317,-0.1046671849102556,-0.013568114922444021,0.008369110777733871,-0.08174390019557334,-0.06784238237781744,0.0124148370886208
RAET1L,,,,,,,,-0.009674219724418337,,,
NPTX2,-0.04342048434811475,-0.07808100754124339,0.07247388740606593,-0.0019234918235390812,-0.02430981269055423,-0.030837423727674,-0.0057309593539102135,0.005718079089140622,-0.010141714755758206,-0.030157224682743882,-0.04606169981702311
FGF11,0.04064291764633987,0.0039026070848050933,0.023715791022504523,0.03165180502812335,0.06459431762381275,-0.01125667740712507,0.00404839822501842,0.016774219524103517,0.018285994287816593,0.056219007181028194,0.05076810382525785
CD59,-0.00802378132117028,-0.03461162602914768,0.07668464152171321,-0.013796476317855761,-0.14308948498241858,-0.0120682325139144,-0.0048785899111310526,-0.03677747815608499,0.0074750884963173825,-0.033136616613078894,0.06150792339185117
COL9A2,0.04122397637960875,0.11860568743835356,0.011924443268540353,0.02536517494003585,-0.08864947670885219,0.030717884002971145,0.03347731474450146,0.06784522611554408,0.030818926165326277,0.021301278444910098,0.10350013000349975
DLL3,0.08457376277843012,0.024380436722242133,-0.04579913053306418,0.10746624593567736,0.040640340439755576,0.11434083558790409,-0.030368458874729075,0.05435376277757665,-0.07159500422411649,0.022528534596067008,0.0107399782439014
FGF5,,-0.021036022880832412,-0.02775558511413378,,,,,,,-0.029241150326202253,
LIN7C,0.013341360694053292,-0.0017449593406103818,-0.07140828036565518,0.014573402770174878,-0.014601267057681992,0.08284388316567941,0.007669399751502913,0.045957133672969774,0.015118670576863407,-0.0013956271190123106,0.025248143021056837
GDF7,0.00190685259107068,-0.026636405662171885,0.01753597105053143,,,,-0.02054338069465363,-0.016475582962895714,,-0.026444424665829223,
PSPN,0.01803325824608427,0.025198650759303658,0.04778014646717429,0.009917994971100203,-0.06850217062460255,0.05225999265063939,-0.0256073233949535,0.057861344850967326,-0.06656693889094666,0.03659001977218185,0.25394280002912833
ANGPT1,0.03908922160755701,0.01801206792793556,0.0599793404517481,-0.005064240907967736,0.04460168767279714,-0.004655986943762418,0.02403474020065515,-0.01637268071815899,0.019406199792932278,0.025107872662761137,0.07005001617350537
PNOC,0.0397586204826715,-0.09436703067589641,-0.04838289993129834,-0.03659000007002956,,,,-0.019532476518222257,0.08210083207255361,-0.021700104436010698,-0.06405493211937548
L1CAM,-0.017760464303988793,-0.06580296451954736,-0.0307741479312119,-0.03806352136909785,-0.04211876204351846,-0.09631762140395835,-0.0652366586860717,0.03055212525399328,0.10336416865164479,-0.012549532132614486,-0.09143515492061471
APOA1,0.07470889766340769,0.01719143870294347,-0.06584788587117373,0.09918431180411502,0.06360051547587037,-0.053078272572102105,0.05350915313700179,-0.04573987256953472,,-0.023503191584462835,0.06462538053233557
PSEN1,-0.0068815047490366965,0.0826124449057005,0.10677268300222226,0.01676794674989409,-0.0806280859183913,0.03935691966354322,0.02274112279361112,0.004523746374930802,0.036208088013999405,-0.08368436421374473,-0.02681807313386234
CALM2,-0.07036592476240511,-0.08808258917780383,-0.038228104479884895,-0.00534924319792223,-0.07469687348651148,0.0427756909436358,0.004334540277110876,-0.035233795475241296,0.0527750681164251,0.12139903042049136,0.0017209086754833708
CLEC2B,-0.028871338697860075,0.011411533945532753,-0.05854703893915551,-0.019681400179173004,0.08759343175533234,-0.003389464162153004,0.0012976222876131746,0.06174469064000221,0.015953536896738015,-0.028727219420783177,0.03719929939059415
NTNG1,-0.027035560210714786,0.01646621688232999,0.0696047538075904,-0.03767804830494199,0.029457181262178684,0.024074465588099746,-0.05062215680578112,0.08408055868614309,0.008986412574766426,-0.025927139243679887,-0.08045873556350792
LRIG1,0.0031434401126205734,0.04267240619065477,0.0820458285717199,0.0014017314617032093,-0.0777609229174811,0.11899196350159644,-0.033109418444041756,0.039941015877206464,0.015114685009540494,-0.04850002863034283,-0.03481366219657442
CPAMD8,0.010854170702532823,0.04333171489732824,-0.006474247215465401,0.006471977285924117,,,-0.04715099647454797,,-0.004716840319092842,-0.0187510790881282,0.03640913269690576
GHRL,-0.020257560492544877,-0.009272981248075185,0.040735616367168326,-0.023601137224497807,-0.05558869255407312,,-0.020505764807314895,0.10931854779007046,,-0.016529271321988743,
NPY,-0.03236192578219524,-0.01901845821544664,0.08907629353517625,-0.0459784443508849,-0.05376226218983295,-0.0836389922355179,0.028635933863004642,-0.0038802472890683355,-0.04671141398619394,0.005159271571845974,0.05294892888892696
MMP2,0.0465158114162648,0.05624429245853238,0.09037508541647919,0.07464991299303633,-0.07080577433687249,0.02839158149312465,-0.07120393791577659,0.06967817891903594,-0.06643951216954562,-0.009072099585773073,-0.029979446570686342
PPY,,,,,,-0.04814950602600975,,-0.036133445921103485,,0.032923413570881375,
ALKAL2,0.04013900615169472,-0.021576756952008554,0.03569868174641895,-0.01277247037961918,-0.02570087011300107,0.05969412553510256,0.05754639197491234,0.04369658338351844,,-0.03658055558165074,-0.06101663196510046
CSF1,-0.02128003645158537,0.03474732892472068,0.1146595125930456,0.03682717809342328,0.05773297539951624,-0.025004859244407734,0.021262475228612788,0.002852306303917506,0.06766522925405317,0.003481813470827609,0.0018288829056065375
SEMA4C,-0.020835568619820048,-0.02591829732307491,0.0607089648595215,0.052656606536904405,-0.030259892242012178,0.0702258596601791,-0.0011558181872353506,0.05181676818618891,-0.00821608511800765,0.019344670256569885,0.14227590548148
ICAM2,0.02792059433879284,0.02109062692023424,-0.010832364441142906,-0.0005929515241681625,-0.09948286993366882,0.03981985568295872,-0.05214292050708005,0.10560347767170926,0.07433428512553998,-0.002102960578004576,0.044873265074937455
SYTL3,-0.026172857397954302,0.06217430822078586,0.0410367366968549,-0.03261359742876155,0.013117127542127963,0.037404870334002,0.0431860655421863,0.05143566029914629,0.06192129403610721,-0.01501761219786994,
IL1A,-0.00012385626288495788,0.01187006005707782,0.07682815003428631,0.014331942519822873,0.015016510977892396,0.022804160569813055,0.027298146558515077,0.0015812216409199695,0.024225229015236667,0.0060202226399540355,0.07935606895740754
HLA-G,0.03527004919601429,,,,-0.04377869654116941,0.040157090544569944,,-0.016915708759305124,,,
PGF,0.028485714703125012,-0.012654838778396793,-0.0663498887316693,0.0018697800517121885,-0.08299463869673636,0.04152332368163442,-0.11177625292443533,0.0764469345107968,-0.057428462199772816,0.00830045852545372,-0.0752147746195488
LGALS8,0.006704328495878111,-0.0411043132304563,0.004027511619697928,0.026682674324748624,0.08355034894503519,0.02901143602050028,0.07334007797092748,0.02350057845213277,0.07327797908306556,-0.0031795717402179013,-0.09276940559126338
DKK3,-0.06569812699488295,-0.12450744765193897,-0.0623553972849703,-0.016500002031375458,-0.0661118655917598,0.07418031411063654,-0.04393397477851151,0.03160711802697241,-0.027364063725464825,0.03250118789975813,-0.17072004438976368
COL16A1,-0.020875956011717038,-0.018562592388242614,0.12181430959193294,0.06746500999434378,-0.12201767723748908,0.009411764112166071,-0.02206634125890569,0.047084721420620944,-0.061542458526741346,-0.04384174973269261,-0.07260839939580875
TPH1,-0.015578479392964896,-0.022621766221578757,,-0.007414276736152807,-0.05692989773489647,0.015732487346505043,-0.0033703946601055103,0.011639995860450105,,0.07093503939475934,-0.010037379372772482
TNC,0.05829524136085425,0.066883433334697,0.06614384626223972,0.021267173985711037,0.16410186677374375,-0.11054605763705139,-0.032305547459325054,-0.05257472216555891,-0.039691110924179755,-0.11369324999146467,0.04037684966942382
TNFSF9,0.07320130393012712,-0.03442073375057667,0.08521720435688472,0.03415521706253546,,-0.03503716047446647,-0.01214321073064092,0.03511983191752469,0.05704399381095903,-0.02206469594096485,-0.07502059147223024
C4A,,,-0.0002770799034687791,0.10396356027013287,-0.05141096205077107,-0.01587124858585978,0.01595999668655336,-0.016649345107155527,-0.02472841000414584,,
CNTN2,0.03881848826120304,0.12099829064956616,0.1730104004112571,0.12510783337608206,-0.033013445557571644,0.1198861291599406,0.07525236332580085,0.0491060160648498,0.03466680093589857,0.02502497523488806,0.057392028528507014
F7,-0.013529953807073457,-0.019029902590875874,,,,0.06945410684162252,,0.19070910725720233,,-0.001080579938263268,
LUM,0.0386520157214838,-0.017092169931903906,-0.01744760242769346,0.05873664940574019,-0.006589641258127481,0.007541762068182649,-0.15035371177569107,0.053778247409865886,-0.01722129328466126,-0.07296533243487748,
BTC,,,0.053396154592489864,,,-0.014467022931220768,-0.03159571897453243,-0.01594374116862691,,-0.005288919596167608,
APOC1,0.08441352030263896,0.09392856949737188,0.13566990583965036,0.008478099266317509,-0.0616405450844224,0.054809345157525245,-0.07272571837486481,0.04331739064535248,0.04219346978785281,0.12287822181720089,-0.01973287924201079
PKM,-0.04376377979812951,0.037861293283355295,-0.02335601487628016,-0.016676234356781946,0.12313442601946031,-0.0858021472596992,-0.04587061241787737,-0.08089077592958496,-0.03262502250549784,-0.09573253221788268,0.0503183455026044
TNF,-0.02139929913317209,0.031122791586563725,0.07206149101573812,-0.015598631848311423,-0.018982917238878398,-0.014041673619181485,,,,-0.01803877308846842,0.019986706777325104
GNAS,-0.02250909273636995,-0.11797252045600881,-0.10938887406457833,0.035282154566667695,0.11926177894119366,-0.059377507941129365,-0.09048277016109584,0.00549195845969489,-0.04100202809778485,-0.00926596679035946,-0.033190026222974664
BMP8B,0.1052435249601712,0.07094058823672275,0.07819738302581951,0.08684231690948176,0.01539282912143393,0.039550561878267214,0.020957307107725063,-0.014105641826319454,0.0854553516527134,0.06559282756627041,-0.058102399426966204
LIPH,,,,,-0.04377872179154704,-0.014255841717769288,,-0.026163956989965095,,0.005593666996715038,
CCL28,-0.01637102795524803,,-0.041490262332122746,-0.01764889003468223,0.06722696489315748,,0.04361975826024982,,,-0.008412316882501242,
PTPN11,0.027785678513741134,0.09785023185099609,0.03986085959169049,0.03519732595047331,-0.10586328313716917,0.04335784172829628,-0.006420257044473159,-0.004937510143376381,-0.06569573363241812,-0.03308904988171796,0.05683933852126722
ADAM12,0.024520072304497053,-0.03476304008907135,-0.055138808351580054,0.034899016098493836,-0.0036607193288907204,-0.046853735311005854,-0.052617594225011104,-0.003043681929898218,-0.06569524920666805,-0.07151702440006463,
EPO,,,,0.05238723254929627,,0.09468030136201366,,-0.015762720150013045,,,
EDN3,-0.01940594706144179,-0.03371830208579084,-0.04970712216075041,-0.022484270129689007,,0.0032721329422200885,-0.0019192313701189116,0.024675046680905702,,-0.010482725270820854,-0.06842439288404686
CCL22,,,,,,-0.01752252506617514,-0.05311725956215265,-0.013831100738070234,0.02809058431274355,,
CCL2,0.005796083413255364,0.06957202981387699,0.09183333327448133,0.015244559672451941,0.011444810136833884,-0.05655807899130042,0.019879060302932447,-0.03841525553937289,-0.011198509697682232,-0.09222881950295882,0.007875616608483215
DSCAM,0.032571841438682365,-0.07387248703278189,-0.043948152361124926,0.023020321556244835,-0.023608418814503016,0.06589904859538769,0.0689040679838493,0.013819456744936263,0.045733298440449086,0.009612457392506194,0.09235869952383818
ANG,-0.007401978939013073,0.013909912695106122,-0.05456537348976253,0.014925106191009282,0.1295469440887891,-0.04541517928830937,0.026125297295396737,0.03125988274266844,0.0846562281573999,0.006797502871535179,
FBLN2,-0.055043271230479376,-0.03910806772871753,0.038389757455402566,0.002838760855398294,-0.059146970787537646,0.041534202452064954,-0.05911651713645042,0.021776810996374192,-0.012412548835315307,-0.018636008799918596,0.15648070367857833
VTN,-0.015578474298788085,0.042414941428180905,,-0.018492262154303874,-0.03801030474966352,-0.01769722345077627,,-0.02041059510016581,,-0.029241160477059432,
VEGFA,0.03889645379562532,-0.035815656906267763,-0.0404344787514381,-0.03297142649208358,0.13748527696014434,-0.09393764521050231,-0.07672172332881137,-0.03990303081089329,0.06278793848540082,-0.033661152295841414,0.01244975841719835
F10,-0.013594062399680133,-0.03094302743690577,-0.008542800735586869,,,,-0.04595643282487319,-0.02730001503942569,-0.04096127428035524,-0.023748959701786393,
SERPINA1,0.022109659437940795,0.07149925361397187,0.05138153016165287,0.04541868599132528,0.030227641872815396,-0.09788059962620409,-0.0723021272032265,-0.05451064270151934,0.0035448534900183884,-0.050514513991159506,0.12221569690742147
VWF,0.01901071731119479,0.02474636299798753,0.022546473366429686,0.01326914222964817,-0.03251393672676683,0.06867774191011272,-0.059231485749758804,0.08328580284019607,-0.03216107524847017,0.01688229194443567,-0.05216076495996167
GDNF,-0.024248499276562904,,,-0.02225463367904097,,0.03838080364181535,,0.01103933166919845,,,0.14474813672851605
VASP,0.06252409481716185,0.018170361516916447,0.06537902470752034,-0.044543223008104836,0.012767759675462221,0.06124466443138126,-0.025788213132848525,0.07239540330809868,0.045323690248915714,-0.03231107916896014,-0.08377647219045717
ADAM15,0.04706536234001112,0.00804418303563607,0.09345981171435436,0.07747960759614358,-0.06357178286096837,0.01895108127045043,0.00036078607575525546,0.0025766109118499636,-0.033880959815195455,-0.026783089830571278,-0.013504012025142223
WNT2,-0.025635832716045713,-0.024825870227401438,-0.04699078712079207,-0.020827037599950714,-0.04847398972302249,0.026722991226672054,,-0.018926669474669002,,0.0036142599236284345,
CALCB,-0.015790450254269808,-0.021036022652227104,0.037112924976012006,,,-0.0168071370261303,,0.006425592925038956,,-0.01004340731038866,
OLFM2,0.020703920275411722,-0.13628994533770503,0.05150484590329425,-0.0037958115955670103,-0.07261549334994648,0.04617126525718434,0.013071887621166291,0.05521052651055398,-0.00048034660263845627,-0.017588365687567383,0.08667788149621074
MFAP2,-0.009367792940903178,-0.014358567824896262,-0.0059433632852489,0.03670257449394065,-0.08662275808119486,0.03911367584050456,-0.07553689977355187,0.03986267697513565,,-0.05060019146490508,
HLA-C,0.05417898620341403,0.10522791158115169,0.09993520375360973,0.02624050785903011,0.0023211400854282597,-0.05789873271033747,-0.08751954589426619,-0.044020832184226255,0.03868461617615388,-0.04432281244733791,0.03707725771611229
THBS1,0.06267865460987525,-0.015311599306833124,-0.04780121866057785,-0.028302755818628508,0.0969920240022353,-0.0609146235949233,0.006098771088588611,-0.05576449866865847,0.06262865989508494,-0.10583522636940151,0.027072413972596368
HSPA4,0.08716806303982835,0.006996587731769587,0.0460322748799164,0.03783599147312212,0.011759585167360035,0.04983865307058185,-0.031177000605362486,0.0077494464919312936,-0.0448530994047371,0.00028185964957998195,0.0076038051130456205
LMAN1,0.09870070375491836,0.048475775411117,0.07404592007432982,0.00552134083395186,0.173290382869735,-0.018528706984304207,0.0713976719997211,-0.014939248378452065,-0.06340230895626509,-0.13002179379354803,0.02850727202812168
LYPD3,0.11433937867694526,0.014703923014732886,0.09484743008925774,,-0.04847404396569312,0.02138565292808955,,-0.025105016655961127,,0.053150047178358625,
APOE,0.0669855893188789,0.07832072449484498,0.12610153998706158,0.015042745477092003,-0.055970693193930506,0.04848484517868313,-0.003518300986274871,0.0026655533333780693,0.07354632574345998,0.030744766698084125,0.027601435604254237
SOSTDC1,-0.04707162380660787,0.043690200500185704,-0.012709743410544552,-0.03384012581730682,,-0.03197676222281394,,0.02592953207859037,,0.05381365331556519,0.16867026659536674
ANXA1,0.0273780600743081,0.09618758843127445,0.12193778655770532,-0.019446715022158712,-0.03497861082511915,-0.051406650693203985,0.0269471447684726,-0.02895172576088963,0.008717953259513519,0.008381194187861417,-0.05028272863261695
WNT2B,-0.040803862906382646,0.017302162002603358,0.006767138790682422,0.03171782204748181,-0.05874695510130975,-0.041199404453143657,-0.03285355056255287,-0.01888189249044966,-0.014986633728342556,0.006657547446554894,-0.07218642783959853
AMH,-0.0005731378725144389,0.0199575561788555,,0.027080227602852773,,0.053891948874923816,0.06006784042915083,-0.01930338401209859,,-0.03370801891122619,
GDF10,0.01295438712411089,-0.022079919952684244,0.010840023685044138,-0.04281498567914446,0.009025087754304216,-0.005375933572433689,-0.00319391546054401,0.05298757644100321,-0.02623227699134531,0.03881013056798605,0.05922013248011736
EFNB3,-0.051134337560518724,-0.08944495710752529,-0.041741550641065724,-0.05177536090593179,0.06555028689801924,-0.0061478374542487686,-0.021017015351910893,0.010934357048854029,0.10532760223251274,0.02424849694824302,-0.1105666765137126
LTB,-0.016206520855007952,0.02158998919728492,0.0814737404705693,0.06123168754207967,0.02634490749234833,0.025484357225609256,-0.005194000397514426,-0.03364247893927488,,0.01655386626076038,-0.05214890062815283
ANGPT2,0.12740693648870655,0.0880616920492647,0.03335103773139312,0.08033711496265199,0.003427074961742364,0.019364084296735033,-0.0700814456838896,0.06268289376657157,0.0200145279666384,-0.02971212858862536,0.07612981699780831
NRTN,,,,,,,-0.03472937330170478,0.012881951336306473,,,0.016115230720124597
ADAM17,0.03421859095198287,0.0032798227541729636,0.009077912345003243,0.04639056733361603,-0.10036181302177466,-0.05098482993185856,-0.03394390285776263,0.001174354294897272,-0.036352446508922526,-0.08704558657051488,-0.05861360045578473
LRPAP1,-0.03769829060682425,0.04894882646632522,0.020257129194365932,0.02305142205135969,-0.01594784545951942,0.05016272838399612,-0.06079996220007449,0.006409326774210604,-0.018829596179363955,-0.009266516524800945,0.034591336393002055
NID1,0.074519792305211,0.0499551985192814,-0.0184016857630205,0.07673195254984987,0.03115481134702159,0.022704180708270048,-0.05734245726911579,0.027189761395518902,0.02144615180865241,-0.02115131056186054,0.019352127468798073
MST1,0.008612123534518153,0.03362986469652848,0.036296686465843976,0.02771279061719993,0.05979778151314738,0.038899082148885475,0.016310793009434804,0.02201965732200939,-0.044061683979399004,0.06157509078604387,0.13960140332499463
IL13,,-0.021308012624014234,,-0.026100460393302348,-0.039221859610532976,,,,,,
DCN,-0.044063872147926605,-0.002159859760194814,0.03805764724750747,0.03530869784030922,-0.049818120403197615,0.06985563926133767,-0.05703721187192685,0.08492579448779959,-0.0426475798347784,-0.012367513370514107,0.16551095919980408
IGFL2,,,,,,,,,,,-0.051347026326432094
COL7A1,0.0031368559814201244,0.01902773050353844,-0.05697044691485874,0.06296237702197138,0.15777378643198933,-0.03838401499516093,-0.032137174640286745,0.03503064051291717,0.16633896218171312,-0.07431648599167454,-0.03464092768033525
CALR,0.05764601111106726,0.0710947630356985,0.06523228662081876,0.047586599463123117,-0.012765829636748792,-0.09521634998984072,-0.07644505703954917,-0.03048551265904939,0.062919865355834,-0.0820833428136519,-0.032791251441638684
PIGA,-0.03999191016981658,0.02897153170931685,-0.0009262243134605545,0.018422767303000784,0.12438893278604297,0.07089546131717124,0.03883976357787864,0.025716313491259572,-0.044295987113882274,-0.052611604412749924,0.1256167537065999
CD200,-0.030334378089804978,-0.07537071338675062,0.023138707265182343,0.010221276456815497,-0.04435365720311706,0.01977791670858419,0.016487784581240988,0.03703475090550653,0.030171480827323217,-0.03955049292780273,-0.07500115126154402
GRP,-0.021077684082815615,,0.030323019687645298,0.06884454936515871,,,-0.021757507870250645,-0.015394727559434582,,-0.026955592279127725,
CDH1,-0.02439032885845333,-0.07542939734270665,0.031773670874233086,0.000408365281051445,-0.013130835499865648,0.023230791056018454,-0.017390172754902303,0.0030034486131565257,0.001757345186585776,-0.03904004643306421,-0.03788205862891273
LPL,0.02579488836856975,0.03180397731058351,0.06505103880285291,0.07612132304652051,0.03964440860956606,0.11863592263314256,-0.10132727630512356,-0.05782673483736075,-0.04830295350076642,-0.004209567232338246,0.09839623901182977
SEMA5A,0.08682767394082105,0.1024112023242269,-0.007058128748298542,0.0729761459965642,-0.11427484921463649,0.07174482734338819,-0.027251853100935773,-0.05134730174589101,0.04332373939605589,-0.05331659164245064,0.015537286931925801
SEMA7A,-0.007974174797369447,-0.007341847984113292,-0.0013875321366581491,0.029826407891746218,-0.03438799073522051,-0.015987496378133077,0.02983709887385788,0.045631930865396055,0.021081150171996337,-0.016180280001795954,0.019573765139555874
SEMA4G,-0.04004696550248499,0.04218542296829851,0.003030253399835817,-0.022517079387360105,-0.011014614859436073,0.026628647064312522,-0.04361180715632891,0.04207305507461375,-0.009590090157821309,0.06148693766732955,0.039487872620850815
SEMA3B,0.0526379845901796,0.06807459388661165,0.10038182965834447,0.07280555030929632,0.031119727772329124,0.012788937829564638,0.10287071534316933,-0.01863318727390008,0.17117512514978617,-0.026688088697045195,0.08362116251816268
RPH3A,-0.016293456574058632,-0.08216899912174454,-0.09664152162299096,0.05916495770796917,-0.05438636064717126,0.044863706576423495,-0.039052278183098345,-0.030658925748239738,0.009326444638087397,-0.0442694286537267,0.09478880096924759
JAG2,0.004286453132638047,-0.050976291413226855,-0.010964419978376536,0.024571258714840945,-0.096098397503027,-0.0013221417851068027,-0.06634762118522007,0.021659051568608537,0.004935138729347477,-0.046264980150375966,-0.04208157583008873
CGN,-0.025635840770580808,-0.034774485470053504,0.019520774167172666,-0.05571850196650636,0.002564311821237339,0.024582251058423488,0.07563894294727026,0.04898396470175562,-0.013129588811987902,0.08153714352147962,0.03161076691970728
GDF15,-0.01351400011882957,-0.0032458852920158104,0.0316880786958037,-0.013742462185270572,0.071198374522315,-0.04431306961002773,-0.05433742943464925,-0.0014848679908684315,0.07182054856527598,0.09811112263442005,
SEMA4F,0.047647493317645256,-0.014040018635433488,-0.042452837435290026,-0.02920122749016745,0.07492447169510086,0.028545659134515677,-0.028739602994676473,0.008404442837428269,0.00590393333347139,-0.006293963022244636,-0.02859652298994676
NXPH1,0.03004322416395279,-0.0008726668721929512,-0.04904730239296938,0.07788601964359164,-0.1106709772733412,0.029727511473413713,0.03189298960476735,0.04636818133588827,-0.04219031171684326,-0.01872954999607989,0.0005160616720364415
ARF1,-0.02045425085161327,-0.11201876912138521,-0.024487950490634704,-0.05195649003248553,0.03983074746285659,0.026813024867992648,0.04294625311175329,0.04929148176199354,-0.005340157129683187,-0.018742346701300733,0.04455291282559249
EBI3,-0.029220132784195066,-0.01978832673171106,0.056708445775648215,-0.010941001349046917,-0.006374110620259525,0.004799166430713087,0.024701152034346384,-0.029644489560650033,-0.0035005452204225984,0.07463583243572297,0.10625362458498573
TIMP1,0.07234971740991995,0.01884618546842522,0.08289335976380079,0.05857495877450823,0.07791487314949125,-0.09619826466272671,-0.0800403227480738,-0.04070465315954688,-0.05530701134387257,-0.12351231198729554,0.03429194396626726
SEMA3C,-0.002495863125922886,0.03573680321193201,0.06721584973776984,0.033696986614979704,-0.06739652964018493,-0.04723207127918482,0.054962268225449105,0.03818313301540723,0.0071231951069829,-0.019003339568672877,-0.012543317647334703
GAS6,0.014260308235899723,0.07297094746575886,0.027895623823012902,-0.02790735492263707,0.06000186698934953,0.006766880723997557,0.034113832751956515,-0.005642071962552136,-0.026247762283138878,0.0174049631979959,0.050645069646667484
MEPE,0.02979641365259892,0.011901604498171313,-0.08823527352932208,-0.009129021398158991,,-0.026793715517853794,,-0.02375675756051178,,-0.04121243306920533,-0.04716152959886143
SERPINE1,0.06636987969514989,-0.127819542598362,-0.01022169939418166,0.06352337577535402,0.11803396729263842,-0.11433408138476815,-0.025687707478733918,-0.014373753019891604,-0.06328892385708788,-0.042352063404337885,0.07035148939805266
RSPO2,-0.008247987841513474,-0.0195813340740308,-0.09277108564239443,0.016250326506141156,,-0.0216494894436895,0.050219278598267164,-0.03200165481916892,-0.07883139734302917,-0.07332363117358529,0.033736038235477515
