,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
CXCL8,,-0.033021895114538034,0.03478325287893541,-0.07343848115810823,0.023798257514688434,-0.07964387931186506,0.009838498204031921,-0.04597675378673826,-0.019275258355985765,-0.016302256344434985,-0.042742934062265196,-0.0074256426452271726,,-0.11026302813324701,0.004702290780796421,-0.12184684530533153,-0.2880872335505771,-0.04059064262620129,-0.06492852282596322,-0.02786376949550884,0.02618791942779029
GRN,0.028210487680071512,0.044674668138003304,-0.04552622497625989,0.06999564943382286,0.003568220807021966,-0.004320277195419154,-0.05084737246830431,-0.04688112685229706,-0.026069315329571626,-0.011868705974481931,-0.08988173914440872,-0.013458476496955115,0.03775002864004212,0.08474689477723585,0.08565379406139165,0.002878999210691239,-0.041370682330601656,0.013529024003406276,0.00915758543197999,0.09586741816819414,-0.1188539393381857
MIA,-0.0042664735635956075,-0.023702560323607562,0.07894461565180728,0.04578403503891437,-0.029689696568652352,-0.024222321089816794,0.029804651226378463,-0.013410535439709935,-0.009783139925772703,0.022945936849597105,,-0.014872314822752093,0.056701270675941835,0.04009421746435311,0.02335989918651939,0.11756428972732931,0.22876293570426656,-0.0001988508850226033,-0.059553925877699795,0.015981723755315817,
COL4A4,-0.021319243050180174,0.015843201369827375,0.032301458745553485,-0.04349670288980696,0.05180350399062718,-0.018887239137504296,0.04509443923142335,-0.021843710803345958,0.06632592040061346,0.06167221090655494,,-0.003594349495987272,,,0.12104776814978499,0.04528931549744484,-0.008595536030588794,-0.04403958012045049,-0.06978303473863487,0.044928122455633504,
TAC1,0.08185219076108045,-0.011743969129999594,-0.040144417858016666,0.14635407420687693,0.09260937610422267,0.17419039867627548,0.017813238100439274,0.0843666171785684,-0.0021244978948302463,0.024674843467282048,0.15022162283594054,0.07386795634562947,,,,,,,0.03546969730829219,0.1230553234031571,0.1218311767832296
RARRES2,-0.023409361269015914,-0.0511143618029141,0.03686601292101998,-0.10166104641447513,0.07690405666085624,-0.12958670531858899,-0.028046754902040446,-0.0029393388514474764,0.01474470903404066,0.03628185108658886,-0.06847197612990683,-0.042922199097478166,-0.02478628439938722,0.13831521512727923,-0.05217094987182464,-0.045534001851914904,-0.09395999603235129,-0.07656074618481247,-0.0559683183646104,-0.09015034858907818,-0.014306713523318918
FGF7,-0.05167219928792569,,-0.007624986509842472,-0.05172521412588637,0.053089033714843775,-0.0015499412774748764,0.06453996492348575,-0.011804586753969814,0.04008411896908118,0.04033655998144297,0.02899955823531514,0.006776817117481423,0.015310207148227707,0.019366234658366132,-0.09191995163112343,0.06488185217533911,0.06924126537236201,-0.05701249884172642,0.0019284827156671432,0.0425684118064484,0.01019558536030795
EFNA2,,,,,,,,,,,,,,,,,0.10537602007448099,,,,
HBEGF,0.040536828262679306,0.003305650865004949,0.03897853078988306,0.04689099319579428,0.0018576713624130529,-0.09292730799930198,0.018380199481664448,-0.03610772877986617,-0.009094525092900586,0.0016814898445375748,-0.027055184040253838,-0.026566687759528095,0.16383148243954293,-0.09389236106299845,0.04578428098321874,0.06683045867539822,-0.007455209409771703,0.05997043144601225,0.02166650793777689,-0.02732128165908725,-0.004677348332974774
CSF3,,,,-0.030446038601507772,-0.0072372654132750475,-0.06876017730881814,,0.00933822231064667,,,,,,,,-0.05914460795868082,-0.16556916465877636,,0.05576548548202966,-0.0382209834393383,
PI3,,-0.013324833884870888,,-0.06493191117435303,-0.0472838714530285,-0.004398865139560549,,0.0326720280684006,,,,,,0.017362887804479896,,-0.17305116801132298,-0.25985389158397043,-0.024291314245105784,-0.1196920016960694,-0.01169436421696978,
PCSK1N,-0.043077662532607475,0.006515079427786876,0.007319993867814583,0.06858415295446446,0.028562050923629633,-0.0243536484213462,-0.07074852987522254,0.031198724184764628,0.0304475582667206,0.010922763524504301,0.15551042012839283,0.13206231037539948,-0.013201911312533787,-0.054183406269538416,0.02457117378716221,0.07858336681560125,0.06830597015073966,0.07342009238771693,0.013994712853118459,0.0755582580658429,0.1537496104057368
NTS,,,,,,0.0059637788296050456,0.03148535687588783,0.06886868549770919,-0.017697036063020435,0.02377884909163166,-0.031282474636065746,,,,,0.006870883179281912,0.039327550055108365,,0.020305395228622437,,
SFRP1,-0.00832734091652636,0.03297664345338618,-0.04513697270763883,,-0.016787264227314393,-0.026859785083192762,0.007214125556432943,-0.022968527558855378,0.018553315698992014,0.011115576849750891,-0.017586066509142274,0.013741721769233228,-0.06096175548702379,0.01285526832243573,-0.010880033891584111,0.025376418706978914,0.027598437339046024,0.0073090875996004515,0.05656823320952461,-0.07004002468165751,0.019710930443603773
CXCL13,,,-0.05869213327798099,-0.022107426484994683,,0.04473591589487833,,,,,,,,,,-0.006766618441024139,-0.023195548497307927,,-0.024557568648159736,-0.001652467183367301,
MICA,-0.007949502456051203,0.012670805986259985,0.03426511582053246,0.1033843978703484,-0.024813791400420226,0.004264971961401696,0.07595470655935302,0.07162881621680756,-0.04125855970371508,0.017699263908407103,-0.062415652568764884,-0.025447019495899222,0.11444506733290205,0.01180503733931196,0.024739471870798856,0.08363439401087872,0.07076790268908269,-0.00088962263861948,0.014612749888120053,-0.027201568503622358,-0.03450840474522752
TG,-0.021319238245806667,0.13915299627633074,-0.00231449758133304,,-0.029963994518337554,0.028304034455235758,-0.03637215588027506,0.01490859002667257,0.020293629124623427,-0.017271623417496877,,0.04081948484842589,0.05008065210648116,0.09428084575255127,-0.03202882081051384,-0.04150663645381042,0.040804785854365824,,0.022389326383551195,-0.01884697912562502,
ADA,0.010265126905565969,0.025647619202683422,0.0613911421033982,0.008918199460068,0.0052861880948611335,-0.008380117206136767,0.08929995643697207,0.011743132853535556,-0.0062030829485644175,-0.01737213829925901,-0.09596226416111053,-0.022448791283246023,-0.009524035611427386,0.1205399740215357,0.08901944512055854,0.019230123506238858,0.08868017720589673,0.003460164655829136,-0.02040153296486819,-0.046492421861464565,0.11707879750869482
LAMC3,-0.054907536199993695,0.06731910768466041,0.034825906832557714,0.1574065029842069,0.04197385775534568,0.05760723986702534,0.0619866592847219,0.001115242540631206,-0.03926971804101999,0.011329959411176139,-0.0490153741304094,-0.024028890597472444,0.06803968950198368,0.10953377662579519,0.09782857288126494,0.04291171451724263,0.08502558642596793,-0.023117213343451973,0.04707175515924106,0.019494155213180403,-0.05191650437949765
CCL7,,-0.032759363342946005,,,-0.021663920162405887,-0.03529107070683784,,,,,,,,,,-0.015202196563189486,,,,-0.046464448408331874,
NGF,,-0.006773415412960317,,,-0.0496375743170743,-0.028069987304972628,0.0002518615864710972,,,,0.08865151582724917,,,,0.018820100211839167,0.03872772818886313,0.05254829514014616,,-0.0023724005271245794,0.02018632307857366,
TNFSF15,,,,,-0.0241238346696012,-0.026129388993826195,-0.04214408321686272,,,,,,0.01445756497440622,,-0.004582597506421953,-0.031300478532736015,,,0.017359559927779496,-0.05370799812656994,
HMGB1,0.03226290112860699,0.02294644702628414,0.01992550520184097,0.06333660601022002,0.007880450473558396,0.00687177361043802,0.06312444944829865,0.011213282914010983,0.036969912860239186,0.023924775772033474,-0.07923789442269999,-0.010752530309766401,-0.026774611859239985,-0.08629366011848234,0.02841307505963923,-0.04350388833147466,-0.1348027189713454,0.024355041542045146,-0.02150388884929833,-0.00630156641559469,-0.08823894322800908
ITGB3BP,0.0359656607404285,-0.0551391794989168,0.1307202530119599,0.0322824938544928,-0.003859908004468994,0.02757976458353386,0.04772915575857504,0.03301378955029209,-0.0033933005666944844,0.05941356439907899,-0.045392713420301455,-0.06543649118514548,0.03756694924320958,0.12270958441174559,0.029075114251859904,-0.00928896418865007,0.007208726906912747,-0.03336185579929064,-0.02402287932524843,-0.023360821143442557,-0.07447422344799529
AANAT,,0.013606693868930675,,,-0.02195022466268226,-0.007219133777747512,,-0.0017498210573669351,-0.026163435011401837,-0.01990927697132428,-0.029410146117082193,0.0002514524691172921,,-0.026674569596405854,0.013098612625972112,0.06668375171718234,-0.02406630401480277,0.026259558226068982,,-0.0025338332904374485,
RELN,-0.017674213724665423,-0.00418018286395245,0.0062476188481282975,-0.019542062883052592,-0.030566646188488013,0.0332725129088951,0.08179371738355186,0.021893449955775024,0.08856543382160528,-0.008091771941391417,0.017222521026097077,-0.005187126833526735,,,,,,0.05670746783297825,-0.013236671636970064,0.030259435867340166,-0.00667706270151912
IL15,0.06889825931965243,-0.0024825342200243943,0.07348627420258777,,-0.016275763277388982,-0.02459344151959469,-0.017200165026793016,-0.010531431249993653,-0.009389739497434947,0.027355608984906143,-0.023972912276508183,0.02360753895747339,0.04294979966761209,0.006030597512061352,0.06697159428650643,-0.046299996531985695,0.06050910014970602,-0.01972748244316053,0.05284162287335224,-0.08604327807254136,
UTS2,,,,,,,,-0.0268797192587802,,,,,-0.044881567115446754,0.010478076172229128,,0.008906004502157259,,,,,
BSG,-0.02467263931185905,0.02585915097617729,-0.004856393446470179,0.0539391101660412,-0.015344676566272048,0.008687058831874745,0.0401237983528217,0.0463500879529083,-0.03171525829408625,-0.025730645974030276,0.13187588661613786,-0.003642545968491929,0.06391626289689563,-0.07666067506680768,0.04168625904834947,-0.02365062248116852,-0.05661733851570625,-0.010256334307432408,-0.04604468625062778,-0.01142133163917182,0.16385101796833962
ADAMTS3,-0.008389836624722135,0.04354740505486222,0.019097043732644967,,0.007084929031971115,-0.009458529562548765,0.09531231432685565,-0.006222762606749734,0.0323311473070682,0.06012124287023032,0.06048965516364889,0.004590344770211238,0.10450377086016922,-0.006078185308325421,-0.024532371755009795,0.04215209978189344,0.14532297142110354,-0.012704267348417769,0.00969540427971359,-0.02212457416624538,
CD34,-0.03732709488032781,0.03718035330932621,-0.025907214797826393,0.15024332388636175,0.054609953898270024,0.06627047129027223,0.037403224163068155,0.016691656891659568,-0.016868810697258697,0.029230678430635874,-0.03951649153684758,0.04295689007644335,0.069409437216588,0.08715515751644552,0.12587890163961066,0.033355616211480414,0.12399982416747228,-0.04219144693642149,0.023501407852494806,-0.02234106731169241,-0.01843025084413923
CCL23,,,,,,,,-0.02371949454426367,,,,,-0.029761593140700263,,,,,,,,
PLAT,0.02285638107197459,0.07701827538585153,-0.034596267060115676,0.1200589185169557,0.015770948289747344,0.02959508905018553,0.04268466089354991,0.004821680383342332,-0.023888054572107274,0.04489536490349343,0.10484067089680918,-0.01229214124591396,0.021725767756595193,0.04015437109131968,0.037170444803965134,0.12370333017969236,0.08057674706352734,-0.04143353017520773,0.024077136226900595,0.09972845848029654,-0.020409639164020454
NTF3,,,,,,,,,,-0.03213832247978236,,,,,,-0.002373227058147784,0.20299548174437262,,0.06785975515608411,,
LTA,,,-0.0032218305347817226,,0.014096481166428372,,,,0.008138509679946886,,,0.023749230780374674,,,,,,,,,
CKLF,0.06783244362630882,0.07654501282221188,0.05568453362366308,0.050954675918273566,0.009708076871099957,-0.05515947469169078,0.06948080646651693,-0.0034781602092411354,0.00035248181535218245,-0.020143046429391177,-0.05126473517994833,-0.02834534695086178,-0.0008962250431941364,0.13436099117725137,0.1392244661142226,0.05885094816573456,0.10372406845123676,-0.04503391626514624,0.04114298214746778,0.03710169384781151,0.0814256277842621
CD24,0.027699214864781482,0.03721119428524926,0.1214789964644215,0.06689551185948434,0.0009965526443459674,0.0753433111778515,0.038145922276305394,0.0035832173087686457,0.028011700831575156,-0.032730309087373885,-0.022245036715322148,0.024999548942370223,-0.04218127754156823,0.08090105883550719,0.01321658751475761,0.07249635780222717,0.12079555065527865,-0.017875152003743157,0.10290918944016461,-0.10080345319544087,0.05976124279774015
HSP90AA1,0.0397776604950232,-0.039915829700314175,0.030127885418050265,-0.07509561884124878,-0.02245443559224889,0.12240937485623911,-0.027263884043588836,0.02294126466738513,0.0019333897354776274,0.007400994784080988,0.21667333200843794,0.1123452360339286,0.007430732172674878,-0.08428545911357548,-0.0396324535757116,-0.16705475023791935,-0.3410251895191496,0.012517259165570312,-0.09171709120365573,0.01942696098997382,0.15202691209589148
BMP4,-0.021940591183559725,0.0016534628788755716,-0.030091380703191214,0.06607812548622798,-0.015969678427580642,-0.029628297326282745,0.04206306867811764,0.007674309304593327,0.02381388878381805,-0.06539527508987612,0.05067024495919101,-0.032633741552169686,0.15413248081631475,-0.05526629207789717,-0.019391128492154873,0.07704080234255858,0.132005538722144,-0.04397846167566112,0.0035571543094065944,0.01356476078484741,
SCGB3A1,,0.04545601282221611,,-0.0004562381037902926,,0.023968888220500185,-0.009051272036937966,,,-0.016793669851767588,0.002692008019896584,0.0391391705314694,-0.03672819686929814,0.13099514379516577,,0.15560971137504026,0.09214537335135446,,-0.02819156046161605,-0.01812655271688045,
IGFBP4,-0.03521848738046976,0.07069135105946887,0.01548914568648652,0.13067596618479452,-0.007139518186543372,-0.05224439739668385,0.019554574485835422,-0.010200054186723281,-0.009714575168396182,-0.04134873387872983,-0.061380476454374125,-0.0032127168357432147,0.0921237643368518,-0.008450030728527552,0.07635912948944577,0.024955100691919682,-0.08764106681085876,-0.07607069445774935,0.005817356712256275,0.029078659494225775,-0.05871071404452896
RSPO4,,,-0.016279381679259453,,0.02188645602057545,-0.03236060224868237,,,-0.02930694126979516,-0.01679366739531347,,-0.00013507744615922604,,,,,,,-0.024866387073070557,0.0035151859685973227,
LEFTY2,-0.02110844900288587,0.0316102935429588,-0.02873515489294042,0.045546619858978316,0.05201337643825361,-0.035469061917130985,0.09681524289613463,-0.02762306333167133,0.03493819417771808,-0.018414461690026248,0.03689669825209686,-0.03253285866165677,-0.05623711323160284,0.12894947622640818,-0.026182010377986516,0.012304818667210025,0.01610080078412315,0.03057579029966225,-0.04503227304771326,-0.05072363222914191,
PF4,,-0.024068759441049654,-0.012337467331929726,,0.07660388186392991,,,,,,,,,,,,0.09410415678445826,,,0.06143294533292537,
ANGPTL2,0.011506770749145336,0.015863330310974783,0.0576761359184682,0.07351105940429055,0.02347589029748604,-0.050796484317480003,0.034171829666883216,-0.03583494630007287,0.004646651103718668,-0.009370105465426331,-0.05189066889848976,-0.0647330709318324,0.15357505569651178,0.06030976824238387,0.021698485710006737,0.1477600647000277,0.20536747837430297,0.043067813837601915,-0.020249883639725463,0.038310251331446186,0.024630020063218364
LRIG2,-0.009163111092179262,-0.039809903364732495,-0.022760089485371233,0.08625992245292591,-0.02511335388790023,0.01348611382324576,0.0005138346441366669,0.0836529936758554,0.016165752319934307,-0.03719599779192153,0.011370011786435541,0.0133473295423457,-0.006694746811435918,-0.053441212912365914,0.08558747055177293,0.06719346476633463,0.10666646858394185,0.03942927221902116,0.020229442882829747,0.0047192644108337385,0.05169094934022872
ICOSLG,0.06552354590639413,0.02576437325207693,0.06497666344952291,0.0055514825635423195,-0.016819963086460627,-0.010366898052916006,0.04462612368497808,-0.05593408061688245,0.006317794760425814,0.030860009789685415,-0.08067070649514067,-0.04406381331027214,0.038297253324088044,-0.08105425691185766,0.00611140881420708,0.00046132765455568123,0.1396907389106613,-0.04728716803435822,0.06996172259665705,0.01264522940545371,-0.0387544011456161
WIF1,,0.025407076038957782,,-0.013138218862616145,,0.043937434504533,-0.011683410693187065,-0.0037963738055646432,0.0263511523893266,-0.022549671136841008,0.09437862287797716,0.10927448932071304,,,,,,,0.10145608483390589,-0.0262988958807023,0.011261704961157125
NPPC,-0.017827442461916265,0.06754496919885587,,0.010812061022313565,-0.008619880471407491,0.041183182782069505,0.018306759260398604,0.015434906105436082,-0.030928157485932806,0.050453819508765624,0.08379049984982868,-0.06390787788246366,-0.0262953889732383,-0.07557283292726723,-0.0245323246391208,0.04434995577246269,0.02085518161284546,0.030972464441503755,0.018491225531399758,0.08537791983806468,-0.01951566394892919
LYZ,0.05737604796224437,0.0037111431290867128,-0.00708330644247185,0.07711457260392765,-0.048920711448157225,-0.05686864089873856,0.005711293617611264,0.02088526217929926,-0.0246637807421747,-0.0219953592802231,-0.13876595764204588,-0.006554441658582799,0.10549626201249845,0.08919462170297417,0.040958354549177484,0.03852462468664498,0.05921772874151976,-0.004021531769678999,0.0017021290979343238,-0.04785634389847173,-0.03349318152025896
EREG,,,,-0.04103901795516053,,-0.011873014032244422,,,,,-0.03218054565008483,,,,,-0.025886384099235014,-0.07216693422260002,,-0.01670494811599776,0.04975009326888634,
SPTAN1,-0.03530746325725916,0.005116017589783884,0.01200423959554173,0.09009044911561534,-0.0027199917301477562,0.032625452353035184,0.025419187572523858,0.04780055303036906,-0.024393909593502065,-0.006155105374037196,0.2268545813421675,0.07393874127188094,0.01465580465730255,0.0851792547855877,0.09316343248628245,0.05218182275811486,0.17315482334399446,0.000738661929750143,0.1375869502386588,0.052464554553756294,0.14593893792973162
PTH2,,,,,,,,,,,,,,,,,,,0.017710889506130173,,
LIPC,-0.027295006847763315,-0.008905629884983796,-0.020178076774786686,,-0.03396712205805868,0.04311363941333981,-0.04650373069164065,0.06079815635271125,0.0032982312378728056,,-0.028546859387756574,0.008392696527187223,-0.0015983294193199834,0.01032543425760116,-0.02171139415551876,,,0.010306011485518391,,-0.022191457797429082,
COL8A1,-0.02282409807979325,0.02987519740847288,0.08354812156143011,-0.02468127083534174,-0.005728056838284213,-0.028311570839195187,0.012562596233336328,0.018887074413033212,-0.013663666625557779,-0.050926392259727164,-0.08839608772117086,0.019942309622207603,-0.021680312546346645,0.0497329294964434,0.05104637925000759,0.09096991045415535,0.06282134899580244,-0.03996154610438792,-0.011154331540908216,-0.049203719018557183,
GSTM2,0.01189849963690306,0.0012584890500797414,-0.03879304148609795,-0.0073475373724295944,0.0345276689825968,-0.026066435135421707,-0.010253445415905872,-0.03293919562443713,-0.02825432865819431,-0.005834393567159888,-0.007720241875194554,-0.01883936352113437,0.016547992449551553,0.033858024032951725,0.1300243844523299,-0.023204959500342247,0.1005932643578045,0.011191396156152826,-0.027079756198383747,-0.02105352688606855,
IL4,,,,,,,,,,,,,,0.10597017723120764,,,,,,,
SPX,-0.017680726543838732,0.0509418412984579,-0.003147373639912653,,0.08414710733037788,0.15781311676701257,0.021339853736251305,0.012609577520957291,0.017173645377228004,0.027316206187615454,0.04495609337448703,0.09599958802428868,0.07494167251293084,,-0.03406968073125542,0.06642757753957505,0.10291676424769845,0.025530973791543746,0.039029470423699066,0.06595848939953643,-0.03859729854073538
MFGE8,-0.02002176818294335,0.03605515786521915,0.027359042142417748,0.06851178064801668,-0.020486855629380924,0.10621686160921094,-0.014403115913005367,-0.0027323534873020692,-0.039804912437298556,-0.008838815064834188,0.05768217614999294,0.025939655980097114,0.08381156816765233,0.07227017676778581,0.09222369823622448,0.009334453227421848,0.009167012031866172,-0.09380169081387574,0.0639093680412125,0.005492395937700269,-0.04716245538574095
TGFA,-0.024225291582680056,0.01780118733751988,0.0028310450225032084,0.09339485783213473,-0.02767200663079023,-0.04740638835121097,-0.009453282151294016,-0.008535251217649073,0.0057487996104899335,-0.011356281340768765,-0.026865353031889316,-0.032093523420625034,0.09722650048030404,-0.10056058897043148,-0.00844635099489074,0.04423264704691378,0.12174924631376238,0.0663832634631312,-0.01733354290673394,-0.0072548037073477635,-0.02442027568717009
SLIT2,-0.021940587672736104,-0.0004702420480297141,0.006078912442080209,0.018397005769290146,0.006790433929474971,0.08215995790085394,0.0859691733969957,-0.017176004122032757,-0.057763535064501235,-0.009938517300304121,0.09279889141360297,0.07237849363802668,0.1528846027501565,-0.09484582129380623,-0.027743889593594508,0.03472338892846698,0.13334734988893746,-0.03822974660610296,0.02646135436224857,-0.05755994667114593,0.07095402722967299
PLTP,0.011052573026473814,0.013046747194249022,0.03404409817204729,0.0858263981753998,0.04712134026084026,-0.09630618442700611,-0.003988935873531127,-0.021999595237290705,-0.034059132114194285,-0.04574344451204992,-0.2003069100776453,0.0037054586547261236,0.030226909648453096,0.013360760410432947,-0.028298309661082887,0.009986036066453027,-0.1302045912181122,-0.03482715580712343,-0.04330519489905723,0.05729581986551518,0.002865000735143352
APOD,-0.009555637106256152,0.031956645505611184,-0.026930793202573793,0.08964040730708446,0.10009441722304141,0.08264902198689916,-0.0730903663618309,-0.024637591573654173,0.056857073399503494,-0.057938312716784485,-0.11750996676499302,0.006890884915213832,-0.11742746367405464,0.07053419674531192,-0.059317268640336956,0.20794263421469886,0.2704335930579114,0.031160878965930634,0.004951706540227711,0.08356347456440111,-0.13622755947226278
B2M,-0.010189199768527796,0.07379760994425576,-0.06467932661826409,0.1362885726494087,0.014852735043460708,-0.058137529825123664,-0.017576045261283695,-0.03046817983508339,0.010398708994067484,0.032687249087533864,-0.2122760661437816,-0.10580693418942735,0.04266590110874246,0.10092921437577991,0.044562696284911336,0.006397010911208708,0.027950022299440956,-0.029424713882149327,-0.019928915313273267,-0.024488381849967225,-0.13603557425432686
OMG,-0.004299704891407542,0.05284972445483983,-0.03028272844954402,0.1199995407635769,0.023358559450758327,0.10284100738563293,0.03957498936183763,-0.07366222398663039,0.06742623553220926,0.014613360522757099,-0.02503262950491718,0.08008915141637074,0.009354038208867176,0.007604011918295931,-0.021653147640417484,0.15390260314869544,0.29156824522886293,0.020203052899962725,0.03808067663360782,0.08559913712085986,-0.021149916201786037
CXCL3,-0.01716845017629277,-0.012840725318493595,0.08112392695566674,-0.018826060407160696,-0.019051265049688897,-0.05017740952226606,,-0.02736986569748693,-0.006891364291187858,0.014025721800432007,-0.021234127795835788,-0.027581402247303727,-0.027100035308942897,-0.002709802137569853,,-0.10088899637129745,-0.10155865414462492,-0.024903420975457394,-0.07748015536370474,-0.03225262521927662,
CXCL10,-0.0028469856651089664,0.05564395442669357,0.06383642700907842,,0.021815413389925407,0.028253832256636777,-0.031914006339950104,-0.008606535419717967,-0.04762993187252308,-0.01683751880092959,0.008386372094068928,-0.04383018601051559,0.014371793484701384,0.019970187945002108,-0.03309115702711351,-0.02365741252736859,-0.020734046138153932,-0.03355022008150077,-0.07443820248216929,0.11346615289872874,
