,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
AANAT,-0.021133198867670285,,0.012269393425873918,-0.025761180812279977,,-0.012973027954897355,0.04316430355808273,-0.01307524933166213,-0.02009776049503118,-0.0173334825036863,,0.04814231214167208,-0.02312608897558493,-0.018872689502315406
RELN,0.013176302830542247,0.025204655597970856,0.05319450066774572,0.015622477882562366,0.047683438362375805,0.08037606597616453,0.0034837422518339298,-0.03704664691712638,-0.05097583963424044,0.016078442721640447,-0.017364578058843446,,,
IL15,0.04452097903169881,,0.01779166217036024,-0.008154322266549408,0.029752478820019277,-0.03383894336087234,0.005413551550346672,-0.0018269430069881513,-0.04118480040526367,-0.016076003881639964,0.01154088701235855,-0.021506920806203807,0.0496814201999938,0.012139517586037294
UTS2,,,,,,0.013232507020495598,,,,,,-0.020116137918107985,,
BSG,0.032741654582255766,0.01595227248008625,0.028001862167539415,-0.034719557381878076,0.048019363294906955,-0.027843844862480573,-0.06580756239411123,-0.007484655482912114,0.03405118318649708,-0.050705709432230524,0.057064903651381664,0.017512895727050906,0.022496321378936108,0.023357817838177756
ADAMTS3,0.004367766907939036,,0.020920490329516046,-0.027122803945702937,-0.026301191566683313,-0.011341525102945903,-0.012445412969798637,0.036426685025670084,0.06963168176529608,0.0497352449607164,,0.03566564870109437,0.16367016363995374,0.02442344288298139
CD34,-0.020755590148477436,-0.00857546473940279,0.0121454049171282,0.048908294006026205,-0.016782401345535405,0.01210146744979799,0.07538423840311276,-0.0006360848527837441,0.03365319657330455,-0.03722944929566434,-0.03495867200660468,0.03069119391768518,0.03588709755360799,-0.004095091415730145
CCL23,,,,,,-0.014761246480028863,,,,,,,,
PLAT,0.04512767736692827,0.053463379097775786,0.07876654275740863,-0.0019209055605727107,-0.006155540424706427,-0.019821354983045398,0.00232822097469308,0.018097079264183823,-0.0074098376837367745,-0.07169216348478782,-0.05923797228301934,0.13689390179141533,0.022223933500689196,0.009580739749013077
NTF3,,,,,,,,0.0034595588258982545,,,,0.09172029710401215,0.013592488891180357,
LTA,,,0.08076997253085166,,,,-0.02055664756465384,,,-0.016076005866069387,,,,-0.025399795887547923
CKLF,-0.016527716156743495,-0.028357149799994884,0.022755276675686994,0.0281914139503311,-0.05649760441991644,-0.009499735129601028,0.007549481082920446,-0.0031802842358895603,0.004757530044207049,-0.05104766654605957,-0.0862162879148394,0.041257141417626216,0.07328736684050612,0.10544559798452867
CD24,0.038121127938463104,0.06863035379323697,-0.018104563732332535,0.03833767103207323,-0.02007664509927779,0.03720488433813359,0.07504974973905318,0.12904288229381983,0.045366942855286016,-0.02408812691354646,0.01172222602400207,0.056092639776020574,-0.011151757509355473,0.06256738801747629
HSP90AA1,-0.008882698882872807,0.11286946239835281,-0.008758259277765761,-0.007741083619850215,0.0598709072651794,0.037837060731373454,-0.0013304256978400035,0.06798446240534468,0.05718013558655372,0.10779126583776018,0.06394314038071162,-0.08721518377753087,-0.051177873675670345,-0.10456450935002062
BMP4,0.0031958276092145014,-0.06156021591722725,-0.03531011257575452,0.019869866379403134,-0.06543421546681638,0.0276382328427765,-0.038200180776809006,0.011112819841534321,0.06903684924438996,-0.013698417398920852,0.03074396864038999,0.00865279117443711,0.05555779653506696,0.024932494806984676
SCGB3A1,-0.014566101193627518,0.05929149707082519,,0.0683783461259683,-0.020844175147985335,,,-0.0018463821515878854,0.08787944604834391,-0.01121762429705699,-0.04422843751351751,-0.030696267421593416,0.058972654061783085,0.01732974370881082
IGFBP4,-0.02340712525643148,-0.006614955528641047,0.012886363731316946,0.007583868559147249,-0.0021955311493260785,0.013893716371335166,0.03588890204819259,0.006193775280693834,-0.027762595977654868,-0.045148854692898865,-0.004811829740475443,0.014875165552276517,0.025852857701817895,0.007078872382767156
RSPO4,,,-0.00995250796303369,-0.025175731278897325,,,-0.023908632574542205,0.015414627255128226,,0.041527294040145525,-0.05639455561581827,,,0.019744559032190186
LEFTY2,0.022277291273257064,-0.03118534946650022,0.04595360564977278,0.03341379217354184,-0.01109822514434933,0.022405662756378245,-0.027698641269577693,0.014446719628448393,-0.02137725172758192,-0.019845649710707552,,0.14556725937620996,-0.019759434680489064,0.014421084937285432
PF4,-0.015109991787132421,,-0.021183828965279105,,,,,,,,,,-0.015751060732455763,-0.02539979000984675
ANGPTL2,-0.0016188481922117892,-0.015527517107754019,0.03952757088147722,0.030148070553251412,-0.0305555282403895,0.0014766805037924357,0.06933697023427762,0.04315811619591247,-0.007739407142142139,-0.10380521475175275,-0.02794201993932439,0.09439587823398245,0.09291785086450331,0.014968869965194167
LRIG2,0.035727213282690656,0.004945632736762708,0.042477101476602094,-0.02061152151107309,-0.007951623601729322,-0.08108826740596758,-0.023180462399448494,0.014842495960818018,0.033814716947451744,-0.005841809462847614,0.0386078602793381,0.02770564956008121,0.05882915166851067,0.005416209046880924
ICOSLG,0.0025233755103082935,0.017662388480182527,-0.021637188493663816,0.024514935707153396,-0.028256282971870147,-0.0013101366438499843,0.020592430135744175,-0.02806859224320387,-0.03157880477160358,-0.04233703976171233,0.03353082191316386,0.04875776356087081,-0.009698568838026188,0.08962139787184427
WIF1,0.011077275896181005,0.008956652128064383,,-0.015090538406730152,0.0008655773059282317,0.08451029796640906,0.10197902690762159,-0.008131053512568603,0.034625501482464544,0.18656014242289568,,,,
NPPC,-0.010945250994361734,0.000627815478611705,0.01228839547596282,0.027575480254235448,0.01989098656209654,-0.034929364405727276,-0.027947356027286162,0.05578705738025276,-0.03268072426115579,-0.06980867297588506,0.10829956065534735,0.03432934959043089,0.08046002756622114,
LYZ,0.007753993504693741,-0.06055487244532808,-0.041190860969772966,0.032923368589906396,0.005166119094701784,0.019849353914103265,0.054020967743568224,0.01379397279521354,-0.03924594576193798,0.023180278326203216,-0.01127896059408929,-0.0008606828168102787,-0.046052561836187826,-0.05909705132785484
EREG,,0.02564068233460937,,0.02616483993900787,,,,,-0.021990944774639143,,,-0.003100305778821278,-0.05004967127452781,-0.016950629768259447
SPTAN1,0.025291570995918066,-0.030389918777758786,0.037092397169193554,0.08647268092694547,0.01864660202376862,0.024974241100864252,0.05774828269297384,0.07600644916598544,-0.00501199850666289,0.09704563431879015,0.010959217165642644,-0.029965867302603907,-0.010053603345445961,0.023060990558098057
LIPC,-0.018498601530096213,,-0.006871525685437341,0.03368366219002921,-0.025321992225982092,0.011058967187741053,-0.018513386281874215,,-0.013022485049031965,-0.025253901873878267,-0.06497126836616914,,,-0.03211494833513298
COL8A1,0.02853464691812719,-0.007057875659166863,0.0368233583246048,-0.005925399235607567,-0.02069920884666703,-0.027890139089481698,-0.01799010070582593,0.008463697769813922,0.05713607441803138,-0.06905485367208482,-0.05861788564488566,0.04325441784278503,-0.020444827235003186,0.003076145280529511
GSTM2,-0.0062089032143161785,0.0008191972960256425,0.05681884762254122,0.022230322964667728,-0.013808313820655994,-0.030198271132294913,-0.02052316470516085,-0.021199095541762674,-0.03497686859442377,0.0037319698543287275,0.04687075755817651,0.060176431094067215,-0.020773139106386233,0.05161582716800982
SPX,-0.005856351894532438,,-0.0272214984494656,0.02507248429979579,0.029226099584808228,-0.03611193218814941,0.025165320638376697,0.05718546068195544,0.044501640827158295,0.08833855832922155,,-0.01125639631480369,-0.019556955177671833,0.08523878749347238
MFGE8,-0.022366228204752484,0.032296318777781406,0.005225738087781424,0.003497131147433598,-0.04079953616324625,0.00952270103728824,0.044879939077298474,0.028711763090939927,-0.04436377500948008,-0.015218307477045305,-0.07239455527210512,-0.01917230309553059,0.022162968813324656,0.06911827713194323
TGFA,0.04269989223045135,0.029323199086020796,-0.025511082507348414,-0.04141819246026075,-0.024349889576994767,-0.023311284188389333,-0.08386911498763547,-0.027725327886481892,-0.039478839430541084,-0.05643237490189008,0.017754470939748884,0.017285464748069572,0.012160322367257483,0.03911509800281119
SLIT2,-0.0031445208019430814,-0.031546360583231396,-0.0367415727502978,-0.024545879206397534,0.04152960812377801,0.09496047078035104,-0.027486620988121893,0.10978455532114381,0.011746754977626306,0.07618332990363817,0.14141523207388057,-0.0021547814023992603,0.014108456855527569,0.0179270475596261
PLTP,-0.039023439679048526,-0.044863848833196725,-0.028782319848567745,0.11560375778111624,0.03467499137063268,-0.041976503239696664,0.024102070829723186,0.09802052519179953,-0.02396768465494949,-0.042585496871570754,0.01660773779049783,0.008846402136436846,0.11455979070377496,0.011979655532866534
APOD,0.0008685253991271276,-0.06156416574303859,0.04328035003918513,-0.0039229425117126016,0.05610631644793011,-0.058456396773998,0.014466872535476877,0.00859131480702428,-0.030832749011298517,0.023681480222689656,0.02998030239506183,0.10328150124921669,0.03355935436674306,-0.06613406219157082
B2M,-0.02750684565543512,-0.10583051213345794,0.046604220870360605,0.058105098684158536,-0.012346855194204082,-0.03370353093219384,0.05820423350174546,0.07473243216504043,-0.03580786740952517,-0.10813545696288804,-0.10975986763854582,0.054081249722431085,0.13837951460073866,-0.04700969100123467
OMG,0.08378310171138137,0.04323042918399719,0.02926713199916413,-0.003499386093959988,-0.045312343804911746,-0.0588446230719367,0.05509481778684571,-0.05638434274784,0.0058423831664534045,0.100109076686458,-0.02021293572012351,0.07361075754528254,0.06278129996652787,0.12763634968557647
CXCL3,-0.00032475220352974095,0.06697243392143841,-0.03566607207151953,-0.020865413631986268,,-0.01703296556054136,-0.07442763295571944,-0.039617263405360884,0.003354033018841577,-0.011577635369425797,,-0.03166328119513962,0.02002546976768477,0.020930615552554276
CXCL10,0.03598356173386066,,0.02585776177552742,-0.0038388670146469054,0.04619583061592984,0.0032642949182427623,0.023871122680840764,0.049104253217899255,-0.04341689423646477,0.01736418886594152,0.050131863499120854,0.03388916252078455,-0.021126738619420188,0.03844709557084994
RSPO3,-0.0019467452938046546,0.04523048796352337,-0.0014853188675983302,0.06272626740359838,0.08268445090179405,-0.02130239978865319,0.04142442827473616,-0.032697932469997616,-0.04722998215441978,0.04229509968139041,,0.012879458267240454,0.025540736886944332,-0.01810145047313378
CORT,0.028143274176372204,-0.000759912540108534,0.07576493768713076,0.0033454056520549613,0.027561721353969608,0.030873601085244715,-0.01852553489135291,-0.01772885769856994,0.14866089520517062,0.037294553222619424,,0.012983626881321755,-0.016482684491464884,
NCAN,0.05798056568826764,0.012756137069135667,0.0012688778337672623,0.016654737672947676,-0.02622582768678872,-0.04425323440842168,-0.012920671229526332,0.024580741947115972,0.018249081733130206,-0.11139501213092981,-0.016204722808833578,0.10455203833365696,0.009597814209869637,0.03410741115950277
PRG4,0.009223175392759199,-0.032341029260244264,-0.02428001216186429,0.07942909244443383,,-0.018453665799557022,-0.012336938034428384,,,-0.014145036348498287,,0.047407977282220695,-0.024321209609304825,0.0019625828801543457
ZG16B,0.04848680814668722,,0.046720464242620934,,,-0.019923697720791538,-0.016334122591380954,,,,,,,0.050313376683190934
TGM2,-0.033959409787232636,0.042251579216452256,0.055837928622415774,0.014398657928270919,-0.0026236267945023745,0.011189634686343954,0.05928883401945732,-0.030431759298560058,0.02248799621527835,0.009031990459852568,-0.03966903206274077,-0.04828851947044823,0.018829227157622714,-0.03449393873280544
VEGFC,-0.02781361723298381,0.0623994206785896,-0.04327348288208464,-0.017522677904844127,-0.010631408984737386,-0.0243299997288485,0.004952071469837709,-0.018526122009288732,-0.024849671843886256,-0.014435573412858123,-0.07267723239038167,0.01516893078727148,0.04044407263566928,-0.024913611410732627
WNT6,0.005725868222071367,-0.047228131946211414,-0.03358238318376488,0.02165537311085245,-0.016748456668454197,-0.018146763910889156,-0.028656773605255172,,,-0.012598639522654432,,-0.008229013177304807,0.03945879434597667,0.14480301379331417
NRG4,-0.01341589192081499,0.02191477688161327,-0.02954988551134427,-0.03496083879865724,-0.020503207108065812,0.012400059234983957,-0.013171998126965597,-0.013024107546475297,-0.027684004847561294,-0.016840780139908043,0.02290212346821048,,,-0.01810145250187451
PMCH,-0.015462537427398683,,-0.0018381739256708993,,,,-0.0006507059929006613,,,,,-0.02736914923813663,0.011739293997726314,0.04973961758331785
COL9A1,-0.040519810990805046,0.12003978904219709,-0.0031018384350702155,-0.03398766764724406,-0.04391969602752337,0.05775283956073232,-0.00414034094931091,0.039846680988250616,-0.021686089316494187,-0.019189668606270575,-0.03557556958742389,0.10007941092752194,0.04160080921464698,0.07801348487065943
GDF11,-0.025197878132011055,0.024826430922864406,-0.00904990055227619,-0.05486949136551923,-0.02424137965578197,0.03430398783819034,0.027469693640763203,0.02073484446288577,0.02602973846536546,0.0028607962467030886,0.022919223351345174,-0.02222766558605281,0.027565416658932248,0.02866239451035936
RAET1E,,,,,,,,,,,,,,-0.019857164780267
IL24,,,,,,,,,,,,-0.02040577815947295,-0.01549991807721048,
SORBS1,0.06303203227455983,-0.01055044256885917,0.07452278740667971,0.04549008999726544,-0.03211221484599737,0.0017237972287179877,0.0291173372496972,-0.025073346834515436,0.06206017812688801,0.03208302548330567,0.01608368978587582,0.013184980036787537,-0.002657640010534474,0.008025693806347593
DLL1,0.07998691405607736,-0.06308014313907387,0.025481304897093344,0.013402286410006993,-0.04969910353206903,0.024259500066872455,0.0017123052405878954,0.04427415108600275,-0.01948994693711658,-0.04376261892768602,-0.05008787484164085,0.044100715449065166,0.01136766290087297,0.06605334872155792
TLN1,-0.02589339852786802,-0.002107188624959982,-0.016273512320143665,0.0016012213150184413,-0.01704943297364896,-0.03847867816178555,0.04592703166076168,-0.0028608062052488037,-0.04508600259900697,-0.10513009877475302,0.04042366901763241,-0.020083885130595003,0.029847883150006256,0.004492206777381236
COL2A1,-0.008380883961677028,,,-0.02192221796647016,-0.018144868408870727,-0.017032971357048312,,,,0.01651921955668734,,-0.0016594168906989301,0.07346421512225434,0.08760746059147805
SHH,,,-0.013840119235347824,0.034011107550489895,-0.019805196985368388,-0.013389985100890463,-0.011263288481836707,0.08309000919950103,,-0.011217623316566793,,0.02493372711701893,-0.0075637498216088415,0.02755455567385775
PON2,0.036964567548248554,-0.0399597035647207,0.04140579550714734,-0.03751466096437887,-0.02736188827370734,0.011082369383876498,-0.05896637340101758,0.04489784214226485,-0.019247960068381267,-0.06645212576147876,0.05366686372450434,0.08876633461069582,0.06832164622512682,0.10183101975778341
ICAM5,0.03662900637481032,-0.04244265880377754,0.005544670680567872,0.050342161406292704,0.03651282045459339,0.035573631414176105,0.05248729311002451,-0.010724210711828476,0.04008584960700721,0.10548302246033868,,0.01628600051198543,0.017156082799461746,-0.03903360651543838
HPX,-0.01547179529663104,-0.03970682404640924,0.0050029647179762465,0.03327213445275609,-0.016748457798255803,0.1976531489348204,0.038710910048967505,0.04809256782649478,,-0.028512959639027353,0.01238341388543336,0.01593827800839676,-0.004558096508201539,0.06605069934133571
SFRP2,-0.01936567035471397,,0.012155794598089884,,0.02062495800292421,-0.013593894408582823,-0.02671549899911248,0.0015386741618041242,0.01069237470687137,0.025797790356753583,,0.04932103169123309,0.024292740371973737,-0.0015324691584019123
CFC1,,,,,-0.028300794904756642,,-0.020556648806998243,,-0.022589193043243305,,,,,
CD70,0.023876236174402057,,-0.01149387611617751,,,,-0.023206924064464472,,,,-0.027762749125198435,-0.03066117818333681,0.03204785122000661,-0.027617036475138478
HP,-0.015404062195005366,-0.012893480405353834,-0.0426130151857201,0.06525967028543224,,-0.04508362826057046,-0.02097424120093186,-0.0076106438038965,-0.009711257114014197,-0.012444200214491725,-0.04488757502874312,0.01719369992863498,0.10474470768142023,-0.02707779310932279
CXCL2,0.01807321863221379,-0.03411141734005486,-0.01115988748332073,-0.03636070395457693,-0.025885466577942558,-0.013587811612939801,0.04720224236406039,-0.04649209063774363,-0.020550092044942025,-0.022202372637454483,0.13772128576736073,-0.0377329251591978,0.033291206708226245,-0.017073441552944792
NPPB,0.017062484015096396,0.06195930942405903,-0.010778989253379716,,,,-0.01800023770734307,,,-0.014435574462798773,,0.03029517225669985,0.042985439301396,-0.018361907600396778
CCK,0.09443824624509276,0.007088962012206086,0.012993094174232599,0.042304528650616915,0.0021492248785682324,0.041900124884395734,0.025861621576487137,-0.1354761269780522,0.07641040313651634,0.13302476222539206,,0.0721099671524279,-0.04137450501471924,0.011146616043198021
SEMA6A,0.0609693360044085,0.03429515375638959,0.019654597615350877,0.008757617161589598,-0.036528384134025815,-0.032795027853784714,-0.033123433566957544,0.03188729666528822,0.04754565623108479,-0.09199585268199131,-0.005330221403192705,0.03383441611720842,0.0031304555883862506,0.03582275057554218
IRAK4,0.01321882476239105,-0.007881059881872942,0.059179066434454246,-0.011668331354992095,0.00653182693316507,-0.024951606299001408,0.007521479977140546,-0.0034961094795952882,0.03927171639345046,-0.004851033510695647,0.0049002378384640066,0.08043106931099939,0.035627348285788514,0.009748434747624659
GSTP1,-0.05443087979402179,-0.01637463799388878,0.006772177916980522,-0.019922547851826577,-0.005771003179130042,-0.027407275326841538,-0.004189440931216412,0.02867706028476309,-0.04291041745288501,-0.11532642249726333,-0.003829344613410804,0.07586273591419311,0.03999909281101941,0.055649832433575734
VCAM1,0.018170257221129353,-0.02951761040075538,0.08617578689583853,0.03209098579373329,-0.057579704241373784,-0.037680405054076806,0.04104932953968862,0.056466029635302124,0.0075985490911843236,-0.02874149945914379,0.019343017766474988,0.016837712703698993,-0.005787835558576201,0.033706192456053385
NXPH3,0.04077519354544925,-0.014624178819369825,0.008422040406698882,-0.008649151482697072,0.0002006812401638901,-0.004799046698610677,0.03761154227181069,0.02640182637886197,0.024837621091526936,-0.04554357939177582,-0.011843078699958518,0.08632758129622066,-0.006638527460152047,0.05887228328449985
MTMR4,0.028666123281969182,0.027471329728496006,0.015766448657237857,-0.029101870485256316,0.017635682309429752,-0.012875578926362378,0.03924280926827538,0.013098131014204872,0.009812551995309553,0.03437517964317073,0.01173322058053883,0.03158518592764662,0.018670962273286656,0.022568793798496967
LAMC2,-0.014749504129106925,,-0.028885418091198843,,0.041681877070660435,,0.07490619580039029,,,,0.04959258992866592,0.009134438844637112,-0.020355741628932403,0.03827506499574242
IL10,0.05068029957532787,0.04726411890938934,0.01779175155425163,0.07402810620311352,,0.013503546833062624,-0.022126339830894955,,-0.04406917588466008,-0.012921891459280122,-0.07838899683889373,0.04465291942903589,0.0074166762142738405,-0.027578015711663885
