,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,0.06440815258613516,,,,,,,0.04681572843238778,0.025027552913056313,
BMP1,0.04720593578502712,-0.0020454767264391155,0.21396967772269887,0.02305582179812038,-0.015544816295130822,0.09204473404533506,-0.08864732707483047,0.12159816491482492,0.007137988356078728,0.08521062032950559,-0.02117965275062665,-0.04111173356297772
NDP,-0.008190936327565335,-0.04936926655139432,-0.023252852157549242,0.07643479250303092,-0.020833519901493756,-0.051747737748063606,-0.08202933516858044,0.023535565707438925,0.0702050991440008,-0.026059525093087562,0.0742063279913933,0.014135054419945564
TNFSF18,-0.019872599663920746,-0.019301682156139196,0.007288705947761662,-0.010950444585415827,,,-0.04957567816931378,,,0.014540743779720672,-0.016187838604591345,-0.026674492887896424
RTN4,-0.04530123556944617,-0.07989970386009174,-0.24937125674891963,-0.021824382490627126,-0.03461943045715967,-0.00965671903676448,0.020147039577502582,-0.007710513902760762,-0.00785204468178047,0.007086184187530083,0.011700253406785875,0.0014537695557810101
HEBP1,0.036700272126722805,0.05368670391835527,0.12705863789613578,-0.00040055867345114557,0.02414004525422055,0.016927570712338948,-0.025564791681977974,-0.005937815183235027,-0.025362432501452342,-0.015927247845345188,0.0347652736034524,-0.045803994645331574
WNT7B,-0.04638286852274462,-0.015527026188576515,-0.09326650974047987,-0.03138843005278951,-0.01233231221151386,,,-0.00847600800199592,-0.0008099748250921483,-0.0044906386417422495,-0.05754218314749739,0.016762129996093045
PTMA,0.02776413113158815,0.11973138935241906,-0.12877434680781918,-0.032388390015201475,-0.006115243572559695,-0.002390438437002488,0.016013208797671742,-0.028063535270369307,-0.0011623019471436922,0.043862527294478065,-0.10204930073571593,-0.05095697185998852
FASLG,,,,,,,,,,,0.1359510167622329,
CEACAM1,,,0.039893508988991216,-0.017222440564233974,,,-0.03486011545812315,0.0709262154099172,-0.01956087671045425,0.06353787036709313,0.03243065786181086,
PDAP1,0.035905640586629366,0.030430098700960147,0.20441250236180308,-0.02886108132767582,-0.026008346663230052,0.005227149886203543,0.08095783307504738,-0.017689885311962486,-0.0038688376566105207,0.010676639127524047,0.0035990222690887915,-0.05943995645993694
QDPR,-0.039756998782343095,-0.021654964939901787,-0.19425336511054458,-0.015784208245807386,-0.041508530616270765,0.09071741650309037,0.034776793619345596,-0.09905224768206274,0.054835253383263324,0.04913822835314916,0.05767951204527018,0.04240662221928985
POMC,-0.03752278463779137,0.021451967248614204,-0.026178426439228707,-0.01270602995615654,-0.023843231099321065,0.044750379141369166,-0.04145432552995347,0.011004374960862994,0.019645657299427906,-0.00746504811035638,0.041070065892765274,0.012084851870180775
CCL18,-0.02665079015845497,,,,,-0.01725618975973772,,-0.019964870613703684,-0.02985199768257345,,,
CCL17,,,,-0.013657336384088153,-0.015263945425954387,,,,-0.02823735355230704,-0.020915612765224238,0.011014148891761685,
VEGFD,0.04850517640938919,,0.1332111658338861,-0.014550736763841577,0.03894955416174767,-0.018564097964444644,-0.0473915630467507,,-0.01956087671045425,-0.022059515877679237,,
TNFSF13,,0.022612018975886248,,,,,,,-0.0034194401310560026,-0.00012002007903353238,-0.017600781096318508,-0.011106046289171242
WNT5A,-0.016392406019624745,0.06578197083749554,0.1450971325401216,0.05442240769985532,0.01082447412278872,0.058189684763094045,-0.07134854174795545,0.005596369249119444,-0.0009396543885802566,-0.02584597356501371,-0.0005668788474677616,-0.055192673677203055
