,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916T1
DCN,0.04682788672337545,0.03847716338251557,0.05113781429477293,-0.02160629031096817,0.005067424625006768,0.16080188120203787,-0.03970613087564952,-0.002004632623940218,-0.08116722329259847,0.021982716758961896,-0.008765761067579845,-0.004376138783083905,-0.043238240196917965
RARRES2,0.038366694889878844,-0.006456115496402598,-0.03971503177633733,0.024515485483090224,-0.04713188650039365,0.2547340357708234,0.05790395001206942,-0.011420336697759537,0.0365863545963245,-0.03226624449358001,-0.026794398648493575,0.03187137859231453,-0.04273354250158208
SEMA4A,0.0359358966137407,-0.013158209028457726,0.053110577174548326,-0.0355829696854424,0.03054031073614023,-0.1222958805377144,-0.042566613480280714,0.008898775874936505,0.03220833370419637,-0.004683690045571317,-0.038767034784547946,-0.044449952704487976,0.09065979002981654
GDF11,-0.025736697748924876,0.011106613060059656,0.03205638682145354,0.0015559913087319964,-0.037328783872841734,0.16132341050947493,-0.0072478282464881714,0.04249183516278876,-0.026504241070477847,0.08611078210083935,-0.012005587912380608,-0.0009352382169421306,0.05132047347397235
GPC3,-0.024201695250450423,-0.04323854423541915,0.045780678241677336,0.0796855933740164,-0.06967781771498842,0.0417454389000003,0.049252921340477006,-0.0016667925831013665,-0.01934144207546004,,0.015618485765905053,0.09533879681547387,0.059211307908730366
OSTN,,,,-0.033527958415637105,,-0.05087569291682227,-0.02617789334278757,0.05018410974385286,,,,,
GRN,-0.028508457392602896,0.010816438420897398,0.06351666593968497,0.01464561806656741,-0.08922422475859915,0.26707380909178363,0.017787683580422167,-0.05272334626311118,-0.03366362471653806,0.036323289094052184,0.09291749401301719,-0.08751247649584959,0.030874233378583596
CALM1,0.07192028350229415,0.028706072532999262,-0.034879356542900336,-0.015430758216024696,0.11101723048526857,-0.23122330881774375,-0.017007895334705224,0.003118001148839954,-0.015629432987096722,0.04067977666776184,0.050626690717419986,-0.025399294939037184,0.026530475739659422
ANGPTL4,-0.03785622328394665,-0.04288333706685938,-0.009166963396409834,0.010908086052421977,-0.01860957731528405,-0.03029805060366076,-0.012234968919554114,0.013732834518228662,-0.04243876155212506,-0.0077941485847973155,-0.06404861676876882,0.048801135410981016,0.04893933019023964
BMP8B,0.058516743084263335,-0.02428155800872642,0.0220347687128317,-0.02557601260156413,-0.006588443642671886,0.02975673833741649,-0.0027318606484335686,-0.01280716503398356,0.06209428421508144,0.04600451479534075,-0.014997706267749917,-0.04413052844116707,0.07518610174588637
TNFSF4,-0.03041781613514321,0.041970345446607174,-0.034631104658354894,-0.010003820682443496,-0.012430390777615841,0.10060573400731831,-0.03042791252517395,-0.0003502746440687079,-0.005145933120793735,0.04794380353225331,0.048022356905803414,-0.04293438849136747,0.1165141102439451
RBP4,,-0.04490968800651686,0.013524575674727006,0.002481601406023774,0.001946508452414689,-0.17288690792675288,-0.035013638805294685,-0.01946608835317377,0.009482442341654473,0.022590421452309717,,-0.043153280164922515,-0.021732013877264103
DKK3,-0.03319817543651679,0.07595712766038666,-0.025311360400475234,-0.01573228864012969,0.050780269980176956,-0.2540503438253443,-0.0035933632519362106,-0.04499316035114029,0.12491897334371753,-0.03159196364241519,-0.06130018124915699,-0.03962600082577473,0.07551015782563714
COL11A1,-0.024958016326822277,,0.05878999740962161,-0.02907392617511177,-0.06387749616113005,-0.008926159261738504,0.01607928090925725,0.0030293102333275816,-0.054122059787998784,-0.024839167230170257,,0.04495751763427998,-0.007462561076732683
COL5A1,0.07843127107295733,-0.04586759297260814,0.10095209980168302,0.049054364155320364,-0.004269083398003309,0.16001754483624914,-0.0430110692234589,0.015717344787347428,-0.09685007375445606,0.004203254958108553,0.09028343405654417,-0.055838966337534386,0.017900414572867847
KISS1,,,,-0.026056418742183216,,,,,,0.02615076812837855,,,
MEGF10,-0.06618960289332589,-0.046529519649546346,-0.010214813716664693,0.034443518772063274,0.025248142436571384,0.009729056471847103,0.006700575473945162,0.035981346012228,-0.02507447263186614,0.03743626114402926,-0.09550921575070169,-0.016001279206151336,-0.001990768070143928
CEACAM1,0.010690573912702808,,0.0016996968108607192,0.0329613854044336,,0.08249934970682589,0.060251807115497845,,,,0.014961265882706607,-0.028158549559180037,0.10269147692668341
EFEMP2,-0.010273802912147535,0.033980082099993564,0.06305431641425792,0.018405051774549087,-0.08515361291022978,0.2103955069098067,0.010308432187939776,0.011185728374209258,-0.04016504666740129,0.07529562104954662,-0.04202059486362301,-0.042619048161150516,-0.011195608692130552
IGF1,-0.06244762675146301,-0.006855914200100322,-0.001047887450416521,0.043682858795236056,-0.034929389329711305,-0.02947319809941096,-0.020662354596493796,0.02607531971043921,-0.03240486978729899,-0.017298761854122605,-0.037887168587646326,-0.04210275633775463,0.05223997914040514
COL6A3,-0.011309285885904461,0.12196123288390943,0.11185326695435083,-0.0033387030640587363,-0.035244667807778775,0.03048518206529518,-0.02471795858143474,-0.03377108545097614,-0.10578174279818793,0.016069944702423542,0.01159271282914327,-0.05364621943194464,0.016849601244317246
RLN2,,,,0.006114641434952509,-0.01460279602811316,0.0011098255441321556,-0.015122941627114061,-0.03775473336175875,,-0.0138948230369747,,,0.06107231169748795
WIF1,,0.07727883120597416,-0.053761801689033925,,0.0432984078792896,-0.17857587588166307,-0.01307215677659252,-0.024826906958795476,,0.019430098979307423,,,
IL13,,,,,,0.04867746295612345,,,,-0.019326136907197245,,,
PLAU,0.03714425320730368,0.09101566663742704,0.07640997982934575,0.020251614266323135,-0.04515336595809114,0.18646494074135894,-0.03932244127273134,0.036006032811996005,0.02697432275316158,0.0069019366368833724,-0.029914875406880974,-0.0244950360920521,0.09755677489138335
CXCL12,-0.039619861098281264,0.009813221150325815,0.09536782244024868,-0.005239682838964137,-0.029967560717222702,0.014376734959077991,0.04988458696426352,-0.012150938353032272,0.009141778875869913,-0.019834064289145706,0.058651669801583484,-0.02175536651298418,0.05436016413062315
MMP9,0.11940044027063497,-0.03549276674775324,0.057604872221075076,-0.01189470262919832,-0.05131866157258301,0.26739353944466554,-0.01990790190045075,,0.0856684152299384,-0.003988390941286366,-0.004366014295673845,-0.020656400078265386,0.05754705594960163
TNFSF14,-0.016788490744224435,-0.0008770542869765076,0.0477119727746023,-0.01671046423967948,,0.06392224371854495,0.019729780056004644,0.005068501769239101,,,,-0.03250749108759783,0.0013725980793059267
HBEGF,-0.022620738922331563,-0.027449616491579884,0.06039961200569103,0.0453797220887455,-0.042657040944181664,0.10084377405197614,0.003925212482171312,-0.018306181323223036,0.04028880140486801,-0.018304237145078218,-0.003954972096561802,-0.07297862673958269,0.026634838407802838
NUCB2,-0.008998580057592073,0.016705173545159793,0.03708754576466182,0.06305388770202963,-0.005701892874243671,0.10233820799860124,-0.049968292028399315,0.024927562332000906,-0.06403674126297476,0.0018644348880821385,-0.04826902773407513,0.02199591367866637,-0.014576601051232775
