,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TAC1,0.0635505287463481,-0.013873515394905733,0.005509460086440232,0.057534912458254206,0.1488881664564718,-0.014041105726290946,-0.05599528443203331,0.054535211210025254,0.008137237385487751,0.020000771345130324,,,,,,-0.05133045506213542,-0.03409279243298724,0.14809460980833225,-0.10196968485948321
RARRES2,0.1948137909953744,-0.039382318724157386,0.003324497765276551,0.03830435728302189,-0.026800947696704137,0.005543258968452126,0.11453809779955577,0.0535115985395078,-0.03886058800394365,-0.05289832087047636,-0.08717861262077403,-0.05029007362057978,-0.1036193604827464,-0.053477089032161716,-0.028528469223165643,0.03277571707999308,-0.03233542105765476,0.07310420101733063,0.030235202808841392
FGF7,-0.048220467061549956,-0.05203616365661843,,-0.027003520218404565,0.0532663329860079,-0.014476456430050461,0.066682134990166,0.021514348844190512,0.042249431515538644,0.006588961612441638,0.031488048244707065,-0.014840413976223427,0.0952805002274837,-0.019934385743387063,-0.015448185275773204,-0.010070157061819969,-0.032543780623473934,0.0369831268901268,0.06385515210704978
EFNA2,,,,,,,,,,,,,,-0.02379986192311758,,,,,
HBEGF,0.039615326624720414,0.057197036726961074,0.07651008167205711,-0.023009570274314665,0.031076110870142785,-0.056144596618657006,0.03149471884274533,0.001816678846465296,0.03075625754355493,-0.004069531187691214,-0.04529259076654132,-0.013881964428812102,0.007989986985500451,0.01833440218451341,-0.01592219680598857,0.11076394777637086,0.005281339129189021,-0.04868154238135965,0.20854176735733715
CSF3,,-0.025987705716650975,,-0.024251182861653554,0.07895155661685599,,0.0704009039790046,,,,,,-0.12923155540561462,-0.09312185166020572,,-0.055240109151834915,-0.026059646395498112,0.09857807199148598,0.07241968420375981
PI3,,0.007520553190754126,-0.0384578008043344,0.06634836822538785,-0.05409955539433934,,-0.01972580193014094,,,,,,-0.22318850814352337,-0.17596372062976076,-0.007056611332786233,-0.06989781448635225,,-0.09582977835930659,0.0001854768423658936
PCSK1N,0.17805298442957723,0.04361716485313732,0.034555937224238394,0.03384496850829538,-0.020286589309469732,-0.04130279563197769,-0.07680163582187048,0.00014483622510592456,0.055896558223258466,0.021532992419867208,-0.005859932711166951,-0.0232779200097144,-0.05694470296079477,0.032432077202449346,0.06055897513488642,-0.020970478265489145,0.03691045476339759,-0.012643386903135632,-0.12282228056689684
NTS,,,,,0.0368706645859148,-0.021879643224687915,-0.021532059701023256,-0.06827111608863165,0.02090155232836964,,,,-0.05411393783489572,0.026391848582412742,,0.03939663929601111,,0.009463986223940957,
SFRP1,-0.05768409827084934,0.09246143815081449,0.06365575066101065,-0.001357810444751929,0.07942285630382465,-0.05999946898353707,-0.016668497568951425,0.023782744398079328,0.06929117676200033,-0.011945181345044844,0.06440464912272623,-0.02711621955511947,0.025751596031847453,0.0656345120338561,-0.0879403391225299,0.004513213289858087,-0.05300344213506714,0.10789817281207413,0.040731531141092195
CXCL13,,,,,-0.024361037963738244,,,,,,,,-0.01944184729555424,0.013376501265630449,,0.01153839259781263,,,0.1013328907085787
MICA,-0.01550164212692744,-0.040835905514835326,0.0777557888530346,-0.0033115390242786646,-0.012942409945109498,0.008368479822294477,0.0650653503148818,-0.013906560594842066,-0.01861958695827384,0.029838760777628804,-0.017339716523154497,0.032615274270843486,0.1142338240932412,0.15170152552448082,0.09287181783360049,0.11471121425822838,-0.043350661339500066,0.15236017933162108,0.13208501901755398
TG,-0.026282318814997027,-0.02071634940018622,0.011504507924998224,-0.019158359783678924,0.042995063105303925,-0.025254876045693424,-0.02114298316602699,0.033175879309897495,,-0.030713156374421274,-0.047377830356240526,-0.013525404496260336,0.11668371244695948,-0.05426742197856618,,0.07447384598014171,,0.03784049415523349,-0.020960307076819888
ADA,0.06531988565272465,0.04773466033169874,0.08669896030085708,-0.05438367194586954,0.0846975956500365,-0.04933788110449252,0.04682897739365472,0.025245331480898373,-0.008106189648144062,0.11099953528946695,-0.01083383106028241,-0.04904791859401156,0.12860307716820626,0.14525894843242276,-0.004675349499701642,0.22188110056777824,0.04902513971298647,0.20695226006625417,0.10201232008712972
LAMC3,0.14046170864951485,0.11068976075245208,0.19641882086621437,0.04374178343844359,0.0980829876638908,0.05003542172667444,0.03485094335123355,0.11746746970514343,0.10781462750233624,0.06279035292657394,0.12530549270339314,0.20972657029228003,0.22539636800712837,0.22766780780857465,0.19808217035947964,0.465499833308836,-0.03210135913555626,0.3591209638123119,0.3609070823929425
CCL7,,,-0.023252309679143286,-0.013851463513726984,-0.020797240743765058,,,,,,,,-0.055709660945177195,,,,,-0.08300469283211373,0.015015176580331888
NGF,,0.48742096812807306,-0.012783699351845283,-0.031737240739836164,0.007490373263151058,-0.024099925535279707,,,0.09444622533122161,,-0.008338421888422532,0.02546766362308958,0.10762761355767185,0.028707280086257295,,0.1289535610997342,,0.3040045073157341,0.059931798689157156
TNFSF15,,0.14152706859702124,,-0.015424282088937223,0.007123113174280481,-0.029262593100192327,,,,,0.0158636346632689,-0.022842681722209858,0.001036337288985641,,,0.026536376377353073,,0.06006335295227821,0.02325543275122066
HMGB1,-0.11131734799311521,0.09141140187017209,0.04574764996636768,0.013103187504422876,0.02374437136895295,-0.0015311012037846515,0.07356862963988542,-0.08537636060040558,0.04136720702091484,0.05630635813109684,-0.01687652911519753,0.019324591224162933,-0.010268169426811228,-0.06478503439266962,-0.04811783132449325,0.0692657079620153,0.006647900502919388,-0.24307390400355267,-0.11675520500437957
ITGB3BP,-0.04861258819085394,-0.011602233637579618,-0.004288274131686894,0.013038756358889535,-0.008154719418557886,-0.07892317019471044,0.003763365835760619,-0.04771942316887117,0.05013017074299432,0.019861999361257977,0.04435377154830117,-0.05474046009662173,-0.0047818408759608315,0.005473771988988505,0.0631884436086761,-0.023819320159029714,0.008038132769070654,0.037073864693932417,0.019852093933621657
AANAT,,-0.026835401477433084,-0.0337355637525062,0.04781600594328088,-0.021547499324960834,,-0.015801952571823357,0.010472802496035785,-0.03457878012336929,0.021644022238064418,,-0.014003664023081277,0.0631146682275554,0.004647344753508446,0.009117851946756872,,,2.2218388446177418e-05,-0.04103192187654408
RELN,0.02509174978047107,-0.025815407325126497,-0.005363145470221528,-0.024360784979551783,0.028474598798064243,0.06401375903147336,-0.04636788686709866,0.010794937621941156,-0.02598938537570791,-0.03036371545702188,-0.014137515728437279,,,,0.08268314866344256,0.022113016504051224,-0.04724668873765971,,0.008051679128492225
IL15,0.04971652832706562,0.08646400145612039,0.008537118245414647,0.06294286892307406,0.045631106642260943,0.016864269409475205,0.016812637346354114,0.002704768568186939,-0.003729379578151825,-0.0254369892878924,0.09275601776719358,-0.009132686631841884,0.06363001464039025,0.06848919875068274,0.106961983032645,-0.04573400700532562,-0.027562036395698965,0.1973472827130175,0.03296929959670747
UTS2,,,,,,,0.07863768063124736,,,,,,-0.018114344415349922,,,,,,
BSG,0.2207911909007212,-0.041613031108926266,0.07457549164290563,-0.009037734758292663,-0.029173063992577825,-0.021402999214105795,-0.01113964954427827,0.03194211677294482,0.025026607574458914,-0.04178028013245336,0.03330673145535548,-0.050653090097294746,-0.0006011822412007838,-0.00567308711215531,0.28481304360220966,0.057022122599406415,0.0438096550533234,0.03128889421744266,0.2764098545851767
ADAMTS3,0.1368585394597991,0.2025280431759913,0.08156411997884656,0.006207704957394078,-0.035698010292183155,-0.022140539328490107,0.11334171376608489,0.01770235872908863,-0.02589705475340892,0.051996236133378226,,-0.04210741106562892,0.04323214844808411,0.08170696638426828,0.07372092413073107,0.08030078475903307,-0.031688279533846786,0.04944436578178878,0.13004701998097545
CD34,0.11908875800211471,0.019131184597091788,0.1291394717994964,0.04513253273522673,0.04318476135538349,0.008041817629933737,0.1017033376446536,-0.060103142082862514,-0.06297396291433992,-0.023019407087607073,0.07040423522827736,0.037798030129446256,0.18184646501447205,0.17000419853682758,0.1618471730648933,0.3196218230092878,0.09567054339246457,0.25296787642910895,0.14926814970717794
CCL23,,,,,,,0.024973015668535242,,,,,,,,,,,,
PLAT,0.10960843019702883,0.03304225311824155,0.13957356940696655,-0.029133476699226196,-0.009372741957849214,-0.04166154439978372,0.07667070714678911,0.027906782156861768,0.053612446725391366,0.035099624763391964,-0.022104726256934618,0.030619953986154837,0.03572721978415895,0.12026164864873883,0.09675714310543587,0.12119778455847055,0.10482008198713229,0.11829404496346672,0.19159805606786956
NTF3,,,,,,,,0.039217201304336834,,,,,-0.013452724132670485,0.08178866428667464,,-0.04921972039693194,,,
LTA,,,,0.11488348465852273,,,,,,0.0011244183578597603,,,,,,,,0.04767598600942538,
CKLF,-0.11100516768835367,0.07933773235134975,0.08414627215042411,-0.01639862339894203,-0.02492149184392298,-0.08071900436295064,0.08000913087967881,-0.029297924048885003,-0.017461902494230644,0.035613299250323534,0.045804298619626684,-0.14455188583069026,0.1539114830395303,0.12830040780877472,-0.024912056204711527,0.057900518371781555,-0.08619427854390187,0.0327372281102217,0.06904031308551417
CD24,-0.02982731202087821,0.023171279517746047,0.048387742179678776,0.0013533205864218296,0.01483200374558709,-0.040490313965095344,0.09457291325962908,-0.04855385054055399,-0.04375076915871586,-0.015011692410648567,-0.03159935578809959,-0.1023337874153031,-0.009491061537774192,-0.0016541563420206988,0.03850072358918289,-0.09242831896483779,0.023416957437536863,0.021107052716480203,-0.04641072810349291
HSP90AA1,-0.20028098902879055,0.045150919287114795,0.0049909702890040715,-0.007543437400704983,0.11056403295763934,0.01242547524755436,-0.12357210122038474,-0.028173919745385245,0.01027441532440543,0.0304716925735976,0.022363545779867582,0.20731676126904328,-0.2995590801522165,-0.24091028649330615,-0.06547726118683961,-0.03949835287847746,0.03480937854864505,-0.20876907338543485,-0.24691522415456618
BMP4,0.039345632678050975,-0.013281870642104543,0.07348406448570086,-0.00405855098328641,-0.006166512230335032,-0.04702944900642396,-0.04840191976480093,0.034785020303862414,-0.005428020951843359,-0.02167494479367359,0.048405590375319496,0.06853375699788504,0.11180901312078705,0.12788061490481364,0.11488331251032637,0.15122418723476638,,0.19602472656595837,0.10197593992788784
SCGB3A1,,,0.021945179429079576,,0.0024708125604042284,0.044136304905477514,,0.008340264994752208,0.01119924338818971,0.01996626010702867,0.08542158973041106,,0.06231352299848484,0.06591328219315333,,0.06977354445406453,,0.10003381313895948,0.07467866907258712
IGFBP4,0.17473857644628352,0.05532233410281993,0.11553858092474832,0.023498405696340662,-0.016324100253490088,-0.0133089464218144,0.0628330252538496,0.06941322379728865,0.10020700062729644,0.06948926168555435,0.13518939216758272,0.0925424028880844,0.14502941137798414,0.05286366277312031,0.24492705171957904,0.4056043592712328,0.2083074333236568,0.4033593895376547,0.326837644805456
RSPO4,,-0.01829014571967394,,0.017245650509574193,-0.029616286294739107,,,0.027511096285305073,,-0.01658380955912187,-0.018861567615206968,,,,,0.06474406021503981,,0.10763378628402644,0.14783157067710886
LEFTY2,-0.0657174555736992,0.007753824966891358,0.08249001462745528,-0.016737310912779774,-0.006967074958979781,-0.05968510581277347,0.09229452482079335,-0.00013855559484565248,-0.036780181916921825,0.014067230786112822,,-0.044938854038248724,0.0843080938816826,0.040978718274296985,0.22808304353963058,-0.03738052061507916,-0.0426758312280196,0.08093332206085506,0.05542842973891736
PF4,,,0.004046985555801099,-0.012085129025623757,,,,,,,,,,0.08619200905923285,,,,-0.04025880392578893,0.00359535771022464
ANGPTL2,-0.08372308992093837,0.07864752351836343,0.07897352267657637,0.02047934368954655,-0.06854708362590309,-0.06828060377035772,0.0853494533173492,0.05650156455252798,-0.0073524382698763905,-0.009806550015602971,0.10867813836398002,0.0742733691504201,0.19057660458161552,0.18152204842568018,0.055213697311810875,0.08551568071861561,-0.057073805937396846,0.0815924819536776,0.16349798502507212
LRIG2,0.12098481787170495,0.04513802608907502,-0.024353499830301748,0.04858004219910295,-0.03464095269542461,-0.011473001946619,0.0481688947221763,0.0208571899214493,-0.040017156782522635,-0.03316581558231919,0.027650288512447236,-0.1196549008265349,0.06476342085643104,0.05777506647287491,0.002620899266365033,0.03505942351831164,0.0544299696549354,0.08910123771667455,0.022611855476462023
ICOSLG,-0.05462928959843503,-0.026305122847083737,0.040958332144008534,-0.003303734593565944,-0.03128726819807056,0.0002585617465487189,0.035230260605756535,-0.07834773190484084,-0.012197919406578366,0.06951553563697473,0.0886292685088031,0.06344138841151775,0.059419234552795616,0.12006120895923947,0.09010521290475318,-0.036908268121126825,-0.09706975612802461,0.1586150493615767,0.11819153683238129
WIF1,,-0.04256409228718854,0.023518332580181767,,0.029869214589537726,0.03969868549971336,-0.051037961661298,-0.027772122998439865,-0.018137203877959765,-0.00961084519396658,,,,,,-0.0255628225119265,-0.028046760239052646,,-0.02076969498866838
NPPC,0.15366031707124542,-0.037327528306248435,-0.00477201742000232,-0.002966077832944947,0.11268534740211554,0.02210787760711162,0.01988246404191073,-0.018685119916819117,0.027983400643381295,-0.05314911108147659,0.057529167626882365,-0.04210733019582451,0.02828132411039856,-0.016596567019839234,0.036160651145720195,0.001149205937593446,-0.0008657059197343302,,-0.04856656386953269
LYZ,-0.10504511417820041,-0.014991079003293729,0.009103704804038909,0.03191663180636442,0.019574932751872418,-0.024151737981400925,0.10545480400307514,0.0853390394628438,0.037750591127512154,0.015046416243939396,-0.002336291638772069,0.07690698620735437,0.06869483174087025,0.12941508853736106,0.14948792587177112,0.07847247230730285,-0.05613423160056992,0.2560253725763745,-0.04047561388345875
EREG,,,,,0.004203989706944658,,,,-0.01019161261033368,,,,-0.06540572017219042,-0.026171523377847603,,-0.04911128329318042,,-0.011649241257649056,0.11107919427826726
SPTAN1,0.16617325344935044,-0.002481769048100199,0.06323138967589396,0.011721191559342745,0.027432700763117043,-0.019926099625367035,-0.006954300812431315,-0.06507225218627331,0.02639763945376392,-0.04214590377007474,-0.1010320666974375,-0.1134181080259418,0.032002510958994826,0.07680039903277215,0.06248231989357542,-0.10887329217030019,-0.027686982220053502,0.054575279061036215,-0.011946932552761658
PTH2,,,,,,,,,,,,,,,,-0.008297211999230126,,,
LIPC,0.03727916315122206,-0.03836053444056567,0.06601375347254164,0.03104725326666743,0.021437449054461377,0.026219196905441677,0.06373466066987996,,0.07877522007132724,-0.0035411607455210223,0.08922450271557154,-0.08651685962545136,,,0.025011533095876726,,,0.12800675742737858,-0.02292719000997446
COL8A1,-0.07273719363571786,0.13077943209430795,0.027601599887578265,-0.0030951205705233653,0.013070498796465867,-0.015001291559277085,0.026879660669907626,0.032223163646444626,0.054093316622425516,0.042110956806357576,-0.09951096744963189,0.02076394463722657,0.10674302466856249,0.09310726062105705,0.21198836504676277,0.041096029158893994,-0.05944425659726323,0.13411505516360722,0.05980928137810094
GSTM2,0.09595719456329624,-0.020844055410284733,-0.018285322806245983,0.004236145386180879,0.007360355448176582,0.10909257976215148,0.026035808192546646,0.02719701415965193,0.06978525726750011,-0.03648301193583091,-0.005447637493290169,-0.05555135961726231,0.042234852093055004,-0.0072506222940835075,-0.015983604030231094,-0.0626476275971548,0.11268764824644006,-0.07942595006664552,0.015183492303596712
SPX,-0.0277586277176305,0.02061284856034148,-0.0337512613628647,0.04323285476752242,0.07021416635875438,0.015868781270786676,-0.04164112092112532,-0.03176510182091206,0.04343434513583119,-0.0037351691230411307,,0.001119205754931239,0.05043765400888978,0.009923965331744099,-0.12968593987179497,-0.06795749113548533,-0.030449405619600255,0.024362178583770357,0.015916751045363664
MFGE8,0.11350819006791554,0.07953610169799549,0.1350982344870492,0.05595504786778033,0.008606398932078537,-0.05524029316067948,0.04994328106619517,0.049452782028800844,0.10241717372003929,0.12050068397974402,0.12132914295426123,-0.01147741642464176,0.1097241373352103,0.10907265623791276,0.18136440610074359,0.2745991514971996,0.030518008830188098,0.15730749130811666,0.24188720098664532
TGFA,-0.07072434547475864,-0.03023074816717687,0.0731344287004848,-0.02527974397207846,-0.1222125668778097,0.012004877012054537,0.07026620110067734,0.0020902691118038757,-0.09908208200589205,0.08395212734973517,-0.02072754509039513,0.1285835067078499,0.058721593316511105,0.02142688231577118,-0.1162615491621196,0.029843799416402264,0.04004540138782745,0.09974657250539401,0.09492228799953778
SLIT2,-0.05269404666167576,0.0446369525980303,0.014415993744901422,-0.033595262526838594,0.057262831448571444,-0.03478902246169937,-0.000997940452473719,0.004271002795512475,0.06985008177712418,0.023339319958486676,-0.010054126206176047,-0.04761966659168794,0.061527429473653285,0.05899445443738197,0.03487597354646997,-0.018898049119045867,-0.05595399731143427,0.12938054842181768,0.06116703654709308
PLTP,0.18363625501931874,0.01328402770391093,0.028661296509143872,0.013243482329490432,0.03021738466468387,0.032244576654983814,0.140567206775507,-0.05037956413237318,0.07528073779592004,0.05182915877064755,0.027019072278205145,0.04840900961194054,0.13628980056461001,0.03503684604677818,0.19149331833601255,0.15981342140541235,0.006502235970800352,0.2932937481126302,0.19590399801758535
APOD,-0.2844461536522969,0.17331687592127842,0.11096412841521992,0.02639375956574588,-0.011580210487423505,0.03852098928052467,0.046935423424129964,0.24168591353317018,0.041455224537385676,0.09167233243884554,0.05029444404658261,0.24451661558830926,0.27674796880924013,0.26421788085310843,-0.19768169870475727,0.4617832026783319,0.1631869257362272,0.34294514329920023,0.29930311832035744
B2M,0.04171752937155492,0.0643272342628187,0.1096154370311791,0.003273237461833463,0.030250992760208723,0.025543535811454143,0.11468328028099066,0.016577063441515494,-0.011066843095038602,0.032956546262121356,0.06062017130359835,0.056395885036799036,0.17229451602538548,0.1566707612165399,0.27620777873046015,0.20811273495064836,-0.02894063379979283,0.26890806580608234,0.10445530576115873
OMG,-0.1527421330488896,-0.08877997291601587,0.04741214094327626,0.05139245363469753,-0.036843712757628926,-0.013904524239547954,-0.006395713934494724,-0.032962796727431805,-0.09167221440970774,0.07499127309226633,-0.06059444238855292,0.09633306684652572,0.16260596470079372,0.18380398405068488,-0.19120709914879488,-0.06933357404132832,-0.0866181919810139,0.06728043772132453,-0.12780999405574037
CXCL3,-0.013007175641591253,-0.012226300251430485,-0.03491825664203808,-0.04903851614721369,-0.0267793488211966,,-0.020747208352662857,-0.05370888810538296,-0.0208254527359019,-0.01831924084116141,,,-0.11314429543799608,0.005276238810520016,-0.02006039329359488,0.07411059884890613,0.06260833088014416,0.1256970238081265,0.10461362576198907
CXCL10,0.11630371664579976,-0.05101007429400314,0.11234764385518996,-0.07539718602627533,0.020239829199643445,0.06264604797077863,0.0741251208557539,-0.020920479381422632,-0.02289558230615759,-0.02911149065011845,-0.02578525669670246,0.09215405189260678,0.02509193648848633,0.011987846430863808,-0.053441727874539026,0.07098599472089882,,0.148259072899663,0.061279375724073944
RSPO3,,,-0.02059402713509002,0.006137479936920427,0.10238873813352266,0.08121734825379064,-0.025947644011608165,-0.008598246579436922,-0.06695491919262847,-0.01914325361023193,,,-0.005624745000317063,0.06899140721507716,,0.027137345310229072,0.017474847189175347,0.06049481638397694,-0.019044945522766983
CORT,0.014005912877666605,-0.020506475864004354,-0.030211779201554094,0.015175456457695078,0.08069451281199048,-0.031403298522553025,-0.03621687490679236,-0.018154772408600445,-0.016866109432954773,-0.007529828475172336,,,-0.04093000668131891,0.04066920320477461,,0.03486287434010229,0.024736029909208177,,
NCAN,-0.13115485551410763,0.13343451084869853,0.10383317176973421,0.039437760382749605,0.10273185384929608,-0.005281938637162924,0.0018264556429285898,0.011612056899911167,-0.015396344640992644,0.014579685521357784,0.009473389070361946,-0.07260353980682499,0.18324057361982418,0.19062307428849215,0.06241200187016571,-0.12024863324825238,0.06343472477400251,-0.1172982646056905,-0.014981071123664896
PRG4,,0.014473731120942059,0.014983420619814409,-0.013851465672271957,0.05024804832123315,,0.06332555479806085,,,-0.02238162796691826,,,0.2817018312741962,0.2604726403698672,,0.2980438868074004,,0.2551396303640526,0.16227487998252113
ZG16B,,,0.040624883143747154,-0.016076319943336814,,,0.007298425311374953,,,,,-0.039092545882760364,,,,,,0.007037708238629864,0.16483770109436033
TGM2,0.08444821850019321,0.07656314424411112,0.06723187625949636,-0.019142510058001654,0.051488128767311514,0.0019370377466009355,0.0343819859369933,0.07648246029200839,0.035776987777207725,0.05316777841638784,0.27955735170482143,0.14244570963075276,0.05458258448669014,0.017782655764942513,0.15690669422009398,0.33250704988201435,0.20118764041078435,0.28555606990692456,0.16775267229545845
VEGFC,-0.03680946503440135,-0.020080890338274673,0.004729079562720674,-0.00010663027274280465,-0.03160257645978638,0.057510388542756356,-0.02963544849547663,0.054942554557052256,0.00692126967798028,0.007783114357738176,0.23594245536951286,-0.019115950608388374,-0.021965064955847838,0.14484917777448014,0.17401164153923562,0.1992470826258729,,0.22153679676250965,0.02954111135014232
WNT6,,0.06639945772329355,-0.028288624489548043,0.056155044559516754,-0.028288456107612703,-0.021357032835830965,0.04684777374396358,,,-0.019934771161991428,,0.14851263376374457,-0.016032486846895875,0.06917431450543697,,0.039164792865707794,,0.030379085555033474,0.027058499302286966
