,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF4,-0.038934189896512914,-0.060069373586421844,0.025576598066620434,0.02701365895998052,0.011275619328399421,-0.0097287172290951,0.011278842471183203,0.06115013444186519,-0.024597236604498873,-0.02558988787391956,-0.03429741306265303,0.008182178111621103,0.05165606206441319,-0.012863901731077503,-0.08140801549513108,1.661534414190478e-05,-0.011426014766410277,0.143629996359615,0.007846090105499425,0.04566724149827217,,-0.012214688810200717,0.004715451692903536,-0.05104826799103545
RBP4,,0.03051820964870843,0.0636273775844512,0.008493827047231187,-0.05155617512131713,0.031478321294617057,0.04411803445763715,0.04064341892856957,0.08563329589698192,0.009049937267343206,0.0542678382168661,0.07555660822337008,-0.012782571179956742,0.046911552455600386,0.027047236333350783,,0.07122931127817245,0.0907403159231835,0.007823772294357123,0.07137619954807747,-0.09270812806098491,0.09818401147046461,-0.05742888451953963,-0.05873989841759452
DKK3,-0.030712318548924172,0.05039442629845046,-0.04489751669311265,-0.06916088882478887,-0.024486113473905023,0.04084544792429002,0.09789824173246328,-0.0846517931821405,0.05505302125716993,-0.02701014352550251,0.04052062935662081,0.013490275463369372,0.06863118515414293,-0.014860590995328039,0.029626490544941677,0.09372364169056437,0.08180824835697717,0.10237693510821153,0.0046383653682470615,0.028100437370792406,-0.05213085477717979,0.05931387114581502,-0.06224045024839535,-0.043233851715950886
COL11A1,-0.0319457564866431,,0.022119055388006383,-0.00011836351955163519,0.08866721576525532,0.031140171024554363,0.04859014696232225,0.14674371537423497,-0.02187556597638278,0.022380936721669586,-0.021552643643361256,-0.021872884758710312,0.002722530623327583,-0.01596054765430345,0.00824378026216332,,0.03411035190300567,0.008787003494493729,0.0172918716213986,-0.02710010075798475,,0.0070703539627801,0.08149337501004127,-0.02621364184311618
COL5A1,-0.04952743597696929,0.04469062222868883,0.07360720773349018,-0.02883152663501817,-0.06353621446820343,-0.005888625160407741,-0.008694823531918468,0.06109835209514489,-0.020738438487644794,-0.0035335536901689563,-0.005427576043455836,-0.0368015223819434,-0.11244962034538769,0.05317836839781654,0.008546175582551352,0.06467885719450983,0.0039314788997213395,-0.1015758327308795,-0.001342049011052133,-0.04259495667873902,-0.052809131315456094,-0.03961559277822095,0.04902074821400224,0.0508940880506676
KISS1,,,,-0.010570767466671162,,0.0199321733933193,,,,,,,,0.004541227243231878,-0.01415359622161185,,-0.047878251939385025,0.06848149160564138,,0.021522035735917915,,,,
MEGF10,0.04331867170710123,0.017145219693791663,0.017310865786061055,0.035096055973165174,-0.009040416764976899,-0.03489598963910152,0.05866909110488959,0.05242906981206154,0.01707687596866851,-0.006226673203742207,0.014631422771389848,0.07079900855971827,0.0009788457060112376,0.03013990075328274,0.08599888349263428,-0.04877618270234987,0.08494198395468693,0.1494860143324158,-0.02987116673312972,0.05744876999038392,-0.036488696338020564,0.025345110830115376,0.02639559168201475,0.09529905613361019
CEACAM1,-0.004454624625142633,,-0.0272207579683447,-0.03775980288750826,,0.055121587998168596,0.00876733330661138,,-0.05253920835811409,-0.055023002574679514,,,,,-0.0071743977783286774,0.017477965099017025,-0.055137023791864165,0.07034799743554583,0.07225944779248358,0.016331421562588634,,0.001135382374796534,,
EFEMP2,-0.035259090107309855,0.07860653704518694,0.04285643374944034,-0.016031251965757783,0.009903145837449563,-0.035323816684482354,-0.07487101308752088,0.05749004297897784,0.011033996106834289,0.042827902546903045,-0.05945325322119837,-0.04874742820481551,0.0022712009917794894,0.040636376273545494,0.05668093422596705,0.042168909582218354,-0.01941716776535404,-0.02488992536902896,0.028636553941138846,-0.03799869991347701,0.005129339667667684,0.0021762919849881266,0.13591764770637146,0.12759120131531476
IGF1,-0.031467095537151706,0.005160584600026942,0.00623608944676979,0.08786031550531402,-0.05876499512506955,-0.0016099876323935713,0.0016760976614565732,-0.08787312720490889,0.005665218528873518,-0.026912002498884695,-0.021681669961465116,-0.021150898121934388,0.018845201074148176,0.04361825368780952,-0.05850464925375668,0.006409526427083653,0.02591677591668562,0.08665713578840772,0.0662509812022918,0.021985821743133387,-0.017925237065436226,0.08493990177005566,0.0368736281058792,0.021368557237980205
COL6A3,0.05623680501784475,-0.010971772055333714,-0.018082069248209307,-0.005450018783963102,-0.005223441372364995,-0.014958194813596028,0.007551133836828376,0.04123817857661325,-0.007239932351713086,0.0384500255227466,0.06122246213728719,0.04785284039847885,-0.10701101848180193,0.026690221390677515,0.019266179545665525,-0.021487917488532272,0.006551727217799253,-0.010902033898654028,-0.036018776628293524,-0.014584243026417979,-0.07405892594302042,-0.04453817472221705,0.04212641350825591,-0.11511722812694652
RLN2,,,,0.08948750465018489,0.06469525759379505,-0.007533677566491957,0.03419158946585004,-0.00234717789402878,0.021882181445875473,0.016408592013207324,0.053490370235549596,0.03477845593576784,,-0.018248512200053222,0.00723966254865223,,0.04873234331680086,,0.06373979985249839,-0.0068036351215959925,,0.01749887868188757,-0.032506714753482026,
WIF1,,0.01928642280717457,-0.02035606902470135,,-0.07063691676699832,,0.07753922389218992,-0.04601280681930099,0.08616811079259286,-0.022524972377995087,0.061378483065260704,0.00041292783072470403,,0.012170949102893246,,,,,,0.020227546974562628,-0.046114969963231195,,-0.0020412419891309647,0.05465665323721942
IL13,,,,,,,,,-0.02585460781662186,,,,,-0.007769430520704598,-0.07007535224439279,,,,,,,,,
PLAU,0.02944185491857709,-0.039379797117522854,0.003819235957261566,0.08341666190560199,0.021904991122346187,-0.06962551321906214,-0.01564815007325599,0.11536968133243082,-0.03549094359804297,-0.01577965953641856,0.03750963406188905,0.010503234936107277,-0.01778036431710172,0.043429677770285266,-0.04312499977062659,0.023599026793934285,0.038023372101041154,-0.04524367386612598,0.04619949335555654,-0.0016854812181911038,0.07537817116390276,0.09231199129461215,0.056229029810520824,-0.0569279482309181
CXCL12,-0.010142634718240286,-0.05716305627764245,-0.06169579093407875,-0.01008335446071215,0.03724643090885846,0.0023747525615126952,0.05861893188182578,0.0417732672438746,0.04256282789858265,0.005519442772400108,-0.06217186215494334,0.015327337141907142,-0.0036229758772592466,0.023199601633952415,-0.013090138342812595,-0.0034238643258627036,-0.03450928522316767,0.012654391300022994,0.025396750797785732,-0.01187348030545094,0.17254978129999868,0.013512032521973227,-0.015838243511371367,-0.01598146612848609
MMP9,0.03536915829127625,-0.06867098777624135,0.02987905571848906,0.052492541422167416,-0.03806027899615687,0.01517313332915863,0.02589270268640839,0.09637800824078331,-0.03227425405187677,-0.03146034203520837,,-0.022915682717966353,0.0658878970080955,0.11037553178261245,-0.0073883969158047725,-0.007081209194836935,0.026145793922320294,-0.02691847648693042,0.007115639101080784,-0.001444451050106446,,-0.04736007335229777,-0.08621236049683884,
TNFSF14,0.10022099259438276,-0.035814689264753216,-0.024307018540875802,-0.009593417260179881,0.015105564507579439,-0.007986830830103505,-0.03188992497366195,,-0.010975866467671139,-0.04282174456360572,-0.01824406597189538,0.024140200551477604,,,-0.08479967844296969,,-0.030705966946674403,-0.007354440384040923,0.05373426339102677,-0.015614543502739815,-0.05754835047200216,0.004402118061688696,0.08317538170497328,0.09320960860827845
HBEGF,0.046201933919971454,-0.0502521894802891,0.020148367689796224,-0.01189250709287265,0.03608900549238474,-0.007403290523806633,-0.024325643192226326,0.05509452673812724,-0.033233665930511684,0.02021096160438082,0.007117214984501797,0.033857499488974374,0.06846380061151977,0.011492957624224526,0.12968535527737524,0.008738328551644296,0.09723786188564049,0.06502466288258495,-0.03809422061827729,-0.050988191776426425,-0.03255496338315559,0.039006391949808907,0.03905037191021083,-0.0451515400577606
NUCB2,0.012791943502837294,0.026684367866769663,0.04057877319137468,0.04841185260642924,-0.05698558938779568,-0.06342125341718835,-0.012805645668871964,0.026131495842517904,0.008106313395228925,0.056226407449923375,0.03816508037370447,-0.024526762817128983,-0.010886427939008052,-0.011304828508441759,-0.023687728287367385,0.04042972420736165,-0.03251704002522013,-0.03592484451203932,0.07489012308163875,-0.005420438041831062,0.1252291405689969,0.004925710007931269,0.03536913355392663,0.07774619096636115
VCAN,-0.02498157254936664,-0.041413831579434957,0.0034959661033678526,-0.020213843048326047,0.06601326260088711,-0.02085755371195673,0.047957682711562026,0.12843165569075027,-0.034500018562673845,-0.0034973855853085143,-0.024597677405942445,0.0025261690981057084,0.009426675524959998,0.008550283085761475,0.003180529700233716,-0.10774603679823325,-0.016166120289382073,0.1088090169729351,-0.10812142726015715,0.034306784227576666,-0.0011786505587964085,-0.12127359805470707,0.07340589122550245,0.048128858807104664
VEGFC,0.08950050611123757,0.07873806605107729,-0.02641707401037376,-0.039048626603124095,-0.03229604274784397,-0.00799598767659274,-0.029798790707373034,-0.07897578291667828,0.018806376738357708,-0.029120083043546987,-0.02509324861733071,-0.05312960467836377,-0.029683568903295335,0.0048823823049052,-0.04505182091155019,0.1734053187215298,0.005545955731908363,0.040242089687826124,0.06810112552930589,0.022114145849789952,,-5.7926286363898266e-05,0.056486709996405586,
LMAN1,0.05041077478232219,0.029039510825845983,0.05677765027405955,-0.037843419149110984,-0.1254296929969211,0.043825874087006916,-0.04851840632356205,0.0427539345036193,-0.061519250235397505,-0.025269973430148633,0.027778195023489893,0.0186977789725284,0.06314729293524468,0.015627384894926523,0.04973908966661505,-0.067379413254029,-0.07143516809071698,-0.12808564542244422,0.0754059975985242,-0.04506475055187034,0.032908568356989625,-0.009014467092721383,-0.010334084098565153,0.06925031845800035
IRAK4,-0.03333285610021236,0.012743495439216775,0.02967275746195853,0.005664845511618596,0.03357495029061229,-0.005253306261024948,-0.044373109241308877,0.12142405379271619,-0.0455333124342823,-0.04526604156473416,-0.015325048388589654,-0.017612619329818467,0.07848664461219351,0.024773921140976738,0.10657009462180898,0.10032233009548289,0.04500068663810849,0.06778388450333182,0.04151311624845638,-0.003956742045780293,-0.09132568531188887,0.10616917380915478,0.09512282887929056,0.0686842430022052
MICB,-0.02760671299160076,0.002456320216197458,0.06669113090506566,0.044974455150041,-0.029387526499771884,0.02158222851509352,-0.06991921099101556,0.10156087872718113,0.0027252414380167064,0.021223373324720525,-0.03883720251711979,-0.03004310121939478,-0.010694928028942847,-0.0010698018917568973,-0.12320162208011036,0.006632148955727982,0.0036162421025766225,0.1045305144280691,0.004353186340884608,0.005528890624607019,,0.09859338084384378,0.05321214205296976,0.19643731964512606
COL1A2,0.004711196926587133,0.020390847859572254,0.04412907168506044,-0.006110209707725845,0.0011189692943786972,-0.004243882027094915,0.0038617251122103277,0.08595575552390806,-0.012458535025159841,0.009300166460224427,-0.053724306365553975,-0.008899767172006435,-0.08906951422945734,0.027244159695631653,-0.030582608305009137,0.028734974727050125,-0.04313149105381803,-0.055798020531495414,0.030677963527977036,0.0014829543022820493,-0.0063394920211009825,-0.13050558137814236,0.0030676382597543982,-0.09433280351398175
ICOSLG,0.013013339977762347,-0.0029919108006439435,-0.024807570340633713,0.019122827838061157,0.017731066534668178,-0.003968665639204496,0.06816335264103236,0.07936581545460235,-0.006177365639559439,-0.018321788705962988,0.023178438039185702,0.04388428574215523,0.032917009791743675,0.048229846457962085,0.0052487360762049915,0.025618657185286744,0.11167303378747408,0.13835343281660345,0.04045274252125758,-0.030228935334360284,-0.0561850245307107,0.15077345168503237,0.017556720836855045,0.0781636720905336
GNAS,-0.04819852744655995,0.06798630337323061,0.05305266412934094,0.06333220904186583,0.007439365701236323,-0.00987817814661171,0.08141958564419868,-0.03377216378544199,0.07540482936756128,0.04892856628185373,0.03887451316593393,-0.01804226795728162,-0.06100787373352819,0.016346930137752964,0.08927132980022838,-0.01895214466149361,0.0459836509711969,-0.012452264840809416,0.005981352953463641,0.044134740676168814,-0.013832569075490297,-0.016200022578457932,-0.012802375358059972,0.0008407678235237499
C4B,,0.0017844541986748092,,0.009264501782584957,,-0.03619186070854934,,,,0.023002010749190588,,,-0.031476260237354024,0.04141122493588415,0.019172218959013068,,,,-0.06034476456632035,-0.01707114817904757,-0.037701034733802465,0.051088381673946685,,
COL2A1,0.04486620915884902,-0.0285940222314931,-0.011634702538233085,,,,0.07731909704445385,0.050313707757614054,0.023380303496403125,,,,,0.006043410143415111,,,0.07808561199032066,-0.010841125073990987,,-0.033938734229430875,,0.12597004924477148,-0.010479066982235365,
GSTM2,0.00044245455913287916,0.03293842133899668,0.05138197430928511,0.05110791377306558,0.0044962433222571,-0.0012593287842720107,-0.005207645712185568,-0.026963892406784252,0.004292654996431533,0.040189737027878404,-0.010227981649587659,0.07197431793213668,0.0344374729239377,-0.030287508566325682,0.06249508348307797,0.054382350936459996,-0.015429272964131591,0.09087517243891369,-0.03641805558987555,0.026255629823595188,-0.034189020932611607,0.03883338701668801,0.04503084586093788,
NLGN1,-0.05968873180125987,-0.018378549857278638,0.048453228200323814,-0.02145060573575355,0.04157109538362119,0.06828186897178169,0.05026243400594832,0.10247005280015349,-0.00011825297346143819,-0.004129135020603845,-0.014926345125446218,0.13854277213490857,0.042529685713025914,-0.02799693318079547,-0.05999898735420847,-0.12214464283858982,0.006318718939645882,0.11236309146121114,-0.000412500335303946,0.004759492450851394,-0.05085080977510217,0.036216719220332136,0.06592710503648572,-0.009420205932846693
SCGB3A2,,,0.04354500970694413,,,,,,,,,,,0.06423034836835702,,,0.047375762411529444,0.007032342843619904,,0.028247477884461965,,0.05145971276590871,0.059600522412390076,
LEFTY2,-0.02735212229775392,-0.033435897969015076,0.0652236575010709,0.06154457365113649,0.026847843554856216,0.040627149818395526,0.04204782670293482,0.15017581775986075,-0.03544505762630021,0.02191314255247056,-0.028623454597905832,0.01240843155283187,0.06417054290055264,0.01609544775942518,-0.00957153472674122,,-0.012794619072200957,0.05970632209805186,0.017199616078265787,-0.045054405846765816,-0.03912138948948544,0.07387344720582595,0.0010198864004378337,
ACE,0.017664122760305406,-0.032508378002421325,0.009855448828032604,-0.008072598127340791,-0.05419407537121038,-0.043400865861349516,0.0763967908756908,0.08092025136912072,0.010321706529575815,0.057364130858915896,0.016036573729125266,0.03435752678184057,0.05066138797581481,0.01523055531862051,0.00976446974851376,-0.006071270796455147,0.07939055132155151,0.08588604684935638,0.022242963549085778,0.06392637758569769,,-0.01392239323177087,-0.07317068478902092,0.04505499342392166
RPH3A,-0.04967084781829783,-0.043922994093433,0.014376365465065006,0.04123958234832781,-0.02852794752800413,0.05448753927633957,0.07243599271124349,0.00650418568981842,0.02065962500047,0.005054084681186308,0.05322619786650458,0.0006890161050325683,,0.018686279740905424,0.06085548286598866,,0.07802880711137558,0.15527284990421036,-0.005867191455791099,-0.014410398147114069,0.0030319538118760564,0.005566513315227924,0.0025692886182609584,0.04953607421627927
NCAM1,-0.01190493532996362,-0.01781120886299319,-0.027858866749440128,0.006028591562184184,0.060276547858879606,0.018486636479778384,0.013603443250862293,0.030629149874614226,-0.015756625602690755,-0.0290285526224279,0.035817073051795545,-0.0011775894142762452,0.06213960722100176,-0.027720872812980697,0.08032028084288659,-0.023436672154456897,0.023941782081990805,-0.050189938244308584,-0.024246537815745428,0.029252692981103435,-0.03960252936171284,0.041225990944760246,-0.01563365101425118,0.04752996490534399
GIP,,,,,,,,,,,,,0.0005682534054995992,,,,,,,,,,,
EFNB2,0.04410904431689602,0.06160235820136316,-0.0058634859942154945,0.04521074632499624,0.04319815097982069,0.05210203428360899,-0.029433500159564786,0.014212551912698643,0.06390984317487242,-0.00935402033734659,-0.03307424759411156,-0.08190393167296829,0.0556194997567296,0.04092281956780043,0.019875107897193697,0.04915613514617744,-0.06343065726464368,-0.04758742742401907,0.10074707496914946,-0.026081583892511175,-0.07139593581738682,0.08374328475585502,-0.06035932523888904,-0.003985041548227211
ICAM5,,-0.02743455693447997,0.020301029887407264,0.007295591683493037,0.06003051389983653,0.033812884053222456,0.03646534736169054,-0.018844362371491088,0.06657850362016964,0.04691236351511134,0.050492580500577124,0.017570794312510126,-0.001295279058771714,-0.02378661575485136,,,0.023122900576555052,0.047909571854113576,,-0.011443306181378912,-0.008280393817984715,0.062287751493938136,-0.004622363578798223,0.03364888803423287
CCL5,-0.031611672495450445,0.05318617387453347,-0.05016704414291171,0.005140258654528492,,-0.028217894285280494,0.03754163763455229,-0.026344608586434188,-0.03339630030793223,0.0037091608448720677,-0.03734564054659627,-0.03310851766827254,-0.00010394417534605237,-0.006497850318658011,0.07413807247508683,-0.005341121641985366,0.05974895147753473,0.041614306702521614,0.0767563062381856,-0.016191810689059245,0.011343610713755456,-0.016686794516472366,0.0020452406316181296,
PSPN,0.010263552138272417,-0.006525787214122409,-0.004783100524005382,0.014216782260343643,-0.016661360969308793,0.04941061477727472,0.017605612635254196,0.09196256667525989,-0.028528963008429466,-0.01131176515389745,-0.007501496634627579,-0.03438937200836115,-0.009649883856636347,0.036719268440727475,0.05399095271589977,0.04120371551547651,-0.030074018960716712,0.11992422516716991,0.01256964238932826,0.028845763212908628,0.006055189301658034,0.04965631529425774,0.016964964209938215,-0.01013743548499681
PENK,0.16115680643404293,0.034548537445960134,0.005610794503490729,0.027884238623398394,,0.09500874929919569,0.07090931303231046,0.055582417907829494,0.06726409737514367,0.009689252934783798,0.030812587792461012,0.01993406501371569,,0.05267022267309071,,,,,-0.012121372897699455,0.13015086120423552,0.014730886252094967,0.002541852109589854,-0.06410361783426774,-0.004803904248329201
EGF,-0.0022278306123196577,-0.011527373675493589,-0.015446678024018504,-0.01787369971812344,,0.037239121488040226,0.056166028154670505,0.06435591851225896,0.012235174404765198,-0.0002641960350323948,-0.01841701614068316,0.046646404375321804,0.004133744065158492,0.01840311048180653,0.030848690360512663,0.19486160041548,-0.003934921798967945,0.0045857342037986274,0.028951916520301355,0.009665690900612037,,0.04711495681577634,0.02851892006266768,0.047523655809462724
SERPINC1,,,,,,,,,,-0.02530925076615042,,,,,,,,-0.0012394132627158352,,-0.013592426355711248,,,,
UTS2B,-0.022246705908594427,0.009296433910112653,-0.006990918503262535,-0.04133184422132227,,0.02824500729337171,-0.017995323608901433,0.030708568139042436,,-0.037418922122384235,-0.03808845939325703,,,,,-0.01577395141267367,,,,,,0.10227316275631294,,
F10,,,,-0.015662885335911834,,,0.10798495133513615,0.0225303074008545,0.0563185626219541,0.01730135663675326,0.0653401219819347,0.01713078791547935,0.02467894192848248,,,-0.03526148167165832,,0.04208797292149583,0.051183132838785034,0.02647928801508335,-0.004657157342077472,0.024469371395118046,0.1153960648244586,
FN1,-0.010225897963260747,0.05117990113995684,0.05027536532780235,-0.032586330606448485,-0.06057627970220872,-0.056816564299693874,-0.047372354506586375,0.07824329455925659,-0.047555379711042456,0.002032621251308381,-0.01043209855111868,-0.0018713556100779147,-0.1151001282864516,0.014542480962641638,-0.020138054273308392,-0.02113866023782447,-0.07364395727103908,-0.13247894297064017,0.01624796192633248,-0.05846006320759008,0.008076872026585724,-0.12544324952140154,-0.029143512427143622,-0.05357499118204657
FGF2,-0.028415414192215785,-0.007535291784575862,0.023649261170324544,0.023206155325985696,0.08230548291455073,-0.02486221683159036,-0.08409820632028787,0.005103937657189073,-0.022013235772196604,0.00016144722938782685,-0.052632107200019526,-0.01286509847740115,-0.012205375572622867,0.000495621570150991,0.03492474581037417,-0.07755210065880215,0.038420860825254644,0.02095022500753026,0.02599113812677451,0.03417141372671123,-0.04788963745920831,0.041331231329216934,-0.00426586319156419,-0.039172082371207596
GDF9,-0.02816434544364816,0.01792102894661899,0.05124732337812328,-0.047085586447632825,0.0692033223140123,0.003595956407049968,-0.03552622981294174,0.0076609670098437,-0.04472448136939871,0.026865422380547448,0.0782096588741728,,0.046610374487654524,-0.009981010363664404,0.13424631239438395,-0.03211697582861353,0.034162057324081986,0.13399835303363797,0.02280248501696061,-0.014528123205137666,,0.02097732428559839,-0.04832891860724416,0.05556780194615489
CSF1,0.013886630501940226,0.03840481048932103,0.03571449886358551,-0.012218970539200171,0.01198370714816309,-0.03624592792207957,0.007450299546992826,0.05545250992845486,-0.0012794955823140712,-0.041097304394711126,-0.023801735146555838,0.03733332089895285,0.0533835366829378,0.024395055073162898,0.07287894828620216,0.02185905732742688,0.06897728957284689,0.02543288544076436,0.05259661223640317,0.018879925437464896,-0.022449354216310457,0.0776603831384191,0.08005750084774173,0.05771249725316766
GZMB,0.07675047959401493,,-0.0432930788543636,0.09720225016396057,-0.028454632186486632,0.01616725466127083,0.019220123551456934,0.0017600724945393226,,0.04146223039533649,-0.03311599497156958,-0.009715081093390828,0.08815421650928505,,,,0.014090406153428799,-0.002560121360918663,,-0.03466336437627949,,-0.003468035367849114,-0.015809761119883574,
WNT11,,,-0.058356212488857875,,,-0.02018386554037973,,,-0.04950603842018299,,-0.04340294498478806,,-0.0037834467406442037,,,,0.013350137217700614,0.022273750277683496,,0.015164734003440457,,-0.038312150559778296,0.0011934366652561299,
GDNF,,,0.05421316908755126,,0.040906153587090904,-0.03859348346788321,,0.06854058384356114,,,,,0.03345620723331507,-0.03546917389286928,,-0.03305854430266028,0.02312020945450706,-0.02851384908350286,,-0.00028398299798655354,,,,0.011863035994651123
FASLG,0.017114485493787714,,,,,,,,,,,,,,,,,,,,,-0.001188465495183762,,
SHBG,0.0790537043482697,-0.015172261506581596,-0.03447797652067541,-0.01508764021265631,,0.0023155102412822843,0.014776653848854453,-0.021627303961583546,-0.04374569712622678,0.017509846728677992,-0.004384204367849268,0.018087811066138146,,-0.003397467499799835,0.0125196793752502,-0.01058224125127501,-0.05103422697278437,0.0693530119011144,0.019147491225950858,-0.0623768820851775,,0.06260317481270565,0.1176091340314765,
EFNA5,0.03072169655061097,0.03960739918986875,0.03607581116762849,0.007877386003201113,-0.034975280074483465,0.04754767803655072,0.01926700134158343,0.0005521775190228153,-0.027926187084574283,0.026190439431465776,0.015187028618008289,0.04234852587381025,-0.017880967763980807,-0.03850168882373977,-0.02907873797322995,0.00044366002077613094,-0.030705828708542365,0.035104355838396356,0.03974878877582747,-0.046191181011031916,-0.04939652609438494,0.05469950474437349,-0.00016939412658160784,0.03922059316963793
THBS1,0.08679661834647845,0.011315067798768782,0.03174081575087043,-0.023366924326895838,0.084230826644484,-0.02670361354148968,-0.04601289405390738,0.044159003577157255,-0.014028095742662084,-0.010734109138132388,0.019205390610513465,0.05108302590973443,0.02760463491301309,-0.02715341759832487,0.03363481981374229,0.0228305956184375,-0.0648828260745612,-0.02757143243161607,0.041120237162852,-0.04392644110079212,-0.04493955465044499,-0.07774943628888456,0.03422970354271191,-0.00471090166589984
PODXL,0.04230850875679142,-0.02915788516768674,0.017465375178874445,0.019155065577474394,0.07372232337760079,-0.043407923960678184,-0.03878167387741192,0.0524472358622989,0.015775483028717743,0.013670723326694292,-0.025056863842920177,0.04377477543617881,0.011023872622717146,0.04137261727922377,0.058826594067673314,-0.001597143342333673,0.06688615006814878,0.009019883208523392,0.016829828410348885,0.03892994213784665,0.037901938699386836,0.009413254299504707,0.05214025497733251,0.012030792423382923
LCN2,,-0.007611538859078214,,,,0.017721847605582704,,,,,,,,,,,0.025529889092073682,-0.017287785214455165,,,,,,
