,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.018973588683283197,,,,,,,,,,,,,0.06545930992982699,
BMP1,-0.010653689127147143,0.012255472631907894,-0.006727867715723669,-0.055309936764250105,0.018777875565678778,-0.0009948946099633865,0.05493649095696725,-0.0014151509462601056,0.0033899037387154257,-0.05734290062701367,-0.0017719230493873648,-0.01219480492846537,0.010020979246378363,-0.030526384053161323,-0.03372163511374024,0.16815899184341243,0.012163400513040547,-0.022092516046343675,-0.08759492790596521,0.19795206887052336,0.08144351552736519
NDP,-0.008706256309724405,0.039341371863755754,0.0015391661974565047,0.017820506427096844,0.03918994262441987,0.028650437106191695,0.06474662187144256,0.020915751775147873,-0.02654161356951238,-0.051029773537824535,0.05108570458603091,0.060844033201702966,0.05717772489546206,0.0019290445000868523,-0.021914074696780007,-0.09603011435405008,-0.014363458348902944,0.10087760828969361,0.03692420904131749,-0.016898041583796576,0.06353347251791525
TNFSF18,-0.007422907659238742,0.02051149907413114,-0.02998954760180842,,,-0.020495735424775112,-0.01475531764224853,-0.010647509681371023,,,,,-0.0345144307034218,,0.06675483209691459,,,,,0.07498383729891397,0.13293184292343962
IL36G,,,,,,,,,,,,-0.0227588521243225,,,,,,,,,
RTN4,0.09081038153790542,-0.018169959724096255,-0.05068092381453995,-0.004149347491953501,0.028966441830716054,-0.05075484110278191,-0.1109724089213537,0.06155331954503285,0.033146445290755916,0.13006223998961883,-0.01938155630399716,0.01674806470547857,-0.016166055526354913,-0.09910692440903864,-0.04416961136926733,0.030742237142683506,0.014646956886827421,-0.08512126639628335,0.023240837024915962,-0.04065903295615889,-0.0984910333896683
HEBP1,-0.03239138636807914,0.014290661502075017,0.028381806163701465,0.03366258760252259,0.03720597194628616,0.02285764264945629,0.017325058814818897,0.036517187497105495,-0.015174295093429989,-0.0336001781027299,-0.020833435314204878,0.026211276291306967,0.02331104807048767,0.03623437156619869,0.09060506896390488,-0.02209328678981542,0.0025790131172416,0.02131756185365952,0.010557583563264803,0.05593621918857114,0.0357729583284632
WNT7B,-0.006957008455880384,-0.0541941891050833,0.01654541836355721,0.09402263435708089,0.007037081641682887,0.005608008770179186,-0.01990175311368142,-0.030520095349847606,0.020737152005611572,,0.02927816805315393,0.12943655436073115,0.03991408157323867,-0.011072401685080118,,-0.03849383841401157,-0.010250706772830466,0.05191286185350994,0.09420721443940888,0.15005297639105475,-0.039157403215259935
PTMA,0.08860333732007081,0.02515348505965632,-0.006251764563853908,0.02405748757037207,-0.016645624139333987,0.019713659049454296,-0.03984055668815086,0.02128300098530814,0.0011647894085831556,-0.19143029695687958,0.029096453381972812,-0.02562603036523152,0.06133126970618698,0.10524096445918271,0.04580798729887867,-0.04301976255704694,-0.00606029747135624,-0.06895974624783659,-0.029402704811296997,0.13538443609150608,-0.0488819700834699
FASLG,,,,,,,,,,,,,,,,,,,,-0.019392584864114618,
