,UKF259,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,-0.016360143680681526,-0.02640400520281994,
BMP1,0.019706321672587367,0.015281711333818261,0.1341701184415188,-0.009005404240340138
NDP,0.013371274814403483,-0.011757892355398111,-0.041323795446315106,0.007585492630019631
TNFSF18,,0.042237044951412075,0.005379882550034183,0.0004620972781346053
RTN4,0.0017715005321349,-0.04804364012263233,-0.09449964085271936,-0.0843609317516706
HEBP1,0.012750608909696213,0.043865446754042435,-0.010843748608639292,0.048037379157360886
WNT7B,-0.012751624198911661,0.10957449958924859,0.009718765679321915,0.028348640212194107
PTMA,-0.00021187467181193884,-0.03411437933487887,0.07309773595634249,-0.04258444135520703
FASLG,,,-0.022900184704549197,
CEACAM1,-0.028810558657853265,-0.024243198227050053,0.020951725504153616,
PDAP1,-0.03484323337478324,-0.005017883574720167,-0.017444325194757877,-0.0724658697902705
QDPR,-0.00048014957980375923,0.021893846136040947,-0.03724539784362724,0.014192045186379478
POMC,0.006550836878307586,-0.05243308704473888,0.03860781770080764,0.2152246662302611
CCL17,-0.01669895613922304,-0.021569904398966406,-0.020756445294654587,
VEGFD,-0.018604481200153088,-0.02274959160461017,,
TNFSF13,-0.011518566211161891,-0.023130932980764598,0.03970352750410582,0.0595377579907009
WNT5A,0.02108777572999037,0.02394366692176923,0.08437977639854673,0.016181035077544387
CXCL8,-0.048156421529423614,-0.030624562339173676,-0.028927866461661185,0.009883951241459566
GRN,0.030771373580933962,-0.01985706714304374,0.13039480775283366,0.03733034917527533
MIA,-0.0006064529439412773,-0.02749477327491337,0.037399571883881016,0.0020980271743392797
COL4A4,0.022715464170131545,-0.03322669412282691,-0.00827004279622682,0.16639921724911536
TAC1,-0.012788529124438393,,-0.011758034511051087,-0.0741206991453969
RARRES2,0.0048276239984473435,0.01291769103703528,-0.0029872457831313336,-0.007923227560047161
FGF7,0.012013066837847003,-0.0343643780621686,-0.027529851389800124,0.019414162101870927
HBEGF,0.02958924869212677,0.004046678449878119,0.025613883961942304,0.017609409970362155
CSF3,-0.019903699685247453,,-0.021853334835649354,0.02443547429254553
PI3,-0.017077204036768746,0.09211644337057581,-0.04748003653910067,0.013214520594557501
PCSK1N,0.024388218759090904,-0.027462616267771446,-0.051427901330380124,-0.023403879098173277
NTS,,,-0.03236180894425237,
SFRP1,-0.0145704847060843,0.03614501250682894,0.04897285806730758,-0.004202036410000087
CXCL13,,,,0.15426653523571152
MICA,-0.04029554037316109,-0.0035214124302423355,0.07575175794684283,0.04516694276031194
TG,-0.01572386146158759,,-0.023133504657294926,-0.02525891022774527
ADA,0.0071608272137363566,-0.04287429761935867,0.16781434478755636,0.025112851900616462
LAMC3,0.06304553722337598,-0.05369884715326733,0.18746540782860208,-0.01407499266883444
CCL7,-0.011368326714253568,,-0.004853284493150424,-0.047849556350077614
NGF,-0.026047740109326298,,0.02820344474068222,0.06126251583644085
TNFSF15,-0.012659187814058446,,0.1459890007862029,-0.015399280518894162
HMGB1,0.02500439533833344,-0.006057623926584097,-0.12450395592199894,-0.06592262031579459
ITGB3BP,-0.013757671541999267,0.04975961807014474,-0.007622116014168599,-0.06295735516017313
AANAT,-0.011518567440516539,-0.026681279734165314,-0.024229341789328528,-0.017254139653794513
RELN,-0.0199936535506716,-0.017417675153228868,,-0.04723043903107698
IL15,0.04575015747670045,-0.03322668991212808,0.045353572396163715,0.0587764289485416
BSG,0.04539379782176583,0.01585384826505891,0.04401038812039338,-0.059318273542810857
ADAMTS3,-0.017935616147048784,-0.015248123141959022,0.07048748596597579,0.054302568087429365
CD34,0.0563776097676521,-0.05459403020914643,0.12374756852563272,-0.021504219833291784
PLAT,-0.034337423912643855,0.043937068856450025,0.10315320258658738,-0.03781821717595546
LTA,-0.014570484024454124,,0.01861763540544073,
