,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk
CXCL8,0.09754131978262488,0.010127473359279767,-0.05392729283638337,0.01904747086442594,-0.04470967430369633,-0.07679054038595483,5.545278357262407e-05,-0.07119808268723492,-0.007767219222041505,-0.04560693692732608,-0.10690867002491264
GRN,-0.03747173220393204,0.026870301959776997,-0.03595326815609354,-0.06318267192561809,-0.1136298059642804,-0.007256307373407352,0.0005304995348353596,-0.153891848978931,0.06405734782850234,0.09863837153101548,-0.10685844006910089
MIA,-0.016636635256532768,0.005644527075846887,-0.0422750373799948,0.021672779200082815,-0.038341125061536155,-0.004778636107779449,-0.009884819806643139,,-0.021411695259752783,,-0.04107773661980812
COL4A4,-0.02797786533733101,-0.033098458538784556,-0.07594286574025987,0.0376520815687237,-0.0132263651903429,-0.019699741266433486,0.05143717880555441,,0.04415973157279499,,0.036302903954732256
TAC1,-0.009240250950507886,0.03446727582405277,0.1587313755864487,0.2491450380664807,0.11908134857283278,0.09604313547441258,0.020714819565104764,0.1653200840391577,0.024613938031526856,-0.005780114960918526,0.12931995502104446
RARRES2,0.011425945928469386,-0.012777187898317293,-0.08913807048812072,-0.11230363711086716,-0.09694981847911766,0.01139727406620999,-0.03424862870799387,-0.025432022339755517,-0.047967170279666856,0.015738126836029483,0.032623095448775535
FGF7,0.05508340784700572,-0.03240760928612219,0.0815303262892582,0.015779385183252434,-0.037693126968444145,-0.008052637259112887,0.028427560041984618,0.06897090611950549,-0.012208992851683302,0.16339581165863828,0.07922921285623993
HBEGF,-0.020231308088115192,0.016292110340837322,-0.05056131302733891,-0.018120100697483196,-0.017630606015719714,-0.1070592108632331,0.022220543643402493,-0.03184525325308044,0.03839479185629579,-0.031222821137427602,-0.0845916057661804
CSF3,,0.026267666948514044,0.008903455803328643,,-0.013993239795465398,,,,,-0.03273928660313939,-0.0630735420553535
PI3,,0.015179857159628071,-0.02596265110125589,,-0.0157565727004683,,,,,,-0.012430463208631889
PCSK1N,-0.002557688997148445,-0.033942090172719354,0.016488964419335093,0.008662269093750714,0.041452317581272234,-0.008063421580753218,-0.05700388061815809,0.1881561784311688,0.10495342277982438,-0.03039528380255615,0.07242980436317366
NTS,,,-0.046671090637260465,-0.021566124318517517,-0.01719937497453989,-0.01003910856890368,0.06937256635666181,-0.02813100102778234,,,
SFRP1,-0.0014697038078438076,-0.019826453496182752,-0.015894200619244694,0.011479256223218997,-0.02213573760584421,-0.04178644056040639,0.0760096821653184,-0.04733623600739193,-0.04165452443670246,-0.008106869878347436,-0.055822970937505365
CXCL13,-0.009285677280009555,,-0.01575135579188558,,,,,,,,-0.0307614126292597
MICA,0.0151020777497899,-0.003632419542776097,-0.043845417264260646,0.0494634475719273,-0.06363543167373022,-0.025557865411998667,0.027702962940686346,0.019620447880628323,-0.030239076770335,-0.03425979091265031,0.0035851474417666093
TG,0.0549203136253941,0.03495968907271287,-0.03371098957142555,-0.04190437445636333,-0.016888588486293366,-0.01900972766588585,-0.025352999968278337,,-0.021912878578286058,,0.021369743451088483
ADA,0.01496420665342188,-0.007466139673795583,0.03161146748493688,-0.03560537161502389,-0.08680329283096937,-0.02652890852415464,0.010769687554269878,-0.10242386508991617,-0.04435932823900758,-0.05181381309071266,0.03249503096533346
LAMC3,-0.03158205792042407,0.0023978273537922303,0.047529380313717486,0.010784725236014873,-0.04232651866668901,-0.003761214964459735,-0.007645031241616855,-0.039819395230736056,-0.025445325290867075,0.07080797621793858,-0.12538670800636573
CCL7,,-0.01546919031701404,-0.020883389652786997,,,,,,,,-0.04432594506775885
NGF,,0.03299901149514918,0.00985690612500177,-0.02021976820106009,,,,0.12560452535402652,,,0.04383908632303757
TNFSF15,,-0.017225700006401768,0.07685409477467274,0.017884650305103545,,,,,,,-0.025323337649614138
HMGB1,0.027308943632463178,-0.043696036833665484,0.0215079568558071,-0.0388820003713323,-0.05580063576154521,0.05916434737898069,-0.06378549434439726,-0.05623449968967962,-0.015581475194794914,0.04056393830009993,0.06424216144037725
ITGB3BP,0.008951301285554958,-0.026996019472050777,0.005500789172158755,-0.024310558465441515,-0.02133144956776714,-0.027327450232365557,-0.03189977110702903,-0.09333682656572961,-0.04260566345140473,0.08515199480132507,-0.09264625740921024
AANAT,,-0.015673626945758565,-0.01393217845635632,,-0.012622280979453582,0.06448342832876361,0.0015383564938861608,-0.026447295499219446,-0.019568088887115146,,0.0172566882713837
RELN,-0.03308670771418717,-0.004963716107473512,0.09885796852035424,-0.07704991447924786,-0.02482033144776885,-0.02127919405061299,-0.015613606369900095,0.06069128763186812,0.027146401076511235,-0.025059322447932762,0.033079817931451636
IL15,0.03343698761337853,-0.0544026927813081,0.044590005976866194,-0.04679390857641912,0.00697907960319443,-0.016504592978670053,0.040650446676839716,-0.0005198271675065524,0.05630667647903231,-0.005906678298112063,0.07479662369863464
UTS2,,,,,-0.04163641501596908,,,,,,
BSG,0.03882264532344197,-0.05282801172106251,-0.07057867352722623,0.12560675776366184,0.05586995375429048,-0.04416840179871716,0.05170267090881441,0.14485526397819112,-0.05338721467803314,0.0001863599101287421,-0.0541627267839911
ADAMTS3,-0.020398221054025462,-0.003297435872584394,-0.03638341838412255,0.005398570724402708,-0.093966555818219,-0.021212254109966733,0.031071316299311133,-0.015726633135988585,0.006177983153838797,-0.039810657822211645,0.06583194326047925
CD34,-0.006281317372874442,-0.045359155296927155,0.0917948464558751,-0.012458347789184799,-0.08102559004527708,0.037240412673718463,-0.031071722086983625,-0.040465145304382964,0.07978498179819854,0.1027431055524602,-0.030203949114662544
CCL23,,,,,-0.014362152099391564,,,,,,
PLAT,-0.045416211083682156,-0.031863668748680844,0.01926775500769763,-0.09464984753164363,-0.034028952047029604,-0.09235202506539483,-0.01065181199883993,0.06777738860093377,-0.037104225289731986,0.022766774935296243,-0.11540350063372867
NTF3,,,,,,,-0.021607433862741263,,,,
LTA,0.08452793707961545,-0.019826452568670095,,,,0.10210151945266342,,,-0.018148500260702343,,
CKLF,-0.0342579631352255,-0.011729303138575233,-0.05213872740305111,-0.08928919453471133,-0.11568787379512221,-0.021151911734777932,-0.010537426116174099,-0.0320257381312898,-0.04813433186475696,0.0992149807014016,0.03966596793096811
CD24,0.008756491916209848,-0.004562337770066008,0.01949545057648008,0.2080191926604547,0.002641451334845874,0.05023524190774379,0.07066086716647417,0.06525863726564103,0.05021302387566155,-0.0008675118122266752,-0.05124935745489569
HSP90AA1,0.03531845832733115,-0.04031171618025874,0.12119484477926486,0.22578106355775748,0.1033183021117492,-0.015245484207964425,0.04371895257985712,0.1783100014045549,0.14831466206771526,-0.029488850583090965,-0.0004602710508042795
BMP4,-0.013845181233684896,-0.01522438386809896,-0.02703764287697955,-0.02303067462360852,0.005216474441475756,-0.008606799202011692,0.007170100777268756,-0.016200162671506174,-0.015464396679540972,,0.01595047792955044
SCGB3A1,,,-0.016591504619629934,0.06419341451696003,,,-0.024651412373188828,0.03481671586149595,-0.012663783478039757,,0.04009105373751371
IGFBP4,0.025708603710682957,-0.0048501252611326965,-0.0033077021010241093,-0.0978096288516672,-0.0691656062219599,-0.07730126985535436,-0.024602760995296975,-0.037773378190816595,-0.058221426529205825,0.03870212182056213,-0.08778559404768968
RSPO4,0.03909116569077494,-0.030347859258814325,-0.019149293365790382,,,-0.019149570717141066,0.03645724892854315,,-0.02517482701318401,,0.047892631182495336
LEFTY2,-0.01322117556502071,-0.005178342602299554,0.024125001098889987,-0.032166735504266526,-0.07942494522577265,-0.047158703222813424,-0.004610217718693745,0.11036318831440486,0.007973157470051409,0.11306534108085632,-0.12077966860807489
PF4,-0.011880544954120206,-0.013496563790373287,,,,,,,,,-0.009631856641935619
ANGPTL2,0.023448106507766533,-0.05705530606027486,-0.0321550165401123,-0.10949198670689884,-0.09195943116053332,0.01363218308747407,0.019124571089859994,-0.06863185308075699,-0.0744129196445559,0.02409552511200709,-0.0758465479069616
LRIG2,0.036533492395634005,-0.004093216965901852,-0.036750433977064935,-0.032179560540838266,0.04166812157422578,-0.021234050916173777,-0.05930012791249907,0.05403181580061779,-0.03871888305389593,-0.022482352075376588,0.061432203217313124
ICOSLG,-0.027623663616657263,-0.030163314147958958,-0.03946359579756691,-0.034970553978136434,-0.039191107476629565,0.016289424139585056,0.023710531800160424,-0.09810615920682476,-0.04935068204589453,0.0393015360481699,-0.03292970013358117
WIF1,,,0.06282094453611682,0.03819139031620913,0.0009003603965982694,0.05990478495883527,0.04659086547614441,0.16065628087141512,-0.005422275812071271,-0.0352357398799742,-0.047651868418768145
NPPC,,-0.007392812828092297,0.04197341481944267,0.03510687738530962,0.03965162984939671,0.07197645882727324,-0.025444351677924318,0.06997484226673066,-0.056962408185059425,-0.027896609277543213,0.002986846002867947
LYZ,0.01721953208463429,-0.01940329282433869,-0.00024250223759667643,-0.04430691852083159,-0.07079482462189052,0.06221016762035962,-0.020182377805212943,-0.1660385968863963,-0.041428799064958124,-0.013153892410060408,-0.050493996682007686
EREG,,,-0.026947599308806792,,,,,-0.028938598154042483,,,-0.043797686501364314
SPTAN1,0.031674488704366684,0.011742408785194917,0.09732440262513904,0.07531215882042964,0.10684262279695085,0.049900983122364885,0.04027226762494847,0.18844586312856124,0.09149265521657401,0.058793982241686936,0.09760697449991933
LIPC,0.017598915593579727,-0.024254330319642487,0.09910940657289986,-0.02386502357347172,-0.006634012380607102,0.013213560955283588,,-0.05182850185424964,-0.028509596759303205,,0.044712543400228136
COL8A1,-0.02157849257162363,-0.034659408308128824,-0.09196797435027451,-0.09850414448252388,-0.04426751189617533,0.010853001888709317,-0.023972010367106483,-0.08838723553581625,-0.05827086530541286,0.20873711716958568,-0.021541701204168807
GSTM2,0.05882971794963031,0.007561849108818185,-0.026298222915285566,0.05693902771515698,-0.04623903328176907,0.017434168805618464,0.010354595349810744,-0.022311660073107212,0.005231120126602166,-0.06208238351955829,0.05741480896010632
SPX,0.006670019301701416,0.025027337762911293,0.08190687850392463,0.004602682916200121,0.03811906106796647,0.028548159091042736,0.04341236227631422,0.023474760357187773,0.06356577685695142,0.00523599372455932,0.15159629133150257
MFGE8,-0.0009880184536608567,0.02755547725247645,0.0668961631087561,-0.07120105341745796,-0.023176688729096,-0.05341904744551247,0.01112960368958185,0.08360622333094853,-0.02088504287722448,0.017971414921539308,-0.10202154567908109
TGFA,0.04416296090681016,0.040224555231759086,-0.06744021476128911,-0.03251026881735741,-0.08966055456179103,-0.06008998884276147,-0.05548156060812516,0.007641458940038405,-0.014246952286498644,-0.07102482721380024,-0.06162234823472534
SLIT2,-0.030978150935138952,-0.018191782628425194,0.028431288138955048,0.08012102552123018,-0.001982841247108806,0.03011195243119589,0.0749041835688763,0.056537447194778614,0.04910534724357969,-0.06809067395135776,-0.012228921014281517
PLTP,-0.0363747641022227,-0.015486566214494174,-0.07305399231869683,-0.10941199131542372,-0.11193881739570986,0.025330346658330227,0.0025266874387379996,-0.18545899322598633,-0.027552823176943034,0.08356870904376806,-0.017232835692848735
APOD,-0.018911406715197667,-0.01111166662297322,-0.06026116539671094,-0.0752443581762143,-0.01467168749859923,0.04746530370979342,0.0025728750144425653,-0.16108633586240803,0.06853114038320135,0.0188616665238305,-0.03776179029663775
B2M,0.07069318016479317,-0.028407960074407528,-0.04719615864247346,-0.1273764718618238,-0.1308461535032417,-0.004937401926071515,-0.004261433248657589,-0.19279356250381893,-0.09205420374185433,0.1008276064121471,-0.1705882572432681
OMG,0.019183288771749546,0.009022703673935243,0.03465660086245231,0.024171002953200786,-0.04012358296554198,0.0783981891876702,-0.009345870164998129,0.013719625094556398,0.12263881081627452,0.060211832028453205,0.17255150323421165
CXCL3,-0.02442526977543827,0.059435207299467795,-0.040784328128660174,,-0.016572451548394908,-0.05314730552722835,-0.026371796647940673,-0.04073816099537481,-0.013070206634088187,0.17142674129566085,-0.09627124753010481
CXCL10,0.016621140254983485,-0.011366424222209811,-0.018937889218252645,0.05877798970125049,-0.06936538504066057,0.0064412177803277754,0.018182451227447105,-0.024771962461084134,-0.020770140068711047,,0.023224842617155666
RSPO3,,-0.01567362578765499,0.15745318237148448,0.15823830855110432,0.12848195200554582,0.05217808758838158,0.051960292508856115,0.15056316605681816,0.16016771051890977,0.10189161599606003,0.06405320415247177
CORT,-0.021217900957388236,0.006082674625539432,0.04253981593402422,0.09905046227290465,0.07459331091912388,0.015528692712654509,-0.043341182749079825,-0.023753523337220788,-0.016231604382905832,0.05051244854787741,
NCAN,-0.016762298278182475,-0.03225238664935492,0.09246186543891859,-0.03368801906186397,-0.05200026693177313,-0.05674014007621748,0.0027619168255461975,0.15915590473363417,-0.05816772998527242,0.036801051742886504,0.17278923941644644
PRG4,,0.042051992792391184,-0.013274327379262223,,0.04825174815142265,-0.024472391167469538,,,-0.015968593069512958,,-0.052949372191725505
ZG16B,-0.01429630492359438,0.030828308460160162,,,-0.019385028048644132,0.028942664670037786,,,,,-0.03245378331309013
TGM2,-0.0070202092703055595,-0.060850008674851394,-0.037561727336470736,0.011521799195385556,-0.07591204626298804,0.011979967909688903,-0.0329781196565664,-0.03494434086004381,0.07873418448584808,-0.05266531063052743,-0.06619252963933937
VEGFC,-0.0006435195045191311,0.1607195281489251,-0.02043358852358101,0.014742321443225391,-0.02367219849330734,0.049085353838270535,0.017129767561822478,0.08045672717226747,-0.016296585733375262,,0.08972284469573377
WNT6,-0.013221175912003896,-0.007660699278859556,0.0020228482475172995,0.02376265346411932,-0.01765613654324876,0.011421014362477333,,,0.00965287096922569,,0.025582717999484476
NRG4,,0.09284044241530698,-0.018907543434290647,0.03671892441873817,0.08642347595448693,-0.025134143137792452,-0.017864876363062072,0.12874974552721866,-0.019011868078789164,,0.09141042211342959
PMCH,,-0.0038350175374346133,,,,-0.019149569792967447,,,,,-0.032022219012527706
COL9A1,-0.02199226930139451,-0.004626586799259013,-0.007866052639531385,-0.06730556575352478,-0.016011970658923583,-0.018390956331679427,0.10201902271269678,0.10741928400611847,-0.021663571698412435,,0.013275985523828117
GDF11,0.035836582834333434,0.0037647456684672645,-0.06024792490995725,-0.008357810576535696,-0.05517751064038706,-0.018830321445062935,0.02250260522950624,0.0007272611764638087,0.004757568042062173,0.01953348206027817,0.00258987321847662
IL24,,,,,,,,,,,-0.009658372662015881
SORBS1,-0.03709087226657113,-0.013033678161382628,0.021959388690022057,-0.04611711049086549,-0.04772225252945916,-0.011365510694474053,0.006757307726085867,-0.04550795619508868,-0.02687955817343835,-0.053417091675721166,0.059359423213135025
DLL1,0.035746604240704805,0.021440370375491975,-0.028655241979470832,-0.06184683362462061,-0.0009022781383014108,0.030453553431482542,-0.023684578773506854,-0.035412182740790776,-0.01848127028724558,0.01961488502054995,-0.04917687073562056
TLN1,0.026017934494411723,-0.019915412656544684,-0.08726636658952862,-0.0693289801543266,-0.12435401534934962,-0.0554795218063344,0.012898945769389342,-0.1705900124544457,-0.06472716640910794,-0.038727673812433874,-0.08703416253372015
COL2A1,,,0.04938425965402018,0.10079246588178033,-0.01657245718818384,,,,-0.013268943086445882,,0.021262215771905447
SHH,,0.019065686145683703,-0.030055731959102737,0.12794280028293628,-0.013027965008765281,-0.04882382558349582,-0.017849936342307356,,0.0927474621064235,,-0.01794259413725811
PON2,0.032223887876860695,0.025264548043836103,-0.030244871985719436,-0.11797352731579472,-0.12900479566542486,-0.08578614990255098,0.015412505045427674,-0.038509105123048025,-0.05460709159864139,0.0243770535217242,0.18485249104180596
ICAM5,-0.01701862266015559,0.011393593132088448,0.10070906746139437,0.04054932885302606,0.03035929146654096,-0.01620461700339122,0.024404009139995502,0.06206773811547527,0.043819193086399325,0.010906632196424659,0.0045982337183915496
HPX,,-0.006840368895801303,0.04073324819751849,0.006688662088666609,-0.024132950348571453,-0.025674149470234466,0.03611423199400638,,-0.008806589504276478,,-0.04736604136140714
SFRP2,,-0.0183077183397829,,-0.04702133030736109,-0.013226361295658903,-0.02139772468091524,0.015063333109482,-0.0948321646762894,-0.010370698614488623,0.08288857776773627,-0.09999930386794431
CFC1,,,,0.00944191224418104,,-0.01646480612430357,,0.044175978640590904,,,0.04416163669159698
CD70,,-0.0037105379931374185,,,,-0.00233210758548437,,,,,-0.047745998581525756
HP,,-0.04769018577191007,-0.03775315950986472,,-0.017142012174244405,-0.022849402075508132,-0.030899197083172958,0.004498269569034786,-0.026248569732600122,,-0.03966725536501358
CXCL2,-0.03356111771150171,0.021116527309670938,-0.048066283379166956,-0.029613742696556103,-0.028415844367512943,-0.05001205969094423,-0.02584525098304601,-0.03951319930167079,-0.02506466898282942,-0.06612506624472407,-0.08351484344286998
NPPB,,0.04625505689066509,,,,-0.014417253844502455,,,0.025815842557090896,,
CCK,0.035522386362868294,-0.013934143223444167,0.1376356719148947,-0.007407963828777367,0.1375267744838029,0.04882266170754567,-0.0388110752207414,0.17405077331233737,0.118822783506013,0.1954286854333332,0.12162885483450357
SEMA6A,0.004482795560025362,-0.055724002275858255,-0.023129290991403473,-0.03427742180929661,-0.07373735865494814,-0.04335656427678176,-0.016185735059054105,-0.12396261737824801,-0.026920719140178698,0.03601419643568645,0.02086052369866624
IRAK4,-0.02014980583929682,-0.010518746873775376,-0.008140639405282358,-0.0432684337229817,-0.06561187228807612,-0.044938698247466095,0.023418945985120936,-0.020382231645468266,-0.01831544191915902,-0.0029650904859018,-0.05610240479887178
GSTP1,0.04483700613593235,-0.06630775148020805,-0.0016255427027159482,-0.10468089312771293,-0.1323983219612374,-0.017015652176828332,-0.028456819848014434,-0.11702175591335595,-0.049635846809285525,-0.021619190221481337,0.004454565260216905
VCAM1,0.04528036706678702,-0.015345165138544045,-0.06650722850932349,-0.11238873771107766,-0.11021051307113405,0.04941686566259207,0.04867859868096071,-0.025803911850717044,-0.04408905880773272,-0.04117206824565387,-0.006115891540609212
NXPH3,-0.054713864077035816,-0.003036593297133623,-0.003636177691208654,0.046586636737609606,0.007011878841697652,0.04534627811384753,0.024032063645265597,0.08888676618408352,0.03114472962315778,0.09812581063938798,0.06571509806085998
MTMR4,-0.011400240266634902,0.005190776192539988,-0.005658719575233529,-0.0024633031120744977,-0.04425782132765909,-0.0032903726429423627,-0.06392476782700558,0.03705090881610916,0.015431130166537578,0.08501926061376407,-0.001763630303584933
LAMC2,,0.011825232656917371,,0.008269923934043478,,-0.018149714141050117,,,,,0.01843023129149956
IL10,-0.018936976987242532,0.03855236794530411,-0.015871325713649836,,-0.02174676405975877,-0.039552681019235,,-0.07081618318881447,-0.014587762188646892,,-0.03479786716410417
SEMA4D,-0.02309069707301887,-0.03668851508555457,0.011815128630199232,0.010044320489804462,0.05144708896426797,0.06446660281527611,-0.0045872205797057135,-0.05783142930306238,-0.034662152465455884,0.0306400578380773,0.06285417732727887
TRH,,0.008054947248992275,-0.011667191158157147,-0.048871155511648584,-0.03433342159355108,-0.04782741414461387,,0.06319108773138803,-0.05325750593752104,-0.009019362798555561,-0.08564138527424575
SEMA6D,-0.046970078233887186,-0.026050046155179557,0.12144390254322693,-0.07302560430830583,-0.07649432381337051,-0.030324302447833355,-0.03964173917408339,-0.049409539089395306,-0.07778424946716721,0.0715933578366862,-0.011868095495481045
CEL,,,0.008616324418956654,,,,,,,,0.04146735154291655
PDCD1LG2,0.007206921220598443,-0.04524228254010881,-0.02594098827920972,-0.005700115364519342,-0.039695379053273167,-0.014854883138269501,0.0011730769784917708,-0.028570539241268112,-0.02495409995312248,,0.0062591161464341
SPINT1,-0.01158380588431914,0.04359810247084228,-0.031119901045091252,0.011444004713055773,-0.04132958633270615,0.005923410559082686,-0.02569684249007239,-0.04495709709274766,-0.02141169441743655,,-0.03432126097937747
CTHRC1,0.012847689935276595,0.02220288443106499,0.01082480459367245,-0.0927788001723563,-0.013115115403933543,-0.00640729513827152,0.04356299186194201,-0.050938372443909884,-0.027586328327121604,,-0.11062251806436724
PODXL,0.022665476021712632,-0.04039646887182875,-0.03858769395791297,-0.08698788229233853,-0.07420946415251321,-0.039933313531695255,-0.042589828435660594,0.05644230594842024,-0.011858630704114127,0.013795155327148936,-0.12773810413458891
JAM3,-0.010780303096055523,-0.02861249165531717,-0.02340995237046777,-0.01816258167266684,-0.11617355991342596,-0.04420210187894921,0.04366486295779431,-0.1619498937498486,-0.09390000798272456,-0.02202839279838275,-0.0774614807893738
TGFB2,-0.030697593734935722,0.0038947121412819144,0.06693571291779067,0.005629269981494258,-0.10770301492751654,-0.04134662194744428,0.057738036093082847,0.029200615120249906,-0.003921492161710914,0.055448122315191285,0.06425599270544152
COL18A1,0.013125934044193446,-0.055757405895408195,0.009517097713426285,-0.04157832328014646,-0.04775522329557357,-0.08186574464468699,0.07603185671496587,-0.04771079670266883,0.01790907111331938,0.04632020132333062,-0.05996157630892066
NODAL,-0.012734209070280979,0.09282926440465106,-0.028100369566709766,-0.059934765934939765,-0.043674110549230816,,,,-0.022404118389875483,,-0.026120031763039748
INHBB,0.011541502437104749,-0.062139977364616863,0.05816399296155443,0.01028283339977246,-0.0804092720117178,0.034858172129235664,0.018631627925109563,-0.06940531905811029,-0.02567840075241959,0.10251316204973296,0.019934773554934507
LCN1,,,,,-0.01454329246976162,,,,,,-0.01934064893033887
ARF4,0.011972175813300814,0.009872431680330898,-0.037772865665116936,-0.007692508297423739,-0.08849239144040931,-0.02412867262069929,-0.037878589526429335,-0.04517243571362872,-0.07564840303340178,0.011222592796344695,-0.10044273391646684
CXCL14,0.07491440296668397,-0.04426942842410901,0.17459072555006708,-0.04251771108268974,-0.05581123094356398,-0.03219979622432329,-0.016920190496614522,0.02847018185040358,0.04479722162642429,0.006769655970814402,0.10219032839556648
LIF,-0.016114411080682182,0.05651065801491508,-0.040701954938343395,-0.05826197570031527,-0.053410829631961136,-0.025074097266671546,-0.029224809169419844,-0.04044369275216631,0.02238157064813156,-0.01774994322363645,-0.10598725536288424
IL17B,,,,,-0.024018463569909276,,,,,,0.09935897536848878
MMP1,,,-0.011667188612993049,,,,,,,,-0.08618828946048859
MATN1,,,,0.12264627849540687,0.009768359861015102,0.0232853630257421,,,-0.013268941435189403,,-0.035096936749251254
ADAM28,0.04245732135842437,-0.02876353442242009,-0.03345341780914297,-0.039547283703859695,-0.07757775526314432,0.03472453487212317,-0.048937303270564766,-0.0749680088933753,0.07866593934052796,0.04619542366448134,-0.01168030008699198
TCN2,-0.004239503525064817,-0.03173433022949164,0.08074848401292921,-0.011034621439279694,-0.05198135652488665,0.005431703373397477,0.016041497648529496,-0.030494456637436086,0.021108493197994675,-0.020782124209826093,-0.07942009601103746
THPO,,0.012191312745156651,,-0.018081513803619775,-0.001091859822344934,0.008917208602353073,-0.020439613338479382,-0.012110985907984836,-0.013268942959426131,,-0.00361487259633946
CUBN,0.0323844403790554,-0.014690861683786903,0.019609231014499833,-0.030738187387251082,-0.03712008538112293,-0.04854479972161995,0.02437240170171574,-0.03087204185921944,-0.03881179127823948,0.0014937266020551324,-0.03333639026383402
TIMP3,-0.019371297235881796,0.0298057062073907,0.10073796927383473,-0.04401559063654004,-0.08075288272835204,0.04374360097993806,-0.026586924183467277,0.03251909017567629,-0.03838231098690079,-0.061256072000620346,-0.06304740277006313
PIGF,0.022985395089785372,0.0046797215821363525,-0.02937648687940403,0.008907615816832701,-0.02277565785691294,0.01412516828705965,0.050676579156245634,-0.020513702448710477,0.034381970111092335,0.01780701905359443,0.12128545994564235
CRH,-0.01598139880519051,0.013165653196430092,-0.01185599026434577,-0.01670395856097293,0.0966587152213847,-0.010784743735713122,-0.02782216171813671,0.028616596003569115,-0.018148496348137755,0.031774394350643824,0.020265242659130808
BDNF,-0.014296302198596534,-0.012416261310709968,-0.011572950979570146,0.050870713211083544,0.05325370153275952,-0.06070705720816578,-0.018589258969792414,-0.012895479754280221,0.05280448239551291,0.1917540585001746,-0.07073911229828274
CCL5,0.05867018826345094,-0.004450777001341563,0.05631008314739272,-0.007171356659849162,-0.033013397273325626,-0.041001925066827274,0.004665784357585683,-0.04952486638831748,-0.018000916789009832,-0.0523236980036164,-0.02446812655416082
GAD1,0.028828896165633177,0.011599207218602315,0.12281514064799594,0.056306383550456945,0.12069668816562244,0.06126986630834495,0.04402906824767035,0.24200644938624719,0.09268894363783033,0.05345763210970602,0.05091156173281817
COL14A1,-0.01994276898087648,0.06194373576115643,-0.037386895709844416,-0.003914414841158844,-0.025798960032357855,-0.02245679379325107,-0.03245461692677189,-0.02170171899641184,-0.044450740838947414,,-0.0013264762035644327
HLA-A,0.057586192390814216,0.057251703944593266,-0.12328840277456089,-0.185301162695307,-0.11317380634577955,-0.06860687073279575,-0.016421427850563216,-0.21944385873522063,-0.10966572622245643,0.055780592758731554,-0.20013957291965986
CD5L,0.002531751091109834,,,,,,,-0.015184740478641314,,,
