,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03751484664071546,,,,,,,,,0.0034084102638792333,,,-0.023395954558035104,,
BMP1,0.031156990620762687,0.02870647108804768,0.02400809047982947,-0.0015880624157823366,0.038464725271263246,-0.033814838125888404,-0.15356038439645936,-0.22177973387406785,-0.12526327760178627,-0.032491669038531054,-0.0916111052620191,-0.22416691338021705,-0.048836442363963936,-0.03153416033230537,-0.08400776540705428,-0.04110797634263616,-0.20012988682089033,-0.23453050366630604,-0.05530786832451974,0.014145801995999744,-0.018595581925062603,-0.05724868480381924
NDP,-0.04786252890416473,0.04557058760999843,0.04245388258621987,0.039322075664255544,0.10124559240299119,0.21426575591401906,0.0471258508725393,0.023136701320615294,0.06073070728164168,0.05915018310753814,0.013518321928634888,0.015605092059353162,0.14006777445685836,0.1372025184446846,0.03880659909529366,0.04438866195749011,-0.14196904297887689,0.2070595516236288,-0.03708868849708397,0.07466969625876839,0.23447542643414981,-0.07849942905362362
TNFSF18,-0.04462557871615421,0.0342529277069873,0.06805351700204955,-0.03040899674057231,,,-0.05482248073460799,-0.04957880983595334,-0.06360760220068548,,,,0.06645030033447533,,,,-0.10153192923604545,,0.001132617963905059,0.04868031352156225,-0.005884743643939191,
IL36G,,,,,,,,,,,,0.030262363804440508,,,,,,,,,,
RTN4,-0.11801718191270294,0.19919439340834705,0.012647349484430071,0.011000136557346692,0.05885582447284396,0.21268833295197978,0.2767154957696325,0.22892786570080118,0.13547487810952244,0.02267879605790467,0.35956339531390274,0.40620031320605793,0.09345056016250369,-0.07077893749736736,-0.053666245618990235,-0.003059862923415578,0.3612865918623579,-0.06322932116174357,0.040296299255158936,0.004961050472261478,0.09932532555005305,-0.0076333064009846095
HEBP1,-0.009552226281602346,-0.06130320845495243,0.01738244454298322,-0.05670318859042588,-0.001336506453109625,-0.018535811888822355,-0.09874721210975337,-0.07232848289866975,0.026561419891954603,0.057663767536792906,-0.12560966214358243,-0.00941133931458692,0.04221791581062614,0.01494824794898609,0.07467194709466239,0.0038166441624621437,0.025763213307674858,-0.00795801567781728,-0.01718216286786015,0.054359985828447976,0.030553907329028435,0.031883833930597225
WNT7B,-0.02264312573172216,0.320073498939801,-0.006295058079222607,-0.009100142289841134,-0.004431295964999697,0.09831696875284666,0.09917775343384069,0.03801706016103713,-0.06640204292407033,0.03717925477443107,,0.11944726870121462,,0.026827521500185497,0.01681206738648343,0.049750942596988215,-0.09810197267113072,0.10709933868282562,-0.016532100060701063,-0.04993669286141606,0.07992269091843045,0.11762691591679138
PTMA,-0.13355767308025973,-0.12164401902392916,0.07927528164632676,0.03950367515020667,-0.010666457123333974,-0.2062417931432912,-0.3761228606275382,0.22811864363710846,0.08912417576558973,-0.05322944663258487,-0.41735495095113073,-0.34153783242466024,-0.06528245430097812,-0.052399432831681164,-0.09254845044195327,-0.054761534764178575,0.31727652445262255,-0.230792010671461,-0.02799948797460884,-0.02545453476521059,-0.07132420769000469,-0.06621176068894634
FASLG,-0.005258715246555221,,,,,,,,,,,,,,,,,,,0.04218171499351809,,
CEACAM1,0.057390581109473274,,0.009588560622615469,0.01337580438418594,-0.03382580430821712,-0.018135824184386026,,-0.1047729743023989,0.02125952465791717,,,,-0.10422037208389641,0.04040771246311351,0.004635578980816706,-0.02303345960014927,-0.05907536494052942,-0.009185492408138497,,0.06318320642462319,,
PDAP1,0.1361125785426872,-0.11648940500009639,0.042904588355889575,-0.012870066325591038,0.011592311683838534,-0.09800727694336546,-0.09402705942797464,-0.20642724548867514,0.0235264110493552,0.03164420975185302,-0.019285327385172187,-0.18223803425264903,0.11111763682447467,0.12059630457923995,-0.06521557513185225,-0.02793583893593384,0.014249350402461808,-0.15086343952880912,-0.0878147093196933,0.041127469814609414,-0.03368427402924232,-0.10658176182191775
