,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.035044425204203,,,,,,,,-0.01509085522877622,,0.011258655587212767,
BMP1,0.0026371745839291706,0.06881843351002559,-0.011213688590019444,0.03784058865776152,0.09179613276300093,0.016645170284294904,0.1041266130644173,0.1126833530778442,0.05901696106806185,-0.07824067372435091,-0.019225490220907235,-0.0431160079723512,0.025718519903612583,0.07670461127833651,-0.0637852254174371,0.0005912176789251286
NDP,0.04980118471545234,0.011720649809265288,-0.021622448882550514,0.05284744630630804,0.01358976383347209,0.012158343642089993,-0.012306009125427333,0.05933701004040842,0.11395738740366318,0.045082899203632044,-0.024250952520060327,-0.028923827942641964,0.037554010478061214,0.013093319672615223,0.060203831524571864,-0.01223145408161658
TNFSF18,-0.018069007794977388,,,-0.015383941960737234,-0.005514045857516297,-0.01262208792289442,,,,-0.04222229874079572,,,-0.015562932628199584,,-0.010207118652595529,0.03473826183092084
IL36G,,,,,,,,,-0.020947216512146084,,,,,,,
RTN4,0.0718022919101293,0.0175435608608239,-0.046505722353577125,-0.005007808424899232,-0.028270225224852452,0.0005973639094108888,0.03505051787808531,-0.03727763835972032,-0.07459705937087857,0.03572614122574865,0.007491261078123825,0.022324889985632708,-0.05385450929101705,0.04323390547779809,0.03281373938066425,-0.051325826006347136
HEBP1,0.01680840590131193,-0.06118184282463449,0.008862460770732805,0.058617846501715636,-0.021932927434253697,-0.004787691034562881,-0.041147324932718096,0.02474254366785917,0.028887936197440227,-0.010994917061384545,-0.013683588511489842,0.02761494232830017,0.031398402394429654,0.008205102281378628,0.04567011361149733,-0.01776836867183441
WNT7B,-0.012194336016882778,-0.010607394424935343,0.048802414817691236,0.08653177426438977,-0.01910769119439563,-0.0024220434259695253,-0.01108347965141775,-0.039661844742600795,-0.008146478554163318,,0.075806935318323,0.029644552766973784,0.06593511181640448,-0.03642928119309457,0.04627405605106731,-0.0672010267510031
PTMA,0.0076142288411923855,0.04305866322134685,-0.04770947988460168,0.0678575193160364,0.009668115315744338,0.021229463774275016,0.013838687640870113,0.10705694571360469,0.0453128192756935,-0.005395871571970539,-0.053019802451255024,0.016675448477973503,-0.0026990084586723216,0.019774812352952767,-0.08052923072183689,-0.007155669306036903
FASLG,,,,,,,,,,,,,,,-0.013418608906461425,
CEACAM1,-0.023447906005732096,,0.042465611550560375,,-0.016494669838842006,0.0781730697288193,,,,-0.02968944174570189,0.05420858660461804,0.025333665058386697,-0.022362309394564933,0.06908534109601618,0.0035363963619948692,
PDAP1,0.06192890007770548,0.0017404546369994439,-0.05187759806739862,0.002326093836154382,0.04057567689255992,-0.03274320231873523,-0.015586785056901403,0.12565238909654666,0.0007268586957744775,-0.0032927901429706187,-0.0697571144003539,-0.04135908123341831,0.026272511243185276,0.0629993633677434,0.03746126417087519,0.04482318869346798
QDPR,0.016589071976146424,-0.04734251348426156,-0.03914257098840629,-0.06579073285559701,-0.034577732168197144,0.03344805307820727,0.057570129273686974,0.05175393214291086,-0.020473647533279446,0.02875746650945664,0.059628497422800616,0.027006681391693176,-0.0029045566293853953,0.008066595662220998,0.015226249454670309,0.014861055520048502
POMC,-0.015165998515855603,,-0.03295707213939501,0.0355016917701707,-0.038289986679886936,-0.014645672694525411,0.07613691049751832,-0.008585936471776814,0.057639003494044105,-0.052732564811558885,0.028206914937083286,-0.03272499678403842,0.016204088204873415,-0.009716872037844555,0.0723760876117878,-0.033880675373095026
CCL18,-0.029260771242565573,,,,,,,0.0948937828684222,,,0.023764245575040796,-0.04508104204010235,,-0.04595576373810665,,
CCL17,,,-0.020512773156642898,,,-0.015742201084884954,0.027271599879668606,,-0.019135876975120595,,-0.016284309027362907,-0.026649909539010547,-0.019896420895600925,,-0.012162461800668446,
VEGFD,-0.017294923144846392,,-0.022853494516305976,,0.005834057421242145,-0.01677198376225803,-0.01006249552676393,0.07595611939772412,0.012024008655504934,-0.040362145443967413,,-0.018461205787989054,-0.020984583028102927,,,
TNFSF13,-0.022081123964070155,,-0.01414925183403284,-0.014919214430587075,,,,,,,-0.0033956392132779897,-0.01451249638285494,-0.021336338343496897,-0.027150996410969783,-0.01981771634475072,0.029383699260733157
WNT5A,0.05320443424591484,-0.00017773953200058662,-0.03453499444812586,0.08288719178385429,0.016132409685380683,-0.0037570470805965775,0.03877951459133686,-0.0030541004929373573,0.024769688876900117,0.03964533252312057,-0.01516413962244481,-0.01627420049818312,0.07312465148136128,-0.02154944383934636,0.008643929275673225,0.004916847577101767
CXCL8,0.054254542904493025,-0.028554002574027366,-0.04858743526633019,-0.021221614879860025,-0.017891171583329795,-0.030578894315305374,-0.009370633366373941,0.051131072195422074,-0.013598556446040518,-0.08806165138784267,-0.057836107582964896,-0.0670350165667285,0.043568640205055485,-0.012577909808841449,0.008854063813160394,0.032211855576552234
GRN,-0.02668402769537621,-0.003953092431469632,0.0478843789182881,0.01987401080465508,0.04912722142067697,-0.022197986850269493,-0.0359358042390661,0.0579351615504036,-0.03154646228000848,-0.007236295644287641,-0.02507145302790648,-0.008888712274733958,-0.02916418874058737,0.06475178454445728,-0.1214347590264396,0.05622551556840447
MIA,-0.03184781012053605,0.01637534117150211,0.026511929125617305,0.04266770720046828,0.03436714448302986,0.014162427609540559,-0.01144396951986794,0.07998994719065111,-0.028087347116035766,0.10719947085104872,0.1187940803889421,0.08880453395198326,0.004323987361964496,0.039797735696816716,0.004386386805883778,-0.024781038918759695
COL4A4,-0.0142295347836022,-0.03919866956641753,0.026008124653721543,-0.014194973393605814,-0.014978998254639945,-0.016435344975407908,-0.019224958684673173,,-0.002500099058844625,-0.031604354784059645,0.010654315934581644,0.08074388686371817,0.004805511859489711,-0.03296764379922789,-0.03571732687747961,-0.037577915030950704
TAC1,-0.008820840824250907,0.041267057992858444,-0.018691987957738573,-0.07279931406759317,-0.033010912141600554,-0.042766741034043085,0.023647357912431485,,-0.017548684779811228,,,,,-0.03170015231235403,0.03687480354154185,-0.0803820404125142
RARRES2,-0.03537359747111557,0.0284976870165869,0.007296492011000184,0.04653446616672636,0.020238441397352636,0.06943044395610286,-0.021569003525935826,-0.07998256957653019,0.06275987728749652,-0.05021846441672265,-0.06405249689298699,-0.05839638642719037,0.016064248432240302,-0.015960152148297813,0.06194617731256915,-0.017758588151513162
FGF7,,-0.0005475767984259276,0.01515077477202641,-0.0022846214677878438,0.05825237970236398,-0.0045574736772762536,-0.025680862210230002,0.009527551730841903,0.056115349590148786,0.08047745609640002,0.0031847932827988026,0.00992964306920355,-0.05017291855398941,0.04290849188311608,0.05421069167948642,-0.019092071947470212
EFNA2,,,,,,,,,,,,0.03003527982278551,,,,
HBEGF,0.019839622024529466,0.05562021043697528,-0.02200811071846966,0.026966407037482026,-0.022806711399921225,-0.016418424830117455,-0.025841453331036473,0.13315473438002187,-0.011258610629143843,0.02000318309172828,-0.03821952647257123,-0.015485207422572792,-0.0056687994766263725,-0.008111398858839587,0.00835866628977781,0.03377296968222853
CSF3,,0.01085180441233678,-0.024449437031722268,,-0.015847491843494176,,,-0.024586700681921467,,,-0.0652861041301474,-0.08291718425916288,,0.007211229147360505,-0.012805195994915917,0.014316294881561277
PI3,0.01524002467391921,0.026268371592624972,0.02458229198216463,,-0.017844484980026717,,,,,,-0.1144988061932576,-0.12354264045270746,-0.0169052545837494,-0.04466379674958893,-0.0129895082522035,0.05412057664571767
PCSK1N,0.06553150236978045,-0.0014668180401052474,-0.005360206466813182,0.012923775399156994,-0.011266385398432622,-0.026837554134833862,-0.020961158616463058,0.09784678746863172,-0.013387124364092954,0.10596704732488287,0.03594737161809713,0.10205990968065803,0.0036627512912593,0.0023353492393362735,0.007306661786132634,-0.04556383255586789
NTS,,,,-0.017328837299554603,8.324205175154919e-05,0.11410275478215604,0.1055198305278943,,,,0.03870600323202754,-0.0022904421577767003,,0.03624813693322534,0.13506665363827644,
SFRP1,0.06197845122140162,,-0.017898187471504318,0.09193150892592329,0.006257258318826909,0.03218697020101629,-0.01371824093739082,0.06121278604232,0.04563956974480889,0.0359611145686581,0.028980784133193487,0.04189035671203793,-0.00923658657922376,0.052913029894990825,-0.018522102887448363,-0.004696781653970394
CXCL13,,0.08476733907858681,,,,,,0.0054065564157413076,,,0.035938790643487664,0.0019443749183297948,,-0.02102524909110761,,-0.032062307415545624
MICA,-0.018025719925632556,0.0038683091547054836,-0.02834853998771017,-0.00702703608472931,-0.01993688898690882,0.007875532260151153,0.024386869753313598,0.005416927055772384,0.0467028939027636,-0.03160454784265984,0.02758296515767397,0.0052428094091641585,-0.05138833716899509,-0.04929152326267194,-0.0396481729693061,-0.0028460653667199275
