,ZH1007nec,ZH1019T1
BMP1,0.09807248437406314,0.05757132070204852
NDP,-0.06426825577009783,-0.10284018957506716
TNFSF18,,0.009872164886399588
RTN4,-0.018200956221239482,0.03337848588879682
HEBP1,0.059258662272087134,0.028639346970760742
WNT7B,0.0016921724496923335,
PTMA,-0.0007091927948097154,0.047497739151670194
CEACAM1,-0.053039291677932504,0.10657336891640802
PDAP1,-0.01675022314352734,-0.06432281557609851
QDPR,0.1052672452181281,0.09069500682463254
POMC,-0.04519986195558407,0.033504522640316975
CCL18,0.005646780291883871,
VEGFD,-0.05123652346176805,0.025959803934629183
WNT5A,0.12296742008211536,0.0020364404412428713
CXCL8,-0.08010952842827992,0.043111283502846834
GRN,-0.08219093515915718,0.013805481460072079
MIA,-0.03400187619657464,0.01864657507777361
COL4A4,,0.11162450623267296
RARRES2,-0.0319726142172012,0.047429470490137626
FGF7,0.046213906192177405,0.07548047979995794
HBEGF,0.02630107413595513,0.05742114508117786
PI3,0.005087349101381007,
PCSK1N,0.0901393688105255,-0.17456822475800232
SFRP1,0.04561280832191134,-0.044216223464606366
MICA,0.014181703947676727,0.08263900861253276
TG,-0.0016660815111326623,0.09330986225495293
ADA,0.037309696173051486,-0.047002164441657064
LAMC3,0.04885688467696453,-0.023923690117012755
NGF,,0.08424988163193836
TNFSF15,,0.02836219068256887
HMGB1,-0.004119137488495398,0.004417614856358052
ITGB3BP,0.022966393073768816,-0.010006608930801054
AANAT,-0.023539542672051744,
RELN,,0.06031743899069664
IL15,0.13723405047373677,-0.005833604910092531
UTS2,0.07066654299513389,
BSG,-0.001236941790604166,-0.0016296570388798102
ADAMTS3,0.056801530188180994,
CD34,0.06483077668180075,-0.01523425805984209
PLAT,0.021849095366268084,0.007658117949205175
CKLF,0.08569443510897176,0.14485897265344283
CD24,0.09477174198837834,-0.06618846010283536
HSP90AA1,-0.03269737131035208,-0.02651199344369168
BMP4,-0.02179820916561848,0.07802712420679953
SCGB3A1,-0.02853868626999957,-0.030106233359743884
IGFBP4,0.027871409085827494,0.08670358110353234
RSPO4,,-0.041134161257240204
LEFTY2,0.010429462144252354,
ANGPTL2,-0.02729909433749429,0.08261017289296986
LRIG2,0.03809444362199828,0.0023220791076737986
ICOSLG,-0.03809194742335172,0.012184948449407988
NPPC,-0.06400876035383138,-0.061761041763515614
LYZ,-0.01946152012286875,0.02222196730227996
SPTAN1,0.10570016721530842,-0.041348473166441614
LIPC,-0.021840992128566175,0.04625190754037037
COL8A1,0.09807063094688859,-0.014924116174278705
GSTM2,0.06612719546017724,0.03594919555066691
IL4,-0.044113127160916074,
MFGE8,0.013569130732868829,-0.06598500230535423
TGFA,-0.059187710673896804,0.02936647762531149
SLIT2,-0.0354579568555545,-0.0266859924154518
PLTP,-0.04263497008348564,-0.07456974053245617
APOD,-0.09007446876401876,0.008401164494708842
B2M,0.04057172342439304,0.090375587942795
OMG,0.10193325115381668,0.1248068516164388
CXCL3,0.04646577373058756,
CXCL10,-0.02920109183610043,-0.007726558705075861
NCAN,0.07168821969486651,0.14522752864019972
TGM2,-0.08422834967446359,-0.018378874009945895
VEGFC,0.10103365774364312,0.02389438264920405
WNT6,-0.055938444649531134,
NRG4,,-0.02384675763290545
COL9A1,0.05948586242875453,0.0548934857740885
GDF11,-0.001274631129202531,-0.02274684413484857
SORBS1,0.08805184005182863,-0.07022429581669747
DLL1,0.08479950072644565,0.10314249141197872
TLN1,0.037438141668800454,0.02708736180561742
SHH,0.11170233902007573,
PON2,0.10964376793840012,0.05640522736186739
HPX,-0.0100979271089405,0.0046740562437100185
SFRP2,-0.04411315312520926,
CD70,,-0.031664174974446124
HP,0.14637063742507672,0.11154059866236127
CXCL2,0.08702651503835634,-0.04576973410496766
SEMA6A,0.13984718391457931,0.012228110191273268
IRAK4,0.039940433860461505,0.016765622518216606
GSTP1,-0.06448621592257187,0.09606401543837038
VCAM1,0.17163467019265494,0.00792154183238752
NXPH3,-0.014641984292619615,0.09719634232304095
MTMR4,0.008304675825727454,0.03881698171878471
LAMC2,,0.03620662430412504
IL10,0.07260559027788731,0.007559048918448246
SEMA4D,0.012542469349311056,0.005877912043520067
TRH,0.021287087821066294,
SEMA6D,0.05387916624558247,0.10641206374745628
CEL,0.06739941450952379,-0.07105295444144838
PDCD1LG2,0.042093270400810824,-0.02770833961085479
SPINT1,-0.05771867575025497,0.05679020552600918
CTHRC1,0.08692164895214052,-0.0030534288758440765
PODXL,0.01614634238397215,0.027039920241772028
JAM3,0.06341967289554708,0.07853176089015107
TGFB2,0.07150648079692289,-0.0311349215890664
COL18A1,0.0339171118717136,0.030849988577839615
NODAL,0.015444680333568026,0.025341600194074946
INHBB,-0.043045078110322585,0.08227481506612094
ARF4,0.04166501795655051,0.09071477322482364
CXCL14,0.07319822754829526,-0.01697492633558766
LIF,0.11023216678241864,0.038285346895660786
IL17B,-0.05817463146133075,-0.02131205142117706
MMP1,0.02077288005774598,
MATN1,,0.030891174548702396
ADAM28,-0.0322950511949187,0.09620936839045414
TCN2,-0.15707736373353906,-0.03994995128956688
THPO,0.047758213177903686,0.1873412752381242
CUBN,-0.03363200724932956,0.06914811888311835
TIMP3,0.04095151116504242,0.02658889845612858
PIGF,0.09203985682572152,0.12728519230001129
BDNF,0.1116359301122317,
CCL5,0.21426015606753285,-0.03082899671833434
GAD1,0.08601751997615541,0.10111952010528497
COL14A1,0.05709043137282809,0.016883980671561532
HLA-A,-0.005984176321896951,-0.027506843072669613
ADM,-0.05774517035763481,-0.012993129323513724
GNAI2,3.029512079654277e-05,0.054179293083439745
HDC,,0.014765997431477553
COL11A1,0.1312585864634451,
NUCB2,-0.022621412222576128,0.024746920332526803
CXCL1,-0.04199311599532339,-0.010860228245778217
VCAN,-0.04423353609186444,-0.10583924702799177
MMP7,-0.03327950080810685,
PTPN6,0.03445577740923371,0.004896077218163404
PTGS2,0.08373112167600544,-0.05889729861376446
CD58,0.10671145262595282,-0.04280394980567688
TNFSF14,-0.05421387869351792,
MFNG,0.04244674605270906,0.014966079933215989
ICAM1,0.10150630659137928,-0.07566591898257655
PROS1,0.052266446540534375,0.04774463678018561
CLCF1,-0.10679622449145063,-0.03409399234108013
PSAP,0.010556705357421184,-0.07022253311847834
EFEMP1,0.10871872729236466,0.01306086629726854
C1QTNF1,0.008509448988129099,-0.029618084773200905
ALB,-0.06245859221312916,-0.062067843811739264
EFNA3,0.05493815826490443,-0.06284585014020075
DRAXIN,0.051165953145460526,0.14043154305024053
NPTX2,-0.023496705875254893,
FGF11,0.006732539355596362,-0.07971866196368084
CD59,0.06630759200393811,0.03990977243814235
COL9A2,0.10518819581119614,0.10350543572975239
DLL3,0.004421079121800959,-0.005135531689628326
LIN7C,1.4864602685409383e-05,-0.04559152956326857
PSPN,0.017047856976938676,0.028562369470338377
ANGPT1,-0.05171870642096224,-0.012181550475967003
L1CAM,-0.04810929367529902,-0.1034937290652769
APOA1,-0.012826221991155864,-0.035366057627859715
PSEN1,0.03285707423437046,0.045585633888218555
CALM2,0.10131547482621502,-0.10253523477778996
CLEC2B,-0.0035477641464751962,0.02406499735604935
NTNG1,-0.0019595712379949243,-0.04291496959161355
LRIG1,0.039980695345042956,0.14882763275373348
CPAMD8,,-0.055323712390109026
GHRL,0.08002529556934937,-0.0019020200296379066
NPY,-0.061408843347928406,
MMP2,0.06961701040615763,0.04427258935425719
ALKAL2,0.0039022856962387343,
CSF1,0.03160783650894887,0.1235936303573218
SEMA4C,-0.07914605923333834,-0.019893771554257776
ICAM2,0.06318959485941973,0.03712323088184059
SYTL3,0.0473585078591386,0.077820752534504
IL1A,-0.0958040333804868,0.06867006013147381
HLA-G,-0.0027163754192458204,-0.010985400942603493
PGF,0.10310424870673028,-0.033993400567413075
LGALS8,0.042193651561475976,0.023616267463662764
DKK3,0.05839450946922687,0.05661990403603739
COL16A1,0.02649660422264322,-0.020628853550216788
TPH1,-0.032302507007017575,0.03887131888768577
TNC,0.08028457654169562,0.01067373979900955
TNFSF9,,-0.005807768658735308
C4A,0.09241629173176716,
CNTN2,-0.017617171543878565,-0.013132674462724996
LUM,0.07085553652367359,0.01713493926658235
BTC,,-0.06308357846130862
APOC1,-0.09402837219701494,0.09358019064967009
PKM,0.020185795184601462,-0.13312907264984272
TNF,-0.012181201000554358,0.13979994088202516
GNAS,-0.09465185595403157,-0.028162885681449472
BMP8B,0.01005793901672674,-0.0517192996768243
