,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.0547995392495991,,,,,,,,-0.0032011661318602667,,,0.004992689780155171,,
BMP1,-0.04260578510648286,-0.007027853938630482,0.03398222381514824,0.09092853332889896,-0.06512343654616794,-0.05350893496844806,-0.03183898544440373,-0.3840460444323783,-0.06175844527723526,-0.026349119292617573,-0.13111571563520047,-0.04115951034752278,-0.05424373597078303,-0.0665375795464922,0.0658977144625146,-0.018856147291555825,0.1060327411405792,0.06792310583330018,0.036434059387041716,0.038368731084681355,0.13849254546501188
NDP,-0.06914183896106871,-0.015096867957130687,0.0805021312730835,0.021871800192352985,0.012340739257866695,0.16415166415096524,0.016260952000265137,-0.10217456319177347,0.0822003112635003,-0.008219454531343673,-0.0582829526574663,-0.008477893311910439,0.04455872865062794,-0.020095280604514508,0.09886881700809999,0.10833732195964312,0.006186778773279922,0.03748761944422696,0.13444518265689004,-0.01017353454753269,0.09927580634297832
TNFSF18,-0.03329842111197713,0.01746135899666569,-0.02773421359784323,,,,-0.031849913366342096,-0.06767133485292672,0.04381644226574796,,,,,,,-0.004720232833021075,,0.016903673548722378,0.07132829338136917,-0.036914952931584956,
IL36G,,,,,,,,,,,,-0.019128749252069945,,,,,,,,,
RTN4,0.2034222731778985,0.058400776517903354,-0.03251670440965061,-0.024032233370240116,0.027105350466987494,0.2463534738181336,0.14486929238120255,0.5032574943430841,0.07965327506230038,0.09761228244102292,0.23019949901683062,0.05366956851099661,-0.0911705642543121,0.020501554155511897,-0.07360677436880818,-0.002058341317133776,-0.18578351749482624,0.07475411422157165,-0.054850587051323854,0.13740633537378485,0.06882568833605521
HEBP1,-0.07835312137922539,-0.018642506432160016,0.029035819176343323,0.01695543739315988,-0.013352434351268216,-0.026366734641769828,-0.03204286017786458,-0.1363896363383474,0.06920226278992903,-0.026112056695479703,-0.15882452248201345,-0.04796680989433161,-0.020120347804677877,0.04754108834559441,0.010277277630186127,0.03289659239471421,-0.013197411967263253,0.09600001475220629,0.04090910154431334,-0.06242284924824762,-0.10244034238092643
WNT7B,0.21995792975051495,-0.011816536254364227,0.03962490548080168,0.0763112342677547,0.035183191181440324,0.0898742380835619,0.10979078697467845,0.42181441701721867,-0.025623884121236864,0.022636268002102854,,-0.02102469985185908,-0.007702643148400914,0.015361438809370218,0.07802144538520266,0.04674218080041177,-0.014088796222327248,-0.03642668022681955,-0.06434991561482538,-0.01807635691887385,-0.011317834856536422
PTMA,0.001976492627021963,0.06169959912273097,0.04606982851952443,0.050662775824963056,-0.026057637769092628,-0.2015395023005891,-0.1259684319086039,0.054504265597319815,0.042305782216110394,-0.029109659507222937,-0.27704375302649004,-0.05745751603743148,-0.07133610667542944,-0.01409507650283401,-0.07246522461616722,-0.003332822948298674,-0.020226997988474348,0.05329119710028049,0.027105720374977514,-0.05014055277170517,-0.11618621538761009
FASLG,,,,,,,,,,,,,,,,,,,-0.029012828065328067,,
CEACAM1,,0.024051442274465637,-0.013221172739051304,,0.029497863768324993,-0.00451743895527626,,-0.08923740258061685,0.02223578059338689,,,,-0.02774392844099345,0.0030531839820114068,0.08898444469732189,-0.022441138780142623,0.008295623820228108,,0.048752516169578604,,
PDAP1,-0.049472272288103185,0.006819029131151576,-0.002320461703824398,-0.04403632122823794,0.04297098223018316,-0.10118907212584759,0.014239130356800802,-0.29668726005442037,-0.04741318410253017,-0.0636078808737008,0.013212725750459718,-0.03683917873115163,0.010070105208402473,-0.02238068948722457,-0.007116950000011772,-0.021324737602737908,-0.07520569262669742,-0.028096170300524855,-0.00203310499128175,-0.03856402921761801,-0.12750424363991714
QDPR,0.10973588207138268,-0.05206547370666888,0.004981366217013203,0.026853474740297055,-0.007833689041599569,0.1847874461417867,-0.009158190549635825,0.08288500174116568,0.06996784335499448,0.026551513682090733,-0.23946755167688027,0.005052355695879581,-0.02639926601576541,0.05664277042125097,-0.03651875924864106,-0.05459880592593237,0.09346698387363717,0.03849608650358497,0.016030026524188855,0.008733889224748864,-0.07211835091062455
POMC,0.17439754744872973,0.0827187943434259,0.06165916208243382,,-0.020991032590833993,0.10366471207135558,-0.035306987283444786,0.03332098634104236,-0.02488598119066772,0.013449359074498703,-0.07924142352655726,0.029366805240400102,0.041212097450039106,0.05023461736861248,0.012670299257871871,-0.011597415368682654,0.10269457266605825,,0.07366384100599226,0.05854415569233354,0.05683760672055201
CCL18,0.037047033753231116,-0.03731198379253719,,,,,,,,,-0.08980551700531063,,-0.019670901418605034,-0.007824699364978762,0.0757234067916931,,-0.020821387987773325,,,,
CCL17,,,,,0.03961708083404078,,,,0.032116116461128164,0.005521675910800152,,-0.017474655506773032,,-0.013692822277493166,-0.022230497676288572,0.04583692709286699,,,-0.026296869931427748,,
VEGFD,-0.05031417032561374,0.06867390885736539,-0.0012764493236657017,,-0.004265581767990448,0.12518395701999102,,-0.07454111921487357,0.0166426342300999,-0.023003166555985045,0.00591146013030078,-0.0004947150564852879,,,-0.015399744294464616,0.057245176085902225,,,,,
TNFSF13,,0.07401495596701652,,,-0.01628667665468258,,0.007863711107941655,,,,,,,0.024711690966975522,0.010560972526634946,-0.004324720063760175,0.003077121776615195,,-0.02343290736312822,-0.049876792632527624,
WNT5A,-0.031015518237088265,0.03935057968326784,0.07875040914374948,0.051880711253514705,-0.003941163319636716,-0.1334306038488632,-0.05892968973302069,-0.32373573712973996,-0.002365042827570889,-0.003629245921035169,0.019706598405175125,0.01706790179164659,0.03444926412620723,-9.085397512199115e-05,0.001310019860251959,0.025616083798861364,0.029814368673621246,-0.01649556274639507,0.1314629233722738,-0.0417248012284798,-0.0172425394589463
CXCL8,-0.073249994601526,0.017275868005228682,-0.017731182298313605,-0.12378597476355595,-0.061267497679795044,-0.1270158831040333,-0.005551964634780849,-0.1354893010734188,-0.07639597148793095,-0.008338951098546469,-0.08455033276191413,0.055816856176161805,0.06912231119909613,-0.04596489659907161,-0.01587452895559641,-0.010780058680706257,0.02323621033909532,-0.05991880202744851,0.014778534287199574,-0.0844622242858542,-0.03225245054857998
GRN,-0.05973459495013239,0.011298855444016969,-0.0865463798155468,-0.030321540825448162,-0.054386390513154394,-0.07684426222089341,-0.12020466929200008,-0.3776755614868536,0.016181104089147906,-0.05917181778640934,-0.20109862277043114,0.015087016415410378,-0.029993697485031463,-0.027896860746008133,-0.04102333416510831,0.06354045405095483,0.22734421234380706,0.11240096616201509,-0.028274505050412024,-0.01208361874412544,-0.03925813642546916
MIA,-0.03925977242995697,0.008660999746304885,0.11771710694050404,0.010061053238899201,-0.036020464156335634,-0.059009755041398965,0.023805788787759116,-0.1280012532855463,-0.03567493014542727,-0.02616125753566402,,-0.02564903169005595,0.019699568864921062,0.08395562774138197,0.08194803238034919,0.09064863840695245,0.3906285999344204,,0.06302943283969582,0.0012560907721151356,
COL4A4,-0.05064999331022615,-0.013730512770528508,-0.005555449035763469,0.013774282488118544,0.0064977114287766286,-0.07132445370826347,-0.008168649677951532,-0.015435113937195636,0.01355821033612794,-0.03112668642201811,,-0.024880512295304996,0.0040214903361964266,-0.023122053682301923,-0.02465739850271119,0.015314848673015963,-0.035590157287899334,,0.06906812839366343,-0.05022630598005858,
TAC1,0.2122718904016305,0.07778095271379244,-0.023661873520267294,0.08388458849510026,0.05433691865403054,0.256021256299308,0.11957648049253644,0.47626128757999525,0.1522380903354439,0.04740984013068043,0.17830435018264673,-0.010975034174258365,,,,,-0.050404958507611196,-0.0531945162140412,-0.007913344494833082,0.08315287548973928,0.17611474394525417
RARRES2,0.03133681841977778,-0.021555593482147715,0.030917398531846087,-0.06343923793982435,0.03465857468562039,-0.1926711567103205,-0.02562531918824859,-0.4305122027021846,0.1705880757521721,0.046520964507912765,-0.1087336667335505,-0.035210510257210524,0.14197034072743733,0.011675283708559832,0.011829437976072943,0.0608494171510568,0.07679706716704922,0.024696016627557275,0.03267765212967143,-0.13419148072990958,0.0818361122491772
FGF7,-0.040970592670229886,,0.008948082318986776,-0.03895305168667089,0.10068783169629654,0.09648826188578498,-0.0034314473905523403,-0.03197102663069601,0.019931987133429196,-0.013652426657067706,0.0007236632101525203,0.0027091025092791906,0.16080359459925117,0.05335132294675908,0.06770299593768378,0.038000368529926346,0.006322483741899203,0.010828540214010541,0.0031487834240780895,0.050922979842626954,-0.036536032942464214
EFNA2,,,,,,,,,,,,,,,-0.014636426353612685,,,,,,
HBEGF,-0.12165100328779561,0.08799209432115537,-0.049197996141803695,0.05162797795087728,0.027965394790579665,-0.13301329656743496,-0.054528582896360575,-0.1844888363811878,-0.13875734634605913,-0.03911075468414368,-0.1304223797569296,-0.010129241535780457,-0.006021606436705911,-0.05939851236199031,-0.030961841786253823,0.03935714567613149,0.14651190822089843,0.1190549791802249,-0.08128494591477803,-0.030866198755549707,-0.10685912171750617
CSF3,-0.05064995321047514,,,-0.0291130332551963,-0.02814283610154581,-0.044850544769010715,,-0.03085400791862456,,,,,,-0.05465056872887797,0.046191927495434465,,0.05203233422799588,-0.03273930525843364,0.0024474152971736846,-0.06224807384099476,
PI3,-0.03985322306842126,-0.011858928377840293,,-0.06897284747167144,-0.035714082214379377,-0.03436349479131449,,-0.07821305394110879,,,,,,-0.08508172428738076,-0.006480211827098004,-0.027305341219579653,0.17726891104571946,,-0.05259223044880831,-0.14841832337086458,
PCSK1N,0.2433254656572907,0.058702778950084224,0.009281160582560408,0.07851056045890714,0.02747346424136413,0.07221260896248802,0.07433584696081932,0.30063196456116076,-0.03296169679372729,0.04171107979065821,0.27328001062606555,0.07291490578297315,0.003883051465278357,0.025482584974055415,0.020783932470943938,0.04333389781592976,-0.033136143806982474,-0.018039068345673114,0.034713386759335205,0.13142023826568588,0.13986271023126184
NTS,,,,,,-0.09622273745575437,0.018739034338528564,-0.08537488882953995,-0.03712086029872295,-0.03281383968517534,-0.033406594785328154,,,-0.004426562581886322,0.07317618167138346,,-0.0027887380522772795,,0.04289664108972128,,
SFRP1,0.04096884327415169,-0.0481459490455347,0.02179540044161425,,-0.020601936800088545,0.09103103153584716,0.017210990812820744,-0.024210965066676856,-0.027125806442108092,0.025906520957525075,-0.08715585308191102,-0.014438201683632058,-0.0462577947469963,-0.009468872151475856,-0.0652613319611281,0.05741872022781229,-0.10887771373942387,-0.005537071997199659,0.01653038762802562,-0.0281587913849297,0.12366747211939849
CXCL13,,,0.08215345649857259,0.0031879150101404513,,0.0405098641286133,,,,,,,,0.11292802003731428,0.03367634420742755,,0.17015018611065677,,,-0.04769956458619733,
MICA,-0.10621915295553327,0.011221060227398712,0.038966817677090565,0.02198947408715306,-0.036257619399380804,0.02321635766965974,0.014531733965906998,-0.13783216862859135,0.09648850619319845,-0.008387647994072418,0.00017677165484580046,-0.02779239859253466,0.02861815325235557,0.0723044276248518,0.046868516585895824,-0.003150139400910489,-0.0008507226324962515,-0.05446238652701188,0.04672393057520018,0.026243038413314185,0.0029676317527617085
TG,-0.011505509343720032,0.015754072555630827,0.0002504931391427926,,-0.02223275385956822,0.004225488676216804,0.0057488118414710946,0.030978305565952043,-0.005070300244736268,0.01599793758795374,,-0.0010697317331326967,-0.03202882652407102,0.0785901199823663,0.05087637297640182,,-0.029976168028364288,,-0.011971581254946463,-0.05426675593520212,
ADA,0.055057570269269114,0.015729588001380315,-0.019461257915913965,0.08163266020281015,-0.01456454992840043,-0.001329735852494881,0.02086748347168617,-0.28517946615605205,-0.033562489483893454,-0.004491672417299355,-0.10989818199693109,-0.011411124664351133,0.09204358620225501,-0.014061133891165027,0.01209049575107004,0.030985946694341248,0.008266476093821168,0.054850667663840835,0.059953049882579906,0.005756006663367502,0.06417296737838905
LAMC3,0.04440417429854554,0.014300957623458437,-0.03196993009019774,0.05063291856746945,0.004925883840371141,-0.0006829477682085055,-0.015529991495561253,-0.19154568851411083,0.027885174772904614,-0.041965403958626094,-0.04742890786704369,0.008847359335560702,-0.08383527461376931,0.02000003994505113,-0.0120864353552199,0.04728216787453755,0.047246682391301115,-0.048411585744670825,0.1151885094608367,0.10153537868220149,-0.0198822280250804
CCL7,,-0.016548831665731498,,,-0.016074245518545433,-0.03243861434387615,,,,,,,,-0.020522384389912256,,,,,-0.02901281774871271,-0.0739647415944088,
NGF,0.050639098072238674,0.029560031266166017,,,-0.004881515097038324,0.01657897224467225,0.11059095013441136,,,,0.0001947923983162753,,-0.02923220143353658,-0.005690039011901,-0.014439688159308925,,0.21664122800435665,,0.10195024702937718,0.04538177339045934,
TNFSF15,-0.004758359547399147,,,,-0.0178994585661778,0.003470593047054164,0.0339553673734125,,,,,,-0.029522051909405784,-0.020007020315151086,,,-0.0033002385328582784,,-0.0348447802879852,-0.03809881275881009,
HMGB1,0.15312517302262604,0.005440927680945269,0.01018461304865414,0.005605296573259619,0.03933380010742303,0.007454921620976853,-0.017122714148249396,-0.3396175886473819,0.050808360114135295,-0.01143762026064683,-0.09852791948857872,0.0133963396526853,-0.048967496328269335,-0.0376400572337015,-0.12115750408988413,-0.05444892942825408,-0.07569601858740653,0.06438330534726684,-0.0586055994102141,0.09010091577965137,-0.08401705694088767
ITGB3BP,-0.120983875486759,-0.042417774455268537,-0.00708465849639834,-0.005513994834259041,0.0012465284788487202,-0.010460398101151742,-0.032200094338651786,-0.2866629727070043,-0.03932407907198555,0.011082659324650909,0.006027443424616866,-0.04033893398275528,0.08845364983726149,0.00645568398844697,-0.00012376031973635338,-0.009530781481546756,0.03667775442670173,-0.015591618468693605,0.027887503799511975,0.02224946926153524,0.024529379552997183
AANAT,-0.005095037096479274,0.019797216826402345,,,0.001437001647790399,0.003879594015506266,,0.005833941689079201,-0.006333303425760015,-0.02616125899081996,-0.013745745284063755,0.006784765757484622,-0.020488068395083252,0.029201878866613545,0.0008048715261532013,0.0619386230912626,,,0.024027603705151994,0.08949300258839953,
RELN,0.09333939219640958,0.05651667907444358,0.05409064350144274,0.0748813698612428,0.0561373921625767,0.08471296302439167,0.019380629306298514,0.20865153638395992,0.042634034333308625,-0.038589720696758624,0.0701125311853179,0.08382394678245515,,,,0.1456125827083081,-0.03464037768339882,0.046929141516267175,,0.10373254204840028,-0.06933230134860434
IL15,-0.05131607806800573,-0.010599413041459447,0.005260866292583378,,0.056306247625294376,-0.009360314503966887,0.0412208352386139,-0.0954791519518886,0.04677289163117121,-0.024405938847604763,-0.03697460466286265,-0.021740053517772782,-0.034633809516072395,-0.018846284397113413,-0.03570987164057233,-0.005522811809515586,0.03759704335360618,-0.034626790763313355,0.07969525909212824,-0.03181090438933181,
UTS2,,,,,,,,-0.15397511097231165,,,,,,-0.015331657082321008,,,,,,,
BSG,-0.15642765616313153,0.033361390016413424,0.017889575100884895,0.05908513444340056,0.019515973276264042,-0.0026512323741600145,0.013831491957555285,0.2248938504140071,-0.10826607250710678,-0.002068033078052228,0.17889821524895855,-0.09207538665799167,0.048841671224475296,-0.02050364114757971,0.034383020682887705,0.11178329544791318,0.13305647847021798,0.012634690534037622,0.013435759105067606,-0.05672875342737612,0.02154518100884505
ADAMTS3,0.014261251663937918,0.11547994001803503,-0.010764848295517809,,-0.0074311469548993805,0.022841649005688736,0.06597041856625716,-0.35432780480106213,0.017719158086895073,0.009552933692504505,-0.05043247534457132,-0.006132083050850216,-0.02453237613129044,0.0246326469716368,-0.021554062758068575,0.005525988754154922,-0.04342436268865514,-0.014142096207373974,0.06571061737659667,0.06287535094502991,
CD34,0.08547709600697706,0.004724323478338102,0.024570044267772463,-0.004282863069117173,-0.0008580210337288448,0.055828619950342724,0.03198780253987336,-0.15991216939052785,0.0014817483206141454,-0.0235599026955122,0.031596980022268295,-0.03548220887536875,0.004525115057229635,-0.012147817047841823,0.002457037826976333,0.04746644147857673,0.07393432585546884,0.09440564691710747,0.0466731221082532,-0.0022215785373632577,-0.0610566576367134
CCL23,,,,,,,,-0.0383662071322703,,,,,,,,,,,,,
PLAT,0.0011436240517862636,0.04998374729080323,0.020210263124874717,0.07951156900560985,0.03290002529290366,-0.007631543446380565,-0.10573500517096654,-0.31267025140793864,-0.16201892535365744,-0.013037036587654273,0.02181089611436886,0.031224191987939617,-0.020365070520268674,0.061597259791636064,0.023932812321552498,0.03977447118963771,-0.15093187879965247,-0.04845565151102178,0.022013341214250054,0.09283355424442438,-0.0763907698665737
NTF3,,,,,,,,,,-0.00020990023136334174,,,,-0.0045416756392573756,-0.002141319367420762,,-0.04819088991926506,,,,
LTA,,,-0.013221174095780443,,-0.006269812965656956,,,,-0.04658050874526639,,,-0.021740056201375133,,,,,,,-0.041313227753644016,,
CKLF,-0.04319604888699096,-0.0006274534206439876,-0.04004787453610789,0.043102628254976856,0.08579421251736712,-0.10315638170205564,-0.06959343068923679,-0.41449009303784495,0.02381511005840505,0.00013298977882328212,-0.17963723702999898,-0.024399929554881964,0.047018138420273074,-0.024290037189988414,-0.02545590442382009,-0.05799493535326981,-0.02938045750688609,0.001129218766249254,0.08930915262551674,-0.07859420462122185,0.03439234689678491
