,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CD24,-0.021012243731263827,0.019056795741885107,0.037167045472847875,0.005681892441895217,-0.06601355751379206,-0.0045550362372743305,-0.11357238519469394,-0.006082808359574272,0.13807234750438938,-0.08829415971494138,-0.021668690179462952,-0.02456857102207254,0.08675204434866106,0.030844592224507184,-0.0597776063502265,-0.04758701301394565,-0.14301951153664796,0.12357893669955575,-0.008938597180511095,-0.010161494306310328,0.0559787653518451
HSP90AA1,0.06451739522879359,0.020298501219557126,-0.008010316312266057,-0.12212130325843351,0.00967312764084218,0.242627191453152,0.1290786032042921,0.45946304541319705,0.06776089418444105,0.010245351998593223,0.2435562943026441,0.08198715741817783,-0.10854741402384119,-0.046906260593730556,-0.04671219424256512,0.03456756064989433,0.03363270331337565,0.1184962106714207,-0.029229334694591148,0.026819204455052644,0.06190204158038656
BMP4,0.13983616003040075,0.01763445967203186,0.03257068992461576,-0.015267308362065328,0.023813365347355835,-0.052983006664448114,-0.060465577926524385,0.09233627550809183,0.020573319210159667,-0.041062253881146614,0.08417748544385092,-0.018524773292786064,-0.017757854405043114,0.04476226126274802,0.07672200527392137,0.023983083431840475,0.009001407268760747,,0.007144282303162851,-0.023315759585472606,
SCGB3A1,,0.021474034796935434,,-0.031118953550361497,,0.025829581416060586,-0.03304970469908658,,,0.004833784668379601,-0.03348678413730975,0.073218628567098,,0.11097724506946355,-0.02801788128708165,,-0.03147605042973072,,0.026652449225899384,0.09467064021202444,
IGFBP4,0.05627650455397988,0.028173835641793505,0.008930196879146536,0.018500426553988553,-0.06526872121709615,-0.06016087226961156,-0.07004020524152726,-0.2038065724509552,-0.08156476528799346,-0.0006874418110129802,0.00010883944720820193,-0.05650661096213117,-0.06769213292463165,-0.0273341632684052,-0.02950566835738783,0.038139357733094764,0.2509975270252973,0.10946621834158926,0.07947693854819497,0.06565270461091689,0.0563676111594028
RSPO4,-0.03564743402187645,,-0.02137353792230198,,-0.03153487226489857,-0.053162155872639796,,,-0.030135553193528262,-0.02206727460606829,,-0.030156880528117908,,,,,-0.00392621863916727,,0.07748355558279622,-0.05401892862831847,
LEFTY2,0.012888667715957215,0.015415988497713182,-0.013383550229340693,0.06344666587140868,0.014433511280677862,-0.022458392991538605,-0.0019334553246416742,-0.23238806684488067,-0.05316436464243783,0.0244646837546538,-0.03340661678135433,-0.014160079590669821,0.00045870287014537607,0.0811539380017525,0.08246435089083268,-0.01867641166786945,0.04551130597017794,-0.013733745036340823,0.0011885800106918914,0.11194323101767979,
PF4,,-0.029607931371223865,-0.01202645478561564,,-0.014024462533411173,,,,,,,,,,-0.013415298080088811,,,,-0.02006115769509183,0.10756584957595507,
ANGPTL2,-0.01293744882041069,0.003924091263936054,0.06844982665219973,0.08193573368734197,0.024864214844684495,-0.04517899098933441,-0.14567973972333512,-0.25388600565842745,0.04131972491783373,-0.04850627697963655,-0.14845960647675915,-0.059005263562599615,-0.020374934545815168,-0.03169325540187494,0.019020696126435015,-0.01775237502537766,-0.19617467749364897,-0.01192079828945367,0.025606845735772776,0.12467149500274764,0.00379747848834984
LRIG2,-0.04480258144157531,-0.08218592724495909,-0.016252328528102798,0.06566967442746793,4.451710988650606e-05,-0.010592794912681665,-0.03302839657340341,-0.13599047741198142,-0.013126147720055827,-0.12041444643997805,0.04393029455570301,-0.04821096628608876,0.0424006193244389,0.04209758897709492,0.05946128451068103,0.0023492203718338735,0.01785075034854015,0.03728309633661607,0.08178228307664062,0.049943913256624575,-0.0723464963239632
ICOSLG,-0.029948676718937015,0.06773288466795223,-0.04510038464187018,0.005801701663088926,0.0027046430082026196,0.05265746439660682,0.023110421891587355,-0.20325205452040607,0.0045973665249280544,0.014625822044652749,-0.08851939624656985,0.0017964575021972426,-0.018779477235776675,0.005607714486457237,0.004479142459115756,-0.03820679092477997,0.030290063854228368,0.030754045895391338,0.10984998904330553,0.057057256515214066,0.001616785298140893
WIF1,0.3564850235473912,0.044042206974261235,,-0.0504629357169255,,0.15604711546485206,0.0888851191549561,0.5638672110297738,0.02491128151206258,0.05865000928735368,0.3100111227900307,0.051681319016832934,,,,,-0.01751711753910854,-0.006430798333831007,,0.00926303266466303,0.15589631648237362
NPPC,0.056752504183367115,0.012078957050570716,,-0.03904130314232971,-0.02175539991189551,0.12391115825917944,0.03839011827184867,0.0272680272502312,0.006116735559802582,0.06464855056156454,-0.01399741321944335,-0.026433253906964858,-0.02453232901539304,-0.030636219017758846,0.10437559679585506,0.027642854971825684,0.1470575178703709,0.10146231908628747,,0.020460468690996617,0.061663036854198224
LYZ,-0.02245171381572551,0.039390417864515546,-0.05036223963793547,0.027313662371944835,-0.05267262497474331,-0.09382094259489121,0.029367395837567076,-0.23486656140318987,0.010645945331965057,-0.004607508268770904,-0.17671295749192675,0.0596535790705008,0.0473907680438813,-0.0121441689027847,-0.0007476128341698467,0.04115585779210589,0.08809174292121733,0.017078424887116608,0.06592725668024073,-0.03340363984708006,-0.03794066439867482
EREG,,,,-0.03924222491230824,,-0.05948457592496665,,,,,-0.01729409278643964,,,-0.030966475156934813,0.025188781797262517,,0.1353604352340308,,0.045646194921016264,-0.04871834744955881,
SPTAN1,0.14565211975818632,-0.008456671271540133,-0.026776822717061593,0.11339152734631906,0.03250212108972243,0.14152361970491095,0.04095489363980111,0.20987405093850617,0.06249626694787489,0.02931149185813362,0.26754912237334794,-0.03901724808056585,0.061574935352010536,0.05997727164873606,0.05781040491357017,-0.011049534766515547,-0.03168260901543202,-0.02625536750748977,0.038758984818407956,0.16962868929256383,0.08776614729605832
PTH2,,,,,,,,,,,,,,,,,-0.03105154663849921,,,,
LIPC,-0.0007247745352164367,0.0033392673401560643,-0.018100457201097417,,-0.0013698566194133152,-0.005949295025067167,0.007635197271709082,-0.07826938732361627,0.030172683500370612,,-0.033463999844410106,-0.004625973587746802,-0.05040595202401638,,,-0.0038795388786371844,,,0.015655161520400147,-0.04032687019701605,
COL8A1,-0.13674497961827325,0.08090840030636683,0.018207187937482917,0.019540686166662078,-0.0852996385784885,-0.015121691271559665,-0.053502877944174694,-0.13514756690047758,-0.06604040841327921,-0.037781335686446614,-0.1263193579708269,-0.010935818209180142,-0.07320424310151148,-0.004453310422952984,0.016755583365885066,0.13461861978423523,0.20576937525305833,0.011129780372116118,-0.0159334146193344,-0.07913194147393365,
GSTM2,-0.06798586260100851,0.0005000221108461177,0.06207638868628379,0.04094136894509396,-0.013988642691460397,-0.012328757781613492,0.00887498436647301,-0.05832514089193963,-0.0033859118365485033,0.0019249029762338564,0.0035955180537948156,-0.00872077030570494,0.07782359677667587,-0.04937595168877255,0.06987471418922767,-0.05194765918476548,-0.03103526356195691,-0.06208241889495134,-0.018669884399319922,0.030604449147198596,
SPX,0.1318204123685778,-0.007247520506395441,-0.01637734709938675,,0.04855756589345948,0.2534909935894894,0.08044265707288724,0.22621408079269417,0.09330662373656118,-0.017287389436109683,0.05701811540230054,0.045776743316397216,0.08956143556000433,0.06309822817801668,-0.016656807290876256,-0.01881248210922703,-0.0123120104109041,0.04360987601553219,0.11264557545643833,-0.019477906960871354,-0.01628839390094293
MFGE8,-0.12219118322453504,0.04849208218488617,0.03902312998042949,0.004181576086828002,-0.01687482716460068,0.09925202404270768,-0.025650480419128596,-0.06046042022775919,-0.06977586650378531,-0.018305318101922624,0.13662004108286518,-0.021059238316996718,0.05868206265439622,-0.026882473560165668,0.0428819218850256,0.02977437765192242,0.04191911517845536,-0.039333130539478976,0.045690887550389095,0.057466170475014094,0.08126459444013927
TGFA,-0.20386014904313074,0.020444371311413998,0.03247968713957499,-0.012827985815512076,0.0575549273586385,-0.13297687129945654,0.005608789109938086,-0.23415307699559773,-0.08199945597195941,-0.04535108588478084,-0.07981570247534502,-0.040010306387832185,0.0268709417006336,0.09041820571431644,0.03438621475567919,-0.0016801169572718592,0.09803649415315673,0.061333707366202486,0.062132121802402074,0.018613222869155836,-0.01966605498610445
SLIT2,0.30912901648833113,-0.0341233998864811,-0.011131833062409953,0.023243450232572276,-0.012738316964078195,0.12494720105086729,0.12562549713682217,0.19663567784381047,-0.0026002835972318227,-0.016282801960401917,0.22022287378180888,-0.04890174101933555,-0.027743894542771385,0.04720722230792805,0.03826960670898663,-0.010916417464109887,-0.03259678652185594,-0.067407666019627,-0.023103325840628342,0.038270423990038445,0.1685867650698162
PLTP,-0.0219545340444894,-0.016953020435908885,-0.061613702948459595,-0.006663236126299351,-0.047404870608342836,-0.1407108060152983,-0.0565396369964113,-0.43516208285718666,0.07571977973953846,-0.05955609102934787,-0.2286996363306755,0.004537789420251815,-0.008117713061269006,-0.0300843150091754,-0.051709507321720666,0.06070276328698237,0.34280131703231814,0.01944017495431536,0.13921048285848717,0.01775465504043482,0.030751257864328405
APOD,0.14617552700351563,-0.021302817572299012,0.01799059940999092,0.048301160936354635,0.0669835936683908,-0.046518776884147094,-0.03800274180848607,-0.4168563236564915,0.04895730360638205,0.0014880808773199347,-0.17873209905451318,0.015874349429175177,-0.09058288870097883,0.039306216485626995,0.018084922912995186,-0.04369618825194341,-0.12049040464658303,0.03196718166380307,0.06339385756862057,0.014885410210469083,-0.03397612702968518
B2M,0.09598795188245068,0.0300335584245163,-0.08389066830504957,0.08963054949781622,0.0392175335862898,-0.14256314975926393,-0.12052246134425083,-0.526136059295427,0.10426033135760227,-0.047786802307734924,-0.29934686380763903,-0.02105829267035117,-0.16880913215339974,0.015945329547984406,-0.045416797394317816,0.06485267477071036,0.2508373670701575,-0.07798715795328172,0.012689380230436684,0.07055898262856848,-0.13114397876438388
OMG,0.12626605722552925,0.008160779566163517,0.011502056361925108,0.08594052212971806,0.031846005079423215,0.1317099295996499,0.02011271663714659,-0.05851606028092005,0.13305446458409897,0.02609718069051713,-0.060631846630341595,0.016435151647853682,-0.03623775157732403,0.0485067846401709,-0.019560036537190073,-0.015597451687505896,-0.012397814158137925,0.08041596840740758,0.1226458106441266,0.12837413366228254,-0.034830535201591316
CXCL3,-0.11456516562794254,0.06674454590684958,0.0011896029256629728,-0.054815833486281704,-0.023711444565530676,-0.06741372504104019,,-0.05181557163225452,-0.047987648347381534,0.026078494852346895,-0.048378059327781886,-0.01565677729326968,,-0.04915254149445116,0.02214438382846085,0.04740865331057218,0.09063961747712776,-0.04829262401980719,0.02328892543673898,-0.06355599784530387,
