,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.02358391789291431,,-0.026298930482681667,-0.013221174063895919,,0.0545837719838832,0.09510971448680025,,0.06184128884124701,0.012545436050850659,,,0.020130390089250414,0.14011969341715647,0.04849972366297679,0.013962526031370562,-0.00797302029639478,-0.008566965814714226,-0.009252313175617751,
PDAP1,0.08095150860500545,0.04094177385001055,-0.03332008086350637,0.010346798350206214,-0.019513437793899212,0.016845817067585537,-0.02150190827982665,0.08558841224545238,0.06567979906939725,0.02775895282563991,0.002051208724115837,0.009296293229013866,-0.049077587374863375,-0.0634745284617229,-0.014184861128543901,-0.022620089911489876,0.0537709376425623,0.029776850266138882,0.006880569937544616,-0.04784764172281426
QDPR,-0.07600310151917762,0.07501179044550113,0.005765285483800229,-0.06261065021003141,0.009923390628800387,0.018195612458740632,0.014665571253175276,-0.030725926577442587,-0.12996973166234674,-0.02265688210119917,0.002655836463997507,0.00567001752434541,-0.013369223118441825,0.017256077216726926,-0.01232337941268438,0.07058495643255679,-0.039045258264811575,0.02190393013279818,0.045931372876370315,-0.052264306166667135
POMC,0.12016605320042112,0.07659041404379494,-0.007234636623811852,0.0467217168176163,,0.014498932958199925,-0.018752787934252817,0.005447124310855342,0.011706931764418433,0.05541849650809052,-0.022929645661566612,0.0051634208410793825,0.04471354771836875,-0.003582107667404775,-0.016697244871287452,0.08992289054035137,-0.02251791866138358,-0.039174202366142455,0.039755284095703086,0.0059628171051351745
CCL18,,0.10513639301332856,-3.797286634286485e-05,,,,,,,,-0.03515980657604203,,-0.05195567359354732,,0.07282385270241201,0.0748763025943838,,-0.02203761486534112,,
CCL17,,,,,,-0.02128690143937456,,,,0.011153839280573969,,0.043801660350961905,,,-0.025534070411276415,0.0014168572411474632,-0.03168376390868702,,0.08123830207278611,
VEGFD,,-0.015793978297295896,0.10360652694226426,-0.018936679290759154,,-0.007419428671626442,0.046646465746686135,,0.031153287137634995,0.02429074493940926,-0.015492195504408167,-0.0011140395649965485,-0.03820371208965342,0.04070255201766671,,0.011488943966722738,0.026720542787235242,,,
TNFSF13,,,0.0033051885808647718,,,-0.029195999980796427,,-0.013383890366035546,,,,,,,0.06910706789134072,0.013150834755418723,0.08468913938620826,0.001646382525003536,-0.027056566112324328,-0.013465015867100328
WNT5A,0.01893479442745653,0.039945678871639904,0.042832777578921004,-0.0139204480366068,0.0586663709530429,0.026892549224955948,0.038824894118912164,-0.016608994166060875,0.040286199065767594,-0.021129003673994777,0.021598405547019393,0.04708306847934664,0.10015916183966338,0.04043380182575041,-4.4223485794159125e-05,-0.020028688888289847,0.10273649061922704,0.012361667733604337,-0.005952888919056873,0.060770626694383476
CXCL8,,-0.06266168448750917,0.05650287898478649,-0.01773118407508953,-0.02511178337288635,0.06190785242014719,0.03570106790027219,-0.019037715977857864,0.06340506743488501,0.029564066378713616,0.05012136036076821,0.009357286982417324,0.031758552607541575,-0.040588103913555454,-0.03905103973703391,-0.12472309051774788,0.023150750652631488,-0.03473024684174678,0.025854520380534228,-0.0024482868430590085
GRN,-0.04430228327392135,0.04787631414512217,0.02638602495932568,0.028866216016900002,-0.010686039357561874,0.0282368383557891,-0.03521386872438437,-0.009633533577468455,0.10835708987677571,-0.013977899332216307,0.032901006803716056,-0.03005589127730114,0.04722535386656153,0.058832329151972014,0.05044654717377128,0.043385764032140436,0.06792543675211436,-0.007443334698247693,-0.006253738211969973,0.027977307509385867
MIA,-0.02223199120683366,-0.05298394767754662,-0.01966665541378201,-0.0168409582657511,-0.030159239019403736,-0.011364730033811237,0.04249880149689338,-0.024200655015117763,0.029538751132155018,0.027672087884542392,-0.021010200322125895,0.0012613638354581063,0.06555546592490571,0.08046369469190955,0.09577823706274498,0.0754798134309624,0.006533834539020263,-0.05271628600653569,-0.03051860139552303,-0.01865287391200471
COL4A4,-0.019670780304333193,0.10314709868579457,-0.021422622488140895,-0.028321475781936032,-0.004267166765434412,-0.054154316972233586,0.010177650377236013,-0.01273418037744068,-0.025062700712664625,-0.020427065490812944,,-0.03530062242674428,,-0.03580123274845358,0.0668718422429899,-0.04195191805817566,0.025201240844847345,0.024496468783689895,-0.030608820251915525,0.09077698745748576
TAC1,-0.016985060434957754,0.10099561658599898,0.03737401057187105,0.04255158739511582,0.033321941077881896,-0.029401391399451023,-0.06497266140807473,0.004878818955152692,-0.03747330145817734,-0.05710582928548767,,-0.06256009073403827,,,,,,-0.03238581486980792,0.1089836279771021,-0.06513365539702504
RARRES2,0.07737673145168326,-0.06392183709369477,0.02439790924822156,0.015190447208995938,-0.0261639050104463,0.035759601655363404,0.02175886622844044,0.011581191418622697,0.04803950584378963,-0.03341362151230538,0.026501167967321396,0.041256132660819796,0.07037503110935461,0.04452899395867598,0.060849127608536245,0.03491751700891025,0.06420074767479197,0.004083509922658185,0.03455735184221297,-0.009284941175832579
FGF7,0.01749488064870664,0.0984224951457801,,-0.021373544121830824,-0.04873894809416347,-0.010543744741902042,0.0478862179929453,-0.03649830247119259,0.04199950885151447,-0.03225165804368421,0.016935864298617057,0.0027987828025036153,-0.03900048454814796,-0.001451787134388588,0.012480552325782648,0.03619708019610374,0.015660948019922367,-0.0005540597760440249,0.054907508051755205,-0.0064862007055718676
EFNA2,,,,,,,,,,,,,,,,0.0043098043897923,,,,
HBEGF,-0.033777304961016774,-0.0044662997541389795,0.03676717896269355,-0.021565176358692668,0.016430811261438548,0.007802537331744786,0.018460423659900818,-0.018892241255625098,0.01367436365670522,0.049614307230607335,-0.04301060539806053,0.011850419001048454,0.038267830918094055,-0.05098996379539413,0.06774533043593982,0.01852512452415309,0.0027040276514056433,-0.031171454524743476,0.03574441675717968,0.08365547267494432
CSF3,,-0.033178202320937364,,,-0.03440507418204599,-0.003720086369568777,-0.050043653355843445,,-0.02651585495691318,,0.19771586862451765,,,,-0.05051723205091788,-0.048540048163101104,,-0.013206993587912403,-0.017482570947660377,0.035919262268854876
PI3,,0.03333803848869855,-0.004793407063384183,,0.004630389060287202,0.04233103363080339,-0.06481299936400699,,-0.02985720265288856,,,,0.006150426450775657,,-0.004812467143329019,-0.06349830662313509,0.0487951849991027,-0.051539820357718036,0.005948736088347286,-0.05705971494709443
PCSK1N,0.00979606996002135,0.10453516105256055,0.017097588595371922,-0.03479195184848356,0.02047590507907786,-0.038989985351486636,-0.018496073220434308,0.06536877141705276,0.0539276757775183,0.02460757646101938,-0.025981575029130583,-0.01427050664309038,0.06220718715452941,0.05237262311796467,-0.011385865920736848,0.019965901754623403,0.0045724181120682765,0.04313218916889998,0.01104901323545481,-0.09628422011660169
NTS,,,,,,,0.05388031121493355,-0.015545540930936259,0.11122261641280101,0.016361581094951335,,,,,-0.0451360181229123,0.001048672083933005,,-0.002219722314893977,0.005237444186970038,
SFRP1,-0.02471369197187137,0.032642417220227295,0.03931851273632756,-0.002033327249125544,,-0.028502932845769328,-0.024103689858181017,0.07531328230913893,0.013567617229127702,0.01494053396964711,-0.03222302856948254,-0.012784797100476863,0.08378855951750598,0.0585517377212536,0.02589293586055594,0.05391222713411625,0.030144585893399592,-5.7584899883070364e-06,0.026917548674513743,0.002299159679831002
CXCL13,,,,0.012686756796692972,-0.024982154760609908,,-0.02388706446763822,,,,-0.03409035100164484,,,,-0.012134234407599108,-0.01857677398916502,,-0.027468558104145262,,-0.028987832508257847
MICA,0.0038513148483566313,0.011813611276161361,0.03183487749503648,-0.031501022058905016,-0.004649432935715383,0.054674572459638214,0.04289627059575261,0.03961038435155491,0.04858637746361368,-0.006382776006636093,-0.04400702368247815,0.03252443039336051,0.014461760094182895,-0.05186502343578889,0.0735033351296288,0.041471220653435774,0.03122931918521988,-0.005105826713521887,0.0581026617169148,0.056384692312690096
TG,0.028499503848469127,-0.004269041429883008,-0.01117361238817458,0.05368629067819333,,-0.00358117440876379,0.012306361021329839,0.002839682901010484,0.051071105346774795,-0.028997915956679166,-0.03306706165308712,0.10597491315290565,-0.06727374659940921,0.035360802780570626,0.034366234870446065,-0.05096797994892466,,-0.028255224376918422,0.04091433846358825,-0.03194474143436599
ADA,0.08380544212406298,0.03568263144011596,0.04139559964948407,-0.0371404288479221,-0.029095262576498252,0.007303471368127978,0.037199758017227205,-0.03505468723960398,0.04575798833196856,-0.00017920759258466918,-0.030153397890471834,0.012856842186641553,-0.016388534035642496,0.0787708251356183,0.028858720342673852,0.0786485999460025,0.004344872416268307,-0.04863386937796115,0.007649475680074323,-0.02435842982088901
LAMC3,-0.03838048437423103,-0.0218482656050687,0.02158017185077526,-0.03196993329378569,0.04465547684333189,0.0050962367007949495,-0.08700790552509303,-0.03381577875566552,0.0869104855771676,0.07461583124762193,-0.03401810164783282,0.017565274770521215,-0.043917217003887614,0.02972812472118807,0.048237579739995255,0.06943702093387824,0.013919408265312912,-0.007275717053871809,-0.04488580798070223,0.11228208318822126
CCL7,,,-0.02087538958333274,,,0.033086457720434795,-0.031669837284477705,,,,,,,,-0.0030824548420260328,,,,-0.01832003968554814,-0.05155207762345341
NGF,,0.10323992121626992,0.023019130071427737,,,0.08065412969211136,-0.03380425506250266,-0.01712305703497368,,,0.019221476371859888,,,-0.029667965025721606,0.014867233836532061,-0.03351114947477645,,-0.032150495653949694,-0.011413562827609747,0.021357747256852508
TNFSF15,,0.07349114447866151,,,,-0.013424406917048368,-0.02344824005628605,-0.020791145180607092,,,-0.01482155196849946,,,-0.011790921501010592,0.12827903502329097,,,-0.02131917576291443,-0.03956905542641418,0.06845507011971895
HMGB1,0.012055705366266403,0.0315148874133338,-0.018922076158563176,0.049594278658350956,-0.07126748164198483,-0.02156536549916152,0.04878482578714013,-0.015775513395015036,0.11399054063254822,-0.03342556984408704,-0.04460481649737995,-0.009860199902712814,-0.05391044953052942,0.01653035843924214,0.02009618466098546,-0.03393986043401974,-0.03360858889164219,0.03278940194035109,-0.002260015628918074,-0.006695121822994822
ITGB3BP,0.0001716088331825281,0.01553622577112903,-0.009082624426982837,0.02417898965010683,0.013540689314716092,0.0497777870292653,0.0561358397162434,0.02635882557091673,0.04571241036566057,0.05971054530922416,-0.0562176210644432,0.04171156737024295,0.05200705388812207,-0.03599085778489941,0.0030291098002600014,-0.01030851438956253,0.06659061531149207,-0.006257067670469542,0.03818735786834883,0.08110450250566685
AANAT,,0.10534653614177288,0.027684218817015615,,,0.0526993090225172,0.012928614713716789,,-0.023918018741096243,0.062443065209984605,,0.04997435680973374,-0.005135605793832666,,-0.006949030725509309,-0.027446809057001274,-0.0012177798476231967,,-0.01938336597286946,-0.02182117220985537
RELN,0.012152958906330832,-0.015131819368539558,-0.04409968051626481,-0.000739675384522308,-0.011301430457706511,-0.019118247055043218,0.02817785330033885,0.0034482673493553737,-0.016485308069093197,0.00239187639393177,,0.00014570918133566938,,-0.06830133112790711,,,0.049305954475380824,0.05137499832734605,,0.025538913335110294
IL15,0.011107141961933282,-0.0336145467574725,0.002623555118943601,-0.008389205518556915,,-0.0029135004586820835,-0.016610791608016272,-0.014794135815300638,0.035499190855278785,-0.028298615570931496,-0.034851173970410355,0.02497553264004094,0.07888472278835705,0.06750193311558945,0.015064659915644173,0.01789014306176483,0.0784596809104954,-0.03592210563870509,0.023132298367450285,0.06422211105760516
UTS2,,,,,,,,,0.05465653436971391,,,,-0.041711096804858995,,-0.028590133102435918,,,,,
BSG,0.03635298368449788,-0.09447662626485705,-0.05799053486822876,0.003613319155013141,0.08168683670452494,0.013732813657778646,0.032753364960436154,-0.049110820435098415,0.04170626168169316,0.04509910464334237,-0.0354973316385066,0.03911803405144979,0.05009528940381662,0.03465224433571876,0.08706166837539438,0.03257874491888558,0.054184665847213376,0.0008930115444309442,0.028638145159150676,0.051553418108442786
ADAMTS3,0.08259802917827802,-0.05217801933259458,0.06544838607797156,0.0018476066924028446,,-0.006824560772311188,0.03811504614488502,0.039051840506469156,0.12572258645487697,0.019812560095145364,-0.029079212340261562,-0.017187678425486273,0.05125792304314406,,-0.022194005002955552,0.02305562590550025,0.09561893127138946,-0.006633482225508535,-0.031627098217923456,0.03386798379935916
CD34,-0.04339684971081157,0.07321755829135,0.00547246257509216,0.006760028228560142,0.038901756069724014,-0.01978314556484937,-0.017320156804953753,-0.060571077738575375,0.0476637474481568,-0.015695998993617094,-0.037457239589797325,0.00520066427692026,-0.02459649775171415,0.0887166520599004,0.035149736847420586,0.09467118017865088,-0.016872072060192894,-0.05205443406106968,0.020436053984544164,0.03120786385138753
CCL23,,,,,,,,,0.11530809322403943,,,,,,,,,,,
PLAT,0.09167885800686233,-0.0109703404778834,0.0393049126371255,-0.015350129931662744,0.0326893201067997,-0.00848193015234888,0.09634498430170009,-0.022215003378579696,0.11789445158158732,0.04458203879878943,0.05672923294127673,0.06206939574578377,-0.06705624201001831,-0.02900807854357229,0.03639288875326941,0.07636450199720143,0.021238315876254164,0.08016988188519067,-0.009426032368070544,0.09480534213492425
NTF3,,,,,,,,,,,-0.005558891700237454,,,,0.029821037804090348,0.09986943997802367,,-0.0484068629381846,,
LTA,,,,-0.013221175420625194,,-0.020872146217832264,,,,-0.013791503143258088,,0.0020475940820902467,,,,,,,-0.010285049269162405,
CKLF,0.012929429824616654,0.04256337174685599,-0.012490452882094497,-0.01899173581110379,-0.004435025232065452,-0.016072076266288284,-0.004906140164375552,-0.0163208480650684,0.09130604290709478,-0.01288837498157499,-0.009431386443490324,0.014714702879242427,0.08788235706966971,-0.007488477192745063,0.03361907524846102,0.054913505440799544,0.013928717998275292,0.07355294227345734,0.00856786797752573,0.012501404826735216
APELA,,,,,,,,,,,-0.012666413737732193,,,,,,,,,
CD24,7.589118294151184e-05,-0.004106871204865306,0.016149415176339776,-0.041853917149575495,0.006950650661870549,0.06153440452840382,0.041487723356512456,-0.04699989345995154,0.08015170952847707,-0.06477145471303884,0.0220968642754428,0.05706223900672502,0.02061069904676539,0.04330543783322522,-0.009457337150144306,0.006254308132554224,0.02676052501758987,0.01584424779870864,0.013125157331419257,0.004701838064508797
HSP90AA1,0.020956454220443017,-0.13522870160047046,0.036590725607163505,-0.051931231924572524,-0.12357844480011401,0.007443581758185682,-0.03132336459595101,-0.026374916320246106,-0.06853455511641761,0.03094883715001145,-0.011150979614959543,-0.0544047552384754,-0.023571241656971515,-0.005080448093288846,-0.1102187126086464,-0.13019020281397248,-0.07404848482609055,-0.007535131002277912,-0.027229166153299223,-0.06545363865420144
BMP4,0.07129498500883402,0.020528316768935167,0.039969507259531245,-0.014015220971241133,0.04292240149347349,0.013307323896115752,-0.032084208296860074,0.0008002052053199842,-0.010768869159524004,-0.01660972661629052,-0.011319712785501925,0.052391663995065285,0.10599101714349066,-0.09087120500704789,0.005078449480939142,0.014364749322414315,0.024638784027734662,0.0400930629753727,-0.015185949671502302,-0.027090469501292038
SCGB3A1,,,-0.020875387495821678,,0.051999173858820975,,-0.025161157280720287,-0.01888497602195676,,,-0.03103016333753501,-0.02152318019114597,-0.019495368745658482,-0.04905868271237167,0.00249248033005593,-0.020672558311889848,,0.0442733306107822,-0.03841222521964186,0.01547943956592515
IGFBP4,-0.01221018363494193,-0.0064610750049416184,0.024439716409717732,-0.023919837943240388,-0.026859124986830008,-0.010130228359672004,-0.03616793765281178,-0.03263521296449718,0.05062516180181011,0.023153986729335198,-0.09958964912703148,0.043575778851008905,-0.02346271084500287,0.012630172913105066,0.019398487699073864,0.02175507933624373,-0.028903568545885248,-0.05177217330364151,-0.009786949696947437,0.07547860579192461
RSPO4,,-0.023350816797111665,,-0.02137354006406483,,0.060366465711721044,0.05042531475368782,,,-0.02921123605882359,,0.029356305950375014,,-0.044856993275189785,,,,0.0332088739837038,0.1115498333294482,0.047305578327585224
LEFTY2,-0.019476285434884603,-0.02426742778696283,0.09471330989746346,-0.013383551570456554,0.02554702644073568,0.024306093053932266,0.0058752100371871775,-0.042406416130808096,0.08724399969618224,0.0022937241671129958,-0.016758578526983894,0.018733478579876624,-0.046054129371259335,,0.047719996443116516,0.09991421495061155,0.05049649689931171,-0.010514173443846269,0.0030887136121603713,0.008222852922439645
PF4,,,0.00991857942604298,-0.012026455990742006,,0.022369350635247667,,,,,,,,,,0.02211742083366655,,,-0.009684776456216631,-0.02155455291935108
ANGPTL2,-0.04048773562082646,0.03950878870235162,0.01302934190816385,-0.027612101916834383,0.021737702010351096,-0.026241409645479108,0.04634043715540492,0.007554135713080011,0.11917367599028197,-0.02208183138843943,-0.019439699459865907,0.03794514490395994,-0.032305553954631375,-0.018344370029466976,0.06768708274931602,0.06239317012917415,-0.07176593614186981,0.002108872251699801,-0.010993545395000349,0.0816751066473782
LRIG2,0.049774396821196186,0.10197149776080239,0.03932183443955205,-0.00746826500233078,0.0493157052167962,0.05182180179974659,0.006665454236724997,-0.004729053836196155,0.0025398124936102545,0.016305263849120444,0.020705594662811955,0.04690316494302357,0.019841203099065962,0.0453639790628118,0.045706486116133455,0.05331562210094438,0.0771728274044526,0.01407154991273903,0.07415231848897003,0.026566073604942474
ICOSLG,0.027724060394706068,0.01490385012989387,0.02265790470549328,-0.021345701272120005,-0.0333713653679503,-0.006903451725408338,-0.021002959317968004,0.004716154887236822,0.05799888214931092,0.004147704764338045,0.013868009773670779,0.05835744609686562,0.016830413225962803,0.013577019260134595,0.021650854911109334,0.08008237453008213,0.04144692523174548,0.018266989619305132,-0.007882559874105122,-0.003965458201812618
WIF1,,0.11551106442072813,-0.0012277992421055358,,0.0649164150918432,,0.07507272260149823,-0.0002534487499310797,-0.036320662002378865,-0.02254161897852931,,-0.03472376380342839,,,,,,-0.0005306267936434958,,-0.026042912754438697
NPPC,0.08411334009061112,-0.04765562223108116,0.05312395477883412,,-0.03324407564553209,-0.00842930859113004,0.035480818897212676,0.006397843852408948,0.03482007129794835,-0.04397153632626091,,0.030029603106727098,-0.07312519388475065,-0.023068901381895105,0.06419619472058223,-0.014810282968058227,0.14015986091763583,-0.025896326672379715,,-0.02990844150866143
LYZ,-0.00801126723661319,0.006436788239926044,0.056010431031131735,-0.0605651902889416,0.05365273790794544,-0.006615601809117616,-0.016323733163895793,-0.0015367050920269047,0.04755486831380116,-0.023953011573763994,0.01888850337156994,0.052434891022523036,0.03735574672713391,0.11954286855078591,0.05284361707929248,0.09003215055292686,0.02530566613819126,-0.02435260698318988,-0.011989995928921028,0.03278964874754788
EREG,,,,,-0.035072876741158505,,0.03190192697454144,,,,0.00019096937599799035,,,,0.006952425306735488,-0.06370678023709227,,-0.026442823509692927,-0.006418689138667334,0.058059960143088535
SPTAN1,0.036745601296464425,0.045512954681743864,-0.049951817613314894,-0.0019085573820045035,0.024587517952490815,-0.06748222414123381,-0.018620160348564552,-0.016206676468827324,-0.08042518545743767,-0.06283944854325989,0.009759972353757659,-0.008245184471581722,0.009723580417417482,0.12023637587517398,0.036743755666109906,0.01020959400113646,0.014319462240148906,0.07812402522169809,-0.010455693699759279,-0.010643723274136119
PTH2,,,,,,,,,,,,,,,,,,0.01604396946732636,,
LIPC,-0.02518448154298258,0.0652710784876864,-0.026511244837465538,-0.018100459014877005,,-0.019115591044247295,-0.02811556320083056,-0.022941911235190692,0.04733462831392089,0.005917020851982736,0.006904610580840706,-0.0195493490369532,-0.05272067060379667,-0.01299537890362024,,,0.011551739087836806,,-0.02029173241481747,-0.033613035044485005
COL8A1,-0.01877179792346691,0.034657555511587744,-0.027012406947364627,-0.036883301580019394,0.05141725783829978,0.011946957788580771,0.012038443895239274,0.026397079484966654,0.05014231183130574,0.020739031426705825,0.0557216697774313,0.06771999546590517,-0.07947897763503825,0.09953873826353168,0.08753131746629983,0.02756435974209907,-0.04390044832552233,-0.07567153049984492,0.007536406813564922,0.07966300748520001
GSTM2,-0.017727198516666043,-0.03461067221104737,-0.0023344263544617513,0.06686943222874343,-0.057249468803014666,0.032951011627742124,0.004418327894549229,-0.012510433900856325,0.02285182475956812,-0.004536986621363653,0.01916517398911123,0.018487204790782138,0.053565542920762474,-0.010335595333224435,0.03299641481703558,0.015629882596686434,0.03298584177242007,0.06448555127902467,0.024653758525257342,0.03203493719285252
IL4,,,,,,,,,,,,,-0.050395929536410124,,,,,,,
SPX,-0.03078620907488762,0.14916647661667398,0.061930112553972065,0.04491982805848144,,-0.0022465220888037416,-0.04263803093143311,-0.035541831074972594,-0.03217444044574346,-0.06017833373315463,,-0.02605186008562507,,,0.008989252454257716,0.015578746803857025,-0.04017338105751808,-0.03777583166849061,-0.0065833602506610665,0.03845831409197477
MFGE8,0.011239189665299652,-0.05323738430551115,-0.007639947710491834,-0.007083197487888647,0.02309270875551205,-0.02324296177653698,-0.05072389678031455,-0.02134093821778587,0.027242305680087467,0.04805651978135646,0.0025729792975032187,-0.0008458908953059514,-0.09799087041778481,0.005961245907119508,0.0075474167657916934,-0.010349359776874753,0.05664503305861238,0.005684783910644131,0.029181170260875838,0.022645285393630758
TGFA,-0.03453724102449688,-0.09849048558590139,-0.0007588029250808493,-0.07756457098892143,0.1100813002662199,0.05920024449522175,0.02563736099117992,0.011951598175284342,0.021635154730648764,0.09430578289984544,0.03215417882625305,0.07892766330190562,0.035101678908456876,-0.036594676744572806,0.04445104716406835,0.055512967355863294,-0.0015845261453237417,-0.008707249556769206,-0.017253711785437095,0.09440936290766001
SLIT2,-0.020244080844826505,0.0522258821607745,0.014051156867080262,-0.03135860941856947,-0.02733422330531109,-0.036577578895390796,-0.021773027925877503,0.004340332943286961,0.01645636498788946,-0.007505561404588643,-0.006192576383680794,-0.03357193956958195,-0.032292463003536186,0.08652585052384064,0.04385415447831545,-0.003326887432745885,0.005216356642567813,0.03388203337928339,0.06269179567170763,-0.014816641130095707
PLTP,0.028957803426971834,0.023514302237226604,0.023342786819655608,-0.0038781724170252486,-0.019066862056214974,-0.02604321965609772,-0.03262641819587452,0.009139750084435572,0.06977172867408733,-0.04929629548734547,0.03015727277173539,-0.018416377222367476,0.12281900049293483,0.0526824277604331,0.08173408057893664,0.01240128364170073,0.11914692135137285,-0.06557833060143411,-0.06979305282566967,0.03216013864070427
APOD,-0.08865927703522793,0.0033431407423763727,-0.03208711689103473,-0.05692121115414541,0.02207525402007677,-0.04721060600187554,-0.019350741525650694,-0.06081265913199198,0.0152741667007749,-0.033650529063128556,-0.0312616425206396,-0.019794807487047174,0.028698785106536985,-0.03845686037745062,0.0659952194707898,0.13040075093945502,-0.07204286137283354,0.015779575081427806,-0.051506512439735516,-0.05758749816563333
B2M,-0.0045219711367802335,0.055424429066669584,0.05898952938896028,-0.010098512331472466,0.014413833011861716,0.002756047361275659,0.014198825050956732,-0.036801223502978264,0.10081938737078061,-0.07040890613943002,-0.009739651511286878,0.03573522771749163,0.10772093796993538,0.06722608242718409,0.1225357445078259,0.08871386534642037,0.05291412536715745,-0.058017217987438266,-0.00196000215478929,0.032751277074082416
OMG,-0.047049640291901784,0.08017600238385608,-0.04132144552627232,0.017220249306616864,0.04060570680225949,-0.013739414036994049,-0.01087875923146816,0.003702750213468699,-0.039276275976968325,-0.06698384598438371,-0.012410597665207319,-0.00919998547734389,0.03218063640146376,0.025882858390385604,0.023745700266090346,0.08360420317821136,-0.06866705444886062,-0.07610871952274949,-0.008923239827874137,-0.06728038143763902
CXCL3,-0.015840938197892136,-0.015435990459997733,0.03315272606442641,-0.024725248980640078,-0.008166159790793692,0.0412373474550698,-0.02540739575861127,,-0.019243883238988537,0.06417732133823645,0.025987432264552943,-0.02221393101112435,0.06208230893032071,,-0.0036170670319499126,-0.034976301297208696,0.11762659482177715,0.00022776360579301029,-0.02800671463464041,-0.043761102630674814
CXCL10,0.017781287388144495,-0.023954759382791006,-0.004243455625397496,0.005969088926978703,,0.0846812374244353,0.018505058321323844,-0.001420556887990548,0.10955095341174527,-0.03157156244664242,-0.016910710677454924,-0.025370169604234945,-0.052558209609588145,-0.07716568376187194,-0.039518360245926816,0.13857220079075894,-0.03718158381717382,-0.01072474871048245,-0.017198565692598557,-0.04006427705290201
RSPO3,,,-0.028356561485206596,,-0.034405075255178615,-0.029196000939575858,-0.01474968013898173,-0.04910636816665543,-0.008503211582701538,-0.037441144334449374,,-0.02321312977504309,,,-0.029174748380062933,-0.03181471446096715,,0.00024037234037174244,-0.018591257971868655,-0.04253133481956474
CORT,0.10100818288842464,-0.02618037977355679,0.016696095154909264,0.11782759141614735,0.045752694937569796,-0.060996350787358475,0.020880670255326403,0.001414418496431227,0.0013019706160410842,-0.0567730796594416,,0.10912348063712816,,,-0.0018356168024141236,-0.03257991725898813,,-0.002368778111787694,,
