,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916inf
COL4A4,0.0981131691843681,-0.02494806205441214,0.03258439135087488,-0.011684322887715754,0.07821083138611692,-0.0012730439033396934,-0.021647299744390072,-0.013469249595468838,-0.004192462392415726,0.004048118646365983,0.11087084590307322,
TAC1,0.010535036172446478,0.11197071502098196,-0.04834698940573495,0.015304409095017336,-0.02656371364979897,-0.032000517877223,-0.00434619862148703,-0.013598515548816734,,,-0.018793971463619774,0.09727108611393004
RARRES2,0.10800408524077626,0.05859099623937395,-0.05213814100411838,0.07630886564417629,-0.029975907103769087,0.01299284292055596,0.00885766443714109,0.0933630028701913,-0.008044199066585812,0.017385155663944465,0.006928550913648595,0.05116711843505021
FGF7,0.02719942837931316,-0.01901191493190325,,0.027793530920730586,-0.025391017106173797,0.07332301372896873,-0.009758115212975515,0.05700674286665357,0.1058280128953352,0.0077498329224790835,0.04438377036455193,-0.020569658692438632
HBEGF,-0.0555823330995873,-0.01943154279253205,-0.053495281030606336,0.08723578858242452,0.001026245635638577,0.032197335350109095,-0.008460336748525496,0.06481765509889065,0.026935797134824958,0.04639840678544906,0.04542375967486493,0.04912867076354737
CSF3,,-0.03985664057146581,,-0.02685821745208964,0.016190040010126156,0.029090002516747773,,,,-0.028924580340620985,-0.015051823586952003,
PI3,,0.0015826705213113968,-0.022199182069632478,-0.043587804130445267,0.03104363040604719,0.04464919801975445,,,,-0.030898274664599896,-0.03270261217627762,
PCSK1N,0.08512129408125323,-0.015682248096797323,0.014190060665942576,-0.06930094273467752,-0.0024004963349026857,0.08061027006049894,-0.008319533733658733,-0.05693558345784421,0.0259376812657995,-0.0558296350603601,-0.03467620705913301,0.022412077820621146
NTS,,,,,,-0.033774387546379535,0.012435067235751805,,,-0.051818335561283096,-0.02228969824728622,
SFRP1,0.05297124089808517,0.036368750734895886,0.04948884225637216,,-0.012498439626633032,-0.01725814484565798,-0.01544673663065977,0.02828364615787056,-0.04610401469044483,0.04987453636111665,-0.021771742129674268,0.039790467557709354
CXCL13,,,,-0.019502243809500656,,-0.017103041938624598,,,,-0.02176482081757427,,
MICA,-0.006118681343693261,0.0010116045628373823,-0.05076649616073649,0.05029067845422926,-0.015838107609390823,-0.023573644422045834,0.031444791216822324,0.08444688805922808,-0.03960158350558796,0.06981883898234481,0.06858803916370734,0.07298957536517457
TG,-0.01967077342072677,-0.03177210412487805,-0.03322901639028669,,0.051691222639388315,-0.036603862934113066,0.11505125255654071,0.022597068540804063,0.12124129714429181,-0.029514224154337028,-0.001202573418998373,
ADA,-0.028346137000083815,-0.021381066862083218,-0.04263343471549769,-0.03293104733548529,-0.019873360184357525,0.04683675751464606,0.014115193124993375,0.011743561930890638,-0.026484181843189784,-0.017096546771865898,0.12253263560411869,0.07046965026760213
LAMC3,-0.006457049203632906,0.08309115497262752,-0.013711289166051643,0.0028170761166258136,-0.014853234154424244,-0.03479606167776954,0.029794864349415924,0.03821196056163511,-0.0011696447910500604,0.043924474351189846,0.13911645928116023,-0.03234048929876745
CCL7,,,-0.013422043000664843,,-0.00975165534710082,-0.006787640947508753,,,,0.03404910120900326,-0.015772852075268295,
NGF,,-0.022962543617953732,0.007764161424088375,,-0.022343533089925118,0.006109136892992865,,,0.05388780009972923,0.11509154553572093,0.10075296717544997,
TNFSF15,,0.011811010082925035,,,-0.010858945176350174,-0.016788845427738286,,,-0.046816221483956325,0.020977569385273846,0.0021612693375058496,
HMGB1,-0.00860882672962078,-0.01070575693316001,0.06510271011138292,0.003281291950523908,-0.029919686259585198,-0.014551514494138938,-0.0017729202359660233,0.022970446688332088,-0.10820335916431764,-0.021881348288835797,-0.07079095610172022,0.1019449472706447
ITGB3BP,0.04032810521293158,-0.06412876394835396,0.017650469908619213,0.029393824435782315,0.04238247493806135,0.10313702374310386,-0.005422239477898576,0.06360863638540112,0.04859679806416519,0.07396887528771057,-0.0020683441704519787,-0.07784538390968049
AANAT,,-0.013660337910402602,-0.019473342372691622,,-0.009880530582519389,-0.01512775379997557,-0.012885908173065569,-0.011262590959838297,,0.03209554493309316,-0.016688335257921766,
RELN,-0.01630759268032365,-0.03959239119382133,0.009507950929929832,-0.03024645658734204,-0.017150388395420917,0.03110244427910261,-0.03610851843619392,0.0248868641384796,0.0016617733490990362,,,0.07966759860762287
IL15,0.08314882025978292,-0.01031964846344851,-0.009054052138578099,,-0.026099549498225082,0.05990930105158204,0.0036493094708094182,-0.022873934373261528,-0.04752408988170701,-0.044781978070676166,0.07894856452202163,
UTS2,,,,,,,,,,0.11499453746008068,,
BSG,0.0660160572815269,0.006004479053673808,0.052225602614362425,-0.032151913465475856,0.044649592668559265,0.03581456921568271,0.012321537563965076,0.041061506229188055,0.006570951863016483,0.13428274770427973,0.016779841871879895,0.009081476261970667
ADAMTS3,0.026445295553916486,-0.021752162274537037,0.006786740389970348,,0.002247477402445135,0.024751285424522273,-0.03514870387039092,-0.0007704586653309249,,0.008362940941603336,0.04417442736533845,
CD34,-0.012457397979762504,0.002539879579336544,-0.03825061930678539,0.06666540162441656,-0.006811999068028853,-0.028330271415851708,0.010551184100870192,0.01597070788484892,-0.0020723093108974415,0.040285656345036565,0.110613290680512,0.012463808343990797
PLAT,0.08496541456683963,0.06497813927850112,0.045323919100329686,-0.06475368656246526,-0.043852727218619804,-0.021013781644893693,-0.027430085963424687,0.016688663922344332,-0.01476453790880173,0.07178154752780785,0.0529828079446952,-0.02812121118304089
NTF3,,,,,,,0.04754356744865482,,,-0.038328529948047745,,
LTA,,,,,-0.012498439041936383,,,0.006024370134464347,,,-0.022459984264679298,
CKLF,-0.056203917949111774,-0.03857993924686809,-0.026155977424042697,-0.061590495358786135,-0.027363881691726658,-0.027391956359206007,-0.006888542693665676,0.04281111618446436,-0.045356104917176995,0.07397168678344958,0.019345285331256703,0.09519151282086823
CD24,0.04505180751538076,0.037804191303624175,0.019980152646498436,0.0038874260099222885,0.05681770018090944,0.02135935690037266,0.03406525203806168,-0.014948209578162213,0.05506557721432012,0.02452754433605643,-0.006757021750873884,0.014149061732992687
HSP90AA1,-0.002900553902022942,-0.038197219463326375,0.04287537816393952,-0.016940361858795498,0.017678688198295444,0.016729447688478432,0.042637435742881875,-0.09092719357753808,-0.14291553402759408,-0.08442563377530804,-0.03556456789444378,-0.06563352437456324
BMP4,-0.020244081562036526,0.10340340132866332,-0.046706086758821826,0.08480177029596558,0.053866081969730945,0.022414538233357532,-0.01852842526341957,-0.019490957013161343,0.0030777212849030173,0.025542508259455206,0.07868101890077848,
SCGB3A1,,,0.03660953527783516,-0.028708778436472484,,0.0019276759933538753,-0.010869389577047136,-0.01596113088078017,-0.023471810607827055,0.10503537800179368,-0.03307145381072757,
IGFBP4,0.0018185064731718746,0.054433983039412034,-0.04763201594697484,0.028907377923439854,-0.01395639147197914,-0.018331550091712903,0.014320834198615512,0.03767445702777639,0.02518627627679659,0.035971451353107434,0.13503362795980814,-0.029162523098871636
RSPO4,,-0.028051101235985594,,,0.04032816623223732,-0.020792569976665648,-0.010869387987153029,0.023388692216379545,0.05092546793303063,,0.07174978624969924,
LEFTY2,-0.019476283008395216,0.004304045945052531,0.016007864674436958,0.035753173565052324,-0.004956402129035672,-0.009145132622276814,-0.011918416863449193,-0.028237620021720995,,0.03412441202064752,0.0018433161312689302,
PF4,,,-0.013923213667833398,,-0.008508127171279503,,,,,,0.014653576905236833,
ANGPTL2,0.030934373390507485,-0.0010910360592325502,0.02064105858860128,-0.018852592551062503,-0.05200828600784988,-0.014520272557054155,-0.0055410403628353136,0.05586499144778413,0.13858893283953447,0.0012286543865624325,0.03289066779492654,0.016201435043396512
LRIG2,0.0012481712284727114,0.04265212864337047,0.00789306579859119,-0.013871424637392292,0.029907823763106897,0.05542583666783246,-0.0210731259922105,0.006123838425401815,0.07383893903132427,0.06382258583202635,0.013044625033363016,0.09830261563364213
ICOSLG,-0.005956576263116679,-0.006619258291181245,0.010894501865502485,0.008921497029757433,0.03088262329757223,0.0011159097230932962,-0.02062806862942992,0.05139274528234844,0.06934728422642125,0.06696197699607648,0.08013322522826133,-0.041369893692512254
WIF1,,-0.023968145128136175,0.018555091431938005,-0.02262463187334728,,0.018459917390192555,-0.0058350850636665645,0.014850922377533084,,,,0.06040914666169504
NPPC,0.06546145680780373,-0.011328353898509145,-0.04163876834041858,0.023038580130673825,-0.013198203401483831,0.003359621521168972,-0.015105789332053081,0.014255571399572325,0.12297991559545919,0.046082673519073296,,0.0039953612895369086
LYZ,-0.05357759445220775,0.028051133106941736,-0.024616413807982736,0.07249617886302663,0.03474127092129488,-0.033721965436527605,0.017772872120633786,0.06756044253871511,-0.04320113472036568,-0.0058599974748398675,0.044759093974756185,0.04982524632790446
EREG,,,,-0.021157946672609423,,-0.0292600793997176,,,,0.005198990864804808,-0.03391977094103826,
SPTAN1,0.045285689332113035,0.025878030405564467,0.014338960908296927,-0.0032648351619384967,-0.0002789122908392379,0.02297666581315405,0.022639645572915965,-0.027283848294141978,-0.028569671058371385,0.029516849878153093,-0.014786648612750749,0.03911772189736199
LIPC,-0.02518447840532692,0.049517444969493306,0.14280892853411042,,-0.015289738189577443,-0.02013062999864712,,0.010245077180131906,-0.0348648483574652,,0.05789542124193243,
COL8A1,0.02348185735863812,-0.009227412926594724,-0.013353403926391458,0.028599709091096607,-0.030531195412540103,0.0005521088149993401,-0.013826480056753002,0.02167349511895441,0.01627262698463668,0.09419914394895831,0.04754270864773367,
GSTM2,0.007262555037929887,0.014709996566809613,0.04397456446302858,-0.021265191690979724,-0.0012568105907702343,-0.04076147943797588,-0.03212638535528532,0.01767001711309191,0.017188442091628956,-0.0177793389705575,-0.003774047901525031,
SPX,-0.029650911037848168,-0.015929211776131106,-0.027568683333008333,,-0.025053954929156276,-0.0022715685951649675,-0.0006531571536623061,-0.0006197264656312418,,0.04457764711449968,-0.0073646692935361874,0.04282147187713039
MFGE8,0.02602669765031661,0.017412618849577427,-0.06021046740107019,0.022800366544838867,-0.019873496159129825,-0.007865821590745739,0.03530329673953155,0.00299519764960552,-0.036910672067440364,0.031232708721756368,0.06540887373213788,0.05358676040267355
TGFA,-0.005767659162772136,-0.024339884044094224,0.06764520819792333,-0.0052604865097968505,0.0254743480693143,0.029560784973172896,0.03286616187385267,0.13751169888941986,0.009033162910920317,0.044943590578862117,0.021318603181758742,0.0028813593932820215
SLIT2,-0.02024407832267989,-0.009062681433783986,0.012628194652497414,0.0035227120884209007,-0.028957254208356903,-0.011710557688430552,0.009803939845676454,-0.009602218691361606,-0.03399154733037962,0.07407589578480442,0.02378818621537361,0.0010236538997197941
PLTP,0.048349324694601174,0.13666643794323655,0.022591408895372353,-0.017950733815251675,-0.020996034816066347,-0.019898089099213385,0.05248386517856425,-0.001607346150236825,0.01821384787690371,0.07055771359389475,0.04256383387865861,0.00889384874780412
APOD,-0.05968167793648628,0.04672603106367928,0.009157106146556643,-0.02683169140068304,-0.014933101653729231,0.0001519170045174506,-0.060279399382536694,0.019068075693643223,0.05244027894261831,0.11825914198429233,0.08801560737484398,-0.007636774932504296
B2M,-0.07455719351478604,0.029784256318153377,-0.052910395318880483,0.017762538476999334,-0.07926627133415663,-0.01562544229014282,-0.01793163988320958,0.03795109508378508,0.003942513017281685,0.12389053409360704,0.08466911397808431,0.01608880635846036
OMG,-0.033564070618498254,0.05941445898225575,0.02592525553143436,-0.09775567911985684,-0.029254644259388594,0.011328531157044935,-0.023017331290108006,-0.024490805759812433,-0.0378201538005925,0.02406279698236613,-0.0758972903227056,0.09988183590816202
CXCL3,0.04267312122515888,-0.08820878755745565,-0.0343829569701582,0.0033574613327434725,0.02997409344052164,0.003344039330460841,0.012299456638898747,-0.016473376940412968,,0.016330650418020978,0.04723134156077401,
CXCL10,0.004335920094462467,-0.0394698178503947,-0.009951732937806514,,-0.036768681832678896,-0.02368671256729356,0.04619109889537575,-0.026178189529512483,-0.05127334041559239,-0.03437691994222201,0.0856150683406173,
RSPO3,,,0.058365667521066776,-0.02685821828982739,-0.009880529852460044,0.10682996160236569,-0.028236186926899314,-0.017214361409491633,,-0.0006350065437313123,-0.016006360625668212,-0.03964241287956121
CORT,0.10022725435161176,-0.031450226765319396,0.016342234248080945,-0.03564451488176981,0.0060819872346165715,-0.009723201169357945,0.011565151197108334,0.007255642910391101,,-0.026586923449694662,,-0.04233167611636583
NCAN,0.04456116375412056,0.05630445557142586,0.09875273922913065,0.01838413415992755,0.017610752739528276,0.0023982625603692154,0.06555791612733902,-0.000451034556470138,-0.00614716675901711,0.027038459504937815,-0.027726820784735325,0.02701774378560991
PRG4,,-0.04292217532899633,-0.020185149738592395,0.03748907875204182,-0.009751656866751548,-0.014413449919753024,,0.07932473197839018,,0.01270735779657962,0.05697193807086154,
ZG16B,,,-0.01861232074953031,,-0.011317990418975014,,,,,,-0.019958209097579404,
TGM2,-0.03945277340091516,-0.0469525301101736,-0.08107856702875559,0.08987511242285874,0.023461634103476042,-0.014269802025579682,-0.05104003411921301,-0.018803911503582793,0.060871573972756055,-0.003962903457851347,0.13812847166005418,-0.049564446669868666
VEGFC,0.07608451476481112,-0.011769853536662033,0.032012440655547106,-0.011356859599555015,-0.017380063637617838,-0.022187075582118437,0.04116426177101958,0.046750417395550165,0.022647988103378265,0.09806883223173649,0.1112909476158276,
WNT6,,-0.009088338504531987,-0.02165616966051408,0.02493576653459109,-0.013487797097985364,-0.019860346341055428,,-0.01792612490985404,,-0.049697020407871745,0.11689408772633457,
NRG4,,-0.029108493125821828,-0.01236217281846163,-0.02013167838341162,-0.01186821250489426,-0.020530074527275215,0.004663132494024974,-0.023962105418170978,-0.032577696556338895,,-0.01600636241959935,
PMCH,,,-0.014248069455066213,,0.0013052584648234732,,,,,-0.03383770635439049,0.05704848479608853,
COL9A1,-0.002661694317402553,0.007507210161686066,-0.03733727947394671,-0.009942631013218656,-0.012395481751249512,0.038243268635315845,-0.023024770853816212,-0.02730424946250337,0.08454889259526317,-0.005151291003578176,0.11546163696733514,-0.02484624025520113
GDF11,0.09063169162218102,0.014827998303966652,-0.02234813837548353,-0.006848990527024065,-0.022069180036762722,-0.009779222487083612,0.02517235440952329,-0.049453518366682256,-0.033644946131746185,0.024707792111772802,0.0021625816975520728,-0.025749203305799277
RAET1E,,,,,,,,,,,-0.01755886584602773,
IL24,,,,,,,,,,-0.02522857847298182,,
SORBS1,-0.002367554683506609,0.046865110379797875,0.032453763930890556,0.040283218603194934,-0.0014529658780929673,0.013993597349721491,0.04485917945592764,-0.0040304241486621385,0.02996822977474193,-0.02193663220146112,-0.015860694474571214,0.056565206898551296
DLL1,-0.0020294031927890967,0.04071992754987044,0.04539472325831917,-0.05731711692805931,-0.020770367328377563,0.03794619567313041,0.038542361475961184,0.01019925225958546,0.07056943679768135,0.02889639812507823,0.010715291489576647,0.02898201113487736
TLN1,-0.04001859456241935,0.08033985524529189,-0.017879245620351515,0.09673593910056416,0.005642950934622354,-0.07288820157574642,0.011445141856357184,-0.029229179081485014,0.023091518013134107,0.027365570271921175,0.11984911820128621,-0.011341400004191883
COL2A1,-0.01847589073029717,-0.029794459562242047,-0.020474476280880564,,,-0.012873397324554187,,-0.01672385962849459,,-0.046933981892988745,0.012128575204369446,
SHH,,,,,0.018281441102865385,0.015150841394333717,0.05513052361607312,-0.01596112948567797,,0.0029796178945359682,-0.04690362225511755,
PON2,0.09758217149975082,0.07293750146912914,0.03461111786355554,0.014087136880755845,-0.012912740540395472,0.01510075862271575,0.03060746120684649,0.03326942895873246,0.10631037109174016,0.060912430728622145,-0.01747425588083659,-0.03458580517292246
ICAM5,,-0.019914515495360937,0.01548310019315748,-0.00991102421651098,-0.015793892093755518,0.051273943680757286,0.01812788336737508,-0.02054247378034532,,0.006831145563574847,0.08187611266555718,0.06530365527626729
HPX,-0.020986433737578532,0.11185866553157338,0.008797328909291668,0.01081623502327426,0.08349355219783987,0.004309983398763014,-0.010869388468939046,0.06375805445970605,0.0062926498546610745,0.02330599944530196,0.011399377925643824,
SFRP2,,-0.03879066235679856,-0.017844640153883266,,-0.011541040984220095,,0.015375289130885237,0.013310340108639324,,0.031516158571934065,0.08137218023877894,0.09637279199193409
CD70,,,-0.02189405394050657,,0.01136643301534453,,,,0.01935815817224849,0.049052930313595366,-0.00737505223487121,
HP,-0.03666027929969242,0.003543354749076877,0.025757060257525884,-0.010381426719967609,-0.04057076457530338,-0.00513360485161783,0.029223935625705716,0.02552770594270856,-0.049258124582267755,0.02153226984759267,-0.023943767495225466,
CXCL2,-0.056599800600643096,-0.05647629852441715,0.0025058958042287263,-0.005738996016711096,0.026412703165386544,0.022778742105712117,-0.015105788149827366,0.022350050595489928,-0.03209426344539067,0.10086221977124248,0.06620654771715918,0.06664740263248706
NPPB,,,-0.017315732786523524,0.03203883603003946,0.06927914770115028,,,-0.02053982975703938,,0.03358825512379465,-0.016236672042572876,
CCK,0.06769577597298354,0.028678334309747058,-0.0001577889294997686,0.009482635026739974,-0.006500958582539895,0.008199591431277842,-0.0114441587608951,-0.010607035151649298,,0.039927823377226085,-0.021063346816629483,0.11981239854187896
SEMA6A,-0.06465673668299445,0.06916904432592821,0.0455237127843512,0.009848736987340487,-0.015843104340564997,0.08274104798889213,0.005609045407670237,0.07712658599707385,0.0052298064687845165,0.06355623148918527,0.05071939809042754,0.17345488368984718
IRAK4,0.045700536378870046,0.04811204640924234,-0.014713034676466506,0.034822494150135316,0.037358124806677946,-0.01677723114138821,0.033169781900072075,0.07392181421646216,-0.007533821849258589,0.05654306435638632,0.11556624232505813,0.043203075274247944
GSTP1,0.08100855323801885,0.033542544764859156,-0.07494202883150403,0.019998542574742248,-0.053319634987629365,0.021753348297579016,0.026961788139088626,0.023009868922265184,-0.10168997016162543,0.07409846453725194,0.001326578923845857,0.1065675963935821
VCAM1,-0.04113091935798177,-0.007705970033348245,-0.03968612587924272,-0.04373910424370276,-0.0012458830444394143,0.01301124844055887,-0.0196813283614943,0.03676094471634008,-0.002161305558042479,0.12306444054951489,0.00731243906885148,0.09769478949341773
NXPH3,0.024495046261418695,0.03096210814590954,-0.01731214548068077,-0.011412299609702607,0.010312467507036628,0.021963352687567342,-0.02633427365067212,0.04333871551920663,0.08644643622934008,0.07342463054349559,0.0010164991638887753,0.03301020806200086
MTMR4,0.03702791637242186,0.01698775719326727,0.031081435669104724,0.022426853330703635,0.03170560135920593,0.03743362162303385,-0.01764843463107864,0.08864575012600295,0.04837735592957317,0.006289675566628716,0.015609338915742696,0.10098749091356445
LAMC2,,-0.02658178068528494,-0.013591039649606586,,0.06954219749816487,,,,0.08390424020728983,-0.031016235817928874,-0.004263620995543518,
IL10,-0.02043194958479155,0.0018527101942434762,0.02304928092027603,0.04395306942931054,0.0707216682570143,-0.03990565408865029,,0.05318860711157864,-0.03945694796701439,0.06916144550961587,0.024804454946949987,
SEMA4D,0.040215814969609145,-0.020011608261000537,0.027408427157382002,-0.09569691498003732,-0.014078705483806244,-0.015608988733355995,-0.007222044905566682,-0.016992783624331348,-0.08523623944928607,0.025358827871920526,0.061551687691084205,-0.05028044438491073
TRH,-0.018061549656836047,0.0426738162143388,0.03444215765414594,-0.020743210862682156,0.00045107692872850975,-0.012668398982309096,,0.055821919570192495,,0.03847033545187206,-0.01818616154284281,
SEMA6D,0.018550822316037937,0.04585080528688029,-0.03566554317652166,-0.10183881864098397,0.030827895881239457,-0.043741542770571136,0.10154479390168482,0.08936323660681901,-0.02799482542451399,0.06740574449860262,-0.04995051559562724,0.0672722333347575
CEL,,,,0.06952879763497512,,-0.02499343156741848,,,-0.022667145418217707,0.029779789348777064,0.01462087991522414,
PDCD1LG2,-0.0343484932143938,-0.04582212524271251,-6.870195410782864e-05,-0.02802741037138772,-0.020490566548604264,-0.002201212880281598,-0.041384999853075054,0.04443715217630125,0.02631628514101998,-0.027653866269096133,0.010507501194018705,
SPINT1,0.15169193304304354,0.016579342791580052,-0.03438296605821572,0.07192972873382188,0.06021605448106996,-0.0008606089380814515,-0.017762972080682615,-0.0269867893405325,0.026042673671760722,0.08449391443699157,-0.04101058680369787,
CTHRC1,-0.008920220341391373,0.07540342216378187,-0.012841349969054205,-0.02437173721320206,-0.02241925086985597,-0.02940547269522335,-0.028236183689497055,0.026754876124793655,0.10238748503617044,0.005381898237088973,0.08680689749096498,-0.019694921616151054
PODXL,-0.08437805297404845,0.048141593166154316,0.009759681173981676,-0.01813088121022103,-0.04416676462299772,-0.05103350825626485,-0.04878274246792627,0.01177694634103393,-0.014058959455819989,0.05251933905894654,0.04460622213434264,-0.005077869282133824
JAM3,-0.023023076986066406,0.01952722386476221,-0.03711825580160216,-0.04615515705798256,0.05032605126170792,0.022680186115431752,-0.01139746420355493,0.041940642419043606,-0.06066687365049294,0.03317969564845939,-0.02356844005875103,-0.03256760296894194
TGFB2,-0.004036203090324629,-0.017862786084013555,0.018392230058029643,0.07395329244053543,-0.012587004326500006,-0.013755011334119015,0.006982063233306893,0.04664086109878334,-0.02421468516084141,-0.004505751889817903,-0.020487740014012115,0.008943004427917615
COL18A1,-0.03985880929139025,0.030637128565836298,-0.021952087960716765,-0.05643505615366492,0.030878761270836073,0.019507250187244217,-0.025589054523774423,0.05464721273315808,-0.009129924132620777,0.04821617870934328,0.09498342821137425,-0.05318887092771899
NODAL,-0.02857429944743279,,0.011277731363777375,,-0.019957141083088503,-0.03051177343336202,,0.020614269839789336,-0.013707162980851392,-0.03771420787990601,0.04391355110309853,
INHBB,0.01380070079943157,0.008577433702911707,-0.012292835824528626,0.10475245871288623,-0.0035171184280641207,-0.02115263865672358,0.023478511323793468,0.016722256760108512,-0.01814127067909817,0.0377050914091453,-0.024603950525398797,0.05214773112290231
LCN1,,,-0.013591042707645846,,,,,,,-0.04011515610893883,-0.01839083640433288,
ARF4,0.02219632373269278,-0.003440208522799395,0.01169777074811552,0.08964618152523988,0.05485514111940426,-0.02497458232144585,-0.004284967056826153,0.03398160590015398,0.04399216576777519,0.09850176644313045,0.0031556802592217045,0.014950596756043258
CXCL14,-0.047811527733898004,-0.017451519248026025,-0.014420526435936285,0.05762797056125586,0.0038426777143591604,0.022420549070998844,0.019360955919459022,-0.014372743275432623,0.05232471301466367,-0.04271218655425481,-0.024894665840117302,0.01629302148476947
LIF,-0.02439551666912256,-0.021573164803272493,-0.0377985960053252,0.06819456089915779,-0.021709479362631182,-0.018534834410133757,-0.012885908173065569,0.007368382121280752,-0.05268272851548675,-0.019675378395658003,0.018413364791093508,
IL17B,,-0.031772118830628956,,-0.020743210862682156,,,,,-0.03110767830428763,0.04206176016527666,0.054206201818068574,
MMP1,,,-0.018737496685010714,0.01666037575468503,,-0.0126683962187344,,,,0.012179875013915056,0.0020045867873886847,
MATN1,,-0.02503346849785479,0.021301362572076772,0.030403074972007612,,,,0.061965814793120674,-0.033991614331876016,0.004436981552722431,-0.02211825858818864,
ADAM28,0.03526769388651888,-0.03014489999878765,-0.02193456176646468,-0.03487409232778518,-0.009061029254605562,-0.032107841855247364,-0.039552048714235385,0.07196062385553925,0.02160401006280697,0.08470637080955258,0.08974632851664742,-0.01139618675716355
TCN2,0.01818746712324364,0.044316085244085646,-0.06391106596190506,0.01752193905009936,-0.025826818202213032,0.003430682925919666,-0.021373851668236975,0.030393574135992456,0.047762832460547223,0.1013638672841073,0.05600626952101476,-0.08483510765757565
THPO,,,0.007239737165324971,,0.051781582403134734,,-0.013409011134505894,-0.016723859468401922,0.025295658164798326,,0.09492001822819258,
