,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
TGM2,-0.03194765025185454,0.058639556262688124,0.01584683394187843,0.013267102717959644,0.07492622529431114
VEGFC,0.08389495578505267,0.012435552227810114,,0.004938238035797452,
WNT6,-0.024535399052656805,,,-0.016529271975445615,
NRG4,,-0.015567597852049366,,-0.02485748980903882,
PMCH,-0.01852227582694186,,,0.032224586262068595,
COL9A1,-0.00971605128446203,-0.031193002384919826,,0.05451371775520928,0.1732768984364
GDF11,0.026081078725193146,0.06228061460586223,-0.03733642444880407,0.005622095579706613,0.010966987939725252
IL24,-0.012414281048780618,,,-0.027789846679644056,
SORBS1,-0.007826853478813204,0.05082568234491763,0.002940745140512151,-0.002135158132250626,-0.012180886628069786
DLL1,0.057011762061799795,0.014945058366177088,-0.02454992195023953,0.024346770443769244,0.04273279087928347
TLN1,-0.029340949050561824,-0.019736185277469065,0.054274922439988965,-0.0017247776879017848,0.04884360005863167
COL2A1,-0.032355414034690534,,,-0.0005767487840452056,
SHH,-0.021103243647970168,0.004660534914696732,,-0.02284100792190599,
PON2,0.014078293833283179,0.021705050226082108,0.0736559250452597,0.06386225217009302,-0.04324274061223946
ICAM5,0.024889215889020152,,0.007660621229480653,0.006055002636648555,-0.01601978059131904
HPX,-0.0012735766724115186,-0.028948435822271232,,-0.013555844771376658,
SFRP2,0.02577647921736652,-0.024177989320425506,-0.04400983238950351,0.04041999189914527,0.027638109148391522
CFC1,,,,0.06944125403247081,
CD70,-0.0020214024125270067,,,0.03596645833507711,
HP,0.030370849216616244,0.011205668757419943,,0.01985486633489197,
CXCL2,-0.02738286624819425,0.008185352475887087,0.023275360681742928,0.004575218878915218,0.05349673662785163
NPPB,0.023008291074283403,,,,
CCK,0.023758786715316605,0.011442203516775844,0.05215973783773041,-0.04665276085305524,-0.039775845380595594
SEMA6A,-0.007286398504150496,-0.0637179991226114,0.1502936450006641,0.04262310725894149,0.07582999591035107
IRAK4,-0.0753655762926061,0.014092935624004413,0.03477090433954024,0.009593413326944822,-0.0025268352733145176
GSTP1,0.08525809413885355,0.03411839177757957,0.020412571722186936,0.010388855450391447,0.13871293595217526
VCAM1,-0.005139415931474733,0.04723719840696895,-0.06698487425434206,0.07811232250803306,0.01562095369278756
NXPH3,0.01681231595609206,-0.010325027229617518,-0.03834605681177741,-0.017399688495045418,-0.04858447677284727
MTMR4,0.02452432190603361,0.128633758268037,0.04633398686053407,0.022480401758000215,0.06400848042803778
LAMC2,-0.016303434397468054,-0.030235728403212585,,-0.0239368381241101,
IL10,-0.027388651782933163,-0.029165263725822094,,-0.041639983785715,
SEMA4D,-0.0485584562310651,-0.08815622002983083,0.04940801048412723,0.02148777438393897,0.056029577379765966
TRH,0.01502878486730721,0.016797586960698992,-0.037760244221050725,0.03789869883219198,
SEMA6D,0.03169606712848648,0.00763132557876545,0.0395220441299493,0.07659331061961731,-0.002193357469122039
CEL,-0.02026795998622554,0.023298399512209765,,0.05446592716910042,
PDCD1LG2,0.05425941923333613,0.00619484898419602,,-0.022537261754968608,
SPINT1,0.011807517455116724,0.0446771616600791,,-0.011039628352714999,
CTHRC1,-0.008783935594842418,-0.012560506566406515,,0.06242148235462021,-0.005987456028449565
PODXL,-0.0026550287858264294,0.06714317358913441,0.03768638374919511,0.05391099939637077,-0.023985321209731774
JAM3,-0.02212478653792277,0.026351707747727885,-0.019942207119990556,0.03254184255927412,0.1532181466073509
TGFB2,-0.0366957122294559,0.03582235524713655,-0.0024634571396483524,0.01415330953058619,0.0073085708351045475
COL18A1,0.03083707788347766,0.07831886661605396,-0.028021536549224957,0.016417346754963882,-0.01887865631464478
NODAL,-0.015334561435914886,0.04417294182409964,,0.028047430192916285,
INHBB,-0.003100085908360951,0.021368836980252333,0.06855809878229946,0.03554502624552219,0.05063070682815746
LCN1,-0.014481553707030186,,,-0.016789649701855185,
ARF4,0.05940209552531037,0.02205557448305729,0.0007797147319199939,-0.0008328382034471562,0.07338052341437949
CXCL14,-0.05415359769728989,0.033079239352772016,-0.031468068448619164,0.004453111220908606,-0.01565973304633843
LIF,-0.0077563114961615555,0.054212988802191484,-0.07565336257837355,0.07285179396379543,
IL17B,0.04691585796763221,,,0.008047024041578938,
MMP1,-0.023869233263789744,,,0.07610547043010589,
MATN1,0.038082736624045675,0.07007567949400888,,0.0400384559314299,
ADAM28,0.008879960880359535,0.0483146799105538,0.0760528458116183,-0.06852926454638716,-0.07133326763128826
TCN2,-0.0043659444968848875,0.09507406735488651,-0.05368395981981986,-0.0006212465846892195,-0.045177878177641954
THPO,,,,-0.025924731375631324,
CUBN,0.0456078866535641,0.0726819164625956,0.08495103597581757,0.008314398669851763,
TIMP3,0.01484825764730974,0.08979533097224322,0.0022184413777361603,0.025081143706033274,0.03908317608562272
PIGF,-0.011803978219017089,-0.049757607216258874,0.13140054309104357,-0.03839406441427698,0.09040182798083017
CRH,0.0017597766344687384,-0.007107629654668891,-0.04400590059740178,-0.03788842761721614,0.033484148925818684
BDNF,-0.03614023765660975,-0.00362775972621583,0.00753858367375505,0.059932343839091635,-0.012769310615364106
CCL5,-0.03000493809781263,0.03659345613819298,-0.054239214343989796,0.027805680356151462,
GAD1,0.07777425388424111,-0.02077978222245221,-0.001665826046062412,-0.009700461404173437,-0.022541758551522642
COL14A1,-0.013197516595894564,-0.018644883497139927,,-0.07498737211209687,
HLA-A,-0.0118716910956875,0.013566846607756788,0.026017523462831364,0.08660433097455643,-0.0068597929850789
FGF18,-0.0226057579455577,,,0.01772765702106773,
ADM,0.0032621420098126034,0.06363048387846401,-0.0795146137295255,0.0034486765302418703,0.20645562540163606
GNAI2,0.012676303951119393,0.013311208875807789,0.01801634112881903,-0.031696442586228966,-0.006394106413821526
HDC,,,,0.18122841825488653,
COL11A1,0.03688018874272553,0.012536030574076942,,0.03254792409861601,0.017783053392033576
NUCB2,-0.03495876392179757,0.008400596553849443,-0.030696282630543543,-0.0365598472391417,0.013585563668864
FGF16,,,,-0.01704630707394561,
CXCL1,0.010768752358660535,0.11322624307193359,0.029363225860383587,-0.03253073763626848,-0.06171848542173031
VCAN,-0.015250841666117794,-0.019352587051687502,0.006170876710513236,0.014946698823268637,0.027630028453712444
MMP7,-0.033904115493309475,,,0.08644625183129939,
PTPN6,0.018885995465754073,0.013910464034882091,0.009317737741147893,0.027696334055332564,0.051490979994484785
PTGS2,0.03074238645231055,0.003731172081988926,-0.012844606253607616,-0.001638661007831791,0.008730754671877138
XCL1,,,,-0.014561126333220578,
CD58,-0.03418475097477636,0.09715923494902935,0.11160612848757724,0.08508602334596782,-0.015534915447123572
TNFSF14,0.04062795040547389,0.03435764462912033,0.0420209483518175,-0.008597327832056537,-0.03011236224721719
CNTN4,-0.03435223913385227,-0.03838168433398262,0.015194868103988735,-0.03474496946714126,-0.09355863745746042
INSL3,0.013911801034155319,,,,
MFNG,0.017096914116876888,-0.025815405130253443,0.015379194844485527,0.1032657233974081,-0.10674042540494576
ICAM1,0.009381616255701624,-0.01702370101018575,-0.0177031228771132,0.047572447055080756,0.09302801476905474
PROS1,0.06371308703953095,0.048131856790172116,-0.02452648237795564,0.04353729922667659,-0.04444134981875347
CLCF1,0.03145440071562061,-0.019894521137556655,-0.05040106474895624,0.05625147973166518,
PSAP,0.040717067652296345,-0.0023108754171874434,-0.03886040072250834,0.013042196859237572,0.07268455922645657
EFEMP1,0.08241281204823116,0.0024470317417080605,0.1410636214750236,0.033833333529742715,0.10874790008609697
C1QTNF1,0.01592696721650668,0.012703014924868443,-0.04712833942492838,0.03182423954356577,-0.020086469980872726
ALB,-0.008453060469154828,0.0004289205647501974,-0.023603261077110187,-0.02449284081638271,-0.042628087812619384
EFNA3,-0.02692486141012952,-0.03869468292598461,-0.0167044336024924,-0.0045290399071023345,0.005963266904647535
DRAXIN,-0.006710908687737427,-0.0362270205643007,-0.019576481093437702,0.04966529765668808,-0.029950574615030017
RAET1L,-0.014481544216426282,,,,
NPTX2,0.01149999667865519,0.016064516968810408,-0.07247243984926649,0.018656015524264845,-0.05776981219863826
FGF11,0.04224811013978647,0.0027541247167085473,0.10397724563384124,0.049940432420548374,-0.012973885488750473
CD59,0.014331605668175562,0.05135327284583807,0.006369503021794991,-0.0033066080972550265,0.10606175578115429
COL9A2,-0.011850053027874162,0.03627611877921402,-0.052169123714180844,0.08302919706112626,-0.008797287659095675
DLL3,-0.001806205816451838,-0.032974821671784275,0.008258062564158392,0.04891545494859377,0.026162800917748162
FGF5,,,,0.04458954150523245,
LIN7C,-0.031147452857758277,0.021939059438705506,-0.031146756952664202,0.03784281441004254,0.0971234529420423
GDF7,-0.012414284981876219,-0.006356563945464623,,-0.026444434827658153,
PSPN,0.005308416794050358,-0.019865889380497378,0.06075907172436356,-0.03919455632932639,-0.059739316244689436
ANGPT1,0.020234298676718592,0.04634227362572766,-0.0734938722046154,0.03931377537833654,0.18586876763037008
PNOC,-0.013201405256353103,,-0.016029632801839208,0.025750907259221287,-0.06751222981961656
L1CAM,0.03254857739887039,-0.03803162731313829,-0.0488997829778483,-0.004006071387346795,0.0021276204330324473
APOA1,-0.0170653998168253,-0.015421137994196704,,0.06777781020470279,-0.008589209509386088
PSEN1,-0.00015242449829629414,0.014067633624856638,0.03935535373290422,0.014224939618891432,-0.043489134511933446
CALM2,0.0546949816539573,-0.055422294140756986,-0.05617998713945622,-0.014094591783514396,-0.030119341290088857
CLEC2B,0.045541394591634844,0.004103703044886644,0.0568644954767636,-0.04192420317287163,0.018832473624947613
NTNG1,0.03377891930662636,0.008806423598309087,-0.020657289630733967,0.004794665373990886,0.043123357287363266
LRIG1,0.009542121132475287,0.052251289711057976,0.028112262909697924,-0.049057184476057523,0.043212314711463196
CPAMD8,0.15961403474787123,-0.003950059485119818,0.04839073750752401,-0.01875108629362654,-0.0040167946647098164
GHRL,,-0.053448644871315704,,-0.016529277673710503,
NPY,0.00902532994621047,-0.06705829782568912,0.030411259206596278,-0.06658696921719477,0.04587564940021834
MMP2,0.030896024607885472,0.023986782908536,0.022985900444863115,0.040346313085328545,0.08486037872909823
PPY,0.028933272529057915,,,0.02923947197131215,
ALKAL2,-0.040237524455977974,-0.05395385498892753,,0.010907356634110089,0.08448841855829854
CSF1,0.007193514071933849,-0.0034603558944970637,0.045712748846025116,0.13741664868386885,0.10280294121061251
SEMA4C,-0.03406732871205565,0.06572253288649603,-0.019547608111933536,0.029809548534119566,0.05494625682002998
ICAM2,-0.02686787484923109,0.03061931796745536,0.006838822592001595,-0.025120880161005783,0.06755911833052658
SYTL3,-0.028057872445362307,-0.04808458063411106,0.013249583179135525,0.023561917785391493,
IL1A,0.03010064917172547,0.06969326573393804,0.02448334263427405,0.0070297941789915705,0.0690416217550192
HLA-G,0.11385897234144524,,,,
PGF,0.10043782039749,0.050826287233214446,0.07246984298238018,0.02706850863975713,-0.018762821254401478
LGALS8,0.01288321228946158,-0.05713679681185118,0.10705955583899619,0.025128695084797377,0.025536122323509495
DKK3,0.005965292571294175,0.053979167630115406,-0.08232494167972707,-0.022955378966941456,0.00017260481942723625
COL16A1,-0.01971972113717972,0.006519566655544305,0.03964336385012631,0.049459759486602514,0.05368789240144193
TPH1,-0.03781083138832188,0.07044015117569781,,0.05540394146820835,-0.05354080979175067
TNC,0.006008858615624601,-0.027066604151966083,0.027572187817204552,0.008843376863657805,0.08968787939054336
TNFSF9,-0.031187327223484336,0.08463029983536706,-0.08055806488530956,-0.04688338694602939,0.14767310639463785
C4A,,-0.017893777984052752,0.08949398742030326,,
CNTN2,0.00022052690318750072,-0.03028129670895585,0.11306727929211077,-0.09039674603412373,0.07456650933979023
F7,,,,-0.023177402297110496,
LUM,0.02920057677689095,0.08515843742026874,-0.014648000896888209,0.018355550447906058,
BTC,-0.02115518409104994,0.01958213650837536,,0.016809126274632376,
APOC1,-0.012427749067776304,-0.033292361416100265,0.16121966189556658,0.03861337060070588,0.025166296470670244
PKM,0.043015117097877066,-0.00036849499961869205,-0.011279636256545636,0.07725438090880535,0.11001473626668355
TNF,-0.014481548166270727,,,-0.018038780020248127,0.0881711536813614
GNAS,0.052539268375071155,0.03873977083363349,0.0022198874479286623,0.05135557708913799,0.021810826044234607
BMP8B,0.07016449138816154,0.019499716330197668,0.11971199161504749,0.07891167642728676,0.010692629046431496
LIPH,-0.016145680339390192,,,0.060417693278191055,
CCL28,,0.04243458865884473,,0.011836434389519953,
PTPN11,-0.089898943199309,0.014155602532594807,0.06489303547282865,-0.010483668783540293,0.06651621599178636
ADAM12,0.038649433729311095,0.03859258070977777,0.02117850538807159,0.049770515577097094,
EPO,-0.016768519875677863,,,,
EDN3,0.024448354471191796,0.015689225894016886,,-0.028764119594501383,0.11881223864500996
CCL22,-0.01533455467410893,0.038048358232344426,-0.04860528830486418,,
CCL2,-0.019856841619023614,0.045911915704172274,-0.09187388604542143,0.024903304739046415,0.05336289607057332
DSCAM,-0.011264079582132679,-0.02177787568265168,-0.014656140693308218,0.11584179165898524,0.051599749106516164
ANG,0.0337758564785513,-0.025270858276761565,-0.016678803679139067,0.050810464560298564,
FBLN2,0.05310037426914216,-0.008049201488382812,0.009429795157465486,0.002857877092564306,-0.05477562218246228
VTN,0.05586266849081547,,,0.039946968379687434,
VEGFA,-0.005197304755335478,-0.031531845254390935,-0.05433067114138048,0.018473570592175664,0.05630895324020896
F10,0.14111961876628337,0.020309429264462227,-0.03836421546598525,-0.02374896882782596,
SERPINA1,-0.029353464305887797,0.07209833767778857,0.016206422976194866,0.05529792521844628,-0.043540664800598074
VWF,0.022614015130027858,0.09892969861162015,-0.0017536624446205925,-0.06823474365390074,0.07622369638084954
GDNF,0.07195178451500854,,,,-0.020830992283588524
VASP,-0.008646666158045256,0.06478265499551213,-0.058103343201036564,0.05101568438212901,-0.0515307322446339
ADAM15,-0.04171528875380799,0.013056464742468491,0.026518007937249764,0.008764948824937014,-0.01828164238524686
WNT2,-0.017222109867931736,,,-0.006489840978832309,
CALCB,-0.020396764937457103,,,0.043195936227125,
OLFM2,0.0072724118073891385,0.03893388866933511,-0.05913525858505471,-0.002904238446663279,-0.05447746576920252
MFAP2,-0.01900984880556575,-0.040790015946437004,,0.004318015895221396,
HLA-C,0.05535426799901742,-0.016906238075630183,0.043186126196164784,-0.037412005230491686,0.01772860730466145
THBS1,-0.019824020070967268,0.046387883655770894,-0.10737067337143882,0.04046385899136799,0.010843633892072452
HSPA4,0.005668897867745253,-0.023586470585288063,0.08159838920643278,0.038549633033370126,0.03931261754035347
LMAN1,0.002070690018080226,0.057427208969432146,0.06235997572747585,0.002458134869128117,0.11217233938295126
LYPD3,-0.019724972010382674,,,-0.026272175481773654,
APOE,-0.0632747072055211,0.00887740767178842,0.13609608533101794,0.0022751687872081885,0.044047417024000515
SOSTDC1,0.018381991068961077,,,-0.021011939776091185,-0.05717283665415022
ANXA1,0.012696914366966582,0.059265813095132305,0.07613162274334213,-0.028189592569446677,0.04089134391824696
WNT2B,-0.03884078715336986,0.0189207765414452,0.01836331560184114,0.057423716627693945,0.0032515675659588366
AMH,0.057857929125647786,-0.02880032464240392,,0.012508364176046683,
GDF10,0.006045022310071806,-0.03634924412455374,0.09655554490469337,0.03881014548159876,-0.04035663270462115
EFNB3,-0.07354008333975359,0.12687067015338063,-0.0672493416102775,0.03556709956889809,-0.0028909132864725047
LTB,-0.02521296000190332,-0.015146307528416007,,-0.02558824904651264,0.09092421803536319
ANGPT2,0.043542458733572334,0.10867878346143811,0.04090199193065178,-0.005586280537167684,0.13209292435589515
NRTN,,0.0734854683601044,,,0.05128889656496637
ADAM17,0.06063426460210252,0.045400851485143036,0.03908246187173582,0.023229764696851306,-0.017969957172689267
LRPAP1,0.023924363959934924,0.06361657546629453,0.024365807174155978,-0.05824700943295849,0.03512746754083325
NID1,0.038075228786926235,0.03797565820446767,0.015762636290412156,0.03967003585836672,-0.00516887350053446
MST1,0.02374308573534464,0.042298455791984844,-0.016935512215409336,0.09174666222882619,-0.024060451281379847
DCN,-0.01953302647035183,0.040997507020953505,-0.0769282532171472,0.05756197021075852,0.006100325740173395
IGFL2,-0.01661481135739195,,,,-0.04386097577746327
COL7A1,0.013633830899448968,-0.048192486465547815,0.020550417452997696,-0.042571335528483537,-0.09503705610423344
CALR,0.001789356373274316,0.11111470063132516,-0.07936867521174548,0.05549252379049138,0.0862925488253914
PIGA,0.004284631285478796,-0.012289331489637087,-0.041793425147032826,-0.02835362782677947,-0.0016837435722815925
CD200,0.00032114250908394124,-0.05463322914157367,0.02124901819515117,-0.06363363058943923,0.0890141611344119
GRP,0.08784749191813429,0.09434154235376298,,-0.026955602637383613,
CDH1,-0.043769293158009,-5.318461098464976e-05,0.044642660416013974,0.015151341452445139,0.1475398574113132
LPL,0.04694532666982485,0.041682490192352976,0.0001566352570805737,0.10005513903952255,0.10893858296001879
SEMA5A,-0.050837538999731036,-0.013447643157631745,0.04162651312848891,0.058801401040844636,-0.09051160601346464
SEMA7A,-0.008317612698449868,-0.009742185337055892,0.023638530852239777,0.011866831268993022,-0.029325271043256607
SEMA4G,-0.003579511081732559,-0.011704348433463178,-0.02109326481971622,0.044199433043564135,-0.06803738836786183
SEMA3B,0.04336652253352202,0.0008053182852611788,0.1560714618475056,-0.027221235665731466,0.03948843583844861
RPH3A,0.06083519000273831,-0.04294007489433103,0.023801452617303858,-0.03375077159469577,0.040883519086321776
JAG2,0.04214304644825506,0.012161928539122043,0.05882515182774836,-0.0509857216017591,0.06113769892998176
CGN,0.009998545201054,-0.06083930200421797,-0.029287424542192717,-0.006464970518814273,0.06441426827559416
GDF15,0.0386729361043204,-0.03562171136486093,0.05132088036258033,0.046877777066626096,
SEMA4F,0.043438597453071055,-0.027049748500709046,-0.04966184913088024,0.0818493009706309,0.0006828544458333948
NXPH1,0.07586472486461437,-0.026181602580264078,-0.03305020284368084,-0.04242202743322349,-0.05076675891335979
ARF1,0.02247678397028564,0.033847045005062755,-0.011156781442750788,0.06054455261376403,-0.0817624265381342
EBI3,-0.013157022590168913,0.006173244275015669,-0.011367759253453012,0.0060395292571971924,0.142992169814672
TIMP1,0.0023387280665932973,0.06101627422517302,0.04076954313576456,0.028791415816778767,0.08932452390897624
SEMA3C,0.030077771401445567,-0.001989471145493568,-0.01560348298457655,-0.015738052418816803,-0.027837190991425606
GAS6,-0.04263337014632206,0.001575061184143922,-0.03492796600337811,0.004630789282801186,0.0023092151899028117
MEPE,0.08073626883422835,,,-0.009205851150323177,-0.041497616355161575
SERPINE1,-0.020212454054801012,0.05143135521603408,0.0048076154964823235,0.07263809796212205,0.02228916437002118
RSPO2,0.04984391773423592,0.08161917084856768,-0.07383326730641059,-0.032608552292956845,0.11898469163907803
SHBG,0.05221196119637864,0.019252645016761615,,-0.0021783057256500793,
LGALS3BP,-0.03892320197314287,-0.0007103346741574091,0.03107806917492535,0.0216884339892021,0.055247436113073846
LAMB1,-0.004775678592132,0.07077714606976686,-0.06746373948420926,-0.01412221086402035,-0.059494891985427616
SPTBN2,0.00848527873063047,0.021092317072349088,0.02263135211924198,-0.05727387258065054,0.039649351070860074
COL1A2,0.0009759063889045076,0.07249260103682319,0.052780228047610254,0.0691603532447391,-0.01096166651571125
DEFB1,,,,-0.02239524534791395,
WNT11,0.038173182527019095,,,-0.02010576457805076,
LGALS1,0.028372370764785344,0.005111053732197551,0.0017435839366726302,-0.006244552693036373,0.07124093391563034
BCAN,0.008689760470111154,-0.01798650056798401,0.06700314997391398,0.07563369802740119,0.05359503697156055
ANOS1,-0.014795214301121358,0.07918433665613211,-0.00429856146185734,0.01374137574084031,0.09892664265870312
EDA,-0.010294611014121333,-0.014838082557799993,-0.04957908710156434,0.022201753839861005,0.014026550467944513
FGF22,-0.01582583922618839,0.017300135622824148,0.14379296727110244,-0.02795419804993435,0.009099735034857927
SHANK1,-0.020138435724964984,,,-0.012268371697004447,
NPVF,0.09956541726051171,,,,
RAET1G,,,,-0.018516458179829526,
TGFB1,0.057831321249950524,0.009355071891427558,0.01938855285030178,0.03079980797291972,-0.007268389582345028
MSTN,-0.029419936878338965,0.053528869750918064,,-0.025038087812087887,0.11063469721882373
WNT4,0.004555293924996742,0.007127213838796138,,0.0361757818064614,-0.061718400393188946
TNFSF4,0.05123933152012063,0.003153500681844963,,-0.03153635457399762,0.15553587336733513
NTN1,-0.050331456480876384,0.03544114922171048,-0.01166936629743621,0.017928003105101495,-0.04303243044382228
CXCL12,-0.016407744252217717,-0.03488092265224493,-0.020727430599773247,0.03187441521714302,-0.0681546594578079
