,UKF266,UKF269,UKF275,UKF296,UKF334,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,-0.018973588874333886,,,,,-0.012039975030568455,
BMP1,0.0030314199542360288,0.07839445124325375,-0.016159033963458674,0.05150617987367642,-0.0862674051970423,-0.009377382508058568,0.04444603377405246,-0.02122767425176967
NDP,-0.01583596062152975,0.00994377368331914,-0.07452991763814835,0.06988942338163182,0.021642577367912374,-0.10530374028608597,0.09608235077014707,-0.034846873397978366
TNFSF18,0.055115351199495594,0.0687846428010865,-0.012622088769382658,,,-0.03314000744260778,0.13510342783889576,0.07154744038715069
IL36G,,,,,-0.013143810309744227,,,
RTN4,0.08499419503191451,-0.10486104722645481,-0.012454615269217918,-0.08926382195269039,0.11076940302984505,0.06141488050814195,-0.051456184099113,-0.05214854987893691
HEBP1,-0.0425838288374401,0.0856193744724863,-0.03344750795655694,0.02764181198945158,0.024562892675733757,0.0020239437579012715,0.055525580881360705,0.003343315591547875
WNT7B,0.012285389386693204,-0.04679374074071183,-0.004271765312237223,-0.029955371983552862,0.009329325401093614,-0.033139973078909535,-0.036964406256865694,0.03233727678876607
PTMA,-0.07333792873016645,-0.06637654204275337,0.030172054314415317,0.00837083421952211,-0.10319473893864582,0.02039662625324494,-0.03336445072831391,-0.04780787078310443
FASLG,,,,,,,-0.005563754400841384,
CEACAM1,,0.027247377542863528,0.03747659314586802,,,,0.01966346498081569,
PDAP1,-0.02262732662839013,0.09221408962740203,0.05430941159417544,0.003860677838753224,0.006114386511807655,-0.1263123685583718,0.02816221594898401,0.0231550409765301
QDPR,0.07378457965210601,-0.06735113125209842,0.022701165673041066,-0.0770633872560347,0.0006839802336241385,-0.13919494351785933,0.08648187883123229,0.028981995288830175
POMC,-0.002181813562391792,0.03138355148515335,-0.014645673676723425,-0.002459483710790539,-0.01602736388139888,,-0.004618703062801082,0.0596140571547698
CCL17,,,-0.015742202140620595,0.042346537743116544,-0.012007243870599527,,-0.021570645039860812,
