,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
VEGFD,0.002817808590402797,0.005920879074694366,,0.047171042317530824,-0.0033285549511201987,-0.030278764384476926,0.0007261923435079661,-0.02010002324596918,-0.014569180682507891,0.002627818493986875,0.0821015132855277,,
TNFSF13,,-0.02620873266279456,,-0.0154643502438686,,,,,,,0.0701115718898693,0.03941528548059227,-0.008341334153943938
WNT5A,0.018169194816655822,0.05368575822896449,-0.06403199657515411,-0.015397997433022293,-0.040325530956734995,0.13290586959806958,0.07367552807080593,0.04727058488964284,0.01216175769568084,-0.05988987699866072,0.0344267892231856,0.01999783213640859,0.007987162558175304
CXCL8,0.029607646398162983,-0.00629247988042102,0.10413436392527839,-0.0018554668044396267,-0.04139481159544109,0.01116427285707208,0.016640639571705487,0.04559651995443769,0.0010927558761341485,0.08016582996332974,-0.01546890367380902,0.07853699204441013,-0.006514926483101901
GRN,0.0751491037324248,0.0291364848843401,-0.03331205469386118,-0.0013055579171929647,0.008524968490933845,0.08853135274429119,0.027327798110318352,-0.01878623490112284,0.012767687878603388,0.09075256642868425,0.09161201361574661,-0.02692888977686845,0.01038470655051446
MIA,0.01568292300456392,0.1180412629578632,0.0219860288347732,-0.0009497278257485932,-0.0049420778184894945,0.09541212807555702,0.022886688100500135,0.028215683078575072,-0.019758426401321826,0.10102068507654498,-0.0462386251714252,0.028625236272658807,0.09811550180631257
COL4A4,-0.015863316070661698,-0.009839847207011613,0.05497714006493606,0.013427592233205617,0.013972434092507894,-0.006674402892153974,0.00167911439612548,0.07438101172217354,,,-0.027048451528844452,0.03529545133013264,0.03833454062374401
TAC1,-0.04155316919261761,-0.07298253140798132,-0.0659523077457431,0.09669578195024497,0.02769214553009106,-0.054184976023888956,-0.002523336207771658,0.009634400040659723,,,,0.020957457760320604,-0.07604048464199419
RARRES2,-0.060193085714395966,-0.03784316916086037,-0.027198352070016592,-0.025445838154870642,-0.028674143220259917,0.0857299060372948,0.028331682409205833,0.0069613216260614235,0.013139675088749374,0.08288725798977023,0.05584739471644149,0.026336506029089855,-0.054729133904869776
FGF7,0.012203716601141074,,-0.04612433389970509,0.02884629229341035,0.02446321667053549,0.016917943716221392,-0.013025894887962108,-0.002250667391681193,-0.004186388283144713,0.06410293723208763,0.02338018749145941,0.03685902985876441,0.06876334667574635
EFNA2,,,,,,,,,,,-0.01605573551231141,,
HBEGF,0.025827288550066302,-0.007219252261621813,0.07671321132403218,-0.0070290604557974685,0.005494507961442084,0.08915297252910813,0.05002461574911229,0.07093767976782474,0.005449502229696045,-0.04552375856016741,-0.020786982111439097,-0.011208541159252697,0.04659512195302293
CSF3,0.0017233374851438662,,-0.02714929796059478,-0.026721883387116105,0.023698645638662606,0.06885996543030574,,,-0.02188766242365304,,-0.005621972374847723,-0.01638951680552258,0.09733189391094123
PI3,0.04010544355603798,-0.016583808486767146,0.11349826432977289,0.018531298211922575,-0.02517576936996902,0.15477011380746314,,,,-0.08242047465715394,0.02691869114856036,-0.0001825230756958406,-0.07777768039234931
PCSK1N,-0.08658158040838257,-0.022305900106479124,-0.04948366086609186,0.018190305098918745,0.017772890421817872,-0.0114781909434912,0.022688814588888606,-0.01113101878691437,-0.004286284403640764,-0.0935946862594498,0.002675023742570353,0.020119910072254922,-0.02074177856916348
NTS,,,,,0.024202452397580745,-0.005254736708779421,-0.0055720568473815344,0.04284775859964776,,,-0.019560866930408562,0.07645803600194509,
SFRP1,-0.03991082929060354,0.0062177592844402385,,-0.019561729696832626,-0.007667785825234422,-0.02572382759902674,-0.02457473798722255,-0.004877251224613713,-0.03842401639318191,0.02256968224235875,-0.023599798095577815,0.06328653817349243,0.010652021228813128
CXCL13,,,-0.01971360270013392,,0.13611466452383267,,,,-0.031548390979824696,,0.04387032258946694,,-0.006099507041720948
MICA,0.0074113254940811075,0.07552144475575111,-0.004323875207073891,-0.033440045791356836,0.02914379931529048,0.02019798897150869,-0.041408304132689096,0.004124822396353864,0.043610238445364796,0.10351880965291879,0.08139379328174821,0.0011877867993338386,0.06486299379390723
TG,-0.026448338471148938,-0.0038783943056900816,,-0.007315214883304154,0.02207545588390048,-0.030218013993219273,-0.022100400479937003,-0.019831028917860396,-0.03109694786167485,0.05537936602498658,-0.02409134594886216,-0.031962683946203316,-0.028190940786531747
ADA,0.05297028180603267,0.05874001705354629,-0.04286796343177495,0.029078554401539093,-0.0016280248157512374,0.05813060875459134,0.006526085910509676,0.022888452656687163,-0.03221556814250779,-0.10475823568415968,0.0037158716137017456,0.06177694466272904,0.07165076416254444
LAMC3,-0.027958745774087027,0.0357991479156465,-0.05067812407971558,0.015501816191864307,0.07178234248885401,0.077174052337907,-0.014869710267070724,0.05017586376858681,0.01073718576650413,0.010171873263617577,0.012540648136454741,-0.017417584367838704,0.05514632870593953
CCL7,,-0.022091510498909367,,-0.015262644913703329,-0.007824859853087453,,,,,,,-0.017174624899452443,-0.008609175807432685
NGF,0.039723689692667125,0.00979811657046025,,-0.018045878862627047,0.02408285425020125,,,,-0.036282476536510656,,-0.015839919415089613,0.031233300887105204,0.023243984050140273
TNFSF15,0.050537758162634096,,,-0.016995701597809023,0.0078589065738187,,,,-0.01393849364751471,,,0.022039023055898485,0.04057582800889214
HMGB1,-0.03949754215208125,-0.05688825108947226,-0.10720062492522305,-0.004607179687537846,-0.011062042222008715,0.06800121216661799,-0.04530878006947445,-0.0025740080860131506,0.03579324090085997,-0.16572474903617562,-0.022422838303033075,-0.02685360221675855,0.06186751445969671
ITGB3BP,0.03995575591030751,0.028693747027438616,0.031716810612366864,0.01371470840608379,0.0024868662169200677,0.11248770524999338,0.028476672099934278,0.03092349178823233,0.06446051689357613,-0.04625654505425816,0.006107630545203447,0.07686353032019343,0.053293813190625754
AANAT,0.0682213068439392,0.03459051712955252,,-0.015464351894349268,-0.020844590648247525,-0.02258449624567685,0.007235235195884306,-0.02285954468831536,,0.006730083574287361,0.017675239292056222,-0.018171469362888694,-0.01925698396791403
RELN,-0.03295825039036008,-0.05864521884845317,-0.03057425771486017,-0.004640875626954177,0.004322211838382068,-0.054331311383824445,-0.0003680012846710203,0.06203549640212997,,,,,-0.020463141288178385
IL15,-0.03361456657081368,-0.041152314367873616,,-0.016147603848862234,0.031191577086755122,0.05789602327193149,-0.017752367535271225,0.03422974891141506,0.015535160790185304,-0.03301228008669641,-0.018859284784000917,0.008141206068686006,0.07626226250068475
UTS2,,,,,,0.051592823709082164,,,,0.017417105386979246,,,
BSG,0.02482591320697932,-0.02188147891843195,0.056297436621380245,-0.01580816398710302,0.020792701696285294,0.039285418293529724,-0.001244431420911082,0.025448978280273437,0.017725408832884433,0.1306544796340556,0.05331850791454487,0.05220353065251966,0.060234157729577784
ADAMTS3,-0.01834920587050953,0.009870433971195936,,0.02722124989618705,-0.03458014581596373,0.11236440346856673,0.017939936915689667,-0.007070279881001117,-0.012323040008261454,-0.035148004131918605,-0.005333996467477757,0.06081270829073362,0.009383346493427995
CD34,-0.01683252272130863,0.04603871805040903,-0.032186476045515305,0.0029303957797021697,-0.0031881254026475065,0.0593688802107363,0.03691288865510083,-0.00841762121175752,0.04591069241430355,-0.07177856869819484,0.07540448335191963,0.015465937773127587,0.006315392719473836
CCL23,,,,,,0.018799829246109425,,,,,,,
PLAT,0.05397151069542563,-0.03257647941519298,0.01531016138354623,-0.007856436398686788,-0.042054890810804484,0.10381101993833618,0.03327925222109022,0.04408352213923064,0.027167953079806413,0.026227510247674904,-0.01629844417487443,0.019750458191232414,0.009758004134064106
NTF3,,,,,,,,-0.02138203695867966,-0.029689818150133065,,-0.017105790064187124,,
LTA,,,,0.03970826993425739,,,0.08604297983942287,,,,,0.02636442116460786,
CKLF,0.09401240526024837,0.009440420685470383,-0.041301164689764816,0.04295690841527959,-0.05641786198523548,0.12828958046958003,0.04116094381595115,-0.02713610557902565,0.034360571381748875,0.030665794447317745,0.021315950165786444,0.05023512097483216,0.09544216719981267
APELA,,,,,,,,,0.006594447677769296,,,,
CD24,-0.02222160584320206,0.05874248853137789,-0.08692917488116073,0.013350573502470719,0.025392805126672937,0.07256274139815594,-0.01703480439281631,0.04013488792235342,0.005469534886194868,-0.054482546662628445,-0.049141606405965245,0.03268649545842111,-0.12349290842675743
HSP90AA1,-0.03869944467318778,-0.052223522877711516,0.02245584007645213,0.022804552502691828,0.011534831673543522,-0.10650735880030593,0.062011078981924476,0.01848202299607303,-0.008725984986481965,0.03848502422517903,-0.008976107290605662,-0.07311718811407318,-0.08196452316993566
BMP4,-0.02654639226337214,0.021061565402762054,0.07210418013626935,-0.04563986153623041,0.015041919507788775,-0.003287590880105305,0.009895780615743822,0.010824774742659015,0.050426193794268825,-0.021881278640151765,0.1171340160367175,0.023455476404143426,-0.011653325929848357
SCGB3A1,,0.08327859074290761,-0.029019914714997166,,-0.024823334205635917,,,-0.01928224952670194,0.039699486886204935,-0.08834345648775713,0.03819950956592601,-0.011834105092160126,-0.011474173607867273
IGFBP4,0.05411456818041464,0.055483221559078415,-0.04596462607627266,0.006198739476958029,0.036666406687582,0.1318072557266341,0.032689223592572085,0.034464745124603596,0.031685402980095784,-0.056223895341186686,0.07153500442265462,-0.0057430601681382094,0.01905006371414897
RSPO4,-0.023350830560727266,,,-0.010655648388425799,-0.028650162834441217,,-0.022262979738903607,-0.019282246706236753,,,,0.006495828413445696,0.03983224282494555
LEFTY2,-0.007871408532669235,0.004712772111403061,-0.030116468424017565,-0.00867747699572633,-0.03575096989311137,0.11055667950797876,-7.610517392355259e-05,-0.02114321934044733,-0.01576011343725633,-0.023339948725058273,0.06924953033316239,-0.03919019331143871,0.009591514475654999
PF4,,-0.008162313326989072,,-0.013316356995171771,,,,,,,-0.014716193187386893,-0.007953045227407744,-0.019021694893917404
ANGPTL2,0.0588696681235477,0.06153415470817032,-0.037168027020110385,-0.004643046547571055,-0.03481169227100788,0.07800066278557094,0.054439931185207104,0.03534302028245206,0.05431653837728874,-0.014977568212141761,-0.013318751518261729,0.0077857165905998475,0.05776175843971634
LRIG2,0.04883546328261543,-0.012332248853157021,-0.05960446955193797,0.07256682753165873,-0.015326297742114562,0.037535742757668106,0.0015146044358262305,-0.02768170693246461,0.07962709621437226,0.04940180436248432,0.009899313243386927,0.035830982420293395,-0.048421258686955654
ICOSLG,-0.0369095448482068,0.014671166262212147,0.034956387994078554,-0.0027434155216004216,-0.022062422284107867,0.07619474125253332,0.08998260947186956,0.03791026204618801,0.044364324817996126,-0.06302079853668971,0.026450063906870346,0.07906536123270747,0.03721034346895018
WIF1,-0.03131553501141091,0.028025786557337954,0.06819220089000007,,-0.013706938690478324,-0.023084706057253636,-0.01717981415064069,0.029289201780461578,,,,,0.008097250921274696
NPPC,0.004362369623818514,-0.037729687894134424,-0.007388086801153437,-0.02065695359871054,0.024769093760953112,0.05844228999486848,0.00832754907446443,-0.026797604146374648,,0.04015209339593687,-0.027844024084209284,,-0.02051515114336966
LYZ,0.02440532103800783,0.06290989082923805,-0.05901834516388136,-0.04137614402048514,0.013507907888087974,0.0728106831187658,-0.04888762953784329,-0.017933209099420807,0.06353977620257145,0.15808504487017228,0.06544729834848316,0.03352195668830205,-0.03209273325625382
EREG,,,0.07951215088132339,,0.01700250816603487,,,,-0.01842899283168144,,0.02953696769367152,0.008369521511866658,-0.02189960567264792
SPTAN1,-0.004500184739232492,-0.02431398796657571,-0.049987262081275546,0.03811016892173948,0.033108251270475175,-0.046991064337655986,-0.0056229227574506446,0.030014273417836856,0.01620440613185377,0.027005542236597718,0.016904806398019227,-0.06653921755547315,-0.0825116593007536
LIPC,0.09720693869292218,-0.01589624606286583,,-0.023930485287340323,-0.002015241303216382,0.1061153413269876,-0.02742343944635562,,-0.02304308815896316,0.048580065819231626,,0.0260086368834567,0.004228080962825348
COL8A1,0.04093589946256227,0.05602422713703192,-0.0338963939898037,-0.0375801213297884,0.038445835327917205,0.03654263281703328,-0.023117882406490507,-0.004988680054006239,-0.008184543088545878,-0.03879201897894596,0.0021224055154376487,0.009167290094814895,0.07228810261729259
GSTM2,0.006842456999378556,0.04291154171706795,0.024078936405844697,-0.05870182430849893,0.02140089488383013,0.13260959359709934,0.010026463417732494,-0.021156111645604218,0.03951854064237145,0.06192988960193918,0.02696425422922265,0.061226092992118814,0.02789604363430688
IL4,,,,,,,,,,-0.07606116994120048,,,
SPX,-0.00019928858785785793,-0.014914362066459555,,0.03287883637154757,0.04594986340060155,-0.03176506209197334,-0.02875642161963127,0.01609846988126762,,,0.00386216479963324,0.015839746971481355,-0.0204367088031732
MFGE8,0.045794073200677576,0.025879923157792747,0.10597691414187072,-0.002796394072255329,0.052598748657393925,0.02708709145332064,0.025450292019949167,0.008990712458301848,0.013230055178674023,-0.032225780066231606,0.04191123026780464,-0.024911139377076987,0.059343374762174474
TGFA,0.05691464057556867,0.011942103034172924,0.029322321112891504,-0.0005075806292579847,0.01328061270866211,-0.011512422385121148,0.0039889651939373355,-0.005361086141489964,-0.02483659978796606,0.10975571092006176,-0.003221296221125301,0.060625036280226516,-0.04598875285636444
SLIT2,-0.04732203549327761,0.06453217738072431,-0.02156963734798706,0.03966357159824617,-0.0033108218628823873,-0.05769239405627638,-0.02153584173754725,-0.025059587329256148,-0.0031767405868994556,0.027063291996323232,0.01701632266342167,0.04298691840289736,0.004351889685517674
PLTP,-0.03412650657887197,0.06540918836852425,-0.11679832833425341,-0.022585380026753876,0.020716154244388656,0.10709980619639609,0.029214149736717546,0.0301412465640945,0.022020034798841685,-0.019789764511564185,0.05117526737534065,-0.010230113690205735,0.03076791659533957
APOD,-0.02849111972835392,0.0034763642461603586,-0.07719346674514216,0.04024003003632725,0.04255270964836755,0.0083502177387177,-0.03709946952538984,-0.035968539334727156,0.0012920392141485024,0.05956808942939597,-0.03390994575819926,-0.05840746891570507,-0.009635263438081732
B2M,-0.043408507190038914,0.06393812775104776,-0.07720697638813673,0.06343528818311578,-0.04267593163876666,0.14476936464405835,0.03245863527565979,0.06357514520123908,0.04356768219727027,-0.027983932331453625,0.07025030453296355,-0.050124687257988805,0.025648449475242804
OMG,-0.0030085573974944118,-0.058798890494844276,-0.00986846696917242,0.013748093620170014,-0.030621609631476445,-0.034296053074372605,-0.011202668799105949,-0.01720802875983902,-0.011671182416389434,-0.14390084183584484,0.005095448437911309,0.04129827898029592,-0.03307145474399265
CXCL3,-0.03131082738471105,0.004325685527727515,0.05723451665299852,-0.005769207116431599,-0.019536698808711773,0.009584803895488672,0.011688940029989821,-0.006408529267491869,0.04785255689962306,0.05123235387496772,0.026079702438382722,0.06962189615501549,0.04548143957719935
CXCL10,-0.05304396740137904,-0.039398971724615185,,0.028763374098341732,-0.030587636757502965,0.1277336217473971,0.026340780646764074,-0.021700324863606044,-0.015903181654230505,0.018602967293372793,-0.01973868123701542,0.027833412861110386,-0.03269244166381594
RSPO3,,0.016970681666478263,-0.027149298807411657,-0.015464350751708749,0.03854932072359448,0.006569193072687476,-0.033624865535232466,0.01990418315383686,,,-0.014857893413422744,-0.017428885938914146,-0.037402532248370944
CORT,-0.026180395204994867,-0.018501272199997733,-0.03603081838592874,0.03479324097588389,0.1412032907606794,0.03411449852441146,-0.03100455083267526,-0.005216695350992845,,,-0.015399748203835727,,
NCAN,-0.028030213407408442,-0.026879351669559553,-0.008789198300778091,-0.017108186548994087,-0.022557326610618936,0.03595075253421408,-0.015257686722815259,0.006226062228546501,,-0.09317751678068746,-0.034134747625636265,-0.016448404518152913,-0.025129275413710853
PRG4,0.08343871634495942,0.006806425449935534,0.041007427487942526,-0.015262647292159976,-0.019860348560587566,-0.007678901912460838,0.02137233625612814,,,,-0.02272327084765531,-0.006549120591122712,0.129939298349914
ZG16B,,-0.030634254355089645,,-0.017714168800363583,,0.03620027919306454,0.058877018888276934,,-0.020790451912365383,,,-0.021731945071191885,-0.016227456605957848
TGM2,-0.05136861765142849,0.04737877597172934,0.07644429571792707,-0.03723150798112052,0.025503057519980565,0.05725889014171217,0.02010915428452859,0.02204436506817414,0.03067711931913872,0.08642273791574309,0.06778015398681647,-0.012984541230555254,-0.04048119625631346
VEGFC,0.04139791954425374,0.018399592565902317,0.03976123569239729,0.04133081733543849,0.01955562646767021,0.012840741365517539,-0.034139627049021654,0.02832761188019428,-0.04384346866340334,0.05337404847741771,0.10440536207398952,-0.03320859672395682,0.001984097633920914
WNT6,0.07725602594467447,0.002691125503849404,0.013195609089129392,-0.021110206467236475,0.028412960091736893,-0.018556294796939654,0.0020376160748268187,,-0.023247975012679566,-0.014208249295955886,0.0009290016243431062,0.006444161643177878,-0.01676783126224734
NRG4,-0.024231044804301348,-0.020347056747981616,-0.020349858878500635,-0.018575339957685018,-0.014918116076584267,0.02135381258703047,-0.010070528556394672,0.005943846575053094,,,,0.007071516323257769,-0.005258489993928844
PMCH,,0.03660655728562164,,-0.02573794318645844,,,-0.022262978664474374,,,,0.01697876759449706,0.04349056618357416,-0.03229303255331953
COL9A1,-0.03774894434562999,0.05570297247203676,-0.04927065978347178,-0.019400586851119242,0.015737836791147004,-0.017487715449053,0.009338243619924507,-0.012489363829025919,,-0.06621212024161216,0.0027775471976987784,-0.01438963788260942,0.030591429041011965
GDF11,0.007005080223648125,0.019562564921981468,-0.007893139824452123,0.004583534432852817,-0.007121671755467103,0.05642374922427585,0.04410584903831182,0.05087770151469722,-0.022269028564632327,-0.015985325285728328,0.036106787158445654,0.055125531996732605,0.03342197355629113
RAET1E,,,,,,,,,,,,-0.01911936618223837,
IL24,,,,,,,,,-0.013110387802776258,,-0.014481550969001727,,-0.028190924598506632
SORBS1,-0.0046998453495629465,0.035320518567721795,0.012176766054242269,0.012632834380695252,-0.010684196289455092,0.04239596558987599,0.028413037062589387,0.025829694657664066,0.05905140654388397,-0.04024532746837272,0.02470012587377589,-0.004463587809266974,0.0536416469182089
DLL1,-0.03171164801793121,0.014853825224549687,-0.044688351770717546,-0.00392397059544328,-0.061140294862200635,0.06638024611047065,0.004023904057049332,0.04567476903254066,0.02210381969820705,0.032269409754748055,-0.035492513134794484,-0.020207013798146427,-0.03867114510271959
TLN1,0.0765631517317913,0.002189272291559158,0.10553237853668114,-0.08080257387825769,-0.04684193419483472,0.04396507028331101,0.043224565258505085,0.05742930230278208,-0.010323975828171607,-0.016793295328523042,0.05793834696156092,-0.005596355599443298,0.03710258799546544
COL2A1,-0.02480207001619734,-0.015246148095784215,,,-0.017738304115116562,0.02455601765898263,,,,,0.07821701254613575,0.05476825925590274,0.06500884250950993
SHH,,,,-0.01586039645056901,-0.008529686988155897,-0.023310368966450154,0.022066588526516183,0.06974220000948032,,-0.008922627630325704,0.06488122245355636,-0.00012945364324160212,-0.012232417898290961
PON2,-0.018344233286933447,-0.07560531941264001,-0.09889764205467434,0.05478488578580798,-0.050410316388922904,0.04664659821238575,-0.0332200862964761,-0.027484198154151412,0.016693130448167132,0.0021194378348243365,0.07451489055827426,0.046239573542020754,0.04939962533678856
ICAM5,-0.0384771989626269,0.007394284967106541,-0.029019916768733542,-0.0005656012977334738,0.0011315522238367558,-0.008420156898761655,-0.019992840439862682,-0.02099020276873679,-0.012410592911957955,,0.0029282705144684043,0.029166729439611967,-0.055261558897060255
HPX,-0.006751298055203592,0.021039456145930877,-0.02714930594487135,0.03987335311284153,0.015500727735816544,0.03893852609396101,-0.02984834897409893,-0.01928224756092304,0.006431961565047641,0.011563321003280162,0.046637920382926246,0.03704797896538648,-0.0021807582542397465
SFRP2,0.004057025162500859,-0.029370719143817735,,-0.018063272768250285,,-0.023665350780260105,-0.02487664700511753,-0.03758864164698525,-0.012938794713656783,0.008064386171899368,0.07252989616583742,0.0020055310623687808,0.024821540348375335
CFC1,,,,,,,-0.019141716050179496,,,,,,-0.02231241046391617
CD70,,0.03042264854740001,,-0.03070242420062872,,,-0.035706002565505005,,-0.020667578404012194,,0.06857310009150668,-0.02659091764002103,0.04946643990799656
HP,-0.045090056764333655,-0.0578435837000298,-0.12276699477614153,-0.0007159355803958259,0.02308491346495084,0.0454175479654038,0.0375522142164804,0.0334744520845704,,0.010006158628269689,0.055820765580954695,0.006498474288676441,0.04065887545276724
CXCL2,-0.004201222730451338,-0.02936598486296497,0.033755871484881295,0.02897290316659619,0.02407852078726022,0.009690813065333608,0.05123037361679561,0.00498965714832614,0.060119457063627015,0.07452187137739551,0.035869036575902354,0.06201195677243348,-0.017494539097206743
NPPB,,0.008500703019692177,-0.01531149847505373,0.005063905736446692,,,-0.016761265042013834,,,,-0.01280823779346282,-0.017679665707628345,
CCK,-0.10332871787298135,-0.06552968247395272,-0.0014542578050248608,0.03840670528957229,0.010679700573439059,-0.08340322282582738,-0.07909118551248817,-0.04784687501551571,,,-0.006308624500674184,-0.0045509862335356725,-0.060356533896873614
SEMA6A,0.02934379349726577,-0.03706147456524976,-0.006830245884705021,-0.02092892379308677,0.019480386232499557,0.05513578887387917,0.033949363359914914,0.06939514021285842,-0.015971035747326556,0.01939407062805615,0.03631017314639961,0.002375190693237649,0.040537704617194595
IRAK4,0.03805020137445511,-0.011806167897810171,0.019017817093951887,-0.03219335046197039,-0.011647225607347227,0.07673267626322776,0.00940525017791548,-0.005657702781666974,0.060436238876383476,-0.002601794956035851,-0.018763480195494786,0.060172651347345715,0.04130827935551933
GSTP1,0.0036695606220574677,0.02185603699004219,-0.02627167706594631,0.0006948479209730738,0.0016422444853313686,0.09950881268130171,-0.010879279030657274,0.034229187860029445,-0.050629802221585536,-0.008050928265721995,0.013567646503383761,0.006704404749241419,0.061826228436609926
VCAM1,0.020274634992062095,0.03396391628331978,0.057556653140099855,0.05326181693305616,-0.021387646597200858,0.09993794018594591,0.01866090323164212,0.0631860101983671,0.020382313562182307,0.1183807258188192,0.010780123996940087,0.03233989905268825,0.019790392785552568
NXPH3,0.05884925744586635,0.013059480111618157,-0.06943311967301687,-0.038083891770701817,0.025164040550963322,0.03925245285883622,0.027794523155493522,0.011546953312399433,-0.02473975493108074,0.05783923219479321,0.0653576998733781,0.01964597685577578,0.05305431067116002
MTMR4,0.07354853431243952,0.0005924401521130147,-0.020043067216949165,-0.046243260513818316,-0.011428308332479483,0.014136534746820351,0.08269001776136117,-0.047487882864932905,0.031873028562129986,0.11570679458582225,-0.04951308410723407,0.02935444739777387,0.03970986335203936
LAMC2,0.2176832066924486,-0.022369664222913383,,-0.03545077061572929,,,0.004947516626288435,,0.0801336804024075,,-0.019018339867527025,0.03316119458179296,-0.024282307364356066
IL10,0.03704206525077545,0.037916859694983554,-0.02833117688836024,-0.0001704741083202664,0.0119169872349441,-0.008553548089766154,0.11264850907460469,,-0.005107339560209947,0.010014096902462565,0.10467293141549854,0.0421041312141329,0.07071459136398474
SEMA4D,-0.021998924187069266,-0.022162943555698377,-0.051199955042960155,0.05576247612872286,-0.04587641068764236,-0.07699154132274187,-0.015607696645424864,0.018301892179199374,-0.03655386543938508,-0.030771805040432407,-0.020554401133559247,0.11495278787340375,0.031616440359650264
TRH,-0.043181401803489186,0.02507512617420308,-0.02096801894522559,0.07716149535938126,-0.017455836104057633,0.02837968293665044,0.04471990748652003,,,-0.020254415265457897,0.06497585838749782,-0.01980241121698719,0.04490043777062031
SEMA6D,0.010067371820825117,0.024919981273590613,-0.05232241284283975,-0.02066539023354199,-0.02371391951117564,0.05137352217670896,0.030424203919570934,0.01829702861900959,0.004626232239137264,0.055497385904019515,-0.014496538088220164,0.02960036279124665,0.07969839278812965
CEL,,,0.06930789239912422,,0.022919742846157224,,,,,0.030076170226976784,-0.023643052257709487,0.10002998066604,-0.025942332597071387
PDCD1LG2,-0.053216667346304224,-0.0023747151441538663,0.05009114571400679,0.011731788113100288,0.01951658311722577,0.11174788139120394,-0.020555327458050002,0.038429893457856246,0.027297318606982254,0.0450621560097095,0.020200096203251854,0.03813400932117637,0.05889571043926914
SPINT1,-0.016271679564032797,-0.03061891946428358,-0.027627407468241858,-0.0022333643515964627,0.011125454327588465,0.06529712153497487,-0.005690621107734952,0.016540871153961384,-0.02748798923119842,0.010451287463549145,0.07439613161441723,0.10451988730322188,0.06709012208948974
CTHRC1,-0.05545820524826044,0.06751626278325384,-0.02463587006840093,-0.005149378706407895,0.014288729796654898,0.10468373708159331,0.007592087146646647,-0.027635259808268857,-0.02653874978935959,-0.09603203042525443,0.033740471260218674,-0.01354145314009695,0.052286842933051164
PODXL,0.036334190044137314,0.07578038869930216,-0.06132155201061816,-0.035435341864614146,0.026802064665324893,0.09642636111997036,0.07787644985365104,0.0077690376839025825,-0.011812889780061543,-0.034886510318579075,0.08797204331732084,-0.029319084287866313,0.08179086077954495
