,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.014337209000177419,,,,,,,0.1004037385630151,,-0.02095728669678586,
BMP1,0.021834398229818235,-0.01634348434850326,-0.028024655121037592,-0.03174419216011759,0.03281890265084313,0.0677012820002115,0.007997145044702775,0.012087372045364168,0.0766516834827456,0.05207360034923303,0.0477756711817462,0.006703058171186915,-0.016010749017653557,0.001085662377806103,-0.006828257165660625,0.1134685407743631
NDP,-0.03234631180629574,0.0025173635157595274,0.013076240330186674,0.02798324277360334,0.07447726503199802,0.03164028445969221,-0.00800515464004709,-0.02684408242180271,-0.04788372253556385,0.063547954799842,-0.0327372866456465,0.0699259816277319,0.0177527289295472,0.02598123954769328,0.042262567577999635,-0.010799927041938941
TNFSF18,-0.017829536541267045,-0.029826106064813798,-0.025885693901324724,,,0.08649587639523905,-0.020785694623647853,,-0.0571311561980977,,,,-0.017854320648329883,,-0.02871370342852469,0.09786483454234698
IL36G,,,,,,,,0.11718532112038722,,,,,,,,
RTN4,-0.09321064396164196,-0.01611188465226896,0.015023627594944857,0.0035076771436869697,0.019483897029506217,-0.09101946311397592,-0.025236841732061855,0.0029109715676992293,-0.010315506474809633,-0.03522704759240291,0.020245068419374436,-0.08006206875950991,0.0026542133183865015,0.03176906244752414,0.07618310406366299,-0.028775157225484793
HEBP1,0.018375556000266507,0.046623964856482306,0.013647150007812846,-0.004557473436533852,0.030567022454605308,-0.0053436045463563,0.009822458950711108,0.07103265832674181,0.057987250453520864,-0.006187788114532902,0.048977215868016316,0.04765673917611579,0.02866816905216364,0.013083058442276462,0.05699523828304492,0.027645151396072716
WNT7B,0.10120511552118779,-0.06102052887037652,-0.038307987586070465,0.022990963621522545,0.0751010441397111,0.018904764824409205,0.02746471286365125,-0.019186632408919945,,-0.04252987312890966,-0.021720648504830867,0.049464174685762675,-0.009272611771905585,-0.006408166298167478,0.10590360674712603,0.06255957998382362
PTMA,0.04183158034052445,0.019416187396997183,-0.03819717151512317,-0.016816942468427118,0.021870189004968798,-0.06045393943316481,-0.02163058750540203,0.0010960592125818253,0.08964014004258561,-0.10930344370192842,-0.016830545848681416,-0.03955535774430921,0.036501204558472444,-0.03800421569026336,-0.1293237241425129,0.0864616697418418
FASLG,-0.015707267696645915,,,,,,,,,,,,,,-0.012324225985209901,
CEACAM1,-0.021809678661886617,,-0.016475534752708174,-0.0012068814902495499,0.13133996548754853,0.05572995950941898,-0.03269094578304731,,-0.040172898785568366,-0.03814147143779428,-0.024697626177401,0.10959983592198594,0.09395532476499321,-0.0009299742813672364,-0.05036193146295574,
PDAP1,0.04396158882259361,-0.014200687225238224,0.02736125706618231,-0.0082108759311229,-0.045965085470711764,0.05043163148128465,0.0039224200056550695,0.023391354340801005,-0.054190825526488635,-0.0008430996109792212,-0.02056261114435918,-0.0001818128734189249,0.03131428445097187,0.029411379459783917,-0.01602164907534099,-0.005956200713424576
QDPR,-0.01022056295281913,-0.014540662466853212,0.05193206787683367,-0.021135856593790494,-0.007527663732401451,-0.06798461063981115,-0.01945091048485697,-0.04175825546948603,-0.039178881668019284,-0.020874828927474175,-0.035967495638364294,0.03987238783441498,-0.06449947946249693,-0.00535504539773291,0.014145905456861781,-0.1282834024145318
POMC,0.060955024108180315,0.06354725195628547,0.009141617590589863,0.02435998327267524,-0.015375425190757817,0.009369646037308747,-0.024118076347268477,0.01827211613694907,0.003245376105314456,-0.02558178563820535,-0.036102144761503016,-0.011707938559757049,-0.007222010054774128,0.0045161380547685806,-0.03829186836161307,-0.030845171808722916
CCL18,,0.01652969223840159,-0.020559910696506613,,,,,,,-0.02704293035534246,0.004819063955519919,0.07471595060464568,,-0.016762150835356766,,
CCL17,,,,-0.0005430172324671326,,,-0.02592380804612889,-0.015946947830093098,,,-0.01752177037415721,0.011524285427864076,-0.022825844390054764,,0.04359693966002433,
VEGFD,,0.07230764739145003,0.012938984994122976,-0.0030903483588986943,0.03990251384053976,-0.024018670942214063,-0.01737197494532012,-0.017090837919696216,-0.03518091054343096,,,0.04086791431389434,-0.02407422065018568,,,
TNFSF13,,,-0.01551517330204073,-0.012448012161642794,,,,,,,0.030662606818408766,0.03771744234956064,-0.004086079846103229,0.03091297851984425,0.07221165045607338,-0.008521993698437839
WNT5A,0.017507555555399165,-0.0876334681417144,-0.021766324290697633,0.03374231928328493,-0.08427599957823652,0.06751899716860753,0.0009473531298390978,-0.01592609488456824,-0.0885399454250229,0.04310519120636626,-0.05740335669209669,-0.004444727109620232,0.009730613114133733,0.008883475994155756,0.023570795285925903,0.0694018009532999
CXCL8,,0.11783197214321371,-0.01985949666693203,0.07115406053269728,0.08685021649296301,0.038154214519199335,-0.005211196413392504,0.0871813912671393,0.14588628837730197,-0.0476133366169714,0.02792015600518666,-0.01601522643154109,-0.0009405531946551971,0.01370214133807176,-0.004513908259319954,0.04843851653640885
GRN,-0.034641944503762546,0.050034123201021484,-0.03464011203400442,-0.07951582403356364,-0.06750336367587495,0.09679108782457865,-0.02984013994414167,-0.013460740178411812,0.04933015187280978,0.0274079024013817,-0.023534206953707986,-0.0069181179118530155,0.042650023251535205,-0.010609467328338824,0.01689399528492429,-0.012903546333228242
MIA,-0.02055945862924705,0.06681519067305998,-0.011966145641053494,0.012752626926743579,0.06444714511738761,0.011479648250590238,0.03873423022075284,0.052212465201460334,0.026302149718254793,-0.06731361211022795,0.08384779931427282,0.05336745271585584,0.11702276101928252,0.0007323669137719444,0.008755898544781194,0.0566029591628505
COL4A4,-0.01819092991309007,0.004402336018377674,-0.02469228570204094,0.020586935964082304,-0.03720355621037356,-0.014128255287940613,0.048230172060177885,0.08153510728289508,0.09828277526393137,-0.03419071362121282,-0.01719147138498525,0.006389961901337546,0.023909141993811923,0.03663945281325668,-0.016901883099045646,-0.029801465211232395
TAC1,-0.01570725915096785,0.031203505771186895,-0.013914155541399494,0.04220546903500766,-0.05109801416503663,-0.00026617527191561053,-0.01438837313199508,-0.022413501316721277,,,,,,-0.03325512579586305,-0.03358681338442298,-0.04285378047455908
RARRES2,0.0474210911401146,-0.04380085389995339,0.07738951038584291,0.016387221631006463,-0.020695682852933283,0.030816303591570022,-0.04987080432263673,-0.0072163756863790575,-0.0936798526908969,0.007499237070676601,0.02999425180720479,0.06546730347129162,0.030248448402694802,-0.02080373656290819,0.06261098212708069,0.04979410640531803
FGF7,0.005863184515691497,0.0021315811227278396,,-0.008903634860951866,0.03425599794258778,0.009340926405599255,0.02578859272747962,-0.04270778153445788,-0.008341641685684874,0.011100824003599677,0.058159050449599715,0.025921479443908817,0.006779701152746483,0.08922550587029404,0.10555895870317585,0.02691919498241322
EFNA2,,,,,,,,,,,,0.04894760870106473,,,,
HBEGF,-0.026421447340635593,0.049988703775152056,-0.02590227489258322,0.02210091579204415,0.03887250898262754,-0.0014800763984127731,0.05358851985648318,-0.040036501768227234,0.10926042372051872,0.022374779574541804,0.002448562167816713,0.05594122573496871,0.06316063193915049,0.028744439330607375,0.06125541255954953,0.013909813004473656
CSF3,,-0.04536824348377606,,0.021605407394691026,0.06771711896309443,-0.01494742215949502,,,,,-0.07981606050599703,-0.017990781444115863,,0.03989351420537002,-0.03454170288010786,0.20404102371424798
PI3,,0.011007228649516438,-0.02162989289462616,-0.008347661288117121,0.06343615747408966,0.02962729774370644,,,,,0.016958828867907682,-0.025846312234508794,-0.01939427762046594,0.00945001189679856,-0.031988827744608206,0.02943368077976662
PCSK1N,0.028037669848100653,-0.10294924637464757,0.06412527516525329,-0.0381534786284171,-0.05915907861457257,0.024635902013899348,-0.0023727887012057825,0.0012962354101404934,0.0877492143384668,-0.051697107385107036,-0.015738546589785886,-0.017254783027249417,-0.024394399154825268,0.06698500956726339,0.06450204924843891,-0.0888635414725459
NTS,,,,,0.056456397500358295,-0.01837217987983113,0.014120678767480131,,,,-0.04087646633383296,0.0018074558171238926,,0.08740418860285133,-0.035380970107445765,
SFRP1,-0.022854458826677873,-0.03191297747380422,0.05003042747811553,-0.03076132519736928,0.001478019435947843,-0.03131927338907559,-0.022915038204364812,-0.03791039730210425,0.051733753417471946,0.015032492793742752,0.05227185509061751,-0.055759178901185,-0.044370659463327564,0.030992778395066974,-0.014820719442738937,0.07925427835682093
CXCL13,,,,,-0.025885183583487854,,,,,,0.031171611053302257,-0.004954953751406898,,-0.014349351452443496,,0.1646312472852837
MICA,-0.012703109129803295,-0.025028593935785853,-0.01830459505966122,0.022672244806990344,0.002938820464876909,0.05355042658490927,0.027877347405574397,0.025230243986774134,0.11817329526903216,0.14283398189157087,-0.02827163885158234,0.03812737632393279,-0.02043798348221154,-0.030984411894448772,0.11041099139941797,0.04647530570400535
TG,-0.018190925813693977,0.06307923166890625,0.033579091081795444,0.0011229851757989311,-0.0034014377286863233,-0.018040201230912878,-0.026117255559017734,-0.009704275677865953,0.03984710707763972,0.03767884147805919,-0.02328205213359586,0.06878525218030848,,0.02244968985784655,0.005879839785073342,-0.012175393857938
ADA,0.05085863119091547,0.036797511769411644,-0.014378466992010517,0.0018424290011453573,-0.05477343490951155,0.04010543750435706,0.0035195007490566293,-0.015379014958570855,0.12663098833899958,0.03265177703315795,0.008460977103407404,-0.04621350987402694,-0.01566118849340275,0.010550569431544527,0.0050223811597973275,0.13076731125819954
LAMC3,-0.02862297325933449,-0.04385451757051237,-0.0644235094214989,-0.04615238257590613,-0.0255803446940618,0.08997566512696847,-0.028231438212229343,0.058230193431131824,0.10949255417200196,0.06219617783876353,0.029892339086760582,-0.011445241015814,-0.0218997173485464,-0.007302301732418821,-0.07775937462526208,0.06578573751643337
CCL7,,,-0.013077840058287054,-0.024000903337214715,0.140616773505835,,,,,,-0.026261095011894307,,,,0.0394582955310694,0.029503942056033176
NGF,,-0.026137934731307433,-0.02245400194649166,-0.027411884523968498,0.12891766067603122,,,,0.08181777698637713,-0.006288152818878757,0.07457190817020357,-0.023139536815734014,,0.09010445679247547,0.015659342401317677,0.045512318120110896
TNFSF15,,0.09514574452439381,,-0.026726179735133738,-0.02540965213155261,,,,0.015812698301390146,-0.022851644413433653,0.07847327923976317,,,-0.024991165807082143,-0.025518501684674674,0.15998191469301717
HMGB1,-0.0016961343641777454,-0.015255773830971547,-0.00169776153631588,-0.04469871077916937,-0.05009111376271841,0.014199041383944852,-0.058240556873845085,-0.026072235628332118,0.10447480916293397,-0.03462006918762923,0.03479925554499122,-0.07978717453723914,0.01573785397615626,-0.011317678040498162,-0.03495167322987886,-0.039271006607770616
ITGB3BP,-0.05324448443320166,0.012047279611951584,0.008951789936414758,0.08443894680247938,0.020659982536939195,0.03431334618983145,-0.001100032138360833,-0.05448854394593055,0.09761896248580922,-0.015423245303090208,0.04322860082509046,0.040169664006144856,-0.005153849953225779,-0.011249817425423816,0.01816325049838598,0.08741599850465613
AANAT,,-0.0339368435977701,-0.018973956270122994,-0.024318092774058518,0.04248398106103257,-0.013482979293815643,0.10626538066830456,-0.02139130517203435,,-0.02816634555443878,0.10805646341887017,0.0193128310297363,-0.028234837209976812,,0.01770182947582629,0.10214064458883153
RELN,0.04519567907560286,0.007548760724720614,-0.032203151598713675,-0.014204189917668563,0.012385887338558502,-0.017830178314181783,-0.046042308245677545,-0.023682021184715952,-0.0670672148557683,,,,0.03871312837179776,-0.030186619944138165,,-0.020122477659087812
IL15,-0.029976619460074128,-0.04596490572749939,0.09902678945566805,-0.027386410549201955,-0.023689749404364725,-0.013825495488586864,0.022935338400345853,-0.01983944685701994,0.014865410685691386,-0.047613461058652495,0.05556764827538347,-0.04307982137493076,0.024900735086276212,-0.02726476675985628,-0.0023189435661528065,0.06981190734898603
UTS2,,,,,,0.08357336054592182,,,,,-0.019618875452236652,,,,,
BSG,0.031810022678766,-0.04278888109449743,0.004090022495891428,-0.029646305961394004,-0.053114819192746146,0.08671700871227436,0.05790717839778414,0.008392912514483654,-0.07524003210154591,-0.014959028827499159,0.08638009232941753,0.04134873370657428,0.025247298409897985,0.03493639396199525,0.07641313624119657,0.0686861468946298
ADAMTS3,0.04383681353250503,-0.0645162277956033,0.01109339229159359,0.047312584146604414,-0.00012124107862948714,0.1041954149783982,0.007218030432343469,-0.03296675764681158,,-0.03372633134860173,-0.03394984297634791,-0.02506867720789779,-0.017685646726621342,0.03455711269695757,-0.016505050824206103,0.006985111388057707
CD34,0.03162508711581544,-0.05134266665986827,-0.04463465120627279,-0.00998901013958496,0.021621410455308496,0.06329083153256472,0.02848149742850725,-0.013777738838246227,0.030833489227576397,0.0073562026142217135,0.0284966819218739,0.06076875527633531,-0.014885043544509596,-0.0063636163993020314,-0.01387835204212608,0.07464400226095244
CCL23,,,,,,0.15762356319737061,,,,,,,,,,
PLAT,0.05622459877393953,0.03467421457526836,0.03360778681443576,0.041809488587784084,0.05803885986973691,0.036644042366397844,0.05962910478955085,0.0032968378203865126,-0.004986987228075208,0.0197601728137073,0.02526282398215973,0.010010563208952038,-0.005506566070631139,-0.006655974295567046,0.019165816451482836,-0.017310296468599693
NTF3,,,,,,,,,,,0.03258764076358612,-0.015245238206556912,,0.047332126046725875,,
LTA,,,,0.033464629042819105,,,0.015573673943674052,-0.019839449306010525,,,,,,,0.02915031466994007,
CKLF,-0.04068904649127268,0.03970882311702908,0.011310014516437813,-0.05155756359105392,0.01080058668749746,0.02262005091503182,-0.0033133586016885434,0.07672963964601745,0.0739263168982938,0.061487630019320456,0.07121812753999128,0.012977758090449376,0.037887800392419464,0.027788963969898273,0.009077639531444748,0.04414866463336779
