,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.014158625191010573,,,,,,,,,,0.03742946786199058,
BMP1,0.003540292010486748,0.021072524858692893,0.003848929196964132,-0.05228585188581042,0.024856565000107633,-0.03643881089801826,-0.016494076999680717,0.004773552707996337,0.039740637262181876,0.0121121101577313,0.024373856538101497,0.02337365560110032,0.11485112959275402,0.03620045250565565,0.11539527875029142,0.10866812775986398,0.024742991028482337
NDP,-0.048692440645266365,0.10390085461442121,-0.04302349285919559,-0.07679500288136905,0.008074067065506863,-0.04050365059477153,0.010087805632426469,-0.0015246078147596283,0.00474600242660871,0.03633035579711685,0.13108527551964283,-0.010738233418909168,0.11314606550995955,0.029781512213670796,-0.12093030472043494,0.0006253537348550936,-0.014671436238548009
TNFSF18,-0.01837267945147905,-0.008244605605202513,,,-0.026599320609745822,-0.021025133355074707,0.00700703660575586,,,,-0.030665590307509726,,,,,0.030633756951344147,-0.012565502444275678
IL36G,,,,,,,,,,0.026448498491291376,,,,,,,
RTN4,0.05475104836384309,0.09298698932346398,0.006922223827219462,-0.034798778950143994,-0.12264446719462996,0.066985562017096,-0.03790513461387982,0.07740552125464974,0.04060505961651092,0.027566880329673474,0.06407786164499366,-0.027381377115480086,0.05211983303487737,0.004284224847848968,0.07473526998457253,0.010565109140658674,0.09054180216069524
HEBP1,-0.07858462631811287,0.060846758602711035,-0.028784208586629174,0.042948654172598195,0.08417330841244561,-0.004946621434826687,-0.00902266963193098,0.028852256693836467,0.06115658607170238,0.08466742580554344,0.03997221655145881,0.06152122789406879,-0.057907859506729775,0.0534956696859375,-0.036094795277180666,0.033000235078621085,0.03605253799790961
WNT7B,0.06217213143627618,-0.024845430755398894,0.10489083614407341,0.002844249410107021,0.014307264966154202,0.12506428960371427,0.03457880560998539,0.094949916623008,0.02967314574550256,-0.01736075175358084,0.010848465139240015,0.035285382244987284,-0.00667081710914825,-0.03787584988457372,-0.05848357253208464,0.10771002121208179,0.06169049148201863
PTMA,0.028940076127381354,0.04115139371241733,0.021570793308842724,0.02472071929065904,0.15663567579767715,0.024625049630418484,-0.04757159815324069,-0.047888365285756226,0.042267908604402805,0.03585539287144264,0.04148821048099414,0.04959155614513667,-0.00553510196647397,0.05753287848754922,0.1478363440331722,0.06500783183448129,0.0024367671621711314
FASLG,,,,,,,,,,,,,,,,-0.022900176794652352,
CEACAM1,,0.07003821609792117,,0.07434736866792599,,-0.027667877993222872,0.010068384107452888,,,,,-0.05582859423809353,-0.07516389351004035,0.00460850050304602,-0.0005387034032794486,0.05947995756233072,
