,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,0.038436713113273305,
BMP1,0.06957309503931713,-0.031015106960884883,-0.009785683756476917,0.022063777957239614,0.07030437631577043,0.10645890970276586,-0.010954128306776861,-0.06080955397852384,0.3093421948200885,-0.012897902743711052,-0.04637147064751645,-0.0022566943478467875,0.04357794764142854,0.009240426820348131,0.052203964183309116,0.244989151836193,0.13792351475776687
NDP,0.0014366350011971501,0.0061439587590069195,-0.020817820726369094,-0.016540892161369607,-0.010542759096060839,0.0184493174728215,0.02680476056782913,-0.03677788821648347,0.1175675456556541,-0.011490959821150703,-0.007114633142320485,-0.014576592218748784,0.005539499391455856,0.08171733254611664,0.012603199457028988,-0.046518519466160146,0.04341834048075042
TNFSF18,-0.041319812500626184,-0.03103402521767443,,,-0.029558553379593785,0.0412355767495676,,,,,-0.05982816070776518,,,,,0.06384543813502833,0.04499833293744999
IL36G,,,,,,,,,,-0.032600435762452834,,,,,,,
RTN4,-0.05287799800896377,0.010473703246796376,0.05331494034908838,-0.026499188952073125,-0.05559232373263649,0.01553828850982169,-0.002530485667834063,0.11464851029235515,-0.07318612397286126,-0.04079369250901487,-0.08240347604104438,-0.09793849316203676,-0.055939338097501665,-0.04778663436158852,0.02366720095764698,-0.026761787209469434,0.003978343465223673
HEBP1,-0.005974581802786871,0.061718965294539976,-0.03915348874555412,-0.018018786451368334,0.01973322210161553,0.0043094612082483705,-0.027669268346083707,-0.017759272323432447,0.06189891576476299,0.014889443718871364,-0.008834170041524304,0.029088915695485898,0.01042124472825031,0.017074741804988677,-0.00530631664709319,0.08767718341450106,-0.03690089046351652
WNT7B,0.0010139919646309768,-0.03470911996467684,-0.016279457080117486,0.028629823134729254,-0.027059599743658073,0.056626321281693336,-0.02700132163672432,,0.14191233190081123,-0.026106098504375428,,0.02522335207699013,0.012320414824082932,0.044393902223907475,0.09704088114268228,0.048259529593133565,0.015308086658413253
PTMA,0.009333692605613222,-0.024134598594445077,0.0960054670014955,-0.003975033963211267,0.08670156852569745,-0.006094578938767192,-0.029855024657314384,-0.07686561294763669,0.33837055689569956,0.046592492138158116,0.06818352174387501,-0.05764655684215948,-0.07235257193182744,0.0012207655647928073,-0.018331003760772874,0.15957650849787877,-0.001853000076655359
FASLG,,,,,,,,,,,,,,,,0.07940235450983192,
CEACAM1,-0.026298928258384965,-0.0008229093043153837,,0.004351232242531099,,-0.016745996129576765,,,,,0.030429841169975172,0.006078180443174049,-0.024452626883183115,-0.030125613364534384,0.04558061893530615,-0.011591924972415065,
PDAP1,-4.061946964603346e-05,0.014686151500487977,0.022087431841912034,-0.08493455470309372,0.0494353138092454,0.01409505450994097,0.020590912268990274,0.017867393112276395,0.20079277652518934,0.043506404888462476,0.08064708428939364,0.07150292645138798,-0.015212400126035119,-0.10348386775578389,0.0442208304710566,-0.053740602273291145,-0.08087843437751577
QDPR,-0.04880247772340755,-0.028999771294691817,0.08776560333968278,0.04607161120156996,0.007234976767211448,-0.04679277584494594,0.011020547369033502,-0.03500582631670444,0.20141706382197874,-0.07470212065799085,0.039201460416909854,-0.11122695739339625,0.06522955306486912,0.07004845026934582,-0.07190209901477505,-0.004977574154992753,-0.013327321552306216
POMC,-0.006991711762065185,0.021826031609530058,,0.016837721331770056,-0.0132454395600365,0.032673272425191406,0.033469625457751825,-0.03657944379695442,0.06473848784591403,0.006111624668596189,-0.010828880945702552,0.04445891574514783,0.07593573271958039,-0.0006610397661879195,0.005409385037724879,0.07890248475142687,0.021613595968820242
CCL18,0.07583677362728265,,,,,,,-0.0054827562920272315,0.17663150872154462,,,0.09034914749030457,0.051555937110079234,-0.0514564951828171,0.03939310277568049,,
CCL17,,,,,,-0.013279517579130084,0.011820993690499404,,,0.0041149887572603655,,,-0.025857658840300286,-0.025033376340425614,,0.030681426148012416,
VEGFD,-0.03281858805924791,-0.020930757959715905,,-0.042115732937222,,-0.014148202783512946,0.06231649906310012,-0.022416365137401233,0.08645825169954457,-0.021356625017671525,-0.06330999314547456,,,-0.030125613364534384,,,
TNFSF13,-0.024765959691821743,,,,-0.01573530005528777,,,,,,,,0.02267500852329301,0.024048922665092197,0.06429772918022125,0.09485807731112314,0.034668940628717414
WNT5A,0.010573483741073945,0.058193788028841384,0.03630961627332272,0.1386585520646306,0.04658330385861994,5.025864890789675e-05,-0.0013357776358599166,-0.00038982235458136634,0.06269297369672237,-0.027216973496507646,-0.13069545534397747,0.06787691080959912,0.03702792703099023,0.037136217211710704,0.006190552485370375,0.1582839896955649,0.012044658471286527
CXCL8,-0.023251909809393168,0.12306977848562274,-0.10758357421212121,-0.09602460593647713,0.026256404072413517,0.024657348639508005,-0.02282852438249557,-0.05107940078209123,-0.05243641740659361,0.08182084931096069,0.03932387957446791,0.10315141868562958,-0.07357639970543514,-0.09651183800188415,-0.012097544122311704,-0.014480578953794475,-0.03900896714946609
GRN,0.11358143558555037,-0.030799727752927067,0.0013764966809166528,-0.012004682352984483,0.04317810325848942,0.06300933886564915,-0.03633010418837563,-0.0875982044636284,0.03841084802208223,0.02837610574269119,-0.06041521389848503,-0.023277590091441366,0.03985255104053268,-0.06707198128031801,-0.001624807932499625,0.17341391118928157,0.1293281983103387
MIA,0.015016363505351665,0.03512425514474896,-0.04766372083937474,-0.04331326158461965,0.013159856019548517,0.007743184414972888,-0.017374086210018857,,-0.03539091024152813,0.012237445200424246,-0.052898771522134506,0.07240884992295168,0.038529682027346183,0.11174190095657233,-0.07079778885284417,-0.008396424948322254,0.06800220707199453
COL4A4,0.013331962196171724,0.022301222566295877,0.03043886366447657,0.07226379341663527,0.10735259673653415,0.06582962272526369,0.016983129725127194,,,-0.009972675720221877,-0.020043958659624776,-0.010875971336196992,0.06880693270433176,0.015342419122206415,0.012459299045606798,0.07526869382162295,0.024955905953317148
TAC1,-0.021497340813055127,0.06532617762017122,-0.0029282029536185877,0.007500807249195624,-0.04055910181886063,-0.009594900954369216,0.030861058617505314,0.09360742148644398,,-0.036853346073582614,,,,,-0.03939007254641597,0.05019482336869081,0.08570102385173702
RARRES2,-0.04957454032751445,-0.034120088264014865,0.04606141512381067,-0.13163020942101009,0.05361181990680756,-0.028937839152581957,-0.016999144608919235,-0.08373385990864902,-0.21291562065348063,0.06324806391757808,0.10841211650934637,0.05625577606002776,-0.02705176001817823,-0.057208760040762516,-0.032610560895701426,0.0036643102177689024,-0.09020950566644828
FGF7,,-0.0028992327063485927,-0.03807289142973507,0.03465696017546708,0.04609855652703073,-0.01306180275602299,0.035364180168082036,0.026326011003427036,0.0293882409116087,-0.002506964461652846,-0.053912173232210904,0.01205985177738229,-0.060513477422176686,0.027186811835999487,0.05636137073354799,-0.005423757379569368,0.0653762809069234
EFNA2,,,,,,,,,,,,,,-0.02863237940424172,,,
HBEGF,0.08841359175667259,0.07165878170761096,-0.05150983470457325,-0.08538199185729083,0.023503794242960854,0.06641805873887827,0.04503878290794716,-0.061804314261672544,0.24673722126596664,0.030752558437462763,0.04769083468472758,0.0716399027632751,0.00045531022364224676,0.036613067408635715,0.056882741146520845,0.047284922305510575,0.044597199188137426
CSF3,,,0.07475006348658589,-0.08811196742443142,,,,,-0.033394944352797704,,,,-0.02385491480470991,-0.08683108246741808,-0.01776022517922752,-0.009128252515426752,-0.01591630097222241
PI3,-0.034526527363782256,,-0.020543876055019703,-0.09184832202360019,,,,,,,,,-0.09100561457935365,-0.1270604756001067,0.04086608275301638,-0.08715545010536875,-0.10554568748214285
PCSK1N,-0.015124084920733643,-0.0604999370259963,0.06455136174067579,0.043605270411707475,0.021611995052786253,0.04501176587512883,-0.03178339672074193,0.09088891883522586,0.07823620645732046,-0.10110984382263957,-0.007642284652411701,0.016246628417915212,-0.021076118659694575,0.0013683781585694156,0.05683125844442615,-0.07921280203293818,0.08467817096028035
NTS,,,,-0.009132522896691139,0.0021280283936691573,-0.015838267966539643,-0.02324611071605721,-0.020181929367560598,,,,,-0.021422236500850025,0.06361348924086371,-0.0124931091092948,-0.049706604831532414,
SFRP1,-0.038557859922101374,0.013712175014075706,,-0.07005136486921996,0.06679147463105377,-0.009231707423399547,-0.014275484745903401,-0.07692368544386592,0.09763401446356372,0.03530082489532227,0.03800575716257418,0.10672143268077017,0.057187161507476485,0.00990973827496656,-0.015567290697322777,0.08644380513555006,0.028193808124057876
CXCL13,,0.03421081724990537,-0.025152358113683243,-0.0032712595434134174,,,,,0.07643125478673757,,,,0.07203722318098955,-0.05020872494972685,-0.039064789996241474,,0.09796168794087261
MICA,0.04121213313120419,-0.030227788666376685,-0.06651984174973347,-0.03530567602754816,0.006724890807721787,-0.008331001619187732,0.02371325083821467,0.04114736520972227,0.0022475924783520386,0.039846309172988786,-0.013536737778298953,0.03319154070264569,0.06560777467213322,-0.01798000736999901,0.009320373539245063,0.07944415628447785,0.0528828525278183
TG,-0.025126250816495697,0.043957558076543495,,0.02814209950438783,-0.038431733323051956,-0.013378611417638507,-0.012511540482680598,,-0.0038193642500023803,0.05980193563986549,-0.01017826387317617,0.11938858126520988,-0.008087426234334331,0.018300382478914037,-0.03658869383371121,0.004861155572251924,0.03257596054076198
ADA,0.10153081799402323,0.025948887639692938,0.007376656623606046,-0.06062689305298311,0.028469873457380262,0.058374780123228324,-0.009328786376664488,-0.06255868391104487,0.17178245223552635,0.0020796858386765205,-0.019869806476385612,-0.03361379389591621,0.05089926829597659,0.0911216261103704,-0.0071998693897338106,0.22569344251040055,0.08756262724691152
LAMC3,0.14970269637014408,0.023031529776773363,-0.009463158236428246,0.03464082292002517,0.01712822450697357,0.07028472846989797,-0.004276640755922914,0.026998021891842416,0.14136244853870655,0.001750767450405477,-0.10774136580164496,0.09452794553696031,0.12274233874091553,0.060883380625875935,0.10459218262479097,0.2583836732528535,0.1911929844537701
CCL7,-0.020875387817745346,,,-0.03899822328302162,,,,,,,,,0.07549104647181408,,,-0.022650463614325548,-0.08612722500363641
NGF,0.0754083906792497,,,-0.04163761673465341,-0.03667418163532108,,,0.08356987350393628,0.13344449670440842,,-0.05191283879310717,0.10963095838159138,0.016721189595316613,0.032065452752843525,0.011549132229379557,0.1834792711299509,0.005417714261188701
TNFSF15,,,,-0.014647932683275402,-0.009247674058153696,,,,-0.03442419485141629,,-0.027757286361079103,0.0036952292546065524,0.034014823406025275,,-0.013703732258290392,0.08717416204352359,0.08825837778395512
HMGB1,-0.05602522164839025,-0.020970343859450347,0.03749899142204162,0.014068876688668054,0.032513236332244774,0.02031076461423391,-0.012040026395009241,-0.010211092413943234,0.19847809392451168,-0.006492673730374828,-0.0651772995386447,-0.10594523092078555,-0.06627415134419971,-0.03634138706501039,-0.014997441067716001,-0.1964394699401386,0.032730033403425014
