,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.028653118516358378,,,,,,,,,,-0.002431821823524352,,,,
BMP1,-0.095858220878613,0.04797363961763278,0.06835724902054757,0.05498999677323004,0.14149565973040454,0.015030248635762062,0.08663028024740196,0.15037554806610745,-0.08733721289432375,-0.031993140757765486,0.01987499963727491,0.10364309615068137,0.1377583754107178,-0.01086141939482628,0.12509690354658473,-0.14370563831757818,-0.06794057456576738,-0.09767540512590016,-0.15207207982840937,-0.1111382442383444,0.06228953182956995,-0.07670405794834347,0.18005767438143697
NDP,-0.02326919527986559,-0.026745434840598086,0.03599155658858826,0.07022996586567118,0.010170046667478633,-0.0530978179365082,0.03202081488793089,0.018507584418603902,0.045521284612100435,-0.012982849000738953,-0.06950068854948416,0.15427523903337964,0.05994133783936667,-0.019631016186634577,0.002106339996372313,-0.03379678994460108,0.06521349397663463,0.10116283592864961,-0.12887574670995403,0.10102557113812177,0.10932698278096281,0.1237529628235317,0.2035858155983457
TNFSF18,0.10251369214179823,0.0034893995895755843,0.09353238954401749,0.00498406234464923,,,,0.0723563751917692,-0.09547779395758384,0.006658450308989088,,,,-0.13305412936930616,-0.01311793517727027,,,,-0.07607296984301308,,-0.055335927591639814,-0.01056652113923544,
IL36G,,,,,,,,,,,,,-0.014807232626894358,,,,,,,,,,
RTN4,0.23241667694614113,0.15340896831355663,0.03374015273375589,-0.006950135478713121,0.11262344758774082,0.029880567198660054,0.06431114960038985,-0.32256539380134575,0.09647437043658802,-0.02778540513564143,-0.043429100476831115,-0.2023618971954175,-0.003203508773321479,0.17292923640872493,-0.034379897736320095,0.1171247479967547,0.001904831282107238,0.04842632830491471,0.28887058855891373,0.08657919568560742,0.012625648379885664,0.13963426643168486,0.04924700850476009
HEBP1,0.047011290475631365,-0.02828721108725333,0.05363998653771642,0.03290156425455452,0.003481357438122037,-0.028486253546390373,-0.012442892234443054,0.18300786018236018,0.0020670701503268827,-0.003206885098130522,0.041686898975675166,0.20707229332646807,0.05073432914640113,0.06784907635045487,0.04456206803484285,0.038023365387361514,0.11544031080720182,0.06913002493575723,0.038583134661991085,-0.006705555733553533,0.10728600564003425,0.047646333765525566,0.12984953919575362
WNT7B,0.04325889821382142,0.14644465630309617,0.00824203923612502,-0.019171536148448746,-0.021814936047707355,0.04273662899240894,0.10107390941455141,-0.06566913441444612,-0.10615542802331358,-0.04792321761997312,-0.03217576322979705,,-0.03980894036669218,0.004581122214177689,,-0.02965928834575106,0.014459281299794555,0.07764531063897731,-0.0007926609016284292,-0.011089886975652824,0.037197355452909614,0.04312792955699753,-0.06598341524817065
PTMA,0.14438201460882025,0.03605576660911648,0.1947638357383836,0.06760552546091426,0.32544465576956666,-0.010869092324443276,0.012871923742430132,0.480397741908392,0.33917280854030246,0.011401058774168587,0.16368846994706376,0.386694114515437,0.1375404457108395,0.020008701073613112,-0.07379847835315452,0.1513714692417694,0.013668718666888973,-0.06104248007223737,0.353447389085594,-0.10203888602518994,0.12269580503401256,-0.05104402332896379,0.2983741011834188
FASLG,0.060384180853230655,,,,,,,,,,,,,,,,,,,,,,
