,UKF248,UKF259,UKF260,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.023741083943804617,0.01364756014593934,0.08104091313979335,0.04843435047970183,-0.029626129869322445,0.05035008580709307,0.05747284342335761,0.06474319396011287,0.11679745374133421,-0.05896982373597963,0.021898901563797632,0.04367033557238893,0.058886032297390235
POMC,-0.016467089941381418,-0.02682956040042279,-0.037754030585702744,-0.013883537472810424,0.08272809108443989,0.0025352785813038043,0.06463511763604611,0.05092030296577376,-0.023145594726308963,-0.0340970481851101,-0.02623112584178775,-0.05771918726789238,0.03873268588840438
CCL18,0.028147886519487186,,,0.059736624515272556,,-0.05539355684007402,,0.05504140090598784,0.03848196418712629,,-0.013138815808294482,,
CCL17,,-0.01669895566143044,,,-0.01200724606741741,,,-0.022813299957664224,0.04396606909145078,0.024058215570397192,,-0.01446078349501406,
VEGFD,-0.0224121740744644,-0.01860448066783937,-0.017950633238643182,-0.021584120538338844,-0.012868537514927248,0.026343652804458845,-0.02435850676653339,,0.09008598443405871,0.020171457444608895,,,
TNFSF13,-0.024900134530934932,-0.01151856588159125,,,,,,0.03467497224806053,-0.022760763260640204,0.07335867462362605,-0.018006211272057714,-0.023562639712569642,-0.019141251707185346
WNT5A,-0.05660274117339251,0.01366994305037277,0.02157324865079256,-0.05603630264038278,0.013080160413508374,-0.0378134960427044,0.014501633287564517,-0.0060116752279956425,-0.018023499590708755,0.023190169804308547,0.050603915139328125,0.05644174144810763,-0.010194993031802865
CXCL8,0.03732365951953998,-0.011403315396614794,-0.06948690944898286,-0.0048576296994541305,-0.020579097635120835,-0.05017518423025434,-0.0053846503088089805,-0.08356434007966504,-0.03788280156032137,-0.00511001334957565,-0.04320586594618297,-0.0075015035597600895,-0.05522220235060474
GRN,0.03371665402881896,3.8268052031442516e-05,0.03033501159682967,-0.009894749036196446,-0.025616844639430977,0.05834855160372899,-0.0303351645432467,-0.00663728392231166,-0.01649203284996385,0.02554744244461776,-0.03536719376421105,-0.05791713769549407,-0.023615037289853938
MIA,0.006434148706165702,0.001736908016476533,0.007595847400062978,,-0.01762405186037118,0.02418086581789682,-0.042546908978316936,0.08395717849076548,0.1594968871403497,0.04067004992900103,-0.013889577503898725,-0.002587911944821883,-0.032670841419602824
COL4A4,-0.03962838338236478,0.01189456776583407,0.06630640097495556,,-0.01709598414099435,,-0.00978253446709209,0.007485565037719002,0.024133409423454162,-0.04206064973040729,0.003180075495273025,0.042731848670447714,-0.0358392375047604
TAC1,0.03213580048240455,0.021669194200542523,-0.011142741717549788,-0.02422018496013538,0.07515881858064821,,,,,,-0.027664913865814572,0.0027451503391779184,-0.015273201772051076
RARRES2,0.0003205047099803105,-0.012022767941399533,-0.05240762785879341,0.10111550234183103,0.003041409080312545,0.14663049954497623,0.05146084079267651,-0.032316401628968004,0.015688142509874724,0.014787096512814759,0.028964255617757225,0.03204040279694453,-0.09688693482349835
FGF7,,-0.029600448286660964,-0.03437024210572083,-0.050109313772809416,-0.02952594748254643,-0.0009635661734988318,-0.04218423831431869,0.10848531816643109,0.0002795900696725784,-0.07794046564854777,-0.005537797108152309,-0.01923022787048578,0.04291799573192773
EFNA2,,,,,,,,,-0.029894291992237882,,,,
HBEGF,0.022372818451688252,0.0022300050490318864,-0.0017436495666050573,-0.011411216147682066,0.02407568049357459,-0.08567631698047472,0.024696649628886114,0.009706710516060297,0.025636183200822355,0.015006250628576186,0.05178079487448633,-0.012421022858772762,-0.002408800610243729
CSF3,,-0.019903699115760336,-0.034720953310491985,,,,,-0.0839253568485498,-0.007998630240580196,,-0.022988338574946296,-0.01522497418109245,-0.038539619178400465
PI3,-0.03471358214832599,0.0030885684172814562,-0.026995460870092934,,,0.07178674702977028,,-0.05575856297654742,-0.09664572579045519,-0.011625647905526969,-0.053423174540571765,0.056526347208080745,-0.010135114832141773
PCSK1N,-0.024280307623601775,-0.016361923203734596,-0.016343481449304677,-0.02117901161514641,0.008411079693318807,0.037711874390125966,0.03937492612398975,-0.03329736025644944,-0.056176962568509035,-0.013472647170696062,0.04510411619132224,0.035489404044316254,0.036164386462609124
NTS,,,-0.05308499844729897,-0.019432641888887853,,,,0.010976831033147281,-0.024209904462621463,,0.013899204232078652,-0.022546110666182395,
SFRP1,0.011400775139754767,-0.01457048428919179,-0.020478563891568352,-0.03244356080892456,-0.012702106428720873,0.0166903866877123,0.07917706846829886,-0.032645548540600776,0.0860633626167462,0.03704735126452744,-0.028072773726133662,-0.022022196173561256,-0.06230641804306364
CXCL13,,,0.1104164569953735,,,,,0.05065802119313061,0.07999744697854269,,0.014121367175199417,,-0.027753074923946082
MICA,0.03222545596912962,-0.03152283383026973,0.003911008492470056,-0.030877789133316853,0.019080282836923763,-0.014271763601284935,-0.05955973273515323,0.04534822243430264,0.013131085290371275,-0.013567926030177977,0.10148195119931328,0.005208373309137128,-0.000765144809747864
TG,0.004174819008598202,0.0025174178148850935,0.01715587363865079,,-0.018036577850967843,-0.007811108644196866,0.23646079162324593,-0.03031317199185965,0.027539065378697745,,-0.018919755899343405,0.029231869141268827,-0.032477860937050344
ADA,-0.006153268516752744,-0.017291528212784537,0.044924692034758594,0.07952747215248492,-0.010139621118544318,0.056322234649794814,0.03836661108689141,-0.02694674056236291,0.05392802098064306,-0.01700086279309679,-0.0023695121613168824,0.019320208201396676,0.013427490710367777
LAMC3,0.03604873324079944,0.021646055277284054,-0.03745797506143456,0.0013219502439628483,0.015769932630936435,0.03856671024517825,-0.03566520100243944,-0.017158663318109956,0.06209845710391154,-0.02719910916126471,0.03750327178097828,0.007930316903829511,0.022717942628495573
CCL7,-0.004765709742812503,-0.011368326388981598,-0.026906784400299012,,,,,-0.03419187815671173,,,,-0.015954297113628273,-0.03784092873692854
NGF,-0.007114554850608921,-0.026047739364045138,-0.0032869716654668236,-0.0194326546839932,,,-0.025760905601941456,0.05087844348690259,0.1264352257981803,,-0.01050075166664698,-0.010187856743223643,-0.0565993890539786
TNFSF15,,0.010049187608487888,-0.019921691863891394,,,,-0.05144852292535162,-0.03333324178601582,,,-0.01427536359396378,-0.04215401519199244,-0.03397925366842645
HMGB1,-0.07839193750689792,0.023190031780603367,0.011232809601305875,0.037198431948786755,-0.010549110571870255,0.04272907800086533,-0.0886640586478297,-0.0013062882972333322,-0.09823873871335434,0.015293490278861647,-0.003796765104133531,-0.03207549301192336,0.03709091745597905
ITGB3BP,-0.010035643682469985,0.03637730614401895,0.03769829240434,0.03802232235075549,-0.0005534278690397207,-0.07535812134101603,-0.0032953184082447594,0.03904490117326799,0.013695640020556718,-0.02193249042303624,0.04545090001257553,0.03279919526951606,0.013317354640764775
AANAT,-0.007287785437301592,-0.011518567110945862,-0.017950635801197237,-0.01826955328956677,-0.016106572093948817,-0.009931667527599247,,0.08650108931848352,0.021902240151933386,-0.04192846289506674,,0.03275527705120259,0.03364210942867442
RELN,-0.015630640402484113,0.037287330833998794,-0.020132570038927232,0.002009718113300379,0.07670634867074062,,0.031652684559438135,,,-0.05243412818825297,0.0037586968196436704,,0.025027970835565218
IL15,0.006828700375453013,0.0022559512799981717,-0.013216591981855614,-0.037438395482430005,-0.014938101183485132,-0.04455502085337187,0.06397526800032374,0.008980682011677416,-0.05450253407661612,-0.05221428840696248,-0.03482200534724891,-0.007882217638798329,0.044653823602772647
UTS2,,,,,,0.029728967184773532,,-0.025543725375151087,,,,,
BSG,0.023418080831264176,-0.019327570015643936,0.005790024268741043,-0.03034192985191616,-0.016096336636946443,0.02654976001306424,-0.002045547662611625,-0.01936085621751753,0.035960370402789446,0.008247255005436327,0.01807147323895534,0.045776423037673285,-0.10327956541590422
ADAMTS3,0.06670386259886664,0.0040981876483039475,-0.02362783656919188,-0.029336609709518867,0.03248194004951632,-0.035734643953754475,,-0.05662456022021111,0.0868335895356632,0.09019984497677196,0.07566628012782098,0.008522158483014975,0.03054483290925472
CD34,0.00732758716643187,0.05645772058890589,0.03801810517546561,0.055213239785773534,-0.03459424896128663,-0.07648685024096731,-0.005718443821947692,-0.01689436990268605,0.09456926003783177,0.08339561252694154,0.025759422884657514,-0.010420337128861954,-0.05192701949439704
PLAT,0.01006307040283698,0.07027759455306017,-0.0009740001777058632,-0.0854919101342036,-0.014831852728655299,-0.015194171593836287,-0.041566899334933016,0.04571853523964571,0.09082965858924559,0.09673742507054814,0.03303470838965409,-0.005237865528769935,0.027929789008409523
NTF3,,,,,,,,0.04077848045001713,0.11615889519717122,,0.017582774708203703,,
LTA,,-0.014570483607561633,,,0.029523934800467687,,,,,,,0.051335813150750614,
CKLF,0.010484836564380857,0.00851329962202191,-0.00013030306309415784,-0.012930956985557561,-0.0323472027286468,0.00876294099044685,-0.058957446526921496,0.006217244164350405,0.03702444726634589,-0.013025780610924027,0.04722202946194579,0.025258636961772434,0.04790439008782
CD24,0.07841013137326613,0.030015782933989925,0.031234716318399247,0.002568093692051429,0.04360176156307428,-0.02603537441606453,0.02401165599043502,0.02178440360374142,0.03515997012700117,0.0074673137749526886,0.02214559892597259,0.021961405956319235,-0.032290520508695575
HSP90AA1,-0.016873548294808062,-0.053707658521585704,0.005286049522068866,0.006616148204333792,-0.0015328611136823669,0.03737323491171495,-0.021586847598219577,-0.12352105511896691,-0.12903978786364748,-0.06351719627797764,-0.0007067239887247259,-0.032082543777468046,0.025086520870708524
BMP4,0.0059009261003691894,0.023585354926309678,0.008797390629890364,-0.029140333925622104,0.03921034032715256,-0.03713919785791751,0.043338180916292025,-0.04846256000401588,0.11651458074750899,0.05767950927245993,0.08076250196757317,0.008104756847936946,-0.015011297471132628
SCGB3A1,0.09090303677066126,,-0.021376991240374146,-0.03215952648757973,0.2823984619734873,-0.0008722356364528977,-0.04905861759393948,0.07214173245076494,0.01418915256201699,,-0.016028675150728287,-0.033451895545467264,-0.02481541322544764
IGFBP4,-0.004169681675628005,0.004117467347393617,-0.06879320143054646,-0.015713736748335472,-0.036092313697484904,0.0015279629862638337,-0.01380437309229031,-0.08680158992213367,-0.04080247398868408,0.04848338392246317,0.0124042308254303,0.0035856620240560175,0.012698097140622606
RSPO4,,-0.008666708723524872,-0.010022257105684839,,-0.020721500631956546,,-0.044856933733903454,,,,0.016885001310522084,0.028487685373563443,-0.012614187483549002
LEFTY2,0.01972724116568381,0.04632993815343433,0.04254422489263962,-0.0194326546839932,-0.01844092136411635,0.11536920044230217,,-0.02902503263061221,-0.0343730647686928,-0.002757885729800922,-0.027150989274334646,-0.024020665242155927,0.001672017845081702
PF4,-0.021772181511506998,-0.009918640805001794,,,,,,,-0.027400188289137595,,,0.07072166730404536,-0.030121810198099275
ANGPTL2,-0.0005678985424671471,-0.017953216902175245,0.019240662419882988,0.06658087953289712,-0.010507043392690658,0.07198770805833052,-0.0821288770307297,0.0536019008384297,0.09658489535221203,0.01047717886355285,-0.002173130606495437,-0.023579133204196093,0.07701316551452303
LRIG2,-0.003123297367056093,0.010897669931616422,0.007605468726874339,0.020613258694020167,-0.006044552149339043,0.05761003618452776,0.041954854102922275,0.04597236717809163,0.08874078778686821,0.07187434204615445,-0.017237274397562875,-0.02846137074349955,0.0252150982473032
ICOSLG,-0.031028210512860924,-0.006588441638811711,0.02830562673271773,0.0492566112174972,-0.014386335446432332,-0.16298716827776097,0.09204265129527608,-0.004454457583153241,0.14334459095875268,0.045325610927165916,-0.027930297054924443,0.03211687528360285,0.023237528872263706
WIF1,0.05328635824002266,,0.08493039088818621,0.019950204682579006,0.026500696338055824,,,,,,-0.018559338651121485,,-0.019172045738617534
NPPC,0.0731648878556439,-0.015386257889112421,-0.03418703415998162,0.07326281742490554,-0.00075133260396884,-0.07796385464242053,0.03869206010833566,-0.033417771037977155,0.08396276151837821,-0.00032210951769098806,-0.003948117115863444,,-0.0238116603738103
LYZ,-0.0033905196550598773,-0.0025752377024195836,0.005214766040695632,0.0059480143950504695,-0.02429505730788751,-0.042819705409400395,-0.08267290757876204,0.011260961063470623,0.0553696960729606,0.08636962746940775,-0.01466583285459889,0.02395002910652878,0.03503858807319393
EREG,,,-0.034720093661181395,-0.019990522702642365,,,,-0.03286612045618317,0.02009726542344588,,-0.024866660107190738,-0.0343099714013094,-0.03467912660588716
SPTAN1,0.05157025346887625,0.011814249874247108,0.05091962506068165,-0.05112320089930596,0.04313708088694921,0.078244257016026,-0.02353656799450277,0.02521879567674485,0.026002625813181,0.13777015742475918,-0.0368091279634384,0.021362595908158803,0.08019874488115902
PTH2,,,,,,,,,,,0.08391763597167187,,
LIPC,0.07585371535821252,0.014211289061935561,-0.023887062966013742,-0.035802661809884104,-0.02346636292497052,0.13288099057293767,0.08033936996525042,,,-0.015498318152851963,,0.0323085373472222,0.05328001374925116
COL8A1,0.004774203735131319,0.005117125411134911,-0.019441677831572957,-0.0005545425781776975,0.002057837951747816,-0.0933593387646687,0.02277232313537472,0.08417450468391587,0.06602570361616698,0.0035152825905486566,0.010203438188566841,-0.009326483181150303,-0.05369015138737928
GSTM2,-0.043581651359053106,-0.03017577775712207,0.06425322201740717,-0.013891150990610645,0.012973887335504862,-0.01410030596341067,0.05757397735196765,-0.03507685368150437,0.025252392616010547,-0.03938855139327868,0.053370834674125865,0.016209666083960017,-0.01511584762950104
IL4,,,,,,-0.05373060522942016,,,,,,,
SPX,-0.04311004570347282,-0.01841172544406303,0.025036013822851172,-0.044511746661122634,0.040066687580745684,,,0.03996600322669669,0.029712600188736515,-0.04773965452011216,-0.04161872094107044,0.03732206682101989,-0.03880128527340995
MFGE8,0.019880357426660663,0.050046571916586055,-0.0046537194058739444,-0.020463805151428833,-0.017130725696619668,0.021473607400737414,-0.10717263391263915,0.0229434587259114,0.08710692624057727,0.05718182714588023,0.009148680729285553,0.06510638262649718,-0.05440815250071929
TGFA,0.012571595289628411,0.009144995685507182,0.03453996230590608,-0.02325638799708438,0.029014697957360946,-0.00916488006247754,-0.05349291359725866,0.021810487689532563,0.025459355094511405,0.011917817034586872,0.021213719765800915,-0.009453787790168589,-0.01683625055166866
SLIT2,-0.030438500547911612,-0.033757911395749074,-0.009734967726399441,0.011971453681068903,0.03150345197279734,0.020702263038621146,-0.037354892100690366,0.04037287285071578,0.04357481194909662,-0.003357249109427474,0.03303203662000171,0.016314042516987613,-0.02393109026312896
PLTP,0.03357598783967054,-0.001054688333499149,-0.027083650548865853,-0.015642074147675662,-0.011171109459119364,-0.023643024271290936,0.06685906045004468,-0.014779197606182458,-0.07729792443303,0.022696599242339466,-0.03662097300984883,-0.0405877582075524,0.06561329804977838
APOD,0.025554359726772724,0.022965408707083957,0.02222645724485155,0.044758907759079945,-0.0013938422943977887,-0.03673938306025004,0.018474535885832078,0.09823235885135054,0.13221761059308346,-0.06531869957390543,0.010175132855844874,-0.031680603987084555,-0.02752864513879518
B2M,0.001972151681016,-0.00023584331220112719,-0.008940311636328148,-0.007743971643144024,-0.06286704130356818,-0.011332157852026745,-0.018908260012708147,-0.005109626457085763,0.0433341159828782,-0.028799788655977213,0.025847191514899334,-0.07261012881869468,0.059036382045767
OMG,0.03607606852302103,0.03513738465356322,0.046519700771132405,0.046209471270405436,0.033377032613750884,-0.07662407713122205,0.07610261696320397,0.11000038316209439,0.0848069694814667,-0.013193112384210668,0.007464079984638128,0.00817824267047947,0.09265773637043553
CXCL3,-0.026049238767435867,-0.03774974907521188,0.037545013956169764,-0.02814155433193222,-0.01075813926690442,-0.06260099062219247,,-0.030575866747054245,0.018802017427510056,-0.012891657860550165,-0.04029663228579275,-0.009552610819775226,-0.07573301070581534
CXCL10,-0.007905977139476763,-0.03733064984870988,0.03729989422963697,-0.03644359704949959,-0.017095985221039587,-0.0356840122764842,-0.07217762545960817,-0.03530750059055292,-0.03675159571410368,0.06569884746450017,0.013707456540307611,-0.03152601603212779,0.0025478226470436105
RSPO3,0.021860482490539915,-0.011518566259854163,0.007872887547115862,0.02093127323609672,-0.011242048191091382,,,-0.011338810573039223,0.04234213494712905,,-0.005256164828826101,-0.01619049185975756,-0.004734911606369004
CORT,0.04495610904158251,-0.025831269292428523,0.02136847729991548,-0.012354109182682345,-0.02982480474003432,,,0.07628300510801733,0.044003529006622945,,0.03538033715540614,,
NCAN,0.03662944338513145,0.032541956825805685,0.04060785682957997,-0.020968854767053475,-0.01662632408182292,-0.032783679511778505,0.00288816656913726,0.11091063385841166,0.11049386656316387,0.04266330414232309,0.03706329191305488,0.020643927033806922,0.02291698186180072
PRG4,-0.02043552172742073,0.08926643607753901,0.06638344998222924,,-0.013143812714505706,,,0.035022033986491806,0.048890220690027845,,0.009574448080624173,0.012134014237618345,0.05687183687084135
ZG16B,0.007466532067416825,-0.013194335173927912,,,,,,,,,,-0.02018780093030729,-0.02569699338616029
TGM2,0.029198088206797434,0.06324933991534873,-0.06458220888693214,0.04606479978957259,-0.011230417997376948,-0.04221059479199378,-0.10228459577995196,-0.03633112624416434,0.005357680530483179,0.009968299731406921,-0.036427160424083595,0.010881416971410287,-0.085317907429583
VEGFC,-0.013338477145643733,-0.020261404762674656,0.0019737982832488655,-0.022589203612629803,0.08831205244303393,-0.025662726925467803,-0.057808378161675306,0.06998523579482363,0.03766702993739637,0.02559622220928282,0.009420982254017296,-0.03030021018545775,-0.014249239893818783
WNT6,0.01751834896027371,-0.01572386166455757,0.039155221775700966,,-0.011706874006083397,-0.0681340607671694,,-0.042586875701779235,0.017806439536214847,,0.030306972726132284,-0.02438091868633992,-0.02655270382223822
NRG4,-0.0008798562431435192,-0.013835775425506932,0.022292851914669492,0.06333165506918449,-0.015648744525751494,,-0.03580114573552955,,,-0.031272544094383514,0.0012413603174030365,-0.016190493674325422,-0.03993119392337415
PMCH,0.1790171451444432,-0.019170814782044795,,,,,,0.04372117815290334,0.08808375658774123,,-0.01517942443260792,-0.034912854971069746,-0.019129437788635614
COL9A1,0.006672890830913827,0.06498713278723851,-0.003774024719198856,-0.019713398640010035,-0.017831372362717736,0.05790247554209002,-0.058827825247787395,0.038668182026283804,0.10875406518213268,0.012041289676602904,-0.0022219684464658855,0.06540141274310399,-0.0516829526850358
GDF11,0.007682622585787437,0.04738122758193334,0.028998248525488966,-0.05626182296453291,-0.020202718964960148,0.09878266722787976,-0.04184609115666612,0.08005219629364639,0.022896447272431012,0.025846083646360155,-0.007910840177582864,-0.0265590466129814,0.07013790129484862
RAET1E,,,,,,,,,,,,-0.017760856524174373,
IL24,,,,,,,,-0.025911514202864343,0.06845628014857014,,,,-0.03223035284483786
SORBS1,0.006744875218496193,-0.0024360094533019045,0.05205716467491228,0.0423063193086136,-0.023927970656475044,0.10565574187386194,0.033087672546676446,-0.03694723399381106,-0.0002007972145128959,-0.021712352125231527,0.0531586219958099,0.02601504230691676,-0.0010544252045059466
DLL1,0.017212052824021783,-0.006990097647774181,0.01759408905470856,0.010322253455313294,0.015341527494085528,-0.017691123190238092,-0.04954100397000894,0.07807109614692362,0.07076330468985881,-0.0003691124966562774,0.004875742704699364,-0.019253248937919076,-0.002041189745588169
TLN1,0.011378630091650285,-0.016156490040961376,-0.016709794155386943,0.00591172059758074,0.0011054289939729832,-0.01966689183201562,0.008575981843016976,-0.03856868842060814,-0.023761015878640247,0.01868798039650394,-0.0059254939979647495,-0.009747341359193813,0.012424754032965507
COL2A1,-0.010491520142270755,,-0.015275609978366536,,0.11158605262816892,,,0.04900358768643898,0.018965640882309582,,-0.008637537922090122,-0.005881693476620674,-0.03597586243872384
SHH,,0.03625236422289569,-0.029390671448718125,,0.11822855798145782,-0.015689286085667553,,0.06018458130743948,0.10983488744524812,0.026472444195078278,0.03219148290618389,-0.012934338039943384,0.031158144368853283
PON2,0.005292718501986212,-0.028750756327807197,0.05974574604213825,0.041774856739325704,-0.02340645361366213,-0.041393493075780656,0.027541041004577382,0.06535134121616802,0.11370519603697686,0.03556933524038473,-0.032889423343789526,-0.0194421491655809,0.024559867133502673
ICAM5,-0.037898875544979276,-0.018412270930755273,-0.004788140113484663,-0.014283628835066337,0.014455387789525768,,,-0.044881245126216156,0.0501879113962346,,0.003939445795718343,-0.03491285350216334,0.024142313832546995
HPX,0.0028561476247834874,0.012624571036569268,0.027743864040723213,,-0.013667030428727878,-0.005526967740966131,-0.006664073020375675,-0.01110147727411355,-0.008851398911369655,-0.018246841696422714,0.011642492490391123,0.06064730811559971,0.0052476744012057925
SFRP2,-0.027904243496273948,-0.013454364013821931,,-0.03621975329093574,-0.020448454950295646,0.04755386927884313,,-0.014337089110559078,0.009092128778251827,-0.011519129231215489,0.0015365352517699936,-0.008019209560566825,-0.0568248390689965
CFC1,,,,-0.02053435088819354,,,,,,,,,-0.03533282374700913
CD70,-0.015192897615002816,0.06618352425347257,,,,,0.10838642383222581,-0.0036571047905723433,-0.023804032843632805,,-0.03839295391270492,-0.024701523499732453,-0.05447541385862638
HP,0.06368808565706438,-0.000770266381028824,-0.048642300902835583,-0.03380472152987467,0.005499841496496785,0.08660358926101058,0.0439851103504607,-0.06762335281478907,-0.032310104072685635,-0.015009739665519823,-0.03987575677762991,-0.024219207713070758,-0.014428376788152338
CXCL2,0.000571176474499906,-0.02493249167253328,-0.03474053394031319,-0.05321064329240656,-0.020630829117335523,0.09578022219676088,-0.008521685440793802,0.02537718723869257,0.01276300013804754,0.11402942356734388,-0.06237361256616562,0.012807314899585934,0.0023497727980652497
NPPB,-0.027077173864243978,0.005061348715025321,,,-0.013413785761354515,,,0.0011248656566694086,0.00930068123513326,,-0.02268721867873337,0.1093981624032565,
CCK,0.007893784409623924,-0.019541882036822285,0.03712824836727439,-0.059130546298707336,0.01273589490793414,,,0.051757474534891,0.07157274464227936,-0.03135887654310564,0.03257116058265774,0.017833682963593042,0.009654525797492344
SEMA6A,-0.03387035086589246,0.04623993118074888,-0.002383853564523997,0.009231396959309105,-0.03552185479607726,-0.04301740570636932,-0.07975169906974243,0.07385349355191065,0.05449350881336829,0.03178959190219286,-0.0158460238523188,-0.013365223936580255,0.0046530311660230445
IRAK4,0.09588956376969988,0.009581232539041208,-0.021906596918754895,0.013871720310421503,-0.008560118677269338,0.009280742519721765,-0.1140003517075612,0.02848645570920202,0.001736804471495487,-0.00318426001648774,0.010535253994324452,-0.033656315951373514,0.035819259765526267
GSTP1,0.021643624620554323,0.00705126359980287,0.037454954538630056,0.07332629966268579,-0.006894588661251213,0.11880708858591771,-0.0181960468681,0.08798155475563907,0.11452190568050834,0.006481494359858083,0.0054197074878787315,0.04094277814467392,0.01644729864969971
VCAM1,0.027411076509272145,-0.010398866912703544,-0.012136276063356346,0.02756300949795442,0.05876075600700442,-0.04999977333408576,-0.05098946243832502,0.04225915984753503,0.05939910238303298,-0.053709075413641005,-0.004768282185222341,-0.05218985962731271,-0.003715357950681485
NXPH3,-0.0005297162887899876,0.026194296169276442,-0.04768665792086973,-0.030504729636168196,-0.032813583357101724,0.041899881952080636,-0.11766054415235747,0.07107593608965786,0.050508658946916384,0.05336316630863046,-0.02135681196056941,0.06468313571887142,0.0007518931703966397
MTMR4,0.04303331543117825,0.01452957418970266,0.0688058012773455,-0.000507821246518455,0.02284395717360903,0.002932417252887324,0.05690829608978798,-0.01538838254881661,0.06404986932261963,0.01915897402441229,-0.03789758550038079,-0.03729663684899881,-0.0032780893596630403
LAMC2,-0.021252750208448776,-0.026405379498718934,,,,,-0.03580116719848799,-0.031855842998698515,-0.010215923480116216,-0.030235716059271524,0.03447818742447897,0.08039014995409555,0.10113075699452612
IL10,-0.036867276752598876,-0.009988112669083563,-0.047352162946694414,-0.04372052816039566,-0.012007245303118658,-0.04576296009327377,-0.062351586926648814,-0.017300012574744863,0.054610749839854006,0.03867344318805108,-0.01561860785842353,0.014309761555672379,0.03308140239745838
SEMA4D,0.030695595930147042,0.019333435117610036,0.013728602833241623,0.06547705345014489,0.04961197425414274,0.05831201951392954,0.04124739708258993,0.06883865904513414,0.08245657672544325,-0.09079424258858643,0.016007520634898912,0.014976377849456721,0.030148738186570854
TRH,0.03118218887793414,-0.007168972130969953,0.0327001258412733,-0.031977765954771455,-0.007634639932302141,0.029243622324119423,,-0.016847734207500294,0.004712722364903755,0.0867844510802728,-0.0015646850122013347,-0.018395368397951525,-0.008685016305454804
SEMA6D,0.0447623138173754,0.01417782220605834,0.011658226735678904,-0.08543902025581611,-0.0026450710654257067,0.023899748477004754,-0.009497124694169603,-0.005275602814035564,0.042774435765883176,0.09460715496590724,0.017503420333445836,-0.012452990127797086,0.03363663567297312
CEL,,,-0.005595459646284405,,,-0.0688229894234982,0.0009582507174383876,-0.03923902757163164,-0.025063883921718766,-0.03364222675987109,0.03608097030034214,-0.018013247577397935,0.011923712290397688
PDCD1LG2,0.020488162589728905,0.005028154443148731,0.012415046912012383,0.004615956520224695,-0.020539819307506545,-0.05326338162099227,0.015261167391178863,-0.03732373266775991,-0.02556333136029859,0.03199721090918634,0.026875616388399057,0.05114457689078992,-0.004594548638020049
SPINT1,0.02978265003640609,0.0023220218089313204,-0.00428697807436452,0.08777029560800226,0.0013060483494297184,0.11042852981971378,-0.030937946184140145,0.05654724889878216,0.07322929025943843,-0.03199750268018936,-0.03848022792094974,-0.010663253577505246,0.04635647329856681
