,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
PDAP1,0.017720531783839984,0.06672967907282515,0.035880034818711194,0.016459774375581267,-0.01372353210912102,0.04226543983735516,-0.013863981040770787,-0.053749512471919766,0.07543696528224192,0.01489507020832437,-0.08855416935216329,-0.07697350162730349,0.01147101976559063
QDPR,-0.05326885099570448,0.021752715850664083,-0.06033258340293971,-0.002655888299894318,0.03564531900647092,0.004145967919688887,-0.009321696244759824,0.061754470203353055,-0.08004304788127956,0.05934531216792826,0.06071764911028843,-0.015979717740921783,0.010446599390040065
POMC,-0.05674975146412613,-0.005617813265622017,-0.02863273214644789,-0.024467732455495543,-0.011760027013049847,0.0009525655949083968,0.045980977408159845,-0.016236350276228904,0.0383547681009947,0.014212417565486132,0.004443866621530878,-0.0016713509534338545,-0.029054656209587745
CCL18,,-0.028258278343072138,,,,,,,-0.02192263062549804,0.06652845476602133,-0.03150161437547881,,-0.07250868038327789
CCL17,,,,-0.015228933061595151,,-0.017297334094567577,-0.017206189243017034,,,-0.024654543041994718,0.022560033253007945,-0.030760711998024742,
VEGFD,,0.06865494536323838,0.0055730679408427086,-0.01696671315743807,0.07421415664936747,-0.018428846449115202,0.000284054434129657,-0.03972786652753926,,,-0.025816669378527734,0.028379011715935536,
TNFSF13,,0.041062498410169596,,-0.01050457719230214,,,,,,-0.008724017919934428,-0.009125332339987859,0.07306713170522412,-0.012805160450306146
WNT5A,0.035560748368080645,0.07643958387638522,0.0317189106391136,-0.01766944794893024,0.017541131538478676,0.016777802429540793,0.02587611265699004,-0.07228998313738563,0.13427609858717088,-0.007899781953213801,0.012953437607232736,0.04144629843767398,-0.030382622191284854
CXCL8,,-0.060198880614800096,-0.021611358702067065,-0.046407818722053205,0.009503494951865052,-0.010448682251530079,0.04830760366254052,-0.02511838527874174,-0.038598242786035755,-0.07627212386669707,-0.023360609890431136,-0.01951023990861081,-0.0710234320778597
GRN,-0.03803188986368626,0.0738591611310422,0.020400034480543658,0.01887715949096178,-0.005655657627654093,0.06022634146859653,0.0038330996410552254,-0.027317035403414257,0.10350564400409215,0.04409096942820727,-0.04527960298998035,-0.04684769010195473,-0.032512487028368335
MIA,-0.028256209624438703,-0.02423388335252909,0.059336722106177436,-0.003317657338482162,-0.04532859184561198,0.0024710158341073028,0.01490949088366248,0.024416993402966398,0.06784320015588355,0.11766276067001553,0.12900771253657828,0.00711595356866904,-0.0485091266351946
COL4A4,0.050961668980842714,-0.03393796269813038,-0.034519159549824624,-0.003005000714550648,0.0494785983184596,-0.018058951951265882,-0.02449826852668439,-0.031107701900860634,0.023360143391953116,-0.02974889877739281,0.011141193085792938,-0.04738439029000593,-0.006657658230732617
TAC1,-0.021587514301751102,-0.0436903675284163,-0.02465831200197264,-0.03410683535241359,-0.02321790774041101,-0.009739933282769961,-0.02703571591063507,,,,,,-0.0409125475585292
RARRES2,0.026886674950690293,-0.006238377654884405,0.0626275315627638,-0.019222162327128214,-0.04153438501805977,-0.015080606106161276,0.0606935836063882,0.09148920989479668,-0.011101145208022176,0.004908527574284339,-0.03118297574684295,0.036636450819488416,-0.024957314099752183
FGF7,-0.03768196822190402,,0.011807924082607987,0.018964528347145144,-0.03737984672244743,-0.03318021125641718,0.025783387324039286,-0.02343460223575802,-0.043857054058354224,0.02887037803482399,-0.008968056583918875,0.033505815535878586,-0.010855830540637903
EFNA2,,,,,,,,,,,-0.024537016513333326,,
HBEGF,-0.05211728158072942,0.1001564118702401,0.07126152538625212,0.003786155788448273,0.006974490873326098,0.005084103514733219,0.024972215434147422,0.1603994191588127,0.02455491002264423,-0.0038586006239065157,0.014747793014379895,0.047641505070743724,-0.040539704059741735
CSF3,,,,-0.01815156035249213,-0.018512318433855396,,,,,-0.03519885819080323,-0.02801773080210133,,-0.03399654521972859
PI3,,-0.029728900235497565,,-0.031324113041794874,0.029149360280285915,,,,,-0.10009023892287587,-0.06905291236971524,-0.026136241801105964,-0.02912478267420713
PCSK1N,0.021870371897639816,-0.014050569905389311,0.001913562526619649,-0.01786925569759577,0.023457956057472695,-0.024202781925170846,-0.00818950269337987,0.03583898087432611,0.05783964199652789,0.023170746111040794,-0.08906089107569336,0.01399281488177484,0.009978409818968517
NTS,,,,,0.01835116160114439,0.03371194453999094,,,,-0.026525617225317103,-0.029893698393232564,,-0.011922908287600703
SFRP1,-0.00040084293684542903,-0.021521132849558595,-0.0038400475053869273,-0.013287832749183917,-0.022271754065859743,0.06344574500980152,0.07006183509780126,0.008079424373076361,0.0533864749645746,0.05738695091909728,0.01889720195631585,0.07326495933909444,0.07082413756383713
CXCL13,,,0.005501826242866938,,-0.022071592702559074,,,,,-0.005890372042849498,-0.01944538129595443,,-0.005341867249497738
MICA,0.012116099735898942,0.033566903625874354,0.03523019888174477,-0.00832820913621111,0.026220224475420925,-0.021279268698874476,0.011296014424084169,0.07811981024492148,0.04252112144113923,0.04949150521045234,0.016097816327108782,0.09390736513256034,0.037975313996002395
TG,-0.005562182261003454,0.006379709099889567,-0.021912348129412753,0.005515605895193735,-0.031316718262944625,-0.01742640950872924,0.06571013006648921,-0.012246191268807893,0.046692599103621675,0.0639926766826554,0.009153319005737836,,-0.00031487226623434317
ADA,0.03351107101165815,0.02892559661297226,0.02721263507495081,0.06039637779262798,-0.016284717955485948,0.06588085496750229,0.029338549543868515,0.01268278397437424,-0.00671945421026717,-0.018500900164781824,0.09397198538332555,0.01709743512715944,0.008666541158939528
LAMC3,0.044013810686559025,0.04246020662758764,-0.03896602128584412,0.00071461870569667,0.0038998032324900765,-0.03350413955483064,0.03391980524406769,0.051304311806543976,0.024273748944151942,0.018929901321664878,0.005470610613226286,0.03700066462405048,0.0028790407150325026
CCL7,,-0.01797465222239738,,-0.01036756340398213,-0.029262856909282826,,,,,-0.036951477132447196,,,
NGF,,0.04814508427569329,,-0.02375473575854388,-0.031235054033692648,,,0.005850520776213677,-0.03257841319826118,-0.010547559691774823,0.009584862577909291,,0.024655502717006318
TNFSF15,,,,-0.011544788921364697,-0.02166611995439334,,,-0.00020630038938103043,0.11648999770298316,-0.011109723371852221,,,-0.0028334037685394907
HMGB1,-0.0698058902217821,0.06184792877823762,0.04973444123366694,-0.005914892799902041,0.054559174668918346,0.018305749099620457,-0.01674022617848534,-0.12606208299188093,0.003309443955252359,0.011146862039456808,-0.018279765077480137,-0.0187668170795266,0.01794257521416009
ITGB3BP,0.03875281484170432,-0.00331235115830625,0.035272904815404946,0.02506720035799419,0.038061089125064125,0.003493271609699069,0.049841022303196876,-0.021668575816434766,0.02632019619052199,-0.005726496742200091,-0.001762942883015041,0.04519356411825545,-5.283433260325958e-05
AANAT,,-0.012829215397953632,,-0.010504578313435669,-0.019522469837579215,0.05452873907382616,-0.02308045707972968,,-0.022833338752363198,0.082516192648779,0.06553323457916217,-0.023906144170664244,
RELN,0.06868305329087285,0.033514778993047924,-0.022704675168607448,-0.001954893919560497,0.027350765538135754,-0.0005989450792415326,0.02711723266173946,-0.05934704715581849,,,,-0.006292787909815958,-0.011163032567307116
IL15,-0.004159957199176881,-0.020613138765005885,-0.027915996277487934,0.006329133774815231,-0.0076068690778679435,0.013246651745962054,-0.021406057180076182,0.10259134861625757,0.07075101256628777,0.055127441759870846,0.021400139346827364,-0.047384384285153444,0.05446630103281357
UTS2,,,,,,,,,,0.0041563254816801625,,,
BSG,-0.027033372180910703,-0.050818194019334594,0.052507211040954696,-0.0006182867840489212,0.072072125904762,-0.001807436940565363,0.00856349862857086,0.06044697046800083,0.040827172981195106,0.048506528106351664,0.11021099340819655,-0.027320603756645866,-0.07049710217337873
ADAMTS3,0.05191358973326357,0.05747264717992475,-0.03850158434379962,-0.011400076154042604,0.008748640275203837,-0.01928756921830632,0.0025659078158630027,,-0.027340598625713825,-0.01303428493724546,0.045375263610146724,0.02000656963410772,0.019108469328986185
CD34,-0.022413962509572286,0.025558470443103967,0.015288388970506122,0.04757863589831351,0.025498102323854768,-0.032254440404316714,-0.005843013150437351,0.037267697824001245,0.07795483660053645,0.04614574993823892,-0.02792998509145803,-0.024705393473555794,0.0057243578633731085
PLAT,0.052030473886605345,0.07705842897409008,0.026544419451881827,0.08750359338585771,-0.07861297194956772,0.07149508118809725,0.009420042785407819,-0.010162506614535572,0.07932727065400771,0.014962359085849085,-0.02189630382821288,0.017440803564526087,0.033255765185757326
NTF3,,,,,,,,,,0.0009776928228676385,0.002854036696926634,,0.06595482661931486
LTA,,,-0.016114409690185384,-0.013287832127558213,,0.1321868666871966,-0.021406059822449874,,,,,,
CKLF,-0.004962599583331607,0.05952378062207267,-0.02877680153004319,0.05808892710244127,-0.004344530774921128,0.034349803881901765,0.040357289150247305,-0.06451924778281887,0.1545959552687932,0.014461469834099926,0.06426397054503342,-0.020268377576006878,0.004330511564680815
CD24,-0.05776964226768962,0.007370865528421235,0.02113878088214952,-0.00815215718551837,0.053401358512933844,0.02054795016867884,0.06582142103660697,0.08906102933215389,0.07326853125456043,0.054893772829262805,0.006049130024247907,-0.01793927107722401,0.10089518097657035
HSP90AA1,-0.027183617648940495,-0.016020659164596725,0.029125644054246818,0.027898937965516513,-0.03280844616510409,0.03396964880395978,-0.0006143690677651231,-0.052903906421688296,-0.013759704006208176,-0.10789480519269896,-0.08549919987127484,0.03462956234458029,0.009423441639768876
BMP4,0.0481503335454422,0.05179776112421924,-0.01708221889838429,0.018117987192983274,-0.03788650634921008,-0.04329240715227844,-0.018240173881317632,0.04996393981843774,0.0007274970029259772,0.006340563625734205,0.01656533439005781,0.03193748729580238,0.026970822596207283
SCGB3A1,,0.019987640261046432,,,-0.023248851535418308,,-0.014936865460803672,0.11287757899933318,,0.08085098068393748,0.025489518524111722,,0.024762196419627142
IGFBP4,0.00219860921520774,0.05653717375399189,-0.0065033751482766935,0.027359530423811857,-0.004961077548025479,0.01585726082575644,0.07320947213566999,0.09460349752659539,0.07542408365120847,-0.030317719254846272,-0.06565058946687637,-0.030022121590855096,-0.07319702718204828
RSPO4,,,0.0742177714362391,-0.020339355104761304,-0.026832953892723044,0.04558789979344082,-0.018088432376281646,-0.038976254945684456,,,,,-0.0043348512196830415
LEFTY2,-0.02475378830594098,0.05828437014467352,-0.016312319158825785,0.008954219369381908,-0.03255163900370187,-0.0017464842705553275,-0.0002191541436321386,,-0.02917907180387572,-0.00365434335004503,0.0006843709568567839,0.021315438635747936,0.007349549730924129
PF4,,-0.018645814462450953,-0.014658245790572594,-0.009045494816796198,,,,,,,-0.02248987441126154,,
ANGPTL2,-0.015006200577808358,0.03642632070054802,0.05667626235534344,-0.03418567537171983,-0.04036322701980509,0.011989569087941274,0.04174033968687913,-0.018893036517746698,0.008626155778037447,0.049671030609919654,0.007580469576634976,-0.06344691505744943,0.05316588593331178
LRIG2,0.021289178019413203,0.009043554882130971,0.016739169018089643,-0.00949917611882158,-0.03661117534890462,0.0020235960756540654,0.04186408689256285,0.010434821212448866,0.05360254464266523,0.026459808294045907,0.053753511422282615,0.01239678794515983,-0.0005177110747183467
ICOSLG,-0.01221735812893101,0.08558191108957464,-0.02949040868192542,-0.007455012863779787,0.018693488517808388,0.020419730714018383,0.01019927476579858,0.005685806336222131,0.06416483139178884,-0.05005931046882602,-0.00635558472678636,0.018939619667166244,0.06255593363595392
WIF1,,-0.03355011666129765,,,0.03682134070887368,-0.01354647292227618,0.015760555988603032,,,,,,-0.027446672304920247
NPPC,0.07471221720446083,-0.03688005849244544,,-0.014031793137994459,0.016022504568542956,0.028830781942481374,0.05441437116428681,0.11785381217517238,-0.027340546116456966,0.013877561215534144,0.016285805714489475,-0.036098366314330214,0.0699978196768464
LYZ,-0.05766094653467826,0.022771440937977207,0.04910025276868095,-0.07043331686623687,-0.010535778189479313,-0.032052982144781646,0.0048058020355927,-0.016806798135833703,-0.004459657140753705,0.0715206647023953,0.03822764808239544,-0.03543858033838629,0.013611421233232463
EREG,,,,,-0.03776033276844327,,,,,0.06551047632813388,0.02337644925287111,,-0.03677432068618756
SPTAN1,0.049327754726937185,0.05181116460195386,-0.027826174814636548,-0.008937702057891296,0.054204589106927714,-0.01995825328615304,-0.0005873050720616324,0.03954205982066897,0.03662432951151047,0.02787294361743144,-0.010446100480528166,0.0766903238736287,0.08171096241271344
PTH2,,,,,,,,,,,,,0.03539693491095947
LIPC,0.027546694303847326,0.036395013319109666,-0.02206144331850525,-0.01625542787029061,-0.025978715819706847,-0.0328201218567456,-0.03362691820133625,0.07673675412488445,0.03464633242950933,,,-0.04430892371221262,
COL8A1,-0.030623282031040647,0.04824250990197739,0.016083772111398362,-0.00745518929177594,-0.00786306054110808,-0.015824107545325396,0.0021514691557562864,-0.07821423649197878,0.0434973633176522,0.03911296729710087,0.030781848471647357,0.014009797618725502,0.024351976560841978
GSTM2,-0.011030982759604934,-0.011814749827769245,-0.032120002464922526,0.05094273300059085,0.029577166134183066,0.003578500146520974,0.02197332229962447,0.01786917208813114,0.16860456759623596,-0.029365368981657695,-0.056505396392694265,-0.0002782456824563332,0.0560559534919119
SPX,-0.040246966189693846,-0.01816298076592982,-0.041002823754398295,-0.026636346035933473,0.04146418202424042,-0.012633256995381854,-0.034180006310747656,,0.021314314414076038,-0.002335636877251125,-0.027924053705552298,0.03212502078538789,0.030703895961151275
MFGE8,0.01506286646976188,0.04462517495849059,0.052687478973777756,0.0020699559888011855,0.012348303384511981,-0.03716212111859044,-0.02670753736058494,0.022359921569543605,0.048323255882305426,-0.03494864720006079,0.06342302096223912,0.057379452549546406,-0.0179205272008768
TGFA,-0.056418118429385995,-0.0462248023347735,0.02703953276520976,-0.011475352481389315,0.04313334653411836,-0.02008533695259759,0.06524068539120435,-0.040719799508406075,0.013395742759651007,0.07332763775309184,0.027752938391284152,0.021354052197425984,-0.01367121314347934
SLIT2,0.04688668485883316,-0.044289704320726986,-0.021227561801159662,-0.0015006872180446669,0.0704259035091084,-0.0024772290026192833,-0.0053980411057795085,0.08108807563930767,-0.030919739732856635,0.06858730414334695,-0.013513219674690803,-0.033442276155064815,-0.00915783908535706
PLTP,0.0305595299380248,0.003185621784967262,-0.023495504675555886,0.03069218564599469,-0.105390600354204,-0.02500323919551684,-0.006122358556772012,0.13535949844329187,-0.04349743617333888,-0.013704589964543375,-0.022372981665949435,-0.010118400127470818,-0.05485298915350547
APOD,-0.04870506006280604,0.005823051299004349,0.0038632590034445974,-0.0065133671042358855,0.07766561849047618,-0.013286006020433536,-0.014545104051637003,-0.07765792076791464,-0.04500614556615451,0.13080390833227534,0.09286553885137634,-0.0161235602628458,-0.01102775717852543
B2M,0.013058223553196203,0.05379310044969924,-0.013747542098473862,0.0050854710614241,-0.12437565611589407,0.06004792737809296,0.034243901506365505,0.04037448256040082,0.019858716865005184,0.027842174482868957,0.10722973415708391,-0.05079639880253592,-0.07824916136871292
OMG,0.0455297557240144,0.0009351247981509003,0.0189635257349356,0.0025387381055449027,-0.009150503272296495,0.03415131586771767,-0.025098011769727802,-0.09742527893775596,-0.07769428462848625,0.05341764871078169,0.06069765651169823,-0.01055514748397675,0.030268112982715166
CXCL3,-0.020133368451037973,-0.006136240624425934,-0.03013595834635949,-0.04147934595626143,0.005163273356052387,0.031402918110181366,0.027837679083637448,,,-0.026172721489653304,-0.002381926489939268,-0.026794838094049533,6.244923553804753e-06
CXCL10,0.06808610702610395,-0.004660833028398109,0.05254529064556688,-0.02775912234708675,-0.024207591510514104,0.010777467519125188,-0.02449827007437173,-0.02710283364118512,0.11494613331959841,-0.03815714055530997,-0.0301654413211211,-0.03609836238922719,-0.030482331958836286
RSPO3,,-0.010359028976207359,,-0.010504577537266264,-0.01126493827858848,-0.026513577300323544,-0.016109673073156264,,,-0.04362592985245592,0.03649174974518986,,-0.0005359408921980503
CORT,-0.02500098518560815,0.08283398566442342,0.02347333005302894,-0.010708890023234734,-0.019793692812887485,-0.02606598038844989,-0.003210575405272851,,,0.0322909118504912,0.011223478521262566,,0.040590705537106773
NCAN,-0.05320560480220872,0.09849907538407118,-0.0069054520756771315,-0.00972811770178925,0.048731127401508444,-0.03274547321108525,0.04317082488074337,-0.13236389605287815,0.02058486128752007,0.07201717589896742,0.044750428993112545,-0.004022973288384864,0.057351952928876626
PRG4,,-0.013975394003325401,,-0.010367565019612987,-0.018600655790305853,-0.009727812112142327,0.07080965260737544,,,0.048032043448024635,-0.03472661041272949,,-0.02157566494050868
ZG16B,,-0.024925415043592573,0.054936958856894,-0.012032827155778336,,-0.011993118803157074,,,0.029353589769691553,,,,
TGM2,0.039822100599663214,-0.0288055574051143,0.0007112614884202894,0.004047073515211864,0.03521845271379321,-0.02303283232015772,0.01958846228345863,0.013152841523308659,0.029254451743935844,-0.016561657152940237,-0.03791196533592006,-0.01789477116699138,-0.0640042192628589
VEGFC,-0.025000986795342586,0.1169184496546079,0.03423305040730099,0.04396549259260585,0.09200838128531684,-0.032294510026105804,-0.019221736457512316,-0.031024634258494246,0.05394360217940585,-0.047554428297843565,0.018270900687667714,-0.021321204876273772,-0.05039140768322418
WNT6,,-0.016922527246698744,-0.0163123195869345,-0.014339677379490526,-0.010790187356951255,-0.015734920779564242,0.06272053118930658,,0.1768455552226801,-0.038499452872957626,0.04122215965991349,,-0.03918495738439846
NRG4,,-0.016555285742566546,,0.07754017088430104,0.05915509680160183,-0.023040723079700027,-0.0224243975857505,-0.031107667586314454,,,,0.08265241605243398,0.01103429984114228
PMCH,,0.016171100610996608,,-0.017483192420608553,,-0.01755460420020128,,,,-0.025721524892710342,0.039907004291743084,,-0.005783759642912902
COL9A1,0.021342983135607417,0.010174535486766351,-0.01407557421985281,-0.013178372122963642,-0.019270427212640173,-0.014037082602132617,0.11820337624886391,0.05661951672551066,0.1431478863433415,0.029561698819802962,0.0482779790804082,0.04226911309493335,0.0267392407310903
GDF11,-0.0028973213654939307,0.03221222573083205,0.029777519693169857,-0.006213853325370386,0.025969718191481216,0.05286914534450031,0.03660351280267547,-0.06593489015504032,0.00913257828218716,-0.0411235882671653,-0.027363752715744417,-0.010233243092141677,-0.014318820665174809
IL24,,,,,,,,,,0.004920548785348118,-0.022131284798046547,,
SORBS1,-0.024741137519337278,0.040882834141394146,-0.04400422763791098,0.05814963910759421,-0.047858999230350564,-0.04244891357536994,0.05496033450691461,-0.0630713091445226,0.08326164679305871,0.014703071049892522,-0.02981486533001263,0.0032072248637493813,-0.04478474295013491
DLL1,0.034136271325602326,-0.001726910374376166,-0.006888280928327489,0.03294838787605414,0.0014301402478064783,0.023468248588279818,0.06423199224293769,0.030425158084315933,0.0626671004059941,0.022151009747610844,0.0897844810192251,-0.027998245547326984,0.04226075431356159
TLN1,-0.004149758225227578,0.09257478006898141,-0.0076136814117044255,0.011997252591907053,0.03225313254582382,0.024458867860981278,0.016961986966085637,-0.0008632785138746909,0.0536961622445797,-0.058246315443032846,0.019875269210184964,0.028725022411721476,-0.029649173166802743
COL2A1,-0.023482318864658843,0.012385773076874202,,,-0.016613207373601484,,0.027362470080454854,,,0.05892020508484015,-0.003961059685382475,,0.0360137541560199
SHH,,,,-0.010773602265091888,-0.015513270350896537,0.002984636433831052,-0.014936864155228644,,,0.0028360967120287404,-0.0017010396451199894,0.04268208839639204,-0.019098944360000543
PON2,0.04247091919163335,0.02365405842430469,0.0018142676306459006,0.012353914574247346,0.01166864297940782,0.003191443413764371,0.034679021770518334,-0.1357355288255309,0.06070030201716842,0.0380467854244249,0.06797050566887265,-0.04012024099334617,-0.03806310639059117
ICAM5,,-0.0339561496765064,-0.020997618790462518,-0.016791423799277706,0.06671988856778266,-0.02508054870186539,-0.006568366893000227,,,-0.024555226433770925,-0.025235896572776643,,0.029983570829142926
HPX,0.009575889913706875,-0.04491571401749887,,0.031356985993226755,-0.0471304167240744,-0.02353575234323487,0.1295164505685488,-0.04046815675847806,-0.007048627914975745,-0.0134059188331717,0.04417961255553242,0.01618172436532701,-0.03408099487656805
SFRP2,,-0.023897345641344714,,-0.01226996544616715,,0.009215909879228632,-0.029302304927092356,,-0.06276450590575791,0.009060713751832292,0.007243026551475907,-0.002904418286369746,-0.05329450806553229
CFC1,,,,,,-0.015093454206545396,,,,,,,
CD70,,0.012658250156390225,,-0.02085545011075928,,0.0027846341900671554,,0.1380807965258274,,0.004984052574907225,0.020496164112800995,,-0.021978909274082154
HP,0.018150187427486076,0.0005181222515902328,,-0.015419375932604156,-0.015882564133367524,0.04978982201385009,0.06278997050918649,0.03411349856501406,0.06865199131742744,-0.0015089732141382551,-0.03677442257067476,-0.036347196734436545,-0.0429859002928634
CXCL2,0.037641382797195436,0.0733758202188024,0.04881991665219747,-0.023500511031794007,-0.007279472672823233,0.01770032173892477,-0.029563644156213403,-0.030646048807049683,,-0.05050398323748302,-0.004081237278653419,0.13761944628217432,-0.0024976881579358147
NPPB,,-0.023189038717750136,,-0.03837808482220331,,-0.013216442334230201,0.015536864674551962,,,-0.0029970099824156997,0.010987356253309584,,0.01055583661437921
CCK,0.029540607797510318,-0.026339635094743966,0.02048824194238094,-0.02249221040987969,-0.007621642277197765,-0.0562556996364428,0.02148388194755683,,-0.03159231606950377,0.01622967382189924,-0.05814015906331119,-0.04004364150186721,0.040284182847692786
SEMA6A,-0.049782480122471544,0.0011587707339417244,-0.016880556366320947,0.03301436722315126,-0.019921108854770803,-0.007537292965980435,0.02587496765430669,-0.1686573787157462,0.03193722084814921,0.035005173171939914,-0.05210150062492245,0.029064907693704414,0.06722614163673521
IRAK4,0.04798965806111978,-0.021176462482929186,-0.04098567044166539,0.018646362784552072,0.03250068484334249,0.013661980540783707,0.051865502657227516,-0.05195466005428331,0.05078666135167638,0.02526170839810235,0.051795560390358555,0.07837509563090037,-0.008896138190949022
GSTP1,0.025847917054737553,0.06496051789065405,-0.013717939290135199,0.017717829089631314,0.025085947510594994,-0.0021417638253344263,0.027342548325487756,-0.05247652235581864,-0.0034726513834020694,0.09282490900926096,0.09250119909368895,-0.03071219932855065,0.019564926093765853
VCAM1,0.024858852349505415,-3.801378079335848e-05,0.011185047975054518,0.012579020130609606,-0.0385563260421718,0.008671086794617634,-0.009885376684685901,0.03437869335589989,0.05486781607935141,-0.02364267932062499,-0.06997077348663529,0.07882479091078749,0.0006784511438184637
NXPH3,0.011193957262776125,0.08160258885553867,0.11158920791912766,-0.023992168012189063,-0.009186517098260094,-0.012187128742301746,0.025183676212092578,-0.008173060521909341,-0.012571976769196927,0.018199738340927023,0.027610846160733175,0.03595839249552325,0.05167003211980952
MTMR4,-0.002987589955054598,-0.017957726238585745,-0.00298242321918525,0.003694991681852809,0.05822639382210591,0.03455795517424787,0.0029838084313286925,-0.016027077161246663,0.013278553433182544,0.02865855846493986,0.05956238294419087,-0.032592940256465926,-0.021883642360988963
LAMC2,,-0.01820097067416571,,0.06529602257936815,,0.10082446755698506,,0.08628285595667014,,-0.02193948890579435,-0.00015727120755396184,-0.009590207679074692,-0.021789528802078836
IL10,0.01235749404191694,0.06256922186105057,-0.009614281069960238,-0.005688191121639004,0.03656020761498332,0.056160040420899913,-0.017206188147789295,-0.054177384542989156,-0.02778146382208976,0.06160409448845995,-0.0067183568187657305,-0.0076472734205185276,0.02882205451111852
SEMA4D,-0.056310513514275455,0.05482606563839313,-0.004340609443582752,0.001471051789531129,-0.041549195350089115,-0.02139503375484524,0.004502686047782874,0.02068023333357999,0.0038592894849255547,0.037407598253236314,0.0698165547845923,0.03599992578302395,0.09034674653195451
TRH,-0.022955703431185633,0.06596944744481645,,-0.025538725993636338,-0.016348655609595385,-0.003730922109375737,0.059429910078103235,,,0.008259765851301391,0.007971831336191715,0.012515718294311168,0.05027252474007396
SEMA6D,0.00975736297852,-0.0029547510990699083,0.022717517623171563,-0.006577112659858144,-0.015440505331495635,0.047700772577448605,0.040890347352481315,-0.11701739910548631,0.08607846516385882,0.10082305949653651,-0.007084922996012229,-0.0521168842489926,0.0474263418236655
CEL,,,,,-0.03225419453305192,,,0.022963217590089954,0.12497272382783293,0.06366896793243262,-0.0361322571132404,0.05076339143392401,-0.04122777141911237
PDCD1LG2,-0.051700376775380176,0.038493420876757944,0.04470477216164313,0.055962721017494915,0.028444226630914754,0.025493688513357534,-0.029433228571982346,-0.003913164352762039,0.05442816022181596,-0.022971267417963983,0.0872794840636831,0.004414246941817022,-0.01867170434323086
SPINT1,-0.006003086381500438,-0.03814181224421075,-0.009513490592016026,-0.008254706618522411,-0.008416807396871739,0.06009068864856271,-0.011931418945984198,0.11886701547354972,0.007172350531428201,0.018535628829198052,0.010236994849245628,0.022350430045583985,-0.03233788757357187
CTHRC1,-0.0008866984182307048,0.027976062772449038,0.0028347161726818755,0.002750436418216142,-0.04228463822445853,0.04869913945156095,0.0018545112326557194,0.056968191984525525,0.10170856215554096,-0.004592138690097358,0.03799928454038474,-0.014311546116361595,-0.004463876466739023
PODXL,0.008863418549882212,0.10244067955518955,0.0002958246173073855,0.06561320944363741,0.00025826057770477774,0.04627126043367851,0.013471787924914486,0.06285484950141194,0.09374497023851588,0.0010068290419174859,-0.02102639217432589,-0.011199708293346865,0.012999845472019433
JAM3,-0.006348644930139446,-0.01657083503088153,0.05846486422975791,0.03409048491076011,-0.09255474065828348,-0.011354001637259291,-0.04292713074513949,0.003181256321516438,-0.009937480064344684,-0.009251125429760946,-0.030529184761745237,0.023761578681160193,-0.02464641137169572
