,MGH258,UKF269,ZH8811Bbulk,ZH881T1,ZH916T1
PRG4,,-0.01637195376897218,-0.022723267748764535,0.03687562744520796,-0.02274112293162896
ZG16B,,0.09431555471250036,,,-0.019014046694137705
TGM2,-0.034492570046208586,0.059815731646477494,-0.004362614306169158,0.008086711320280923,-0.03113923775618519
VEGFC,-0.01967078125423774,-0.021585393118443454,0.024300738735122777,-0.020773887638011884,-0.017564241608298677
WNT6,,-0.016099672717204076,-0.01457383598405069,-0.02537376840458632,0.04814755427558305
NRG4,,-0.020392307027540472,,-0.025246872082552385,-0.015249149909270423
PMCH,,,-0.002406140546979943,-0.014536106561420143,0.059344960444313505
COL9A1,0.017954193178984067,0.044766747393833226,0.014430180616081856,0.056311992474758404,0.031571105531924694
GDF11,-0.021002902126883726,0.02197553883524152,-0.01649816972127991,-0.0018167374063878365,0.05996029889705546
RAET1E,,,,,-0.016728209102336907
IL24,,,-0.014481548994077208,,
SORBS1,-0.00022053588453101308,-0.06642573392735111,-0.014059465294653503,-0.030311287840855117,0.0043305873627692065
DLL1,-0.032436572718547926,0.0077675563229675304,0.009338132361547853,-0.0274811567550194,0.04027671254765341
TLN1,-0.01725120209215349,0.027114233804544936,0.047310448801972944,0.026514713400507355,0.00676682783530394
COL2A1,-0.018475893032150806,-0.015111524324479556,-0.025922440281442586,-0.01862069039380011,0.0891334499192934
SHH,,-0.011879494265267736,0.03661522079509984,0.022479026473770647,0.0791128377732873
PON2,0.02540255856421176,-0.008537379100449514,-0.006155065542927895,0.016251869959076164,0.03692968149499927
ICAM5,,0.0142555236932813,0.03593839065542527,0.03371780875074964,0.1040985899594534
HPX,-0.02098643635221289,-0.0044068333530304276,0.05468455106800298,0.04840383494878985,0.024663450812482012
SFRP2,,0.11393431244996147,-0.011943006256873574,0.0332067028076711,-0.00318571713287872
CD70,,,0.0009407770497133136,-0.0049074388693922544,0.046560239000627134
HP,-0.036660283867082345,0.033420787184406324,0.012788558890109342,0.004437186299126578,-0.022811060399352667
CXCL2,0.007446065364796144,0.020558957952181794,-0.006789461834640177,0.005742504067138365,0.04594983717591011
NPPB,,,0.034848361611286884,0.01386367199025226,-0.01546856428176835
CCK,0.06952162953449552,-0.01268252260212461,-0.010996406046760054,-0.018228138924380747,-0.020066903696022688
SEMA6A,-0.07310322899894257,0.012451215764622119,-0.003570870907920036,0.013190259448550637,0.023375695579031165
IRAK4,0.03810601903778065,-0.013569999697822863,0.050094687516239994,-0.011749047733246434,0.040788370635337995
GSTP1,0.04917479866258007,0.0015687588364194957,0.02030840092820469,-0.03844476207949679,-0.028907648011745883
VCAM1,-0.009833695015662565,0.018538115148498027,-0.0008972321808260463,-0.019710328982691504,0.01758839116134859
NXPH3,0.0037975349967915854,0.028807931499151146,-0.013846818729799463,0.03675767809170947,0.06910605760728
MTMR4,0.005753623844172047,-0.07306349314041223,-0.019410377270319894,0.002244137631626962,0.04263785874648043
LAMC2,,,-0.019018337273896978,-0.014109558727991434,-0.0146027787119678
IL10,-0.020431952130344457,-0.0003086674375675833,-0.024150530269266737,-0.035135687773832414,0.06363050482683143
SEMA4D,0.02042592844518431,-0.02920280250418656,0.03608495561688204,-0.06272378303325411,-0.006064538786106734
TRH,-0.01806155190706822,-0.018091467598577812,-0.010593789971878594,-0.027388373092245972,0.12856398309272418
SEMA6D,0.03448168345712721,-0.03180111479711565,-0.02373241012333983,0.04282442839663759,-8.10885986581202e-05
CEL,,,-0.006635587080077161,-0.024764536469132993,0.014418550425581683
PDCD1LG2,-0.03755681909942706,-0.03619606189483308,0.011264115601218858,-0.02738283314057637,0.013369740835247917
SPINT1,-0.012281608770506413,0.06289140286387897,0.06214394784041666,-0.010328148281605668,-0.021524158428190075
CTHRC1,0.0355340276156518,0.058932504114563175,0.0076388109077752215,0.02350802256574789,0.027934169941319927
PODXL,0.015104153855036837,0.044640860751788684,0.027497934808437,0.08890197614431704,0.06879939439175357
JAM3,0.03321347464828147,-0.020130976338586758,0.0041444593254953924,0.04544500948075926,0.020948802901155545
TGFB2,-0.05396665589247356,0.050580663916992195,0.026674452651223812,0.06736900368113247,-0.011657500647000328
COL18A1,-0.005286236668450217,0.06038754482160658,0.03555047986199915,0.010508178118623533,0.0131662028711537
NODAL,-0.02857430300741569,0.06955128293421287,0.028782495135604515,-0.01613533864192111,-0.023711973054243905
INHBB,0.004718658315666831,-0.023024953326480423,0.019201372329699228,0.007957440512934991,0.014257682541133661
LCN1,,0.10192790194202028,0.007182613711493189,,0.028800899907633477
ARF4,-0.06597218396614977,0.014131136031434779,0.04464313451700134,-0.003922606478476107,0.03567306175607941
CXCL14,-0.06038852522418866,0.004858105688282259,-0.003485500776527863,-0.055512208555343334,0.076652322418529
LIF,0.013688898093937179,0.06526822066781827,0.01657070902006691,0.06352650683824683,0.014439208397462164
IL17B,,-0.021901133450029205,0.005056735921499979,-0.020073860598874685,0.026167175715460993
MMP1,,,-0.01218639815072377,-0.01453610541024945,0.08166229578488643
MATN1,,-0.013903507673516715,-0.02987915654955811,-0.020688268377512656,0.017407839179496606
ADAM28,0.03105696803930452,0.032000930680562534,0.03406236148077806,0.03610991212231529,0.08142469739163533
TCN2,-0.031757905857777685,0.05191083714209463,0.04539323205874492,-0.002416531654120244,0.038403358448945345
THPO,,0.0020799175361343185,,0.06488520415839844,-0.022811067343534098
CUBN,-0.023581064990368546,0.11966981502122878,0.07290245220601357,0.11606683249102485,0.04660736925957431
TIMP3,0.0016650688794058622,0.006877560614031492,0.014580515950693982,-0.005235200017879494,-0.013871093729223261
PIGF,0.012587492449339882,-0.02913046530306998,0.012844547961332031,-0.0006037769967616383,0.03836879675514528
CRH,,0.0189506020430921,0.06379032502374721,0.0017162246074459008,0.04145157941177838
BDNF,,-0.01851299703151051,-0.015976588114351264,0.0654914881005321,0.03454984409575997
CCL5,-0.003910207067231831,0.024351209368049586,-0.018078274321890454,-0.036576789263677224,0.02971014991025249
GAD1,0.024278016819151964,0.03695520875447764,0.02533256752382241,0.036454964580829564,-0.03378184447693187
COL14A1,-0.035013836556769345,0.010563541919003631,0.057007471832138695,-0.03047215079862826,0.05206702572176821
HLA-A,0.05618548869711482,0.02621762375248189,0.001028861580177383,0.02718807375333775,-0.020511409654225016
CD5L,-0.03453292640319363,,,,
FGF18,,,0.1054952035594629,-0.025119424506189068,0.031226809421399927
ADM,-0.04505979577791389,-0.017762464144224523,0.031441020929595845,0.0208189055645231,-0.029671492337488326
CCL15,,,,,-0.01502669164736403
GNAI2,-0.031677318092617875,0.034514058952707614,0.0045694230798264315,0.008682808862022643,0.02316926620520802
HDC,,0.023721285537357483,,,0.01920075847230735
COL11A1,-0.022747217382040934,-0.024110049017354692,-0.0015494448147706675,-0.006034426299457718,0.016300582963350296
NUCB2,-0.04183398457201242,0.024366078782900615,-0.016645305628532253,0.016161871956945042,0.04475546974778971
CXCL1,,0.03751898144371108,0.02418777170927317,-0.041464562925209635,0.00924321642771129
VCAN,-0.02548500368023403,-0.003492471138921613,-0.052012633696854604,0.09299678704187612,-0.004175580281558557
MMP7,,-0.009679610925609495,0.008585594027683904,-0.01675667395541119,0.013806287880575946
PTPN6,0.025103655688612364,-0.002551161941016361,0.02520831470448281,0.02285278206579887,0.07843317211653375
PTGS2,-0.0014769012195697748,-0.005509411916987034,0.0010519313380873857,0.02488505940917383,-0.03388316249090277
XCL1,-0.017638272595775707,,,,
CD58,-0.03748814068084305,0.019886428034490228,-0.019513076993428278,0.048080438253241826,0.0727731054068514
TNFSF14,0.006193636071987525,0.11519355841917,-0.014570457003908157,0.05133074406528433,-0.023617047661217902
CNTN4,,-0.02224683657176318,-0.02822651073264376,-0.009174492023862554,-0.008742682412177653
INSL3,,,0.0075302838487393674,-0.020989371313066222,0.05834229808814066
BTLA,,,,,-0.019894947217105108
MFNG,0.0273023775482793,0.0451122632114956,-0.007827497821346846,0.05885111268809587,-0.004126123039715949
ICAM1,-0.02256048214008974,0.028257435595781522,0.01834154876075981,-0.02303469001385217,0.058351895490951926
PROS1,0.059876681093313164,-0.0025087743215790885,0.05335932165656725,-0.06896682752278119,0.04489660225593078
CLCF1,-0.039587123070409,0.028461852795048974,-0.005603993690869204,-0.007101716912308813,0.0685047821929983
PSAP,-0.04197010676722569,0.013171692980722361,0.0699814869424012,0.0169284966921918,0.09060006055752642
EFEMP1,-0.0751145415740653,0.025654673461819363,-0.0064271611961567235,-0.016240458098973117,0.0793798328578547
C1QTNF1,-0.020939589229905305,0.036114605777740255,0.0006893912074225391,0.05633813517404008,0.015856002720363763
ALB,-0.00788374514601983,0.007978174238066274,-0.017383857412988042,-0.03513568685730487,-0.023265340759095785
CCL13,,,,-0.023543941437024884,
EFNA3,-0.006514234986618826,-0.0004510364633091227,0.027950867721041855,-0.012348511857414672,0.023445004869517023
DRAXIN,-0.05099366147263218,-0.010812471163863668,0.054641748507712654,0.013118115529918109,0.0788566877054136
RAET1L,,,-0.016893059795893034,0.004376816381539549,
NPTX2,-0.046153446749411665,-0.008106512730125848,0.02831067815400207,0.05756568449694725,0.1273349979915688
FGF11,0.08353489259238508,0.03401065400329538,-0.0006378974600164558,0.06759928909177729,0.024387823090428896
CD59,0.023755956108440827,0.03142926583189654,-0.007686205728564142,0.0141074376930745,0.06518749119040292
COL9A2,-0.06632265199473752,-0.00953144987583609,0.01704710499652448,0.04088631543112633,0.033392166110783744
DLL3,-0.030051685962398253,0.07568062500372075,-0.006862660013731122,-0.004427788254359908,0.0025253656827625114
FGF5,,-0.012928897766793334,,,0.07666341039558203
LIN7C,0.002785178143998923,-0.040736458630383686,-0.04304015133851751,-0.013903050377073506,-0.0010414922834027533
GDF7,0.03295260383411561,0.009240223958328601,-0.014481553582125151,0.07043275582204465,-0.01552630351352173
PSPN,0.05469112976352252,-0.00850874000352528,-0.05306355050190229,-0.0001513535590221468,0.0864289749536957
ANGPT1,-0.03225808482321574,0.0203849367877807,0.08500245989444828,0.004051520277407907,0.049550202150073705
PNOC,-0.025800761792090666,0.02882277266768922,-0.015399747779137319,-0.020229041960503943,-0.02123525773587372
L1CAM,-0.01026778976273957,0.046021397420828225,0.030181734931413132,-0.012114181939019591,-0.025844322573112526
APOA1,-0.025053121458456496,0.08549267536264153,0.023350499645131466,0.06353225780205679,0.06048568729622254
PSEN1,0.06037749128111179,0.0009012724863274443,-0.01574863896687504,0.021766567791662826,0.045723347757854985
CALM2,0.019267828955603517,-0.04521721602513163,0.024254324789819048,0.007483325726414594,0.0019267372199703468
CLEC2B,0.008702297994792009,0.049615412637460256,0.00486551940546561,-0.00675491709549819,0.019994439531345366
NTNG1,0.029572132751371823,0.05186119185695069,0.05471601819710359,0.06992066956883101,0.05676810822855289
LRIG1,-0.005775456428473334,0.010576693193219244,0.003911979810505644,-0.06666913109059164,0.03276232438583676
CPAMD8,-0.016075859785445748,-0.011695927956890298,0.08270033185979889,,-0.021558594034216394
GHRL,-0.025647878582193875,0.05492766805170608,,-0.018457091967922074,-0.029595115611929172
NPY,0.016643366507384374,-0.044407302507994524,0.04534726472292085,-0.028015636048855822,0.03649697038441952
MMP2,0.027756229787452444,0.031098916379001893,0.0536425396301145,0.07975167628951636,0.0189483730437053
PPY,,,0.08085904990175644,0.01193610005236988,0.04526158297632658
ALKAL2,-0.024073732313027476,-0.01326123699103084,-0.008682338520528465,0.0648002284522182,0.01598311014604728
CSF1,-0.003917421197328375,0.04172666434107204,0.0007584865545043351,0.04047821870030508,0.014629190487895549
SEMA4C,-0.006152949546818063,0.061976460146897366,0.02986646957779957,-0.02475138148608894,0.013003203704660255
BMP8A,,,,,0.025497950061720082
ICAM2,0.0027664011324026127,-0.009457044523657818,-0.016622641122681685,0.031061775107520548,0.016306345117367227
SYTL3,-0.032059210924469526,-0.005534086080606579,0.010587088181132347,-0.043600537820980924,0.00036405874634205733
IL1A,0.030652097211958024,0.035055404051357965,0.1097616649711418,-0.027216572494776693,-0.02275537969005724
HLA-G,,,0.044090066657318405,-0.019158077201093193,
PGF,0.0746156546138899,0.05303116993431498,0.015168981376878913,0.025316784962508762,0.011576678873832782
LGALS8,-0.038589302025315866,-0.023067259610215572,-0.02846832689393081,0.015473808523138921,0.00134606244427801
DKK3,0.07111225864631325,0.017488982700527518,0.046565731151309915,-0.036252676181891354,0.05741106214181299
COL16A1,0.035953662373491985,0.021032622141151886,0.03011930477444837,-0.0011940472490431936,0.033359723784805645
TPH1,0.002080994148285476,0.0418552605229155,0.040065919237995115,-0.03960666964650077,0.09762443438563957
TNC,0.012138957715558136,0.008388191877538236,-0.006663641722291816,0.01034329036066939,0.0648407928800679
TNFSF9,-0.016075852155581136,-0.03138584415314415,0.0002666919218542831,-0.026370155814431345,0.059881879816403666
C4A,,,,-0.017243092573199927,-0.007411722666891359
CNTN2,-0.05757932003711224,-0.05531116437996775,-0.04659597122705214,0.0013229656936946126,-0.014894133047263551
F7,,-0.011695921158825721,,-0.017063135388752294,
LUM,0.03393426597175209,0.058595405971430405,-0.0350123213547867,0.06097478246062881,0.013650616575613173
IZUMO1,-0.015360985996781843,,,,
BTC,,,-0.007430560764165967,-0.016512325449703016,0.01967742983450345
APOC1,-0.03495550222628614,0.036054400376752296,-0.00571832229392066,-0.04173953617306202,0.008348589644071315
PKM,-0.039491553808034756,0.018511982025035144,0.01217845785881424,-0.07926930429582252,0.06634918576766753
TNF,,-0.017165215575056753,-0.016893064403478895,,0.05307995268084576
GNAS,-0.004661250678481262,0.013017795630110013,-0.018069453630872638,-0.022421283304252495,0.022191543554223394
BMP8B,-0.037235552994697295,0.00530654633918477,0.06093036704667494,0.0021137264764254306,0.07413856853979346
LIPH,,,0.024696041346006354,-0.012297899539195994,0.002721935773264344
CCL28,,,,,-0.014339762132939955
PTPN11,-0.0072070205246745145,-0.05019427994710778,0.00487116449569067,0.034445455714421404,-0.021991085656346197
ADAM12,0.0647223976128114,0.06058387156522617,0.009695631560987397,-0.007549417216230636,0.028537557013798377
EPO,,,0.021559134358476586,0.07512730813237214,0.11716543956401766
EDN3,-0.022576637904682766,-0.020723521884655493,-0.010379881428456063,-0.03578229751950137,-0.027707585949691704
CCL22,,,-0.017888116431621838,-0.014324344223803775,-0.023563925509881425
CCL2,-0.046849685577821314,0.07263271995942833,-0.012321154367614886,0.03801263092227013,0.06251272717545982
DSCAM,-0.01144135432860804,0.012902993092392902,0.048767771042423746,-0.057669009023489745,0.0442479398196541
ANG,0.04381182211716213,0.03417626317745825,0.045957475129940674,-0.02993218346779005,0.06006010710326774
FBLN2,-0.02116837561285485,0.0391177986888411,0.054785831943659886,0.04884259300427676,0.03308387900865932
VTN,,-0.019715507246945155,-0.013754809698846676,-0.021138475929302646,0.04094395510834864
VEGFA,-0.019162106735804863,-0.01967826239137744,-0.007496855997686198,-0.0011546219037205032,-0.03530975886705605
F10,,-0.019017817226818175,-0.02349195842191996,0.02735163209227691,0.0030395675111694826
SERPINA1,-0.06065249030898318,0.04416380039267935,-0.019821875122783553,-0.002115880729875862,0.028508114123713846
VWF,0.030473152995385635,0.050290161538379036,-0.0023601645271121028,0.020509608439309313,-0.02302653420775272
GDNF,,,-0.020301622182425635,0.04310939422806285,
VASP,0.017706235988497424,0.07153475751524313,0.03563289880737318,0.01203616587442501,0.01868094663138287
ADAM15,0.022409816291181467,0.03308206706396818,-0.008002995637532644,0.0678547866257379,0.015388834874784454
WNT2,,-0.030021642831337743,-0.0003261152696757996,0.07503976333814588,0.04456251341424864
CALCB,,-0.012928897626290793,0.010199463712551777,-0.025500124063894538,
OLFM2,0.028523780058608464,0.012926286891813906,0.018484718508965502,-0.00316920275139633,0.02062631993010615
MFAP2,0.03367982902390953,0.048958596041777096,0.06853999944652123,-0.0019166220652554401,0.050953911798277664
HLA-C,0.023232502386708966,0.04926146109431942,-0.014729261014271966,0.04048304663117285,0.026256121216634103
THBS1,-0.034894059058906704,0.03545259405762724,-0.07387560832190745,0.00654803191719913,0.026084342244135784
HSPA4,-0.06713086741455036,0.006639741749818007,-0.02280293298473089,0.01154916060026995,0.014162375863724309
LMAN1,0.04574336557554754,0.01439961485556327,-0.031369967338874,-0.019919640092138167,0.007949124942246569
LYPD3,,0.05720561336352513,0.006401797116119954,0.09263094204979959,0.019699545468935403
APOE,0.006620320283854903,0.05052710218302719,0.0017218099860362547,-0.054171106905780746,0.019658481528383797
SOSTDC1,-0.016075858450218656,-0.013185138734620648,0.06517003033957877,-0.025529924242619944,-0.025430153559787828
ANXA1,0.00854305366398745,0.028856563597757394,0.016738704656609475,-0.05053049632911511,0.03524744430338145
WNT2B,-0.03584391411229518,0.008278780164971206,0.06530275754027932,0.07269179163264042,0.08713940549024837
AMH,,-0.026525076236650545,0.09917525190512551,0.00890614628900497,0.009469117287169173
GDF10,,-0.020832917116801627,0.062224145214740866,0.022306986757929304,-0.008957331805957805
EFNB3,0.011938840321943232,0.016282219121684906,0.028960616603583667,0.03825643265493709,0.0240056475699432
LTB,0.06586536149241214,0.0361111817294541,-0.011238360573107082,0.04139032168577886,0.06653610498628602
ANGPT2,-0.010764128452493277,0.07228921910887655,0.014978703154836237,-0.03163434020640114,0.03500001034511796
NRTN,,,,-0.014536106561420143,
ADAM17,-0.025758977821061343,0.005968951776654506,-0.020414551934144508,0.036350761293719835,0.09010861422762245
LRPAP1,-0.015826066654145026,-0.039507476828209646,-0.0009347465899402033,0.04666240963276725,0.04444646460882574
NID1,0.037684896482067125,0.038864038252259495,-0.004712916584084158,0.050019599019530535,0.00907178553557055
MST1,-0.005415682685160601,0.032714618292396476,-0.0015609498809948956,0.013683206360415912,0.06793097560713167
IL13,,-0.013096064707195283,,,
DCN,0.00041603942372609327,0.06536310514824864,-0.016398462437431666,0.05916630651097724,-0.04816699474678414
IGFL2,,,0.06355807941983378,,-0.019611479035656843
COL7A1,-0.025952880174469322,0.0465539938282793,0.04265279357730985,0.060930052672158515,0.01908502760426871
CALR,0.06473037354663594,0.061918289336238365,-0.06071526794712309,0.028106089540772705,0.018154921237137724
PIGA,0.011538803164683673,0.03332961395030245,-0.007187965192979919,-0.010519181884531468,0.021869375802377394
CD200,0.02315446413950596,-0.014643940676964274,0.01019325022672868,-0.06528681423740591,0.04352411271811432
GRP,,,0.02550604816098943,-0.015943732965955335,0.02754785475602623
CDH1,-0.030616852646293616,0.027786290844987543,0.025582608025120083,0.14356578028746264,-0.030682160869763303
LPL,0.0005435467588706705,0.021775414265991326,0.0242726114527051,0.020111221593425176,0.007503112428378189
SEMA5A,0.011631493957346315,0.004169144018483903,-0.0007951610486072802,0.0659754743749252,-0.01222067513898794
SEMA7A,0.03702944034811525,0.003948929516140313,0.026028580355998473,0.025795226218935784,0.1173322320548192
SEMA4G,-0.017277966213467832,0.047090235692881066,0.04145603395802371,0.007003380663980629,0.07014255431300138
SEMA3B,-0.0895918579815581,0.0033960354152559125,0.02917632266283347,-0.025786397899922257,0.02764794742481962
RPH3A,0.010335101295282442,-0.02889201483228435,0.042925380677361805,0.051894744862669144,-0.013131583098714206
JAG2,0.0016618758441385756,0.05350287179561325,0.09551105890891991,0.03253074233571592,0.028099239445842226
CGN,-0.01315738343249586,0.009339757681351892,0.003933116174685692,0.03404241184776582,-0.013672967954092426
GDF15,-0.01184336565401483,0.07073524307510988,0.08725394161852898,0.0018144461474405517,0.07856041307130524
SEMA4F,0.024635960703734836,0.0020717607684048525,0.03634125616907645,0.04569872724040683,0.05499674016102361
NXPH1,-0.05590119068743499,0.04442562776348355,-0.0018950243656611202,0.008517685223206662,-0.019247524222063314
ARF1,0.004715302292103537,0.02031464317390151,-0.008844418995900785,0.03903534768364768,-0.012778196881051834
DSC3,,,,,0.09119955375926657
EBI3,0.02172580827977562,0.04822068363295501,0.00024758257921167736,-0.009191583596421133,0.042248681529686874
TIMP1,0.03077126913556257,0.07440629648746167,-0.005010956462136971,-0.020229232227872613,0.029246135437470996
