,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.020285267469954456,,-0.01532070934440692,0.04316177246330555,,-0.04165791758535356,0.039020280254885284,,0.0007814246047628641,-0.0073295602826645885,,,,-0.05130770451133419,-0.03363195781244988,-0.015546471789393605,-0.019018341874532017,0.02552113054640892,-0.019932161157620247,-0.03240292071709646,
PDAP1,0.024994238969826967,0.08177050045228808,-0.013686401701166813,-0.040527861353993125,0.029247820103675277,0.024618228958515006,0.02741256491419716,-0.08748803362040397,0.08311851301150268,0.004586501106269324,0.02326572182851398,-0.05100913285712307,0.055827849517979235,-0.12850435730305373,0.05674177367582977,-0.06530353253278705,0.03806798366659111,0.0037820097026219435,-0.017259693602455495,-0.004345682770717176,0.01855185637056622
QDPR,0.03636062922205571,-0.10242414619348991,0.0016247454865028392,0.027503442131593468,-0.021744827286487044,-0.06185011085581626,-0.027469775410432842,-0.01269845536253285,-0.09182189933528807,-0.11381709782011487,-0.012280268174495105,-0.028444609247061894,0.016214761710724706,-0.023391440229816405,-0.00016556067457885041,0.06082094050934347,-0.009941921824292932,-0.0005996143168025727,-0.008593883343661473,0.01344409952596358,-0.11291335254930411
POMC,0.03143666000192001,-0.05782622112925413,-0.0014277436834037767,-0.021109830395190803,,-0.025734646851386232,-0.027178409855490405,0.02177729131233288,-0.04458302079036745,-0.017200721121321927,0.022955881246656453,-0.02663096127084742,0.006126443087222915,0.007179962974265683,0.08484965819628539,-0.03568185278614955,-0.007152622204919023,0.00824955895933543,-0.032606397252928514,0.046779974412788985,0.04759635188745099
CCL18,,0.035160195188525124,0.0677171945895203,,,,,,,,,-0.029082915981884346,,-0.043993674258280754,,0.018659058462564566,0.010741962363568608,,0.018422600965632606,,
CCL17,,,,,,0.015399133168191125,,,,-0.029530505491365378,-0.01765966990064796,,0.014170205750568533,,,0.019854024687914654,-0.027454170456623427,-0.025163306300679388,,-0.02110866578873342,
VEGFD,,0.0030831931923059577,0.05096082138177764,-0.01701649501690289,,0.04088710650822454,0.02759585262714294,,0.013670381843922805,-0.014095357176389506,0.030558711978037584,-0.017992953949995866,-0.021537964178366523,-0.049563791724959734,-0.045721909641093066,,0.06557366468084319,0.0852425348062063,,,
TNFSF13,,,-0.025951610372247687,,,0.013127077534956469,,0.1117111027932013,,,,,,,,0.030468841575093414,-0.015592307967326023,0.11928624975310403,-0.022382481076033706,-0.022427474392679076,0.0677675523086615
WNT5A,0.003416511538635474,0.0723776172690284,0.008540056172656914,-0.05439343074303188,-0.009912621535776961,-0.027278022099885214,-0.08641448528370263,0.03729227530680716,0.07940246102906304,0.009949153293949577,0.030849279558753932,-0.07284240761654147,0.028236559913609467,-0.07347326849631769,0.04931830950980911,0.03176968255971233,0.0341221126861586,0.07554548177895687,0.028586660065626598,0.017619738747927074,0.06378330778417614
CXCL8,,0.025285345359975633,0.027969942637939817,-0.015933237334002134,0.10501087156420419,0.0808200271065024,0.0806024736466623,0.03332010045703449,0.053131652558908,0.07245243912233619,-0.012062938275537996,-0.03269194019192446,0.02643301062620258,0.008402262575053328,0.059576331376955595,-0.04692905087317675,-0.06100241916218338,0.07715818218541072,-0.0433165206137179,0.08007182157452643,0.11851393153242824
GRN,-0.02947503292129045,0.053473150526534445,-0.014389467612734361,0.05760666998261582,-0.07038539568004556,-0.08686028543038889,-0.00983860557951206,0.05736000094007854,0.08084872064171233,-0.050679194131142115,-0.01093859620438884,-0.03283672647610357,-0.04062006346266526,-0.0654352744230486,-0.0668855877732372,-0.07564021898254655,0.036262595276582675,-0.016367028398217923,0.009581546764051022,-0.05089897254979241,-0.040948831992652895
MIA,0.0055716986716242275,0.01934942247709042,0.04372422287496835,0.026912313486490067,0.029064484176257874,0.01838666554518713,0.04865540273251218,0.0314000559484373,0.035566718649832005,0.01875812261897232,-0.014731970886907522,0.006415003728551256,0.06440733269584971,0.08952244515558988,-0.04445655514135991,0.09546029579853128,0.010541945564379063,-0.03307134425750032,-0.041012370929855976,0.008577406668564127,0.1566848735162416
COL4A4,-0.016919455097661986,0.003865358754579524,0.05649891050487527,0.013182554362077124,0.021915609907541416,-0.004208905825402248,-0.0022489114233163075,-0.013914269678521426,-0.02254151242629315,-0.01160909865912589,0.07156511011481548,,-0.02861340642598579,,0.07527639724947288,0.12388097632620294,-0.03045133902838212,0.01701746951436172,0.0006691063386627622,-0.00954038229828101,0.08553250232432759
TAC1,0.11196150106585095,-0.02620883128226873,-0.005510813234765268,-0.033780753701005584,-0.03767778612583501,0.022966439477187663,-0.059762175190461904,-0.01853337644991707,-0.03469141545400993,-0.0710917138615878,-0.0436116347054374,,-0.05070894446505313,,,,,,-0.023600124436410814,-0.027749487598770457,-0.059171429306962224
RARRES2,-0.0002915659761751038,-0.09329885797191403,-0.023988410391864154,-0.014057579792549372,0.037784779542820515,-0.0048910878712786045,0.06771440517700443,0.04385205347517934,0.1038672439622162,-0.0640088217193054,-0.04066071790957934,-0.04746148994665765,0.05998531614160752,0.019454556850616724,-0.007419177350815377,-0.0031794731135413343,-0.004115589864098889,0.0784363837993591,0.03450425289117104,0.029394350252066333,0.061261970131939854
FGF7,0.06830967338428773,-0.03325616574734013,,0.08303155501572987,0.0021853525698191374,0.0661227877028101,-0.050894104172632786,-0.01974805047205729,0.025364978284686184,-0.026993195270092633,0.004691420811829968,0.026545182696599143,0.11869133101149608,-0.06510576638518357,0.026154215545542425,0.01991828813760056,0.030529356709040063,-0.05475554053591292,-0.023130309646076482,0.06412250383695269,0.023405736662734006
EFNA2,,,,,,,,,,,,,,,,,-0.018075661185781626,,,,
HBEGF,-0.00025876943344939785,0.029730316903461434,0.012843699887350532,0.047712568418956616,0.02373556932683276,0.037911783186874264,0.05267733764422102,-0.007451598531673019,0.02349288602400625,0.1109754120215426,0.0016365609546181395,-0.026723002780120096,0.04957382738926656,0.0570709134781229,-0.02365656384895767,0.05637322093601192,-0.024867991272230567,-0.053308766061807115,0.008433016896795513,0.04492364961039486,0.08791882324396098
CSF3,,-0.03339307960096759,,,-0.01041046967813344,0.08295625510541033,0.08361882524251654,,-0.02384848627678074,,,-0.027031286840630525,,,,-0.05821192998025836,-0.0217802162284839,,-0.028575475726070994,-0.022224168679489884,0.08439302423118887
PI3,,-0.04450375925457795,-0.03617945748120998,,0.07389031172310055,0.09547915146993731,-0.02705038210454486,,-0.026853710313603518,,,,,0.013373538144862432,,-0.07768571635402997,-0.05997829977282517,-0.021380332744966413,0.011198807351685767,0.02261501795004796,0.06051636156068859
PCSK1N,0.022654648125904623,-0.10145421902442806,-0.058678598836738205,-0.016504999454468726,-0.023593502143010685,-0.10868042322299554,-0.035323581992956994,-0.053543184329171815,0.045431686914659826,-0.00334650279901563,-0.03466000245366586,0.03320405349856985,-0.07661107402862431,-0.012593925510972083,0.05337756418380824,0.016926098421721922,-0.0556482761819074,-0.02471435260387861,-0.04313061449752299,-0.01265032262128356,-0.12838016944966427
NTS,,,,,,,0.004122596904582325,-0.01698616184161616,0.050195216637716145,0.054563033386361315,-0.012812625864723952,,,,,0.03240719573340506,-0.02202176305552034,,-0.004925734468659669,0.020664267575977162,
SFRP1,0.04481097433444096,0.060134232690145006,0.017183470110115732,-0.005468797075384426,,-0.021292988052985018,-0.03032385284914588,-0.0009429237778907562,0.03552331746771142,0.01793867579481031,-0.01765967007849534,-0.00089078900393656,0.034761469622126256,-0.046275936141958345,-0.039472582806660675,0.10611153449894807,-0.04352696913079624,-0.0023054011667325135,-0.010099051698211447,-0.03214619589055513,0.027793465517813424
CXCL13,,,,-0.01746624986425524,0.05022732628993783,,-0.030051325426794433,,,,,-0.015465838510934634,,,,0.008911295319135825,-0.046441526415957196,,-0.04661254734768618,,0.10814769917778602
MICA,0.006272554603148588,-0.016677660470547286,0.008617820360742573,-0.007831443194144418,0.13795814910725968,0.03547261925440723,0.015917362850187737,0.005428008639265232,0.020966622677592597,-0.006124487902952065,0.12384267962610548,0.026231399125611662,0.017142998504153868,0.03173983246900752,0.06836130454989879,-0.017546566831599608,-0.037374426676384825,0.08838636442206212,0.018231912344650388,0.03191206367429378,0.04601280188601388
TG,-0.016919451284797635,-0.03713514548930382,0.000212178208564456,-0.016155145454034656,,0.027087236529407806,-0.04418899879257031,-0.019606508542975683,0.08030725469013435,0.009125092113408935,0.030789792330129538,-0.02718209361978419,0.06291709513291077,-0.03575824907168036,-0.07302308893527942,0.04680762755341039,-0.027122208543306686,,0.042659126169007335,0.046724142231123644,-0.002983723891627721
ADA,0.004681767616472065,-0.02191105434051001,-0.009043843468717271,0.03435403677550031,0.019636890417600132,0.0351499040409046,-0.026947084264816824,-0.038303240357123305,0.038299822035953904,-0.008961698761508173,0.00675376577686764,-0.02697645563253409,0.01899420208004844,0.025443017854400694,0.012755771384643502,0.00334941406281687,0.013645857573192722,0.040220098479802256,0.0293738705182106,0.028328693159049925,-0.019743427670581907
LAMC3,0.028988813055812763,0.010313008509081822,-0.02329813393530204,0.04066293876699606,-0.018313672394542686,-0.014242608791989101,-0.06582836933176898,-0.01789203809485891,0.06734156924853278,-0.014366259073224209,0.005053973678308008,-0.0010452980844734463,-0.0043843080624032344,-0.052341142613557996,-0.06504193204669699,0.006735908029625959,0.044423782129430024,0.051143675116588794,0.011911468054005198,-0.07491146032617588,-0.021423848960109095
CCL7,,,0.05750524964152662,,,-0.02428000370014469,0.0358296251407255,,,,,,,,,-0.019415548993438003,,,,0.05208917531842484,0.032400588160135975
NGF,,-0.004156880484735971,-0.018972044424135855,,,0.08080360932089839,-0.024065628270086025,-0.01870986794936635,,,,-0.020230384502900968,,,-0.011464366590528918,-0.026491451027280757,0.005356173738270012,,0.023656405515162095,0.004741847816343381,-0.03668505397044828
TNFSF15,,-0.03320264340335709,,,,-0.004338260264467466,0.09992136912756654,-0.022717881512088374,,,,-0.017214054777503866,,,-0.0514484805024803,-0.03191778176720164,,,0.10834926509015713,-0.005557201170930656,0.045283395020709265
HMGB1,0.017977897522861087,-0.031494659310194316,-0.0751628437465636,0.029489599433537125,-0.05551713232063937,-0.04633748876973468,-0.08854693201971404,0.0011530544180775209,0.09856383777047152,-0.08298516037408293,-0.03245853402590206,-0.04469085326797936,-0.002440163540401985,-0.06937107275356674,-0.0003598441250516244,-0.06459445499412839,0.006018973615891177,-0.019045813299543735,-0.03334312819606032,0.030704768341118266,-0.030915817552076955
ITGB3BP,-0.04269923871422654,-0.03718364982300439,0.00262508627872405,0.004173958178742479,0.05383812405802488,0.047214139493992634,0.030933063663437753,-0.000652903146954944,0.10841260708892254,0.039271619331845226,-0.014625503110648667,-0.018109352413968646,0.03191636800867322,-0.02876616751014659,0.11127420943531444,0.014991902796558432,0.0320808041754195,0.020319226110100008,0.0035576754625722047,0.10142936347940258,0.08216739810132569
AANAT,,0.0007540114048211299,0.012279771292227341,,,0.023273858976818874,0.016819165924252456,,0.054130836941406905,0.004393059940233386,-0.014731971706337358,,-0.0019745818949363564,0.1033693875898413,,0.03170490349255404,-0.007724935755230234,-0.031126202602784047,,0.04218461917502029,0.022033933394646234
RELN,0.08587721944966005,0.005483469769573352,0.02024869426309716,-0.03791082545198886,-0.043287556441263024,0.03142519642461407,0.008405261265700967,0.021071433256577492,0.003773040691543095,0.014315187116069491,-0.009872266990643735,,-0.02984420812743835,,0.08906601148214405,,,-0.011553873050141621,-0.02143389179942857,,-0.055398623668227856
IL15,0.11846005592278179,-0.04719698447328696,0.029797290737024484,0.061954824423265484,,-0.028433282195030846,0.02124458722328573,-0.01616512325830092,0.00854242227782758,0.0327789868229619,-0.013295435919102485,-0.04047686902572713,0.029976679142738556,0.0167681274986706,-0.05222638936196564,0.015115191061329867,0.041727632237589234,-0.026013164432933025,0.027658088831986692,0.07793604325127315,0.07990186243156928
UTS2,,,,,,,,,0.046270315510098636,,,,,-0.03871549832755536,,-0.02445903873614365,,,,,
BSG,-0.02068067186579121,0.04138515988927342,-0.0423644109439691,0.015586545632541993,0.002875833181913113,0.020470074281789017,-0.032877623830786115,0.002349903105344761,0.05211523738292019,0.07985820512482057,-0.009521698811088773,-0.00990515891907674,0.09564843567776016,0.05656938322663882,-0.06682677309798069,0.036925676073872926,-0.022418898227811578,0.014553092334522908,0.07618649737077256,0.06467162565898553,0.11319627427877345
ADAMTS3,-0.0292280064253431,0.07467231416300858,0.012453958640321477,-0.028385761836722694,,-0.011174892323368475,-0.014514320275066736,-0.011314952242936034,0.0856415235238563,0.013494357828852463,0.03219391706506769,0.013906272355688679,-0.04154488203621904,-0.1312974158190027,,0.11284137653339105,0.02061819327726519,0.027581624315180856,0.04373041319451944,-0.023691115939464796,0.09271463059025134
CD34,-0.025376217060555067,-0.014884938123262728,0.04481149926785577,0.024688073354687288,-0.014236693072878932,0.01102533408795865,-0.048247150697680645,-0.036729372751922555,0.054490598522269514,-0.014104985881442201,-0.016716713186303057,-0.045157928588283804,0.028970904569413425,-0.005561816157163783,0.06481154931222947,0.0031780936632382238,0.0009975589819797438,0.017739726338012875,0.02045877006035748,-0.0002128692554686651,-0.028546228428199594
CCL23,,,,,,,,,0.08749696742667988,,,,,,,,,,,,
PLAT,0.02642454769559871,0.05619114836222375,-0.03178418498260687,-0.06100160890300482,-0.028702172915323843,-0.12020795786929109,-0.03336933627929495,0.00826205773210693,0.11642723581515334,0.06290071999195977,-0.011939128673789004,-0.03858938331295801,0.008106393166937613,-0.1419424648904216,-0.0014736594751697054,0.10476683776028602,0.04852204814005533,0.055335448047488,1.4790055653104801e-05,0.004028109189205889,0.012068129542853386
NTF3,,,,,,,,,,,-0.023780916712507157,0.07852749306445485,,,,0.07105459090287235,-0.061401333961826114,,-0.047320256681147484,,
LTA,,,,-0.01188054474643048,,0.12232140805070209,,,,0.03959308889128313,,,0.12330463770480947,,,,,,,0.0314709729953423,
CKLF,4.496908924854688e-05,-0.02165928831458391,-0.014954647414263918,0.050628806693272736,0.0518146448872988,0.0238866059708421,-0.10093903306177777,-0.008838082492966876,0.10464005490747881,-0.014586240310877375,-0.004245910432980705,-0.005950406898348771,0.04388486809475209,-0.08102838872919407,-0.0753112306539404,0.06278472922025463,0.06087410307690575,-0.020349322249710134,0.07232014590914321,0.012803447347791777,-0.02978791325230147
APELA,,,,,,,,,,,,-0.03173318740717409,,,,,,,,,
CD24,0.024017972308566442,0.04247399955155452,-0.019049987313869053,0.055109361342015155,-0.04766483766021844,-0.017194246993531052,-0.011736273966855532,0.04728516328371499,-0.011027124025521225,-0.07572188010912367,0.006231521464107533,0.03535391006671629,0.023982208751589063,-0.004773012625658695,-0.021061391629975435,0.08884523524917848,-0.01305158005250174,-0.05447162840828788,-0.03753123327937323,0.06408125845186238,-0.023873456432284616
HSP90AA1,-0.06332316497263457,-0.004148721760870377,0.010452364021438737,0.004618367413825642,0.006805678151174119,-0.04461441613303595,-0.03987706574165553,-0.02374853849565597,-0.028441084425271518,-0.0537644152027294,0.014705727617837623,0.04382585168283521,-0.06140967359570633,0.02574952782993452,-0.06829622528498694,-0.10943758020629091,-0.0803938159002083,-0.0496838380207803,-0.06314593993615863,0.00983685874529041,-0.04943877793294504
BMP4,-0.01741257165991454,0.009395383778071873,0.029714940122490457,-0.012594073868816986,-0.020981639450998124,-0.02944256090596108,-0.05158394081150377,0.02536085001040698,-0.0008113793977484313,0.0074642316277945065,0.03216339353425872,0.005431158169193704,-0.021304097796883286,-0.045281302543706006,0.08404057158523809,0.017797189611521432,-0.009804534877994745,0.05027540995075024,0.04568499854820196,0.023682438324693068,-0.04983976360427648
SCGB3A1,,,0.043487404645754756,,0.06419636609996482,,0.03882772087973647,0.12374257605112624,,,-0.012426562223136045,-0.03603906882237906,-0.017445910583219853,0.04764043113552897,0.053113252269661494,0.05009220166224608,-0.03460146056511499,,0.06556757175413913,-0.023338842510118363,-0.0009904775666083542
IGFBP4,0.05401322175029292,-0.006991906732987512,-0.025516705589330443,0.06599020114691005,0.04780758239387874,-0.041551253211870406,0.023917549399344665,0.02009132327093624,0.03505789283230296,0.07335355382810783,-0.0036148619049591667,-0.010766884124540417,0.03795234927461352,0.02853619505824672,0.03989642398823547,-0.07079988017012424,-0.02216434880694115,0.0024446379186816502,0.006890324349880549,-0.026759535942113534,-0.02124427899013993
RSPO4,,0.041170068324982496,,-0.019206257465173182,,-0.01604844699409575,-0.02661396912538919,,,-0.0021590370753296188,0.08098477530730458,,-0.015268809082354274,,-0.04485689674625406,,,,-0.024817254354105166,-0.043737724124888466,-0.046249447274706125
LEFTY2,0.011357613424049078,-0.012060020982297423,0.018385485684026103,-0.012026455911848883,-0.06963360176258425,-0.038118954553079974,-0.014809496839838364,-0.04633626135758054,0.07469720043912217,-0.03539566402524475,-0.013625875464771104,-0.019463757194234422,-0.030864416667060343,-0.005108758913104086,,0.0030171225617906536,0.01967149390952628,0.006376407919656595,0.0015448484750384985,0.04052820061499779,-0.06613817108560978
PF4,,,-0.022691571037036846,-0.01080697018179575,,-0.021183824883780747,,,,,,,,,,,-0.01656759491309151,,,-0.03316238464032858,-0.008308805927973563
ANGPTL2,-0.015508759104423422,0.07191194965181284,0.018833863773336987,-0.023625395728101097,-0.03048675424127355,-0.05047251668840183,-0.022315128107611555,-0.0034940296368071323,0.07231030161218298,-0.031166711493231164,-0.031316249720076905,-0.01147875751157702,0.06675647721923429,-0.008894099273683754,0.03452777890927273,0.07329903828499337,-0.010306660357775105,0.006082828219413849,0.01898515493809448,-0.01043457382159024,0.004198433817277004
LRIG2,0.019778491823832046,0.05490468807331103,0.06203976601036382,0.03200413131957289,-0.014380420416300556,0.020092416224483142,0.02864991785559086,0.016924832669443366,0.03335042004450933,-0.008009036741246056,0.04204399002327696,-0.04793041632862386,-0.017774177555838846,-0.07972427532536856,0.031246484234719533,0.04676558784846957,0.04457277633560113,0.044109131816897754,0.044827230493156685,-0.008293019848677266,-2.2225380255612193e-05
ICOSLG,-0.0025933225667517136,0.03922166905103699,-0.015114794450870972,0.017732166146612143,0.024007866949277947,0.005986667791499936,0.016840906452089188,5.7822552919868e-05,0.04212051660296899,0.018596093266764632,-0.011326982123993676,-0.06348763932276061,-0.02493311697498394,0.0633354185509277,0.033807760150722246,0.10647612411822485,0.02733451515101198,-0.005118376785050749,0.025808488202759383,0.03307113718289694,-0.003882768698566231
WIF1,,-0.04133295017070938,0.04733868948893085,,0.06993609893079028,,-0.041458742716630546,0.008836321918461017,-0.021379938569528315,-0.02312692758507476,0.0020805533060292212,,-0.05857045469761664,,,,,,-0.023070041768701074,,0.06496717619795264
NPPC,0.008506678449967744,-0.03077632727362142,-0.0556579948884011,,-0.019478856084024315,0.0883082209102182,-0.009813386611144639,-0.02950860374266974,0.035518990964077846,-0.006119389852600633,-0.017269877920351243,,0.07352311492672817,0.17082966683411968,-0.025923474060545865,0.06821576225612265,0.009394456680792584,0.14376573656897404,-0.06315454161199087,,-0.05026641176282576
LYZ,0.006251699761782295,0.03489716707336564,0.008954654989605387,0.10542515682759046,0.01820220983675552,-0.020293499681827382,0.03131200923055394,-0.0373129147474985,0.06161245051014767,0.02783670714975114,-0.01650435643470025,-0.04556676172543666,0.009638395989914358,-0.013566510380421788,0.002782290619648915,0.001700559624926713,0.03974548094722635,0.030162343213566145,0.004524101250104653,-0.007020613302585314,-0.003519567000876138
EREG,,,,,0.0003114907481610988,,0.03025342533244384,,,,,0.11367761962585522,,,,0.023539557263709498,-0.017598854944919782,,-0.03091030871869551,0.026052261849844795,0.019154652990686742
SPTAN1,-0.013027743890773274,-0.07534325660245203,0.003949931166075172,0.034718484453095756,-0.03695581235347816,-0.0845459093169599,-0.02068358294789631,-0.0009599771809356409,0.025820982735185124,-0.08304644790512648,0.0779291910189188,0.028334210201455812,-0.022195663918867643,-0.06846139090554562,-0.03676506347290368,0.06229294995226432,-0.007778560433799298,-0.009816848947123157,-0.02127742405505527,-0.017017078136081464,-0.1380780121593994
PTH2,,,,,,,,,,,,,,,,,,,0.0016080213909162302,,
LIPC,-0.02166196246574547,0.003642212981573119,-0.027780447310599057,-0.016265067697514027,,0.035218493810669826,-0.03537102436552783,0.050178021050942614,0.03866396733693268,-0.02877964521347856,,-0.015320367847126783,0.06774736786892717,-0.044641438534050795,0.01804307998764071,,,-0.03624620325093377,,0.07055512379919826,0.00538696388343564
COL8A1,0.0036376400572680177,-0.025914469279794624,-0.022588871080993052,-0.04531070109815204,-0.026835500692511317,0.003049650367738741,-0.004621151967412024,0.0032458636535476716,0.03768459775130714,0.018041593785011988,0.0031851812750011282,0.007944575487149731,0.0675023752971941,-0.029023954242720165,0.03430389997895781,0.052511153467035415,0.01762799381920322,0.015262098465362736,-0.017777246837674607,-0.05009740523586534,0.019823845421201
GSTM2,-0.048373954353285134,2.4013201126244476e-05,-0.05121636366167436,-0.023680862897037303,-0.06396092200031092,-0.0032682483251649267,-0.02047887854612209,-0.013669788390952337,0.02132984804689946,0.07595238753261237,-0.00483031874935657,-0.02204525114298368,0.046960495050179366,-0.09487753499909433,-0.04778470051314437,0.08848747354837252,0.0915587341392192,0.018279418183503388,-0.052688016227928514,0.016034074157550007,0.0039464030927666895
IL4,,,,,,,,,,,,,,0.012365547063079421,,,,,,,
SPX,0.017129536620464753,0.01165603410297538,0.01864628318253901,-0.00802787298202663,,0.0610089003085931,-0.008637204609362367,0.06831751532550447,0.02640053854142462,-0.036412285962226947,0.004583879353188064,,-0.04861810270955234,,,0.04811013303247051,-0.020570786731176394,-0.02592348660708039,0.09615332018197822,0.03037602655715249,-0.07285393882109761
MFGE8,0.026793647525323556,-0.044264079707823784,-0.037164276795130936,-0.017128219215110065,0.04367817321505496,-0.03700054825388391,-0.011981828496328614,-0.02968249704965138,0.029750174467087147,0.07182088024589452,-0.033452828598658994,0.015734860484643773,0.008430921280590439,-0.004379323772592347,0.024411782935056022,-0.007842099023991897,-0.01859935911364065,0.01594127847274308,-0.014638846378199965,-0.0034302825747429427,0.017788054281576864
TGFA,0.07971973451801245,0.04011190336007278,0.028749904989891235,0.0159536649053409,-0.007472395191512731,0.06930856704719686,0.0032886066373113885,-0.011322406041631003,0.002961513527948269,0.07282372303677989,-0.026956356414809375,-0.030673227685060547,0.0814632170029177,0.08052193719765988,-0.0670083974196095,0.04524375773642183,0.01650009869469187,-0.036360863112231565,-0.04466984929434303,0.019831580465333506,0.03166255874775309
SLIT2,-0.01741256887364195,-0.03552652256666952,-0.0006040150062523641,0.020514714853409798,-0.03053866107973424,-0.025893731031003234,0.010924326587105362,0.00917605042405202,-0.01286147382027374,-0.058884587885388945,-0.013847960374760162,-0.037696247461448826,-0.05623860851886836,-0.00829232358616285,0.09166385613833025,0.045203049099397506,0.023446028680271895,-0.006946254687932289,0.03355661942925956,0.05879164754467269,0.06075736431229162
PLTP,-0.05592225455207824,-0.037284720107085764,-0.01903127325816352,0.007824767329716967,-0.009664406710725116,-0.08606466407164012,0.03434989911476228,0.011020265201236465,0.02357797383568565,-0.06450439938168843,0.06362429854676507,-0.08012804007749068,0.0356331085080932,-0.06834172422183069,-0.02480567413359327,-0.04575561420948538,0.015769212425668717,0.0049013174056430865,-0.003093041417238944,-0.030384260095034834,0.004072650748705827
APOD,-0.011981777580590948,-0.05148719071742438,-0.020678761549557723,-0.029957124601736614,-0.09846700058299859,-0.05859635086074348,-0.09815407385345325,-0.009395457967138731,0.036558012788214085,-0.08399014464500515,-0.04564994588573666,-0.05258165344344461,-0.06695447256538678,-0.059764994148480015,-0.01808299081936961,0.0979410669155611,0.0458520165823082,0.004517337448392344,0.009287255229996962,-0.09488755027585144,-0.01799160658929257
B2M,0.09008203604059004,-0.011379228328930985,-0.0018718311354806512,0.02409456554237007,-0.05366163126615886,-0.013027629196151495,0.06284687427553351,0.01791668652356066,0.05374164868535734,-0.03616705112400303,-0.027442625389063717,-0.035980683883850686,0.07594069048761076,-0.11823829008749304,0.030239942340623414,0.00047055301863683726,0.02636146118076895,-0.03743007405940361,0.011143048143626537,-0.068796175187715,-0.02965037722453097
OMG,-0.05283129858049475,-0.02123445801203106,0.0472089405181534,-0.026751345388367667,-0.04509612058567868,-0.004983927305156364,-0.1361622991259001,-0.00949499316678019,-0.00810021707338643,-0.06880239959947504,0.0027910441328642746,0.14556294234263967,-0.10855566738756939,0.11513560182287744,-0.011560313997718154,0.0366625217526426,0.019718721942361937,0.006400860906627791,-0.02605113354681585,-0.005934866846813357,-0.14979965112925386
