,UKF248,UKF251,UKF259,UKF296,UKF304,UKF313,UKF334,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CXCL13,,-0.008603219268118132,,,,0.05704508779978095,,0.12587410911960914,,,0.010250644496547223,
MICA,0.0401152965514336,-0.007821812169631686,0.055336948875089026,0.059643194608036715,0.04032691294635132,0.03964090793252424,-0.04483915546705547,-0.05373471845451745,0.08601821431851352,0.029357015085179114,0.02012904609108968,-0.000951220774272006
TG,-0.036832899589850615,-0.023818309780957295,-0.014339675637560076,-0.021558905028742567,,0.004768560146376599,0.08747132372138243,-0.018919755899343405,,-0.029691612688075315,-0.04542991279787293,
ADA,0.055921790684512244,-0.049205456773569065,0.00841771226592024,-0.03501339553497431,-0.016539885770216794,0.06856412518409859,-0.04258470633815219,-0.06189182749445618,-0.037162650159197064,0.058218429241006515,0.04561124383370896,0.1492825028995565
LAMC3,0.002556079847985709,-0.011111123580260318,-0.034045611751108866,0.009207035838169904,0.049348209508828386,-0.011873045991397503,0.008105401273291929,-0.03254034527908728,0.062408804689820324,0.07976234291946474,-0.08496035989743721,0.015893766256994117
CCL7,-0.014877742883736325,,0.01716494194754069,,,,,,,0.08525277731282968,0.08486273495292375,
NGF,-0.025544345716258438,,0.06372921102376229,,0.07274721454647455,0.023315557964225485,,0.05387176565177391,,-0.011322730044138848,-0.02022887234688959,
TNFSF15,,,-0.011544787998292559,,,-0.020787294841649984,,-0.01427536359396378,,0.1168770487440998,0.10430941462008275,
HMGB1,-0.044960270996231545,-0.028614119521431225,-0.08664177468260174,-0.007583216016618578,0.03250374243646679,0.05704165026761069,0.04591561339217483,0.03894119713516882,0.0031085032895757196,-0.05802659691843072,0.061787732500834774,0.08828454226082871
ITGB3BP,0.04731837641408066,0.019801061562226885,0.04404576054174489,-0.0005785298061652522,-0.03262740531730834,0.05758016443022485,-0.07538261919629143,-0.027886990436021872,0.09284304491558013,0.011413608326782522,0.015284539302753678,-0.08463562283652205
AANAT,-0.02158534143375363,,-0.01050457747353434,-0.024851295158560004,0.034871931057863126,,-0.018923933227273884,,,-0.01688031678454234,-0.014865169153120314,
RELN,-0.014315371407499777,-0.03239891316796727,-0.01823359404601588,0.03537636358313041,0.008245286193977923,,-0.020950427474259146,-0.017243092167123025,0.035450596746302715,,-0.03523894691323587,-0.044642720339486755
IL15,-0.008869426632822646,-0.03034416226204225,0.003149461605149704,0.017916050874050113,-0.05220397236649669,-0.03320322250493626,-0.017551073418330794,-0.023386580617470145,-0.02959048261505843,-0.027479920055222054,0.040067341276056406,
BSG,0.011484216049163094,-0.022320302576046613,0.04359173538101966,0.04994919954744422,-0.00885083151432201,-0.060761866230622526,-0.06600150319042765,0.0034313875088910384,-0.04629247561568032,0.048942179452953274,-0.03395260251331655,0.07437160762692765
ADAMTS3,-0.02098191775453943,-0.025070452863843625,-0.029127791724370675,0.05611366466473729,0.0763149550410194,0.07016909730279146,-0.016629290825208032,-0.05432946881378262,0.1769738374548337,0.03180977245552764,0.0046180792843187116,
CD34,0.002348357723763078,0.02474844103759558,-0.025143482932334527,-0.0037800470641695992,-0.06651686349446816,0.060405053114160216,-0.03146878012514655,-0.018714830847274183,0.11311872120701415,0.08896900446011458,-0.026309850913813198,0.059663240406096385
PLAT,-0.0711226033802113,-0.04557858841665964,-0.08408048955470994,0.031744866184492224,-0.0585692445816529,0.09172012499561055,-0.07729651161824096,-0.05489783790801415,-0.08719192080971716,0.05888278255014502,-0.10737478171860748,-0.04721687517834868
NTF3,,,,-0.003152791573800715,,-0.009922694619675232,,-0.02077146006077419,,,,
LTA,,0.13143889205394946,-0.013287831065119765,,,,-0.017551075584843485,,,0.04867076078385009,,
CKLF,-0.05002711486051451,0.011343880903306864,-0.03881774713264466,0.007760237255387551,-0.02580070287318936,0.053113591121197685,-0.016349397125336153,-0.062077106413723326,0.03477819653858894,0.024374571639345154,-0.05602117695045719,0.014871915416787517
APELA,,,,,,0.028822159987914153,,,,,,
CD24,-0.05506520329311019,-0.02831078844693734,0.03444180123272655,0.05114034323253249,-0.013597458060611668,0.07588772723757857,-0.013069247474882062,-0.01951840908999706,0.09463322335362484,-0.05037561654393917,0.06183957964598339,0.044689019350679614
HSP90AA1,0.015785033806077247,0.005683126065769289,-0.024626308664919154,-0.03264978087450206,0.012246319958392244,0.018555020516018993,0.10231023795133576,0.035362869035810804,-0.019075938716262685,-0.09050577011740807,0.038484815150676005,0.04845991018173452
BMP4,0.024997597206857503,-0.018568050263937833,0.026590474401353464,0.0977952943609669,0.017023594504900035,-0.022625004367031642,-0.014955329151044817,-0.041441988829906386,,0.05172310888222773,0.052996450591951585,
SCGB3A1,-0.014877741395981914,,,0.036034080499846646,-0.04047132072070963,-0.03450053426921544,0.04148668716941546,0.021605645332085244,,0.12468919847399994,-0.02136392418733214,
IGFBP4,-0.021362223165419168,-0.004714543281782358,-0.029117628346604852,0.01376144790867995,0.015877260617183097,0.027513674413658352,-0.007840126503185782,0.09920952816288164,-0.0021633173815823413,0.1014631867067449,-0.06706025833786837,-0.019739692908565018
RSPO4,,-0.00587303836790058,-0.02033935347851312,-0.020962307462834028,,,0.03396875359788277,-0.019964932554813918,,-0.029963142005577984,-0.039131099141746055,
LEFTY2,-0.014824201899651982,-0.01773118374517035,-0.018637909861629425,-0.022985426507650758,0.05648680175345455,0.044171748265190734,0.009432529362555328,-0.013554208156749643,0.11120381947545989,0.011439954753196268,-0.0047031580267433365,
PF4,0.00664357635808527,0.06697226630339105,-0.009045494093556969,,,,,,,0.050209421485434294,-0.030653604178802817,
ANGPTL2,-0.04986779537928853,0.01774444811081945,-0.03581405462946306,0.0304439499408228,0.023925661135509542,-0.0015797925417789505,-0.07340293265072999,-0.09401912555796618,0.08193482262725937,0.05294598633898131,-0.00014477017493681412,-0.07225826601883654
LRIG2,0.060543712626404525,0.08050056460307452,-0.013280463088276516,0.034449644767231266,0.04048809259527103,0.020478019323412835,-0.04920397819420271,0.011644687537484853,0.1347868588549581,0.03360798846556833,0.041434403357017834,0.034396796685413095
ICOSLG,0.011781730443610047,0.047811450299384814,0.002726366351751745,-0.016391377722010693,0.0018536727521149487,-0.02283174374532865,-0.025304973380210965,0.0583813111450776,-0.056899862635126114,0.020451744544819354,0.06547827094665136,0.03973785634347805
WIF1,0.03663977299053489,,,0.020708801213885505,-0.032753660619707206,,-0.02486362975307618,0.12310350246305025,-0.03011088002887578,,-0.03704209030755264,0.08960054195961031
NPPC,0.021951423053684773,,0.06680941538898627,0.023238967065274473,0.07538876529185935,,-0.09047754311908084,0.0494706100629739,-0.05139677569290239,,-0.031523330383679826,0.014939832153983836
LYZ,0.0038889837871881913,0.01960621288930345,-0.05822138895789673,0.08808566382827628,0.03233191802670711,-0.0025165040636386817,0.03472152385570279,0.057726325186411666,0.21224604796667018,0.011128539896648174,-0.008876502711307434,-0.00024048116197671504
EREG,,,,,0.025158875533987025,-0.027484240213799756,,0.03536934884811601,,0.013771506455914842,-0.02081918788241399,
SPTAN1,-0.036142721416144614,0.0033867030721763227,-0.09908803957973847,-0.020538708355928904,0.039363974941026614,0.02924786710086894,0.0448224673680099,-0.07180445237579317,-0.09441234470760057,-0.02798986826467946,-0.009369368715676873,0.01781129694345914
PTH2,,,,,,,,0.054136053012119295,,,,
LIPC,0.017076042341219375,-0.023980373443860163,-0.01625542657057585,,-0.048657154261403546,-0.034365511778807534,-0.02757109846147558,,,0.029754923435049943,-0.04780246082380312,
COL8A1,0.0004788267138097565,0.05373004368203995,0.010775625931490559,0.07522609079981085,-0.010434530104588776,-0.039003732286923457,-0.008117305050588037,0.045901285361410187,0.10427523525274089,0.013134454878925231,-0.023296104129568944,
GSTM2,-0.019877647198407896,0.035382614260044194,0.02451521954509838,0.004975563217459845,-0.02982631611466989,0.13014240020649132,-0.025681350756201284,-0.004306068016754275,0.06351509254881316,-0.005558856773889076,-0.012594611196565839,
SPX,-0.007791127733162392,0.02058005578590615,-0.01507263842325644,0.017632285869660574,0.0005609756336568729,,-0.005756522661677264,-0.049132611812484746,0.0022497714090836877,-0.022393136748535332,0.05757919081473446,0.09024669153171906
MFGE8,-0.0314397531482766,-0.030711319748877135,0.033666623674298866,0.004455458860009382,-0.0004618102639475501,-0.02931529500244222,-0.017257437774438358,-0.017334516631688255,0.009394168237232516,0.07265893711497992,-0.0006436787617413289,0.06940497748632324
TGFA,-0.04400315642919885,0.024926798204330948,0.020796599236857796,0.013759986219275658,0.00999262432385071,0.0047593670687186345,-0.04367322518450753,0.02408580445913053,-0.02664400690827975,0.038463270013455945,-0.051548152069869596,-0.07573688331988518
SLIT2,0.04443925642975342,0.07649717777732985,-0.03078617263638397,-0.008759356960277269,0.008604669241098779,-0.0007218256126651018,0.04217708513884815,0.011978287649686285,0.11313481255887742,0.010973568430597918,-0.0047265851829698365,0.16551129760112746
PLTP,-0.07416389223534657,0.059248992627754266,-0.06082159396320253,0.0411025251025219,-0.015783728219210324,-0.0002141807184371832,-0.03765515450062762,0.11185570475080221,0.09716584264748064,0.022082551123429207,-0.017607746434107435,-0.03975338605888871
APOD,-0.03633234437928445,-0.008102608361601427,-0.061893920515949136,-0.0176436967172908,0.08612601695384384,-0.02591633158496307,0.05871078430101596,-0.07005502688232233,-0.0006546067990904947,0.006124830545396409,-0.10263015673562628,-0.06964498946375255
B2M,0.0011564345740480988,0.028637925813692122,-0.03281889996824171,0.015146964558321043,-0.03565526343942306,0.019077323102634415,-0.02105800508376465,0.09904336954710684,0.08610008166044844,0.0773026438956547,-0.07633161010993053,-0.04773855337077117
OMG,-0.02971314711167045,0.02228567624135457,-0.08241367965146101,-0.008726724000302373,0.0063806722737764394,0.1393164615591675,0.04578862461842598,-0.007038132110931388,-0.02346022580116064,0.0033142194940142043,-0.034979121676556986,0.003024141979698601
CXCL3,0.020097426485398216,-0.03275721922636562,0.08091449731780449,-0.022425238042110617,0.016883961234493,0.045926283337706826,-0.012639952681992412,0.0013110788561596298,-0.04126868300505825,0.04650750062687249,0.11931256327161922,
CXCL10,-0.0014880623679950982,0.0433127429630166,0.00657832813171443,-0.017098541338499293,0.06565809017461277,0.15487474716227137,0.06320569181703332,-0.027280243111606043,,-0.01985029060193371,0.010563399445409781,
RSPO3,-0.020209521319812934,,-0.010504576697364997,0.03287045602313451,0.023923823776483808,,0.03764092568949137,-0.02946219740021312,0.06286993034880495,-0.016190496760343273,0.02568363716719678,-0.03578835983293196
CORT,0.0451491045377845,0.06460607069005567,-0.02355731983921757,-0.030895315052855546,0.017825647896191992,,-0.02419289557586627,-0.03320436047076494,0.02026358626864618,,,0.024007340810868725
NCAN,-0.09894843816862887,-0.0015835625083424805,-0.0707710713842863,0.016197642115708462,-0.02576997281799492,,-0.10376422861795118,-0.1075537698995949,0.0410763862492189,-0.0515756622124837,-0.04757940568580436,-0.07460338202008164
PRG4,0.03935670162244823,,0.09948184526412623,,,,-0.015442928061306569,0.011839208484230415,,-0.03667583855851375,-0.030425223481646616,
ZG16B,0.011611379411667844,-0.019173061293270746,-0.01203282619368474,,,0.08190412397158102,,,,0.0620594545761829,-0.026150668192390935,
TGM2,0.013001497531446025,0.02575890590473515,0.017559800265720384,0.0082033092129363,-0.05955485731752263,0.027709393950738213,0.055008276993247764,-0.00966447911560343,-0.004663497213334805,0.09403402928603145,-0.06630729800479644,-0.059316466652229206
VEGFC,-0.003589656093860647,-0.024618949046036457,0.12049889539946367,-0.03721941343595019,0.1233608822182139,-0.009450073045034386,-0.015760123639565263,0.03687902747220798,,-0.027336855410091447,0.07608818800182483,
WNT6,0.04877139350069259,-0.017731184210516462,0.065890371024279,,,0.042314268940254494,-0.013754640074809114,-0.012192729124627476,,-0.007209918518572294,-0.027021486009338028,
NRG4,-0.013702923516805587,,-0.012617799893317235,0.020225406013769827,-0.021538473405161535,,0.01957767230843748,0.0037120795529705848,,-0.016190498574911682,0.046640295904325606,
PMCH,-0.015793356788649245,,-0.01748319102272697,,,,,-0.01517942443260792,,0.014110564871915466,-0.05204046448769358,
COL9A1,-0.025044733326104913,-0.03612042245032634,-0.013178371069277151,0.027709737350406067,-0.006295699880271025,,-0.020950435510079905,0.053955290862248845,,-0.02199733068925248,-0.03493664665625741,0.12190493494645444
GDF11,-0.010341409985225893,0.015937768229251695,0.02797312561448504,0.03237958369301138,-0.01594746888982534,-0.013092379000723676,-0.08275425369274811,0.11754647947817044,0.11198878869529812,0.005896363835426698,0.00609270164361853,0.026809474796839875
RAET1E,,,,,,,,,,0.07508530473288036,,
IL24,,,,,,-0.019552291921679423,,,,,0.19722454564895892,
SORBS1,-0.05295288393885219,0.014309342562707853,-0.07362000928570886,0.05575324509747996,0.042696145178868584,0.0055137660282181394,-0.0028004157002088593,-0.0004250610046656808,0.04265113222262473,-0.008531084936342527,-0.08565202914487675,0.08922098827388368
DLL1,-0.06512213154159176,-0.02540531890346791,-0.04683733606124642,0.03381870997836047,0.05740499891112224,0.06700611761699929,-0.06264562590861329,0.004835199899123248,0.0010240344752806573,0.10093894053837857,-0.03455610877071087,-0.056449907056638694
TLN1,0.07260212903216412,-0.07024169853835263,-0.04794064323369388,-0.009407175162310712,-0.005480833931488715,0.014179095389189322,-0.04672089680920535,0.028423436669138668,0.0727953906600555,0.07641281725051373,0.035043315990757086,0.0155606881863012
COL2A1,-0.01799497212400227,,,,,,-0.0128321469926345,-0.007626528828842972,,0.013386300377346973,-0.008986912402568778,
SHH,,,-0.01077360140368055,0.02658539757068182,,,-0.012246907369380321,-0.004350655732932659,,-0.0073524130400527245,0.0008605811317774409,
PON2,-0.06353715696405228,-0.03592960653041001,-0.08827753141180643,0.003813643507422541,-0.000460289226681232,0.04260995865851035,-0.05472000644173573,0.01413014679470335,0.006628523197150052,-0.05327109871378111,-0.027459584868552774,0.024055314139035097
ICAM5,-0.022469534625598815,0.09163857771290203,-0.016791422456706995,0.011467558361707056,0.05323366648247608,0.002363348221864135,0.09212450849204482,0.015009043342487398,0.0033865829243551085,0.0019952389679835075,0.03539136496153132,-0.030150542720104517
HPX,0.003950910484858245,,0.03896364524840603,-0.006873731702364936,,-0.03675097038560414,0.014211728521864047,-0.01235621594679239,,-0.03736346141318036,0.04447362593120359,
SFRP2,-0.01977999683424659,,0.03395481096469069,-0.02063573378054088,-0.04460718236941977,-0.019296385062120607,-0.02402529810956451,0.0066458863146634205,0.09214856444159412,0.04116463993175395,0.018719537872341555,-0.08556168724773586
CFC1,,,,,-0.006000930578539373,,,,,,-0.035956617033878195,
CD70,0.0491841019695719,,0.12088202801630803,,,0.09168013774555984,,0.03511854879771508,,0.0417319579315059,0.05963825929113408,
HP,0.02441136271451432,,0.0038843685043859176,-0.02552289810856344,0.04367339047468882,,0.00032896377816365844,0.02501024517574261,,0.011645032811383663,-0.005399184306400768,
CXCL2,0.00425625351250198,0.004347589186559984,0.03571159635564109,-0.01941944147587242,-0.03990365488835186,0.053769357149784265,0.03438764352003312,0.0755623451698618,0.032645682008023334,0.008031693492132258,0.09542656778360359,-0.010197409462042506
NPPB,0.07143192949465066,,0.10377668340675307,,,,-0.015760124785844248,-0.02268721867873337,,-0.016423457664853033,,
CCK,-0.029238352877643602,-0.01652736736516168,-0.03621922879027034,-0.05755232567976396,0.014917279503878186,,0.10081700689350874,-0.006385910095845921,0.023006979369041444,-0.02130565819251556,-0.05218697737273141,0.030631423317644697
SEMA6A,-0.013483621768764222,0.025425118549880752,-0.07509417457575054,0.03299709823604843,0.07146085432954435,0.001823021153175032,-0.03771505653725461,-0.04227116177664034,0.07490452547039342,-0.10103593037766335,-0.03584164986753183,0.010930916358080607
IRAK4,-0.0035736657154556415,0.053114160402996526,-0.0022473267458278413,0.016431776154650832,-0.002405370517992533,0.030997845071780487,-0.020588959178338303,0.03244217692056794,0.028031705769671456,-0.031333631338602834,0.03222999216462215,0.08786142300145741
GSTP1,-0.0997523611034756,0.04723801699115716,0.013130110201452647,0.0641106616438373,-0.007039233024142989,0.013263019394351525,-0.06994432556638552,-0.015602319127362565,0.029260507085611686,-0.05155158441876006,-0.008035550531150777,0.07983786695463951
VCAM1,-0.060369998120539135,-0.000979529189025936,0.017385895571940195,0.0776974694137087,-0.060820484378259376,-0.009022655365383653,-0.0007680611986910149,0.0035965475621221855,0.020979741662926696,0.09565074633769356,0.06883399201626414,0.00844068843114999
NXPH3,0.009638082327150261,0.02698255721573988,0.008365495727176367,0.060333464132888294,0.00977360143206858,-0.026458176893545206,0.010626806798624846,-0.0076361337652244374,-0.03644060259240012,-0.00110481515193496,-0.06396007476473196,0.033792816391409644
MTMR4,-0.02499732905500209,-0.04209452480665895,0.017287696364382,0.004522145907757289,-0.006476782269963243,0.036002919904853325,0.06336795855086176,-0.014509061637824465,0.05727907522442239,-0.004739258827144384,-0.05190889197755595,0.1705357969527385
LAMC2,-0.015065068217967766,,0.09565000900023089,,,-0.014950222647736787,,-0.014733999065294764,,-0.031291723307113814,0.0009000727485172239,
IL10,-0.0318308332336698,-0.025396759682037685,-0.005252418356067494,,0.007946501464718127,0.07653283858831177,0.14990992176134257,0.0042030660609223775,,0.03047210382263468,-0.018581277097842006,
SEMA4D,-0.017435652672071415,-0.026058163527388267,-0.04111873372238541,0.03724951161459405,0.05732066049419442,0.030559073524591224,0.01937864180012799,-0.019440202539610107,-0.007718849062676383,-0.00031730338528901815,-0.03911284176931232,-0.05020306282658586
TRH,0.038113463184128483,,-0.014028581835097632,,-0.0389667197474265,,0.005773981687962958,0.01556096125902968,0.03388738384520481,-0.018395373965915753,0.008294712745029239,
SEMA6D,-0.05189993965105215,-0.005066992301595394,-0.020373662622756698,0.03730754157416881,-0.04567343524406835,0.0312523451190381,-0.017888576409828515,-0.054002911012327105,0.05712357413262014,-0.0499697469363831,-0.002091682552586709,0.03477488426865642
CEL,,,,,,,,-0.03729795120350445,,0.016829803356027215,0.03188515286486584,
PDCD1LG2,-0.017341505571384763,-0.030154034314035093,-0.004967950104321124,-0.02004150303576443,0.0016393613664677216,0.004852557778035598,-0.00929785321460684,0.005033938434638605,,0.042415943985143714,0.007527340099634547,
SPINT1,0.0008144498154068326,0.015549774404931807,0.007952308203054585,-0.034257023730232525,-0.03503247563005779,-0.01254281975484121,0.04673531868103549,0.041764170284603774,,0.03301325120153229,-0.02551809828187186,
CTHRC1,-0.004051206366488387,-0.014674601662805938,0.10847299646772193,-0.01669088083199292,-0.03162937421617987,-0.018817376215622367,-0.00436444804837107,0.004481135400450027,,0.07292094399500204,-0.061329093342796265,-0.03223735866618561
PODXL,-0.02799438490831429,-0.029511510893302038,-0.063819213544039,0.018382253479611116,-0.03880072250632842,0.022380180515756288,0.029259338250976506,0.0026447798061159855,-0.004175032902133948,0.0273921439248969,-0.13849968165646362,-0.04567601752579852
JAM3,-0.0049534510092474815,0.031443369641233294,-0.06166801985143222,-0.009584381870705995,-0.016342237709813863,0.06816177593182582,-0.08959673843625207,-0.005783577361607002,0.07375121656047645,0.05505937089991402,-0.06741047969852128,0.05138440657726181
TGFB2,-0.035597425895122575,0.015496448668530425,-0.04884128644553189,-0.006890324112591305,0.08671488844858952,0.01052464401126353,0.01440045535108517,-0.08709799797960159,0.07216513404947064,-0.02894351518914698,-0.0403915335074721,0.06044026560967572
COL18A1,-0.007436719458689049,0.04091390839081965,0.0056686503884688854,0.0014162400060465671,0.017383130158678015,0.08110669211430481,0.012615095014494052,0.11164099532194323,0.11372777846138654,0.0849232100886993,-0.1145824482802877,-0.022826603029228527
NODAL,0.04863532268149139,-0.017078103211332196,-0.021217619125480487,,,,0.02639361903580765,-0.016849433001518345,,-0.008439930927654432,0.0234525313865598,
INHBB,-0.015054850080683108,-0.037188849127000455,-0.019282975812887793,0.006225641037127378,-0.013852872734928221,0.06657111518057077,-0.05739212401826726,0.05490362300421007,0.11908935940942506,-0.015523174576248187,-0.10573887623761198,7.326751770011e-05
LCN1,0.07325487721695874,,,,,,,,,0.07094052871887153,-0.027447142571936256,
ARF4,0.007116768576359712,-0.05134043438432067,0.03447615997398024,-0.017132382617909336,0.02301352414266739,0.05662787516718038,-0.02654891086296284,-0.024168353090729712,-0.02665749619392815,0.002236543992247011,0.0655844259862614,-0.01733136389593458
CXCL14,-0.028075396287085434,0.044097783503946594,0.03805412667251994,0.04593072484620922,0.006358421749406976,-0.02233984705804991,0.005276895302209726,0.06639204665413154,-0.01140065899552691,-0.02486892024969752,0.02182367974889196,0.021162756221594123
LIF,0.00708228798464133,-0.00627887855403988,0.10202305581579116,-0.024851295158560004,0.035056638114254975,0.05139330087242048,-0.012344837896379588,0.053770229151245574,-0.072017996435931,0.010726098579675008,0.014638872200240311,
IL17B,,,,,,0.03367094471725144,,-0.02096226033730688,,-0.004250827623475852,-0.031032768056392566,
MMP1,0.07674178828791968,,,,,-0.11294953569751426,,0.034100304044962663,,0.0740367709921728,0.0666884483300928,
MATN1,0.04748067575029895,,,,,0.07828468356041368,-0.01283214539573521,-0.02160385968216821,,-0.022372705600686993,0.043254739757043366,
ADAM28,-0.019476595426237024,-0.01868435451824504,0.019026168679775714,0.024762505125161798,0.04748614160676115,0.03646044711330892,-0.03001195276852561,0.04043156628841374,0.0018010444729411666,0.021706134398225933,-0.04015022924151517,-0.03808206318225505
TCN2,0.011370035938453054,-0.02838677995442882,-0.005311017440216681,0.02604380363118383,0.038723350138923175,-0.05689585733025863,-0.021625934033557687,0.03929838411608507,0.09847473613635965,0.02401030231393521,-0.0352559675236535,0.018493063895421075
THPO,0.07014925233366026,,0.030591428490346285,0.019136420616621262,-0.00556929513002882,,-0.012832146869796075,0.06138489024580883,,-0.024219222416666044,0.018893719630625236,
CUBN,0.0566371637797005,-0.0056452855202302156,-0.017820090172210284,-0.03165051852710204,-0.038881952862571685,0.06848230830894868,-0.002560095502685773,0.021853864414418566,0.14250927489238602,0.04829917931033644,0.025463245550875428,
