,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.0823852686134222,,,,,,,,,,-0.040367676566955044,,,-0.010270087038840803,
BMP1,-0.02615726582868911,0.05791218963564338,0.09906638418950865,0.017066143406690357,-0.006325990553179825,-0.028907606058980406,0.06554575957654196,0.14835979087589926,0.3096275861793,0.07297716591038621,0.01773030801230096,0.18373680637507986,0.13069912148972998,0.09503861374178017,0.05004896700961185,0.06677438051266203,-0.019317848459682877,0.004396670256843709,0.1524993969999543,0.06990230383344664,-0.021806572164681307,0.0651761731734954,0.11184292391715103
NDP,-0.029995716966874086,0.048722547962090766,-0.001826261932400651,0.012357081539104703,0.06571874860201547,-0.03695157924937776,0.09827094173369987,-0.01793678305111274,0.08738200274317139,-0.03138092515547245,-0.0009090829930494595,0.08621290760311494,0.07045275924383777,0.03797198023318021,0.0882970661151551,-0.09592727619863625,0.06511828486845252,0.09483282403739905,0.07154373695736135,-0.09465221291750918,-0.02911783559161441,-0.043609020420237725,0.005797034226928643
TNFSF18,0.0018379839511423357,0.008466509187157526,0.039985645486742355,0.010491961506548977,,,,0.036302342356629935,0.06249537378354489,0.14441915143697487,,,,0.15232098362491497,,0.025793037496596095,,,-0.0005016611249015572,,-0.03858787199110492,0.04603998707801269,0.09006696849162905
IL36G,,,,,,,,,,,,,0.02524020768967708,,,,,,,,,,
RTN4,-0.08581974927516116,-0.12171309218877921,0.062169733818380694,0.018432242288682434,0.05474866052386474,0.03008095574015859,0.0575960624972504,-0.23732590625807395,-0.2856685440141182,-0.020544292622241035,-0.06079014995762475,-0.03343892797228176,-0.053395609753148936,0.008288772861650667,0.09396762705515221,-0.043295033349097824,0.060228338446582125,0.005973901635042793,-0.20072113047299067,0.21915817842538157,0.04738015370063192,0.022718457534611616,-0.21405777430982484
HEBP1,-0.008528198573171641,-0.0029291555803501314,0.022612402124246093,-0.014837182532668386,0.03695383163053069,-0.03211779577150376,-0.0282811650636495,0.09637328720243525,0.06387828411970231,-0.03128576929931977,0.03403403967413814,0.04490370866148925,0.04420209871828388,-0.004349647747283832,0.09091811453839116,0.06246682157577458,0.01689872620099336,0.055489373742387584,0.013785860290461305,0.06531469449544587,0.04151806057723261,0.10339423528809336,0.036954178173436734
WNT7B,-0.02513557988540621,-0.049552762056740265,0.02675655159180845,0.012400393846778116,-0.033599677879923094,-0.0011982439608950784,0.025339829138378258,0.01619727780233263,-0.12517065717946455,-0.024221684865939907,-0.018325850530859868,0.11640696693695732,-0.034697993390261445,-0.03544013739054407,-0.1461780380221097,,0.03149286545213695,0.11485200017925319,0.10222601525506403,0.040860640533751554,-0.03859686103450037,0.06864619095880009,0.032980156103604406
PTMA,-0.10906840486998379,-0.04805319923225697,0.11529981867300865,-0.008210997357618812,0.07205153239726349,0.007875021997586171,0.03469099268650418,0.2698009487998663,-0.17764427302930239,-0.02248633027374709,0.010480927664576752,0.1598675501242789,0.07268359089497431,-0.004511120305662351,0.07216942780022609,0.048222740063552545,-0.03371327560009694,-0.007307210563481064,-0.2084870764713795,0.06827579360632083,0.004804588097403516,0.029316289399112315,0.1464406167459326
FASLG,-0.020508206528320277,,,,,,,,,,,,,,,,,,,,,0.03314389324007816,
