,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.049996368025059225,,,,,,,,,,,-0.025709253139479953,,0.13682558514132342,,
BMP1,0.06961967360811365,0.019608600464088938,0.025659762467075867,-0.0030273877918636904,-0.010355853627897127,-0.003259322681743161,0.018941083737403185,0.06504233494588212,0.13167333638502093,-0.00018608411427910318,-0.054057148290186714,0.00952531087477254,0.11292584680188288,0.05950381023056103,0.1264116966142623,0.004759023160119833,0.0611359922490344,-0.001483131643717669,-0.008932455578537135,0.047340272894242016,-0.039796992059637055,0.10833765751563454,0.0690799720901748,0.05055284552871308
NDP,0.014343609620910538,-0.011521746117484449,-0.04850203369543633,-0.05032424600847876,0.04591158129430226,-0.03972958376278622,-0.03517873429952408,-0.04322124663446027,-0.034390690196519705,-0.019444967161997413,-0.022874991051357544,0.002296451728751537,0.03559409486909366,0.0018839717683715586,-0.04221876430154597,0.024035115821877097,0.06791259410646087,0.05693452334164363,0.11760806493043796,0.04569640498144673,0.06473631494423066,0.04493060280322628,-0.03634967496218656,-0.05246627336170866
TNFSF18,0.06520112645963315,-0.04824553308409245,-0.009220124978914208,0.057251648991949934,,,,-0.00010541984938065426,0.0142920495808317,3.260859977876003e-05,,,,,,-0.041862592485201224,,,,0.030739015752785676,,0.06215104614644034,0.011885478876974562,
IL36G,,,,,,,,,,,,,,0.02574232860590106,,,,,,,,,,
RTN4,0.014130912460183618,0.003734794926398757,-0.006754489070350415,-0.011566331658118215,0.04437668673708545,0.03055995207728855,0.04021472361710569,-0.09058488030458743,-0.13192055714376147,0.027011069421602942,0.019687312701580244,-0.03487582352330503,-0.08158089892206052,-0.07504088104817179,-0.02335118027847746,0.026066187123910137,-0.05940297636827561,-0.1011511264333959,-0.07771121868312368,-0.1209208310790432,0.015289941650312463,0.011892448091735085,-0.049880267737189135,0.11313502193901111
HEBP1,-0.006791393236217901,-0.027824807855409868,0.0197744653290565,0.025070003638945328,0.026271832604516748,0.003598870057997189,0.034978933316694695,-0.004868136198905614,0.07643743795239487,0.04784917480707917,0.01461001388181326,0.10568675822737171,0.04082139186479058,0.06396449569296234,0.012917739507608765,-0.058839254775557834,0.024124381758616406,-0.028195954996751666,0.07025164208268699,0.07577556556018139,0.029945956730284842,0.04074849971399021,-0.03390900435353568,0.009431660757757917
WNT7B,0.0809203985875525,0.06260704934410577,-0.034001493473720834,0.012991144496295917,0.032160061863725685,-0.001983441431390854,-0.0039873732960182,0.04480766818250208,-0.08851046361566735,0.013016721669011846,-0.022052342013223862,,0.07094649034417154,-0.020317916341873705,0.043732343076448625,,0.05364959505956096,-0.027017167980278693,-0.03357929393355957,-0.05544187122788095,0.04825499856710158,-0.0023425549160506804,0.044804168386581,0.05039992842723584
PTMA,0.02199435135981442,0.01407537128014411,0.025784147468258693,-0.015739569877088796,0.046909920648682775,0.03060290717797709,0.013683322800905937,0.15613066328454014,-0.08512275977856852,-0.03201867695859597,-0.0008193443183856831,0.07151958637245857,0.11172253577752424,0.009230696962895012,0.01652241834683447,-0.09347269385854654,-0.09825311381548928,-0.017173753071442647,-0.01533106625307693,-0.12925626974112128,0.0022978033396317027,-0.01632885351240018,0.11315478931069978,-0.035608720062398805
FASLG,-0.000710149258056051,,,,,,,,,,,,,,,,,,,,,-0.011200429244166244,,
