,UKF260,UKF266,UKF275,ZH881T1,ZH916bulk
BMP1,-0.03665470593311937,0.07891940664354674,-0.04820578006922052,0.025312415752135546,0.08297725828203652
NDP,0.005189261296462889,0.05390899142329593,0.0368417133161389,-0.010617852285859512,0.08689426563266052
TNFSF18,,-0.012582398283131197,-0.01167476352698013,,-0.0033436189215225185
RTN4,-0.050284526507108886,-0.05241001984196644,0.039933649700326077,-0.03330956332311528,0.03286839253502685
HEBP1,-0.028166508017087616,0.020751519873532714,-0.01685559812964144,0.0011601803791268627,-0.015506174413270391
WNT7B,-0.04876962357375697,0.022975102672166323,0.012328550149497778,0.021661410040651502,-0.03165932812372167
PTMA,-0.011249882134242314,0.06719928937224898,-0.0023767945408385556,0.06823948131128804,-0.09972875345171377
CEACAM1,-0.014777319648623886,,0.05938363980656059,-0.01603498306079712,
PDAP1,0.026068609633439016,0.02945075372171308,-0.0044628010292909175,-0.02423129816668634,0.019669318581777232
QDPR,-0.011067191053605421,0.05951207254879687,-0.023692058918010038,-0.0068279826507300625,0.005152221557678377
POMC,0.03196344429455866,0.1393106303609183,0.06818598758069501,-0.012404727577221136,-0.03619285093330225
CCL18,,,,0.031081534836875074,
CCL17,,,-0.014560703124785164,,
VEGFD,-0.014138102775176672,,-0.015513197618244072,,
TNFSF13,,0.10829542579730912,,-0.018006211272057714,0.012839811116892693
WNT5A,0.02528482564358615,0.024867512979351164,-0.04700070959390341,-0.02303459017124914,-0.01642293465750706
CXCL8,-0.01665817497022858,0.003574512748958811,-0.03728893097470509,-0.010771736091523822,-0.10812850932194511
GRN,-0.06925092349235026,0.015940651221701217,-0.06605582386314887,0.013381939531408815,-0.04385555852949461
MIA,0.005027201272871813,0.09429575643331631,-0.0286192545994176,0.04834189048829649,-0.04844219071651076
COL4A4,-0.006438689724900624,-0.011609950772866771,-0.015201824551086462,-0.03231603307061273,-0.029555653615902948
TAC1,-0.012954036356954173,0.044686184430206735,0.05709601291877208,0.000605664949590249,0.040884910919624144
RARRES2,0.08711038730990288,-0.014861454128972421,0.030636313373677806,-0.05301829874133175,-0.04226603959000977
FGF7,-0.027070355058689582,0.11268306657093662,0.05822800535548694,0.03491881201471994,0.04288741251294429
HBEGF,-0.01193779516035208,0.10085538934768208,-0.032660554317060164,0.032238138738689075,-0.07717052595084102
CSF3,-0.008927959218120155,,,-0.022988338574946296,-0.03108916596764781
PI3,-0.03384115942352241,,,-1.2155590932256002e-05,-0.029011877294703753
PCSK1N,0.05068570053895561,-0.029588116228752275,0.012486021126916618,0.03874459556012521,0.010354259075793253
NTS,0.011452429255233284,0.03711748157114844,-0.017366317450719152,0.10135163600810819,
SFRP1,-0.0161291268746851,-0.026299758556363267,0.022755944559566543,0.008183386237760158,-0.038786237710430875
CXCL13,-0.015984170711172353,,,0.05631611643788379,-0.02521753671857425
MICA,0.029103188884800294,-0.030082895144274934,0.006856610570533374,-0.021196916716275764,-0.05039913705006805
TG,0.014237567853218726,0.028799222488826708,-0.014669357370349337,-0.018919755899343405,-0.027789855963083834
ADA,-0.020606285195603057,0.06439817290776897,0.04505987375752636,0.03105232710665148,-0.009742892144777082
LAMC3,-0.008430180242050842,0.1461753272315589,-0.03561595824035878,-0.010176013389361383,0.003426411093483706
CCL7,-0.02119205925181621,,,,-0.01068709284881013
NGF,-0.02262031755367382,-0.015611358043052076,,0.07872433585378781,-0.03523356705557184
TNFSF15,-0.01569052875643214,0.0007598406710853752,,-0.01427536359396378,-0.03440780635081121
HMGB1,-0.02236447311660172,0.059847088782723434,-0.02822758948890407,0.00495417701326732,0.05271043880075207
ITGB3BP,0.053729127458503924,0.07311971947301688,0.023321042299876416,0.08302529817329035,-0.03001887490576464
AANAT,-0.014138104793470519,,-0.01319223881114647,,-0.018983006448916147
RELN,0.06698767114287306,0.044771638507350574,0.009985856209751778,-0.017243092167123025,0.06734478792904788
IL15,0.002372388015033032,-0.013488044259764588,0.029816620781274793,0.011558280133557705,0.06945039910115239
BSG,0.02699180698335067,0.02819862280701258,-0.04558726067778757,-4.154305388266493e-05,-0.0661107900856162
ADAMTS3,0.07791218919045637,-0.021725337381111046,-0.035035712957585986,0.04311438052920166,-0.021411399659003547
CD34,-0.028553740013253687,0.1410802117724665,0.02249777464407359,-0.05768130730222523,0.037095898980703874
PLAT,-0.0017506650474167474,0.05126746815980784,0.00418978877263017,-0.024751227666230526,-0.05032531757762664
NTF3,,,,0.03357607274532249,
LTA,,,-0.0127055008214332,,
CKLF,0.06800123168132592,0.05344343568322871,0.012805388483431272,0.0039968174395263855,-0.029700338536063797
CD24,-0.04281186163630733,0.06288192148888821,0.002721475353036454,-0.010923679653024577,0.04018109293195572
HSP90AA1,-0.010919547813581067,-0.06852197375718168,-0.0264827919028463,-0.007631675732787545,0.0335539467354739
BMP4,0.0753312352973089,0.11074012375206824,0.05643249221206446,0.020721061177035073,-0.010011482066736322
SCGB3A1,-0.01683673746560851,0.13146755727325798,,-0.016832657926199857,0.017681848767397496
IGFBP4,-0.02602437521977587,0.10252500928313499,-0.029769860542464634,-0.01047124800638817,-0.03213660658376777
RSPO4,-0.019432331933914904,,-0.01477727094652877,-0.019964932554813918,-0.02393681919805912
LEFTY2,0.03498811298132862,0.12204226734122738,0.03944257916545631,0.0013733165812707027,0.03507697578020973
PF4,,,,,0.08921993945703327
ANGPTL2,0.029965177134800763,0.08896146799583121,0.031798181061290634,-0.015578392223205752,-0.0276270740265749
LRIG2,-0.029007804608028778,0.08991342570682746,-0.009604261605409361,-0.06411332273919086,-0.016481282721086857
ICOSLG,0.03391652638599801,0.05105463885694684,0.044282952926066634,0.020286904120781546,-0.021827884745913646
WIF1,-0.02957371600512528,-0.09426047279364805,0.012200771737368218,-0.018559338651121485,-0.03440780352713392
NPPC,0.07253918925572113,0.010924824663214188,0.06406109027466819,-0.002282374224252461,-0.02090579526028519
LYZ,-0.005643317197071508,-0.03858914058882582,-0.0118846539412117,-0.04723104004566933,0.0034448702186895834
EREG,-0.027345901730575717,,,0.006962352581887745,-0.021588030420821303
SPTAN1,-0.023206750204538256,0.003758959840091441,0.03390875585014291,-0.022722433515473064,0.10864931596771113
PTH2,,,,-0.019875715768254573,
LIPC,-0.018813695690890597,-0.020916498131902148,0.06256747638368637,,0.006588951387527253
COL8A1,-0.05587307898292193,-0.025022564598075666,0.047715390238717556,0.0734130048992707,0.0702462460213391
GSTM2,-0.01587645219046643,0.11829542071564304,-0.03513359597808449,-0.022074626787641032,-0.044947884841912644
SPX,0.11260262319438158,0.005311377443456072,0.018472210075060273,-0.03354110605007789,0.03729321456850655
MFGE8,-0.016199704093801823,0.04548630491272933,0.020763012336431654,0.02895505721945904,-0.0484468439148547
TGFA,0.008418515992859992,-0.00027278146472832244,-0.051048229291385,-0.002272480852422922,-0.07456714445934225
SLIT2,-0.005694826933031998,0.02340728602693572,0.07750189641152778,0.0233646243832828,-0.06786152696111915
PLTP,-0.009306301505002688,-0.014736879963745095,-0.005930107407211069,0.044612885567346716,0.07927775081776511
APOD,-0.04225574291525434,0.02774589561078846,-0.02245495234814418,-0.06360906218516306,-0.11242179625323567
B2M,-0.07778972888009066,0.08561073848190046,0.0364583281770952,0.06506415583467536,-0.05382498147526969
OMG,0.009284858443954378,0.01757205483873807,0.0384596438089746,-0.022991582537271658,0.026291138588162122
CXCL3,0.013343645558625127,,-0.036205948205468005,0.01365910929381719,-0.07734634908210135
CXCL10,0.025860768889619242,0.061256332717049916,-0.01687216043906743,0.026794361230583007,0.02873975629704506
RSPO3,0.00041417793244437866,0.07422079731939807,-0.010170801153340183,-0.010764527200065563,-0.0005085967874118291
CORT,-0.0228332462327249,-0.018930232090525332,-0.042757327582723124,-0.03320436047076494,
NCAN,-0.045887980866923056,0.019650278760828147,-0.03710428141817239,-0.03590031883856619,0.10972411454399933
PRG4,-0.013470530264792953,,-0.01888476563432463,-0.008133644170535458,-0.026098927796169163
ZG16B,,,0.01689913541964358,,-0.01599658149550681
TGM2,-0.05486610079286803,0.02707131972927409,-0.028800937031073382,-0.019006712103854632,-0.00015809813192580287
VEGFC,-0.0026005752894934877,0.07925036921458255,0.053964893347142585,-0.03407448414546151,-0.014125244049663546
WNT6,-0.01856109383568325,-0.013834577449183283,0.08013220461614046,0.04660881588542084,-0.016529268005620025
NRG4,-0.019187008786780063,0.09227144452961615,-0.019395423983240397,0.04381889261163312,-0.024857483839030022
PMCH,,,-0.01477727023336584,-0.01517942443260792,-0.015319828208071042
COL9A1,-0.02034921897422319,0.06491896035073397,-0.004746691004371773,0.010686984889191899,-0.010397077016143334
GDF11,-0.02691986625762271,0.009537213806637117,0.030141341302829232,-0.07547275170866886,0.007910682073584351
IL24,,,,,-0.027789840005372823
SORBS1,0.07541961586463657,-0.047299803902893275,0.0915337640326694,0.013300813642422948,0.03236347597930925
DLL1,0.027675766776879093,0.008941496423048924,0.03240235047101971,0.01088675608343626,-0.04811062788004511
TLN1,-0.012807118944391524,0.07751238982969437,-0.003922535783316263,0.030807020700015158,-0.07533471697934133
COL2A1,-0.012031227030071312,0.03379446819180669,,-0.008759556260930295,-0.022395258726343136
SHH,-0.003679738946782456,0.07396599520541426,-0.02466640245024968,-0.01424718484481119,-0.045293090995475835
PON2,-0.0021920936100614775,-0.04588091406723512,-0.03405175757688983,-0.049706864658622694,0.0619383664716607
ICAM5,0.015988402492950003,-0.0028086649186044774,0.012032238051093483,-0.032381524525752915,-0.019649123615245477
HPX,0.05980446880633459,0.14424410489754966,-0.019812134101979195,0.040006405386171374,-0.025244930689299953
SFRP2,,-0.03270490048039453,-0.016512118204617246,0.031050415643044168,-0.0001552160621990832
CFC1,,0.19783699840556196,-0.01270550158929225,,0.13911439437757023
CD70,,,0.024945089521326107,-0.007737286139208459,-0.04366756645060529
HP,0.0050541191873008625,,0.0656596457081607,0.023988253106228444,0.023298950850512545
CXCL2,-0.020672222124396688,-0.021381939797193505,0.01420839150570781,-0.045779020897603155,-0.07060530038785141
NPPB,,,0.013344293954785995,0.0951684627692322,
CCK,-0.022264916778474444,-0.05777842545383057,0.031645870817940715,-0.0020645219866620066,0.04437943034451948
SEMA6A,0.04724194802348413,0.027945603414013337,0.017732215528331163,-0.040747835386066536,-0.030096792598671186
IRAK4,-0.005102822150467793,0.04143863619454334,0.023026380268003528,0.01335193628775358,-0.05947513915356214
GSTP1,-0.03191969101130568,0.05647656556609987,-0.02912887898006902,0.06662402648689937,0.029185912209096644
VCAM1,-0.0767246643553655,0.0021979044130851855,-0.0018088330770747315,0.0007390988834052358,0.0016422434765572735
NXPH3,-0.043704140818770325,0.07725682554853149,0.04549448444792354,-0.03512013717568389,-0.05405889670035413
MTMR4,-0.012708334591016824,0.08551151965675315,0.0685773442561195,-0.012867665537963367,-0.03437640749250216
LAMC2,,-0.0189556093269995,-0.014005705267547828,-0.014733999065294764,-0.0031775095408533684
IL10,-0.004586640953374163,,0.0202769929259429,0.05667958635290442,0.00956833440167438
SEMA4D,0.014184489745454488,0.014615953594872947,0.03348145337231548,0.03882970714226995,0.05409817112352252
