,UKF269,ZH8811Abulk,ZH881T1
IGFL3,-0.014337202770819983,,
BMP1,0.06292971845473365,-0.02203555952772772,-0.0189148030596529
NDP,-0.037905198353144785,0.014159906148102851,-0.012719374209054607
TNFSF18,0.08532661120838007,,
RTN4,-0.05862119716052018,-0.0015444575571123488,0.0702489615319517
HEBP1,0.03725934218787351,0.022193617134513337,-0.01727499665819605
WNT7B,-0.05294428949423696,0.05046917930682229,-0.023907316252408783
PTMA,-0.04622927456025868,-0.06952461758551542,-0.015806280497408506
CEACAM1,-0.02801684285554784,0.05076207597992719,-0.01586763349756978
PDAP1,0.015338736465763973,-0.05624385916911369,0.09693825338510813
QDPR,-0.10529252733115813,0.041836354264502634,-0.00877496364713901
POMC,0.04752982241570598,-0.0059059419775636555,-0.02595736394032888
CCL18,,0.0007543737540835607,-0.04096137858982079
CCL17,,-0.01691331876769013,
VEGFD,-0.02401866050636937,,
TNFSF13,,0.06048817478939035,0.02413551320676044
WNT5A,0.005377176209710315,0.03981342957426971,-0.010875089121893285
CXCL8,-0.020381175668344395,-0.04790266334717019,0.045721872764749316
GRN,0.05033614494422174,-0.0009557353839686272,-0.0689318670315566
MIA,0.1439365938686041,0.10544481023925947,0.00244406549584968
COL4A4,-0.014128249149371235,-0.006232248155515697,-0.03197876585934706
TAC1,-0.014513955378404688,,-0.027376188194286735
RARRES2,0.014747183455439593,0.050438859761512515,0.012345610483973035
FGF7,-0.021341609161477225,0.02183152445718794,0.017493780877004105
HBEGF,0.037518998808729345,-0.05682375682208199,-0.06136503930377714
CSF3,-0.01494741566500677,-0.04925472410958831,-0.02274842011633283
PI3,0.00626061261266065,-0.0354966822089642,0.027675002325064445
PCSK1N,-0.002846081939488592,0.00927900426716649,0.06918272381395162
NTS,-0.01837217189732384,0.021828226999659195,-0.0031649749969329204
SFRP1,-0.05391624897895318,0.07965808480612899,0.04315069376322529
CXCL13,,-0.037990781668451094,-0.027257846563688206
MICA,0.061674909610046943,-0.060195237216983104,-0.022011378761904777
TG,-0.018040193392646613,0.053408315389457575,-0.018722299321178137
ADA,-0.000128473033346117,-0.04231300256993226,-0.04055627612096373
LAMC3,0.01993449560295831,-0.030881400152791057,-0.047292518758769816
CCL7,,-0.025349166302273813,
NGF,,0.030656146346406406,-0.03905406615326215
TNFSF15,,-0.024712590678840893,-0.01412637835005654
HMGB1,-0.015697785268000634,0.01901213055517159,-0.033652779190716804
ITGB3BP,0.022322213502477692,0.079232816006063,-0.006400001477848386
AANAT,-0.013482973435611488,0.11322937776120864,
RELN,-0.039563274478452135,,-0.017063134138360792
IL15,0.09236393805826017,0.11128866199944615,-0.034458584484035826
UTS2,-0.006506015609780921,-0.018937600898861782,
BSG,0.008366750315223298,0.08455991891329476,0.01592502682412086
ADAMTS3,0.05080784767194882,-0.03384284356084242,0.05511351661467736
CD34,0.0698189319009407,-0.0013954436599177748,-0.03431053314316316
CCL23,-0.015341483488564447,,
PLAT,0.028899191158218217,0.010675636164352678,0.018297264193048335
NTF3,,0.039760967915922846,0.06652078001695946
CKLF,0.026993657687305182,0.029661891333457983,-0.02092849188304722
CD24,-0.042988833704200695,-0.01745884586495641,0.07354073796100914
HSP90AA1,-0.04257603834858728,-0.08299972682493637,-0.021162007481912336
BMP4,-0.0024264777524031812,-0.032326907647321525,-0.03215430383116682
SCGB3A1,,0.0071662999548142625,-0.01557020913966544
IGFBP4,0.15046735643128012,-0.03200431772777804,-0.08022928787932795
RSPO4,,,0.09185268668326613
LEFTY2,0.09783567749842809,0.0576372036294113,-0.012868455957680323
ANGPTL2,0.046555023329390356,0.020679901535094046,-0.049703458012488114
LRIG2,-0.047407287429906644,-0.010853679804764078,0.009853691181881855
ICOSLG,0.0020410426882453486,0.029486301795652363,-0.004600514074317808
WIF1,-0.03967961418575822,,-0.018365643577963168
NPPC,0.007147782765051314,0.04591029165409384,0.07571560959738398
LYZ,0.06820153745258413,0.05636255528458848,-0.04608374937101933
EREG,,0.05090569095906238,-0.024607138491727663
SPTAN1,0.010686494681859162,-0.02108904367594061,0.047363900652361984
PTH2,,,0.06307531589936316
LIPC,0.09141724450005742,,
COL8A1,0.07262773422466819,0.07773209113272002,-0.07120458201850358
GSTM2,0.0007875094555389031,-0.03088884731534714,-0.004865157555514433
SPX,0.015409959327030773,-0.025558197160198592,-0.04000231800334248
MFGE8,0.019736624282511307,-0.016335753432466404,-0.017769238442196206
TGFA,0.014142439883937657,-0.005082132499359624,-0.030578269798185377
SLIT2,-0.014674363524027035,0.12841613652315395,0.011424635547188294
PLTP,0.048736869954293306,-0.00042814347779476385,-0.12004005351813765
APOD,-0.02129873364121735,0.0557238507997859,-0.07640857455817338
B2M,0.06524984503078901,0.0630770063405803,-0.11371760955389096
OMG,-0.0009288065525015167,0.02948766815714376,-0.03694590980478151
CXCL3,-0.017702499600008113,-0.008913778106881098,-0.002367409067023272
CXCL10,-0.007521580866470373,-0.026176266190626588,-0.02699553206749996
RSPO3,-0.02213975730752669,-0.018830774381232197,0.04096440045242118
CORT,-0.028205849928120492,0.08079504510884572,-0.010461227455895368
NCAN,0.028688090436310352,0.013451674719183543,0.04865904671712949
PRG4,0.04369617136094664,-0.027764351928341702,-0.029252740103271575
ZG16B,0.03427465315906082,,
TGM2,0.06828773396155098,-0.032455699634830325,-0.034995844750007186
VEGFC,0.0520525589348351,-0.03262292078367471,-0.00994791106098703
WNT6,-0.018860079281681284,-0.03784173908726762,0.0034049817344763964
NRG4,-0.02388871712061677,,0.060658643229321046
PMCH,,-0.025765682623733348,-0.015021003931681423
COL9A1,-0.02518897343682727,-0.002186778608931931,-0.034923461789200534
GDF11,0.04840679643029508,-0.05101769242679255,-0.03810858546452867
IL24,,-0.01921027209039712,
SORBS1,-0.023062625450228313,0.028438526559565816,-0.01653601452145354
DLL1,0.04878975567515675,-0.0076783255203954695,0.02890526935405174
TLN1,0.04776903288682077,-0.09953692545354975,-0.05402094914105126
COL2A1,-0.017702505624364918,0.023722822753555087,0.019036820153621122
SHH,-0.013916320387669137,0.005842287109862244,-0.013887868618209103
PON2,-0.0005972280976850308,0.040198782741649945,-0.05203773026486418
ICAM5,-0.03459242592970226,-0.045737013056412236,0.022948076030852277
HPX,0.11329220100752153,0.04941903352497241,0.03522669309769213
SFRP2,-0.014128244989115184,0.01877248762345071,-0.026309786600907843
CD70,,-0.03627167458804681,-0.017590452864495423
HP,0.0060751393767378035,0.025478480961006703,-0.05608079402632031
CXCL2,-0.0319265256785677,0.021094295573605978,-0.050493153341914135
NPPB,,-0.04116916948958138,0.09656560901417034
