,MGH258,UKF248,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.009132514220556755,0.014547794045252619,-0.018309654578917447,-0.017767856222067523,-0.016722874511857572,0.002558339963068074,0.0015526225750401514,0.0045089317633358285,0.06891740703474585,0.014551116969143416,-0.01827453879264555,0.03988235969919721,0.02839356150754843,-0.04828978945976541,0.12198070262443098,-0.09445676842399024
NTS,,,,-0.013595891129854227,0.026512769631170083,-0.013355064602241562,,,,,-0.040525821296883514,-0.012592339976809554,,-0.00759035163929662,-0.0073957608120453775,
SFRP1,-0.024094477086637867,0.02459688306786593,-0.016903240154602914,-0.015894204022813583,0.026754022516974195,-0.01526394617283183,0.005671441718690582,-0.04603492288679945,0.02671511582033119,-0.02657497478027891,-0.0038012203398108324,0.024182286038744703,-0.003419615477401381,-0.017080596563970936,-0.02837401489956977,0.0031723458865440023
CXCL13,,,,-0.01575135916486581,,,-0.014229628197306998,,,,0.04152490809765004,0.030296883005550508,,0.04714044381456366,,0.04754767914403156
MICA,-0.006494366278047391,0.03946271679021712,-0.007943860512807557,-0.0009948739635543004,-0.0058777170239063216,-0.01103448794882719,0.0018274490426728983,0.008544437405612412,0.013129938116859067,0.05584695344689402,0.08274557613154535,0.08050199032764044,0.0548647788617226,-0.026008847449119372,0.06625356424336418,0.10467873065626875
TG,0.060390207764052795,-0.023110634909329256,-0.029148746369142275,-0.00020735204064809045,-0.019555881894926276,-0.0110464514484964,0.0026181547776096318,0.0001642628010754692,-0.03935744003298387,0.08923798626067629,-0.023082334869290972,0.02830053692570858,,-0.020251804090095804,0.06075177148494751,-0.026279502611411952
ADA,0.013945982243534244,0.05584143360148973,-0.007362432438285889,-0.0021855321710927845,0.008055004719023536,-0.01794032550857492,-0.017025993237590936,0.13531041259409035,0.016455034413195242,0.060916622213327526,-0.013858000070016533,-0.0054457384252117385,0.08631491026568831,-0.02418854291590073,0.1183500465480761,0.08838100709493521
LAMC3,0.07382049172558047,0.07529281923863528,-0.038375319792361834,-0.03876072531115877,0.03690190087291979,0.030338777788979927,0.028910106448783567,0.16045576012179746,-0.046610772937446546,0.052820929967046806,0.0010553605115058151,0.06576202721559683,0.1117404801270372,0.03023730833267867,0.04585631246369447,0.04849128630216229
CCL7,,-0.029193243412359026,-0.026750972640050125,-0.020883394124736044,,,,,,,0.11084217287821073,,,,0.026838752638107574,-0.02012639760488445
NGF,,0.00709063550645447,-0.005221849100804889,0.010103536528739602,,,0.0320765399584511,,0.110642840356251,0.09003086621432499,-0.030069291273096196,0.015654878073744702,,0.16396669225651345,0.010039877568952025,0.0627195880139126
TNFSF15,,,-0.019400640427609434,0.1277992569490362,,,0.02606343748307461,,0.02269268594275756,-0.03304357055541684,0.04216964444492438,,,-0.015280422662845954,0.0020609291655481247,0.11866964954480191
HMGB1,0.030083583320508166,-0.030272754323242095,0.016766280455395223,0.029134429529495964,-0.05063989193128128,-0.035131850044098974,0.04377615008352363,-0.08004597505741257,-0.06292085194907926,-0.04724239865789323,-0.044873975729612485,0.05622193898784123,-0.09980136359166727,0.008429172018868242,-0.07141323298208067,-0.0008762807430897167
ITGB3BP,0.08190076128506703,-0.05579656157522739,-0.02000305911048168,-0.048089402903734785,0.04914790062943888,0.02442701862457492,0.026506608366857483,0.026884725644520175,-0.019616125452807782,0.08825878512363886,0.09303901565953648,-0.028390319981202047,-0.018496024652949465,0.013050159385267868,0.05701761168419761,0.043438371495043114
AANAT,,0.01669326462996169,-0.027104506247827505,-0.013932181439779662,-0.017586718873036724,0.00946001447453073,,-0.05195582524858216,,-0.012638599749085568,-0.02284076319241373,-0.030240068264704337,0.011737640206850645,,0.0838773725848882,0.011521921351482356
RELN,0.017231141413508348,0.01060000973765394,0.010070179110221796,0.07155643901927126,0.00016726085731155513,-0.004240676981712056,,,0.06983405244154596,,,,0.029952113684804927,-0.018457094601741653,,0.045614472486919196
IL15,-0.05207209957763973,0.057983092715277386,0.023773119363666745,0.09016870638510328,0.001079464637317104,0.004630777951518513,-0.03204353007728967,-0.0038991196710826403,0.042755486369043784,0.15353701233059786,0.0005755260178484376,0.0010186371800298378,0.09097192591640278,0.024362813084761806,0.0546446253054112,0.04810137778831317
UTS2,,,,,,,,-0.05047701211353316,,,0.0030687988638883395,,,,,
BSG,0.028288796834770733,-0.03664274663430914,0.0006813505640556012,-0.01450530941940782,-0.030447514832587997,0.02856640951465733,0.004806710996379482,-0.0720641584860915,0.015302059835915687,0.10619334500487308,0.13948848829751445,0.10096497441657028,0.1587754081648777,-0.022601913232160705,0.061794790505749535,0.08635478556491613
ADAMTS3,0.03033575789039313,0.0399290958325188,0.0975306578572319,0.07837880863683776,0.06288082594976159,0.01420962267371696,-0.03449720250669379,0.01774525585579811,,-0.03971701930777989,0.011303794777872758,0.041554806699890694,0.06135836491585044,0.01422150137548558,0.07160282354891237,0.0036357706585440717
CD34,0.04679714660828677,0.0697402290441156,0.0132357291728646,-0.006005103408326425,-0.027283334525950963,-0.02382388593882377,-0.013400272801929548,0.06662751569017226,-0.039921352900400296,0.09167013628184939,0.06965832004220916,0.06849233743879116,0.056565239456028454,0.025116550299694004,0.05977463880721016,0.07031316309760913
PLAT,0.05023365369268257,0.04305008269221535,0.03573633540852539,0.04222754809521305,0.04581031738645156,-0.021674170506618375,-0.026793814293371458,-0.009892357120167217,0.02354592969537154,0.06945945771903861,-0.008819852808798182,0.1038475890353334,0.08568943042694603,-0.037705762296452956,0.06431163817782744,0.04750247563051781
NTF3,,,,,,-0.02055477996060242,-0.02660352058256643,,,,-0.0010130011643016276,0.0002610784439756382,,-0.03346316627761633,,
LTA,,,0.002086844838519286,,-0.016937843097479834,,,,,,,,,,0.07533949153768431,
CKLF,0.028399571557016712,0.03051228020477636,0.03691394621399863,-0.014505139515819648,0.012906270765653951,0.004770690830164493,0.03433147272849825,0.06564411575033073,0.0615019201468572,0.007782494588987787,0.023983183257166977,0.06911515633468737,-0.05088662693594172,0.05051957117362308,0.0759971140215525,0.018500326312644564
APELA,,,,,,,0.043308147076243766,,,,,,,,,
CD24,0.016931135726221146,0.032685940220148806,0.009752255462750733,-0.04477674508234255,0.0283388741316933,-0.020696774338256,-0.05553204424938742,0.0475119202228586,-0.014362014579397911,0.07198859425309503,-0.01867585709676659,-0.0030293074376099845,0.009814938181170185,-0.0067171039907359415,0.04735564573892057,0.02417824950527106
HSP90AA1,-0.025172128317200514,-0.059896417999393936,-0.0027762132667269825,0.011673309877606855,0.03735788766739789,0.008308535258122645,0.004773654483280847,-0.1383047593020838,-0.024815120579630187,-0.11034185266650401,-0.056554705039355564,-0.08106944572372829,-0.021713981851068733,-0.00788747417493492,-0.1650990459768789,-0.13855511650969618
BMP4,-0.02209411061148629,0.030045208592155946,-0.0127957622073318,-0.00042221890843437387,-0.02263941900264827,0.034063690627694425,-2.1014205770826965e-05,-0.039267173834197866,0.022262293469303793,0.12241014922020663,0.021717302895303756,0.005366613660608425,0.14019423681137858,-0.005440290105138035,0.07962792165048813,0.0225630493098694
SCGB3A1,,0.0354728321958366,,-0.01659150817251883,,0.17487128250362705,-0.03681165142800776,0.08325279129585643,-0.09199448293518686,,0.01916544838545099,0.094338668388356,,0.07940135381430143,0.02047490932126506,0.0036854991930046826
IGFBP4,0.05580507282239938,0.07131302265726716,-0.018601482408613233,0.011428714655492911,0.058947995364299996,-0.0068895658658724,-0.027427782335498502,0.045302980641531015,0.012746999964237444,0.08680397041672867,0.03795911931603746,0.02609220856078213,0.10578622209626878,0.05043099287813961,0.051611216060156784,0.052594707719332
RSPO4,,,-0.016168253397995838,-0.01914929746640171,-0.019699742672010464,0.09319418799428543,,,0.07736165515909825,,,,,-0.021370566561384606,0.044491024807402114,0.011038033168210056
LEFTY2,0.06332353066970187,0.10852269012804795,0.06824910330630873,0.03389621974339413,0.08376954451241343,-0.011777379120193448,0.05678771502677891,0.03650841119011995,,0.04319830448378384,-0.0022312930696444166,0.08424040393993058,0.08259713878968718,-0.0038460095706645495,0.07344050367657465,0.03375048011733869
PF4,,-0.029946180788743403,-0.02333969660285739,,,,,,,,,0.13566788269349458,,,0.06266042581632676,-0.026548146267165503
ANGPTL2,0.0389869923304269,0.06945613882820871,0.010398609970808126,0.027504856283640064,0.017319385544485484,-0.01238242544774239,-0.030382701459430127,0.03544706428888928,-0.02689665705759493,0.02813672565210563,-0.014248604226127243,0.07468329586944694,-0.02874377506658915,-0.06948245634363878,0.05737874369044111,0.08190788163313194
LRIG2,0.009718959197833886,0.017728992746361052,-0.009143208929784069,-0.010399076149181194,0.02164624175888108,-0.010530923374778385,0.007737582011946932,-0.014316449722001804,0.04426792581403565,0.0065790150455844205,-0.02832709242546447,0.046628188829642675,0.017801872059292373,-0.012345375838973901,0.10608742217402858,0.04308285729911319
ICOSLG,0.1046102892785942,0.02279307556378782,0.0016748239467789768,0.07643453240674965,0.06483515580439293,-0.020383964376276837,-0.00816636635643753,-0.07128757477308084,-0.007432232431028135,0.05295936271077304,0.07657958219531723,0.0254961434695444,0.05610754482102333,-0.01664814991694253,0.08324131567648642,0.09470844491656767
WIF1,,-0.021676842508784582,,0.0106252033622419,-0.015201824818138778,0.03674223372588479,,,,,,,,-0.019866011612618067,,-0.026661996353752812
NPPC,0.023466745191339507,-0.018496896667267924,-0.02761278014671716,-0.033404473969582564,-0.02965393004171237,-0.014927033507189871,,0.08717564720475295,-0.07630799219700009,-0.039716943028865984,-0.004843592505953893,0.05790629431048938,0.015467476979296091,0.08249386136566324,,-0.01626647161802096
LYZ,0.003971964403966163,0.08590112498165371,-0.014452821672613305,-0.014390335702501388,0.025447114323412255,-0.01987999284418904,0.008878965976714467,0.06030023041594681,-0.037195861057858284,-0.02664427440491488,0.04485340079057165,0.0674763452237438,0.03204757603458362,0.020341626881109447,-0.02836524399333405,-0.02794861030263788
EREG,,,,-0.026947605079339878,,,-0.023247736800043474,,,,0.1421247849524985,0.0516296460503242,,-0.026617400961462954,0.007792154707776791,0.0027083091528836978
SPTAN1,-0.007885843621535951,-0.049789702644957676,0.06732670381415809,0.059782068225521484,-0.031051504276766166,0.018072984039619117,-0.013159895827075515,-0.01690187494430124,0.012956138967714732,0.12775309547827865,-0.004572960329983686,0.02669973650712982,0.04257806321109278,-0.024000069953923602,-0.0009279353420503757,-0.07251205590109512
PTH2,,,,,,,,,,,,,,-0.02231372856772396,,
LIPC,0.052218791162541946,-0.01037662181920117,-0.01288348300890892,0.06259153196798674,-0.005680114726946271,,0.024538798327571696,0.08009203013274632,0.01483709856593492,-0.06468212037130087,,,0.06828984591284654,,0.018707531735482556,-0.02943992051724361
COL8A1,0.0396319091566856,0.036759913365621955,0.014564727276175823,0.05425995876214882,-0.010968409248910252,-0.045304206359360374,0.006318469514755942,0.07597404543572969,-0.026237027574415882,0.00028000960818085345,0.08059463721085108,0.09279518536090836,0.053655941288494644,0.08164289372926972,0.03909348843562131,0.12907464713561007
GSTM2,0.002392578575539984,-0.0017552904334490623,0.0024026267710746956,0.04031690835491173,-0.0088320640086465,0.0033637766780678134,-0.03278590943396338,0.017414266527775793,0.08119724564066712,0.01055932384052774,0.012407771496197715,-0.022460007771206537,-0.019917048010058884,-0.03609470616017387,-0.0095555579073604,0.06403000792727168
IL4,,,,,,,,0.07817749690675142,,,,,,,,
SPX,-0.04075546551782929,-0.008940161962819172,-0.026345148362457754,0.05269052627285067,0.01624743721031409,-0.013231830057686035,,,,-0.04237259315421296,-0.026250516102367966,0.03787949467058083,-0.04772229177382428,-0.021610196705140035,0.041189710913370224,-0.00824900748462393
MFGE8,-0.010338694206477513,0.0361236551444137,0.00254051501554037,-0.05562865039111866,0.009957369897512891,-0.008897316085015112,0.0027168384437867665,0.07436579559896417,-0.030824706694181626,0.09050162021900514,0.04955012388567762,-0.005710397232359141,0.1277845940871246,-0.0939863469195147,0.06303942680903098,0.0647522567431605
TGFA,0.10622799500892514,-0.01555670403317892,0.0011278086116874428,-0.027019452342518936,-0.04779553377905733,0.015458650559447512,-0.03133078080566868,-0.03042196624899854,0.002263062309633071,0.02777259352706903,0.012396514648247554,0.043573805687918334,-0.027649029890322422,0.05085693427523247,0.041730423674160334,-0.019472420018646117
SLIT2,0.012086703326293418,0.06904149605985223,-0.039735639237674716,0.02520393610365207,-0.02301385745863032,-0.013116780237242595,0.10360429980904706,-0.07853794786716595,0.08495995069989684,-0.009379456977620436,0.08306565525532195,0.02308399115717474,0.0831629088618529,0.03510386638130141,-0.006562046457201139,0.056026521568222104
PLTP,0.04034549068859173,-0.034159824302732754,-0.054889328070260326,0.030276345960241074,0.002289024995346855,0.006351164495610515,0.028293369136122654,0.06338283071310744,0.12051306881343475,0.05757724114980452,0.05010512139816427,0.06972018633839432,0.15237207524435237,0.11804895663906494,0.038746557361822,0.0630470433963865
APOD,-0.016505876760546666,-0.03084200661837416,0.03239678766902684,-0.054255462711096394,-0.007752665204973239,-0.08157504566718943,-0.00014659868166697507,-0.008021858787084233,0.0640361266305087,-0.15655839515829717,0.006132247924839352,0.0781157330536083,-0.1451015570537259,-0.051229659987903825,-0.07963036554742965,-0.09707028821012798
B2M,0.13723612047841413,0.12648770724291594,0.026061817863526238,0.055919052363777935,-0.04644108890204545,0.006608329770485108,0.016388299343695116,0.09290555657206152,0.017563863277784485,-0.10816977002132402,0.11337069982599837,0.07868062704000033,0.13926263645099696,0.13821158132349257,-0.023715164933992578,-0.008046657923972796
OMG,-0.04190519329853527,-0.0764579364935344,0.008256208677765199,-0.017637905477614086,0.03777352199469579,-0.004463367997618502,-0.014722919447614828,-0.0009315216801891727,-0.07145744025095702,-0.11045806260759344,-0.022325641184849504,0.03997932122761814,-0.1358285991050798,-0.020099038565902595,0.11563346986872902,-0.14701899384753592
CXCL3,-0.04534005277015599,0.04032510945508969,-0.055831632691405814,-0.013145563187710263,0.005453055325593362,-0.011490347163869747,-0.0022718667424372605,0.05910985565919228,,,0.08730872632418557,-0.04401927784515529,-0.0185060514276056,-0.0011221872615099393,-0.044446955206817906,-0.029147812095982478
CXCL10,-0.0391193619673538,0.09602782245385479,-0.04777809762382216,0.14157015380751717,0.049130996542836376,0.048875493175256086,-0.020061485983393183,0.11042851831874073,-0.018623649935301415,0.08864086259130696,0.021724066463005235,0.01581068667283098,-0.024931598708772817,-0.02920091263152102,0.021625874106645782,-0.01087067447256328
RSPO3,,-0.015063626667264109,-0.004534410820957964,-0.018539660310912445,-0.020436113942908913,0.0025688440646767638,,,,,0.04360167111481306,0.03462592921208735,,0.07956872263366496,0.00796668686991276,-0.010068896011021018
CORT,0.038640148253317456,0.014113052599069831,0.012696536049925858,-0.022500677001659128,0.07366970171011575,0.030799082582861015,,,,,-0.02968772830163831,0.03522373518708563,,0.06172117575852063,,
NCAN,0.05164240439880142,0.03232747115561077,-0.011174921682456995,-0.024564106417933298,0.004443512541393133,-0.021096330159691975,,0.0689816934561598,-0.018028027768769866,0.1088625985581227,-0.024202640088292763,0.07080685359124082,0.05665955677922006,-0.0825661138038623,0.07645238141341183,-0.07813031544435926
PRG4,,0.029126909334594518,-0.004198984447690306,-0.013274330221813966,0.020251726619080722,,,,,,-0.028516431061175906,0.07094549675155244,,-0.02755928455361381,0.05461570418049178,0.05878015316949137
ZG16B,,0.003201527220715047,-0.03104778022414043,,-0.013458653932634573,,0.0350552101724725,,,-0.017163872540869825,,,,,0.00641400151786219,0.06789728197540727
TGM2,-0.00638005183210092,0.011539662397990197,-0.04457393616206255,-0.041255303876229034,0.02326281031172414,0.03841916015926053,0.06444489721591302,-0.071551451713469,0.08921958558286329,0.03476966063423653,0.09964178028882405,0.04771975273278119,0.08896928969503047,-0.06408435076047052,0.010232539366698759,0.045911390595902685
VEGFC,0.003991272101667817,-0.0007979722639349812,-0.03497869520543052,-0.020433592899210075,0.002915944282578697,-0.030156267065931868,0.05415598088402658,0.06409205993543333,0.008256306465697567,0.05625437877585492,-0.03350660854403837,0.005295381649692151,0.03864589092106227,0.0490797462008461,-0.013446837587401969,0.0421605716243943
WNT6,,0.03047109252219177,-0.029270606224632793,0.0013164829227107942,0.06424198951774329,,0.024327966508855485,0.2298174350422468,,-0.03506651712732724,-0.016732408231538945,0.02150671235680485,,-0.028362229482327975,-0.04488331113468656,-0.023402480137332066
NRG4,,0.00800037293069924,0.0403448998134406,0.0012043955632958746,-0.025856253354691928,0.023701902616420006,,,-0.04460811002486725,,,,-0.01960070620834665,-0.028220387618376093,-0.02975807507918266,-0.035193740679209946
PMCH,,-0.0030983020391029503,-0.03797060308827761,,-0.019699741721285108,,,,,,-0.02646362191994137,0.05202035323935766,,-0.0162481340375146,0.07501355428974477,0.023302255809415404
COL9A1,0.07674952604003156,0.05493228545766791,-0.034003580047206945,-0.038585107973463956,0.013783387308258352,0.02951097907344156,,-0.014895638166217706,-0.09140735826546269,0.03187251655830386,-0.03651716486898792,0.08402315187404218,0.047469140076371326,0.013020262873365183,0.10092432139223162,0.04924362513720445
GDF11,0.024259841751913754,0.03614911747677241,0.03582702654582833,0.0514676198925438,-0.006998167865343743,-0.012516982504938365,0.0333178515267947,0.06373523761732254,0.0042462459925463256,-0.012416270384816143,-0.028887767294115074,-0.017543738924806426,0.0425923674692426,0.045395870332521696,0.07495615054992293,0.010992269586990849
RAET1E,,,,,,,,,,,,,,,0.021530924955583564,
IL24,,,,,,,-0.01653844286387051,,,,-0.01973063881145524,-0.020267957165044776,,,,0.02363686945209787
SORBS1,0.004536274414554299,0.058383482301835266,0.08636630049823736,0.11080432662593749,0.05187825396508942,-0.07128658720770059,0.015341315907437272,0.06733009555889133,0.023440737718140547,0.03717487258424378,0.013576388122139717,0.03902338472868404,-0.024753736025715966,0.06942282301877772,0.04204395385845707,0.05272612412765548
DLL1,0.09318164314918276,0.02699581595993275,0.01877414059266078,0.004243811669593961,-0.03658972739984895,0.052020434124338905,0.014653841446844292,-0.08333977349546783,-0.02369493151802633,0.05722669647787925,-0.016049116115049694,0.08350279484282803,0.01618255983863529,-0.06190338397637965,0.05669955246107377,0.0422751012613615
TLN1,0.04068279173026485,0.0626324271553981,-0.032188903107042866,-0.03137028549043188,0.009811086456988487,0.02376114790145569,-0.008413918650774848,-0.05672653433395303,0.04850481179020587,0.0065639144170469114,0.022718985162293148,0.022563658540087694,0.00925381397614916,0.020572647203262472,-0.014158926711171858,0.07830046673377132
COL2A1,0.008019112163514667,0.026008741715158136,,-0.011855990627792516,,,,,,,-0.043133762979456654,0.004115720797274033,,0.07654812473674882,0.024774947267322,0.10190055267671407
SHH,,,0.028891149612173577,0.057278138275844735,0.047889227764955175,0.08060810528909439,,-0.06525794778143985,,,0.04567180730151914,0.01124479302870406,0.11572590419449533,0.01418429690026745,0.0619747231303782,0.09109078205842581
PON2,-0.00133492522598809,0.03892849769034924,0.00904436434047869,0.0009911798347249847,0.022206768604664362,0.03174925933443408,-0.004274428420678763,0.185851350151801,-0.05653933546836606,0.10794862810955201,0.07635444841665653,0.012273720821711296,0.029788192220709504,-0.02527488329603769,0.10062630770479745,0.06082678313787469
ICAM5,,0.04412170596652648,-0.03614114461165131,0.01568147148604815,0.03756343523536104,0.02343890034834743,-0.01565566822803737,,,,-0.04669871247330291,-0.06468789714988885,,0.015516780077784481,0.0009044476719765605,-0.04315396285506178
HPX,-0.013339121376670711,0.027898102552991487,0.032172923534925804,-0.03363455149861573,-0.02641177420408838,-0.010740764505052491,0.06916067926161713,0.07102954231227422,-0.08645339141411877,0.001426013544500031,0.0029551611723411197,0.13365549156407336,0.031085590805792884,-0.010506205634882361,0.015875241703417035,0.10819413238707225
SFRP2,,-0.006344419574765208,0.005742239362028826,,0.015346447883361397,-0.007489446258860702,-0.016321982256989262,-0.037005280857497456,,0.007977487885593394,0.042234012549227255,0.014624079492851749,-0.02279886263853661,0.02250520593711035,0.08966883782935331,0.07539948938640678
CFC1,,,,,-0.01693784412112119,,,,,,,,,,,-0.03114092302881476
CD70,,0.008677628818221409,-0.009077774419850942,,-0.02246046319435111,,-0.008571872110228947,,0.04842633760775701,,0.17505650959791366,0.0088023663400878,,-0.0039037682287747424,0.0836599951287537,0.08650539294489866
