,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CCL17,,,,-0.004908555809625426,,,,0.05451871589233292,0.09776903251892302,,,-0.014744567187864854,,,-0.016601535203402087,-0.031190588131050797,0.04378291605655004,0.10938252089009434,,
VEGFD,0.07319257576251569,-0.021101048280927456,-0.017016496967887346,-0.02229325644459241,-0.016595310088293683,,0.04893385660981259,0.03441536608502046,-0.015829612845950868,-0.026452261824415044,-0.020552162721061983,-0.01580220934367966,-0.012585736339934208,0.09580565814254771,,0.05398868209615536,-0.02988894095582018,,,
TNFSF13,,-0.015923528161455276,,0.04794824058248733,,-0.011844248438586863,,,,,,,,,-0.004595350671432335,0.0293294314236664,-0.030389956098157117,0.09906588616099063,-0.03039815952766024,
WNT5A,-0.021601913101069053,0.05557001664662946,0.02023963170763797,0.012905133258165965,0.031916051295482896,0.024811548913468342,0.09698337546756419,0.042896287070830694,-0.008378664653965496,-0.0530274938932001,0.03584591712720533,-0.0003497484221905362,0.08374975535207,0.1473237637964387,-0.003928596895025051,-0.07281703379697063,0.018666149168606178,0.10231881111680508,0.010581856194564527,-0.03286755710431895
CXCL8,0.09890161115290155,-0.01401835923748615,-0.01593323916078834,-0.019396461301482728,-0.09867263960392934,-0.016847675195937446,0.01849256335621768,0.005744127273182717,-0.01474122377659853,0.041062657149190676,-0.020516631249765587,0.004478256780962689,0.12100494011889784,0.07732052175339249,-0.004016575723716853,-0.026626415224923598,0.04525778041364136,0.01465802106765248,-0.03324788885417876,-0.03447417074846265
GRN,-0.012647824657014264,0.06460621906869624,-0.02850052395279137,0.021549291492640316,-0.010111163791742536,0.03137207024058634,0.06635055307824926,-0.025277662186010328,-0.04639676934462501,-0.012181115633171057,-0.03354181817125693,-0.0007343956802706129,0.04039805868486573,-0.026314127407413693,-0.02651588230554162,-0.10439813950138598,0.044968634563637755,0.08672082501962969,-0.1422106005643206,-0.031952011333414417
MIA,0.06260121665241104,0.05090166138885652,0.026604646875253376,-0.04213417068700477,-0.04301153750069397,0.09720058367267755,0.02812957243760566,-0.02942400444537681,-0.01800285092684461,,0.026369982158621828,-0.021641849872870097,0.12503287634950994,-0.007717911908047411,0.05597137324430918,0.18021549904705092,0.02003906474843738,-0.03268279379702824,0.05317087624486202,
COL4A4,0.05826692929964427,-0.025342179496985175,0.028557078261080275,-0.04822660057011291,0.007059688032126256,-0.011269279105493881,-0.01284890901416088,-0.005971165282516931,-0.030243357837859017,,,-0.020993397269802146,,0.19599713641764466,0.07163946180184048,0.012353415875901202,-0.01903149995841392,0.10195925736934495,0.02608745833034008,
TAC1,-0.04104397200184223,-0.04928170519155068,0.02359540236044032,0.043193293797014407,-0.060532626302710446,-0.020619361974169814,-0.07013911456464404,-0.015675116339394328,0.015511268141190448,0.028463924866912748,,-0.028030256544448757,,,,,,0.09601100482159362,-0.024602699049504802,0.02100591987040908
RARRES2,-0.04269335014363344,0.0025223363312028785,-0.02285251100346579,0.06146557194096243,0.02603362186600567,0.0030290932655858446,0.07327920371737762,0.016540089569896867,0.04540932939270426,0.01772263854451289,-0.09270677987891135,-0.01171072066250606,0.007776952830332187,-0.007726687166601801,0.01156619935198528,-0.002550358236380533,-0.061557650278707784,-0.02678186696844268,0.03601978576019439,0.0791478877705449
FGF7,-0.045757981210343045,,0.11592852895119249,0.01683704095032999,-0.01985957720185094,-0.02048656855254101,0.027733701205605872,0.16220950733291556,0.01940414910217447,0.04221253727372768,0.08951212107213655,-0.021142669586046887,0.052086016121645366,0.0995743296517819,-0.014631058167616283,0.04943117107708954,-0.04924318269680015,-0.0005219230262581799,0.061134906896955644,-0.0032549256941287034
EFNA2,,,,,,,,,,,,,,,,-0.020535696175300728,,,,
HBEGF,0.03741662579396435,0.07301349793138276,0.0017374657432001337,0.03750129986887672,-0.05451533981954131,0.006290328085451807,0.007767223872257172,0.003903282991248401,-0.003330815122438596,0.05271038556951032,0.07977864527844837,0.037490685759383836,-0.03490200093948869,-0.08070648767509653,-0.02862907100183016,-0.024030775754310233,-0.04848134824866429,-0.03283638230941034,0.06063863982671443,0.007301478557846552
CSF3,-0.015631180195240083,,,0.0369345046759735,-0.055291200134265986,,-0.013593898426194049,,,,-0.03087605332911263,,,,-0.038176979719665036,-0.08107149977274279,,0.030706852127784567,-0.02103326823044289,
PI3,0.09846081928905523,-0.022199185399465603,,0.012280231456134097,-0.05090772445081136,,-0.015306909047933198,,,,,,0.017598326754024677,,-0.04968846039833956,-0.09552620994791229,0.07808811248144246,-0.03765293248147438,0.013385202709884938,
PCSK1N,-0.0636710542447486,0.015789991084892843,-0.05514885852698643,-0.031629985905143376,0.003130246480246549,0.014880225332606752,-0.06136535445611648,0.05577395873350419,-0.026141620472575414,-0.00761078311302135,0.019872008710871653,-0.016240899269353584,-0.033544483954109326,-0.04418477526877667,-0.013209620852627009,-0.047548923757841415,-0.009002087350175918,-0.05237547675458428,-0.06281270276912915,0.02115432119116576
NTS,,,,,-0.04162401858346842,-0.013757229315437814,0.03021256374090651,-0.022504665180612927,0.04655469316784188,-0.0013522915419295959,,,,,-0.015121010161479355,-0.025018848865587025,,-0.025663775682919655,,
SFRP1,0.022999604402489566,0.06465792326867704,-0.008688242870864345,-0.017459425424455055,-0.01893237488758357,0.019395901996790654,0.03719593568822631,-0.0009591168245194913,-0.021580575354174302,0.07113981884797277,0.05780669160324428,-0.04210226950499397,-0.08571166048113116,0.01325364181748873,0.034683564064738874,0.07478540936403244,-0.039744187417092576,0.02430012859515313,-0.009778002460270344,-0.09171407919594451
CXCL13,,,0.039984858172030145,,-0.01876222529106719,,,,,,0.04198011339809044,,,,-0.02598298145075283,-0.019925989816098843,,,-0.028987833421241935,
MICA,0.005594518331852328,0.04448843135291767,-0.012715821792995711,0.0318144918789364,-0.04133330713854995,-0.015692660800810703,-0.008075025464966266,0.00528004124673216,0.03245407849522176,0.024506186970384664,-0.004700789134437785,-0.004546190313340865,-0.09076077140857977,0.05142222352614788,0.042550618756947295,-0.025161449056406302,0.03697598521962739,0.004628211294284785,0.06825342392998494,-0.0584226953717586
TG,-0.02612423756833312,0.05065293572057362,0.0823732652377863,-0.018841486203847024,-0.011414758370711745,0.030418260444441965,-0.016406619181846643,0.0382081005249645,-0.015617768510269685,,0.004327998514792881,-0.02214842041793441,-0.05754788696342345,-0.03313051943991333,-0.001933504128827574,-0.030813447349113236,,-0.03379734395564047,0.04528831260933992,
ADA,0.07684305746487916,-0.015498346289204691,0.044374662100665506,0.012764075384367806,0.08325436552154403,0.015558934459240295,0.023634124810993796,0.010964762205775096,0.06654586614776467,0.017367612207050683,0.1367294077010097,0.0028221468133925957,-0.03777105685786401,0.005106909281074866,-0.007930509915541626,0.09124805011648086,-0.017089581971146565,0.05641959430015318,-0.020999696967934675,-0.05508797220280562
LAMC3,-0.007651003679416769,0.06078768379727479,-0.028728176920794,-0.04175930556319553,-0.035226768725814414,0.021057676861830427,0.1094798376164115,0.04554118809360675,0.05670793952998068,0.012263593499622496,0.019784644413023467,-0.01762537263784811,-0.060158001941529926,-0.009210689552502779,0.033073511703804445,-0.007265110359512576,0.0018583328794979953,0.09027296329700167,-0.01564980417396451,-0.053800641911671894
CCL7,,-0.013422045013944579,,0.13259910832631344,-0.02487524672057622,,,,,,,,,,0.03004650735962511,,,-0.018160449416978666,-0.060514952534073324,
NGF,0.04136514112835179,0.06954188771106101,,-0.011156002623091237,-0.011978453999702633,-0.01515327277821951,,,,-0.02381554850619802,0.06386388011959937,,,0.013742237265209924,0.0948581288402385,-0.020259661869747574,,0.17054805715123056,-0.04050136950492834,
TNFSF15,-0.023357758068183354,,,-0.015169169044968688,-0.018417548259690497,0.08298571219580049,,,,,-0.019662477648736233,,,0.06999838174117311,0.047428560922246905,,,0.019323710911413862,-0.03955214857099878,
HMGB1,-0.10810314506732867,0.019950391010398184,-0.019901893794370518,0.039701825351015595,0.0828042039677476,0.02736519756204695,0.08614490442241078,-0.047760122884703916,0.0472443285718194,-0.03769428729573587,0.052592772760416545,0.005179127367999665,-0.046728844425910035,0.01572144417546871,0.0022308318391746785,0.023190998005932086,-0.049881572013732604,-0.020794443919816784,0.00866482650771418,-0.046241050897217174
ITGB3BP,-0.022102234692928272,-0.03524534324249888,-0.03119278418996474,0.027148336867247633,0.043280344430618095,0.03476641398761444,0.04182401172958939,0.05226764813528287,-0.0007378553291664019,0.023697552923969446,0.03174751211654905,0.02843473033387645,0.10666387014242201,0.052392513027644236,0.09244412572366445,-0.03347200823435705,-0.010644348724969374,-0.0498811808756029,0.0708137760128664,-0.0416126813525136
AANAT,0.0028034865798362758,-0.01947334529365422,,-0.013802393899790908,0.07013022372014414,,-0.012262064257426413,0.03204580351703098,0.10965503986769476,-0.022390118057963593,,-0.01977842654943583,-0.025142356128627547,,-0.02182842482154653,0.04525445101351555,0.008486037378690048,-0.01921451281346114,-0.02182117289712245,
RELN,0.03906347409374688,0.012305315946806035,0.0008444142940015659,0.023544571978039976,0.025522380751419972,-0.022573378639779547,-0.03598074387713697,-0.037638904080589314,0.042803319013259115,0.0021691748718935186,,0.025862233054133536,,0.02714368402004213,,,0.003174923904903921,,0.01514850819723956,0.12659173384591643
IL15,-0.014450230986277153,-0.04244012956576557,0.058297922370239764,0.009287332866594921,-0.012412216603639238,0.043061386461811894,0.03980170149904576,-0.018896877545285788,0.02336258446657984,-0.021892012562312536,0.00011170912346568472,0.05531975147333171,0.16790690752460902,-0.05127037021441637,0.024854931665494462,0.04330357524099054,-0.04365399564973685,0.028050721407385668,0.0021258863008743038,
UTS2,,,,,,,0.0695910583583441,,,,,,-0.10901802275587484,,-0.018588501305315957,,,,,
BSG,0.07223873043645251,0.017256277028930886,-0.020547024793522082,0.014412122526056129,-0.02213161349749581,0.021951388128603633,0.012673357590183091,0.018642494703385772,0.04138968858290493,0.009835321790441198,-0.01351972530757411,0.022458667003837255,0.042529167530948965,-0.02561120395222523,0.03330944921468123,0.018271173411247527,0.011081312243316684,-0.03212253757253906,-0.0108452041221487,-0.07109401083618412
ADAMTS3,-0.061928599781777095,0.010985650706298273,-0.028385765091222523,0.05505108839324073,-0.017944420249233026,-0.021087849156168802,0.0684740212535217,0.07170466179874098,-0.03163366601574846,-0.035953268501186464,-0.028795960446167966,0.013269348948789823,-0.15557458643077607,,-0.03118021089052646,0.106508458997619,0.030395687940976995,0.015005841717426405,-0.030916253499977935,
CD34,-0.007945088991836878,0.052869315248308436,0.005997566345976356,0.032503104277991926,0.008263666888011343,0.0293707781306114,0.020137927020962326,0.004921397514222033,-0.008834240001717831,-0.05657312145604759,0.037556043321176395,0.08475947238596476,-0.02366752520848025,0.02371255277572211,0.034961560972934395,0.01941297671745137,0.03656952353480921,0.024763111304680365,0.05798083619667118,0.013192368996240385
CCL23,,,,,,,0.09496018199919196,,,,,,,,,,,,,
PLAT,-0.015287741851900809,0.028062321378122514,0.0239205184187766,0.02002654692498258,-0.05093213830631309,0.037394654168214,0.11865145519107763,0.012560485188010668,0.06609329793332487,0.035334933353043795,0.0006469273122303532,-0.019963605153270263,-0.12487220358266887,-0.03693739865171166,0.029691413883696945,0.06256145510602727,0.03258135636732489,0.04146699585130984,-0.031085238885349906,-0.09918268641364188
NTF3,,,,,,,,,0.019788069306523617,,-0.03266873411194087,,,,0.05009673011988227,0.06186391668738113,,,,
LTA,,,0.04247683040274135,-0.017459424607675692,,,,-0.016464805664744772,,,,0.0006270092379965817,,,,,,0.03887138691468684,,
CKLF,0.01524637316948984,-0.020187475086821366,0.02743438185987095,-0.0028468156890806232,0.03868727934043481,0.01066185037442923,0.10279078287085719,-0.03280782595479443,-0.004125263792328965,-0.02181023074663113,-0.011061549259965324,-0.0012936344179444836,0.054557535713696544,0.09091111785674051,0.04625111066570411,0.08197480397708162,-0.06812217674202693,-0.00824699673837674,0.06435399000104836,-0.0820722264207577
APELA,,,,,,,,,,,-0.03624672374878983,,,,,,,,,
CD24,0.05993495293653483,0.0021261403820041222,0.04928807786273133,-0.004511957150542699,0.010643847763908901,-0.008746063313942865,0.11064846984946092,0.058456668076164106,-0.014612847769135877,0.023597163736328253,0.10321469831933593,0.02578610622778611,-0.04155917042361509,0.07070383580379583,0.040446675061392795,0.020933668708531965,-0.06156275001366534,-0.001159973139308384,-0.060078381744790126,-0.03122455018032744
HSP90AA1,-0.064750144231806,-0.025180763425930917,-0.01621891508937093,-0.032570034538116514,0.020206128045872015,-0.0531633962446841,-0.0724244126474366,0.036557961298985274,-0.005364825350038421,-0.016504788933214318,-0.04889299247637531,0.007334963521644522,0.06438695343060033,-0.04084937766469113,-0.07572788216390137,-0.07880877857739703,0.021316833571862176,-0.009296728399496483,-0.08247752329505086,0.04089286681276307
BMP4,0.04945863334553915,0.051131224136336126,0.0392334799553124,-0.040734933527033265,-0.03220588460446309,-0.0078179609300635,0.033289257260111504,0.03728360347457722,0.03069272260037834,-0.03571272414283713,0.05207772229604363,-0.015630623696677844,-0.037486734236853954,0.05087315609535206,-0.016526976002226787,0.06292487686712772,0.08882161470322777,0.024590912670361603,0.09063584906120187,
SCGB3A1,,-0.013422043671758012,,,-0.019762968452001057,-0.016712505978713245,,,0.0038425002305814337,-0.011747100729459982,-0.010894728238505944,0.013264351784345185,-0.04103201051343873,0.022288555718989113,-0.014002092375807244,0.07242953579451052,,-0.03807760709411512,-0.04384977344480902,
IGFBP4,-0.041272734432723425,-0.0023994007341694617,-0.025517255021869897,-0.05160286517444767,0.0004241659211315125,0.07285154823032489,0.1263434386080868,0.03903376007905944,0.01666903702324654,0.023555153734054438,0.10328239073830324,-0.04209198607669846,-0.06011671217896008,-0.02732586437396742,0.004398382013185808,-0.09614501663676674,0.05615923151587589,0.12107188025014885,-0.06139885330796757,-0.021263750794810035
RSPO4,0.07926696025675252,,0.014531883817393237,-0.02672470826026154,-0.022809678166166795,,,-0.019149571339953687,0.059545615526253065,,,-0.025445431582379698,,0.01789251826097112,,,,0.014675018854926237,0.010807599771733312,
LEFTY2,-0.03863349969993917,0.03728618636362601,-0.01202645729071266,0.07613249622115152,0.09295724868744958,0.05418429360133084,0.10771427426232477,0.010044707988790714,0.053838779819483935,0.020466525967299826,0.048566552157240976,0.036867270214959134,-0.12214767532877475,,0.019521854866786995,-0.023612361011496465,0.06167549320315551,0.007170345087152054,-0.061011156316395046,
PF4,,0.03574135641611055,-0.010806971420842384,-0.01188524458142712,,,,,,,,,,,,-0.018822387297142352,,-0.025859832566182298,-0.02155455359822087,
ANGPTL2,-0.03534800871133445,0.01191522997283634,0.018947815268923994,0.0038498900396450246,0.02863894373869508,0.010819326378040707,0.06671549798048988,0.00372096461249345,0.008212359963923296,0.07985760304585147,-0.038354603256049724,0.03132716211893885,-0.1060907540118029,0.17146279272552956,0.07571548818507202,0.004604153101459467,-0.0025041993250729494,0.027908898370541644,-0.04428833367519807,0.017093775877304297
LRIG2,-0.005788525186111696,0.0214139803269009,-0.006172949528230696,-0.03331982309328878,0.0371433819571518,0.04719718250034163,0.031102935444595015,-0.005776471950461614,-0.019030166696030863,0.006933641970684579,-0.03456755828105529,-0.002097394565783364,-0.043957131581983985,-0.044093068607686935,0.006678879705247436,0.03998582123874713,-0.012769470384582083,0.08975826217037108,0.008684708474200489,0.06942363805595061
ICOSLG,-0.0033172427143580013,0.05181429776246333,0.03148808431015154,-0.006156240579308455,-0.03644215747350722,0.019859155371075646,0.05599481010620892,0.04091151838132799,0.0533029212893523,0.0022548782886561564,0.04465857645370803,0.02107478584163936,0.060398115817009664,0.1332807108893181,0.06539026602871081,0.11821232959259473,0.010022200911289837,0.10181601324231945,-0.02511769694929563,0.11845213413712455
WIF1,-0.05367521262124367,-0.02505256683018975,,,-0.011467874273981826,-0.011840093892419537,-0.064553977046885,-0.014777270632374093,0.04268860673024416,-0.014843379760359656,,-0.029756304186428766,,,,,,,0.011011236869032642,-0.012141195264089506
NPPC,-0.04707167264239847,-0.04163877458615096,,-0.0028713575416036796,-0.03030646010584519,-0.032062883639106136,-0.03301512278422279,-0.018599884714340525,-0.0211042392163017,-0.040448182548770875,,0.022206828483411253,0.04256554099314591,0.0013752817267963515,0.18598178514977323,0.012874473689108969,-0.01818983661428239,,-0.05180057112202452,0.053415874464116796
LYZ,0.08811215179134334,0.03353021986434571,0.03931216145997636,0.019657374049115797,-0.05932347248278297,0.04385783813090457,0.01276165181781877,0.015620236511689235,0.10155485087167403,0.042158440044379734,0.01894913017824835,-0.017402107249992235,0.10289563172892728,0.027853984240224623,0.07602576247112512,0.06486308164774603,-0.009246346305552228,0.011729169050984565,-0.057743584245289546,-0.04509472173623105
EREG,,,,,-0.032098629220584374,,,,,-0.02449923959597689,-0.025997045936615025,,,,-0.0011700720548262081,0.02350348216635108,,0.013635183813646461,-0.024815676357101867,
SPTAN1,-0.0792659416093246,0.05954852571190665,0.01360317349336582,-0.005383543913453924,-0.05382015025016021,-0.07418262389630198,-0.04422681763523043,0.0016637407690789463,-0.037028080313011594,-0.05463768563395532,0.0253674576034458,-0.039628222427061356,-0.09198920541734638,-0.004644044793370041,0.040598834173559806,0.009611021820215183,-0.05859383603916556,-0.04221474209141224,-0.06528032304541545,-0.015130670038400483
LIPC,0.1418618138887131,-0.017045675730443518,-0.01626506956234543,0.03293618204118891,-0.02208352272309908,0.09169155103772476,0.061739678291282074,0.026535156542046783,,-0.017472551867687973,-0.009381161649598435,-0.02881604681534346,-0.0369570142259395,0.021089237586957764,,,0.04124349873506427,-0.007555801724657253,-0.01851159301711263,
COL8A1,0.03132462788610991,0.043959348386109064,-0.029901044130499932,0.043443405416283096,0.004747159559536405,0.03318617969691526,0.07538187270633209,0.04723526527896267,0.0035943368371859795,-0.02830523319826135,-0.08518478172067345,0.02211470081577708,-0.02780441611145329,0.011674853039620653,0.02050124232825718,0.07286970629491449,0.08894528738700665,0.04797173854656272,0.012906899789283994,
GSTM2,0.0016269579762886695,-0.0286166663527151,0.005327520950300221,0.036000008252789734,0.05123783970114774,-0.01107127174115916,-0.018252055291089583,0.005466714736612417,0.01447822372963281,0.13722347028355145,0.01021847067300498,-0.0059093536631084536,-0.036065027585339346,-0.00044671926009125755,-0.019474721213592894,-0.0581851756157262,-0.05876097779060073,0.006846497094834714,0.03840802116119902,
IL4,,,,,,,,,,,,,-0.03532737849264815,,,,,,,
SPX,-0.033886466810831205,-0.015194324261702164,0.010989999567029294,-0.034998581482215095,0.028509973344908564,0.01502855257581136,-0.043004181750655845,-0.007730169195734592,-0.003309429958829853,-0.044875531490317325,,0.010308267026331924,,,-0.025087052146210813,-0.023370399680352226,-0.03515668077098592,-0.01906209669254773,0.039950763701892,0.03786816487643688
MFGE8,0.0573335137298425,0.0498236994906845,0.0017773949492835357,-0.01579945869882849,0.03445900507633027,0.0072821576139880965,0.09017848954454315,-0.014019593726197875,0.007373364376139716,0.017167887959119683,-0.0035693801246402183,0.05372820422281621,-0.16993240197871304,-0.09634457375381077,0.02074204369296498,-0.00010036696753717189,-0.006625843991194225,0.019303868484741162,-0.03110807133901302,-0.05162855337516724
TGFA,0.10324777756782932,0.044111725222862296,0.011730201497113603,0.0027431580638653088,0.031482684678847815,0.05756137131870518,0.02053598690036895,0.06059027375003103,-0.005532491789197527,0.055843147520361826,-0.0350360017768896,0.03921534608567723,-0.008319332613818781,-0.021102218817953225,0.0695758430031658,-0.02675851750307503,0.03801956343852147,0.01581569728602896,0.03237843114880788,0.03758844739723735
SLIT2,0.005727532211845528,0.051397550737634703,0.04129879935172066,-0.0008262047465431018,-0.03170502461171486,-0.005031359429254643,-0.04074496115076501,-0.013409491504832215,-0.03562749995315603,-0.061494251566862085,-0.03356272073057323,-0.005812581338172401,-0.06128740789387933,0.03654282351907567,0.06810938323124463,0.09129426878795785,-0.04944422244972269,0.02345290386697925,0.04018030875586831,-0.046965899541487006
PLTP,-0.05761350050001219,0.0721495697423651,-0.019389144240726117,0.014039076168437838,-0.057460844050851584,0.03798510832898492,0.09928792674846768,0.03153344657499031,-0.014902317378892933,0.021853640300744073,-0.0011442906483757032,-0.009566621691527524,0.12286166337837715,-0.0863149771243987,0.0073109946710881064,-0.08078994447749169,0.003594838967531336,0.06778509013267013,-0.01697064239089749,-0.004232679548827463
APOD,-0.13099290619880774,-0.014882397021365838,-0.040875294772210996,0.027676327974005696,0.08446343324359908,-0.025412219452191662,0.0636801148419868,0.03113991877333053,0.05086532336856514,0.03438905469033641,0.032301526829489224,0.008268822837136449,0.05534387876803801,-0.0007638462807284704,0.07525669318230221,0.03613498962340615,0.02881235795485213,0.10166876861137861,-0.02708582924019026,-0.0463444037856569
B2M,-0.07647010175985354,0.01700261730122461,-0.07733889108589934,0.05562073631403455,-0.03233311935747472,0.036967282945712096,0.09132057460292847,-0.017956237180021786,0.027009916477882732,0.04050107190454466,0.0884401784960643,0.006241511202305491,-0.04246905442138437,0.06526565893182208,0.05518273465240659,0.061472047607865336,0.03599734573064856,0.06414368268366435,-0.09017966084033872,-0.07929947038015797
OMG,-0.03226384750898501,0.0452104582404094,0.016465569858366898,0.03355239004514049,0.06533585828294582,0.018599314074702812,-0.011010901194351122,0.02612025870134725,-0.04696241541216083,0.028322619964408026,0.029458277395211847,-0.012399471490509014,-0.0742133975656377,0.038759580075044105,0.009670120820910013,0.052152337897308935,-0.0027816060677120524,0.05701640550058261,-0.06504113561027293,-0.0070839793991576356
CXCL3,0.011851754970067614,-0.03438296212753331,0.02384650224667606,-0.0210685253348917,-0.013206349630050723,,0.19940537565201896,-0.0014377146129651854,-0.016245360145259867,0.09415116828362638,0.06849867681423084,-0.013210698468795284,-0.038090760494970205,,-0.052711597110584055,-0.0061410545445381845,-0.0036988679956162594,0.001335784814728729,-0.0144504835245666,
CXCL10,-0.059630267048380016,-0.04789591511869119,-0.016115805793860585,-0.008836130825479382,0.054457201760798275,-0.017895641080227426,0.0965397348673349,-0.0060231808507254835,0.02292112874155218,-0.029012420658876693,0.02884863022895932,-0.020993398596067924,0.057217473210969254,0.10164071103663529,-0.02569372756619902,-0.02524627790945114,-0.03325647844696574,0.06308683112446323,-0.01866029230960067,
RSPO3,,0.055081426436381614,,-0.013802392879950269,-0.022083509107524015,0.029273691034841738,-0.020134959698999515,-0.028922532783789645,0.037514520161422385,-0.05261705037108077,,-0.013804925288618984,,,0.055941582476614425,0.0758836286533167,,0.07198924850836369,-0.03742955286456876,-0.03003870359970395
CORT,-0.025859577708982045,-0.011134535771277938,-0.0021420211638480706,0.025086122805201786,0.06817824229773228,-0.030121312970125557,-0.013374914805285007,0.024912298195013272,0.030773571500659843,0.0022204981282177164,,0.0018700558810359517,,,0.018603515947033977,-0.019696671637846164,,,,-0.03207647010794804
NCAN,-0.10569626022147058,0.07172724953103615,0.050549528550082164,-0.02107930166122016,-0.03325408401942306,0.008433421891141936,0.035551436934413524,0.026374400308775414,-0.0008492585499392159,-0.0006255533616553793,,0.021752280104656914,-0.09817534169577992,0.006156449165379888,0.05211395126645762,0.03637630135896862,0.06307636258268304,-0.028394049244085142,-0.027860555376554363,-0.10396039374338026
