,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.07429397368633217,,,,,,,,,-0.012056933788369027,,,-0.024219216834033053,,
BMP1,0.0832933543605316,0.00947464209193503,0.013863037611526324,0.044287711680204636,-0.004161194384962379,-0.0015659034743516764,0.002592204318086804,0.041897956014289875,0.025148565231765556,-0.03329267193425529,-0.016459423334121454,-0.07031804638032538,-0.03947800487111547,0.02213183652199884,0.07623774416290825,-0.022724149643542,0.006445210176824868,-0.01231136863041425,-0.022596242949500963,-0.03942423605179616,0.04823033842068094,0.01867765648967808,0.029795112500915273
NDP,0.015431171617695798,0.05770745858661429,0.013158644993969227,-0.028032856978026616,0.016334040563776197,0.015507600331908547,0.08477461887995434,0.00017594052787370086,-0.007720912018452605,-0.026320789682268808,0.035598024425285535,-0.03390589110085254,-0.02489135893142363,0.041033143124014924,0.08972056667194364,0.02932709382674831,0.039772022725175465,-0.09092997146458151,-0.0029745507507979298,0.04020519454380823,0.012825052787465008,0.07616907081230286,-0.0434017090603523
TNFSF18,0.0019019466186286586,-0.021544826492106303,0.007713785585953011,-0.009173114456080806,,,,0.0638679041742544,0.015488927724180345,0.018410145110624755,,,,-0.04591639630287727,,,,-0.04157997573673712,,0.04359330252001459,0.12289801186067854,-0.02517115287386591,
IL36G,,,,,,,,,,,,,0.025047686660997968,,,,,,,,,,
RTN4,-0.10692684779064156,-0.07163297224441655,0.03836036619523842,-0.013370450445690314,-0.017296054030516688,-0.044344997582813295,0.07260991655256059,0.04650047682641735,-0.058382099927209524,0.01577406185308178,-0.048770250511413114,0.27976433539531353,0.079390321496041,0.12807160823595176,-0.03886249617093822,-0.04042765109969397,0.046962797994548125,0.03742960454812733,0.05851139894623939,-0.06243043545604311,-0.043268122429605996,0.13298609463979785,-0.030518553251980676
HEBP1,0.01342311926374419,-0.011588547171998876,0.055754945764614754,0.03145994044984566,0.05767121282421539,0.012273255855320854,0.03759587600536624,0.058533378184549394,0.027877443923246824,0.006123234517037061,0.02582015714645159,-0.04750727054948824,-0.035320179541963106,0.035932844305085726,-0.024550526224310504,0.027433668687045994,0.030432358980559026,0.05950236146920633,0.04524430761168629,0.04590221126744,0.0399052966170104,0.0004876481982942082,-0.0646697902126631
WNT7B,0.037198385124586196,0.012611722183114035,-0.036740822025467135,0.06718254041868402,-0.02955269484373359,-0.02610007380169748,0.02532047011378998,0.01927294413648323,0.006980171800177672,-0.005970911880004634,0.03989577340258993,,0.09424927317820336,,-0.015895368248683702,-0.027664658943346236,0.00890204268084741,-0.06640645440077574,-0.030078684497783118,0.11550631885540737,0.024425147534179674,-0.018721478695269904,-0.03487688283620661
PTMA,-0.10840166798074448,-0.038337297457796515,0.01317629743571417,0.04749109880525284,0.0924064887943278,-0.01814624182100512,-0.053366017650310064,0.038540853558445595,0.030409443189064654,-0.020606278016888867,-0.037367900030384114,-0.2512423851674844,-0.05298333341388956,0.02789041787464171,-0.17253269562011997,-0.04886006857500916,-0.01889437824435013,0.01539381340183604,-0.05668316051592329,-0.06262260699279812,0.022764534975727155,-0.08643753872160244,-0.13176594949993722
FASLG,-0.00657159582808766,,,,,,,,,,,,,,,,,,,,-0.02100531849765165,,
CEACAM1,0.011653898402710777,,0.010069756993686512,-0.01884811065154196,,-0.018250609516684304,0.026859678915725622,,-0.008202145538675954,-0.006057601142824731,,,,0.06291322997140644,0.11514562823696613,-0.023423921465450876,0.018336693508308844,-0.024671180267001967,-0.04085781476790385,,0.02824038103866842,,
PDAP1,0.14481726756405386,0.03772603618967086,0.029798396436434744,0.03311967942944465,0.032539988185287964,0.02521578139089823,-0.08701360678565553,0.07396846882946775,0.05733299236133212,0.036669990328061494,-0.05399971813582289,-0.022440310306343608,-0.017134321030982044,-0.01978133607604583,-0.0009265893456198569,-0.01280968259291552,-0.03543516517853876,-0.03332889106416684,0.029472278886608496,-0.024167977622570697,-0.005088972937558135,-0.06845127037881311,-0.0012115058524598233
QDPR,-0.19819784386924597,0.0009660222754147734,-0.00011908251685853625,-0.01908995581750405,0.047679464790398446,-0.022697524630158814,0.038338269042548924,0.042901044134214215,-0.07380783893040238,0.04108090832583134,-0.035024187162122765,-0.1617673947981135,0.04381379087809698,0.027729683295304907,-0.11162282881007327,0.02624188662477345,0.0982488882442136,0.07508556761833579,-0.002658560088511712,0.01682578317559069,0.0067391650192771815,0.12841922404086822,0.0321166141348482
POMC,0.06749754753742944,0.05021078430587666,-0.0004918708495767038,0.03598098859444088,,-0.03701846139025763,0.08305689595717654,0.017880829450513634,0.0723187293162305,0.00040058116093385755,-0.03733708465712578,-0.03447384862034987,0.018662184843963592,0.006825431682842517,-0.043510336209251294,0.05211867111200392,-0.027560584549000764,0.06809214657343435,0.013499749411823891,,0.019187685713419167,0.0609050407713278,-0.016593580912749234
CCL18,,-0.028893383832609396,-0.016735054793400674,,,,,,,,,-0.06253940939559581,,,-0.040582777549173506,0.033054857124397985,-0.020443340507269585,,-0.03590565706009756,,,,
CCL17,,,,,,-0.0024383921740744616,,,,-0.01050263346885083,-0.0005627795249965316,,0.022228649566931616,,,-0.031228649776435316,-0.01958541643476759,0.07581654144728381,,,-0.019038961908752233,,
VEGFD,,-0.03255439848376846,0.08616406852208347,0.05703261057536534,,-0.011594468802550065,-0.02634866384646898,,0.00948015229252756,0.011983727063459635,-0.025363877822626592,0.052427418809577526,0.016857600240443332,0.033940290820769596,,,0.01975175575680393,-0.047291854993750916,,,,,
TNFSF13,,,0.04171785647216608,,,-0.025020247658465448,,0.007477150918794644,,,,,,,,-0.005458739758338382,-0.026953292708525728,0.006665360987294003,0.0374082218590788,,-0.031022399312730313,-0.002832953422917619,
WNT5A,0.04350490694490012,0.0881475540252434,0.036080766056276165,0.023545670250834805,0.025987457242434408,-0.0019237315073786225,0.01263579039542425,0.07361448950114599,0.010851313411062236,0.024159930427052747,0.06200039468167289,0.061538328676111996,-0.014035845644100481,0.13648861162829456,0.09446682600342352,0.011120575132449972,0.024823137956467494,0.02417085818200941,-0.044652321607655296,0.07217499818053631,0.0662722611919165,-0.04016317642992158,0.13034465707036394
CXCL8,,-0.08870689787112716,-0.021689489424904233,-0.01114213865610204,-0.06058457851382912,0.020233404935917607,-0.09085600263611378,-0.025787428531932503,-0.03426095045517043,0.042071600153771406,0.07117134257545123,-0.12475007433918184,-0.03008452685999663,-0.02451141972131967,-0.07145236935903052,-0.0641623716193666,-0.13618237944683384,0.01072094639307041,-0.04355619611782467,-0.0923164876696425,0.13084179214007755,-0.15499443221021997,0.0002566681570329632
GRN,-0.21577248934136373,-0.0709168951747769,-0.0020997816947009493,-0.016709552176493322,-0.0010006661072755642,0.01832323259599116,-0.0011752715075217142,0.05278634742268381,0.028980383063784563,0.00764075619211891,-0.017734479139547062,-0.16493001031874,0.06922252077881766,0.011865292572966904,0.07268742000475871,0.018873791751043163,-0.06320720823729385,-0.04041279319466955,-0.09105204286665336,0.011069044495429564,0.01807361372927444,-0.006163313519303271,-0.075430046866045
MIA,-0.009697793426165634,-0.03159977319233401,0.028160798937233313,0.004707243261619343,0.020423498596018868,-0.031493947593647285,0.029640755442068716,0.03581842821110298,0.000382874761538519,-0.028199712462017003,0.07257744707056381,,0.11324071242243505,-0.0011298364194600441,0.013939861116636348,0.119699087675979,0.03801310470772341,0.012598518994343168,-0.04276991758381585,,0.008730238787712787,-0.024671548263235955,
COL4A4,-0.014163245475698976,-0.0327716834989109,0.014593179461386316,0.02332978000256415,-0.052736799940002986,0.014299227315544474,-0.010022924562149304,-0.02898427953617073,0.033325814011856435,-0.02987376310118024,0.028207921467900333,,0.07778340329276433,0.09922806147570737,-0.022539066506719562,0.11928436886360114,0.008197189325824816,-0.060941117162965026,0.044467908164633925,,0.03191163230980043,-0.06489728822522818,
TAC1,0.054066231352061164,-0.011767951824527924,-0.012308649904133507,-0.09241893482982624,0.02597943796141312,-0.008686306341883969,0.06324656185583176,0.017734745916390057,0.017758997471900916,0.02848553078128479,-0.026044866403636555,0.14760875017565314,0.029747095860376847,,,,,,-0.03147720075455563,0.0033680366923422005,-0.02502865139218654,0.05839701258542222,-0.029841294054696918
