,UKF248,UKF266,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.03219518232633651,
BMP1,0.054983142459164906,0.010156289783899956,-0.06620532545893879,0.05107657690550806,0.026262190283992612,-0.05606974521276454,-0.049861339169035235,0.08151566638549407,0.04005171173162396,0.11948910585885895
NDP,0.00012655153535371392,0.017851875102739483,0.03307617229380804,-0.03308689473076702,-0.10574946580687253,0.017020129993219453,0.022065697635141764,0.0048080464701599395,0.047934071418042026,0.09245393436822803
TNFSF18,-0.021229005517786625,-0.013800787064850417,,,,,,,-0.02248899519305676,0.10290695152650026
RTN4,-0.026724045410409455,0.00209366690110712,-0.06257291350869089,0.07322990133581544,0.05543401654897889,-0.07435689441438344,0.004846615983532971,-0.04310093525995304,-0.023908453051806167,-0.05343885939204054
HEBP1,0.07152451308316152,0.023906712955144686,0.057161631020619656,-0.0037691989605981723,0.093799088246736,0.0012679742813310696,-0.0466782756213884,-0.017936572035387247,0.05598743275015762,0.03858412592202041
WNT7B,-0.010539652195906093,0.005191447710699841,-0.00951997447355519,,0.003248131389902249,-0.016732869083804943,-0.010234965433173602,-0.03410682280156636,-0.05600449284258059,-0.019775608883368337
PTMA,-0.011582671197783308,-0.026323299362381983,0.09589226177865438,-0.0964815755975699,0.027102397499252532,-0.05192419299721188,0.002057591659608055,0.048080795484369616,0.020103319037025575,0.0891935968200858
FASLG,,,,,,,,,0.09852606323978885,
CEACAM1,-0.020601165861024475,,,,,-0.017930266344020396,-0.01668742965100292,-0.022637194332813627,-0.038850573383609165,
PDAP1,0.0038165793767408426,-0.018828077426525616,0.0020942313262638837,0.007045263586797458,-0.09803503574231358,-0.027313803308745017,-0.006972747393281431,0.04190449170640198,-0.060081645189503555,-0.07411029757809141
QDPR,-0.024021409432576753,-0.07644688038140493,0.03541972531484357,-0.052214952950607366,0.04796004586237441,0.03565773761757958,-0.03615280461917988,-0.03383039446978345,-0.02822243503374098,-0.025177922015832948
POMC,0.007782587467970926,0.03893790478088764,-0.0015764729679279082,0.028960968757706117,-0.07525971287002269,-0.03303259989988383,-0.028774641356571106,0.025402461884280726,0.034733900935293015,0.007918263532537566
CCL18,-0.011949501128540813,,,-0.049700402561243515,0.02648762436671691,-0.017844421548288074,0.06876323025755819,-0.04121189881011557,,
CCL17,,,0.01337127469317311,,,-0.012720656121796793,0.02713470259310315,,0.039733097479154496,
VEGFD,-0.02570831667703569,,-0.009468797730076048,0.0362540222277515,-0.025229735649607815,,-0.01668742965100292,,,
TNFSF13,-0.019400320739534144,-0.013383884446318382,,,,-0.024409028425865197,-0.026184302392444795,-0.010994606379039405,-0.020686459241460984,0.014230797312696416
WNT5A,0.07138672551163906,-0.02979378056841828,-0.004506719655019255,0.020792561894297158,-0.04696427764965664,0.032674470185542634,-0.019691770554094205,0.05998730008006076,0.11060772609762282,0.10593924396665005
CXCL8,0.014388581185396113,0.06103645202426628,0.04683260044223847,0.011588750585882046,-0.07754212455384879,-0.044141377976850374,-0.05635454466315559,-0.05152955297520012,0.020612259448934144,0.047802710694163815
GRN,0.04183259471288898,-0.075930862575804,0.0227869650589105,-0.08986789470157021,0.011385762434677003,-0.0026477578002189225,0.0295155525656552,0.05862737644208712,0.08322011490731272,0.12450579232076191
MIA,0.02497739940783089,-0.024200644311127447,-0.02171408938319891,,0.06221242440594015,0.08266172333921187,-0.012722275506725477,-0.009402658560807032,-0.012580680098979348,0.030230999370863126
COL4A4,0.003766954863722713,-0.012734174745091335,-0.01651570132737889,,,-0.004624833998202905,-0.010315045138442069,0.049438162073431303,0.11791023598535148,0.07933768689408639
TAC1,-0.06001958790242054,-0.06382402447315742,-0.023470016895541727,0.06335706588489465,,,,-0.039055609164445386,-0.02090245486421441,0.025113065733492368
RARRES2,0.0033792427598543515,0.06377221703419196,0.031621528145011686,-0.055432659105790316,-0.12032995028546886,-0.06457045743591223,-0.024091675232723948,0.06389846445678009,0.008438688227788482,-0.024540050220265276
FGF7,,0.01464274061827284,-0.0025622315075633753,0.038405779010458635,0.002293479098615504,0.0002946804349556362,-0.054254649472971615,0.04420923672917684,0.002282891805152231,-0.00848780694589775
EFNA2,,,,,,,-0.015860285109135844,,,
HBEGF,0.01884451655985725,-0.0667469538439821,0.044154397314264036,-0.08295425001057,-0.05571383726312402,-0.03598223977479833,0.010138684243495144,0.028035425048255305,-0.02302802428197031,0.1000555243789029
CSF3,,,,,-0.07837391064772463,-0.03142145250160576,-0.044438333110423174,0.004156701745658972,0.06799289929548302,0.037019389835592977
PI3,0.02213175204172399,,,,,-0.018779192281891822,-0.002159228850196213,0.0004630757545930899,-0.057893808969338045,-0.07044322742664962
