,MGH258,UKF248,UKF251,UKF304,ZH1019inf
CXCL10,-0.11214068964517378,0.07680215757011921,-0.007554484615225904,-0.01858273353319252,0.040312873002488404
RSPO3,,-0.021630083407229547,,-0.023044927431776607,
CORT,-0.019298008586107487,-0.032842122831985454,-0.01770751180749535,0.042488703407283133,
NCAN,0.10828105354952541,0.016017559715447265,-0.07096468075848242,-0.005713884412398496,-0.05070555299751967
PRG4,,0.08837643948279676,,,
ZG16B,,-0.02208112104404744,-0.02608344327667967,,-0.025998029733456773
TGM2,-0.023374839376379627,0.07183051588039376,-0.021348478033048776,0.04460143727020398,-0.023247641455952858
VEGFC,0.09202384306474712,-0.03040558219770274,0.029148787280518503,0.0031368253743526346,-0.033698609822383756
WNT6,,-0.02569225568693827,0.017630960394598327,,-0.02472412932878207
NRG4,,-0.014666125629646311,,-0.03547076330500083,
PMCH,,-0.01690349905931271,,,
COL9A1,-0.08186095967427232,-0.020107269665392283,0.030570385990379322,-0.027785797083626575,0.029195363817287556
GDF11,-0.05498767700408395,0.04163242456359754,-0.013991914075904043,-0.02448572523899335,0.06575300028745927
SORBS1,0.04510804817222652,0.009941998542399078,0.0019544530784647127,0.07304295770521957,-0.02359842501497317
DLL1,0.028095760953370734,-0.0014647704093914546,-0.001767478853876883,-0.005962195054242196,0.01993982303932636
TLN1,0.012174820506106881,-0.01714831985505439,0.07566461677541696,0.014407121913895392,0.019167402387953104
COL2A1,-0.0028003329844280586,0.01049342193727233,,,
PON2,-0.12609479958737355,0.0397327241804413,-0.0022850665378670834,0.020591523709401365,0.0035489256340684033
ICAM5,,0.047162973069316896,0.030243780961076987,0.035516728259736875,
HPX,0.006147188645374045,0.004493691754030235,,,-0.042606830297030676
SFRP2,,-0.021170366905229117,,0.03142873993625885,0.022532933940946895
CFC1,,,,-0.028942919353607835,
CD70,,-0.0006169026745981218,,,
HP,0.06702069367825991,0.025680313854058577,,0.008310158337884505,0.03575365327306787
CXCL2,0.0963191551396445,-0.03635744352601675,0.015265656902564316,-0.04553731258099096,
NPPB,,-0.020542886444467466,,,
CCK,-0.055011720935344115,0.05414029964799692,-0.024521951204107106,0.016466722345689397,-0.03235776138236237
SEMA6A,-0.0640277726012258,-0.028874326693910855,0.021388381561298707,0.015504654478412117,-0.01868577722530955
IRAK4,-0.032200891699869595,0.01480187894116333,-0.01880970265133202,0.006294667186536249,-0.04910379254910441
GSTP1,-0.11291259581466143,0.0675502392032558,0.0058554786314078695,0.026832376863126128,-0.025527462238131335
VCAM1,-0.001610929862507324,0.0019764820253864953,0.021298725804419036,-0.0009278776023626817,-0.03924114379369593
NXPH3,-0.00224322558531153,-0.011488854400626993,-0.005713004351051902,-0.033927463693684275,-0.026484835027241655
MTMR4,0.02407853869008267,-0.027799413139940637,0.00999362177384797,0.005186160312446824,0.024713635481879333
LAMC2,,0.13181568281010672,,,
IL10,0.036533608643924353,0.007027088695607036,0.026394836517934624,-0.029010612577684503,0.04074026375139481
SEMA4D,0.08887362994241652,0.033923336215487265,0.05888505910551066,-0.007475135077155858,-0.021314297308195864
TRH,0.05816919227799022,0.04971878178393607,,0.11364955847635977,
SEMA6D,-0.025467125915527217,0.012631812690569974,0.01660636261484311,0.05123528911594603,-0.02191577616176673
CEL,,,,,-0.03594092640102946
PDCD1LG2,0.029122346558544763,0.052881604106967864,0.02142644488480818,0.03326073722796324,-0.0015446158283441
SPINT1,0.04433131697223087,-0.022095775520540182,-0.0011899211109106093,0.023120079015917974,-0.014583910177313718
CTHRC1,-0.07161613156519482,-0.02972487260545394,-0.048314148523881356,0.003997352250019097,-0.06860699545495942
PODXL,-0.05658106828700619,0.029966882358368387,-0.006176194093423727,0.033935848707516564,-0.004440800933895819
JAM3,0.04784279488872848,-0.013764090555690157,0.02926883667362722,0.04546579433522598,-0.05779463338941722
TGFB2,0.061945683659829616,-0.00831785083134316,0.05376272533214442,0.06922038578456755,-0.06889698133535477
COL18A1,0.0338048325080442,0.04747840896079796,-0.004499145304632893,0.016087663061202618,-0.04539460962094971
NODAL,0.07518730538376263,-0.010832259953892009,0.0029049179853143023,,-0.05636048832281274
INHBB,0.04736278367076366,0.046147128594913364,0.04613801481626934,-0.011959590762902135,-0.023324814352758898
LCN1,,-0.016124021457663708,,,
ARF4,-0.03804020943781242,-0.0005490964672272068,0.04281905389129435,-0.0052017645892673825,0.016773464315482985
CXCL14,0.10098331667838727,0.017412882015949628,-0.0006861632715815933,-0.012540103487918551,0.01849464341303135
LIF,-0.017480857087497064,0.029225777968657687,-0.011743339448952497,0.004396816592212054,0.05066594274812973
MMP1,,0.08299692954966502,,,
MATN1,,-0.021170369790199785,,,
ADAM28,0.0686724581675621,0.054188474705642725,0.07941387437767505,0.024205791715498835,-0.02258897502087611
TCN2,0.04299894687969924,0.0017176391259220867,-0.0006522844885603721,0.06968005871791995,0.004694592325688844
THPO,,0.02275874852058973,,0.029992713685790883,-0.026816405253205902
CUBN,-0.02189463720530007,0.0026530043872799187,0.03091973572393958,-0.011277707226551071,-0.0522590579446578
TIMP3,-0.07000039296777685,0.055461160334784466,-0.015415875406101051,0.019937290331761552,0.006920638506664611
PIGF,-0.07869294321214855,0.009923355110722985,0.00905901419840577,0.04721389386168673,0.036501832007336595
CRH,,0.05153626009334353,0.03348218042088459,0.06261333862722568,
BDNF,,0.03621009300646015,-0.016149045387388282,-0.03879957677289589,
CCL5,0.04765272533886215,-0.006553520652218031,0.033339679907870436,0.14188699871117041,-0.06559386111670375
GAD1,-0.023830245862362324,0.07493495242952802,0.04491877300623295,-0.032085707508185665,0.035640729171670875
COL14A1,0.04968913977323918,-0.019327887941283275,-0.04335425081465324,0.011424442149094691,0.035227900494150304
HLA-A,-0.1404858544233105,0.021031055549738387,0.03291824280187756,0.03835816778572786,-0.052905741594697166
CD5L,1.0,1.0,1.0,1.0,0.9999999999999999
FGF18,,-0.017093129358819494,,,
ADM,-0.05011063675801538,0.02299138715354303,-0.007889685152342662,0.004028783040188633,-0.01045553683092802
CCL15,,-0.010059877919655097,,,
GNAI2,0.01159568715702252,0.02986655297687743,0.0473806507984346,0.01870289904523587,-0.05742245490403005
COL11A1,0.01888686905204854,0.008294433433261326,-0.05250560111830761,-0.01576713112737203,0.11324820268267849
NUCB2,0.08501104736997567,-0.06289041111384677,-0.05149455865766951,-0.02327035946810328,0.06281225542175739
CXCL1,,0.027331831914727583,0.0028989914816907433,0.038886459090329464,
VCAN,-0.15493867783454973,-0.014971799770904527,0.05859787855320426,0.06161121135750265,0.004489841210247092
MMP7,,0.020231946358583063,,0.06449995740480126,
PTPN6,0.08362823098439554,-0.019694570043525327,0.02513626166961233,0.061691200943402934,-0.09360045543835063
PTGS2,-0.05190293678326193,-0.022526315323049596,0.035172342235237186,0.07838694028012919,0.1542621658319465
XCL1,0.014209168997474507,-0.020701385800581774,,0.14503144370928672,
CD58,0.052602373330936925,0.08939308332341013,0.04881647417196231,0.05201498987342257,-0.013961073720550976
TNFSF14,0.10552211455799228,-0.004762597280570085,-0.0429377539427477,-0.0497470966105808,-0.03656002921224838
CNTN4,,0.07898011771180304,-0.020824969085538558,-0.05750865622587149,0.015361617306788424
INSL3,,-0.018544621049730283,,,
BTLA,,,,,-0.03435203316821375
MFNG,-0.018335894864124097,0.04084131537987739,0.06859269528730096,0.028591338310262,-0.061140708930372524
ICAM1,0.015340337146962724,-0.013449012265375319,0.004588937721929068,0.013450998562246682,-0.034463454803621056
PROS1,0.04100129009926415,0.006209881571411717,0.01486701806839324,-0.06027275828747231,0.059059759924041104
CLCF1,0.0011875366371417422,0.026046264019543196,0.051700777864041154,0.06318070110522098,0.008057277792572419
PSAP,0.16235518643800123,-0.007626454142574936,0.06961465609753238,0.038077715834847224,-0.06404854829578935
EFEMP1,0.16013293461451247,0.003226127903807688,0.005886340170330392,0.015602191759514548,-0.035658626658402165
C1QTNF1,-0.12432492352392464,0.03052637124143868,0.0577775407621826,0.08260083612222996,-0.022496850616837597
ALB,-0.02203366878963043,-0.028670468063372968,0.017268145051658093,0.04476021657357093,0.014157825599755295
EFNA3,-0.08082681635809001,0.04442167960403951,-0.003806516331830077,-0.005165312764237293,-0.010833302135477474
DRAXIN,-0.06676134608789824,-0.011738137957870242,0.0047349561382704726,-0.032865266294863506,-0.03179239848675437
RAET1L,,-0.014446439901003645,,,
NPTX2,0.01271657119504107,0.05777333819036655,-0.04043479916538629,0.03938317443072827,0.04018264194230385
FGF11,-0.042956709467826995,0.015268472247528033,0.01960289088532836,-0.02373090741858039,-0.02684290351309051
CD59,0.10028548840869152,0.012793680831734192,-0.028777155311573595,0.061456946065051324,-0.0744155054001339
COL9A2,0.04583472395538456,0.046188651031635206,0.07856470100657953,0.02234454147279095,-0.03641605497991754
DLL3,0.10091566666828002,0.003478772976689596,-0.012848136516771044,-0.017847701674360637,0.054573036163257926
FGF5,,,,-0.023088890511868812,
LIN7C,-0.08511066409707688,0.06203631450174568,0.06856497772926867,-0.01195436897941888,0.030194044177798862
GDF7,0.06918769684545373,0.00591302751723784,-0.002880637025044764,-0.029968906863747254,-0.038953824771123836
PSPN,-0.03784503052443246,-0.011788964436890302,-0.00640985866598145,0.0743245893806522,0.005942573607953844
ANGPT1,-0.009448983845833448,0.012270758242727924,-0.0358560150260487,-0.005801623802954536,-0.023829218583835403
PNOC,-0.055423206534518044,-0.04394054792802863,-0.016273312215335022,-0.03285045610120488,
L1CAM,0.031295562718738304,0.08443705135298339,0.07326908659524926,0.001301450356622989,0.03013955926937029
APOA1,0.048893690889815336,0.023216327911878797,-0.04473059978674704,-0.023506486432839153,0.0710593334453493
PSEN1,0.13723619914509394,0.010395113546813587,0.020737051309371465,0.03998087355204427,-0.04584424946917793
CALM2,0.09262306932284618,0.02166691936371565,0.11924212937014796,-0.004434737372937438,0.07626580977968384
CLEC2B,0.09758691649063492,0.01865706095488831,0.0068140616038874545,-0.002931591428266752,-0.014170456508361516
NTNG1,-0.008347929241328768,-0.020812749804165545,0.04940969042643723,-0.018535785588503682,-0.029886077372533175
LRIG1,0.00791972293971297,0.008796633819456974,0.011542750859458835,0.03336560221387341,-0.00899955458932427
CPAMD8,0.07543870334156756,-0.029024391530339835,,-0.052085533400060176,-0.07227710673052386
GHRL,0.039511730001744454,-0.011554306484582073,0.02737835822329051,-0.02575071474040871,0.09423460524486614
NPY,-0.05066114447812857,-0.023560470073449264,-0.03344999659407954,0.010303798667645627,0.006584440521734784
MMP2,0.045185592780978924,0.07851016441264519,0.010968971260655472,0.1366490361107518,0.01942997077191576
PPY,,0.00402860779153171,,,
ALKAL2,0.08890466425535257,0.02289554970881044,0.03580413926537012,0.01687312794281544,0.0730689339395388
CSF1,-0.02466104012619084,0.005846875413166266,-0.011407913936020996,0.03900297497173035,-0.07931100963266131
SEMA4C,-0.01901831866963219,0.03897754321656147,0.0036028911435813885,0.0333545658042198,-0.03560967525870687
ICAM2,-0.034741491068220665,0.04270874592331162,0.030158220770190005,0.04484321697247708,-0.029538830026701893
SYTL3,-0.038821699982439326,-0.051465942861042634,0.016345923205600073,0.0288044473803521,-0.01575417817054709
IL1A,0.058410721455379115,-0.01821402887644086,0.03331926938352453,0.0771578027301413,-0.028970243326581005
HLA-G,,0.009634168033650112,,,
PGF,-0.08871575883194144,0.015136553344008244,0.02497446546715348,0.06844744613862805,-0.011455168827975483
LGALS8,-0.03965279113801248,0.022702934499470882,0.05181742214201283,-0.005369938146865317,-0.004192375418358657
DKK3,-0.05784098488692513,-0.00847918822307392,-0.03130601908824002,0.03407334724162427,0.02399059255438258
COL16A1,-0.08202305418557435,-0.03382819314120195,0.02933319702164953,-0.017246953820933508,-0.011491839815348218
TPH1,0.08569579711196816,0.004455532319786821,,,
TNC,-0.0960199558442271,0.01909567277255341,0.0011564355330594563,-0.026884060245611574,0.021596100547276363
TNFSF9,0.06326593240939954,-0.02902438851713221,-0.015374321394220758,-0.012857206099135097,-0.050709022009750054
C4A,,,0.05066241013287546,-0.02778580441143557,
CNTN2,0.26109510154682347,-0.026618101382807017,0.04627571860827742,0.053303762419168364,-0.06460472399395029
F7,,-0.01592352427867322,,,
LUM,0.010563437112214061,-0.0009526602371361559,-0.06262267240542718,-0.013275373845777868,-0.031192358135845345
IZUMO1,0.041160557447593685,,,,
BTC,,-0.01444643388359713,-0.05672191805017193,-0.018343361229512144,
APOC1,0.2408662862395982,-0.002193904288852113,0.024125507874219985,0.032915604227998156,-0.060412028088108055
PKM,0.002144426721778638,-0.04974029415250807,-0.01880735974434562,-0.002569834330988631,-0.0553264147019458
TNF,,0.0033896147154222297,0.04737471752702616,0.031624578944463175,0.05604999836240019
GNAS,-0.0715784534952094,0.026418576361079266,-0.07350568172859129,-0.01161496400972731,-0.008741534875857927
BMP8B,0.12358194425257987,0.03471068078214492,-0.014465944010688025,0.012895549613382445,-0.06895949346325422
LIPH,,-0.01632218371191121,,,
CCL28,,0.051072749346494736,,0.02891230114657097,
PTPN11,-0.02805822476756179,0.022333276902432,0.0009603139618474645,-0.027472768244823937,-0.00686633106572481
ADAM12,-0.0022060399744800027,0.007412631882603716,-0.04685418090586706,-0.0023546647020572836,-0.07250923893762926
EPO,,-0.021931707981233266,,,-0.03499492244681115
EDN3,0.01979348060873173,-0.016394020862305354,-0.004014559501921803,-0.013907257689891598,-0.026816346376796106
CCL22,,,0.0033571908534191838,,
CCL2,0.13031828145302557,0.012522509494066787,-0.01897650979107004,0.0305093393756298,0.03849482802561755
DSCAM,-0.002706840032881078,0.03768752440445169,0.014943882406162203,-0.007225753958013013,0.0062644383571526545
GPHA2,,0.0559763028690411,,,
ANG,-0.06045086447333262,-0.04360293983759703,0.06010366707011776,0.054687420938239306,0.057596499366720656
FBLN2,-0.023759529406838665,0.06753555584426765,-0.022841408299971947,0.052851623829492864,-0.04828674290101274
VTN,,-0.019924186995190628,,,
VEGFA,-0.013839771361378192,0.014597132234272996,-0.039248571589892325,-0.0165825481991614,0.006127066189989469
F10,,,-0.015733704429469732,0.02103856442846245,
SERPINA1,0.11992716103451981,-0.0050989293902050205,0.0637593400035039,0.0225398142174709,-0.058715665809974824
VWF,-0.09024508969480464,0.008619747138871689,-0.05996877922891029,0.041045761414621275,-0.08596083648301718
GDNF,,0.0021346648960643634,,,-0.02988606902752212
VASP,-0.060145305989632934,0.05546922116072697,0.04214654683700508,0.06376508722355172,-0.032869272328626686
ADAM15,-0.007203852112626244,-0.010585705190755502,-0.0016049439155712603,-0.0296615083872461,-0.051146728434697794
WNT2,,0.1178199543910297,,0.015250313437304474,
CALCB,,,0.05069097310969149,-0.02616955047703673,
OLFM2,0.06437672020415829,0.06786973381074622,-0.035514616770763584,-0.061697102296541344,-0.016897680912638262
MFAP2,-0.02498514977791348,0.04605854216227585,0.046462768264730996,0.06266949989240152,-0.048776934922861025
HLA-C,-0.1302328130225898,0.07097377204170394,0.010945394585231792,0.05039403339744417,-0.006205945597236432
THBS1,0.04688696992012208,-0.007379556891547517,0.0004191059018501855,0.058509221346334565,-0.06302401721714422
HSPA4,0.008159904279937685,0.01737031637545971,0.015485834690213175,0.01936427372689856,0.006832987835669618
LMAN1,-0.049538649698866566,-0.0037249981032674373,0.059419061794462096,-0.03300788401452379,-0.005590076533437022
LYPD3,,-0.02490012882537263,0.032228941115907274,-0.0314904761767533,-0.01816578433543875
APOE,0.006333858350819417,0.006614337784905907,-0.018207641617192544,0.05196100442583908,-0.09430947796365578
SOSTDC1,-0.034532919232612654,0.000746187243981737,,0.04058945375422097,
ANXA1,0.13582255279101058,0.01090970778546035,-0.012796365099444991,0.0004938718124433058,-0.017840746565673374
WNT2B,0.02719225506354723,0.004033635367188401,0.0020857250537988856,0.07583116042285486,-0.04926603094693994
AMH,,0.017554626595070705,0.0070599060785788625,,-0.03700276245813936
GDF10,,-0.01889120952070429,-0.0646624133257294,-0.030468832274971866,
EFNB3,0.016363807102564742,0.026063255229865107,-0.012309094716116287,-0.022918259927450738,0.10645937123604338
LTB,0.035322168631667254,-0.00978987237999975,-0.04387343622910081,0.011958557522904045,0.0818647264015986
ANGPT2,-0.05558137152490658,-0.056674847985011115,-0.012715515577577666,-0.0038768796959701007,-0.026169900540055427
NRTN,,,,,0.0629441943126334
ADAM17,-0.03174834036741732,0.04104647168038001,0.027319839482553107,0.04607335684673743,0.00405505452366203
LRPAP1,-0.03058966535773724,0.06342957766020674,0.04973177918394413,0.1291745973014473,0.016332881477874813
NID1,-0.10780437584905853,0.014121543400939967,0.008302489307841858,0.08281655334995405,0.04588288219112886
MST1,-0.02945667168364108,0.012211739486187223,0.01508448671321354,-0.023234418441347784,-0.0571058807641892
DCN,-0.04664378281193616,0.027970128712362402,0.027949956907806446,0.07244092083924038,0.030587872917018148
COL7A1,0.13579801809932507,-0.010738981844162917,-0.02378027639027345,-0.02092617310628683,-0.034095079375357364
CALR,-0.06617553497067181,-0.0061594971938949425,-0.0005768130466036946,0.040370601722307276,0.001522002109272306
PIGA,0.08387352618095494,-0.00791513652514407,0.014725393223266974,0.04784897924119068,-0.0006875545140261453
CD200,-0.042247525043507796,0.05425221940102925,-0.02743250642632214,-0.05679756156406013,0.04493818815665739
GRP,,-0.019099841014197816,0.036504263425663305,-0.010571223991623793,
CDH1,-0.03505876565175253,-0.00029815359433841583,0.011772510030576153,-0.002364330500574799,0.1219811333734427
LPL,-0.048431306286199016,0.0013906042721701962,0.12331132418767611,0.006784652462033628,-0.0505349823992395
SEMA5A,-0.11116305662835511,0.0684637220267401,0.013107553904884026,-0.04098479786464131,0.07117872514141838
SEMA7A,0.08409887918061222,0.03018109901007557,-0.015836472340770902,-0.04088114531522183,-0.016040627194722486
SEMA4G,0.0383349805228048,-0.017695005981716576,0.016451685668663476,0.0012922952101942745,-0.021010717134487215
SEMA3B,0.14904644959473795,0.0030250448548602535,-0.006108292087361605,0.04450129380052463,-0.07333022423210228
RPH3A,-0.15566995773798326,0.009599247490074347,-0.03693307572006208,-0.005108373267882478,-0.03447148498466709
JAG2,0.005567331675294514,0.03212424537894348,0.04761199668217841,0.01841468709691413,0.02937284101435087
CGN,0.03521159672690433,0.03664163508963812,-0.005528347892284867,-0.0426071146333554,-0.0472927399405785
GDF15,-0.06511551606580827,-0.02319325515209137,0.07758935393274832,0.05505786372184542,0.04128048890476235
SEMA4F,-0.03386820744461317,-0.02910972947998576,0.006592024885636967,-0.0040902002954316665,0.004054340804848692
NXPH1,-0.0360420015901154,-0.008572264813416315,-0.020339824508636604,-0.03322483819147882,0.03569201065133776
ARF1,-0.09822496353126015,-0.028961343647813834,0.007308502195446848,0.02508922012185999,0.039980381461456674
DSC3,,-0.013767272423232916,,,
EBI3,0.027206904767444046,0.004101819742973674,-0.0019537899114904222,0.09012646250647538,-0.016518569940894692
TIMP1,-0.020785563231405933,0.027870662531147884,0.06088190628515785,0.04333890562715058,0.0084152036253745
SEMA3C,0.10764572115548215,0.00416142369286487,-0.0007285025950118345,0.054020355215622345,-0.033390157961965886
GAS6,0.08879460563414077,0.017202823736591422,-0.01511210422488222,0.014330273029294873,-0.00213002452744967
MEPE,,-0.000512492609451789,,-0.01609246715135065,
SERPINE1,0.008024528624087148,-0.02747137131645248,-0.04428900566848158,0.04161809905717917,-0.03203999609971209
RSPO2,-0.03648600946163893,-0.037156994887763584,-0.01350308729482193,0.033365330098371324,
SHBG,0.09945044790722486,0.038363135909132,0.0045658713027409955,-0.02658218862328109,-0.023597732034976747
LGALS3BP,-0.05676721816689492,0.046330431192558634,0.0395080840533476,0.04309990571197131,-0.004216883291896288
LAMB1,0.023978371365309968,0.012723464238019679,-0.0011701480572658142,0.013412943277639129,-0.02827455087938812
SPTBN2,-0.0272281105353864,0.07653702322196267,0.02750035811108878,0.017740390148074273,-0.021728788537404647
COL1A2,-0.0677310064438766,0.02773943535009635,-0.05388221419889546,0.05919990776493119,0.006526760963621709
DEFB1,,,-0.014363148403804626,,
WNT11,,-0.019732972465443397,,,
LGALS1,0.209571040047664,-0.037762195990748364,-0.0020064064533261493,0.04293304829125423,-0.017331715020227123
BCAN,-0.19011394714716293,0.022094784319911454,0.01260330559175713,-0.030807942316343255,-0.024155043294105612
ANOS1,-0.014103412221965313,-0.01662605710203457,0.04398245281599149,-0.020956682316423156,-0.09573861781254013
EDA,0.14230178807062427,-0.014446438833398715,-0.03202314722849888,-0.032526486208490246,0.05760637413200352
FGF22,,-0.020542892479451593,-0.025192835486268588,-0.056091073962250854,0.09248227624259292
SHANK1,0.06073822879788641,-0.019732971198610956,0.0017587858103260963,0.03416790069853786,-0.038661349132528874
TGFB1,-0.02618457241526923,-0.01940031566997189,0.07509560197326094,0.051275458538635195,-0.0009466688492882368
MSTN,-0.15197146985255539,-0.0262642099124296,0.06969735719765105,,0.027408566298826882
WNT4,,-0.01329603277710309,0.01695400874572919,0.04471908702209664,0.08199069684240315
TNFSF4,-0.024607778078342794,-0.030405593052692064,-0.0009708138805804822,0.018606989604267293,-0.04828679313406861
NTN1,0.11426065361236988,0.027868705756015667,0.0412786923361862,-0.0076776924530687395,-0.057863922634015005
