,UKF266,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.04097209807011518,0.04883031541685846,0.008089780440172067,0.08061327130403353,0.07172448383445625,0.0869750747406845
NDP,-0.014603375461862467,-0.011021001489781752,-0.046671491305086375,0.07972694358080301,0.05295153427819475,-0.04915015265014659
TNFSF18,-0.011440817989863673,,,,,
RTN4,0.022511696323410605,0.058400401801212296,0.1427673504091229,-0.00825663670878175,-0.1734100223748079,-0.03365718229638707
HEBP1,-0.024343949846970407,-0.012615844535819366,0.03563984869146271,0.06151025761967992,0.06182628113917867,-0.029535836866600617
WNT7B,-0.022584972897454196,-0.013333400185620872,,-0.06803558153861795,0.015117646130866287,-0.015290623104522803
PTMA,-0.02772839203214444,0.01331778416483429,-0.13258819106154393,-0.15442069899130656,-0.05660868504821483,0.015612274643585616
CEACAM1,,,,-0.0475866605097472,-0.01589043534886995,-0.02395627855311645
PDAP1,-0.005665279139949649,0.00811378912403983,0.002445787828001424,-0.008260525084519015,-0.04690433977477309,-0.0166630269140371
QDPR,0.030080964938663746,0.018357021427051694,-0.09033363602273496,-0.002044489793920038,0.036742013215347834,0.02299904990444005
POMC,-0.01635459371334776,0.025366153249124966,0.010047085899890108,0.02987186275799475,0.024099242456929633,0.025006128670132965
CCL18,,,-0.04674982585604101,0.02897915956944938,0.10291094821874458,0.043317635745611545
CCL17,,0.13886732455284953,,0.008676970470680223,0.0008639833481268232,
VEGFD,,-0.01210515866352507,-0.023221247659856153,,0.11981053777184064,
TNFSF13,-0.011095206760901909,,,-0.008671245592469182,0.006528890821093991,0.03933518681906324
WNT5A,-0.012332448461916907,-0.03495550531367877,0.03996449850257403,0.07496947145965235,0.04819380538020352,-0.023388505243790818
CXCL8,-0.015782211991641315,0.09011608112785169,-0.05291345892198025,0.05011091102627309,0.0329737534584953,-0.001813836737359255
GRN,-0.0158649906063634,0.03857851373265981,-0.059966273844288626,0.10394493155962355,-0.03673357348513667,0.13942559204643867
MIA,-0.02006227365874077,-0.013767068657082665,,0.006915158220252603,0.136041011410257,0.17782443069784976
COL4A4,-0.010556599042149459,0.0735009278048465,,0.048070718049464486,-0.04108358955383856,0.03302912498674789
TAC1,0.07278481909523704,0.1537365283627724,0.0956905944154105,,,0.018196054119655847
RARRES2,-0.0116540517625962,-0.03254171961685989,-0.05444917821096586,0.05756453245861667,0.0917528354722544,0.007276540847908371
FGF7,-0.030256988159995755,0.036548643104708324,-0.002851185857474188,0.013761920341285714,0.026515421606387216,0.008827689071650114
EFNA2,,,,,-0.012716860934650243,
HBEGF,-0.021735665424847627,-0.031087208122106396,-0.10503545089802402,0.07425071560003972,0.015572251211177566,0.03528853641484112
CSF3,,,,0.11350027840955726,0.04343773168146899,0.08113063562754234
PI3,,,,0.07609387659816702,0.02312650186143166,0.05409600813368368
PCSK1N,0.06886933776158514,0.03429198508383591,0.100147322885086,-0.07675300794677058,-0.11597941442315236,0.04554569442224009
NTS,-0.012887208884832793,-0.03148383533156239,-0.020906582187846176,-0.07311056143080841,0.036004097799376786,-0.018547497753129062
SFRP1,-0.039221651704089575,-0.016503011871150185,-0.03875948840473809,0.032795553467459,-0.02459124609761219,-0.013349195712345168
CXCL13,,,,0.06456836656488968,0.007782519276479149,0.0009885636247735515
MICA,0.02954750250156366,-0.05185242182393196,-0.0476704642335129,0.11475482750553968,0.12349898067363445,0.02909678662248082
TG,-0.01487523629243518,-0.011943157904545943,,-0.002473251286870208,0.02539693574112643,-0.013124320572335983
ADA,-0.029060235269796505,-0.019396648906380567,-0.06593016913494429,0.05668058229716729,0.07611669677233841,0.027488106278370516
LAMC3,-0.04090057679677742,0.040355609079647935,0.006799809630611199,0.02517665991310996,0.04176972887588508,-0.023326396859350132
CCL7,,,,-0.006620319711270542,,
NGF,-0.014194965214589116,,-0.02090659595344342,0.07234270676688132,0.0223864535023494,0.035552340099202835
TNFSF15,-0.017235799776137543,,,0.019603685829928597,,-0.031212048162518696
HMGB1,0.022091857311867243,-0.07458681109802873,-0.10472898097562809,0.004609967785217037,-0.09505618589754077,-0.009727442161461078
ITGB3BP,-0.006462669998800515,-0.045688245346131785,0.020778068089609306,0.05348883277413872,-0.005761316905285418,0.020923552126418856
AANAT,,-0.013767069422842174,-0.0196552748497864,-0.02350597942309589,-0.029168931467070208,
RELN,-0.02552839404353501,0.05374944478231944,0.04600573725839769,,,-0.03770077165800266
IL15,-0.012264296197178573,-0.020118091874687893,-0.04027804848202795,0.022804005790129776,-0.02492253147029692,0.029779956790117895
UTS2,,,,0.022476339828244832,,
BSG,-0.04991306843266781,0.050487400939871405,0.11218461138895311,0.11447502403370476,0.07712825956357809,0.04806290588326555
ADAMTS3,-0.019754233267190665,0.02478022641923873,0.002307934449510838,0.04220007417647363,0.06709338083631909,0.003987369568605871
CD34,-0.02172420311150362,-0.025757813085395268,0.04566690164672507,0.026694554673562076,0.050786926870488164,0.012988034561859834
