,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07491753314462292,,,,,,,,,-0.02254614191099588,,
BMP1,0.06916024478115018,-0.009256460711913045,0.00944087817417819,0.014016877802439397,0.056439120561214966,-0.0372986436180395,-0.10662286960742091,-0.16804245006409574,-0.42606793363825957,-0.13169863897676745,-0.01367591531565002,-0.08883864267602463,0.07384806039389297,-0.14128255023011776,-0.009400290199857718,-0.05343971777423971,-0.02939925005105695,0.03637378340380649,-0.05138539479884957,-0.006645203757558847
NDP,-0.010776973252727435,0.04671754203445181,0.07175486190135288,0.020665506774022215,0.14112249079943942,-0.013144661104451113,0.1663133199278974,0.07942024736118967,-0.1074507346299183,0.08521813089689372,0.02716422288948165,-0.10794595702346393,0.019533215070984773,-0.005333233825565898,0.04732330318090836,0.03633845241841428,0.11939901939283841,-0.0005809325211600969,-0.02171114567005723,-0.06778117090904064
TNFSF18,0.03141008553220667,-0.03615720779878471,0.02365309303466843,0.04078145195110363,,,,-0.07012831701823892,-0.0671028742883211,-0.04962914694466066,,,,,,,-0.03410681546789728,-0.02658719323605994,-0.05618955552651916,
IL36G,,,,,,,,,,,,,,-0.026816427496075487,,,,,,
RTN4,0.0021076476659039516,0.21811990410375784,0.07704599426591302,0.10135463004905994,0.011410516224359764,0.11873899668908053,0.23127103094769697,0.3245855480520596,0.554282226559523,0.2428916008825825,0.09977165116753034,0.305548594986685,0.12106861539461047,0.2188986154695158,0.006789792920050769,-0.06141190104535072,0.01176336060555636,-0.03721780879670797,0.4104252441115106,0.004254658179053657
HEBP1,0.018010952021086653,-0.011656699440051528,0.01852801651952287,-0.013900582938308816,-0.048084448498708215,-0.06807517645546152,-0.026228623980500798,-0.15352328513154104,-0.1601644551329956,0.024302724469300083,-0.05249544889180833,-0.11521921313766181,0.05865126716248732,-0.020079210774168382,-0.01856568908426325,0.0402843222074244,0.04070509736932182,0.05235800536649778,-0.039159023471836654,-0.06380714242679418
WNT7B,-0.02725997639279044,0.3452256860592062,0.03266600464814098,-0.007869768770998797,0.05589657818705951,0.028427980099028416,0.08182471865741746,0.11015481880365655,0.33502702157991193,-0.01740772129439514,-0.009099820089836959,,0.00533464295135667,0.07686470347304825,0.023282621600794542,-0.014710490715928804,-0.03410678010169174,-0.039039531089766134,0.08179957398071531,0.08602675309138427
PTMA,0.05325163071636837,-0.02400814320736323,0.05018396432221087,-0.05399615220959438,0.17062451923592115,-0.10091485664275308,-0.23706815182045013,-0.40480302627350456,0.07875278720358288,0.15839203997091558,-0.03577649532970063,-0.3636495808500208,-0.0197723010055143,-0.20710295938199352,0.024753123224830465,-0.10993989699614377,0.005346182085313303,-0.05132111116366382,-0.11905811497580687,-0.18982047466114546
FASLG,0.0435675760992282,,,,,,,,,,,,,,,,,-0.019554261187679268,,
CEACAM1,-0.037850726492476595,,-0.0412465469361279,-0.031431878781952464,,0.0662600600652617,-0.020655920534318955,,-0.09953203955839088,0.01764871889380116,,,,,0.011145180268363074,-0.018811726712932606,,-0.027206882444454343,,
PDAP1,0.02117558074647075,-0.11948933528479398,0.07331466037415961,-0.04117788563468879,-0.004529995991272296,0.059793797952062445,-0.12216273149323228,-0.17567833680824868,-0.316628121067341,-0.005974691446807197,-0.04684442081201992,-0.01610930128537889,0.005659346845685291,-0.10745919371365135,0.014843037033642937,-0.055064038756029936,0.07650651191353673,-0.02158234049078926,0.021591915294086418,0.11450214651665264
QDPR,0.02698385990721792,0.1538075326025604,0.04200778006515975,0.06349682646656415,0.08674766318330024,0.04729654197019297,0.32989876746257424,0.16414291354519364,0.13983780525678352,0.17101386864465554,0.0574359402597702,-0.2581611178246157,0.013520711245351012,0.017360086747041016,-0.0969094666106909,0.047085467367981,0.06016151544053947,-0.009356543768414508,0.13026955709577487,-0.046205500751120905
POMC,4.2325108390826485e-05,0.23373777163407236,-0.0002686546938048712,-0.03751716960375572,,0.042149032861721045,0.1721005164393264,0.049508438109974365,0.05950106872678324,-0.03745946935335783,0.0331997743131456,-0.04909231628118496,0.010366841522746488,0.014015586844751255,0.03390739183170727,-0.018308067011294955,,0.07196722063176327,-0.002722183039000795,0.10071460954075952
CCL18,,-0.002272557215997618,-0.03971911027530735,,,,,,,,,-0.08048035603878476,-0.009435970530480613,,-0.026118939936556427,0.00689586464180941,,,,
CCL17,,,,,,0.015624971770418597,,,,0.02562881656627467,-0.023679628510165703,,,-0.02449756783578344,-0.022230505738322217,,,-0.017723741439466357,,
VEGFD,,0.004160703196346206,0.09899010856412477,0.001820065302348606,,0.07725843916343332,-0.034602073045005455,,-0.07109031690547356,-0.011912564945714797,0.010926382533489001,0.04157226852977706,-0.015492195504408167,-0.026254802221027503,-0.015399749879281405,,,,,
TNFSF13,,,0.005964465342913301,,,0.010274018921685344,,0.006869900567804302,,,,,,,-0.007615622547262042,-0.0034323414981768927,,0.09088501170901947,0.0273167541778488,
WNT5A,0.008047030370863547,-0.008592297570504906,0.052710127718593666,0.029163760204848264,0.0770648074209941,0.1226924506690669,-0.07699985005158319,-0.2778849988752884,-0.386123785761371,0.009453608001455062,-0.03856517966803982,0.03744972128939421,-0.000165362955211639,-0.058389020053841584,0.10360582848333057,-0.034819089545066725,0.000893698096006443,0.03993009051757723,-0.06661133141738886,-0.03386285964421998
CXCL8,,-0.10769124909486268,-0.04436629280588282,-0.04215392867647274,-0.10808393751911324,-0.11391992354208796,-0.15861546723595912,-0.029704174561281455,-0.1035563921975178,-0.16185383814503562,0.05061307436441707,-0.09079667977356376,-0.02428137690182106,-0.00505906862150216,-0.004088598745809822,-0.04862963944809477,-0.06274421381758298,0.07833007723076833,-0.14024507708646006,0.02899941674209209
GRN,-0.0978009028510075,-0.04084725260989252,-0.04288483362175208,-0.02425278827106269,0.14946178460552054,-0.03899264399414896,-0.13585730796425263,-0.2226217264766712,-0.44448329940177067,0.02221831853629514,-0.05575548338414786,-0.260041026099404,-0.04252514742513221,-0.007126502394625362,0.054504522240777106,-0.009775143902328235,0.012574398972295809,0.08267071845820172,0.04057720405750787,-0.07644668861793218
MIA,0.005036519072582845,-0.018602256511514665,0.03357640924199726,0.07970935673960271,-0.02158384876266039,-0.043194877901856575,-0.10804483116073602,-0.0016101259402008289,-0.13354136388349705,-0.06671548285520428,-0.03189976295436945,,0.016263068032594658,0.004564938345144846,-0.1061313866858183,-0.07995839900713438,,0.020177719604713682,-0.013307122171724708,
COL4A4,-0.0014908653756725936,-0.014306307236291865,0.040753177290517265,-0.01460451354679386,-0.044178390986843556,0.061502621900564394,-0.11662715356994391,-0.04332920680130967,-0.03265574110633409,0.009415821288148036,0.007947519115986285,,,-0.034879774168196695,-0.024657407444876104,-0.037912131261100226,,0.1341472268840385,-0.10520811625501379,
TAC1,0.14524539811980025,0.3199305790449583,0.35152396241830014,0.1107827903320558,0.34057623771010925,0.4767599264446615,0.43573360850870924,0.48016213009257025,0.6089751113860378,0.5331581137574163,0.164688768706566,0.3352632942505069,,0.24783733153963589,,0.09069920308588544,-0.007711834966722484,-0.005321586609407631,0.5280989839139892,0.38632665404746686
RARRES2,0.10076675966099688,0.05866083060096227,0.06477280313440738,-0.06251081580203574,-0.14541204757935827,0.11579852975968714,-0.29483195102152726,-0.2025048349493981,-0.4827074095808989,0.21652054635375445,0.03176823350597463,-0.05816003052193042,-0.05777208968604512,-0.14363792666535352,0.027179972205749598,-0.012293417820618264,-0.0012769942772704295,0.027354477107718208,-0.061481410813303265,0.03242551445608697
FGF7,-0.0066198407328897195,-0.0038471907870428986,,0.037512266576431565,-0.03297878397228291,-0.016305922989875328,0.14212263501907313,-0.04977494840718835,-0.06037584436721177,-0.00201306572187828,0.10959829976340839,0.010821103859104437,-0.02167730922192082,-0.03896710948133368,0.02554856696816417,-0.04274630615602999,-0.0544436733172382,-0.018429934656843172,0.10866817393293642,0.018776100372114964
EFNA2,,,,,,,,,,,,,,,0.041954090876185686,,,,,
HBEGF,0.03778027951922654,0.029685100701102522,0.03507410410798935,-0.028127357039760055,-0.01543202439573085,0.029105839348673983,-0.1671780055182087,-0.1792300737361088,-0.15548018709951333,-0.3676060217117917,-0.07674632987969762,-0.1171504271227151,-0.018302320687222044,0.03409207979355749,-0.03480873922528921,-0.05661447202028228,-0.01524286170541032,-0.003177220948594604,-0.09707574325155881,0.02323685439983348
CSF3,,-0.05499843001778691,,,-0.047979262541366224,-0.06955894371862535,-0.05290351083068403,,0.0033679358075363918,,,,-0.023274331809807144,,0.02141135968441847,-0.013519953220597167,0.03694465475297191,0.06935594903225527,-0.06598496883814897,
PI3,,-0.01929349486926081,-0.03927514204140427,,-0.08440575697733467,-0.1422911660361102,-0.08905069060076481,,-0.04655882983635605,,,,,,0.0411817832676195,-0.037823860865229736,,-0.040542774989133286,0.02586297882563977,
PCSK1N,0.05475242798825487,0.24007665060559988,0.10122499076501944,0.1068616314558993,0.1594445071334476,0.05357134956043555,0.07262827562904776,0.13894713225618266,0.2923313210645474,-0.14986323121651932,0.09573328263766186,0.31322201984356746,-0.004484702744925855,0.20872872788741706,-0.03364233501048288,-0.061290842113698056,0.058177618374950224,0.04401431901887978,0.3003293774509371,0.18113092846389545
NTS,,,,,,,-0.11945688827127124,0.05540355722864951,-0.10087187405939985,-0.04118183626574043,-0.05216676697288891,-0.05131226944608719,,,-0.017831714520283756,0.009485922961747951,,0.019259943582931604,,
SFRP1,0.008704161931572786,0.16033512755233942,0.06751795001824233,0.04404076847703846,,0.06418894045235363,0.13088874164646433,-0.1155964746596146,-0.06385823950144294,-0.002574925849201955,0.0026743382442356843,-0.0625368414765246,-0.031616560021092484,0.06482864971295699,-0.02698830198795778,-0.004893023160722045,-0.0865558952270758,0.0037789722278447156,0.05608923794109615,0.06520014658224223
