,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,0.027613239990701262,-0.029055357619917056,0.052309380219518094,-0.00410583007917244,0.02900768571999134,-0.03097209830564084,0.10529158010417307,0.06581427067127192,0.05201985161191309,-0.06020800787139454,0.004987268182881265,-0.0654899433648907,-0.0177658905556045,-0.005060183123926773,-0.0313059587407158,0.028422272315833434,0.016854105903733655
QDPR,-0.03757058426797824,0.002892346928842487,0.03523913344965379,-0.005467396621477213,0.004176734936582143,-0.029561154960481,-0.06500571809231769,0.05106844707668545,0.08524613278040645,-0.06379160134281353,0.03034128828933974,0.011670985895047148,-0.02033694104285005,-0.0028635496205432947,0.0600512450499642,-0.012323132369463705,-0.1008347456257219
POMC,-0.04016979760925782,0.015168636621016317,0.012050314931206464,-0.03295707024221937,-0.029735463837070805,-0.030183192184628126,0.01196798039798117,0.059655416039722714,-0.05291516228423624,0.045542197301022734,-0.019101677214579362,0.009818643398198225,-0.024083704562129687,0.05543010151231383,,0.018980732543121596,0.06239105248096348
CCL18,-0.028530847513745454,0.03238051700018136,,,,,,0.03250403088308698,-0.041947867404467855,,0.04838302897099457,-0.001586845173258418,,0.026495907576761586,,,
CCL17,,,,-0.020512771975823997,,,,,,,-0.025207161838098815,0.039890123940589925,-0.02251797866507967,,,0.02979723102256467,
VEGFD,0.060625319212657486,0.07060460099531998,0.02631727064337374,0.016115669928573835,-0.014138103859097145,,0.03614948230312767,0.10822974690661324,-0.047258961621054696,0.059637301038742416,,0.07605801483163156,0.13221730557275077,,,,
TNFSF13,,-0.018544625141584937,,-0.014149251019530391,,-0.011095209269401055,,,,,0.031365449031855674,-0.008912335182892821,0.017111763013944504,-0.01874034576646172,,-0.02820824315613527,-0.0033079155765704843
WNT5A,-0.0775348313037916,0.00895699513359985,-0.04209663161853983,-0.015464621303435996,0.024486748135116712,-0.0034638270668028975,0.006772329444375416,-0.017340860112607805,0.05084282194572442,0.04472782536685882,-0.019955770208902157,-0.011501624054240343,-0.02825012066916939,-0.019329401479414376,0.08707984233440326,0.01810693841058689,0.08865294609943503
CXCL8,0.03515617315931502,-0.03117502820959077,-0.002332868360540302,0.03896001026227724,0.00350126261883721,0.10154802179671422,0.011559404298453665,0.07033117342455308,-0.0073048504161626554,-0.01950932219344307,-0.04755446160616644,-0.0827549237973586,-0.0319706211314483,0.03101006848557736,-0.1034914346337892,-0.05703605454098361,0.08552681687603417
GRN,0.014862868503745364,-0.014437523486960166,-0.02319132996728502,0.018921716233529468,0.017529425361925345,-0.023088922557373825,0.042484318708354306,-0.03578276240467237,-0.06340244222895419,0.060668560103185526,0.026109676435629097,-0.031162522329300845,-0.046740952020585605,-0.028251981879108323,0.013376032551777418,-0.02781192123145237,0.0032953184942358296
MIA,-0.030069281539911875,0.07135461327369556,-0.01821044162291366,0.00611405598676925,0.04090697940329327,-0.020062278194591016,-0.0007055649019998058,0.08460636088256822,-0.005161415516806032,-0.0347826035724093,0.0693879262630408,0.027861257911081766,0.010690645365652462,-0.02186285021085087,,0.03817795372534681,0.09098349198442497
COL4A4,-0.013172647250077937,-0.017765925074463364,0.011472049490005558,-0.03697970080547285,-0.018673516201891498,-0.010556601428875571,0.009979558104007876,,,-0.041994358062415076,-0.03201004725914201,-0.003405802453934063,-0.004904277616006935,-0.03363359589607246,,-0.04169004401009634,0.030016825489746293
TAC1,-0.040528984198743345,0.053130919403947506,-0.03838041371018648,0.06867919421363705,-0.011407385800262904,0.04965291895558836,-0.0551910286871576,,,,,,,-0.001212964636092771,0.020942919162405354,-0.022758210195921964,0.02896751717056095
RARRES2,-0.01083858174837399,-0.04073277685178574,-0.038441497315888806,-0.030873394203085224,0.020533314177455783,-0.007911501626167959,0.07470525303617871,0.015655877926850324,0.040159708212749154,0.07167933991633264,-0.010256437803441664,0.041822106840112845,0.04469605074980288,0.04608077540446351,0.056543851009712945,0.028703383663218892,0.09356446872077079
FGF7,0.003353614315892321,,0.004335814008574165,0.055130223066663736,0.00048064790546126213,-0.030256995000754162,0.02209398890455082,0.11651656099164116,0.06291002512443421,0.04023907194511532,-0.035507139555191684,-0.015403838149830701,-0.017826043013348367,0.01826053393272195,-0.043506614601635095,0.01146310007823727,0.06906038581153158
EFNA2,,,,,,,,,,,,-0.02768578766105061,,,,,
HBEGF,-0.0346721636623104,0.026323777910995414,-0.001320127546127117,0.0024872235730331264,-0.008555476105074017,0.006200093835578377,0.03043701828713878,0.03256542269198831,-0.0109608620725441,-0.05441528278496826,-0.05709557816162681,0.029096818663083557,0.0509984691429092,0.04859770971788796,-0.04717347619556444,0.030904987609093344,0.08642783336642694
CSF3,0.17264975679099173,,,-0.0244494356242891,0.00659913489920823,,-0.01619441706613659,0.015294114724243716,,,-0.059422993647541535,0.052355500421567364,,-0.02392560028213816,-0.03548309775930094,-0.018226725824655114,0.1076653680918541
PI3,-0.03833578937228631,-0.025853288762859906,,0.05592310210625006,0.012559122206367308,,-0.01823512735963939,,0.0628237484710235,,-0.05750287238467154,-0.02193629133181843,-0.019132695475334232,0.02457507110617624,,-0.00634573243043584,0.09032222336150858
PCSK1N,-0.034689690401533343,-9.938252337811283e-05,-0.016032019954476992,-0.021563814843714557,0.020696561725389997,-0.04697996259879393,-0.045057392154127233,-0.00511556627912122,0.040775440461781255,0.11636788749523691,-0.0006549063334477993,-0.004885192595178139,0.012611742685997919,0.0150974357643594,0.019845852402396932,-0.026434136869466676,-0.09434437990224437
NTS,,,,,0.07089280185749405,-0.01288721179848309,-0.019904886622812833,,,,-0.04436278470906031,-0.02080795968678284,,-0.05531930508051843,,0.0367340103079045,
SFRP1,-0.038454115784119156,-0.014593953451639574,0.038082573791998094,0.04649324479454671,-0.016129128111250647,-0.011581556524460536,0.04624061976491087,0.018938943831126268,0.046911848209639985,0.03929215137831432,0.030620564113786754,0.027982898296957354,-0.011254110699618037,-0.08199623871533028,0.06556649657006137,0.03632827048680413,0.030273279553812003
CXCL13,,,0.03627438612410818,,-0.015984171936624603,,,0.021635333364341685,,,-0.012401665847858663,0.04554153045816988,,-0.03902763287875868,,,0.07556491861519368
MICA,-0.023013662526619013,-0.007767726174036316,0.009095585598828266,0.08991432429454617,0.012304642732411964,0.058837510566715344,0.07115284582820518,0.018732460633252616,0.01650035332960116,0.02861797261623781,0.019059598199995382,-0.010464933658306448,0.01542130399595573,0.013513341199608609,-0.05902673163307237,-0.001315308738188074,-0.02455201275573378
TG,0.045121392348497616,0.018722071305101538,-0.019440089685655006,-0.01931497885567833,-0.01056459142734979,-0.0148752396555557,0.0001255609734464217,-0.006104313014579765,-0.04697462520109091,-0.07273876512182323,0.006718376437675729,-0.03139685286123864,,-0.01969113668687008,,0.035691104410742,0.07008894647902247
ADA,0.011355890905316891,0.03386676722382199,-0.040160636984685215,-0.010920303136354224,-0.030273331820976936,0.05873738953592293,0.021134117293982246,0.08211447092721139,-0.0364247976780167,-0.06906924515439006,0.015642520926842828,0.06197284460760734,0.022418443501125235,-0.05787238100149903,0.07512313060839762,0.02544560404121938,0.041011109224495815
LAMC3,-0.02906743048179446,0.012073855476751211,-0.03456968390681792,-0.023614296281199057,-0.02046434020183299,0.06733718369751908,0.04111589164314519,0.024121574207025608,0.014192834099637452,0.0216055135515962,0.0062855041517546955,0.034023082877691145,0.0007241407775195875,-0.009199984830246269,-0.04126280684351195,-0.021067290204905012,-0.014159022321876515
CCL7,,-0.0156313846336887,,-0.013964698852547672,-0.02119206087653964,,,,,,-0.03777972532883109,,,,,-0.019099841862216107,0.022144897297122164
NGF,-0.018643780355232363,-0.02683831117576602,,0.05295679819445168,-0.02262031928789698,-0.014194968423908138,,0.07070116626641793,,-0.0070248047913468985,0.02161700503485407,-0.027313644096718864,,0.018486936730078018,,0.0415090191093446,0.048443633185924775
TNFSF15,0.0014536332038107653,,,0.057561095524251864,-0.015690529959371858,0.0040129312614915645,,-0.017214058701088737,,-0.06034849627983441,-0.01384901918155021,,,0.134567685464483,,0.023171721143097228,-0.04331690336820134
HMGB1,0.04010099419170287,0.07987929789067225,0.009521034686705558,-0.051114151402067515,0.00036271408029486807,0.01919769225230362,0.06446684256383803,0.061725901709228786,0.041283348572122805,0.02080055835964327,-0.027119525650861273,0.026656644864857425,0.0058419569551998,-0.02420260480012255,-0.06341007478319409,0.04966640171699599,-0.05509175644985555
ITGB3BP,0.0371165664801676,0.02437622242134383,0.03906923383567169,0.04080483303026052,0.03338779579814357,0.008533254684855229,0.10644386788768162,-0.060567878810198414,0.04470344991008006,-0.04847223927039191,0.04901901947249614,-0.0023020133525439397,-0.018668015049917667,-0.010830854650216106,-0.014571855040174815,-0.003510046306698119,0.031058567852258384
AANAT,0.0017913072382054617,-0.022678760954347493,,0.1476439640605978,-0.014138105877391146,,-0.014607802445683445,,-0.05712722983934384,,0.07804573655185294,-0.01594050819332188,-0.009845521597945462,,,-0.0202084291952335,0.10437547918697436
RELN,-0.0321459093311815,-0.018663794219040748,-0.037430448450565805,0.00047995815936882646,-0.004588922860171769,0.015486067538588066,0.014453836553873353,,,0.09787294116362841,,,-0.03483316598796782,-0.017946113394565606,-0.02967735991839763,,-0.04271465278678066
IL15,-0.03278604890714696,0.014389931972154903,0.07743742613670809,-0.015654607031849493,-0.037238151939705144,-0.012264298969995448,0.015079735547005273,-0.0025633056790830173,0.0014097286827070186,-0.030584292652461046,0.014882231479735457,-0.024626682139148707,-0.00430555941137912,-0.036241739621355025,-0.011287929764901826,0.026760458935486193,0.060753515942632785
UTS2,,,,,,,0.028446640215758153,,0.20227582858446658,,-0.028224098252960943,,,,,,
BSG,0.04366737048416663,0.024519005704840946,-0.006796733720286972,-0.009504090169566647,0.01149842242901837,0.03660709480121815,0.013970697757734902,-0.018265932510649237,0.016331472528530445,0.08872054858548227,-0.0334545489642922,0.06427043467024683,-0.0015620512000116158,0.023477162794662366,0.06282697696787427,0.023522034743627792,0.03899536910196111
ADAMTS3,-0.036929882919085326,0.03050136691177823,-0.03415764701541068,-0.025627294562998535,-7.599018132811035e-05,0.07194493077138663,0.059093674738849924,-5.6702968598664755e-05,0.03174964351037283,,-0.04446949775054505,0.023652016416318474,-0.04315796652419128,-0.0521494208695598,0.004861860386764365,-0.0064517011042883494,0.08318480526333832
CD34,-0.0633525608714355,-0.00989879771779136,0.0033153474760616902,0.01498991798411213,-0.06678335780576473,0.06031607801007077,0.031752192633816664,0.024904793571975035,-0.04363735602626863,0.05174360524095985,0.04316029400890314,0.0448041865954277,0.03475124782496006,-0.021396789112634408,-0.03192754475923657,-0.03582207803846863,0.011249708065323636
CCL23,,,,,,,-0.016621360347173313,,,,,,,,,,
PLAT,0.03810447719731131,0.022109903519997764,0.014465117680287435,-0.009974285828890882,-0.007431425757080613,0.037306300832155116,0.02308113595103669,0.04599364814167648,0.04794479700961487,0.00802963872296525,0.014488508378921267,-0.01701764528362612,-0.0060423721901284415,0.024632374093565803,0.014838602657748019,0.03501766243412382,-0.002279654914685005
NTF3,,,,,,,,0.039007948292617986,,,0.1324433438415813,0.053219578080264236,,-0.024224928247287073,,,
LTA,,,-0.014296303059739104,0.01454170689251033,,,,,,,,,,,,-0.02719750021341272,
CKLF,0.020596387921837742,0.02611624534841427,-0.02388464055938027,-0.05503005942451951,0.010110680691151496,0.013839656386756466,0.08298356857200435,0.03694568356695482,0.10211365589987785,-0.026672175628065932,-0.005123682209409632,0.040870706790487765,0.006409128906383146,0.01329046962024161,-0.06366350279788847,0.013049973600404972,0.0068081975013871
APELA,,,,,,,,0.045706589307143844,,,,,,,,,
CD24,0.01945571824255109,-0.05608770827637559,0.06665359761970643,-0.0023901154525515786,-0.02060270113011849,-0.030284877813047867,0.0592878615673656,-0.0001203089432595508,0.026775069660439722,0.06868505434180991,0.06972862204191317,0.04517422563151142,-0.028588266102242115,-0.07663752489350203,0.08460862856333375,0.0015126761576755667,0.06553187673673033
HSP90AA1,0.022577031979826887,-0.0006906216555307193,0.0022166048407846056,-0.008680982255281766,-0.04797350712767368,-0.010287883205400443,-0.08842798568770567,-0.003546042261356909,0.00037211063869311694,-0.011719493152056884,-0.02957851650274679,-0.009966875119220928,0.0037468303405650684,-0.033908310199143664,0.024252877569256752,0.043426230031834594,-0.018169575064970852
BMP4,-0.04034970119786769,0.0365852875166259,-0.015154919292690203,-0.011434481014008487,-0.027437278302692655,-0.0030329569608503614,-0.04474419719350218,-0.04655081161620066,-0.04317561801848014,-0.03979810268004445,0.024188043980076082,-0.039410596244996314,-0.015506905858842368,-0.04278564289544318,,-0.017145624969239468,0.036122920552455785
SCGB3A1,,-0.015631383070571124,,,0.13675047529235454,-0.015655594545436878,,-0.004212433714935675,-0.047258915681078824,-0.05754516617818803,0.015178194699001517,-0.029362018352773304,,0.019400115272314167,,-0.040047261898114035,0.0696312007648289
IGFBP4,0.026416265262707253,-0.028908035126218132,-0.004766077782865099,-0.03063316251493916,0.018995550721028456,0.07969098759855629,0.06579168839073576,-0.0015510379493283478,-0.04135784218214047,0.0030457997186640134,0.05879655588354568,-0.0025124515347381042,-0.036425365010629776,-0.03009792031632411,-0.07754033541720909,-0.01086615505845199,0.0024287554205300326
RSPO4,-0.02277528913465846,,0.07801650974759125,-0.02739630883606886,-0.019432333423726002,,,,,0.02148850982865592,,,,-0.02077892642867694,,0.02240019381045781,0.13979404851452978
LEFTY2,-0.007150295750638186,0.06521335968562211,-0.014471883412756839,-0.025013157448079613,0.045996146680138315,0.007274885561252304,0.039047493201421576,-0.01946376163059205,-0.09054279354806462,,0.02294031711686574,0.11053510781303083,0.014359715756837014,-0.028257967165592292,-0.05810787561894326,0.03765534834269812,-0.008537833847124079
PF4,,-0.016215050731707165,-0.01300443070364559,0.011569815727936226,,,,,,,,0.038381151976835316,,,,-0.027197493919709437,-0.03304122785252827
ANGPTL2,-0.04548496408507569,0.04117966501509972,-0.042832123176692743,-0.04409780436253543,0.007584854363984098,0.00998872132658721,0.06805464957560574,-0.07328788228454744,-0.025962111505811198,0.09370841614939084,0.024868052405728737,0.053232400009549395,-0.039089284620360674,0.03793261495181879,-0.01144601068961238,0.012164490526787444,0.007032095169850996
LRIG2,-0.015116703857846105,0.04863862823315041,-0.04693704031676534,0.045690653285676695,-0.03970077888709752,-0.03366867690173532,0.04658732211937583,0.024552517039523433,0.03692622000310873,-0.03887281755010624,0.041164108311620914,0.03736635071775854,-0.024355432060456997,-0.018510517489167114,-0.022984591509697255,-0.05742043178371787,0.024891352377846246
ICOSLG,0.020418564154062905,-0.016706787889856693,-0.048767890225177364,0.03952020093994189,0.0023091907297372112,0.024272405913421845,-0.00435549008453291,0.004955728306103966,-0.1237089296918338,0.013889693279470714,0.1192139550085393,0.013330571821329962,-0.04215781025592348,0.05346779578416007,0.013615282738537893,0.01935085610544012,0.04475532760316365
WIF1,-0.05300173784576533,0.032266732882386955,,,0.0224142831561254,-0.03495613685631992,-0.020019434745723312,,,,,,,0.020712879865762413,0.07650328132845277,,0.0175170185372478
NPPC,-0.04648105394493881,0.007361148000117848,,-0.01890027173193599,0.001675945010480915,0.024778694426112503,-0.029109647640969284,,0.019600904586488395,0.07301368726381192,0.04669771516184188,0.014727341640994198,-0.026425339002638014,-0.003737674180908067,-0.06518507021546367,,-0.052310427950026654
LYZ,0.052612476649786154,0.026316680269587354,-0.0033971480371279934,-0.002376396137168947,-0.04217025436801286,-0.03508801929041166,0.030685648472072953,0.08621101700170403,-0.08309120109322989,0.07962588062113646,0.09894740107168067,0.031224704086454044,-0.006380834844614612,-0.007528960935349474,-0.006402967137891176,-0.015827589136475907,0.036229641580933
EREG,,,,,-0.02734590382709342,,,-0.0062779049574114105,,,-0.030097470867913416,-0.011392027566865987,,-0.025880503201081217,,-0.0186711564819849,-0.02514480654145863
SPTAN1,-0.01140337975773675,0.008156603018935353,-0.014462730373709513,-0.04481573180625315,-0.03823110127139083,0.020907365750469982,0.0053386461705058124,0.10273964800361325,-0.06322012993037836,0.08466450978830127,0.0460425300078213,0.038776984074638435,-0.038054305284654234,-0.07278784817751108,0.02836536679247526,0.028448802281103434,-0.0695748810265262
PTH2,,,,,,,,,,,,,,-0.03304541535349084,,,
LIPC,-0.035800569186395154,0.047483253100031875,-0.0034377178334331457,0.058973711448202536,0.08063819525817023,-0.019018782972133906,-0.038206502673182936,0.02658631394564768,0.010919169233815912,-0.01578418027942008,,,0.04959914773962483,,,-0.03438792650403615,-0.04142577134150142
COL8A1,-0.025824605901614256,0.018463881799121472,-0.012172701912403189,0.023825013800660384,-0.01435009130083709,0.0011869907507167025,0.06667203627797186,-0.0449209587702516,0.014741561607005208,0.04424340481179297,0.0070028232396260786,-0.03672171099340877,-0.014454038984728364,-0.033319631966496864,-0.05367271556825951,-0.07396951355064918,-0.023598682506348966
GSTM2,0.03982684414873713,0.02756745774776977,0.00514826329512711,-0.031456135065992166,0.01415159215273165,-0.010371116199013371,0.011900237824108137,0.020255058718446583,-0.05587197486693532,0.049786274022422757,0.11750353922558697,0.002618884263489457,0.03934852305954943,0.013427791330289868,0.10331759198599519,0.004518974842034919,-0.0118642509505229
IL4,,,,,,,,,-0.040688564380017736,,,,,,,,
SPX,-0.018332809775382264,-0.032106639279971795,0.05778958496563635,-0.019043661135396264,0.006246827579537013,-0.01936018868656953,-0.051230900292451496,,,,0.009370699726530339,0.04847676000500769,-0.015347246934388012,-0.006894950907139561,-0.061922971380083354,0.002407585825914036,0.059227956892081615
MFGE8,0.05180922008583217,0.018787430917262704,0.024781929928256553,0.03114942159265471,-0.08137099972626613,-0.004991389565006733,0.10346194659876068,-2.0898349100481198e-05,-0.010638777803709455,0.17548049006881275,-0.04510472800061637,0.00038440310671144216,0.07159656303302067,-0.02284069272154752,-0.0005021883696045483,0.02289156798870556,0.054392374622600645
TGFA,0.0773964664847826,0.011656642551267783,-0.04851752889372501,0.050335639788835644,-0.010043878322153817,0.05515795762031331,0.04102914250342292,0.14437965936921046,0.016094769634736685,-0.010863667117609577,0.0717304468662917,0.05327982542356722,-0.05978981070135607,-0.03669594530440605,0.15856885343736116,0.03393851454243555,0.06681790318201294
SLIT2,0.0062254506608385345,0.006291067322041665,0.007374079508809664,0.07410445394996612,-0.03750236234833899,0.025393537398943806,-0.04853948981607626,0.044401463320737994,-0.09065851316984634,0.06612355062550666,0.009287156404460593,-0.023731720956149904,-0.0392879901571742,-0.0006701230767626621,0.03686624810117477,0.010604011270625524,0.07925819201092808
PLTP,0.09132565935214819,-0.034530665989960796,-0.03340738129541533,-0.046222551794387494,0.005964735045714385,0.025769530221436746,0.07598357822236944,-0.006423202598615849,-0.0768251818511606,0.12735180567298077,-0.038729759432989626,-0.015535485436892454,-0.024988448860974916,-0.023083112866799413,-0.00027443408869351124,-0.05408955457572503,0.05944395117712349
APOD,0.029467611307238246,-0.0024007608486510557,0.0005701538505983992,-0.04252238648540155,0.04103592425124681,0.02833300959728653,0.014489881649736693,-0.023268348374332185,-0.00408567484823237,-0.022993593129867203,0.06703870206652184,0.050849976724013236,0.043510034845698674,0.03629343761542702,0.0033207456067953557,-0.07401600598926267,-0.11126673196199455
B2M,-0.07784133279659852,-0.052850198756932344,-0.028399350865436386,-0.04801407396798421,-0.0598598436650591,0.07260677878515234,0.05178200274620522,0.08923440592001157,-0.05019819227689591,0.10803058231304442,0.0390976130362041,0.06138381807497102,0.01598704642874422,-0.004032936490286272,0.04675553942431195,-0.06795983877798353,-0.02826141944638
OMG,-0.049953945164395566,0.057969166068639603,-0.01521014450444168,-0.06302374223809594,-0.010437017214853822,-0.021712869162973488,0.0020708835008665504,0.03890834378695222,0.08106056430934624,-0.029279363286257555,0.053612020467148996,-0.000768868681152585,0.05136910035815195,-0.00896344609071563,-0.05918469977839764,-0.002810626632032787,-0.056170766358775034
CXCL3,0.009019216625877818,-0.02332136456287477,-0.026735871918264046,0.01893298132503496,-0.021008544036674504,,-0.019179346320501056,0.006462337097613512,-0.008237601288984972,,-0.03317467816422771,0.021912928965956292,-0.01961481231561921,0.029278619897827016,-0.032756508514635865,0.030040138288008736,0.11390585080056789
CXCL10,-0.05924389951410708,0.0490864797408067,0.019228298280094987,-0.03668423339516725,0.03671676057220837,0.06957737862240018,0.014015244137141482,-0.0196404510740523,-0.01104341863878145,0.030791733026229264,-0.017316465847451383,0.05244558212222937,0.11202750299350579,-0.028392490834425774,,0.04505540258459876,0.003862333114170164
RSPO3,,-0.021233247776990344,,-0.014149251484183455,-0.018813685533705764,0.05135024388595455,-0.023986786185421178,,,,0.014158063579408523,-0.01302817052096857,,0.015174678075404844,-0.03313633175143314,-0.01938260469831135,-0.0470445036869793
CORT,-0.025535111862625463,0.05726039960086641,-0.023225089736433224,-0.03173078290551625,-0.022833247983272582,-0.0025947138518454963,-0.031705068490112356,,,,0.018556282327992238,0.1106201278300833,,-0.03455814145322187,-0.025502274306634914,,
NCAN,0.019282370638368906,0.02692358170826808,0.010694984849023535,-0.07128038281406335,-0.022206310749350124,-0.024891147559430407,0.08603484669901003,,-0.047405411240360754,-0.07763280427839772,0.02829828925779156,0.06572097870091022,-0.0064801042719386725,0.01475978620119095,-0.019028129517185376,0.00042852582518361325,-0.03179442728238029
PRG4,-0.00021308058013742693,-0.023507735702896326,,-0.013964701028738691,-0.0134705312975329,,-0.020779073731729027,,,,0.04750450727757391,0.05557518344275076,,0.008062223654460868,,-0.04390682332242938,0.05685456878845698
ZG16B,,-0.02167601046629655,-0.015648718759537578,-0.01620774342317124,,,-0.022434349274871274,-0.010910987493863213,,,,,,,,-0.024168022105179432,0.08077223824896385
TGM2,-0.03563978254257163,-0.0387871075405164,-0.01877460595672521,0.05190454313467348,0.00610780889681966,0.017765037724566366,0.006672401899497291,0.06004330750265132,0.014691962040742931,0.09048388855028879,-0.04922103081638847,0.02167969435843161,0.06287478986102213,-0.057395018956427214,-0.00781895493648593,-0.01636201991360625,0.014783040580206616
VEGFC,-0.025005163465899847,0.027969763381622544,-0.02009355751196733,-0.012976088489024994,-0.02073561136949339,0.03397207655727143,-0.02739590408485809,0.04589319726611578,-0.04612333806113174,0.033976240491598274,-0.031079687519922697,-0.030157841857794215,0.055069913165399824,-0.035463741097534744,,-0.010928933361952983,0.03516882104712797
WNT6,0.04420156271659138,-0.02522089354349016,-0.01447188379256423,-0.0193149796576465,-0.01856109525869947,0.1314665554443468,-0.0010343161206120281,-0.028711280908110624,-0.05159586619506483,,0.10240625697283288,0.09682703617440733,,0.0003305289833155929,,0.028354825288558243,-0.029126202287358953
NRG4,-0.02363380822868849,0.03268340960218885,,0.05294077203142945,-0.019187010257783067,-0.015399501063779086,-0.025881654521183097,,,0.004537926446517695,,,0.05311643407166826,0.013846814357136451,,-0.019382606870638905,0.01602103948144463
PMCH,,-0.016593379556943705,,-0.011069309052988427,,,,,,,-0.038400490210487366,0.031764866924958314,,-0.0157983074898377,,-0.03157378745746461,0.08221681215001157
COL9A1,0.013520967533434082,0.03996291373084771,-0.007206067274259301,-0.017750747296448734,0.023487583929727364,0.041400248422878226,0.024879095787451875,,0.033871499322193806,0.004542847575213218,0.07488409435126311,0.021217284223240814,0.033838153506361844,-0.03339743993419486,,0.07413670157181637,0.013774611696748897
GDF11,-0.01600125155154526,-0.024214878114012062,0.03347602051616984,0.019237506540111148,-0.06324790502004733,-0.02099197236275624,0.07061962178090093,-0.008078263276287183,0.06573860622674103,0.05873922724797163,0.01612652350781557,0.018292962803490832,0.018773891967789943,-0.03236063674875224,-0.10725487140762949,-0.006736614520042012,-0.004685813795629269
RAET1E,,,,,,,,,,,,,,,,-0.021262582019954207,
IL24,,,,,,,,-0.016191346851262403,,,-0.02863048016700307,-0.02497133468741006,,,,,0.1397528956218621
SORBS1,-0.008024653737981639,-0.012156519391746173,-0.06080659002444591,0.0259070707054304,-0.018977846426178575,-0.004155785304418699,-0.03173291730392171,-0.02783563129168677,-0.054167876248137875,0.02971031787052139,0.009768942612154184,-0.013047580797683606,0.035367156863129974,0.06578483487759831,-0.06259325093208334,-0.006678289128932874,-0.08793897013769357
DLL1,-0.03505077322521647,-0.020906257801647437,0.07297379650182995,-0.04594362456339856,0.01855279043824414,0.015561054473646531,0.047283567308753396,0.07945876350522366,-0.03433671161926785,0.03463349301197732,0.008334682661731301,0.017347094868570855,0.04992130427516962,-0.024863417802442247,-0.10140213405315363,0.017432078077065104,0.07835753114647186
TLN1,-0.04372131320905321,-0.0066756878722638935,-0.008220673136637477,0.022548738908479894,0.04504596116832326,0.07324318694857769,0.053831452256725164,0.04767956122839356,-0.02938159467917555,0.06461792989159312,0.03931215440599853,0.0003974921370075417,0.053686033638692135,-0.04122910062309876,-0.03517462778278806,0.02552792857690079,0.0017280775199398613
